variable,date,value1,value2,value3,value4,value5,value6
SW,22 Jan 1991, 0.19100,0.18756,0.18298,0.18434,0.19389,0.24063
SW,23 Jan 1991, 0.24287,0.22116,0.20139,0.18580,0.19400,0.24049
SW,24 Jan 1991, 0.32162,0.27027,0.22980,0.20240,0.19423,0.24035
SW,25 Jan 1991, 0.25420,0.27437,0.24602,0.22846,0.19479,0.24020
SW,26 Jan 1991, 0.20929,0.26053,0.25572,0.24286,0.20266,0.24007
SW,27 Jan 1991, 0.18221,0.24146,0.25388,0.25067,0.21480,0.23997
SW,28 Jan 1991, 0.16986,0.21955,0.24565,0.25320,0.22810,0.23992
SW,29 Jan 1991, 0.16355,0.20294,0.23429,0.25210,0.24022,0.23995
SW,30 Jan 1991, 0.15713,0.19449,0.22355,0.24928,0.24997,0.24008
SW,31 Jan 1991, 0.14796,0.18993,0.21512,0.24554,0.25752,0.24031
SW, 1 Feb 1991, 0.13808,0.18894,0.20731,0.24159,0.26301,0.24062
SW, 2 Feb 1991, 0.12858,0.18764,0.20311,0.23802,0.26664,0.24100
SW, 3 Feb 1991, 0.11877,0.18633,0.20079,0.23523,0.26883,0.24142
SW, 4 Feb 1991, 0.10839,0.18513,0.19944,0.23317,0.26978,0.24204
SW, 5 Feb 1991, 0.09634,0.18391,0.19992,0.23082,0.26994,0.24277
SW, 6 Feb 1991, 0.12117,0.18284,0.19991,0.22966,0.26962,0.24327
SW, 7 Feb 1991, 0.19199,0.19820,0.20321,0.23062,0.26951,0.24369
SW, 8 Feb 1991, 0.17191,0.20016,0.20597,0.23194,0.26985,0.24431
SW, 9 Feb 1991, 0.16147,0.19363,0.20618,0.23279,0.27031,0.24524
SW,10 Feb 1991, 0.15122,0.18954,0.20454,0.23285,0.27060,0.24637
SW,11 Feb 1991, 0.14435,0.18810,0.20170,0.23241,0.27066,0.24751
SW,12 Feb 1991, 0.13696,0.18667,0.20008,0.23170,0.27049,0.24852
SW,13 Feb 1991, 0.12867,0.18533,0.19912,0.23101,0.27020,0.24932
SW,14 Feb 1991, 0.11768,0.18411,0.19998,0.22940,0.26990,0.24990
SW,15 Feb 1991, 0.10455,0.18320,0.19998,0.22998,0.26858,0.25025
SW,16 Feb 1991, 0.13755,0.18231,0.19999,0.22999,0.26770,0.25058
SW,17 Feb 1991, 0.12916,0.18148,0.19999,0.22999,0.26682,0.25088
SW,18 Feb 1991, 0.11961,0.18075,0.19999,0.22999,0.26596,0.25116
SW,19 Feb 1991, 0.10999,0.18013,0.19999,0.22999,0.26510,0.25143
SW,20 Feb 1991, 0.10204,0.17962,0.19999,0.22999,0.26425,0.25167
SW,21 Feb 1991, 0.09640,0.17905,0.19999,0.22999,0.26341,0.25190
SW,22 Feb 1991, 0.08969,0.17840,0.19999,0.22999,0.26258,0.25211
SW,23 Feb 1991, 0.09995,0.17801,0.19999,0.22999,0.26175,0.25230
SW,24 Feb 1991, 0.09545,0.17757,0.20000,0.23000,0.26094,0.25248
SW,25 Feb 1991, 0.08786,0.17701,0.20000,0.22999,0.26013,0.25264
SW,26 Feb 1991, 0.08328,0.17640,0.19999,0.22999,0.25933,0.25278
SW,27 Feb 1991, 0.07916,0.17577,0.19999,0.22999,0.25853,0.25291
SW,28 Feb 1991, 0.07541,0.17512,0.20000,0.23000,0.25774,0.25303
SW, 1 Mar 1991, 0.07197,0.17446,0.20000,0.23000,0.25695,0.25313
SW, 2 Mar 1991, 0.06881,0.17379,0.20000,0.23000,0.25616,0.25322
SW, 3 Mar 1991, 0.06589,0.17313,0.20000,0.23000,0.25538,0.25330
SW, 4 Mar 1991, 0.06317,0.17247,0.20000,0.23000,0.25460,0.25337
SW, 5 Mar 1991, 0.06063,0.17181,0.20000,0.22998,0.25384,0.25343
SW, 6 Mar 1991, 0.05826,0.17117,0.20000,0.22990,0.25312,0.25347
SW, 7 Mar 1991, 0.05603,0.17054,0.20000,0.22977,0.25244,0.25351
SW, 8 Mar 1991, 0.05393,0.16992,0.20000,0.22960,0.25179,0.25353
SW, 9 Mar 1991, 0.05194,0.16931,0.20000,0.22939,0.25118,0.25355
SW,10 Mar 1991, 0.05007,0.16872,0.20000,0.22914,0.25059,0.25357
SW,11 Mar 1991, 0.04829,0.16814,0.20000,0.22886,0.25003,0.25357
SW,12 Mar 1991, 0.04660,0.16757,0.20000,0.22855,0.24949,0.25357
SW,13 Mar 1991, 0.04500,0.16702,0.20000,0.22822,0.24897,0.25356
SW,14 Mar 1991, 0.04347,0.16649,0.20000,0.22786,0.24847,0.25355
SW,15 Mar 1991, 0.04446,0.16601,0.20000,0.22748,0.24799,0.25353
SW,16 Mar 1991, 0.04397,0.16556,0.20000,0.22707,0.24752,0.25351
SW,17 Mar 1991, 0.04252,0.16512,0.20000,0.22666,0.24706,0.25348
SW,18 Mar 1991, 0.04115,0.16468,0.20000,0.22622,0.24662,0.25345
SW,19 Mar 1991, 0.03983,0.16425,0.20000,0.22577,0.24619,0.25342
SW,20 Mar 1991, 0.03857,0.16383,0.20000,0.22531,0.24577,0.25338
SW,21 Mar 1991, 0.03736,0.16342,0.20000,0.22483,0.24536,0.25334
SW,22 Mar 1991, 0.03621,0.16303,0.20000,0.22435,0.24496,0.25329
SW,23 Mar 1991, 0.03510,0.16263,0.20000,0.22385,0.24457,0.25324
SW,24 Mar 1991, 0.03404,0.16225,0.20000,0.22334,0.24418,0.25319
SW,25 Mar 1991, 0.03302,0.16188,0.19999,0.22284,0.24380,0.25313
SW,26 Mar 1991, 0.03204,0.16152,0.19992,0.22236,0.24343,0.25307
SW,27 Mar 1991, 0.03110,0.16116,0.19981,0.22190,0.24307,0.25301
SW,28 Mar 1991, 0.03020,0.16080,0.19966,0.22147,0.24271,0.25295
SW,29 Mar 1991, 0.02933,0.16044,0.19948,0.22105,0.24236,0.25288
SW,30 Mar 1991, 0.12265,0.16124,0.19929,0.22065,0.24201,0.25281
SW,31 Mar 1991, 0.16766,0.16351,0.19912,0.22026,0.24168,0.25274
SW, 1 Apr 1991, 0.16096,0.16501,0.19896,0.21989,0.24135,0.25267
SW, 2 Apr 1991, 0.17168,0.17069,0.19891,0.21953,0.24102,0.25259
SW, 3 Apr 1991, 0.16356,0.17231,0.19881,0.21912,0.24067,0.25252
SW, 4 Apr 1991, 0.15663,0.17278,0.19859,0.21863,0.24028,0.25244
SW, 5 Apr 1991, 0.15473,0.17306,0.19827,0.21805,0.23984,0.25236
SW, 6 Apr 1991, 0.15377,0.17325,0.19794,0.21749,0.23941,0.25228
SW, 7 Apr 1991, 0.15264,0.17317,0.19734,0.21670,0.23886,0.25219
SW, 8 Apr 1991, 0.15161,0.17307,0.19681,0.21599,0.23835,0.25210
SW, 9 Apr 1991, 0.15064,0.17292,0.19629,0.21530,0.23786,0.25201
SW,10 Apr 1991, 0.14967,0.17268,0.19571,0.21459,0.23734,0.25191
SW,11 Apr 1991, 0.14856,0.17225,0.19495,0.21371,0.23675,0.25182
SW,12 Apr 1991, 0.14754,0.17184,0.19427,0.21293,0.23620,0.25172
SW,13 Apr 1991, 0.14650,0.17135,0.19353,0.21210,0.23562,0.25161
SW,14 Apr 1991, 0.14515,0.17055,0.19244,0.21093,0.23488,0.25151
SW,15 Apr 1991, 0.17275,0.17434,0.19203,0.21033,0.23442,0.25140
SW,16 Apr 1991, 0.16487,0.17528,0.19169,0.20978,0.23398,0.25129
SW,17 Apr 1991, 0.15753,0.17418,0.19062,0.20854,0.23320,0.25117
SW,18 Apr 1991, 0.15007,0.17231,0.18886,0.20666,0.23210,0.25106
SW,19 Apr 1991, 0.14832,0.17104,0.18777,0.20548,0.23135,0.25094
SW,20 Apr 1991, 0.14561,0.16899,0.18573,0.20338,0.23013,0.25081
SW,21 Apr 1991, 0.14388,0.16778,0.18466,0.20226,0.22940,0.25068
SW,22 Apr 1991, 0.14110,0.16567,0.18250,0.20008,0.22813,0.25055
SW,23 Apr 1991, 0.13923,0.16438,0.18129,0.19886,0.22734,0.25041
SW,24 Apr 1991, 0.13663,0.16245,0.17930,0.19685,0.22615,0.25027
SW,25 Apr 1991, 0.13420,0.16067,0.17747,0.19501,0.22504,0.25012
SW,26 Apr 1991, 0.17941,0.17143,0.17591,0.19310,0.22389,0.24998
SW,27 Apr 1991, 0.19380,0.18757,0.17551,0.19090,0.22256,0.24982
SW,28 Apr 1991, 0.17641,0.19112,0.17827,0.18962,0.22169,0.24967
SW,29 Apr 1991, 0.16792,0.18828,0.17957,0.18890,0.22110,0.24951
SW,30 Apr 1991, 0.16286,0.18470,0.17924,0.18832,0.22058,0.24935
SW, 1 May 1991, 0.15679,0.17907,0.17694,0.18623,0.21927,0.24920
SW, 2 May 1991, 0.15287,0.17565,0.17568,0.18514,0.21850,0.24903
SW, 3 May 1991, 0.14878,0.17275,0.17453,0.18419,0.21781,0.24887
SW, 4 May 1991, 0.14459,0.16982,0.17314,0.18308,0.21704,0.24871
SW, 5 May 1991, 0.14050,0.16702,0.17165,0.18191,0.21624,0.24854
SW, 6 May 1991, 0.13660,0.16440,0.17017,0.18074,0.21546,0.24838
SW, 7 May 1991, 0.13253,0.16162,0.16840,0.17933,0.21454,0.24821
SW, 8 May 1991, 0.12841,0.15877,0.16644,0.17773,0.21351,0.24805
SW, 9 May 1991, 0.14414,0.15671,0.16478,0.17638,0.21263,0.24788
SW,10 May 1991, 0.15110,0.15574,0.16385,0.17566,0.21210,0.24771
SW,11 May 1991, 0.14412,0.15430,0.16263,0.17466,0.21141,0.24754
SW,12 May 1991, 0.13817,0.15300,0.16163,0.17386,0.21084,0.24737
SW,13 May 1991, 0.13176,0.15122,0.16024,0.17267,0.21005,0.24721
SW,14 May 1991, 0.12658,0.14999,0.15938,0.17197,0.20954,0.24704
SW,15 May 1991, 0.12143,0.14832,0.15810,0.17085,0.20878,0.24687
SW,16 May 1991, 0.11771,0.14671,0.15684,0.16974,0.20803,0.24670
SW,17 May 1991, 0.11448,0.14534,0.15580,0.16882,0.20738,0.24653
SW,18 May 1991, 0.11151,0.14406,0.15480,0.16793,0.20676,0.24636
SW,19 May 1991, 0.10878,0.14287,0.15387,0.16709,0.20615,0.24619
SW,20 May 1991, 0.10623,0.14167,0.15290,0.16619,0.20551,0.24603
SW,21 May 1991, 0.15524,0.14146,0.15200,0.16534,0.20490,0.24586
SW,22 May 1991, 0.24003,0.18840,0.15302,0.16508,0.20466,0.24569
SW,23 May 1991, 0.25943,0.22052,0.18243,0.16504,0.20434,0.24552
SW,24 May 1991, 0.21850,0.22838,0.20349,0.16825,0.20423,0.24536
SW,25 May 1991, 0.19259,0.22216,0.21251,0.17632,0.20407,0.24519
SW,26 May 1991, 0.17893,0.21301,0.21424,0.18497,0.20399,0.24503
SW,27 May 1991, 0.16981,0.20420,0.21193,0.19200,0.20393,0.24487
SW,28 May 1991, 0.16622,0.19262,0.20673,0.19588,0.20375,0.24471
SW,29 May 1991, 0.16427,0.18777,0.20236,0.19721,0.20368,0.24454
SW,30 May 1991, 0.16204,0.18476,0.19780,0.19645,0.20351,0.24439
SW,31 May 1991, 0.15813,0.18242,0.19525,0.19545,0.20343,0.24423
SW, 1 Jun 1991, 0.15431,0.17984,0.19259,0.19421,0.20330,0.24407
SW, 2 Jun 1991, 0.14985,0.17681,0.18956,0.19255,0.20307,0.24391
SW, 3 Jun 1991, 0.14757,0.17479,0.18764,0.19157,0.20297,0.24376
SW, 4 Jun 1991, 0.14811,0.17301,0.18590,0.19064,0.20287,0.24360
SW, 5 Jun 1991, 0.14448,0.17101,0.18398,0.18951,0.20273,0.24345
SW, 6 Jun 1991, 0.14148,0.16914,0.18223,0.18845,0.20259,0.24329
SW, 7 Jun 1991, 0.17100,0.17104,0.18074,0.18746,0.20246,0.24314
SW, 8 Jun 1991, 0.30701,0.23338,0.20410,0.18983,0.20231,0.24299
SW, 9 Jun 1991, 0.28201,0.26103,0.22788,0.20515,0.20245,0.24284
SW,10 Jun 1991, 0.28829,0.27874,0.24974,0.22801,0.20278,0.24269
SW,11 Jun 1991, 0.29132,0.29130,0.26979,0.24589,0.21252,0.24256
SW,12 Jun 1991, 0.31431,0.30626,0.28632,0.25916,0.23041,0.24251
SW,13 Jun 1991, 0.37119,0.32656,0.32401,0.27701,0.25778,0.24272
SW,14 Jun 1991, 0.28609,0.31892,0.32527,0.29121,0.28033,0.25089
SW,15 Jun 1991, 0.23572,0.29375,0.31581,0.29706,0.29510,0.26972
SW,16 Jun 1991, 0.20589,0.26515,0.29761,0.29487,0.30413,0.29190
SW,17 Jun 1991, 0.18560,0.23995,0.27567,0.28682,0.30675,0.30657
SW,18 Jun 1991, 0.17535,0.22257,0.25748,0.27858,0.30630,0.31474
SW,19 Jun 1991, 0.16986,0.20987,0.24160,0.26943,0.30326,0.31842
SW,20 Jun 1991, 0.16937,0.19940,0.22881,0.26065,0.29884,0.31883
SW,21 Jun 1991, 0.16899,0.19227,0.21834,0.25232,0.29355,0.31705
SW,22 Jun 1991, 0.16847,0.18866,0.21051,0.24531,0.28829,0.31386
SW,23 Jun 1991, 0.16554,0.18724,0.20366,0.23937,0.28320,0.31001
SW,24 Jun 1991, 0.17482,0.19010,0.20083,0.23379,0.27802,0.30594
SW,25 Jun 1991, 0.17073,0.19049,0.20025,0.23167,0.27496,0.30179
SW,26 Jun 1991, 0.16745,0.18683,0.19846,0.22891,0.27179,0.29840
SW,27 Jun 1991, 0.16359,0.18426,0.19819,0.22753,0.26796,0.29547
SW,28 Jun 1991, 0.15989,0.18207,0.19780,0.22618,0.26592,0.29257
SW,29 Jun 1991, 0.18099,0.19007,0.19819,0.22523,0.26388,0.29087
SW,30 Jun 1991, 0.19076,0.19822,0.20126,0.22635,0.26216,0.28986
SW, 1 Jul 1991, 0.17837,0.19892,0.20359,0.22858,0.26084,0.28920
SW, 2 Jul 1991, 0.17152,0.19660,0.20440,0.22976,0.26128,0.28856
SW, 3 Jul 1991, 0.16920,0.19162,0.20365,0.23026,0.26193,0.28796
SW, 4 Jul 1991, 0.16836,0.18848,0.20176,0.22986,0.26233,0.28739
SW, 5 Jul 1991, 0.19758,0.20001,0.20429,0.23003,0.26274,0.28686
SW, 6 Jul 1991, 0.19083,0.20429,0.20754,0.23095,0.26357,0.28635
SW, 7 Jul 1991, 0.17994,0.20328,0.20944,0.23256,0.26523,0.28589
SW, 8 Jul 1991, 0.17235,0.19936,0.20887,0.23319,0.26713,0.28549
SW, 9 Jul 1991, 0.24286,0.22482,0.21887,0.23646,0.27001,0.28576
SW,10 Jul 1991, 0.29248,0.25955,0.23840,0.24316,0.27353,0.28866
SW,11 Jul 1991, 0.36863,0.32494,0.32967,0.29105,0.28987,0.29760
SW,12 Jul 1991, 0.37169,0.32697,0.33100,0.34006,0.31483,0.31261
SW,13 Jul 1991, 0.33220,0.32741,0.33143,0.33852,0.32939,0.32741
SW,14 Jul 1991, 0.26854,0.31172,0.32692,0.32835,0.33496,0.33861
SW,15 Jul 1991, 0.24105,0.29194,0.31646,0.31965,0.33572,0.34559
SW,16 Jul 1991, 0.20883,0.26739,0.30026,0.31002,0.33324,0.34882
SW,17 Jul 1991, 0.19027,0.24522,0.28147,0.29905,0.32836,0.34887
SW,18 Jul 1991, 0.17788,0.22569,0.26125,0.28596,0.32099,0.34635
SW,19 Jul 1991, 0.17017,0.21164,0.24397,0.27384,0.31305,0.34155
SW,20 Jul 1991, 0.16824,0.19745,0.22898,0.26206,0.30448,0.33543
SW,21 Jul 1991, 0.16546,0.19036,0.21692,0.25191,0.29633,0.32846
SW,22 Jul 1991, 0.16408,0.18661,0.20809,0.24344,0.28887,0.32130
SW,23 Jul 1991, 0.16902,0.18752,0.20234,0.23779,0.28302,0.31443
SW,24 Jul 1991, 0.16529,0.18539,0.19881,0.23306,0.27792,0.30839
SW,25 Jul 1991, 0.16241,0.18303,0.19816,0.22826,0.27374,0.30316
SW,26 Jul 1991, 0.15879,0.18141,0.19828,0.22775,0.26949,0.29879
SW,27 Jul 1991, 0.15532,0.17971,0.19801,0.22677,0.26757,0.29450
SW,28 Jul 1991, 0.15847,0.17797,0.19715,0.22519,0.26535,0.29201
SW,29 Jul 1991, 0.15456,0.17653,0.19647,0.22393,0.26349,0.29054
SW,30 Jul 1991, 0.14972,0.17410,0.19448,0.22127,0.26084,0.28966
SW,31 Jul 1991, 0.14702,0.17282,0.19373,0.22013,0.25934,0.28899
SW, 1 Aug 1991, 0.15293,0.17230,0.19356,0.21967,0.25837,0.28832
SW, 2 Aug 1991, 0.14995,0.17140,0.19292,0.21872,0.25713,0.28767
SW, 3 Aug 1991, 0.14591,0.17036,0.19212,0.21760,0.25585,0.28702
SW, 4 Aug 1991, 0.14093,0.16848,0.19025,0.21535,0.25387,0.28638
SW, 5 Aug 1991, 0.17231,0.17297,0.18736,0.21176,0.25108,0.28574
SW, 6 Aug 1991, 0.28568,0.22557,0.20453,0.21256,0.24852,0.28510
SW, 7 Aug 1991, 0.22929,0.23551,0.21967,0.22141,0.24733,0.28446
SW, 8 Aug 1991, 0.24734,0.24726,0.23313,0.23200,0.24885,0.28385
SW, 9 Aug 1991, 0.21176,0.24095,0.23920,0.24061,0.25473,0.28331
SW,10 Aug 1991, 0.19022,0.22920,0.23851,0.24599,0.26314,0.28291
SW,11 Aug 1991, 0.17683,0.21696,0.23305,0.24761,0.27093,0.28393
SW,12 Aug 1991, 0.16939,0.20558,0.22457,0.24561,0.27469,0.28785
SW,13 Aug 1991, 0.16389,0.19184,0.21352,0.23949,0.27427,0.29155
SW,14 Aug 1991, 0.15936,0.18593,0.20499,0.23425,0.27262,0.29291
SW,15 Aug 1991, 0.16209,0.18244,0.19812,0.22923,0.26988,0.29278
SW,16 Aug 1991, 0.16679,0.18095,0.19713,0.22692,0.26698,0.29106
SW,17 Aug 1991, 0.16179,0.17949,0.19691,0.22578,0.26508,0.29002
SW,18 Aug 1991, 0.15698,0.17807,0.19660,0.22467,0.26337,0.28939
SW,19 Aug 1991, 0.15045,0.17536,0.19462,0.22180,0.26063,0.28876
SW,20 Aug 1991, 0.14454,0.17282,0.19262,0.21912,0.25814,0.28812
SW,21 Aug 1991, 0.17928,0.18131,0.19006,0.21540,0.25507,0.28747
SW,22 Aug 1991, 0.17534,0.18706,0.19052,0.21495,0.25424,0.28681
SW,23 Aug 1991, 0.17888,0.19187,0.19261,0.21278,0.25226,0.28616
SW,24 Aug 1991, 0.18995,0.19852,0.19703,0.21043,0.24959,0.28551
SW,25 Aug 1991, 0.17504,0.19782,0.20044,0.21081,0.24846,0.28486
SW,26 Aug 1991, 0.16722,0.19135,0.20038,0.21098,0.24716,0.28422
SW,27 Aug 1991, 0.16155,0.18635,0.19821,0.21008,0.24586,0.28359
SW,28 Aug 1991, 0.23732,0.21448,0.20622,0.21183,0.24365,0.28298
SW,29 Aug 1991, 0.20464,0.21842,0.21417,0.21808,0.24292,0.28236
SW,30 Aug 1991, 0.20032,0.21906,0.21879,0.22596,0.24219,0.28176
SW,31 Aug 1991, 0.21858,0.22661,0.22447,0.23263,0.24417,0.28119
SW, 1 Sep 1991, 0.19028,0.22028,0.22521,0.23663,0.24816,0.28066
SW, 2 Sep 1991, 0.17348,0.20987,0.22135,0.23786,0.25268,0.28020
SW, 3 Sep 1991, 0.16784,0.19732,0.21552,0.23728,0.25677,0.27981
SW, 4 Sep 1991, 0.16224,0.18771,0.20628,0.23258,0.25836,0.27947
SW, 5 Sep 1991, 0.15533,0.18449,0.19982,0.22958,0.25833,0.27913
SW, 6 Sep 1991, 0.14904,0.18132,0.19745,0.22707,0.25615,0.27876
SW, 7 Sep 1991, 0.14082,0.17723,0.19492,0.22253,0.25326,0.27838
SW, 8 Sep 1991, 0.13265,0.17329,0.19189,0.21806,0.25037,0.27797
SW, 9 Sep 1991, 0.13159,0.17142,0.19082,0.21620,0.24898,0.27754
SW,10 Sep 1991, 0.12544,0.16854,0.18831,0.21290,0.24674,0.27711
SW,11 Sep 1991, 0.25993,0.21239,0.20020,0.21210,0.24484,0.27667
SW,12 Sep 1991, 0.22551,0.22607,0.21315,0.21725,0.24318,0.27622
SW,13 Sep 1991, 0.19407,0.22213,0.21971,0.22569,0.24241,0.27578
SW,14 Sep 1991, 0.17485,0.21150,0.21877,0.23074,0.24330,0.27535
SW,15 Sep 1991, 0.16633,0.19787,0.21303,0.23155,0.24468,0.27495
SW,16 Sep 1991, 0.17175,0.19485,0.20687,0.22959,0.24510,0.27456
SW,17 Sep 1991, 0.17085,0.19311,0.20250,0.22690,0.24411,0.27418
SW,18 Sep 1991, 0.20326,0.20513,0.20605,0.22777,0.24346,0.27379
SW,19 Sep 1991, 0.18282,0.20401,0.20731,0.22799,0.24299,0.27341
SW,20 Sep 1991, 0.17056,0.19916,0.20650,0.22852,0.24275,0.27303
SW,21 Sep 1991, 0.16247,0.18824,0.20150,0.22604,0.24139,0.27266
SW,22 Sep 1991, 0.19913,0.20098,0.20336,0.22592,0.24006,0.27228
SW,23 Sep 1991, 0.17505,0.19983,0.20409,0.22603,0.23874,0.27190
SW,24 Sep 1991, 0.16420,0.18982,0.20107,0.22430,0.23713,0.27152
SW,25 Sep 1991, 0.15738,0.18485,0.19624,0.22084,0.23565,0.27113
SW,26 Sep 1991, 0.16112,0.18139,0.19431,0.21717,0.23452,0.27075
SW,27 Sep 1991, 0.25908,0.22000,0.20629,0.21794,0.23298,0.27036
SW,28 Sep 1991, 0.20829,0.22418,0.21569,0.22333,0.23189,0.26998
SW,29 Sep 1991, 0.17781,0.21310,0.21600,0.22720,0.23148,0.26960
SW,30 Sep 1991, 0.16455,0.19848,0.21057,0.22783,0.23155,0.26923
SW, 1 Oct 1991, 0.15539,0.18888,0.20485,0.22753,0.23125,0.26887
SW, 2 Oct 1991, 0.14574,0.18352,0.19733,0.22414,0.22999,0.26850
SW, 3 Oct 1991, 0.13681,0.17867,0.19427,0.21859,0.22869,0.26814
SW, 4 Oct 1991, 0.12698,0.17441,0.19105,0.21372,0.22738,0.26777
SW, 5 Oct 1991, 0.11817,0.17060,0.18783,0.20937,0.22608,0.26741
SW, 6 Oct 1991, 0.11390,0.16718,0.18472,0.20545,0.22481,0.26705
SW, 7 Oct 1991, 0.13358,0.16421,0.18175,0.20187,0.22358,0.26669
SW, 8 Oct 1991, 0.12340,0.16143,0.17895,0.19860,0.22238,0.26634
SW, 9 Oct 1991, 0.11384,0.15883,0.17631,0.19559,0.22122,0.26598
SW,10 Oct 1991, 0.10961,0.15644,0.17383,0.19280,0.22011,0.26563
SW,11 Oct 1991, 0.10592,0.15424,0.17151,0.19022,0.21903,0.26528
SW,12 Oct 1991, 0.10267,0.15221,0.16935,0.18782,0.21800,0.26493
SW,13 Oct 1991, 0.09982,0.15034,0.16733,0.18559,0.21701,0.26459
SW,14 Oct 1991, 0.09731,0.14858,0.16544,0.18351,0.21606,0.26425
SW,15 Oct 1991, 0.09494,0.14693,0.16368,0.18157,0.21514,0.26391
SW,16 Oct 1991, 0.09268,0.14539,0.16204,0.17976,0.21426,0.26358
SW,17 Oct 1991, 0.09052,0.14396,0.16051,0.17806,0.21342,0.26324
SW,18 Oct 1991, 0.08846,0.14261,0.15909,0.17648,0.21261,0.26292
SW,19 Oct 1991, 0.08648,0.14136,0.15776,0.17499,0.21184,0.26259
SW,20 Oct 1991, 0.08458,0.14018,0.15652,0.17360,0.21109,0.26227
SW,21 Oct 1991, 0.08275,0.13909,0.15537,0.17229,0.21038,0.26195
SW,22 Oct 1991, 0.08148,0.13807,0.15429,0.17107,0.20969,0.26163
SW,23 Oct 1991, 0.07975,0.13712,0.15329,0.16992,0.20904,0.26132
SW,24 Oct 1991, 0.07808,0.13623,0.15235,0.16884,0.20841,0.26101
SW,25 Oct 1991, 0.13662,0.13601,0.15149,0.16783,0.20780,0.26071
SW,26 Oct 1991, 0.16683,0.14308,0.15077,0.16688,0.20722,0.26040
SW,27 Oct 1991, 0.16636,0.14957,0.15020,0.16599,0.20666,0.26010
SW,28 Oct 1991, 0.15165,0.14848,0.14966,0.16516,0.20613,0.25981
SW,29 Oct 1991, 0.14181,0.14715,0.14913,0.16437,0.20561,0.25951
SW,30 Oct 1991, 0.12985,0.14568,0.14863,0.16363,0.20512,0.25922
SW,31 Oct 1991, 0.16015,0.14713,0.14818,0.16294,0.20464,0.25893
SW, 1 Nov 1991, 0.15138,0.14626,0.14775,0.16229,0.20418,0.25865
SW, 2 Nov 1991, 0.14106,0.14513,0.14733,0.16168,0.20375,0.25836
SW, 3 Nov 1991, 0.13089,0.14387,0.14693,0.16110,0.20332,0.25808
SW, 4 Nov 1991, 0.20237,0.17743,0.14737,0.16056,0.20292,0.25781
SW, 5 Nov 1991, 0.17965,0.18743,0.14977,0.16007,0.20253,0.25753
SW, 6 Nov 1991, 0.16164,0.18382,0.15104,0.15962,0.20215,0.25726
SW, 7 Nov 1991, 0.15080,0.17749,0.15121,0.15920,0.20179,0.25699
SW, 8 Nov 1991, 0.13697,0.17203,0.15113,0.15881,0.20145,0.25672
SW, 9 Nov 1991, 0.12476,0.16732,0.15087,0.15844,0.20111,0.25646
SW,10 Nov 1991, 0.11352,0.16324,0.15051,0.15808,0.20079,0.25619
SW,11 Nov 1991, 0.10660,0.15968,0.15008,0.15775,0.20048,0.25593
SW,12 Nov 1991, 0.09648,0.15650,0.14961,0.15744,0.20018,0.25568
SW,13 Nov 1991, 0.08668,0.15355,0.14912,0.15714,0.19990,0.25542
SW,14 Nov 1991, 0.07750,0.15081,0.14861,0.15685,0.19962,0.25517
SW,15 Nov 1991, 0.07001,0.14829,0.14811,0.15658,0.19935,0.25492
SW,16 Nov 1991, 0.06376,0.14598,0.14761,0.15633,0.19910,0.25467
SW,17 Nov 1991, 0.05451,0.14381,0.14713,0.15608,0.19885,0.25442
SW,18 Nov 1991, 0.04419,0.14177,0.14665,0.15585,0.19861,0.25418
SW,19 Nov 1991, 0.03414,0.13984,0.14620,0.15563,0.19838,0.25394
SW,20 Nov 1991, 0.03031,0.13807,0.14576,0.15542,0.19816,0.25370
SW,21 Nov 1991, 0.02594,0.13645,0.14535,0.15522,0.19794,0.25346
SW,22 Nov 1991, 0.02311,0.13498,0.14495,0.15503,0.19774,0.25322
SW,23 Nov 1991, 0.02307,0.13365,0.14457,0.15485,0.19754,0.25299
SW,24 Nov 1991, 0.02303,0.13247,0.14422,0.15468,0.19735,0.25276
SW,25 Nov 1991, 0.02300,0.13140,0.14389,0.15452,0.19716,0.25253
SW,26 Nov 1991, 0.02297,0.13045,0.14357,0.15436,0.19698,0.25230
SW,27 Nov 1991, 0.09228,0.13020,0.14328,0.15422,0.19681,0.25207
SW,28 Nov 1991, 0.08145,0.13009,0.14302,0.15408,0.19664,0.25185
SW,29 Nov 1991, 0.07217,0.13010,0.14277,0.15394,0.19648,0.25163
SW,30 Nov 1991, 0.06284,0.13009,0.14255,0.15382,0.19632,0.25141
SW, 1 Dec 1991, 0.05663,0.13009,0.14234,0.15370,0.19617,0.25119
SW, 2 Dec 1991, 0.04481,0.13009,0.14215,0.15359,0.19603,0.25097
SW, 3 Dec 1991, 0.03237,0.13009,0.14198,0.15348,0.19588,0.25075
SW, 4 Dec 1991, 0.02904,0.13008,0.14182,0.15338,0.19575,0.25054
SW, 5 Dec 1991, 0.02317,0.13008,0.14167,0.15328,0.19562,0.25033
SW, 6 Dec 1991, 0.02208,0.13008,0.14154,0.15319,0.19549,0.25012
SW, 7 Dec 1991, 0.02208,0.13008,0.14142,0.15310,0.19536,0.24991
SW, 8 Dec 1991, 0.02208,0.13008,0.14130,0.15302,0.19524,0.24970
SW, 9 Dec 1991, 0.02208,0.13008,0.14120,0.15294,0.19513,0.24949
SW,10 Dec 1991, 0.02208,0.13008,0.14110,0.15287,0.19501,0.24929
SW,11 Dec 1991, 0.27508,0.19600,0.14795,0.15283,0.19490,0.24909
