Date       Tmax    Tmin    Rain    Evap    Radn    VP      RHmaxT  RHminT
 29/07/2011    15.1    -7.3       0     1.2    13.4     5.4    31.5     100
 30/07/2011    15.7    -6.3       0     1.4      12     5.5    30.9     100
 31/07/2011    14.9    -1.5     0.2     0.7     8.9     6.7    39.6     100
  1/08/2011    17.5    -1.9       0     1.3      13     7.1    35.5     100
  2/08/2011    17.8     0.7       0     1.2    10.2       8    39.3     100
  3/08/2011    21.3     2.3       0     1.9      14     8.5    33.6     100
  4/08/2011    20.9     0.3       0     2.2    13.6     8.7    35.2     100
  5/08/2011    19.2    -0.9       0     2.8    14.1     8.6    38.7     100
  6/08/2011      13       7     7.3     1.6     7.6     8.8    58.8    87.9
  7/08/2011      14     1.2     0.4     1.7    10.2     8.7    54.5     100
  8/08/2011    11.3    -0.9     0.3       1     9.6     8.6    64.3     100
  9/08/2011    12.5    -1.4       0     1.3    11.8     7.2    49.7     100
 10/08/2011    12.7    -2.8     1.2     1.4     9.7       8    54.5     100
 11/08/2011    11.3       4     5.7     0.9     4.2     9.3    69.5     100
 12/08/2011    15.2     1.9     0.2     1.5    14.4     7.9    45.8     100
 13/08/2011    12.6      -2       0     1.1    10.2     7.8    53.5     100
 14/08/2011    16.1     0.2       0     1.8    12.7     8.3    45.4     100
 15/08/2011    14.4    -0.8       0     1.2     7.6     7.8    47.6     100
 16/08/2011    17.8     4.7     1.1     1.7    12.8     9.7    47.6     100
 17/08/2011    10.8       5    31.9     1.4     4.2    10.3    79.6     100
 18/08/2011     9.5     6.1     2.4     1.3     6.5     7.4    62.4    78.6
 19/08/2011    14.9     4.2     0.8     1.4    11.1     9.9    58.5     100
 20/08/2011    14.1     4.4       0     1.9    13.2     7.8    48.5    93.3
 21/08/2011    15.2     3.8       0     1.8    13.2     9.2    53.3     100
 22/08/2011    14.6    -0.5       0     1.5    10.9     8.1    48.8     100
 23/08/2011    16.8     2.3       0     1.9    15.5     8.7    45.5     100
 24/08/2011    19.8    -2.1       0       2    16.6     8.1    35.1     100
 25/08/2011    19.2    -2.6       0     2.8      17     7.9    35.5     100
 26/08/2011    20.8       1       0     3.1    16.4     9.2    37.5     100
 27/08/2011    20.1     0.7       0     2.5      16     9.3    39.5     100
 28/08/2011    17.3     2.6       0     3.5    17.3     9.8    49.7     100
 29/08/2011    17.6     2.6       0     2.1    15.3       8    39.8     100
 30/08/2011      16     3.8       0     2.3    14.1     8.7    47.9     100
 31/08/2011    16.9     0.7       0     2.4    16.4     8.2    42.6     100
  1/09/2011    18.7     2.9       0       3    16.7     9.7      45     100
  2/09/2011    15.9     2.3       0     1.9    17.4     6.8    37.7    94.4
  3/09/2011    18.9    -3.5       0     2.3    18.5     7.7    35.3     100
  4/09/2011    19.9    -0.5     1.3     2.3    14.1     9.1    39.2     100
  5/09/2011    19.8     7.6     0.3     3.2    13.8    12.2    52.9     100
  6/09/2011    17.3     3.9     7.1     2.2    10.2     9.8    49.7     100
  7/09/2011    14.2    -0.3       0     2.7    18.3     7.8    48.2     100
  8/09/2011    16.1    -1.6       0     2.3      16     8.2    44.8     100
  9/09/2011    14.1     2.9     0.4     2.1    13.1     8.5    52.9     100
 10/09/2011    13.7    -4.2       0     2.4    13.7     6.7    42.8     100
 11/09/2011    14.6    -1.1     1.2       2    15.4     7.6    45.8     100
 12/09/2011      15      -3       0     3.1      20     6.5    38.1     100
 13/09/2011    14.6    -3.4       0     2.7    19.4     7.1    42.8     100
 14/09/2011    20.3    -1.5       0     3.8    20.2     7.2    30.2     100
 15/09/2011    17.8     2.4       0       4    20.7     8.6    42.2     100
 16/09/2011    22.5     0.1       0     4.2    19.5     7.9      29     100
 17/09/2011    24.1     0.9       0     4.3    19.9     8.7      29     100
 18/09/2011    25.6     5.5       0     4.7    22.1     6.1    18.6    67.6
 19/09/2011    26.9       5       0     6.7    21.3    11.4    32.2     100
 20/09/2011    16.2    12.6     1.6     3.6    15.9     8.9    48.4      61
 21/09/2011    19.5     2.8       0     3.6    22.3     7.6    33.5     100
 22/09/2011      22    -1.9       0     4.2    22.2     8.1    30.6     100
 23/09/2011      25       2       0     6.3    22.8     6.6    20.8    93.6
 24/09/2011    14.7     8.2     8.4       2    10.1     9.7      58    89.3
 25/09/2011    13.7     5.4       0     2.6      15     8.2    52.3    91.5
 26/09/2011    16.9    -0.2       0     3.5      19     7.1    36.9     100
 27/09/2011      20    -0.2     0.5     2.6    19.1     9.2    39.4     100
 28/09/2011      15       5    10.3     2.1     5.8    11.4    66.9     100
 29/09/2011    12.4     9.6     4.1       4    12.9    10.5      73    87.9
 30/09/2011    13.6     6.5     0.8     2.3    15.2     6.9    44.3    71.3
  1/10/2011    13.5     0.5     0.9     1.4     9.7     8.8    56.9     100
  2/10/2011    14.5     3.7     2.8     1.8    11.5       8    48.5     100
  3/10/2011    16.8    -0.4       0     3.6    22.6     7.6    39.7     100
  4/10/2011    19.1     0.8       0     3.4    23.4     8.1    36.7     100
  5/10/2011    18.2     0.7       0     1.6    16.3     9.1    43.6     100
  6/10/2011    14.9     8.3     6.1     1.2     6.2    10.5      62      96
  7/10/2011    17.2    10.3     1.2       1     9.7    13.2    67.3     100
  8/10/2011    20.5     8.6     0.9     3.2    15.9    12.6    52.3     100
  9/10/2011    16.9     7.7     0.3     4.2    16.4    12.4    64.4     100
 10/10/2011    15.8     4.9       0     4.3      20     7.8    43.5    90.1
 11/10/2011    16.8     3.6       0     4.1    19.8     6.9    36.1    87.3
 12/10/2011    19.6    -0.8       0     4.2    24.8     7.7    33.8     100
 13/10/2011    20.6     7.6       0     3.8    21.5     9.6    39.6      92
 14/10/2011    20.7     8.3       0     2.4    18.1    10.7    43.8    97.8
 15/10/2011    23.8    12.4       0     4.7    19.6      14    47.5    97.3
 16/10/2011    19.8       7       0     5.8    25.5     9.2    39.9    91.9
 17/10/2011    20.7     0.9       0     4.6    27.6       7    28.7     100
 18/10/2011      22     1.5       0     3.8    26.7     9.2    34.8     100
 19/10/2011    25.3     3.4       0     4.8      27    10.5    32.6     100
 20/10/2011    26.3     4.3       0     5.4    27.4     9.3    27.2     100
 21/10/2011    27.5     5.3       0     5.5    26.7    10.5    28.6     100
 22/10/2011    26.7     7.5       0     4.4    15.7    12.3    35.1     100
 23/10/2011    29.2       9       0     5.9    25.8    14.2      35     100
 24/10/2011    29.5     9.5       5     6.7    22.1    12.9    31.3     100
 25/10/2011    13.9    11.1     3.8       1    10.3    12.9    81.3    97.7
 26/10/2011    13.7     8.1     0.2     1.6      15     8.8    56.2    81.5
 27/10/2011    18.4     7.5       0     3.5    17.8    10.2    48.2    98.4
 28/10/2011    24.4     9.5     1.1     3.8    19.4    11.9    38.9     100
 29/10/2011    23.9    12.9     3.5     2.3    13.9    17.8      60     100
 30/10/2011    20.4     6.9     0.2     3.9      25    10.9    45.5     100
 31/10/2011      23     3.1       0     4.3    28.7     9.1    32.4     100
  1/11/2011    24.5     7.5       0     5.3      27     9.2    29.9    88.8
  2/11/2011    21.9     8.2       0     3.2    19.6    11.3      43     100
  3/11/2011    21.7    11.1       0       4    20.1    11.9    45.9    90.1
  4/11/2011    25.2     5.4       0     5.1    28.1    10.1    31.5     100
  5/11/2011    29.4     6.1       0     5.7      27    12.6    30.7     100
  6/11/2011    30.1     9.9       0     5.6      23    13.4    31.4     100
  7/11/2011    28.7    15.1     0.7       5      19    17.7      45     100
  8/11/2011    28.4    14.2    14.8     3.5    14.7    19.7    50.9     100
  9/11/2011    28.9    13.9     8.8     5.7    22.6    18.8    47.2     100
 10/11/2011    21.8    15.3     1.2     5.1    22.1    16.8    64.4    96.7
 11/11/2011    23.5     5.8       0     3.7    27.1    12.5    43.2     100
 12/11/2011    26.5    10.1       0     5.3    26.6    13.8    39.9     100
 13/11/2011    26.6       9       0     4.9    25.4    13.2    37.9     100
 14/11/2011    30.5      13       0     8.1    25.8    15.6    35.7     100
 15/11/2011    29.3     8.6       0     4.1    28.8    12.9    31.7     100
 16/11/2011    21.6     8.5       0     3.2    11.5      13    50.4     100
 17/11/2011    24.9    11.1       0     4.7    20.5      14    44.5     100
 18/11/2011    30.3    10.6       0     5.3    26.9    16.2    37.5     100
 19/11/2011    32.5    11.8     1.7     7.4    27.8    16.2    33.1     100
 20/11/2011    19.8    17.4     2.8     2.3      12    18.3    79.3    92.1
 21/11/2011      24     4.9       0     4.1    20.2    11.2    37.5     100
 22/11/2011    19.2     8.2     4.8     1.6    10.7    11.7    52.6     100
 23/11/2011    21.5       9       0     4.5    20.1    12.5    48.8     100
 24/11/2011    18.4     9.3     6.2     3.8    13.9     9.6    45.4      82
 25/11/2011    16.2    10.2    42.4     3.3     8.8    13.3    72.3     100
 26/11/2011      25    12.5     1.9     4.7    21.6    17.4    54.9     100
 27/11/2011    25.3    12.5       0     5.9    26.3    12.8    39.7    88.4
 28/11/2011    28.5     8.7       0     4.8    25.2      15    38.6     100
 29/11/2011      31    14.3    27.4     6.8    21.4    17.6    39.2     100
 30/11/2011    21.3    15.3    14.2     2.8    10.5      20      79     100
  1/12/2011    20.6     5.3       0     5.1    29.1     9.7      40     100
  2/12/2011    19.7     9.2       0     4.4    24.4     7.8      34    67.1
  3/12/2011    24.1     7.9     2.6     5.5    30.6    10.3    34.3    96.7
  4/12/2011    20.6      10       0     6.4    25.3    12.5    51.5     100
  5/12/2011    18.8     3.5       0       5    27.1     7.2    33.2    91.8
  6/12/2011    18.1     4.3       0     3.8    22.5     8.8    42.4     100
  7/12/2011    21.1     6.3       0     4.5    28.3     8.9    35.6    93.3
  8/12/2011    22.1    11.3       0     3.4    20.9    13.3      50    99.4
  9/12/2011    24.6     7.6       0     5.7    26.8    13.2    42.7     100
 10/12/2011    25.8    11.9     4.8     4.4      16    13.7    41.3    98.4
 11/12/2011    23.9    13.3    16.4     4.3    15.8    17.6    59.4     100
 12/12/2011    23.6    12.2     0.7     3.6    19.7    14.5    49.8     100
 13/12/2011    21.3    11.3     0.4     3.8    20.3    11.2    44.2    83.7
 14/12/2011    20.9       6       0     4.6    24.9     9.9    40.1     100
 15/12/2011    23.4    10.4       0     5.2    26.1    10.9    37.9    86.5
 16/12/2011    21.4      11       0     3.3    21.9    12.2    47.9      93
 17/12/2011    24.6    12.6       0     5.2    27.1    12.2    39.5    83.7
 18/12/2011    23.8     9.7     8.3     3.7      16    11.8      40    98.1
 19/12/2011    22.1    14.5     2.7     1.6    12.5    18.1    68.1     100
 20/12/2011    24.8    12.6    12.9     3.4    21.2    15.9    50.8     100
 21/12/2011    21.8      14       0     3.7    17.3    15.3    58.6    95.8
 22/12/2011    24.8    14.1     0.9     3.4    21.6    14.5    46.3    90.2
 23/12/2011    27.6    11.8       0     4.8      28    15.4    41.7     100
 24/12/2011    28.7    12.1     5.5     5.5    28.6    14.1    35.8    99.9
 25/12/2011    28.9    11.4     0.9       5    27.9    16.1    40.4     100
 26/12/2011    24.4    14.4     0.6     1.9    10.8    17.2    56.3     100
 27/12/2011    23.8    12.4       2     4.2    23.5    14.6    49.5     100
 28/12/2011    22.8    12.5       0     4.5    25.7    12.2      44    84.2
 29/12/2011    26.1     9.9       0     6.8    31.6    10.5    31.1    86.1
 30/12/2011      24    10.1       0       5    28.2    12.3    41.2    99.6
 31/12/2011    27.3     7.7       0     5.4      30    12.4    34.2     100
  1/01/2012    31.3    11.2     0.1     6.6    31.2    15.9    34.8     100
  2/01/2012    33.2    12.7       0     6.5    30.8    15.8    31.1     100
  3/01/2012    34.6    16.1       0     7.1      25    18.8    34.2     100
  4/01/2012      30    16.4       0     4.6      19    18.8    44.3     100
  5/01/2012    29.4    13.8       0     5.6    24.2      13    31.7    82.4
  6/01/2012    24.3    14.2       0     5.5    26.7    12.6    41.5    77.9
  7/01/2012    29.9     7.8     4.4       6      27    12.4    29.4     100
  8/01/2012    26.6    15.7     1.3       3    12.2    21.4    61.5     100
  9/01/2012    22.6    15.6       0     6.6    28.9     9.9    36.1    55.9
 10/01/2012    23.9     8.7       0       6      26    10.8    36.4    96.1
 11/01/2012    18.4    12.1     0.5     5.3    25.2     7.7    36.4    54.6
 12/01/2012    22.5     2.4       0     4.8    31.6     6.6    24.2    90.9
 13/01/2012    27.2     4.7       0     6.1    29.1    10.5    29.1     100
 14/01/2012    24.4    14.2       0     4.6      22    13.7    44.8    84.7
 15/01/2012    20.6    12.4       0     3.1      17    13.4    55.2    93.1
 16/01/2012    25.8    12.2       0     4.5      26    14.3    43.1     100
 17/01/2012    29.1    10.5       0     6.1    27.3      14    34.8     100
 18/01/2012    32.3    10.4       0     5.8    24.1    15.8    32.7     100
 19/01/2012    31.5    13.3       0     6.9    28.5    15.1    32.7    98.9
 20/01/2012    33.3      12      23     5.3    25.7    14.6    28.5     100
 21/01/2012      28    14.5     0.2     5.4    20.3    17.8    47.1     100
 22/01/2012    23.4    14.6       0     5.1    24.7    13.9    48.3    83.7
 23/01/2012    22.5    13.6     0.2     4.7    23.1    14.1    51.8    90.6
 24/01/2012    27.5       9       0     4.7    26.6    13.9    37.9     100
 25/01/2012    25.2    13.1       0     2.8    20.3    16.9    52.7     100
 26/01/2012    27.2    16.1     0.2     4.7    17.2    17.3      48    94.6
 27/01/2012    24.9    15.6       0     5.5    20.9    15.7    49.9    88.6
 28/01/2012    30.3      15       0     4.6    20.3    15.5    35.9      91
 29/01/2012    30.2    12.4    17.3     6.1    27.5    16.7    38.9     100
 30/01/2012    27.8    18.7     1.1     3.7    15.2    23.5    62.9     100
 31/01/2012    27.5    14.2       0     5.9    26.4      15    40.9    92.7
  1/02/2012    19.4    12.7       0     4.3    13.8    11.1    49.3    75.6
  2/02/2012      17      11    24.3     1.6     8.9    10.6    54.7    80.8
  3/02/2012    17.4    12.6    11.1     1.5     8.3      15    75.5     100
  4/02/2012    27.7    13.6     0.2     4.7    26.1    16.9    45.5     100
  5/02/2012    29.9    11.7       0     6.1    28.2    16.2    38.4     100
  6/02/2012    26.1    15.3       0     5.1    20.6    10.7    31.7    61.6
  7/02/2012    21.6    14.2       0     2.1    16.3      14    54.3    86.5
  8/02/2012      22    15.2       0     2.4    12.6    14.7    55.6    85.2
  9/02/2012      23    14.7     9.1     2.5      16      15    53.4    89.7
 10/02/2012    25.5      14     2.4     3.8    17.9    15.6    47.8    97.7
 11/02/2012    23.1     9.1     0.9       3    18.5    13.2    46.7     100
 12/02/2012    25.6     9.6     0.1     5.5    24.7    13.8      42     100
 13/02/2012    26.5     9.5       0     4.3    22.1    13.9    40.2     100
 14/02/2012    25.4    14.3     5.4     4.4    22.1    14.4    44.4    88.4
 15/02/2012    26.8    12.6       0     4.8    24.4    14.5    41.2    99.5
 16/02/2012    28.5    10.6     0.8     3.9      22    16.2    41.6     100
 17/02/2012    27.9    11.9    20.3     3.9    17.8      16    42.6     100
 18/02/2012    27.3    10.4     4.4     4.4    21.5    15.4    42.4     100
 19/02/2012    28.2    14.7     7.5     3.8    19.1    17.2      45     100
 20/02/2012    25.6    12.6     6.8     1.6    10.9    16.8    51.2     100
 21/02/2012    24.6    12.6       0     3.9    21.3    14.5    46.9    99.5
 22/02/2012    24.5    12.6       0     2.9    19.1      14    45.5      96
 23/02/2012    27.9      10       0     6.5    23.8    14.8    39.4     100
 24/02/2012    30.1    11.2       0       6    26.3    14.2    33.3     100
 25/02/2012    31.1    10.1       0     5.7    23.6    15.1    33.4     100
 26/02/2012    24.6    15.9     4.3     1.1    10.6    19.3    62.4     100
 27/02/2012    21.9      18     5.3     1.7     8.8    21.1    80.3     100
 28/02/2012    21.2    18.9    27.3       2     6.1    21.1    83.8    96.7
 29/02/2012    19.6    16.4    56.4     1.5     5.7    17.6    77.2    94.4
  1/03/2012    21.2    13.7    31.7     1.8     5.8    16.9    67.2     100
  2/03/2012    16.5      13       1     1.2     6.6    13.9    74.1    92.9
  3/03/2012    16.6    12.8    59.4     1.2     5.7    13.2    69.9    89.4
  4/03/2012    21.9    13.8     9.6     0.8    10.7    18.2    69.3     100
  5/03/2012    24.6     9.2     0.9     7.2    21.6    14.2    45.9     100
  6/03/2012    22.3    13.3     2.5     1.9    15.8    14.5    53.9      95
  7/03/2012    17.5     8.1     0.3       2    10.9      10      50    92.6
  8/03/2012    19.4      11     5.3     0.7    10.1    11.2    49.7    85.4
  9/03/2012    23.8     9.8       0     3.3    17.4    14.1    47.8     100
 10/03/2012      25     8.1       0     5.9    22.3    13.4    42.3     100
 11/03/2012    24.1    12.8       0     3.4    20.3      14    46.7    94.8
 12/03/2012    22.6    11.9       0     2.9    12.9    15.8    57.6     100
 13/03/2012    26.1    11.5       0     3.9      21    14.7    43.5     100
 14/03/2012    27.2      12       0     3.8      20    16.3    45.2     100
 15/03/2012    26.9    12.9       0     4.5    19.6      17      48     100
 16/03/2012    26.1    12.5     4.3     2.7    13.3      18    53.2     100
 17/03/2012    23.9    14.1     7.5     3.8    15.5    14.9    50.3    92.7
 18/03/2012    20.8     7.6       0     4.9    18.9    11.3      46     100
 19/03/2012    20.6    10.4     0.6     1.9    16.1    13.3    54.8     100
 20/03/2012    23.8     8.4       0     3.4    20.3      14    47.5     100
 21/03/2012    26.1     7.6       0     6.1    19.9    13.3    39.3     100
 22/03/2012    19.2    10.8       0     2.2    11.1    11.7    52.6    90.4
 23/03/2012    17.2     8.5       0     4.7    18.7     7.6    38.8    68.5
 24/03/2012      18     6.4       0     2.9    20.5     7.2    34.9    74.9
 25/03/2012    19.8     3.1       0     2.5    19.7    10.2    44.2     100
 26/03/2012    22.6     8.9       0     3.1    20.1    12.4    45.2     100
 27/03/2012    19.4     9.3    14.5     1.7     9.2    13.5      60     100
 28/03/2012    18.4    13.1     0.4     1.5     8.4      16    75.6     100
 29/03/2012    23.3     6.6       0     3.4    17.6    12.3      43     100
 30/03/2012    23.5     7.1       0     2.5    18.3    12.1    41.8     100
 31/03/2012    24.9       7       0     3.5    18.7    12.2    38.8     100
  1/04/2012    24.7     8.6     0.3       2    12.8    14.2    45.6     100
  2/04/2012    23.3     8.6       0     2.6    16.4    14.6    51.1     100
  3/04/2012    26.3     7.6       0     2.6    16.5      14    40.9     100
  4/04/2012    26.3    10.7       0     2.7    16.1    16.2    47.4     100
  5/04/2012    24.4    12.5       0     2.4    14.2    17.5    57.3     100
  6/04/2012    25.3    12.1       0     2.8    16.8    15.5    48.1     100
  7/04/2012    21.8    11.6       0     3.8    18.4     9.4      36    68.9
  8/04/2012    21.4       9       0     3.6    13.6    13.4    52.6     100
  9/04/2012      18     1.6     0.8     4.4    16.8     8.6    41.7     100
 10/04/2012    14.5     0.7       0     4.2    18.1     6.5    39.4     100
 11/04/2012    18.1       2       0     2.8    17.5     7.5    36.1     100
 12/04/2012      20     0.1       0     2.8    17.6     9.4    40.2     100
 13/04/2012    21.7     1.8       0     2.5    16.7    10.5    40.5     100
 14/04/2012    16.9     2.3       0     0.9     7.3    11.2    58.2     100
 15/04/2012    22.3     3.9       0     2.1    14.9    11.7    43.5     100
 16/04/2012    23.4     4.7       0     2.6    16.4    11.4    39.6     100
 17/04/2012    20.6     5.3     1.5     2.5    14.3    10.4    42.9     100
 18/04/2012    20.1    12.5    11.6     1.4     6.1    16.4    69.7     100
 19/04/2012    22.3      14       0     1.8    10.2    16.9    62.8     100
 20/04/2012    20.1    10.5       0     1.7     7.9    15.4    65.5     100
 21/04/2012    21.5    10.9       0     1.6    10.7    15.1    58.9     100
 22/04/2012    18.3     9.8     0.3       1     8.6    15.3    72.8     100
 23/04/2012    21.1     6.2     1.3     1.6     9.5    12.9    51.6     100
 24/04/2012    11.9     6.3     0.4       2     8.7      12    86.2     100
 25/04/2012    13.5     5.8       0     1.7     9.9     8.2      53      89
 26/04/2012      17     2.7       0     1.4    10.5    10.2    52.7     100
 27/04/2012      18     3.2       0     2.7    13.8     9.7      47     100
 28/04/2012    19.4     4.7       0     1.8    12.9    11.5    51.1     100
 29/04/2012      17     1.9       0     1.8    13.5     9.7    50.1     100
 30/04/2012    15.5     0.4       0     0.7    11.9     9.2    52.3     100
  1/05/2012    18.7     0.7       0     1.9    12.3     9.7      45     100
  2/05/2012    13.5     1.8     1.9     0.5     6.2    10.5    67.9     100
  3/05/2012    15.1     7.3       0     2.9    13.6     9.9    57.7    96.9
  4/05/2012    15.6    -2.5       0     1.8    14.6     7.3    41.2     100
  5/05/2012    16.1    -1.2       0     1.5    13.4     8.1    44.3     100
  6/05/2012    14.1      -1       0     1.4    11.8     8.5    52.9     100
  7/05/2012    11.9    -0.8       0     0.8     7.6     7.9    56.7     100
  8/05/2012    18.1    -0.6       0     1.4    12.8     8.6    41.4     100
  9/05/2012    21.5     0.5       0       2    12.9     9.6    37.5     100
 10/05/2012    22.2     2.8     0.5     3.2    13.6    10.1    37.8     100
 11/05/2012    20.5     7.4       0     2.8    13.7    11.6    48.1     100
 12/05/2012    14.3     0.2       0     2.2    13.1       7      43     100
 13/05/2012    12.5     4.8       0     1.6    10.3     7.7    53.2    89.6
 14/05/2012    13.8    -4.2       0     2.4    13.1     6.1    38.7     100
 15/05/2012    15.7    -4.1       0     1.1    12.1     7.5    42.1     100
 16/05/2012    15.3    -3.1       0     0.9    12.1     7.3      42     100
 17/05/2012    15.2      -1       0     1.7    10.6     8.1    46.9     100
 18/05/2012    16.5    -2.7       0     1.4    11.7     7.1    37.8     100
 19/05/2012    16.9    -3.8       0     1.8    11.2       7    36.4     100
 20/05/2012      16    -0.4       0     0.9    10.3     8.3    45.7     100
 21/05/2012    15.8     1.5       0     2.1    11.9     9.1    50.7     100
 22/05/2012    15.7    -3.5       0     1.3    11.8       7    39.3     100
 23/05/2012      17    -1.3       0     2.1    11.6     7.7    39.8     100
 24/05/2012    13.8    -1.1    16.3     1.9     6.6     7.5    47.6     100
 25/05/2012     9.7     6.6     1.6     1.7     7.3     7.9    65.7    81.1
 26/05/2012    12.1     4.2       0     0.6     9.2     7.7    54.6    93.4
 27/05/2012    14.6     0.8       0     0.9    10.8     8.3      50     100
 28/05/2012    13.7    -2.3       0     1.1      10     7.6    48.5     100
 29/05/2012    15.7    -2.3       0     1.3      11     7.3      41     100
 30/05/2012    14.8    -2.1       0     0.8    10.1     7.4      44     100
 31/05/2012    15.5     1.5       0     1.2    11.1       8    45.5     100
  1/06/2012    12.9     0.5     1.2     0.7     5.2     8.3    55.8     100
  2/06/2012      10     5.3    16.7     0.9     2.9     9.9    80.7     100
  3/06/2012    14.6     7.7     0.2     0.7       7    10.5    63.2     100
  4/06/2012    14.4     0.4    14.4     1.2     6.9     8.7    53.1     100
  5/06/2012    10.7     4.2     5.5     0.9     3.8     9.3    72.3     100
  6/06/2012      12     4.4       0     1.1     9.4     7.3    52.1    87.3
  7/06/2012    12.1    -2.2       0     2.3    11.2     6.4    45.4     100
  8/06/2012    12.2    -5.3       0     0.7    10.7     6.1      43     100
  9/06/2012    13.3    -4.1       0       1    10.6     6.2    40.6     100
 10/06/2012    13.4      -4       0     0.7     8.7     6.7    43.6     100
 11/06/2012      13    -2.5       0     1.1     6.8       8    53.5     100
 12/06/2012    13.5     2.1       0     0.6     8.2     9.1    58.8     100
 13/06/2012    15.1     2.3       0     1.3       9      10    58.3     100
 14/06/2012    14.7     4.4       0     0.8     8.3    10.2      61     100
 15/06/2012    16.2     4.8     0.1     1.2     8.6     9.7    52.7     100
 16/06/2012     9.5     1.3     0.7     0.3     3.6     8.9      75     100
 17/06/2012    12.3     3.6       0     1.8     6.8     8.7    60.9     100
 18/06/2012      13     0.1       0       1     9.6     7.9    52.8     100
 19/06/2012    14.5    -0.5       0     0.7     9.5       9    54.5     100
 20/06/2012      11      -6       0     0.9     8.7     5.5    41.9     100
 21/06/2012      14    -1.2     6.2       2     9.3     8.3      52     100
 22/06/2012    10.9       7     0.4     1.4     7.7     9.1    69.8    90.9
 23/06/2012    10.4    -1.5       0     1.4    10.3     7.2    57.1     100
 24/06/2012    13.8    -1.1       0     0.9    10.5       7    44.4     100
 25/06/2012    14.4    -2.3       0     0.9     8.9     7.4    45.1     100
 26/06/2012     9.5    -0.9       0     0.8       8     8.1    68.3     100
 27/06/2012    11.2     2.1       0     0.5     6.6     8.2    61.7     100
 28/06/2012    14.4    -1.4       0     0.8     8.6     7.2    43.9     100
 29/06/2012    14.4     2.5     0.8     0.8     7.3     8.7    53.1     100
 30/06/2012    11.9     3.8       0     1.4       9     7.8      56    97.3
  1/07/2012    10.1     0.7     0.5     1.1       8     7.5    60.7     100
  2/07/2012    12.2    -2.3       0     1.2     9.6     7.1      50     100
  3/07/2012    11.8    -5.3       0     0.9      10       6    43.4     100
  4/07/2012    11.4    -5.8       0       1     9.7     6.2      46     100
  5/07/2012      11    -4.4       0       1     8.8     6.4    48.8     100
  6/07/2012    11.9    -3.8       0     0.7    11.1     6.1    43.8     100
  7/07/2012    12.7    -5.8       0     0.7    11.2     5.6    38.2     100
  8/07/2012    13.2    -4.9       0     1.1    10.6       6    39.6     100
  9/07/2012    14.3    -4.7       0     1.3    10.2     6.3    38.7     100
 10/07/2012    10.4    -3.3    22.7     0.7     4.1     8.1    64.3     100
 11/07/2012    13.2     4.1       0     1.3    10.5     9.3    61.3     100
 12/07/2012    12.9     1.1       7     0.4     4.5     8.5    57.2     100
 13/07/2012    16.6     3.9       0     1.5      11      13    68.9     100
 14/07/2012    13.5     6.4     2.1     2.1     9.5       9    58.2    93.7
 15/07/2012    10.7     4.4       0     1.7     9.6     8.1      63    96.9
 16/07/2012    13.6     3.3       0     0.5     9.1       9    57.8     100
 17/07/2012    13.9     2.5       0     1.3     9.2       8    50.4     100
 18/07/2012    13.6     0.2       0     1.4    10.8     7.3    46.9     100
 19/07/2012    12.5    -4.1       0     1.2    12.1     6.4    44.2     100
 20/07/2012    14.7    -5.2       0     1.5    12.4     5.5    32.9     100
 21/07/2012    13.9    -3.5       0     1.3    11.3       7    44.1     100
 22/07/2012    12.6    -0.4       0     1.1     9.2     7.4    50.8     100
 23/07/2012      14     1.2       0     1.6    11.8     8.3      52     100
 24/07/2012    13.2    -2.4       0     0.8    10.1     6.7    44.2     100
 25/07/2012    14.2    -1.5     3.1     1.4     8.8     7.1    43.9     100
 26/07/2012    14.4     1.9     0.1     1.1     9.9     9.8    59.8     100
 27/07/2012    11.6    -1.9     0.2     1.1     9.1     6.8    49.8     100
 28/07/2012    13.5    -0.8       0     1.1    10.2     6.7    43.3     100
 29/07/2012    12.4    -1.2     0.1     1.3    11.3     7.4    51.4     100
 30/07/2012    12.1    -4.5       0     1.5    13.2       6    42.5     100
 31/07/2012    11.5    -0.7       0     1.4    11.9     6.1      45     100
  1/08/2012    11.6       1       0     1.4    12.2     6.2    45.4    94.4
  2/08/2012    12.3    -5.8       0     1.3    11.4       6      42     100
  3/08/2012    13.2    -0.8       0     1.6    11.7     6.8    44.8     100
  4/08/2012    14.3     0.3       0     1.8      12     7.4    45.4     100
  5/08/2012    14.7       1     1.1     2.3    11.8     7.5    44.9     100
  6/08/2012    10.8     4.3       0     1.9    13.1     5.5    42.5    66.3
  7/08/2012    13.6    -4.8       0     1.5    15.1     6.3    40.5     100
  8/08/2012    15.4    -1.8     0.2     2.6      15     6.7    38.3     100
  9/08/2012    12.5     4.5     0.1     2.5    12.8     6.9    47.6      82
 10/08/2012    12.6    -2.3       0     3.3      15     5.2    35.7     100
 11/08/2012    13.9     1.4       0     2.8    15.6     6.4    40.3    94.7
 12/08/2012    14.3       4       0     2.2    14.3     6.7    41.1    82.4
 13/08/2012    14.9    -3.3       0     1.4    14.1     6.8    40.2     100
 14/08/2012    13.4    -4.6       0     1.5    10.2     6.4    41.7     100
 15/08/2012    16.8    -0.9       0       2    12.6     7.6    39.7     100
 16/08/2012    14.3    -2.6     3.1       2    11.6     7.1    43.6     100
 17/08/2012     9.7     1.2    11.5     1.6    10.8     7.8    64.9     100
