ApsimVersion = 7.10 r4215
Title = T8_f4uA Sim
          Treat      FertLevel     UrineLevel           Date           year          month simulation_days           rain     Irrigation      CumPrecip       SWdep(1)       SWdep(2)       SWdep(3)       SWdep(4)       SWdep(5)      Satdep(1)      Satdep(2)      Satdep(3)      Satdep(4)      Satdep(5)      Duldep(1)      Duldep(2)      Duldep(3)      Duldep(4)      Duldep(5)     ll15dep(1)     ll15dep(2)     ll15dep(3)     ll15dep(4)     ll15dep(5)       CumDrain         dul(1)         dul(2)         dul(3)         dul(4)         dul(5)        ll15(1)        ll15(2)        ll15(3)        ll15(4)        ll15(5)          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)        Herbage           Live           Dead       RyeGrass         Clover   cumHarvestWt      HarvestWt    cumHarvestN       HarvestN        urea(1)        urea(2)        urea(3)        urea(4)        urea(5)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)     leach_urea      leach_nh4      leach_no3   cumleach_no3   cumleach_nh4      tot_denit      n2o_denit       cum_dnit    cum_n2o_atm      SoilpH(1)       min_n(1)       min_n(2)       min_n(3)       min_n(4)       min_n(5)       org_n(1)       org_n(2)       org_n(3)       org_n(4)       org_n(5)      biom_n(1)      biom_n(2)      biom_n(3)      biom_n(4)      biom_n(5)       fom_n(1)       fom_n(2)       fom_n(3)       fom_n(4)       fom_n(5)       hum_n(1)       hum_n(2)       hum_n(3)       hum_n(4)       hum_n(5)  dlt_biom_n(1)  dlt_biom_n(2)  dlt_biom_n(3)  dlt_biom_n(4)  dlt_biom_n(5)   dlt_fom_n(1)   dlt_fom_n(2)   dlt_fom_n(3)   dlt_fom_n(4)   dlt_fom_n(5)   dlt_hum_n(1)   dlt_hum_n(2)   dlt_hum_n(3)   dlt_hum_n(4)   dlt_hum_n(5)   dlt_org_n(1)   dlt_org_n(2)   dlt_org_n(3)   dlt_org_n(4)   dlt_org_n(5)   dlt_min_n(1)   dlt_min_n(2)   dlt_min_n(3)   dlt_min_n(4)   dlt_min_n(5)          Volat        urea(1)        urea(2)        urea(3)        urea(4)        urea(5)        urea(6)        urea(7)        urea(8)        urea(9)       urea(10)       urea(11)       urea(12)       urea(13)       urea(14)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)         nh4(7)         nh4(8)         nh4(9)        nh4(10)        nh4(11)        nh4(12)        nh4(13)        nh4(14)         AllN2O       DenitN2O      NitrifN2O AllN2OByLayer(1) AllN2OByLayer(2) AllN2OByLayer(3) AllN2OByLayer(4) AllN2OByLayer(5) AllN2OByLayer(6) AllN2OByLayer(7) AllN2OByLayer(8) AllN2OByLayer(9) AllN2OByLayer(10) AllN2OByLayer(11) AllN2OByLayer(12) AllN2OByLayer(13) AllN2OByLayer(14)  carbon_tot(1)  carbon_tot(2)  carbon_tot(3)  carbon_tot(4)  carbon_tot(5)  carbon_tot(6)  carbon_tot(7)  carbon_tot(8)  carbon_tot(9) carbon_tot(10) carbon_tot(11) carbon_tot(12) carbon_tot(13) carbon_tot(14)       fom_c(1)       fom_c(2)       fom_c(3)       fom_c(4)       fom_c(5)       fom_c(6)       fom_c(7)       fom_c(8)       fom_c(9)      fom_c(10)      fom_c(11)      fom_c(12)      fom_c(13)      fom_c(14)       hum_c(1)       hum_c(2)       hum_c(3)       hum_c(4)       hum_c(5)       hum_c(6)       hum_c(7)       hum_c(8)       hum_c(9)      hum_c(10)      hum_c(11)      hum_c(12)      hum_c(13)      hum_c(14)      biom_c(1)      biom_c(2)      biom_c(3)      biom_c(4)      biom_c(5)      biom_c(6)      biom_c(7)      biom_c(8)      biom_c(9)     biom_c(10)     biom_c(11)     biom_c(12)     biom_c(13)     biom_c(14)
             ()             ()             ()   (dd/mm/yyyy)         (year)        (month)              ()           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)      (kgDM/ha)      (kgDM/ha)      (kgDM/ha)             ()             ()           (mm)             ()           (mm)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)       (kgN/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)          (kg/ha)          (kg/ha)          (kg/ha)          (kg/ha)          (kg/ha)          (kg/ha)          (kg/ha)          (kg/ha)          (kg/ha)           (kg/ha)           (kg/ha)           (kg/ha)           (kg/ha)           (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)
              8              4         autumn     21/02/2011           2011              2              68          0.000         10.000         10.000         10.559         37.553         41.810        221.603        311.526         11.600         47.440         60.950        310.450        430.440         11.300         43.200         51.450        242.700        348.650          4.620         17.520         20.650        129.400        172.190          0.000            0.6            0.5            0.5            0.5            0.5            0.2            0.2            0.2            0.3            0.2            0.5            0.5            0.4            0.4            0.4       4336.203       3172.168       1164.036              ?              ?          0.000              ?          0.000              ?            1.9            3.8            0.2            0.0            5.9            4.1            8.1            0.5            0.0           12.6            0.7            1.6            0.1            0.0            2.5            0.0            0.0            0.0          0.000          0.000          0.000            0.0            0.0            0.0          5.700            6.7           13.5            0.8            0.1           21.0         1151.5         3782.6         3210.8         6727.3        14872.3           51.0          120.1           25.3           16.6          213.0            1.3            4.3            2.4            1.3            9.2         1099.2         3658.3         3183.1         6709.4        14650.1           -4.2           -3.8           -0.8            0.1           -8.6            0.8            3.6            2.0            0.8            7.2           -0.4           -1.8           -3.2           -3.3           -8.6           -3.8           -2.0           -1.9           -2.4          -10.0            5.4           10.3           -1.0           -7.7            7.0          0.000            1.0            1.8            1.9            1.0            0.2            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            2.2            3.8            4.2            2.0            0.4            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0       0.000000       0.000000       0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000          0.000000          0.000000         7105.2        14198.4        21290.4        18487.2        23000.1        17096.5        13293.7        13284.6        15407.3        14107.3         7052.7         6970.4         6970.3         6970.3           30.6           51.7           72.9           88.6           66.0           38.6           23.0           15.2           13.0            3.0            0.6            0.5            0.5            0.5         6870.2        13740.0        20609.6        18249.3        22803.8        16985.5        13225.7        13225.4        15374.5        14089.9         7044.9         6969.0         6969.0         6969.0          204.5          406.7          607.9          149.2          130.3           72.4           45.0           43.9           19.8           14.5            7.3            0.9            0.8            0.8
              8              4         autumn     22/02/2011           2011              2              69          2.100          0.000         12.100         10.180         37.007         42.015        220.397        309.599         11.600         47.440         60.950        310.450        430.440         11.300         43.200         51.450        242.700        348.650          4.620         17.520         20.650        129.400        172.190          0.000            0.6            0.5            0.5            0.5            0.5            0.2            0.2            0.2            0.3            0.2            0.5            0.5            0.4            0.4            0.4       4339.469       3180.859       1158.610              ?              ?          0.000              ?          0.000              ?            0.4            1.1            0.1            0.0            1.6            3.5            8.5            0.6            0.1           12.6            1.2            3.2            0.3            0.0            4.7            0.0            0.0            0.0          0.000          0.000          0.000            0.0            0.0            0.0          9.037            5.1           12.7            1.0            0.1           18.9         1152.0         3784.9         3210.9         6727.3        14875.1           51.5          122.3           25.4           16.7          215.9            1.3            4.2            2.3            1.3            9.1         1099.2         3658.5         3183.1         6709.3        14650.2            0.5            2.2            0.1            0.0            2.9           -0.0           -0.1           -0.0           -0.0           -0.1            0.0            0.1           -0.0           -0.0            0.1            0.5            2.3            0.0           -0.0            2.8           -1.6           -0.7            0.2            0.0           -2.1          0.338            0.2            0.4            0.5            0.3            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            1.6            3.9            4.4            2.2            0.5            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0       0.000000       0.000000       0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000          0.000000          0.000000         7107.1        14202.1        21296.0        18496.4        22999.6        17096.3        13293.6        13284.4        15407.2        14107.2         7052.7         6970.4         6970.3         6970.3           30.1           50.9           71.8           87.2           65.3           38.5           23.0           15.2           12.9            3.0            0.6            0.5            0.5            0.5         6870.4        13740.4        20610.3        18250.2        22803.5        16985.3        13225.5        13225.3        15374.4        14089.8         7044.8         6969.0         6969.0         6969.0          206.6          410.8          614.0          159.0          130.8           72.5           45.1           44.0           19.9           14.5            7.3            0.9            0.8            0.8
              8              4         autumn     23/02/2011           2011              2              70          0.000          0.000         12.100          9.480         34.939         41.175        218.894        304.488         11.600         47.440         60.950        310.450        430.440         11.300         43.200         51.450        242.700        348.650          4.620         17.520         20.650        129.400        172.190          0.000            0.6            0.5            0.5            0.5            0.5            0.2            0.2            0.2            0.3            0.2            0.5            0.4            0.4            0.4            0.4       4363.383       3209.764       1153.620              ?              ?          0.000              ?          0.000              ?            0.1            0.3            0.0            0.0            0.4            2.3            6.7            0.5            0.1            9.6            1.5            4.0            0.4            0.1            6.0            0.0            0.0            0.0          0.000          0.000          0.000            0.0            0.0            0.0          8.884            3.9           11.0            0.9            0.1           16.0         1152.5         3787.0         3210.9         6727.3        14877.6           52.0          124.3           25.5           16.7          218.4            1.3            4.1            2.3            1.3            9.0         1099.3         3658.6         3183.1         6709.3        14650.2            0.5            2.0            0.1            0.0            2.6           -0.0           -0.1           -0.0           -0.0           -0.1            0.0            0.1           -0.0           -0.0            0.1            0.5            2.1            0.0           -0.0            2.5           -1.2           -1.7           -0.1            0.0           -3.0          0.416            0.1            0.1            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.8            3.0            3.5            1.7            0.4            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0       0.000000       0.000000       0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000          0.000000          0.000000         7108.6        14205.4        21301.0        18504.7        22999.1        17096.2        13293.5        13284.2        15407.2        14107.1         7052.6         6970.4         6970.3         6970.3           29.6           50.2           70.8           86.0           64.6           38.4           22.9           15.1           12.9            2.9            0.6            0.5            0.5            0.5         6870.6        13740.8        20610.8        18250.9        22803.2        16985.0        13225.3        13225.1        15374.3        14089.7         7044.8         6969.0         6969.0         6969.0          208.4          414.5          619.4          167.8          131.2           72.7           45.2           44.1           20.0           14.5            7.3            0.9            0.8            0.8
              8              4         autumn     24/02/2011           2011              2              71          0.000          0.000         12.100          9.084         33.618         40.462        217.487        300.650         11.600         47.440         60.950        310.450        430.440         11.300         43.200         51.450        242.700        348.650          4.620         17.520         20.650        129.400        172.190          0.000            0.6            0.5            0.5            0.5            0.5            0.2            0.2            0.2            0.3            0.2            0.5            0.4            0.4            0.4            0.4       4373.473       3227.065       1146.408              ?              ?          0.000              ?          0.000              ?            0.0            0.1            0.0            0.0            0.1            1.5            5.1            0.4            0.1            7.0            1.6            4.4            0.5            0.1            6.6            0.0            0.0            0.0          0.000          0.000          0.000            0.0            0.0            0.0          8.410            3.0            9.6            0.9            0.1           13.6         1152.9         3788.7         3210.9         6727.2        14879.8           52.3          126.0           25.6           16.7          220.7            1.2            4.1            2.3            1.3            8.9         1099.3         3658.7         3183.0         6709.3        14650.3            0.4            1.7            0.1            0.0            2.2           -0.0           -0.1           -0.0           -0.0           -0.1            0.0            0.1           -0.0           -0.0            0.0            0.4            1.8            0.0           -0.0            2.1           -0.9           -1.4           -0.0            0.0           -2.3          0.099            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.3            2.3            2.7            1.2            0.3            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0       0.000000       0.000000       0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000          0.000000          0.000000         7110.0        14208.3        21305.3        18511.9        22998.6        17096.0        13293.3        13284.1        15407.1        14107.0         7052.6         6970.4         6970.3         6970.3           29.2           49.6           70.0           84.9           64.1           38.3           22.8           15.0           12.8            2.9            0.5            0.5            0.5            0.5         6870.8        13741.1        20611.3        18251.6        22802.9        16984.8        13225.2        13224.9        15374.2        14089.6         7044.7         6969.0         6969.0         6969.0          210.0          417.5          624.0          175.4          131.6           72.9           45.3           44.1           20.1           14.5            7.3            0.9            0.8            0.8
              8              4         autumn     25/02/2011           2011              2              72          0.000          0.000         12.100          8.447         31.686         39.258        215.687        295.078         11.600         47.440         60.950        310.450        430.440         11.300         43.200         51.450        242.700        348.650          4.620         17.520         20.650        129.400        172.190          0.000            0.6            0.5            0.5            0.5            0.5            0.2            0.2            0.2            0.3            0.2            0.4            0.4            0.4            0.4            0.4       4421.127       3283.835       1137.292              ?              ?          0.000              ?          0.000              ?            0.0            0.0            0.0            0.0            0.0            0.7            3.2            0.2            0.1            4.2            1.3            3.6            0.5            0.1            5.5            0.0            0.0            0.0          0.000          0.000          0.000            0.0            0.0            0.0          7.932            2.0            6.8            0.7            0.1            9.7         1153.2         3790.2         3210.9         6727.2        14881.6           52.7          127.5           25.6           16.8          222.5            1.2            4.0            2.3            1.3            8.8         1099.3         3658.8         3183.0         6709.2        14650.3            0.3            1.4            0.1            0.0            1.9           -0.0           -0.0           -0.0           -0.0           -0.1            0.0            0.1           -0.0           -0.0            0.0            0.3            1.5            0.0           -0.0            1.8           -1.0           -2.8           -0.2           -0.0           -4.0          0.031            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            1.4            1.8            0.7            0.2            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0       0.000000       0.000000       0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000          0.000000          0.000000         7111.2        14210.7        21308.9        18518.0        22998.3        17095.9        13293.2        13283.9        15407.0        14106.9         7052.5         6970.4         6970.3         6970.3           28.9           49.1           69.4           84.1           63.7           38.2           22.8           15.0           12.8            2.9            0.5            0.5            0.5            0.5         6870.9        13741.4        20611.7        18252.1        22802.6        16984.6        13225.0        13224.7        15374.1        14089.5         7044.7         6969.0         6969.0         6969.0          211.3          420.1          627.8          181.9          132.0           73.1           45.4           44.2           20.1           14.5            7.3            0.9            0.8            0.8
              8              4         autumn     26/02/2011           2011              2              73          0.000          0.000         12.100          7.944         30.166         38.218        213.920        290.247         11.600         47.440         60.950        310.450        430.440         11.300         43.200         51.450        242.700        348.650          4.620         17.520         20.650        129.400        172.190          0.000            0.6            0.5            0.5            0.5            0.5            0.2            0.2            0.2            0.3            0.2            0.4            0.4            0.4            0.4            0.4       4461.653       3337.205       1124.448              ?              ?          0.000              ?          0.000              ?            0.0            0.0            0.0            0.0            0.0            0.3            1.7            0.1            0.0            2.2            0.9            2.5            0.4            0.1            3.8            0.0            0.0            0.0          0.000          0.000          0.000            0.0            0.0            0.0          7.495            1.2            4.2            0.5            0.1            6.0         1153.5         3791.4         3210.9         6727.2        14883.0           52.9          128.6           25.7           16.8          224.0            1.2            4.0            2.3            1.2            8.7         1099.3         3658.8         3182.9         6709.2        14650.3            0.3            1.2            0.1            0.0            1.5           -0.0           -0.0           -0.0           -0.0           -0.1            0.0            0.1           -0.0           -0.0            0.0            0.3            1.2            0.0           -0.0            1.4           -0.8           -2.6           -0.2           -0.0           -3.7          0.005            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.6            1.0            0.4            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0       0.000000       0.000000       0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000          0.000000          0.000000         7112.1        14212.6        21311.7        18523.1        22998.1        17095.8        13293.1        13283.7        15407.0        14106.9         7052.4         6970.4         6970.3         6970.3           28.7           48.8           68.9           83.6           63.5           38.2           22.7           14.9           12.8            2.9            0.5            0.5            0.5            0.5         6871.0        13741.6        20612.0        18252.5        22802.3        16984.4        13224.9        13224.6        15374.0        14089.4         7044.6         6969.0         6969.0         6969.0          212.4          422.1          630.8          187.1          132.3           73.2           45.5           44.2           20.2           14.6            7.3            0.9            0.8            0.8
              8              4         autumn     27/02/2011           2011              2              74          0.000          0.000         12.100          7.292         28.434         36.936        211.944        284.606         11.600         47.440         60.950        310.450        430.440         11.300         43.200         51.450        242.700        348.650          4.620         17.520         20.650        129.400        172.190          0.000            0.6            0.5            0.5            0.5            0.5            0.2            0.2            0.2            0.3            0.2            0.4            0.4            0.4            0.4            0.4       4514.770       3400.063       1114.707              ?              ?          0.000              ?          0.000              ?            0.0            0.0            0.0            0.0            0.0            0.0            0.4            0.0            0.0            0.5            0.3            0.8            0.1            0.0            1.3            0.0            0.0            0.0          0.000          0.000          0.000            0.0            0.0            0.0          7.136            0.3            1.3            0.2            0.0            1.9         1153.8         3792.6         3210.9         6727.2        14884.5           53.2          129.8           25.7           16.8          225.5            1.2            3.9            2.3            1.2            8.7         1099.4         3658.9         3182.9         6709.1        14650.3            0.3            1.2            0.0            0.0            1.5           -0.0           -0.0           -0.0           -0.0           -0.0            0.0            0.1           -0.0           -0.0            0.0            0.3            1.2            0.0           -0.0            1.5           -0.9           -2.9           -0.3           -0.1           -4.1          0.001            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.1            0.3            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0       0.000000       0.000000       0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000          0.000000          0.000000         7113.2        14214.7        21314.8        18528.5        22998.1        17095.7        13293.0        13283.6        15406.9        14106.8         7052.4         6970.4         6970.3         6970.3           28.6           48.6           68.5           83.4           63.4           38.1           22.7           14.9           12.7            2.9            0.5            0.5            0.5            0.5         6871.1        13741.8        20612.4        18252.9        22802.1        16984.2        13224.7        13224.4        15373.9        14089.3         7044.6         6969.0         6969.0         6969.0          213.5          424.2          633.8          192.2          132.6           73.4           45.6           44.3           20.3           14.6            7.3            0.9            0.8            0.8
              8              4         autumn     28/02/2011           2011              2              75          0.000          0.000         12.100          6.935         27.352         35.963        210.136        280.386         11.600         47.440         60.950        310.450        430.440         11.300         43.200         51.450        242.700        348.650          4.620         17.520         20.650        129.400        172.190          0.000            0.6            0.5            0.5            0.5            0.5            0.2            0.2            0.2            0.3            0.2            0.3            0.3            0.4            0.4            0.4       4537.364       3436.070       1101.293              ?              ?          0.000              ?          0.000              ?            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.1            0.0            0.0            0.2            0.0            0.0            0.0          0.000          0.000          0.000            0.0            0.0            0.0          6.849            0.0            0.1            0.0            0.0            0.2         1154.0         3793.6         3210.9         6727.1        14885.6           53.4          130.7           25.8           16.8          226.7            1.2            3.9            2.3            1.2            8.7         1099.4         3659.0         3182.9         6709.1        14650.3            0.2            0.9            0.0            0.0            1.2            0.0            0.0            0.0            0.0            0.0            0.0            0.1           -0.0           -0.0           -0.0            0.2            1.0            0.0           -0.0            1.2           -0.3           -1.2           -0.2           -0.0           -1.6          0.000            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0       0.000000       0.000000       0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000          0.000000          0.000000         7114.3        14216.7        21317.6        18533.4        22998.3        17095.7        13293.0        13283.6        15407.0        14106.7         7052.3         6970.4         6970.3         6970.3           28.7           48.8           68.7           83.8           63.7           38.2           22.7           15.0           12.9            2.9            0.5            0.5            0.5            0.5         6871.2        13742.0        20612.6        18253.3        22801.9        16984.0        13224.6        13224.3        15373.8        14089.2         7044.6         6969.0         6969.0         6969.0          214.3          425.9          636.3          196.3          132.7           73.5           45.7           44.3           20.3           14.6            7.3            0.9            0.8            0.8
              8              4         autumn     01/03/2011           2011              3              76          0.100          0.000         12.200          6.608         26.343         34.917        208.281        276.150         11.600         47.440         60.950        310.450        430.440         11.300         43.200         51.450        242.700        348.650          4.620         17.520         20.650        129.400        172.190          0.000            0.6            0.5            0.5            0.5            0.5            0.2            0.2            0.2            0.3            0.2            0.3            0.3            0.3            0.4            0.4       4536.728       3437.291       1099.437              ?              ?          0.000              ?          0.000              ?            0.0            0.0            0.0            0.0            0.0            0.0            0.1            0.0            0.0            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000            0.0            0.0            0.0          6.619            0.0            0.1            0.0            0.0            0.1         1154.1         3794.0         3210.9         6727.1        14886.1           53.5          131.0           25.8           16.8          227.1            1.2            4.0            2.3            1.3            8.7         1099.4         3659.0         3182.8         6709.0        14650.2            0.1            0.3            0.0           -0.0            0.4            0.0            0.0            0.0            0.0            0.1            0.0            0.0           -0.0           -0.0           -0.1            0.1            0.4           -0.0           -0.0            0.4           -0.0           -0.1           -0.0            0.0           -0.1          0.000            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0       0.000000       0.000000       0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000          0.000000          0.000000         7114.9        14217.8        21319.3        18536.5        22998.5        17095.8        13293.0        13283.5        15407.0        14106.7         7052.3         6970.4         6970.3         6970.2           29.1           49.4           69.7           85.0           64.0           38.5           22.9           15.2           13.1            2.9            0.5            0.5            0.5            0.5         6871.3        13742.1        20612.7        18253.4        22801.6        16983.8        13224.4        13224.1        15373.7        14089.1         7044.5         6969.0         6969.0         6969.0          214.6          426.3          636.9          198.2          132.8           73.5           45.7           44.2           20.3           14.6            7.3            0.9            0.8            0.8
              8              4         autumn     02/03/2011           2011              3              77          1.300          0.000         13.500          7.341         26.681         34.623        206.929        275.574         11.600         47.440         60.950        310.450        430.440         11.300         43.200         51.450        242.700        348.650          4.620         17.520         20.650        129.400        172.190          0.000            0.6            0.5            0.5            0.5            0.5            0.2            0.2            0.2            0.3            0.2            0.4            0.3            0.3            0.4            0.4       4479.711       3382.403       1097.308              ?              ?          0.000              ?          0.000              ?            0.0            0.0            0.0            0.0            0.0            0.1            0.2            0.0            0.0            0.4            0.0            0.0            0.0            0.0            0.1            0.0            0.0            0.0          0.000          0.000          0.000            0.0            0.0            0.0          6.435            0.1            0.2            0.1            0.1            0.5         1154.1         3794.1         3210.9         6727.1        14886.2           53.5          131.1           25.8           16.8          227.2            1.2            4.1            2.3            1.3            8.8         1099.4         3659.0         3182.8         6709.0        14650.1           -0.0            0.1            0.0           -0.0            0.1            0.0            0.1            0.0            0.0            0.1           -0.0           -0.0           -0.0           -0.0           -0.1           -0.0            0.1           -0.0           -0.0            0.1            0.1            0.2            0.0            0.1            0.3          0.000            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0       0.000000       0.000000       0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000          0.000000          0.000000         7115.2        14218.5        21320.3        18538.9        22999.0        17096.0        13293.1        13283.6        15407.1        14106.6         7052.2         6970.4         6970.3         6970.2           29.5           50.2           70.9           86.4           64.7           38.8           23.1           15.4           13.3            3.0            0.5            0.5            0.5            0.5         6871.2        13742.1        20612.7        18253.4        22801.4        16983.6        13224.3        13223.9        15373.6        14089.1         7044.5         6969.0         6969.0         6969.0          214.5          426.2          636.8          199.1          132.9           73.6           45.7           44.2           20.3           14.6            7.3            0.9            0.8            0.8
