Date	Block	T1N2OF0U0	T2N2OF0UA	T3N2OF0US	T4N2OF2U0	T5N2OF2UA	T6N2OF2US	T7N2OF4U0	T8N2OF4UA	T9N2OF4US	T1CumN2OF0U0	T2CumN2OF0UA	T3CumN2OF0US	T4CumN2OF2U0	T5CumN2OF2UA	T6CumN2OF2US	T7CumN2OF4U0	T8CumN2OF4UA	T9CumN2OF4US
16/11/2011	2	0.001395217	0.004386508	0.006328278	0.003724824	0.010635286	0.005091745	0.002978672	0.011061106	0.017786182	0.596388307	4.02180287	3.398060157	1.39298903	4.620065846	2.159715284	1.194754657	4.038285369	3.362804502
17/11/2011	2	0.000479332	0.003893847	0.003140737	0.002638213	0.007784342	0.000832976	0.001162261	0.010164251	0.00705278	0.596867638	4.025696717	3.401200895	1.395627243	4.627850188	2.160548261	1.195916917	4.048449619	3.369857282
18/11/2011	2	0.000572765	0.003915518	0.003132116	0.002507572	0.00772476	0.000911255	0.001100796	0.010069947	0.006893443	0.597440404	4.029612234	3.404333011	1.398134815	4.635574948	2.161459515	1.197017713	4.058519566	3.376750725
19/11/2011	2	0.000666199	0.003937188	0.003123495	0.00237693	0.007665177	0.000989534	0.001039331	0.009975643	0.006734107	0.598106603	4.033549423	3.407456505	1.400511745	4.643240125	2.162449049	1.198057044	4.068495209	3.383484832
20/11/2011	2	0.000759633	0.003958859	0.003114874	0.002246289	0.007605595	0.001067812	0.000977866	0.009881339	0.00657477	0.598866236	4.037508281	3.410571379	1.402758034	4.65084572	2.163516861	1.199034911	4.078376549	3.390059602
21/11/2011	2	0.000853067	0.00398053	0.003106252	0.002115647	0.007546013	0.001146091	0.000916402	0.009787036	0.006415433	0.599719303	4.041488811	3.413677631	1.404873682	4.658391733	2.164662952	1.199951312	4.088163584	3.396475035
22/11/2011	2	0.000946501	0.0040022	0.003097631	0.001985006	0.007486431	0.001224369	0.000854937	0.009692732	0.006256097	0.600665804	4.045491011	3.416775262	1.406858688	4.665878164	2.165887321	1.200806249	4.097856316	3.402731132
23/11/2011	2	0.001039935	0.004023871	0.00308901	0.001854365	0.007426848	0.001302648	0.000793472	0.009598428	0.00609676	0.601705739	4.049514882	3.419864272	1.408713052	4.673305012	2.16718997	1.201599721	4.107454744	3.408827892
24/11/2011	2	0.001133369	0.004045541	0.003080389	0.001723723	0.007367266	0.001380927	0.000732007	0.009504124	0.005937423	0.602839108	4.053560423	3.422944661	1.410436775	4.680672278	2.168570896	1.202331729	4.116958868	3.414765315
25/11/2011	2	0.001226803	0.004067212	0.003071767	0.001593082	0.007307684	0.001459205	0.000670543	0.00940982	0.005778087	0.604065911	4.057627635	3.426016428	1.412029857	4.687979962	2.170030102	1.203002271	4.126368689	3.420543401
26/11/2011	2	0.001320237	0.004088883	0.003063146	0.00146244	0.007248102	0.001537484	0.000609078	0.009315517	0.00561875	0.605386148	4.061716518	3.429079574	1.413492298	4.695228064	2.171567586	1.203611349	4.135684205	3.426162151
27/11/2011	2	0.001413671	0.004110553	0.003054525	0.001331799	0.007188519	0.001615763	0.000547613	0.009221213	0.005459413	0.606799818	4.065827071	3.432134099	1.414824097	4.702416583	2.173183348	1.204158962	4.144905418	3.431621564
28/11/2011	2	0.001507105	0.004132224	0.003045904	0.001201158	0.007128937	0.001694041	0.000486148	0.009126909	0.005300076	0.608306923	4.069959295	3.435180002	1.416025254	4.70954552	2.174877389	1.204645111	4.154032327	3.436921641
29/11/2011	2	0.001600538	0.004153895	0.003037282	0.001070516	0.007069355	0.00177232	0.000424684	0.009032605	0.00514074	0.609907462	4.07411319	3.438217284	1.417095771	4.716614875	2.176649709	1.205069795	4.163064933	3.442062381
30/11/2011	2	0.001693972	0.004175565	0.003028661	0.000939875	0.007009773	0.001850599	0.000363219	0.008938302	0.004981403	0.611601434	4.078288755	3.441245945	1.418035646	4.723624648	2.178500308	1.205433013	4.172003235	3.447043784
1/12/2011	2	0.001787406	0.004197236	0.00302004	0.000809233	0.00695019	0.001928877	0.000301754	0.008843998	0.004822066	0.61338884	4.082485991	3.444265985	1.418844879	4.730574838	2.180429185	1.205734768	4.180847233	3.45186585
2/12/2011	2	0.001927718	0.00580036	0.002664819	0.000521978	0.00999351	0.002903127	0.00373515	0.007371727	0.005273187	0.615316558	4.088286351	3.446930804	1.419366857	4.740568347	2.183332312	1.209469917	4.188218959	3.457139037
3/12/2011	2	0.00206803	0.007403485	0.002309599	0.000234722	0.013036829	0.003877376	0.007168545	0.005899456	0.005724307	0.617384589	4.095689836	3.449240404	1.419601579	4.753605176	2.187209688	1.216638462	4.194118415	3.462863344
4/12/2011	2	0.002208342	0.00900661	0.001954379	-5.25339E-05	0.016080148	0.004851626	0.01060194	0.004427185	0.006175427	0.619592931	4.104696446	3.451194782	1.419549045	4.769685325	2.192061315	1.227240402	4.1985456	3.469038771
5/12/2011	2	0.002348654	0.010609735	0.001599158	-0.00033979	0.019123468	0.005825876	0.014035336	0.002954914	0.006626548	0.621941586	4.115306181	3.452793941	1.419209255	4.788808792	2.19788719	1.241275738	4.201500514	3.475665319
6/12/2011	2	0.002488966	0.012212859	0.001243938	-0.000627045	0.022166787	0.006800125	0.017468731	0.001482643	0.007077668	0.624430552	4.12751904	3.454037879	1.41858221	4.810975579	2.204687316	1.258744469	4.202983157	3.482742987
7/12/2011	2	0.002849541	0.008084466	0.002482983	0.00151806	0.015750374	0.005384682	0.009650695	0.006694677	0.008838657	0.627280093	4.135603507	3.456520862	1.420100269	4.826725953	2.210071998	1.268395164	4.209677834	3.491581644
8/12/2011	2	0.003210116	0.003956073	0.003722028	0.003663165	0.009333962	0.003969239	0.001832658	0.01190671	0.010599647	0.630490209	4.13955958	3.460242889	1.423763434	4.836059916	2.214041238	1.270227822	4.221584544	3.502181291
9/12/2011	2	0.003167186	0.004646615	0.003664109	0.00407085	0.01034413	0.004122363	0.002441728	0.012052475	0.020431985	0.633657395	4.144206195	3.463906998	1.427834284	4.846404045	2.2181636	1.272669549	4.233637019	3.522613277
10/12/2011	2	0.003124257	0.005337157	0.00360619	0.004478536	0.011354297	0.004275486	0.003050797	0.012198239	0.030264324	0.636781652	4.149543352	3.467513187	1.43231282	4.857758342	2.222439087	1.275720347	4.245835258	3.552877601
11/12/2011	2	0.003081327	0.006027699	0.003548271	0.004886221	0.012364465	0.00442861	0.003659867	0.012344004	0.040096663	0.639862979	4.155571052	3.471061458	1.437199041	4.870122807	2.226867696	1.279380213	4.258179262	3.592974263
12/12/2011	2	0.003038398	0.006718241	0.003490352	0.005293907	0.013374632	0.004581733	0.004268936	0.012489769	0.049929001	0.642901377	4.162289293	3.47455181	1.442492948	4.883497439	2.23144943	1.283649149	4.270669031	3.642903264
13/12/2011	2	0.002995468	0.007408783	0.003432433	0.005701592	0.0143848	0.004734857	0.004878006	0.012635534	0.05976134	0.645896845	4.169698076	3.477984243	1.44819454	4.897882238	2.236184286	1.288527155	4.283304564	3.702664604
14/12/2011	2	0.002952539	0.008099325	0.003374514	0.006109277	0.015394967	0.00488798	0.005487075	0.012781298	0.069593678	0.648849384	4.177797401	3.481358757	1.454303817	4.913277205	2.241072266	1.29401423	4.296085863	3.772258282
15/12/2011	2	0.002909609	0.008789867	0.003316595	0.006516963	0.016405135	0.005041103	0.006096144	0.012927063	0.079426017	0.651758993	4.186587269	3.484675352	1.46082078	4.92968234	2.24611337	1.300110374	4.309012926	3.851684299
16/12/2011	2	0.00286668	0.009480409	0.003258676	0.006924648	0.017415302	0.005194227	0.006705214	0.013072828	0.089258356	0.654625673	4.196067678	3.487934027	1.467745428	4.947097642	2.251307597	1.306815588	4.322085753	3.940942655
17/12/2011	2	0.002613663	0.008578212	0.005148469	0.006222839	0.017369333	0.005320144	0.006268648	0.013038542	0.079510817	0.657239336	4.20464589	3.493082497	1.473968268	4.964466975	2.256627741	1.313084236	4.335124295	4.020453472
18/12/2011	2	0.002360647	0.007676015	0.007038263	0.005521031	0.017323364	0.005446061	0.005832081	0.013004256	0.069763279	0.659599983	4.212321905	3.50012076	1.479489298	4.981790339	2.262073801	1.318916317	4.348128551	4.090216751
19/12/2011	2	0.002107631	0.006773818	0.008928056	0.004819222	0.017277395	0.005571978	0.005395515	0.012969971	0.060015741	0.661707614	4.219095723	3.509048816	1.48430852	4.999067735	2.267645779	1.324311831	4.361098522	4.150232492
20/12/2011	2	0.001854614	0.005871621	0.01081785	0.004117413	0.017231426	0.005697895	0.004958948	0.012935685	0.050268203	0.663562228	4.224967344	3.519866666	1.488425933	5.016299161	2.273343674	1.32927078	4.374034207	4.200500695
21/12/2011	2	0.001601598	0.004969424	0.012707643	0.003415604	0.017185457	0.005823812	0.004522382	0.012901399	0.040520665	0.665163826	4.229936768	3.532574309	1.491841536	5.033484618	2.279167486	1.333793162	4.386935606	4.24102136
22/12/2011	2	0.001348582	0.004067227	0.014597437	0.002713795	0.017139488	0.005949729	0.004085816	0.012867113	0.030773126	0.666512408	4.234003995	3.547171746	1.494555331	5.050624106	2.285117214	1.337878977	4.399802719	4.271794486
23/12/2011	2	0.001095565	0.00316503	0.01648723	0.002011986	0.017093519	0.006075646	0.003649249	0.012832828	0.021025588	0.667607973	4.237169025	3.563658976	1.496567318	5.067717626	2.29119286	1.341528227	4.412635547	4.292820075
24/12/2011	2	0.001115039	0.00310703	0.016274632	0.002004068	0.016423924	0.005948178	0.003544569	0.01261492	0.02042495	0.668723013	4.240276055	3.579933608	1.498571386	5.08414155	2.297141037	1.345072795	4.425250467	4.313245025
25/12/2011	2	0.001134514	0.00304903	0.016062034	0.00199615	0.015754329	0.00582071	0.003439888	0.012397013	0.019824311	0.669857526	4.243325085	3.595995642	1.500567535	5.099895878	2.302961747	1.348512684	4.43764748	4.333069336
26/12/2011	2	0.001153988	0.00299103	0.015849435	0.001988231	0.015084733	0.005693242	0.003335208	0.012179105	0.019223673	0.671011514	4.246316115	3.611845078	1.502555767	5.114980611	2.308654989	1.351847891	4.449826585	4.352293009
27/12/2011	2	0.001173462	0.002933031	0.015636837	0.001980313	0.014415138	0.005565774	0.003230527	0.011961198	0.018623035	0.672184975	4.249249146	3.627481915	1.50453608	5.129395749	2.314220764	1.355078419	4.461787783	4.370916044
28/12/2011	2	0.001192936	0.002875031	0.015424239	0.001972395	0.013745542	0.005438306	0.003125847	0.01174329	0.018022396	0.673377911	4.252124177	3.642906154	1.506508475	5.143141291	2.31965907	1.358204266	4.473531073	4.38893844
29/12/2011	2	0.00121241	0.002817031	0.015211641	0.001964477	0.013075947	0.005310839	0.003021166	0.011525383	0.017421758	0.674590321	4.254941208	3.658117794	1.508472952	5.156217238	2.324969909	1.361225432	4.485056456	4.406360198
30/12/2011	2	0.001231884	0.002759031	0.014999042	0.001956559	0.012406351	0.005183371	0.002916486	0.011307475	0.016821119	0.675822205	4.257700239	3.673116837	1.51042951	5.16862359	2.330153279	1.364141918	4.496363931	4.423181317
31/12/2011	2	0.001251358	0.002701032	0.014786444	0.00194864	0.011736756	0.005055903	0.002811805	0.011089568	0.016220481	0.677073562	4.260401271	3.687903281	1.51237815	5.180360346	2.335209182	1.366953723	4.507453499	4.439401798
1/01/2012	2	0.001270832	0.002643032	0.014573846	0.001940722	0.011067161	0.004928435	0.002707125	0.01087166	0.015619843	0.678344394	4.263044303	3.702477127	1.514318872	5.191427507	2.340137617	1.369660848	4.518325159	4.455021641
2/01/2012	2	0.001290306	0.002585032	0.014361248	0.001932804	0.010397565	0.004800967	0.002602444	0.010653753	0.015019204	0.6796347	4.265629335	3.716838374	1.516251676	5.201825072	2.344938585	1.372263293	4.528978911	4.470040845
3/01/2012	2	0.00130978	0.002527032	0.014148649	0.001924886	0.00972797	0.004673499	0.002497764	0.010435845	0.014418566	0.68094448	4.268156367	3.730987024	1.518176562	5.211553042	2.349612084	1.374761057	4.539414756	4.484459411
4/01/2012	2	0.001329254	0.002469033	0.013936051	0.001916967	0.009058374	0.004546032	0.002393084	0.010217938	0.013817927	0.682273734	4.2706254	3.744923075	1.520093529	5.220611416	2.354158115	1.37715414	4.549632694	4.498277339
5/01/2012	2	0.001348728	0.002411033	0.013723453	0.001909049	0.008388779	0.004418564	0.002288403	0.01000003	0.013217289	0.683622463	4.273036432	3.758646527	1.522002578	5.229000195	2.358576679	1.379442543	4.559632724	4.511494628
6/01/2012	2	0.001368202	0.002353033	0.013510855	0.001901131	0.007719184	0.004291096	0.002183723	0.009782123	0.012616651	0.684990665	4.275389465	3.772157382	1.523903709	5.236719379	2.362867775	1.381626266	4.569414847	4.524111278
7/01/2012	2	0.001387676	0.002295033	0.013298256	0.001893213	0.007049588	0.004163628	0.002079042	0.009564215	0.012016012	0.686378341	4.277684499	3.785455638	1.525796922	5.243768967	2.367031403	1.383705308	4.578979062	4.536127291
8/01/2012	2	0.00140715	0.002237033	0.013085658	0.001885294	0.006379993	0.00403616	0.001974362	0.009346308	0.011415374	0.687785491	4.279921532	3.798541296	1.527682216	5.25014896	2.371067563	1.38567967	4.588325369	4.547542665
9/01/2012	2	0.001426624	0.002179034	0.01287306	0.001877376	0.005710397	0.003908692	0.001869681	0.0091284	0.010814735	0.689212116	4.282100566	3.811414356	1.529559592	5.255859357	2.374976256	1.387549351	4.597453769	4.5583574
10/01/2012	2	0.001446098	0.002121034	0.012660461	0.001869458	0.005040802	0.003781225	0.001765001	0.008910492	0.010214097	0.690658214	4.2842216	3.824074817	1.53142905	5.260900159	2.37875748	1.389314351	4.606364262	4.568571497
11/01/2012	2	0.001465572	0.002063034	0.012447863	0.00186154	0.004371207	0.003653757	0.00166032	0.008692585	0.009613459	0.692123786	4.286284634	3.83652268	1.53329059	5.265271366	2.382411237	1.390974672	4.615056847	4.578184956
12/01/2012	2	0.001485047	0.002005034	0.012235265	0.001853621	0.003701611	0.003526289	0.00155564	0.008474677	0.00901282	0.693608833	4.288289668	3.848757945	1.535144211	5.268972977	2.385937526	1.392530311	4.623531524	4.587197776
13/01/2012	2	0.001583816	0.002224738	0.010883179	0.001802179	0.003320754	0.00367066	0.001443245	0.008051749	0.00858977	0.695192649	4.290514406	3.859641125	1.536946391	5.27229373	2.389608186	1.393973557	4.631583273	4.595787546
14/01/2012	2	0.001682586	0.002444441	0.009531094	0.001750737	0.002939896	0.003815032	0.001330851	0.00762882	0.008166719	0.696875236	4.292958847	3.869172219	1.538697127	5.275233626	2.393423218	1.395304408	4.639212093	4.603954265
15/01/2012	2	0.001781356	0.002664144	0.008179009	0.001699294	0.002559038	0.003959403	0.001218457	0.007205891	0.007743669	0.698656592	4.295622991	3.877351228	1.540396422	5.277792665	2.397382621	1.396522864	4.646417984	4.611697934
16/01/2012	2	0.001880126	0.002883847	0.006826923	0.001647852	0.002178181	0.004103775	0.001106062	0.006782963	0.007320618	0.700536718	4.298506838	3.884178151	1.542044274	5.279970845	2.401486396	1.397628926	4.653200947	4.619018552
17/01/2012	2	0.001978896	0.00310355	0.005474838	0.00159641	0.001797323	0.004248146	0.000993668	0.006360034	0.006897568	0.702515614	4.301610388	3.889652989	1.543640683	5.281768168	2.405734542	1.398622594	4.659560981	4.62591612
18/01/2012	2	0.002077666	0.003323253	0.004122752	0.001544967	0.001416465	0.004392518	0.000881273	0.005937105	0.006474517	0.704593279	4.304933641	3.893775741	1.54518565	5.283184634	2.410127059	1.399503867	4.665498086	4.632390637
19/01/2012	2	0.002176436	0.003542956	0.002770667	0.001493525	0.001035608	0.004536889	0.000768879	0.005514176	0.006051467	0.706769715	4.308476597	3.896546408	1.546679175	5.284220242	2.414663948	1.400272747	4.671012262	4.638442104
20/01/2012	2	0.002282331	0.00313901	0.002861485	0.001389928	0.001191508	0.00503178	0.000919328	0.004947039	0.005772457	0.709052046	4.311615607	3.899407892	1.548069103	5.28541175	2.419695728	1.401192075	4.675959301	4.644214561
21/01/2012	2	0.002388227	0.002735063	0.002952302	0.001286331	0.001347409	0.005526671	0.001069777	0.004379901	0.005493447	0.711440274	4.314350671	3.902360195	1.549355435	5.286759159	2.425222399	1.402261851	4.680339203	4.649708007
22/01/2012	2	0.002494123	0.002331117	0.00304312	0.001182734	0.001503309	0.006021561	0.001220226	0.003812764	0.005214437	0.713934397	4.316681787	3.905403315	1.550538169	5.288262468	2.43124396	1.403482077	4.684151967	4.654922444
23/01/2012	2	0.002600019	0.00192717	0.003133938	0.001079138	0.00165921	0.006516452	0.001370675	0.003245626	0.004935426	0.716534416	4.318608957	3.908537253	1.551617307	5.289921678	2.437760412	1.404852752	4.687397593	4.65985787
24/01/2012	2	0.002705915	0.001523224	0.003224756	0.000975541	0.00181511	0.007011343	0.001521124	0.002678489	0.004656416	0.719240331	4.320132181	3.911762008	1.552592848	5.291736788	2.444771755	1.406373876	4.690076082	4.664514287
25/01/2012	2	0.002811811	0.001119277	0.003315573	0.000871944	0.001971011	0.007506234	0.001671573	0.002111351	0.004377406	0.722052141	4.321251458	3.915077582	1.553464792	5.293707798	2.452277988	1.408045449	4.692187433	4.668891693
26/01/2012	2	0.002917706	0.00071533	0.003406391	0.000768347	0.002126911	0.008001124	0.001822022	0.001544214	0.004098396	0.724969848	4.321966788	3.918483973	1.554233139	5.295834709	2.460279113	1.40986747	4.693731646	4.672990089
27/01/2012	2	0.002807712	0.000741392	0.003388129	0.000817836	0.002196737	0.007718145	0.001777515	0.00181908	0.00413226	0.72777756	4.322708181	3.921872102	1.555050975	5.298031447	2.467997257	1.411644985	4.695550727	4.677122349
28/01/2012	2	0.002697718	0.000767454	0.003369867	0.000867325	0.002266564	0.007435165	0.001733008	0.002093947	0.004166123	0.730475278	4.323475635	3.925241969	1.555918301	5.300298011	2.475432423	1.413377992	4.697644673	4.681288472
29/01/2012	2	0.002587724	0.000793516	0.003351605	0.000916814	0.00233639	0.007152186	0.0016885	0.002368813	0.004199987	0.733063002	4.32426915	3.928593574	1.556835115	5.302634401	2.482584608	1.415066493	4.700013487	4.685488459
30/01/2012	2	0.00247773	0.000819578	0.003333343	0.000966303	0.002406216	0.006869206	0.001643993	0.00264368	0.00423385	0.735540732	4.325088728	3.931926918	1.557801418	5.305040617	2.489453814	1.416710486	4.702657166	4.689722309
31/01/2012	2	0.002367736	0.000845639	0.003315081	0.001015792	0.002476043	0.006586227	0.001599486	0.002918546	0.004267714	0.737908468	4.325934367	3.935241999	1.558817211	5.30751666	2.496040041	1.418309972	4.705575713	4.693990023
1/02/2012	2	0.002257742	0.000871701	0.00329682	0.001065282	0.002545869	0.006303247	0.001554979	0.003193413	0.004301577	0.74016621	4.326806069	3.938538819	1.559882492	5.310062529	2.502343288	1.419864952	4.708769126	4.698291601
2/02/2012	2	0.002147747	0.000897763	0.003278558	0.001114771	0.002615695	0.006020268	0.001510472	0.00346828	0.004335441	0.742313957	4.327703831	3.941817376	1.560997263	5.312678224	2.508363556	1.421375424	4.712237405	4.702627042
3/02/2012	2	0.002037753	0.000923825	0.003260296	0.00116426	0.002685522	0.005737288	0.001465965	0.003743146	0.004369305	0.74435171	4.328627656	3.945077672	1.562161523	5.315363746	2.514100844	1.422841389	4.715980552	4.706996346
4/02/2012	2	0.001927759	0.000949886	0.003242034	0.001213749	0.002755348	0.005454309	0.001421458	0.004018013	0.004403168	0.746279469	4.329577543	3.948319706	1.563375271	5.318119094	2.519555152	1.424262847	4.719998564	4.711399514
5/02/2012	2	0.001817765	0.000975948	0.003223772	0.001263238	0.002825174	0.005171329	0.001376951	0.004292879	0.004437032	0.748097234	4.330553491	3.951543478	1.564638509	5.320944268	2.524726481	1.425639797	4.724291443	4.715836546
6/02/2012	2	0.001707771	0.00100201	0.00320551	0.001312727	0.002895001	0.004888349	0.001332444	0.004567746	0.004470895	0.749805005	4.331555501	3.954748988	1.565951236	5.323839269	2.529614831	1.426972241	4.728859189	4.720307441
7/02/2012	2	0.001597777	0.001028072	0.003187248	0.001362216	0.002964827	0.00460537	0.001287937	0.004842612	0.004504759	0.751402782	4.332583573	3.957936236	1.567313452	5.326804096	2.534220201	1.428260178	4.733701802	4.7248122
8/02/2012	2	0.001487782	0.001054134	0.003168986	0.001411705	0.003034653	0.00432239	0.00124343	0.005117479	0.004538622	0.752890564	4.333637706	3.961105223	1.568725156	5.329838749	2.538542591	1.429503607	4.738819281	4.729350822
9/02/2012	2	0.001377788	0.001080195	0.003150724	0.001461194	0.00310448	0.004039411	0.001198923	0.005392345	0.004572486	0.754268353	4.334717901	3.964255947	1.57018635	5.332943229	2.542582002	1.43070253	4.744211626	4.733923308
10/02/2012	2	0.002012681	0.00157024	0.006339591	0.002080782	0.003799434	0.004890479	0.001986466	0.006322102	0.00859895	0.756281034	4.336288141	3.970595538	1.572267133	5.336742663	2.547472481	1.432688996	4.750533728	4.742522258
11/02/2012	2	0.002647574	0.002060284	0.009528458	0.002700371	0.004494388	0.005741547	0.00277401	0.007251858	0.012625415	0.758928607	4.338348425	3.980123997	1.574967503	5.341237051	2.553214029	1.435463006	4.757785585	4.755147673
12/02/2012	2	0.003282466	0.002550329	0.012717326	0.003319959	0.005189343	0.006592616	0.003561554	0.008181614	0.016651879	0.762211074	4.340898754	3.992841322	1.578287463	5.346426394	2.559806645	1.43902456	4.765967199	4.771799553
13/02/2012	2	0.003917359	0.003040373	0.015906193	0.003939548	0.005884297	0.007443684	0.004349098	0.00911137	0.020678344	0.766128433	4.343939127	4.008747515	1.582227011	5.352310691	2.567250329	1.443373658	4.775078569	4.792477896
14/02/2012	2	0.004552252	0.003530418	0.01909506	0.004559136	0.006579251	0.008294752	0.005136642	0.010041126	0.024704809	0.770680685	4.347469545	4.027842575	1.586786147	5.358889942	2.575545081	1.4485103	4.785119695	4.817182705
15/02/2012	2	0.005187145	0.004020462	0.022283927	0.005178725	0.007274206	0.00914582	0.005924185	0.010970882	0.028731273	0.775867829	4.351490007	4.050126501	1.591964872	5.366164148	2.584690901	1.454434485	4.796090578	4.845913978
16/02/2012	2	0.005822037	0.004510506	0.025472794	0.005798314	0.00796916	0.009996889	0.006711729	0.011900638	0.032757738	0.781689867	4.356000513	4.075599295	1.597763186	5.374133308	2.59468779	1.461146215	4.807991216	4.878671716
17/02/2012	2	0.005442648	0.004250738	0.023571237	0.005465937	0.007452172	0.009641579	0.006619636	0.011232727	0.030340378	0.787132514	4.360251252	4.099170532	1.603229123	5.38158548	2.604329369	1.467765851	4.819223943	4.909012094
18/02/2012	2	0.005063258	0.00399097	0.021669681	0.005133561	0.006935185	0.00928627	0.006527542	0.010564815	0.027923018	0.792195772	4.364242222	4.120840214	1.608362685	5.388520665	2.61361564	1.474293393	4.829788758	4.936935112
19/02/2012	2	0.004683868	0.003731202	0.019768125	0.004801185	0.006418198	0.008930961	0.006435449	0.009896903	0.025505658	0.79687964	4.367973425	4.140608339	1.61316387	5.394938863	2.622546601	1.480728841	4.839685661	4.96244077
20/02/2012	2	0.004304478	0.003471434	0.017866569	0.004468809	0.00590121	0.008575652	0.006343355	0.009228991	0.023088299	0.801184119	4.371444859	4.158474907	1.617632679	5.400840073	2.631122252	1.487072197	4.848914652	4.985529069
21/02/2012	2	0.003925089	0.003211666	0.015965012	0.004136433	0.005384223	0.008220342	0.006251262	0.00856108	0.020670939	0.805109207	4.374656526	4.17443992	1.621769112	5.406224296	2.639342595	1.493323458	4.857475732	5.006200008
22/02/2012	2	0.003545699	0.002951898	0.014063456	0.003804057	0.004867236	0.007865033	0.006159168	0.007893168	0.018253579	0.808654906	4.377608424	4.188503376	1.62557317	5.411091532	2.647207628	1.499482626	4.8653689	5.024453588
23/02/2012	2	0.003166309	0.00269213	0.0121619	0.003471681	0.004350248	0.007509724	0.006067075	0.007225256	0.01583622	0.811821216	4.380300555	4.200665276	1.629044851	5.41544178	2.654717352	1.505549701	4.872594156	5.040289807
24/02/2012	2	0.00278692	0.002432362	0.010260344	0.003139305	0.003833261	0.007154415	0.005974981	0.006557344	0.01341886	0.814608135	4.382732917	4.210925619	1.632184156	5.419275041	2.661871766	1.511524682	4.8791515	5.053708667
25/02/2012	2	0.00240753	0.002172594	0.008358787	0.002806929	0.003316274	0.006799105	0.005882887	0.005889433	0.0110015	0.817015665	4.384905512	4.219284407	1.634991085	5.422591315	2.668670871	1.517407569	4.885040933	5.064710167
26/02/2012	2	0.00202814	0.001912826	0.006457231	0.002474553	0.002799286	0.006443796	0.005790794	0.005221521	0.008584141	0.819043805	4.386818338	4.225741638	1.637465638	5.425390601	2.675114667	1.523198363	4.890262454	5.073294308
27/02/2012	2	0.00164875	0.001653058	0.004555675	0.002142177	0.002282299	0.006088487	0.0056987	0.004553609	0.006166781	0.820692556	4.388471397	4.230297313	1.639607815	5.4276729	2.681203154	1.528897063	4.894816064	5.079461089
28/02/2012	2	0.001269361	0.00139329	0.002654119	0.001809801	0.001765311	0.005733177	0.005606607	0.003885698	0.003749421	0.821961917	4.389864687	4.232951431	1.641417615	5.429438211	2.686936332	1.53450367	4.898701761	5.08321051
23/02/2011	3	0.00171505	0.00415805	0.004069518	0.005376168	0.004173693	0.006429596	0.004702896	0.011805255	0.012536981	0.00171505	0.00415805	0.004069518	0.005376168	0.004173693	0.006429596	0.004702896	0.011805255	0.012536981
24/02/2011	3	0.001522345	0.003507465	0.002790924	0.004215297	0.003435174	0.005257037	0.003167729	0.008136644	0.010693933	0.003237394	0.007665516	0.006860441	0.009591465	0.007608867	0.011686633	0.007870625	0.0199419	0.023230914
25/02/2011	3	0.001329639	0.00285688	0.00151233	0.003054427	0.002696654	0.004084478	0.001632562	0.004468033	0.008850885	0.004567034	0.010522396	0.008372771	0.012645892	0.010305521	0.015771111	0.009503187	0.024409932	0.032081799
26/02/2011	3	0.001337996	0.002587073	0.001426164	0.002653234	0.001729192	0.003957478	0.001482417	0.003803545	0.008121033	0.00590503	0.013109468	0.009798936	0.015299125	0.012034713	0.019728589	0.010985603	0.028213477	0.040202832
27/02/2011	3	0.001346353	0.002317266	0.001339999	0.002252041	0.000761729	0.003830479	0.001332271	0.003139057	0.007391182	0.007251383	0.015426734	0.011138935	0.017551166	0.012796442	0.023559068	0.012317874	0.031352534	0.047594014
28/02/2011	3	0.00135471	0.002047459	0.001253834	0.001850848	-0.000205733	0.00370348	0.001182126	0.002474569	0.00666133	0.008606093	0.017474193	0.012392768	0.019402014	0.012590708	0.027262548	0.0135	0.033827102	0.054255344
1/03/2011	3	0.001363067	0.001777652	0.001167668	0.001449654	-0.001173196	0.00357648	0.001031981	0.001810081	0.005931479	0.00996916	0.019251844	0.013560436	0.020851668	0.011417512	0.030839028	0.014531981	0.035637183	0.060186823
2/03/2011	3	0.001184414	0.00185185	0.001292964	0.001669956	0.000535798	0.003505133	0.001209698	0.001763917	0.006717643	0.011153574	0.021103694	0.0148534	0.022521625	0.011953311	0.034344161	0.015741679	0.0374011	0.066904466
3/03/2011	3	0.001005761	0.001926048	0.00141826	0.001890258	0.002244792	0.003433785	0.001387414	0.001717754	0.007503807	0.012159334	0.023029742	0.01627166	0.024411883	0.014198103	0.037777946	0.017129093	0.039118855	0.074408273
4/03/2011	3	0.000827107	0.002000246	0.001543556	0.00211056	0.003953787	0.003362437	0.001565131	0.001671591	0.008289972	0.012986441	0.025029989	0.017815216	0.026522443	0.01815189	0.041140383	0.018694224	0.040790446	0.082698245
5/03/2011	3	0.000932302	0.002012679	0.001705709	0.002225557	0.003589217	0.003354683	0.001607829	0.001791505	0.007826265	0.013918743	0.027042667	0.019520925	0.028748	0.021741107	0.044495067	0.020302053	0.042581951	0.09052451
6/03/2011	3	0.001037496	0.002025111	0.001867863	0.002340553	0.003224647	0.003346929	0.001650526	0.001911419	0.007362559	0.014956239	0.029067778	0.021388788	0.031088553	0.024965754	0.047841996	0.021952579	0.04449337	0.09788707
