ApsimVersion = 7.10 r4220
format = csv
precision = 8
Title = Maize_DRK_DRKJH40
Date,DaysAfterSowing,Stage,Biomass,GreenWt,BiomassWt,RootGreenWt,LeafGreenWt,StemGreenWt,RachisGreenWt,GrainGreenWt,biomass_n,RootGreenN,LeafGreenN,StemGreenN,RachisGreenN,GrainGreenN,GrainGreenNConc,GrainNo,GrainSize,LeafNo,LAI,SLAI,ESW,SLN,WaterSD,HI,TPLA,SPLA,Height,cover_green,cover_tot,sw_supply,RootDepth,NO3,nfact_photo,Yield,GrainYield
(dd/mm/yyyy),(days),(),(kg/ha),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(%),(grains/m^2),(g/1000grain),(leaves),(m2/m2),(m2/m2),(),(g(N)/m2),(),(),(m2),(m2),(mm),(),(),(mm),(mm),(kg/ha),(),(kg/ha),()
31/01/1991,1,1.99900000,0.00000000,0.06686600,0.00000000,0.06686600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00133700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,228.38114900,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00542900,30.00000000,59.52750400,1.00000000,0.00000000,0.00000000
01/02/1991,2,2.00000000,0.00000000,0.06673200,0.00000000,0.06673200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00133500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,227.34759900,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00542900,63.00000000,95.35463000,1.00000000,0.00000000,0.00000000
02/02/1991,3,3.00000000,1.34000000,0.20059900,0.13400000,0.06659900,0.06700000,0.06700000,0.00000000,0.00000000,0.00600300,0.00133200,0.00432800,0.00167500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.50000000,0.00254600,0.00000000,226.40832500,1.70000000,1.00000000,0.00000000,3.80000000,0.00000000,0.00000000,0.00127200,0.00127200,0.05027500,96.00000000,133.15161100,0.97673400,0.00000000,0.00000000
03/02/1991,4,3.07019700,1.95636500,0.32373900,0.19564000,0.12810200,0.12835700,0.06727900,0.00000000,0.00000000,0.01133800,0.00134700,0.00946300,0.00187500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.78000000,0.00676100,0.00000000,225.52923600,1.39958400,1.00000000,0.00000000,10.09134800,0.00000000,0.25000000,0.00337500,0.00337500,0.17591400,129.00000000,168.16960100,0.93779100,0.00000000,0.00000000
04/02/1991,5,3.12841200,3.42079800,0.61636900,0.34208000,0.27428900,0.27319700,0.06888300,0.00000000,0.00000000,0.02056300,0.00270000,0.01802800,0.00253500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.02615400,0.01130500,0.00000000,224.67908500,1.59464100,1.00000000,0.00000000,16.87343900,0.00000000,0.25104200,0.00563700,0.00563700,0.43085700,162.00000000,200.55708300,0.96708200,0.00000000,0.00000000
05/02/1991,6,3.18734000,6.06131600,1.14392400,0.60613000,0.53779200,0.53228300,0.07384800,0.00000000,0.00000000,0.03462500,0.00570100,0.02858400,0.00604100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.27692300,0.01681400,0.00000000,223.83432800,1.70000000,1.00000000,0.00000000,25.09575400,0.00000000,0.25702600,0.00837200,0.00837200,0.76097700,195.00000000,229.59693900,0.97673400,0.00000000,0.00000000
06/02/1991,7,3.24734000,9.04626900,1.72812500,0.90463000,0.83521200,0.81046200,0.08245100,0.00000000,0.00000000,0.04406900,0.00848400,0.03748600,0.00604100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.53076900,0.02310400,0.00033400,222.98645800,1.62247400,1.00000000,0.00000000,34.48431000,0.49840600,0.27555300,0.01148600,0.01165100,1.04375000,228.00000000,252.84381100,0.96996100,0.00000000,0.00000000
07/02/1991,8,3.31966200,11.04090800,2.10299400,1.10409000,1.03300600,0.97937900,0.09061000,0.00000000,0.00000000,0.05598400,0.01055300,0.04829800,0.00604100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.78923100,0.03039700,0.00102900,239.10940600,1.58890800,1.00000000,0.00000000,45.36828600,1.53553000,0.30765300,0.01508300,0.01559000,1.69972700,261.00000000,264.28891000,0.96645700,0.00000000,0.00000000
08/02/1991,9,3.39144700,16.75785900,3.21922700,1.67579000,1.60263500,1.49450700,0.12208500,0.00000000,0.00000000,0.07528600,0.01631700,0.06648300,0.00604100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.10076900,0.04108200,0.00171900,248.56659700,1.61831200,1.00000000,0.00000000,61.31601400,2.56497200,0.33809600,0.02033100,0.02117300,2.19505900,294.00000000,281.14761400,0.96954700,0.00000000,0.00000000
09/02/1991,10,3.45323300,22.54819400,4.35208700,2.25482000,2.17846300,2.00848900,0.16513600,0.00000000,0.00000000,0.09185700,0.02058900,0.08207900,0.00611700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.41000000,0.05419400,0.00231200,254.80627100,1.51453900,1.00000000,0.00000000,80.88644400,3.45100900,0.45554200,0.02673300,0.02785800,3.32058100,327.00000000,292.58166500,0.95720100,0.00000000,0.00000000
10/02/1991,11,3.52511800,27.58574400,5.33035300,2.75857000,2.67786100,2.43919600,0.21329600,0.00000000,0.00000000,0.11786800,0.02630800,0.10574300,0.00738500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.67615400,0.06769300,0.00300300,256.02509700,1.56209600,1.00000000,0.00000000,101.03423900,4.48188000,0.61617800,0.03328000,0.03473000,4.29747900,360.00000000,297.50595100,0.96337200,0.00000000,0.00000000
11/02/1991,12,3.59351100,44.60685200,8.69939700,4.46069000,4.37461600,3.91520700,0.40957300,0.00000000,0.00000000,0.16309300,0.04448400,0.14235400,0.01491500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.98581400,0.08627100,0.00366000,248.84609200,1.65007000,1.00000000,0.00000000,128.76324600,5.46266700,0.79587900,0.04221900,0.04397000,4.43710600,393.00000000,305.14147900,0.97256900,0.00000000,0.00000000
12/02/1991,13,3.65744000,66.40570500,13.01747800,6.64057000,6.54575200,5.75783300,0.71389200,0.00000000,0.00000000,0.20867200,0.06556600,0.17702900,0.02480500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.28042900,0.10736500,0.00427400,245.68825500,1.64885500,1.00000000,0.00000000,160.24610900,6.37943400,1.52825800,0.05226700,0.05429000,5.01977300,426.00000000,310.21682700,0.97245900,0.00000000,0.00000000
13/02/1991,14,3.72547600,90.15964200,17.68591200,9.01596000,8.90805400,7.67492900,1.10292900,0.00000000,0.00000000,0.26324700,0.09051500,0.21480100,0.03967000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.55581400,0.12989400,0.00544600,243.01582300,1.65366700,1.00000000,0.00000000,193.87091700,8.12900700,2.66377700,0.06288300,0.06543100,5.69938100,459.00000000,313.29061900,0.97289300,0.00000000,0.00000000
14/02/1991,15,3.79226100,114.43607300,22.43467600,11.44361000,11.31788100,9.55972800,1.55706600,0.00000000,0.00000000,0.32801100,0.11578900,0.26007400,0.05674800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.84889100,0.15741700,0.00690700,240.47501000,1.65213100,1.00000000,0.00000000,234.95139800,10.30914600,4.11540500,0.07569100,0.07887800,6.41506800,492.00000000,315.08569300,0.97275500,0.00000000,0.00000000
15/02/1991,16,3.85547600,145.19401300,28.47652200,14.51940000,14.37104000,11.89524400,2.21023900,0.00000000,0.00000000,0.40676400,0.14685500,0.31261100,0.08067400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.13658300,0.18880700,0.00829000,237.99993900,1.65572200,1.00000000,0.00000000,281.80102400,12.37270000,5.80994900,0.09008400,0.09384800,6.73077600,525.00000000,315.65109300,0.97307500,0.00000000,0.00000000
16/02/1991,17,3.92245500,182.35715300,35.78417300,18.23572000,18.05861200,14.63280400,3.09275700,0.00000000,0.00000000,0.51710200,0.19143200,0.37619200,0.12495800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.40889100,0.22274500,0.00975500,235.51299700,1.68889300,1.00000000,0.00000000,332.45490500,14.55915300,8.24716200,0.10539400,0.10974700,7.04903700,558.00000000,315.30493200,0.97586500,0.00000000,0.00000000
17/02/1991,18,3.98370500,233.05517700,45.79475900,23.30552000,23.09229700,18.28483400,4.41762900,0.00000000,0.00000000,0.60779800,0.23041700,0.43508000,0.15455500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.69741600,0.26366300,0.01109400,232.63177500,1.65013400,1.00000000,0.00000000,393.52742600,16.55858500,11.54013800,0.12351100,0.12836000,7.40892500,591.00000000,314.91284200,0.97257500,0.00000000,0.00000000
18/02/1991,19,4.00000000,254.74865000,50.00205300,25.47487000,25.21545900,19.74738700,5.03920700,0.00000000,0.00000000,0.68305200,0.25125600,0.49292200,0.16984000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.96126300,0.30591100,0.01241400,230.33287000,1.61132300,1.00000000,0.00000000,456.58381000,18.52887100,16.48369000,0.14183200,0.14714200,7.99668300,624.00000000,314.58636500,0.96883900,0.00000000,0.00000000
19/02/1991,20,5.00000000,289.67999500,54.51915700,28.96800000,26.31776300,22.08147700,5.93619700,0.18372100,0.00000000,0.80265500,0.27001100,0.57248600,0.20667100,0.00117700,0.00000000,0.00000000,0.00000000,0.00000000,5.22126300,0.35230100,0.01366400,251.11197300,1.62499400,1.00000000,0.00000000,525.82166700,20.39423100,18.80301100,0.16150800,0.16721700,11.08746300,657.00000000,311.26022300,0.97020900,0.00000000,0.00000000
20/02/1991,21,5.02478000,368.37673300,64.84511100,36.83767000,28.86212000,27.25331200,8.10229900,0.62738000,0.00000000,0.98427800,0.29850500,0.66453800,0.29033000,0.00494200,0.00000000,0.00000000,0.00000000,0.00000000,5.46741600,0.40071300,0.01495900,244.90195500,1.65838800,1.00000000,0.00000000,598.07967400,22.32708900,22.14998800,0.18156100,0.18766000,10.76484900,690.00000000,308.34350600,0.97331100,0.00000000,0.00000000
21/02/1991,22,5.04798400,458.22456600,76.56268200,45.82246000,31.76937400,32.89783200,10.72991100,1.16556600,0.00000000,1.18528400,0.33039800,0.75351600,0.39310100,0.01020300,0.00000000,0.00000000,0.00000000,0.00000000,5.70758100,0.45124000,0.01735200,240.16698500,1.66987600,1.00000000,0.00000000,673.49316700,25.89881300,30.23246000,0.20197900,0.20887300,10.71000700,723.00000000,305.55197100,0.97430300,0.00000000,0.00000000
