Date,DaysAfterSowing,Stage,Biomass,GreenWt,BiomassWt,RootGreenWt,LeafGreenWt,StemGreenWt,RachisGreenWt,GrainGreenWt,biomass_n,RootGreenN,LeafGreenN,StemGreenN,RachisGreenN,GrainGreenN,GrainGreenNConc,GrainNo,GrainSize,LeafNo,LAI,SLAI,ESW,SLN,WaterSD,HI,TPLA,SPLA,Height,DeltaTT,nfact_pheno,swdef_pheno,cover_green,cover_tot,sw_supply,sw_uptake(1),sw_uptake(2),sw_uptake(3),sw_uptake(4),sw_uptake(5),sw_uptake(6),sw_uptake(7),sw_uptake(8),sum(sw_uptake),RootDepth,n_total_uptake,n_massflow_uptake,n_diffusion_uptake,n_sd_ratio,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),sw(8),no3(1),no3(2),no3(3),no3(4),no3(5),no3(6),no3(7),no3(8),no3_demand,n_supply_soil,RUE,TE
(dd/mm/yyyy),(days),(),(kg/ha),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(%),(grains/m^2),(g/1000grain),(leaves),(m2/m2),(m2/m2),(),(g(N)/m2),(),(),(m2),(m2),(mm),(oCd),(),(),(),(),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(g/m^2),(g/m^2),(g/m^2),(),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(g/m^2),(g/m^2),(),()
28/10/1985,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-6277438562204192777393328858411570645414899813978564907237376.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-6277438562204192777393328858411570645414899813978564907237376.00000000,0.23032300,0.22114600,0.21068800,0.21288500,0.20113000,0.20503200,0.21411000,0.23185900,19.59131600,15.58926800,7.17847500,14.63273800,14.64105800,14.62716500,6.22419600,6.21526800,0.00000000,0.00000000,0.00000000,0.00000000
03/11/1985,6,3.29632800,0.52020100,0.08223900,0.05202000,0.03147800,0.03041000,0.02035200,0.00000000,0.00000000,0.00359700,0.00040100,0.00299500,0.00047800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.69032800,0.00250200,0.00010400,57.15688900,1.19719300,1.00000000,0.00000000,12.32501700,0.51002800,0.25000000,12.23729200,1.00000000,1.00000000,0.00125000,0.00130200,0.44990900,0.00076100,0.00048900,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00125000,214.49970700,0.00177800,0.00013200,0.00164600,0.51923900,0.18982800,0.21760800,0.22045600,0.21389700,0.20192100,0.20524500,0.21470700,0.23106300,23.30837800,17.02812600,9.09709700,17.16767700,17.13129000,17.04143100,8.62044000,8.54970600,0.00342500,0.00177800,0.01142000,4.11062900
04/11/1985,7,3.54228800,0.88404900,0.15494600,0.08840000,0.06780000,0.06648200,0.02066500,0.00000000,0.00000000,0.00623600,0.00057200,0.00556900,0.00054300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.87859400,0.00443000,0.00010400,56.75721400,1.25699600,1.00000000,0.00000000,21.82506000,0.51002800,0.25063700,12.29797900,1.00000000,1.00000000,0.00221300,0.00226400,0.67741700,0.00194000,0.00217400,0.00001500,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00412900,247.26567600,0.00281100,0.00041800,0.00239300,0.54021000,0.18815300,0.21562600,0.21960300,0.21400200,0.20205400,0.20528400,0.21479700,0.23093900,23.86698200,17.01692000,9.14749600,17.39306600,17.36038800,17.26264600,8.84173300,8.76325300,0.00520400,0.00281100,0.03638500,5.97010600
04/11/1985,7,3.54228800,0.88404900,0.15494600,0.08840000,0.06780000,0.06648200,0.02066500,0.00000000,0.00000000,0.00623600,0.00057200,0.00556900,0.00054300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.87859400,0.00443000,0.00010400,56.75721400,1.25699600,1.00000000,0.00000000,21.82506000,0.51002800,0.25063700,12.29797900,1.00000000,1.00000000,0.00221300,0.00226400,0.67741700,0.00194000,0.00217400,0.00001500,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00412900,247.26567600,0.00281100,0.00041800,0.00239300,0.54021000,0.18815300,0.21562600,0.21960300,0.21400200,0.20205400,0.20528400,0.21479700,0.23093900,23.86698200,17.01692000,9.14749600,17.39306600,17.36038800,17.26264600,8.84173300,8.76325300,0.00520400,0.00281100,0.03638500,5.97010600
05/11/1985,8,3.80284900,1.61991200,0.30198300,0.16199000,0.14125000,0.13904900,0.02168400,0.00000000,0.00000000,0.00965600,0.00109800,0.00889800,0.00063400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.06779400,0.00662300,0.00010400,56.37348600,1.34360100,1.00000000,0.00000000,32.62429100,0.51002800,0.25449000,13.02804900,1.00000000,1.00000000,0.00330600,0.00335700,0.86310900,0.00400900,0.00511900,0.00054500,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00967300,279.50989800,0.00394700,0.00095300,0.00299300,0.56868900,0.18647100,0.21387900,0.21871700,0.21407600,0.20218600,0.20532300,0.21488400,0.23081700,24.34521700,16.98492600,9.17439600,17.57580000,17.55036400,17.44612700,9.02619300,8.94094500,0.00694000,0.00394700,0.07358600,6.56593500
05/11/1985,8,3.80284900,1.61991200,0.30198300,0.16199000,0.14125000,0.13904900,0.02168400,0.00000000,0.00000000,0.00965600,0.00109800,0.00889800,0.00063400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.06779400,0.00662300,0.00010400,56.37348600,1.34360100,1.00000000,0.00000000,32.62429100,0.51002800,0.25449000,13.02804900,1.00000000,1.00000000,0.00330600,0.00335700,0.86310900,0.00400900,0.00511900,0.00054500,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00967300,279.50989800,0.00394700,0.00095300,0.00299300,0.56868900,0.18647100,0.21387900,0.21871700,0.21407600,0.20218600,0.20532300,0.21488400,0.23081700,24.34521700,16.98492600,9.17439600,17.57580000,17.55036400,17.44612700,9.02619300,8.94094500,0.00694000,0.00394700,0.07358600,6.56593500
06/11/1985,9,4.00000000,2.27293800,0.43230600,0.22729000,0.20627000,0.20302400,0.02301200,0.00000000,0.00000000,0.01341700,0.00167300,0.01260000,0.00069300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.26822600,0.00924800,0.00010400,58.08228700,1.36253500,1.00000000,0.00000000,45.55510600,0.51002800,0.26704500,11.88313200,1.00000000,1.00000000,0.00461300,0.00466500,1.24559400,0.00216600,0.00228800,0.00077600,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00523000,311.29728000,0.00433900,0.00047700,0.00386200,0.52906500,0.20446000,0.21342700,0.21794200,0.21412400,0.20231800,0.20536400,0.21496800,0.23069700,24.64729700,17.02618600,9.18594200,17.71832800,17.70316300,17.59392900,9.17605900,9.08520800,0.00820100,0.00433900,0.06530300,15.55294900
06/11/1985,9,4.00000000,2.27293800,0.43230600,0.22729000,0.20627000,0.20302400,0.02301200,0.00000000,0.00000000,0.01341700,0.00167300,0.01260000,0.00069300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.26822600,0.00924800,0.00010400,58.08228700,1.36253500,1.00000000,0.00000000,45.55510600,0.51002800,0.26704500,11.88313200,1.00000000,1.00000000,0.00461300,0.00466500,1.24559400,0.00216600,0.00228800,0.00077600,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00523000,311.29728000,0.00433900,0.00047700,0.00386200,0.52906500,0.20446000,0.21342700,0.21794200,0.21412400,0.20231800,0.20536400,0.21496800,0.23069700,24.64729700,17.02618600,9.18594200,17.71832800,17.70316300,17.59392900,9.17605900,9.08520800,0.00820100,0.00433900,0.06530300,15.55294900
07/11/1985,10,4.12895800,3.55092900,0.68749100,0.35509000,0.33365700,0.32718800,0.02664600,0.00000000,0.00000000,0.01796700,0.00271600,0.01703700,0.00080600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.45104300,0.01196900,0.00010400,55.99537300,1.42338700,1.00000000,0.00000000,58.96137200,0.51002800,0.28339500,11.60866700,1.00000000,1.00000000,0.00596700,0.00601800,1.32196300,0.00394600,0.00620800,0.00414400,0.00000700,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.01430400,334.95613900,0.00559600,0.00120400,0.00439200,0.56029500,0.18554500,0.21188600,0.21711700,0.21414800,0.20244900,0.20540500,0.21505000,0.23057900,24.98357600,16.95046000,9.17900400,17.82700300,17.82482500,17.71142200,9.29621300,9.20055600,0.00998800,0.00559600,0.12779900,11.81100200
07/11/1985,10,4.12895800,3.55092900,0.68749100,0.35509000,0.33365700,0.32718800,0.02664600,0.00000000,0.00000000,0.01796700,0.00271600,0.01703700,0.00080600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.45104300,0.01196900,0.00010400,55.99537300,1.42338700,1.00000000,0.00000000,58.96137200,0.51002800,0.28339500,11.60866700,1.00000000,1.00000000,0.00596700,0.00601800,1.32196300,0.00394600,0.00620800,0.00414400,0.00000700,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.01430400,334.95613900,0.00559600,0.00120400,0.00439200,0.56029500,0.18554500,0.21188600,0.21711700,0.21414800,0.20244900,0.20540500,0.21505000,0.23057900,24.98357600,16.95046000,9.17900400,17.82700300,17.82482500,17.71142200,9.29621300,9.20055600,0.00998800,0.00559600,0.12779900,11.81100200
08/11/1985,11,4.24491800,5.03992000,0.98462200,0.50399000,0.48188900,0.47059200,0.03214200,0.00000000,0.00000000,0.02290700,0.00404800,0.02183400,0.00094900,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.62963800,0.01495200,0.00010400,55.63227800,1.46024500,1.00000000,0.00000000,73.65674100,0.51002800,0.32815600,12.25993700,1.00000000,1.00000000,0.00744800,0.00750000,1.38524700,0.00400200,0.00643300,0.00523200,0.00012100,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.01578800,358.61485200,0.00627700,0.00129300,0.00498300,0.55743600,0.18385700,0.21048700,0.21628700,0.21414800,0.20257800,0.20544800,0.21513000,0.23046300,25.27208300,16.86599200,9.16155000,17.90933200,17.92335500,17.80623400,9.39387000,9.29385500,0.01126000,0.00627700,0.14889900,13.06466100
08/11/1985,11,4.24491800,5.03992000,0.98462200,0.50399000,0.48188900,0.47059200,0.03214200,0.00000000,0.00000000,0.02290700,0.00404800,0.02183400,0.00094900,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.62963800,0.01495200,0.00010400,55.63227800,1.46024500,1.00000000,0.00000000,73.65674100,0.51002800,0.32815600,12.25993700,1.00000000,1.00000000,0.00744800,0.00750000,1.38524700,0.00400200,0.00643300,0.00523200,0.00012100,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.01578800,358.61485200,0.00627700,0.00129300,0.00498300,0.55743600,0.18385700,0.21048700,0.21628700,0.21414800,0.20257800,0.20544800,0.21513000,0.23046300,25.27208300,16.86599200,9.16155000,17.90933200,17.92335500,17.80623400,9.39387000,9.29385500,0.01126000,0.00627700,0.14889900,13.06466100
09/11/1985,12,4.35815300,6.97817800,1.36657100,0.69782000,0.67475100,0.65074200,0.04107800,0.00000000,0.00000000,0.02850100,0.00577600,0.02707700,0.00114300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.81825200,0.01834000,0.00023700,55.28054200,1.47642600,1.00000000,0.00000000,90.34334400,1.16799800,0.39583300,11.97189500,1.00000000,1.00000000,0.00912800,0.00924500,1.43354000,0.00443500,0.00726900,0.00658200,0.00052000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.01880700,382.25928200,0.00732900,0.00150700,0.00582300,0.55727500,0.18221000,0.20919100,0.21546200,0.21412400,0.20270600,0.20549100,0.21520700,0.23034900,25.52144200,16.77335500,9.13608000,17.96932600,18.00301200,17.88241400,9.47289800,9.36882200,0.01315200,0.00732900,0.19382600,14.77429300
09/11/1985,12,4.35815300,6.97817800,1.36657100,0.69782000,0.67475100,0.65074200,0.04107800,0.00000000,0.00000000,0.02850100,0.00577600,0.02707700,0.00114300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.81825200,0.01834000,0.00023700,55.28054200,1.47642600,1.00000000,0.00000000,90.34334400,1.16799800,0.39583300,11.97189500,1.00000000,1.00000000,0.00912800,0.00924500,1.43354000,0.00443500,0.00726900,0.00658200,0.00052000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.01880700,382.25928200,0.00732900,0.00150700,0.00582300,0.55727500,0.18221000,0.20919100,0.21546200,0.21412400,0.20270600,0.20549100,0.21520700,0.23034900,25.52144200,16.77335500,9.13608000,17.96932600,18.00301200,17.88241400,9.47289800,9.36882200,0.01315200,0.00732900,0.19382600,14.77429300
10/11/1985,13,4.47559500,9.98128300,1.95830700,0.99813000,0.97371200,0.92647300,0.05812200,0.00000000,0.00000000,0.03522200,0.00842000,0.03318100,0.00154400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.00243500,0.02202000,0.00041600,60.54649900,1.50689300,1.00000000,0.00000000,108.47185300,2.05028600,0.50588800,12.41663900,1.00000000,1.00000000,0.01095000,0.01115500,1.92860400,0.01108300,0.01184800,0.00937700,0.00166900,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.03397700,405.90685800,0.00937800,0.00265600,0.00672100,0.58250600,0.21852500,0.22394500,0.21662400,0.21412900,0.20283300,0.20553400,0.21528200,0.23023800,24.11462200,18.13990000,9.25028700,18.01777100,18.06823000,17.94428400,9.53751600,9.42957700,0.01609900,0.00937800,0.30031100,17.04647500
10/11/1985,13,4.47559500,9.98128300,1.95830700,0.99813000,0.97371200,0.92647300,0.05812200,0.00000000,0.00000000,0.03522200,0.00842000,0.03318100,0.00154400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.00243500,0.02202000,0.00041600,60.54649900,1.50689300,1.00000000,0.00000000,108.47185300,2.05028600,0.50588800,12.41663900,1.00000000,1.00000000,0.01095000,0.01115500,1.92860400,0.01108300,0.01184800,0.00937700,0.00166900,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.03397700,405.90685800,0.00937800,0.00265600,0.00672100,0.58250600,0.21852500,0.22394500,0.21662400,0.21412900,0.20283300,0.20553400,0.21528200,0.23023800,24.11462200,18.13990000,9.25028700,18.01777100,18.06823000,17.94428400,9.53751600,9.42957700,0.01609900,0.00937800,0.30031100,17.04647500
