Date,DaysAfterSowing,Stage,Biomass,GreenWt,BiomassWt,RootGreenWt,LeafGreenWt,StemGreenWt,RachisGreenWt,GrainGreenWt,biomass_n,RootGreenN,LeafGreenN,StemGreenN,RachisGreenN,GrainGreenN,GrainGreenNConc,GrainNo,GrainSize,LeafNo,LAI,SLAI,ESW,SLN,WaterSD,HI,TPLA,SPLA,Height,DeltaTT,nfact_pheno,swdef_pheno,cover_green,cover_tot,sw_supply,sw_uptake(1),sw_uptake(2),sw_uptake(3),sw_uptake(4),sw_uptake(5),sw_uptake(6),sum(sw_uptake),RootDepth,n_total_uptake,n_massflow_uptake,n_diffusion_uptake,n_sd_ratio,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),no3(1),no3(2),no3(3),no3(4),no3(5),no3(6),no3_demand,n_supply_soil,RUE,TE,nfact_photo,temp_stress
(dd/mm/yyyy),(days),(),(kg/ha),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(%),(grains/m^2),(g/1000grain),(leaves),(m2/m2),(m2/m2),(),(g(N)/m2),(),(),(m2),(m2),(mm),(oCd),(),(),(),(),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(g/m^2),(g/m^2),(g/m^2),(),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(g/m^2),(g/m^2),(),(),(),()
16/12/1985,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-6277438562204192777393328858411570645414899813978564907237376.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-6277438562204192777393328858411570645414899813978564907237376.00000000,0.16857700,0.19780800,0.21251500,0.23902200,0.26328200,0.21796400,21.37761700,21.19908700,13.99479900,14.64072300,14.54804200,14.68466900,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
19/04/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22770900,0.25000000,0.28761100,0.29698600,0.25858800,0.18603500,0.01634600,0.02850200,0.02397200,4.64593600,9.27601800,9.57600000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
20/04/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21989300,0.25000000,0.28755900,0.29003900,0.26076300,0.18686100,0.01760400,0.03201400,0.03261800,4.35212800,9.24125600,9.60141300,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
21/04/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21443500,0.25000000,0.28300900,0.28581700,0.26223000,0.18772800,0.01881700,0.03449200,0.03386900,4.11193600,9.19683300,9.62731600,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
22/04/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.26279000,0.27500000,0.30500000,0.29607900,0.26522300,0.18868400,0.01602700,0.02994400,0.02523400,3.89841100,9.17325000,9.65556200,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
23/04/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.26163300,0.27500000,0.30500000,0.30923900,0.29412100,0.19093200,0.01550700,0.02633000,0.02474200,3.42131400,9.41731300,9.72257100,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
24/04/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.26674200,0.27500000,0.30500000,0.31352800,0.30093400,0.19764700,0.01312100,0.02543600,0.02353200,3.17598500,9.31436300,9.92102100,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
25/04/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25044400,0.26843500,0.30500000,0.31137300,0.30282800,0.20712600,0.01479400,0.02535000,0.02289900,2.96694400,9.10553600,10.19216300,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
26/04/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24294500,0.25044100,0.30228900,0.30875900,0.30225600,0.21645700,0.01502900,0.02628600,0.02313400,2.79147200,8.88054200,10.44783500,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
27/04/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25980700,0.27500000,0.30500000,0.31500000,0.30611500,0.23150500,0.01471400,0.02549100,0.02387300,2.55385700,8.58029100,10.84438100,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
28/04/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25902300,0.27500000,0.30500000,0.31500000,0.32000000,0.32148700,0.01555600,0.01960300,0.02217300,1.77855900,6.86208700,12.35970900,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
29/04/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25962900,0.27500000,0.30500000,0.31500000,0.32000000,0.32500000,0.01725100,0.01907900,0.02165000,1.36717000,5.70556900,11.06802000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
30/04/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25768700,0.27500000,0.30500000,0.31465700,0.31732900,0.32116400,0.01884900,0.02152600,0.02261500,1.26170900,5.43097900,10.60953500,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
01/05/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.26030700,0.27500000,0.30500000,0.31500000,0.32000000,0.32500000,0.01799400,0.02065500,0.02253700,0.96634100,4.49471100,9.42254000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
02/05/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25000000,0.26075400,0.30500000,0.31145700,0.31572800,0.32036400,0.01894500,0.02345600,0.02316600,0.90075300,4.28523800,9.01684200,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
03/05/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24065300,0.24844500,0.30031400,0.30830700,0.31201800,0.31619100,0.01864300,0.02653800,0.02404900,0.84743800,4.12402400,8.69176300,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
04/05/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22894200,0.25000000,0.28746000,0.30544300,0.30873000,0.31246000,0.01841400,0.02962700,0.02549600,0.80440800,4.00337100,8.43582300,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
05/05/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21662500,0.25000000,0.29000000,0.29735500,0.30572600,0.30909300,0.01855200,0.03217500,0.03384300,0.75585100,3.91811800,8.23926300,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
06/05/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23608400,0.24470700,0.29000000,0.29763300,0.30258500,0.30597800,0.01856600,0.03351900,0.03385900,0.73414700,3.86225100,8.09485400,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
07/05/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25786900,0.27500000,0.30500000,0.30618700,0.30438600,0.30518200,0.01726700,0.03030900,0.02556000,0.70111900,3.80657900,7.99350300,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
08/05/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24919700,0.25347500,0.30473400,0.30677700,0.30558100,0.30538200,0.01816200,0.03021300,0.02535600,0.66773900,3.73883400,7.90348300,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
09/05/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23965700,0.24657500,0.29823500,0.30544700,0.30551400,0.30544800,0.01705200,0.03143700,0.02555000,0.63935400,3.67120100,7.81292000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
10/05/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22649500,0.25000000,0.28491400,0.30375300,0.30463400,0.30504100,0.01660300,0.03292600,0.02610400,0.61609500,3.61267900,7.72438600,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
11/05/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21672100,0.25000000,0.28936400,0.29555800,0.30325500,0.30414800,0.01684400,0.03413400,0.03240100,0.58507600,3.56854800,7.64440400,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
12/05/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21306900,0.25000000,0.28734300,0.29324000,0.30075900,0.30288800,0.01640200,0.03491100,0.03204200,0.57579900,3.53203900,7.57951200,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
13/05/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20631300,0.25000000,0.28456900,0.29126500,0.29943500,0.30163400,0.01625100,0.03544400,0.03192700,0.56904400,3.51072300,7.53355900,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
14/05/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22809100,0.25000000,0.28272300,0.28970700,0.29843300,0.30081700,0.01620000,0.03585100,0.03190300,0.56462400,3.49409700,7.50522500,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
15/05/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22168500,0.25000000,0.28018800,0.28813100,0.29738800,0.30040800,0.01575400,0.03604500,0.03150500,0.56154600,3.47788000,7.48835900,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
16/05/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21414500,0.25000000,0.27729800,0.28648700,0.29630700,0.30020400,0.01568600,0.03617200,0.03146000,0.55947300,3.46203200,7.47753300,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
17/05/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22125500,0.25000000,0.27483200,0.28490800,0.29533500,0.29997600,0.01596300,0.03635500,0.03174000,0.55833500,3.44986500,7.46695600,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
18/05/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25494600,0.25906400,0.28294200,0.28616200,0.29475600,0.29977800,0.01525700,0.03420900,0.03184500,0.55953600,3.44393300,7.45779600,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
19/05/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25000000,0.25677000,0.28694700,0.28906400,0.29466600,0.29959800,0.01578000,0.03352300,0.03160500,0.55612400,3.44416600,7.44975100,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
20/05/1986,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.49505000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.49769700,0.60410900,0.45653800,0.51616200,0.04899400,0.02988700,2.15338600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24447900,0.24946000,0.28824600,0.29072200,0.29480400,0.29947000,0.01543000,0.03334400,0.03128100,0.55022000,3.44694100,7.44359200,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
