ApsimVersion = 7.10 r7fc53e8d02bde502a9365b74ca5d599e486e2c5e
format = csv
precision = 8
Title = Maize_Exp1 2ND Yr3_2
Date,DaysAfterSowing,Stage,Biomass,GreenWt,BiomassWt,RootGreenWt,LeafGreenWt,StemGreenWt,RachisGreenWt,GrainGreenWt,biomass_n,RootGreenN,LeafGreenN,StemGreenN,RachisGreenN,GrainGreenN,GrainGreenNConc,GrainNo,GrainSize,LeafNo,LAI,SLAI,ESW,SLN,WaterSD,HI,TPLA,SPLA,Height,DeltaTT,nfact_pheno,swdef_pheno,cover_green,cover_tot,sw_supply,sw_uptake(1),sw_uptake(2),sw_uptake(3),sw_uptake(4),sw_uptake(5),sw_uptake(6),sw_uptake(7),sum(sw_uptake),RootDepth,n_total_uptake,n_massflow_uptake,n_diffusion_uptake,n_sd_ratio,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),no3(1),no3(2),no3(3),no3(4),no3(5),no3(6),no3(7),no3_demand,n_supply_soil
(dd/mm/yyyy),(days),(),(kg/ha),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(%),(grains/m^2),(g/1000grain),(leaves),(m2/m2),(m2/m2),(),(g(N)/m2),(),(),(m2),(m2),(mm),(oCd),(),(),(),(),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(g/m^2),(g/m^2),(g/m^2),(),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(g/m^2),(g/m^2)
23/01/2001,20,5.09600300,369.53589300,64.03485300,36.95359000,27.64044800,28.96611800,6.81215900,0.61612700,0.00000000,0.80073000,0.26705900,0.62920800,0.16029600,0.00275400,0.00000000,0.00000000,0.00000000,0.00000000,4.91869000,0.38215400,0.00884400,238.83676900,1.64647700,1.00000000,0.00000000,545.93491100,12.63416300,17.98576400,20.17471400,1.00000000,1.00000000,0.17393100,0.17757600,7.74505500,0.08410300,0.53996400,1.34285000,0.00792200,-0.00000000,-0.00000000,-0.00000000,1.97483900,673.24122700,0.17425100,0.01994500,0.15430600,0.53035200,0.28142900,0.39757800,0.44006300,0.43997400,0.40000000,0.41000000,0.38000000,17.11802500,5.96386800,9.68110300,14.83217300,10.69240400,10.30172300,10.28910100,0.32855700,0.17425100
24/01/2001,21,5.13162800,457.00629700,75.49929700,45.70063000,30.47169100,34.92525600,9.03163200,1.07071800,0.00000000,0.97478800,0.29624400,0.74353200,0.21606600,0.00511400,0.00000000,0.00000000,0.00000000,0.00000000,5.22907000,0.44962300,0.01030900,236.46514900,1.65367700,1.00000000,0.00000000,642.31914400,14.72780200,24.32914000,19.87596000,1.00000000,1.00000000,0.20133300,0.20544000,7.82282700,0.07963600,0.56120700,1.45022800,0.03848700,-0.00000000,-0.00000000,-0.00000000,2.12955800,706.24122700,0.20377600,0.01995800,0.18381800,0.52574600,0.27897200,0.39369600,0.43491300,0.43987200,0.40000000,0.41000000,0.38000000,16.89074900,5.46025800,8.75507400,14.49258900,10.70355500,10.30642800,10.29265800,0.38759500,0.20377600
25/01/2001,22,5.16271700,545.38846400,87.09379700,54.53885000,33.32735900,40.72727700,11.46918500,1.56997600,0.00000000,1.14067600,0.32095600,0.85762700,0.26412000,0.00742500,0.00000000,0.00000000,0.00000000,0.00000000,5.53485400,0.52409600,0.01158800,233.94863100,1.63639400,1.00000000,0.00000000,748.70818800,16.55484100,32.25582900,17.34499900,1.00000000,1.00000000,0.23052600,0.23497100,7.86277700,0.07552100,0.59091600,1.54558000,0.10747700,-0.00000000,-0.00000000,-0.00000000,2.31949300,739.24122700,0.19119300,0.02011500,0.17107800,0.43877200,0.27656400,0.38960200,0.42949500,0.43951900,0.40000000,0.41000000,0.38000000,16.70143500,5.03055100,7.97098100,14.02634700,10.71503000,10.31125400,10.29626000,0.43574600,0.19119300
26/01/2001,23,5.19615500,661.78862800,102.39732300,66.17886000,37.10190900,48.08952300,14.92757100,2.27832000,0.00000000,1.31590200,0.34771600,0.96789900,0.32439000,0.01054700,0.00000000,0.00000000,0.00000000,0.00000000,5.80170000,0.59572900,0.01296400,231.25130100,1.62472900,1.00000000,0.00000000,851.04213300,18.51992600,40.96137600,18.65553200,1.00000000,1.00000000,0.25759800,0.26239500,7.94814400,0.11233400,0.99073500,2.59162800,0.36111300,-0.00000000,-0.00000000,-0.00000000,4.05581000,772.24122700,0.20262700,0.03301300,0.16961400,0.37520200,0.27392700,0.38283100,0.42065400,0.43828500,0.40000000,0.41000000,0.38000000,16.52111400,4.61084700,7.21201600,13.40383500,10.72736500,10.31641300,10.30005800,0.54004900,0.20262700
27/01/2001,24,5.22421900,790.55232100,119.35360200,79.05523000,41.27690700,55.97924900,18.98756100,3.10988400,0.00000000,1.45819100,0.36897300,1.07572600,0.35585300,0.01225200,0.00000000,0.00000000,0.00000000,0.00000000,6.08870900,0.67963700,0.01411800,226.82616400,1.58279600,1.00000000,0.00000000,970.90954600,20.16916000,53.31275200,15.65699700,1.00000000,1.00000000,0.28810000,0.29310800,7.98822100,0.14232900,1.45123100,3.79902700,0.90852300,-0.00000000,-0.00000000,-0.00000000,6.30111000,805.24122700,0.16424200,0.04848300,0.11575900,0.24228500,0.27108000,0.37297800,0.40787700,0.43517700,0.40000000,0.41000000,0.38000000,16.38984500,4.29487500,6.64013700,12.82707700,10.74089800,10.32204200,10.30414800,0.67788600,0.16424200
28/01/2001,25,5.26160300,888.61127200,132.18725000,88.86113000,44.43029900,61.70886500,22.26659300,3.78149300,0.00000000,1.68243300,0.40147800,1.20080300,0.44816300,0.01738300,0.00000000,0.00000000,0.00000000,0.00000000,6.32958600,0.75535200,0.01565600,225.91903300,1.58972500,1.00000000,0.00000000,1079.07489400,22.36613600,67.81272100,20.85699500,1.00000000,1.00000000,0.31454800,0.31989200,8.51800900,0.20462600,0.48681900,1.27545000,0.48239300,-0.00000000,-0.00000000,-0.00000000,2.44928800,838.24122700,0.25748600,0.02239500,0.23509000,0.32318200,0.30607800,0.36962300,0.40360500,0.43344300,0.40000000,0.41000000,0.38000000,15.07561800,3.95642600,6.04443700,11.84169200,10.75446900,10.32770900,10.30824800,0.79672200,0.25748600
29/01/2001,26,5.29848100,994.46362800,146.05774500,99.44636000,47.83456600,67.71146800,25.97140100,4.54030900,0.00000000,1.97974000,0.44109700,1.37966900,0.55861900,0.02371500,0.00000000,0.00000000,0.00000000,0.00000000,6.65046200,0.86317400,0.01717300,235.81763800,1.59836700,1.00000000,0.00000000,1233.10594200,24.53340900,79.52354400,20.57499900,1.00000000,1.00000000,0.35052200,0.35607500,10.18781800,0.40168700,0.34528800,0.90036700,0.48178200,-0.00000000,-0.00000000,-0.00000000,2.12912500,871.24122700,0.33772800,0.02131600,0.31641200,0.37951100,0.38546000,0.36784500,0.40060700,0.43170300,0.40000000,0.41000000,0.38000000,12.93027700,3.67242700,5.52994300,10.79192100,10.76790000,10.33335000,10.31232400,0.88990400,0.33772800
30/01/2001,27,5.33432000,1100.36543700,159.93622900,110.03654000,51.23365700,73.46794200,29.89142400,5.34320600,0.00000000,2.23695200,0.47270700,1.55051700,0.63862400,0.02843900,0.00000000,0.00000000,0.00000000,0.00000000,6.96700100,0.97768600,0.01864800,232.02669100,1.58590500,1.00000000,0.00000000,1396.69391400,26.63958700,92.75500500,19.99500000,1.00000000,1.00000000,0.38666400,0.39235600,10.57787400,0.35018200,0.33151500,0.86178900,0.61738200,-0.00000000,-0.00000000,-0.00000000,2.16086800,904.24122700,0.28970400,0.01905800,0.27064500,0.31547300,0.37194600,0.36597900,0.39774800,0.42950900,0.40000000,0.41000000,0.38000000,11.26824000,3.41826300,5.08472300,9.74007000,10.78130100,10.33899600,10.31639100,0.91831500,0.28970400
31/01/2001,28,5.36593800,1148.62472100,166.10189100,114.86247000,52.72374600,75.87992000,31.77020800,5.72801700,0.00000000,2.45182200,0.49511200,1.70685400,0.69151200,0.03166500,0.00000000,0.00000000,0.00000000,0.00000000,7.27461600,1.08922800,0.02080600,230.50095700,1.56703100,1.00000000,0.00000000,1556.03989800,29.72287400,106.75508900,17.63999900,1.00000000,1.00000000,0.41993400,0.42593700,11.22158300,0.06268300,0.05744500,0.14884100,0.13514000,0.00000300,-0.00000000,-0.00000000,0.40411200,937.24122700,0.23822100,0.00321000,0.23501100,0.26762600,0.37562400,0.36596100,0.39727300,0.42892400,0.40000000,0.41000000,0.38000000,9.86946100,3.22051400,4.73898200,8.81286700,10.77788700,10.34411700,10.32010500,0.89012600,0.23822100
01/02/2001,29,5.39067300,1187.85103700,171.07324900,118.78510000,53.91276700,77.73776300,33.36753900,6.05518100,0.00000000,2.63285900,0.51214100,1.83201800,0.74179000,0.03482200,0.00000000,0.00000000,0.00000000,0.00000000,7.54600100,1.17434500,0.02292500,247.59193400,1.56003400,1.00000000,0.00000000,1677.63546200,32.75051600,113.46502700,13.80000000,1.00000000,1.00000000,0.44410300,0.45043900,13.18766200,0.03805600,0.03054200,0.05581500,0.05375200,0.00026300,-0.00000000,-0.00000000,0.17842800,970.24122700,0.19905600,0.00127100,0.19778500,0.23256100,0.44726200,0.41028700,0.39732500,0.42861300,0.39999900,0.41000000,0.38000000,7.67281800,3.83089900,4.49210400,8.15842700,10.68104400,10.34835600,10.32322800,0.85593200,0.19905600
