ApsimVersion = 7.10 r22b4d7414e7b8cfaa097e0463215cb4954556333
Title = Gjunct84
           Date DaysAfterSowing          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize         LeafNo            LAI           SLAI            ESW            SLN        WaterSD             HI           TPLA           SPLA         Height    cover_green      cover_tot      sw_supply      RootDepth            NO3    nfact_photo          Yield     GrainYield
   (dd/mm/yyyy)          (days)             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)       (leaves)        (m2/m2)        (m2/m2)             ()      (g(N)/m2)             ()             ()           (m2)           (m2)           (mm)             ()             ()           (mm)           (mm)        (kg/ha)             ()        (kg/ha)             ()
     07/05/1984               1          1.999            0.0           0.10           0.00           0.10           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        198.490          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.029         50.000          133.3          1.000            0.0          0.000
     07/05/1984               1          1.999            0.0           0.10           0.00           0.10           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        198.490          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.029         50.000          133.3          1.000            0.0          0.000
     08/05/1984               2          2.000            0.0           0.10           0.00           0.10           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        195.849          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.027         83.000          136.3          1.000            0.0          0.000
     08/05/1984               2          2.000            0.0           0.10           0.00           0.10           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        195.849          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.027         83.000          136.3          1.000            0.0          0.000
     09/05/1984               3          2.287            0.0           0.10           0.00           0.10           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        193.784          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.126        116.000          142.5          1.000            0.0          0.000
     09/05/1984               3          2.287            0.0           0.10           0.00           0.10           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        193.784          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.126        116.000          142.5          1.000            0.0          0.000
     10/05/1984               4          2.506            0.0           0.10           0.00           0.10           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        191.295          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.339        149.000          153.8          1.000            0.0          0.000
     10/05/1984               4          2.506            0.0           0.10           0.00           0.10           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        191.295          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.339        149.000          153.8          1.000            0.0          0.000
     11/05/1984               5          2.755            0.0           0.10           0.00           0.10           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        189.903          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.721        182.000          171.6          1.000            0.0          0.000
     11/05/1984               5          2.755            0.0           0.10           0.00           0.10           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        189.903          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.721        182.000          171.6          1.000            0.0          0.000
     12/05/1984               6          3.000            2.1           0.31           0.21           0.10           0.10           0.10           0.00           0.00           0.01           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          0.500          0.004          0.000        188.817          1.700          1.000          0.000          3.800          0.000          0.000          0.002          0.002          1.012        215.000          194.7          0.977            0.0          0.000
     12/05/1984               6          3.000            2.1           0.31           0.21           0.10           0.10           0.10           0.00           0.00           0.01           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          0.500          0.004          0.000        188.817          1.700          1.000          0.000          3.800          0.000          0.000          0.002          0.002          1.012        215.000          194.7          0.977            0.0          0.000
     13/05/1984               7          3.130            3.1           0.51           0.31           0.20           0.20           0.11           0.00           0.00           0.02           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          0.680          0.008          0.000        187.895          1.521          1.000          0.000          7.855          0.000          0.250          0.004          0.004          1.358        248.000          221.5          0.958            0.0          0.000
     13/05/1984               7          3.130            3.1           0.51           0.31           0.20           0.20           0.11           0.00           0.00           0.02           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          0.680          0.008          0.000        187.895          1.521          1.000          0.000          7.855          0.000          0.250          0.004          0.004          1.358        248.000          221.5          0.958            0.0          0.000
     14/05/1984               8          3.271            4.6           0.80           0.46           0.35           0.35           0.11           0.00           0.00           0.02           0.00           0.02           0.00           0.00           0.00           0.000          0.000          0.000          0.870          0.013          0.000        187.056          1.554          1.000          0.000         12.713          0.000          0.251          0.007          0.007          1.839        281.000          249.3          0.962            0.0          0.000
     14/05/1984               8          3.271            4.6           0.80           0.46           0.35           0.35           0.11           0.00           0.00           0.02           0.00           0.02           0.00           0.00           0.00           0.000          0.000          0.000          0.870          0.013          0.000        187.056          1.554          1.000          0.000         12.713          0.000          0.251          0.007          0.007          1.839        281.000          249.3          0.962            0.0          0.000
     15/05/1984               9          3.379            5.7           1.03           0.57           0.46           0.46           0.11           0.00           0.00           0.03           0.00           0.03           0.00           0.00           0.00           0.000          0.000          0.000          1.086          0.020          0.000        186.278          1.434          1.000          0.000         19.069          0.000          0.254          0.010          0.010          2.510        314.000          273.6          0.944            0.0          0.000
     15/05/1984               9          3.379            5.7           1.03           0.57           0.46           0.46           0.11           0.00           0.00           0.03           0.00           0.03           0.00           0.00           0.00           0.000          0.000          0.000          1.086          0.020          0.000        186.278          1.434          1.000          0.000         19.069          0.000          0.254          0.010          0.010          2.510        314.000          273.6          0.944            0.0          0.000
     16/05/1984              10          3.488           10.1           1.91           1.01           0.90           0.89           0.12           0.00           0.00           0.05           0.01           0.04           0.00           0.00           0.00           0.000          0.000          0.000          1.252          0.026          0.000        185.584          1.567          1.000          0.000         24.731          0.000          0.258          0.013          0.013          3.234        347.000          295.0          0.964            0.0          0.000
     16/05/1984              10          3.488           10.1           1.91           1.01           0.90           0.89           0.12           0.00           0.00           0.05           0.01           0.04           0.00           0.00           0.00           0.000          0.000          0.000          1.252          0.026          0.000        185.584          1.567          1.000          0.000         24.731          0.000          0.258          0.013          0.013          3.234        347.000          295.0          0.964            0.0          0.000
     17/05/1984              11          3.572           15.3           2.94           1.53           1.41           1.39           0.13           0.00           0.00           0.06           0.01           0.05           0.01           0.00           0.00           0.000          0.000          0.000          1.420          0.033          0.000        184.889          1.674          1.000          0.000         31.163          0.000          0.280          0.016          0.016          3.614        380.000          313.7          0.975            0.0          0.000
     17/05/1984              11          3.572           15.3           2.94           1.53           1.41           1.39           0.13           0.00           0.00           0.06           0.01           0.05           0.01           0.00           0.00           0.000          0.000          0.000          1.420          0.033          0.000        184.889          1.674          1.000          0.000         31.163          0.000          0.280          0.016          0.016          3.614        380.000          313.7          0.975            0.0          0.000
     18/05/1984              12          3.667           22.8           4.44           2.28           2.16           2.12           0.16           0.00           0.00           0.07           0.02           0.06           0.01           0.00           0.00           0.000          0.000          0.000          1.550          0.039          0.000        184.188          1.681          1.000          0.000         36.743          0.000          0.314          0.019          0.019          3.916        412.884          329.1          0.975            0.0          0.000
     18/05/1984              12          3.667           22.8           4.44           2.28           2.16           2.12           0.16           0.00           0.00           0.07           0.02           0.06           0.01           0.00           0.00           0.000          0.000          0.000          1.550          0.039          0.000        184.188          1.681          1.000          0.000         36.743          0.000          0.314          0.019          0.019          3.916        412.884          329.1          0.975            0.0          0.000
     19/05/1984              13          3.765           32.8           6.45           3.28           3.16           3.01           0.28           0.00           0.00           0.10           0.03           0.08           0.02           0.00           0.00           0.000          0.000          0.000          1.695          0.046          0.000        183.533          1.700          1.000          0.000         43.505          0.000          0.377          0.023          0.023          4.208        444.785          342.2          0.977            0.0          0.000
     19/05/1984              13          3.765           32.8           6.45           3.28           3.16           3.01           0.28           0.00           0.00           0.10           0.03           0.08           0.02           0.00           0.00           0.000          0.000          0.000          1.695          0.046          0.000        183.533          1.700          1.000          0.000         43.505          0.000          0.377          0.023          0.023          4.208        444.785          342.2          0.977            0.0          0.000
