ApsimVersion = 7.10 r0
format = csv
precision = 8
Title = Maize_K842_K842QK6W
Date,DaysAfterSowing,Stage,Biomass,GreenWt,BiomassWt,RootGreenWt,LeafGreenWt,StemGreenWt,RachisGreenWt,GrainGreenWt,biomass_n,RootGreenN,LeafGreenN,StemGreenN,RachisGreenN,GrainGreenN,GrainGreenNConc,GrainNo,GrainSize,LeafNo,LAI,SLAI,ESW,SLN,WaterSD,HI,TPLA,SPLA,Height,DeltaTT,nfact_pheno,swdef_pheno,cover_green,cover_tot,sw_supply,sw_uptake(1),sw_uptake(2),sw_uptake(3),sw_uptake(4),sw_uptake(5),sw_uptake(6),sw_uptake(7),sw_uptake(8),sw_uptake(9),sum(sw_uptake),RootDepth,n_total_uptake,n_massflow_uptake,n_diffusion_uptake,n_sd_ratio,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),sw(8),sw(9),no3(1),no3(2),no3(3),no3(4),no3(5),no3(6),no3(7),no3(8),no3(9),no3_demand,n_supply_soil,RUE,TE,nfact_photo,temp_stress,AccumTT,GrainTempFactor
(dd/mm/yyyy),(days),(),(kg/ha),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(%),(grains/m^2),(g/1000grain),(leaves),(m2/m2),(m2/m2),(),(g(N)/m2),(),(),(m2),(m2),(mm),(oCd),(),(),(),(),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(g/m^2),(g/m^2),(g/m^2),(),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(g/m^2),(g/m^2),(),(),(),(),(oCd),()
31/05/1984,115,8.52908300,20680.88967600,2377.65390000,2068.08897000,529.74404600,50.27391300,1186.34655500,172.50771900,438.78166800,17.68614900,3.38826800,1.86431500,3.03656100,0.36166400,6.27457800,1.43000000,3651.15561200,120.17610700,24.92725300,1.15822400,5.04778500,61.62761300,1.60963200,0.64425100,0.21216800,1654.60622600,7211.12074700,2000.00000000,16.05025000,1.00000000,1.00000000,0.43960400,0.95508600,2.24443000,0.00000000,0.20015500,0.33401200,0.29812200,0.34742200,0.26145700,0.42675600,0.22618900,0.15031500,2.24443000,1800.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14218300,0.21978500,0.23004100,0.25285600,0.26628600,0.28183300,0.29599500,0.31694400,0.32960400,3.50402700,2.20141100,1.66037800,1.43708400,0.93857500,0.55327000,0.36681000,0.25731300,0.30007900,7.93503400,0.00000000,15.23305900,9.81391900,0.96866500,1.00000000,2094.15725200,0.91328300
01/06/1984,116,8.54767400,20775.24281000,2381.81914300,2077.52428000,528.68455800,46.06333000,1178.13319900,172.50771900,456.43033700,17.68614900,3.38149100,1.63614800,2.88993100,0.36166400,6.52695400,1.43000000,3651.15561200,125.00982900,24.92725300,1.06122000,5.14478900,59.32700300,1.54176200,0.72886500,0.21969900,1516.02826000,7349.69871400,2000.00000000,16.26733200,1.00000000,1.00000000,0.41175400,0.95508600,2.11023900,0.00000000,0.17030000,0.30282700,0.27391400,0.32808900,0.25076500,0.41498600,0.22100500,0.14835200,2.11023900,1800.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13664100,0.21832600,0.22817000,0.25100000,0.26426700,0.28012200,0.29472600,0.31609800,0.32895600,3.50777800,2.21507700,1.68102600,1.46241200,0.95757800,0.56762600,0.37741000,0.26474900,0.30708600,7.99379300,0.00000000,12.94521000,9.43531300,0.96084800,1.00000000,2110.42458400,0.91328300
02/06/1984,117,8.56494700,20873.56708000,2386.68225500,2087.35671000,527.62718900,42.15138400,1171.56869400,172.50771900,472.82726900,17.68614900,3.37472800,1.41583000,2.76413500,0.36166400,6.76143000,1.43000000,3651.15561200,129.50071700,24.92725300,0.97109500,5.23491400,57.15913000,1.45797200,0.77663700,0.22652000,1387.27897500,7478.44799800,2000.00000000,15.11356700,1.00000000,1.00000000,0.38464000,0.95508600,1.98642700,0.00000000,0.14375700,0.27465300,0.25162800,0.30991100,0.24056700,0.40356000,0.21594200,0.14640800,1.98642700,1800.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13093900,0.21702800,0.22647900,0.24929100,0.26236900,0.27849100,0.29349500,0.31527100,0.32831500,3.51167700,2.22567200,1.69849900,1.48549300,0.97532700,0.58157500,0.38774400,0.27201500,0.31397000,8.04110600,0.00000000,12.66025600,9.83242700,0.94853000,1.00000000,2125.53815000,0.91328300
03/06/1984,118,8.58066600,20959.15644500,2390.62577200,2095.91564000,526.57193400,38.59121900,1165.20519200,172.50771900,487.74970700,17.68614900,3.36797900,1.21259400,2.65783300,0.36166400,6.97242000,1.42950800,3651.15561200,133.58776200,24.92725300,0.88907500,5.31693400,55.11336500,1.36388300,0.69819300,0.23271400,1270.10747100,7595.61950300,2000.00000000,13.75447900,1.00000000,1.00000000,0.35887900,0.95508600,1.87201800,0.00000000,0.12011200,0.24920000,0.23111000,0.29281400,0.23083300,0.39247000,0.21099700,0.14448300,1.87201800,1800.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12511800,0.21587200,0.22495200,0.24771800,0.26058300,0.27693300,0.29230000,0.31446300,0.32768000,3.51573300,2.23355100,1.71359400,1.50635000,0.99174000,0.59500900,0.39774600,0.27907100,0.32068600,8.08323900,0.00000000,12.25870400,8.55893600,0.93018800,1.00000000,2139.29263000,0.91328300
04/06/1984,119,8.59578000,21035.79540600,2393.81351700,2103.57954000,525.51879100,35.16821200,1158.52154200,172.50771900,502.09725400,17.68614900,3.36124300,1.04098000,2.56221800,0.36166400,7.15244000,1.42451300,3651.15561200,137.51735300,24.92725300,0.81021500,5.39579400,53.18021400,1.28482000,0.68326800,0.23868700,1157.45003700,7708.27693600,2000.00000000,13.22458300,1.00000000,1.00000000,0.33309500,0.95508600,1.76615500,0.00000000,0.09901900,0.22620400,0.21221600,0.27672600,0.22153800,0.38170700,0.20616500,0.14257900,1.76615500,1800.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11937600,0.21484100,0.22357200,0.24627000,0.25890300,0.27544600,0.29114000,0.31367400,0.32705100,3.51995000,2.23903700,1.72679500,1.52529200,1.00696500,0.60798700,0.40745400,0.28594000,0.32724900,8.10888300,0.00000000,11.21653000,7.66389600,0.91003900,1.00000000,2152.51721300,0.91328300
05/06/1984,120,8.61109600,21109.39039300,2396.65325100,2110.93904000,524.46775300,31.69948500,1151.34186300,172.50771900,516.63643100,17.68614900,3.35452100,0.88754700,2.47126700,0.36166400,7.31543200,1.41597300,3651.15561200,141.49942800,24.92725300,0.73030200,5.47570700,51.35101700,1.21531500,0.72257200,0.24474200,1043.28791300,7822.43906100,2000.00000000,13.40121500,1.00000000,1.00000000,0.30590800,0.95508600,1.66805700,0.00000000,0.08016600,0.20542900,0.19481800,0.26158300,0.21265500,0.37126400,0.20144500,0.14069600,1.66805700,1800.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11361700,0.21391900,0.22232600,0.24493600,0.25732100,0.27402500,0.29001400,0.31290300,0.32643000,3.52433100,2.24241500,1.73844300,1.54269300,1.02121900,0.62063100,0.41694800,0.29267200,0.33369700,8.12143800,0.00000000,10.18514200,7.35949900,0.88785000,1.00000000,2165.91842800,0.91328300
06/06/1984,121,8.62791500,21183.97637800,2399.25363600,2118.39764000,523.41881700,27.89020700,1142.83386100,172.50771900,532.60303100,17.68614900,3.34781200,0.73935100,2.41781800,0.36166400,7.43531200,1.39603300,3651.15561200,145.87245500,24.92725300,0.64254200,5.56346700,49.61797000,1.15066600,0.85817700,0.25141800,917.91760700,7947.80936700,2000.00000000,14.71691700,1.00000000,1.00000000,0.27477300,0.95508600,1.57703400,0.00000000,0.06329100,0.18666000,0.17879400,0.24732600,0.20416500,0.36113100,0.19683300,0.13883400,1.57703400,1800.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10798900,0.21309400,0.22120000,0.24370800,0.25583200,0.27266600,0.28892200,0.31214900,0.32581500,3.52887400,2.24394200,1.74880300,1.55890000,1.03471900,0.63300200,0.42631600,0.29932300,0.34007700,8.12317700,0.00000000,8.69121000,7.45859900,0.86267600,1.00000000,2180.63534500,0.91328300
07/06/1984,122,8.64648700,21255.84042300,2401.29682100,2125.58404000,522.37198000,23.79382500,1132.39040000,172.50771900,550.23289700,17.68614900,3.34111600,0.59877800,2.39995100,0.36166400,7.51349300,1.36551100,3651.15561200,150.70102600,24.92725300,0.54816900,5.65784000,47.97398000,1.09232500,0.99727700,0.25886200,783.09821000,8082.62876400,2000.00000000,16.25000000,1.00000000,1.00000000,0.23973200,0.95508600,1.49246200,0.00000000,0.04816100,0.16970300,0.16403500,0.23389800,0.19604400,0.35130000,0.19232700,0.13699400,1.49246200,1800.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10249700,0.21235500,0.22018200,0.24257600,0.25442900,0.27136700,0.28786200,0.31141300,0.32520800,3.53357400,2.24384300,1.75810900,1.57444700,1.04783500,0.64532500,0.43575200,0.30601200,0.34648400,8.07484700,0.00000000,7.20602600,7.18640500,0.83556100,1.00000000,2196.88534500,0.91328300
08/06/1984,123,8.66534400,21319.93985700,2402.60445200,2131.99399000,521.32723600,19.73625700,1120.89924900,172.50771900,568.13399100,17.68614900,3.33443400,0.47660500,2.37802000,0.36166400,7.58448300,1.33498100,3651.15561200,155.60388300,24.92725300,0.45468900,5.75132000,46.41231500,1.04819900,1.00000000,0.26648000,649.55623000,8216.17074400,2000.00000000,16.50000000,1.00000000,1.00000000,0.20335400,0.95508600,1.41374600,0.00000000,0.02918200,0.13043200,0.12710200,0.18692800,0.15906800,0.28874300,0.15877100,0.11420600,1.19443200,1800.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09668900,0.21172400,0.21942300,0.24168900,0.25333700,0.27031900,0.28701100,0.31079100,0.32467800,3.53844900,2.24228100,1.76653800,1.58948500,1.06066300,0.65762100,0.44530300,0.31276700,0.35294300,7.97694800,0.00000000,6.40994300,7.58689600,0.81190400,1.00000000,2213.38534500,0.91328300
09/06/1984,124,8.68563000,21370.13144200,2402.21599600,2137.01314000,520.28458100,15.37129700,1106.66117000,172.50771900,587.39122900,17.68614900,3.32776500,0.36218400,2.35388800,0.36166400,7.65092300,1.30252600,3651.15561200,160.87816900,24.92725300,0.35412800,5.85188100,45.14644200,1.02274800,1.00000000,0.27486600,505.89743300,8359.82954100,2000.00000000,17.75000000,1.00000000,1.00000000,0.16227400,0.95508600,1.35091000,0.00000000,0.01619200,0.10104900,0.09882600,0.14944600,0.12867300,0.23618900,0.13022400,0.09444300,0.95504300,1800.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09107100,0.21116400,0.21885500,0.24099000,0.25249200,0.26947700,0.28633400,0.31026600,0.32421500,3.54349400,2.23947500,1.77437400,1.60423800,1.07335400,0.66998700,0.45504200,0.31963300,0.35948900,7.87357300,0.00000000,5.01915900,7.09961400,0.79691100,1.00000000,2231.13534500,0.91328300
