ApsimVersion = 7.10 r0
format = csv
precision = 8
Title = Maize_Exp1 3N Yr1_3
Date,DaysAfterSowing,Stage,Biomass,GreenWt,BiomassWt,RootGreenWt,LeafGreenWt,StemGreenWt,RachisGreenWt,GrainGreenWt,biomass_n,RootGreenN,LeafGreenN,StemGreenN,RachisGreenN,GrainGreenN,GrainGreenNConc,GrainNo,GrainSize,LeafNo,LAI,SLAI,ESW,SLN,WaterSD,HI,TPLA,SPLA,Height,DeltaTT,nfact_pheno,swdef_pheno,cover_green,cover_tot,sw_supply,sw_uptake(1),sw_uptake(2),sw_uptake(3),sw_uptake(4),sw_uptake(5),sw_uptake(6),sw_uptake(7),sum(sw_uptake),RootDepth,n_total_uptake,n_massflow_uptake,n_diffusion_uptake,n_sd_ratio,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),no3(1),no3(2),no3(3),no3(4),no3(5),no3(6),no3(7),no3_demand,n_supply_soil
(dd/mm/yyyy),(days),(),(kg/ha),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(%),(grains/m^2),(g/1000grain),(leaves),(m2/m2),(m2/m2),(),(g(N)/m2),(),(),(m2),(m2),(mm),(oCd),(),(),(),(),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(g/m^2),(g/m^2),(g/m^2),(),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(g/m^2),(g/m^2)
10/03/1999,20,5.04241600,196.88031800,34.21234300,19.68803000,14.78835500,16.10935300,3.05038700,0.26424700,0.00000000,0.51145200,0.14368900,0.41845000,0.08408200,0.00136100,0.00000000,0.00000000,0.00000000,0.00000000,4.35637000,0.26732800,0.00635500,287.67051700,1.56530200,1.00000000,0.00000000,398.99739700,9.48495800,8.78381400,15.68000000,1.00000000,1.00000000,0.12511600,0.12789200,9.92379400,0.08456200,0.14601200,0.33856000,0.00234300,-0.00000000,-0.00000000,-0.00000000,0.57147700,676.51468500,0.10226600,0.01507000,0.08719600,0.53977000,0.35733100,0.42806200,0.46383000,0.45349300,0.42129600,0.43703300,0.40864900,26.07373600,19.24992800,26.18504000,15.41372600,10.35998600,6.17549100,2.28985200,0.18946200,0.10226600
11/03/1999,21,5.07119300,241.25001100,40.01265800,24.12500000,16.22297800,19.33596000,3.99582800,0.45789200,0.00000000,0.61058200,0.15910000,0.48570800,0.11322400,0.00264200,0.00000000,0.00000000,0.00000000,0.00000000,4.59760100,0.30738100,0.00748800,282.88655500,1.58015100,1.00000000,0.00000000,458.77730700,11.17611600,11.38204300,16.05500000,1.00000000,1.00000000,0.14246300,0.14566700,10.09899100,0.11121400,0.19903200,0.47542800,0.01320900,-0.00000000,-0.00000000,-0.00000000,0.79888300,709.51468500,0.11482900,0.02054500,0.09428300,0.54912500,0.35298500,0.42640900,0.46074100,0.45020500,0.41798200,0.43431800,0.40734900,25.87537600,18.89948100,25.62924800,15.24879600,10.29421300,6.19955700,2.36863300,0.20911200,0.11482900
12/03/1999,22,5.10101800,284.66042300,45.67922400,28.46604000,17.62307600,22.39636700,4.99685800,0.66292200,0.00000000,0.71728600,0.17380900,0.55888300,0.14374800,0.00413900,0.00000000,0.00000000,0.00000000,0.00000000,4.84460100,0.35269100,0.00866200,278.15189400,1.58462600,1.00000000,0.00000000,526.40470100,12.92889400,14.90980800,16.64000000,1.00000000,1.00000000,0.16167200,0.16529500,10.25169200,0.08531100,0.15794800,0.38078900,0.02599100,-0.00000000,-0.00000000,-0.00000000,0.65003900,742.51468500,0.12173100,0.01624500,0.10548600,0.53574800,0.34912700,0.42501200,0.45891000,0.44721300,0.41477700,0.43145600,0.40558100,25.67071300,18.53677700,25.11945500,15.04940200,10.22567900,6.20933600,2.43336900,0.22721700,0.12173100
13/03/1999,23,5.13042200,345.59326300,53.67193600,34.55933000,19.59861400,26.58978500,6.51057700,0.97296100,0.00000000,0.84883200,0.19217700,0.64388900,0.18655300,0.00637900,0.00000000,0.00000000,0.00000000,0.00000000,5.10060100,0.40448700,0.00982000,273.87641900,1.59186600,1.00000000,0.00000000,603.71220300,14.65691900,18.64499500,16.40500000,1.00000000,1.00000000,0.18310400,0.18710500,10.48961400,0.12782100,0.24446100,0.58965300,0.07630000,-0.00000000,-0.00000000,-0.00000000,1.03823600,775.51468500,0.15026100,0.02506800,0.12519400,0.54550200,0.34524200,0.42302800,0.45661600,0.44479400,0.41185900,0.42857700,0.40348000,25.41049000,18.10248800,24.52019900,14.82394500,10.16006500,6.20793900,2.48509700,0.27545500,0.15026100
14/03/1999,24,5.16017600,421.04692700,63.58762100,42.10469000,22.04938700,31.63006100,8.52302400,1.38514900,0.00000000,1.00543700,0.21491200,0.73754800,0.24481400,0.00954100,0.00000000,0.00000000,0.00000000,0.00000000,5.35298600,0.46057200,0.01099200,269.54258000,1.60137300,1.00000000,0.00000000,687.42129700,16.40548400,24.29320000,16.60000000,1.00000000,1.00000000,0.20569400,0.21004700,10.80213800,0.16422600,0.32416900,0.78238700,0.16433000,-0.00000000,-0.00000000,-0.00000000,1.43511100,808.51468500,0.17972400,0.03323700,0.14648700,0.55094400,0.34131400,0.42050700,0.45369400,0.44280800,0.40930800,0.42579600,0.40117500,25.09838500,17.59904500,23.82174700,14.55843500,10.10130800,6.19858600,2.52526700,0.32621200,0.17972400
15/03/1999,25,5.18999200,508.44004400,75.08301900,50.84400000,24.88926100,37.29011100,11.00926800,1.89437900,0.00000000,1.18716900,0.24174100,0.84057100,0.31792200,0.01360600,0.00000000,0.00000000,0.00000000,0.00000000,5.60837100,0.52250300,0.01216600,265.14838400,1.60874100,1.00000000,0.00000000,779.85477100,18.15773500,31.80232800,16.63500000,1.00000000,1.00000000,0.22991300,0.23458300,11.18985000,0.18816500,0.38320200,0.92553300,0.28812400,-0.00000000,-0.00000000,-0.00000000,1.78502400,841.51468500,0.20899200,0.03938700,0.16960500,0.55201700,0.33738300,0.41759200,0.45031200,0.44100500,0.40710500,0.42318900,0.39877900,24.73924800,17.03232800,23.03291900,14.22954200,10.04992100,6.18394500,2.55547700,0.37859700,0.20899200
16/03/1999,26,5.22018500,598.53816600,86.92976300,59.85382000,27.81272100,42.93334100,13.73171300,2.45198800,0.00000000,1.38828900,0.27076600,0.95205500,0.40126500,0.01833800,0.00000000,0.00000000,0.00000000,0.00000000,5.86429400,0.58986900,0.01335500,260.73714800,1.61401000,1.00000000,0.00000000,880.40207100,19.93210700,41.07935700,16.84500000,1.00000000,1.00000000,0.25542000,0.26037500,11.65818900,0.19507000,0.40987900,0.99078400,0.43033800,-0.00000000,-0.00000000,-0.00000000,2.02607100,874.51468500,0.23062800,0.04232100,0.18830600,0.55051100,0.33352900,0.41449900,0.44673300,0.43926900,0.40518500,0.42078800,0.39638100,24.35282900,16.42739900,22.18969000,13.82937700,10.00478500,6.16586200,2.57726000,0.41893400,0.23062800
17/03/1999,27,5.25091600,663.15230400,95.38243000,66.31523000,29.88936200,46.82201400,15.79621500,2.87483800,0.00000000,1.57918800,0.29464300,1.06876800,0.46986300,0.02234100,0.00000000,0.00000000,0.00000000,0.00000000,6.12344700,0.66349700,0.01456500,256.40499500,1.61081000,1.00000000,0.00000000,990.29457400,21.73808000,51.23773600,17.14500000,1.00000000,1.00000000,0.28233200,0.28754000,12.21166300,0.08552300,0.18546900,0.44847800,0.26008800,-0.00000000,-0.00000000,-0.00000000,0.97955900,907.51468500,0.21531800,0.01927100,0.19604700,0.52342300,0.33050800,0.41290700,0.44487000,0.43851200,0.40362900,0.41864000,0.39405900,24.01672900,15.88052500,21.42934400,13.40294600,9.96951900,6.14659500,2.59217500,0.41136400,0.21531800
18/03/1999,28,5.28096500,736.47333400,104.99308800,73.64733000,32.24917700,51.09877600,18.26470300,3.38043200,0.00000000,1.78734300,0.31897500,1.19766000,0.54319800,0.02672000,0.00000000,0.00000000,0.00000000,0.00000000,6.38721700,0.74402100,0.01574800,253.41803700,1.60971200,1.00000000,0.00000000,1110.47909300,23.50402500,58.94110500,16.76500000,1.00000000,1.00000000,0.31065300,0.31605900,12.83945000,0.08066800,0.18052300,0.43672300,0.31498800,0.00002800,-0.00000000,-0.00000000,1.01293000,940.51468500,0.23307600,0.01880700,0.21426900,0.52102100,0.32762900,0.41134500,0.44306800,0.43756000,0.40254000,0.41681000,0.39188400,23.65826000,15.30415900,20.62911400,12.89775900,9.93874600,6.12890200,2.60192500,0.44734500,0.23307600
19/03/1999,29,5.30672200,819.03257000,115.84068500,81.90326000,34.90913400,55.76847700,21.18459200,3.97848200,0.00000000,2.01687300,0.34542900,1.33607200,0.62783800,0.03186500,0.00000000,0.00000000,0.00000000,0.00000000,6.64514000,0.82829000,0.01676200,250.66867800,1.61304800,1.00000000,0.00000000,1236.25394600,25.01770200,68.15187800,14.37009000,1.00000000,1.00000000,0.33909500,0.34461100,12.94753300,0.09828100,0.22695100,0.54935400,0.42042300,0.00243500,-0.00000000,-0.00000000,1.29744500,973.51468500,0.25662100,0.02309500,0.23352700,0.52355900,0.32473000,0.40947400,0.44090700,0.43624800,0.40177000,0.41530100,0.38990900,23.26181600,14.68180700,19.76464800,12.34651700,9.87097500,6.11391000,2.60799900,0.49014800,0.25662100
