ApsimVersion = 7.10 r0
format = csv
precision = 8
Title = Maize_K841_K841QK6D
Date,DaysAfterSowing,Stage,Biomass,GreenWt,BiomassWt,RootGreenWt,LeafGreenWt,StemGreenWt,RachisGreenWt,GrainGreenWt,biomass_n,RootGreenN,LeafGreenN,StemGreenN,RachisGreenN,GrainGreenN,GrainGreenNConc,GrainNo,GrainSize,LeafNo,LAI,SLAI,ESW,SLN,WaterSD,HI,TPLA,SPLA,Height,DeltaTT,nfact_pheno,swdef_pheno,cover_green,cover_tot,sw_supply,sw_uptake(1),sw_uptake(2),sw_uptake(3),sw_uptake(4),sw_uptake(5),sw_uptake(6),sw_uptake(7),sw_uptake(8),sw_uptake(9),sum(sw_uptake),RootDepth,n_total_uptake,n_massflow_uptake,n_diffusion_uptake,n_sd_ratio,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),sw(8),sw(9),no3(1),no3(2),no3(3),no3(4),no3(5),no3(6),no3(7),no3(8),no3(9),no3_demand,n_supply_soil,RUE,TE,nfact_photo,temp_stress,AccumTT,GrainTempFactor
(dd/mm/yyyy),(days),(),(kg/ha),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(%),(grains/m^2),(g/1000grain),(leaves),(m2/m2),(m2/m2),(),(g(N)/m2),(),(),(m2),(m2),(mm),(oCd),(),(),(),(),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(g/m^2),(g/m^2),(g/m^2),(),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(g/m^2),(g/m^2),(),(),(),(),(oCd),()
11/03/1984,108,8.53668600,21392.54560800,2393.73353900,2139.25456000,520.20056200,27.74019300,1179.08823200,188.22826100,478.47629000,18.25109700,3.61276000,0.92141500,2.96530600,0.38488700,6.83614500,1.42873200,3934.31669400,121.61611000,25.93812800,0.62811500,5.89270800,156.29134800,1.46695200,1.00000000,0.22366500,897.30765800,8418.15358200,2000.00000000,19.90000000,1.00000000,1.00000000,0.26952300,0.96162700,9.40197300,0.32797400,0.30874000,0.27082700,0.19082100,0.15355100,0.09242900,0.11330000,0.06261300,0.03711900,1.55737300,1800.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29781400,0.31149100,0.31719400,0.32472800,0.33197600,0.33238400,0.32562200,0.34279100,0.35457300,2.91272000,2.39168500,1.85984000,1.36607400,0.89021700,0.55339900,0.43141000,0.21100900,0.14965800,7.63311500,0.00000000,8.12855100,49.07263700,0.95001300,1.00000000,2165.19590800,0.95396900
12/03/1984,109,8.55925700,21496.92810800,2397.51453500,2149.69281000,519.16016100,22.12334100,1166.43766400,188.22826100,501.56510900,18.25109700,3.60553400,0.68215800,2.79357400,0.38488700,7.10902500,1.41736800,3934.31669400,127.48468100,25.93812800,0.50093400,6.01988900,156.24860800,1.36177100,1.00000000,0.23331900,715.62021600,8599.84102400,2000.00000000,19.75000000,1.00000000,1.00000000,0.22156300,0.96162700,9.35383200,0.45559900,0.43600600,0.38445100,0.27087900,0.21797300,0.13120700,0.16083500,0.08888200,0.05361200,2.19944500,1800.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29460600,0.31010700,0.31643700,0.32419400,0.33154700,0.33212500,0.32546400,0.34270400,0.35582100,3.00487100,2.52416800,1.97343300,1.46485800,0.96929100,0.60664200,0.47980100,0.23142900,0.15965100,7.66277300,0.00000000,10.43825000,44.39193600,0.92971100,1.00000000,2184.94590800,0.95396900
13/03/1984,110,8.58200000,21585.85297400,2399.70918900,2158.58530000,518.12184100,16.46382900,1152.06597400,188.22826100,524.82928500,18.25109700,3.59832300,0.48241700,2.63631700,0.38488700,7.34160300,1.39885500,3934.31669400,133.39782400,25.93812800,0.37278700,6.14803600,155.84153400,1.29408300,1.00000000,0.24313600,532.55287300,8782.90836700,2000.00000000,19.90000000,1.00000000,1.00000000,0.17005300,0.96162700,9.33796200,0.34512800,0.33150700,0.29246600,0.20606800,0.16582000,0.09981400,0.12144400,0.06761600,0.04049600,1.67035900,1800.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29488800,0.31074900,0.31705000,0.32462600,0.33189500,0.33233500,0.32503100,0.34277500,0.35532700,3.15275700,2.66670600,2.07988800,1.55041800,1.03369900,0.64916700,0.51663200,0.24823200,0.16832800,7.69285800,0.00000000,8.89248700,49.71249100,0.91266000,1.00000000,2204.84590800,0.95396900
14/03/1984,111,8.60480000,21651.89143000,2399.69223100,2165.18914000,517.08559700,10.87926800,1135.34719100,188.22826100,548.15191400,18.25109700,3.59112600,0.31569100,2.49285900,0.38488700,7.53945200,1.37543100,3934.31669400,139.32582400,25.93812800,0.24633700,6.27448600,156.18879700,1.28154100,1.00000000,0.25316600,351.90997000,8963.55127000,2000.00000000,19.95000000,1.00000000,1.00000000,0.11588500,0.96162700,9.34665500,0.24413700,0.23431300,0.20669400,0.14563400,0.11719000,0.07054100,0.08647000,0.04778600,0.02882300,1.18158900,1800.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29566000,0.31140800,0.31762200,0.32502900,0.33221900,0.33253000,0.32571200,0.34284100,0.35590400,2.99210700,2.76463700,2.24177400,1.70737100,1.16900300,0.74642600,0.61161700,0.28767100,0.18448400,7.69671900,0.00000000,6.60384600,52.23800800,0.90909300,1.00000000,2224.79590800,0.95396900
15/03/1984,112,8.62794300,21680.54677900,2396.06635600,2168.05468000,516.05142600,5.42203000,1114.53938000,188.22826100,571.82526000,18.25109700,3.58394400,0.17266800,2.38422900,0.38488700,7.68643700,1.34419300,3934.31669400,145.34296700,25.93812800,0.12277000,6.39805300,156.65329000,1.40643300,1.00000000,0.26375000,175.38554000,9140.07570000,2000.00000000,20.25000000,1.00000000,1.00000000,0.05953900,0.96162700,9.40239400,0.13040100,0.12252400,0.10767900,0.07587000,0.06105100,0.03674900,0.04504800,0.02489500,0.01501600,0.61923200,1800.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29913100,0.31253800,0.31828200,0.32549400,0.33259300,0.33275500,0.32585000,0.34291700,0.35595000,2.60179900,2.71186000,2.39734100,1.92477800,1.38549900,0.91853000,0.79384600,0.37053900,0.21688700,7.67012600,0.00000000,2.86553500,43.51017700,0.93915600,1.00000000,2245.04590800,0.95396900
16/03/1984,113,12.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,156.65745200,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20.00000000,1.00000000,1.00000000,0.00000000,0.00000000,9.40289300,0.05925600,0.05569200,0.04893100,0.03447600,0.02774300,0.01670000,0.02047000,0.01131300,0.00682300,0.28140500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29960500,0.31301200,0.31867400,0.32577000,0.33281500,0.33288900,0.32593200,0.34296200,0.35597700,2.44811200,2.65628500,2.48269200,2.08012400,1.55477700,1.06254300,0.95515300,0.44894500,0.24978000,7.58089600,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,2265.04590800,1.00000000
17/03/1984,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,156.65745200,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.05925600,0.05569200,0.04893100,0.03447600,0.02774300,0.01670000,0.02047000,0.01131300,0.00682300,0.28140500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30193700,0.31600000,0.31900000,0.32600000,0.33300000,0.33300000,0.32600000,0.34300000,0.35600000,0.55877900,1.89350300,2.03073300,1.94034000,1.60399200,1.21483900,1.15130100,0.55976000,0.30946500,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
18/03/1984,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,156.65745200,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.05925600,0.05569200,0.04893100,0.03447600,0.02774300,0.01670000,0.02047000,0.01131300,0.00682300,0.28140500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30102900,0.31600000,0.31900000,0.32600000,0.33300000,0.33300000,0.32600000,0.34300000,0.35600000,0.26738100,1.34992100,1.64346000,1.65559600,1.40281800,1.08791800,0.97445100,0.44646600,0.25463800,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
19/03/1984,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,156.65745200,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.05925600,0.05569200,0.04893100,0.03447600,0.02774300,0.01670000,0.02047000,0.01131300,0.00682300,0.28140500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29957200,0.31021300,0.31411100,0.32467800,0.33300000,0.33300000,0.32343700,0.34300000,0.35420600,0.25909100,1.02344300,1.30321200,1.37587400,1.17400800,0.91719300,0.69501400,0.29647700,0.17931100,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
20/03/1984,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,156.65745200,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.05925600,0.05569200,0.04893100,0.03447600,0.02774300,0.01670000,0.02047000,0.01131300,0.00682300,0.28140500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29932800,0.30864200,0.31127800,0.32229800,0.33250900,0.33265600,0.32196100,0.34227300,0.35285300,0.25791200,0.76579200,1.01129500,1.11343100,0.96103800,0.75812800,0.43728000,0.15074600,0.10863500,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
21/03/1984,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,156.65745200,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.05925600,0.05569200,0.04893100,0.03447600,0.02774300,0.01670000,0.02047000,0.01131300,0.00682300,0.28140500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30176200,0.31229100,0.31198700,0.32208100,0.33220900,0.33234300,0.32140800,0.34166800,0.35202300,0.21043300,0.55996300,0.77180600,0.89262400,0.77023400,0.61386300,0.20892900,0.01506700,0.04419500,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
