ApsimVersion = 7.10 rfe34a9f26db4a824bcfbc8bf7b5866b27e75688a
precision = 8
Title = Maize_Exp1 3N Yr1_1
           Date DaysAfterSowing          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize         LeafNo            LAI           SLAI            ESW            SLN        WaterSD             HI           TPLA           SPLA         Height    cover_green      cover_tot      sw_supply      RootDepth            NO3    nfact_photo          Yield     GrainYield            RUE             TE          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)            vpd     transp_eff       sw_avail
   (dd/mm/yyyy)          (days)             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)       (leaves)        (m2/m2)        (m2/m2)             ()      (g(N)/m2)             ()             ()           (m2)           (m2)           (mm)             ()             ()           (mm)           (mm)        (kg/ha)             ()        (kg/ha)             ()             ()             ()        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)             ()         (g/m2)           (mm)
     23/03/1999              33     5.42531200  1225.06263000   169.01698900   122.50626000    48.00316700    76.59389900    37.16589300     7.25403100     0.00000000     2.66463900     0.42148100     1.81325000     0.77159700     0.04156100     0.00000000      0.00000000     0.00000000     0.00000000     7.65495700     1.20017400     0.02478400   238.05310100     1.51082200     1.00000000     0.00000000  1791.30438100    36.99046100   124.53052500     0.45123600     0.45799400    12.88921000  1105.51468500    32.96888700     0.95667800     0.00000000     0.00000000     9.20420100   128.85042000     0.31317200     0.39976400     0.42970100     0.42857700     0.39981800     0.41163700     0.38424000     0.90029100     9.99676600   157.16674400
     24/03/1999              34     5.44851400  1361.54717400   186.95119400   136.15472000    52.41115000    83.07632000    43.01224700     8.45147700     0.00000000     2.79065000     0.43628800     1.92105400     0.78603600     0.04250100     0.00000000      0.00000000     0.00000000     0.00000000     7.88411100     1.29325600     0.02668600   236.30849800     1.48544000     1.00000000     0.00000000  1930.23293900    39.83047600   138.67871100     0.47619100     0.48313400    13.12049800  1138.51468500    31.62476500     0.95293500     0.00000000     0.00000000    13.64845400    83.20535200     0.31038100     0.39714100     0.42669200     0.42623100     0.39938000     0.41114600     0.38331200     1.41919300     6.34163100   160.79841300
     25/03/1999              35     5.47354600  1515.76177900   207.22236700   151.57618000    57.39541000    90.17748700    49.80641600     9.84305400     0.00000000     2.92229700     0.45260900     2.02130600     0.81266800     0.04424900     0.00000000      0.00000000     0.00000000     0.00000000     8.08326200     1.37585800     0.02873900   233.43913300     1.46912400     1.00000000     0.00000000  2053.51999200    42.89439600   160.49346900     0.49738400     0.50455500    13.31224800  1171.51468500    30.21194100     0.95036500     0.00000000     0.00000000    15.42146100    71.70195000     0.30742500     0.39386900     0.42289900     0.42323000     0.39847100     0.41078000     0.38255900     1.67094800     5.38616400   163.24018900
     26/03/1999              36     5.50001000  1686.11212000   229.61942600   168.61121000    62.90218000    97.81423800    57.48685200    11.41615500     0.00000000     3.05576800     0.46969700     2.12815200     0.83468500     0.04570700     0.00000000      0.00000000     0.00000000     0.00000000     8.29811400     1.46667300     0.03091000   229.94565600     1.45100700     1.00000000     0.00000000  2189.06409800    46.13376900   185.84484900     0.51969600     0.52706200    13.50962300  1204.51468500    28.77327900     0.94735000     0.00000000     0.00000000    17.03503400    75.46327200     0.30450900     0.39053400     0.41903300     0.42015200     0.39713600     0.41052100     0.38195500     1.61120200     5.58589000   164.96800900
     27/03/1999              37     5.52692400  1861.53575300   252.67617600   186.15358000    68.56535600   105.45088500    65.58510200    13.07483300     0.00000000     3.18489000     0.48644600     2.23937700     0.84849800     0.04663100     0.00000000      0.00000000     0.00000000     0.00000000     8.52526900     1.56428700     0.03311700   226.33560600     1.43156400     1.00000000     0.00000000  2334.75748600    49.42805200   214.50318900     0.54257600     0.55008800    13.70917400  1237.51468500    27.37504800     0.94391700     0.00000000     0.00000000    17.54236300    76.96445400     0.30167300     0.38725600     0.41523800     0.41711100     0.39540900     0.41033600     0.38147800     1.60311100     5.61408400   166.37979700
     28/03/1999              38     5.55685200  2049.98763900   277.44378600   204.99876000    74.64713700   113.40473000    74.49264800    14.89927000     0.00000000     3.32181800     0.50337700     2.43707000     0.78412700     0.04663100     0.00000000      0.00000000     0.00000000     0.00000000     8.94236200     1.74663500     0.03557100   222.70646700     1.39529500     1.00000000     0.00000000  2606.91816000    53.09138200   244.72053500     0.58243600     0.58979700    13.53890400  1270.51468500    25.90336600     0.93692200     0.00000000     0.00000000    18.84518900    49.42935600     0.29831100     0.38211500     0.40916800     0.41220500     0.39227400     0.41018300     0.38110500     2.46513700     3.65091300   167.19928200
     29/03/1999              39     5.58257300  2159.72460800   291.40980000   215.97246000    78.11916300   117.39427100    79.89134000    16.00502600     0.00000000     3.43271300     0.51599800     2.58535300     0.73382700     0.04663100     0.00000000      0.00000000     0.00000000     0.00000000     9.40618000     1.90769100     0.04336700   217.08546800     1.35522600     1.00000000     0.00000000  2847.29992000    64.72630300   277.95764200     0.61474300     0.62300700    13.12320700  1303.51468500    24.73363500     0.92821400     0.00000000     0.00000000    10.97369700   186.15844900     0.29625500     0.38111200     0.40815600     0.41138000     0.39193800     0.41007000     0.38081200     0.63445300    14.18543900   165.98985900
     30/03/1999              40     5.60937800  2280.17248400   306.79195500   228.01725000    81.93770500   121.52748500    86.05857100    17.26819400     0.00000000     3.54595500     0.52830700     2.73348400     0.68564800     0.04663100     0.00000000      0.00000000     0.00000000     0.00000000     9.80479200     2.06890800     0.05155800   215.88918300     1.32122000     1.00000000     0.00000000  3087.92311200    76.95259500   298.10202000     0.64458000     0.65362500    13.11154200  1336.51468500    23.54139700     0.91992500     0.00000000     0.00000000    12.04478800   106.78468800     0.29406500     0.37946600     0.40635600     0.40991000     0.39114100     0.40994400     0.38058300     1.10506400     8.14432700   169.17077800
     31/03/1999              41     5.63624600  2429.47213700   325.85675500   242.94721000    86.70071800   126.32910000    93.94371400    18.88322300     0.00000000     3.65637200     0.53996800     2.87035400     0.64158100     0.04663100     0.00000000      0.00000000     0.00000000     0.00000000    10.22020800     2.22788400     0.06263700   214.01672000     1.28837700     1.00000000     0.00000000  3325.19999100    93.48734100   321.11407500     0.67173800     0.68185900    13.07888700  1369.51468500    22.38196200     0.91105400     0.00000000     0.00000000    14.92996500    84.13355400     0.29172300     0.37707300     0.40363700     0.40768100     0.38979900     0.40972900     0.38040800     1.39908500     6.43277600   171.65834100
     01/04/1999              42     5.66330500  2601.56346900   347.95744300   260.15635000    92.20633000   131.64710200   103.30368400    20.80032600     0.00000000     3.76395700     0.55121000     3.00091500     0.60126200     0.04663100     0.00000000      0.00000000     0.00000000     0.00000000    10.63659700     2.38010600     0.07373800   211.32429900     1.26083200     1.00000000     0.00000000  3552.39785300   110.05723100   350.53625500     0.69579500     0.70680600    13.01468100  1402.51468500    21.25401100     0.90289900     0.00000000     0.00000000    17.20913300    67.06547500     0.28920800     0.37380500     0.39983900     0.40455400     0.38780300     0.40929400     0.38028600     1.74653400     5.15306300   173.31780000
     02/04/1999              43     5.69153500  2763.69453100   368.82254900   276.36945000    97.37224300   136.43315500   112.36159200    22.65556000     0.00000000     3.87189700     0.56242400     3.13139500     0.56311500     0.04757700     0.00000000      0.00000000     0.00000000     0.00000000    11.05594800     2.52676500     0.08325600   207.63018400     1.23929000     1.00000000     0.00000000  3771.29071200   124.26281300   385.46151700     0.71730400     0.72883000    12.90540500  1435.51468500    20.11831700     0.89603100     0.00000000     0.00000000    16.21310600    72.26300200     0.28685900     0.37099500     0.39660000     0.40187000     0.38610100     0.40875200     0.38020000     1.60730400     5.59943700   173.97155500
     03/04/1999              44     5.71977500  2879.38854500   384.00696100   287.93885000   100.99540100   140.01279800   118.98632900    24.01243300     0.00000000     3.97549500     0.57310100     3.26651800     0.52850400     0.05042600     0.00000000      0.00000000     0.00000000     0.00000000    11.49344800     2.65005700     0.08341000   204.39355100     1.23262200     1.00000000     0.00000000  3955.30905000   124.49296500   419.25967400     0.73420500     0.74506200    12.87379900  1468.51468500    19.03157800     0.89381400     0.00000000     0.00000000    11.56940100   142.50795000     0.28493900     0.36984200     0.39539700     0.40086200     0.38558800     0.40845100     0.38014000     0.81303700    11.06961100   175.05290300
     04/04/1999              45     5.74744000  3009.65594700   400.89989900   300.96559000   105.09223400   143.60882100   126.62239700    25.57644700     0.00000000     4.07345100     0.58308400     3.38504100     0.49787900     0.05371100     0.00000000      0.00000000     0.00000000     0.00000000    11.93108700     2.77066900     0.08786000   203.01803200     1.22174100     1.00000000     0.00000000  4135.32703700   131.13428500   443.97885100     0.74976000     0.76051500    13.03384400  1501.51468500    18.00653100     0.89010000     0.00000000     0.00000000    13.02674000   110.23542200     0.28297700     0.36829600     0.39370600     0.39944700     0.38477400     0.40793200     0.38009800     1.06412800     8.45762900   177.94625500
     05/04/1999              46     5.77518600  3145.09362600   418.29648300   314.50936000   109.35149300   146.97419000   134.73312000    27.23768000     0.00000000     4.16763700     0.59264100     3.48062900     0.48096700     0.05719900     0.00000000      0.00000000     0.00000000     0.00000000    12.35983700     2.88017500     0.09582500   201.15631100     1.20847800     1.00000000     0.00000000  4298.76822100   143.02212000   472.47164900     0.76309300     0.77417600    13.18292200  1534.51468500    17.02108400     0.88540800     0.00000000     0.00000000    13.54376800   140.40776300     0.28110900     0.36700600     0.39232900     0.39828900     0.38413700     0.40740000     0.38006900     0.84501200    10.65073100   180.24185900
     06/04/1999              47     5.80516400  3401.33324000   450.93437700   340.13332000   117.58869700   152.52914500   150.37507900    30.44145500     0.00000000     4.26383100     0.60279000     3.48457000     0.53139600     0.06392700     0.00000000      0.00000000     0.00000000     0.00000000    12.78983700     2.94815200     0.11946900   200.10611300     1.18195100     1.00000000     0.00000000  4400.22722400   178.31161000   502.73553500     0.77101000     0.78428800    13.17560200  1567.51468500    16.01165600     0.87545200     0.00000000     0.00000000    25.62396100    85.16698900     0.28234200     0.36355600     0.38826500     0.39488300     0.38185400     0.40581000     0.38004500     1.39232800     6.46399200   181.50938800
     07/04/1999              48     5.82821300  3640.46253900   480.96711000   364.04625000   125.24478700   157.00543100   165.23237600    33.48451500     0.00000000     4.33235700     0.60989400     3.45606600     0.57932900     0.07031700     0.00000000      0.00000000     0.00000000     0.00000000    13.25442100     2.99887400     0.14881300   195.60258100     1.15245500     1.00000000     0.00000000  4475.93178500   222.10826000   561.10107400     0.77674400     0.79275300    12.81967100  1600.51468500    15.30499800     0.86343800     0.00000000     0.00000000    23.91293000    76.06527700     0.27855700     0.36007700     0.38416000     0.39141900     0.37949900     0.40416600     0.38001400     1.51681600     5.93348100   179.32131900
     08/04/1999              49     5.84825900  3816.52355300   503.25632600   381.65236000   130.80431100   160.32357800   176.36395900    35.76447800     0.00000000     4.38895300     0.61570700     3.44922800     0.61411500     0.07510500     0.00000000      0.00000000     0.00000000     0.00000000    13.61162100     3.03527100     0.16540500   191.26800900     1.13638200     1.00000000     0.00000000  4530.25472900   246.87290500   616.53875700     0.78077000     0.79817200    12.48926100  1633.51468500    14.72701100     0.85644700     0.00000000     0.00000000    17.60610100    91.64544200     0.27657500     0.35793600     0.38171000     0.38933200     0.37813200     0.40315000     0.37998400     1.22650200     7.33794000   177.30207900
     09/04/1999              50     5.87119500  3979.94101600   524.50713200   397.99410000   135.93547800   163.83926600   186.82523800    37.90715000     0.00000000     4.46445000     0.62407000     3.48296600     0.64540000     0.07960500     0.00000000      0.00000000     0.00000000     0.00000000    13.92228300     3.07664600     0.16957600   242.50924700     1.13206600     1.00000000     0.00000000  4592.00864400   253.09803400   658.07452400     0.78525900     0.80271600    17.69407600  1666.51468500    13.51318600     0.85451400     0.00000000     0.00000000    16.34174600   114.82014900     0.44486500     0.46103000     0.41955300     0.38797400     0.37716000     0.40237000     0.37996500     1.38692300     6.48918600   230.85527500
     10/04/1999              51     5.89388700  4097.12708800   539.70007400   409.71271000   139.53074800   166.30653100   194.40347600    39.45931900     0.00000000     4.53398400     0.63176700     3.52511000     0.66628600     0.08286500     0.00000000      0.00000000     0.00000000     0.00000000    14.27774200     3.12076700     0.17184500   239.51759300     1.12956500     1.00000000     0.00000000  4657.86172200   256.48514100   697.10913100     0.78994500     0.80723900    17.47313000  1699.51468500    12.40925800     0.85338400     0.00000000     0.00000000    11.71860700   269.17065500     0.43050400     0.45735100     0.42526200     0.38767600     0.37694900     0.40205900     0.37998300     0.58423200    15.40483300   230.17362100
     11/04/1999              52     5.91517200  4257.13417800   560.42235600   425.71342000   144.53192000   169.42400800   204.86449100    41.60193700     0.00000000     4.59570400     0.63858700     3.54429800     0.69690700     0.08736400     0.00000000      0.00000000     0.00000000     0.00000000    14.62940900     3.15141400     0.17704600   238.12313500     1.12466900     1.00000000     0.00000000  4703.60262100   264.24747700   725.38610800     0.79313900     0.81066400    17.39754700  1732.51468500    11.52933100     0.85114600     0.00000000     0.00000000    16.00070900   119.25856200     0.41798000     0.45026200     0.42806600     0.38648200     0.37604600     0.40132500     0.37992300     1.31292800     6.85490700   231.08916300
     12/04/1999              53     5.93557300  4448.33960600   585.12886400   444.83396000   150.55263600   172.89527000   217.49255200    44.18840700     0.00000000     4.65235100     0.64488700     3.54656100     0.73454000     0.09279600     0.00000000      0.00000000     0.00000000     0.00000000    14.95927900     3.17350000     0.18502600   235.04389600     1.11755500     1.00000000     0.00000000  4736.56770600   276.15772000   764.41973900     0.79541100     0.81348900    17.18672600  1765.51468500    10.85910600     0.84783900     0.00000000     0.00000000    19.12054300   111.82770200     0.40804400     0.44229800     0.42848200     0.38494100     0.37486900     0.40037900     0.37984400     1.38320400     6.50663200   230.32135300
     13/04/1999              54     5.95700900  4662.92739100   612.86598100   466.29274000   157.33292700   176.62348400   231.79229900    47.11727100     0.00000000     4.70951100     0.65142200     3.54244200     0.77687200     0.09894600     0.00000000      0.00000000     0.00000000     0.00000000    15.27544000     3.19225900     0.19409800   231.25815600     1.10969800     1.00000000     0.00000000  4764.56581400   289.69831900   811.53936800     0.79732100     0.81606600    16.92553600  1798.51468500    10.23106200     0.84410800     0.00000000     0.00000000    21.45877800    92.12430000     0.39983100     0.43347100     0.42623400     0.38279800     0.37323800     0.39914300     0.37965500     1.65352500     5.44291800   228.84772300
     14/04/1999              55     5.98021500  4903.97800400   643.98581200   490.39780000   164.97293200   180.52691500   248.04070700    50.44525800     0.00000000     4.76851800     0.65839300     3.53133300     0.82442300     0.10593500     0.00000000      0.00000000     0.00000000     0.00000000    15.60765900     3.20933100     0.20521300   226.34254100     1.10033300     1.00000000     0.00000000  4790.04651600   306.28810200   864.89666700     0.79904300     0.81864000    16.57840000  1800.00000000     9.59754800     0.83955300     0.00000000     0.00000000    24.10506100    85.49207000     0.39030400     0.42668500     0.42191500     0.38020000     0.37126300     0.39768800     0.37933400     1.74525700     5.15683500   226.23900500
     15/04/1999              56     6.00000000  5055.26223300   663.77666800   505.52622000   169.63536500   180.52691500   260.59729800    53.01709000     0.00000000     4.81709800     0.66611400     3.53137000     0.86704100     0.11186000     0.00000000      0.00000000     0.00000000     0.00000000    15.96728700     3.20933100     0.20521300   221.07235300     1.10034500     1.00000000     0.00000000  4790.04651600   306.28810200   925.52502400     0.79904300     0.81864000    16.14658300  1800.00000000     9.06651500     0.83955800     0.00000000     0.00000000    15.12842300   111.90895300     0.38530700     0.42361100     0.41959500     0.37905500     0.37038600     0.39694200     0.37919500     1.29854900     6.93081300   221.07235300
     16/04/1999              57     7.00000000  5259.78899600   685.66945700   525.97890000   171.07547700   180.52691500   281.04997500    53.01709000     0.00000000     4.85486700     0.68318700     3.53137000     0.89812100     0.11854900     0.00000000      0.00000000     0.00000000     0.00000000    16.30067000     3.20933100     0.20521300   218.07276500     1.10034500     1.00000000     0.00000000  4790.04651600   306.28810200   972.37799100     0.79904300     0.81864000    15.88133500  1800.00000000     8.55316500     0.83955800     0.00000000     0.00000000    20.45267600    85.07067500     0.37766300     0.41887500     0.41563000     0.37691000     0.36875400     0.39571100     0.37890900     1.68015600     5.35664500   218.07276500
     17/04/1999              58     7.08694100  5378.68259000   698.25104000   537.86826000   171.76770100   180.52691500   292.93933400    53.01709000     0.00000000     4.88690500     0.69705100     3.53137000     0.92466500     0.12404300     0.00000000      0.00000000     0.00000000     0.00000000    16.34482800     3.20933100     0.20521300   213.88016500     1.10034500     1.00000000     0.00000000  4790.04651600   306.28810200  1048.69397000     0.79904300     0.81864000    15.52369300  1800.00000000     8.12765500     0.83955800     0.00000000     0.00000000    11.88935900   123.33159400     0.37469800     0.41659900     0.41400600     0.37614100     0.36816900     0.39516100     0.37882000     1.13282600     7.94473300   213.88016500
     18/04/1999              59     7.16097100  5562.85596800   717.92715000   556.28560000   173.02647400   180.52691500   311.35667200    53.01709000     0.00000000     4.92100800     0.71114600     3.53137000     0.95325400     0.12955800     0.00000000      0.00000000     0.00000000     0.00000000    16.34482800     3.20933100     0.20521300   211.84625600     1.10034500     1.00000000     0.00000000  4790.04651600   306.28810200  1093.05725100     0.79904300     0.81864000    15.34402200  1800.00000000     7.67884600     0.83955800     0.00000000     0.00000000    18.41733800    93.00533600     0.36954500     0.41277800     0.41083500     0.37442800     0.36686500     0.39414600     0.37859000     1.48482000     6.06134000   211.84625600
     19/04/1999              60     7.23221800  5809.45469800   744.38637900   580.94547000   174.82583000   180.52691500   336.01654500    53.01709000     0.00000000     4.95221000     0.72307500     3.53137000     0.97978600     0.13422600     0.00000000      0.00000000     0.00000000     0.00000000    16.34482800     3.20933100     0.20521300   213.23057200     1.10034500     1.00000000     0.00000000  4790.04651600   306.28810200  1161.77868700     0.79904300     0.81864000    15.53225200  1800.00000000     7.27992500     0.83955800     0.00000000     0.00000000    24.65987300    91.69206500     0.39548400     0.40839600     0.40666600     0.37208200     0.36507600     0.39281800     0.37826200     1.52456200     5.90333300   213.23057200
     20/04/1999              61     7.30678200  6008.14848500   765.63474200   600.81485000   176.20481400   180.52691500   355.88592400    53.01709000     0.00000000     4.98301800     0.73429600     3.53137000     1.00622700     0.13859300     0.00000000      0.00000000     0.00000000     0.00000000    16.34482800     3.20933100     0.20521300   208.25465000     1.10034500     1.00000000     0.00000000  4790.04651600   306.28810200  1253.79309100     0.79904300     0.81864000    15.10209000  1800.00000000     6.89431700     0.83955800     0.00000000     0.00000000    19.86937900    84.95437400     0.38736100     0.40460600     0.40313300     0.37009000     0.36355600     0.39166500     0.37798200     1.59990400     5.62533900   208.25465000
     21/04/1999              62     7.38754900  6170.33026800   782.91149300   617.03303000   177.26338600   180.52691500   372.10410200    53.01709000     0.00000000     5.01438400     0.74539600     3.53137000     1.03330800     0.14287900     0.00000000      0.00000000     0.00000000     0.00000000    16.34482800     3.20933100     0.20521300   204.05492400     1.10034500     1.00000000     0.00000000  4790.04651600   306.28810200  1327.93261700     0.79904300     0.81864000    14.73990000  1800.00000000     6.50427800     0.83955800     0.00000000     0.00000000    16.21817800    94.31063400     0.38107400     0.40177600     0.40057500     0.36867200     0.36247600     0.39080100     0.37778400     1.40661900     6.39832200   204.05492400
     22/04/1999              63     7.44808000  6412.70939100   808.90357600   641.27094000   179.01755800   180.52691500   396.34201400    53.01709000     0.00000000     5.03659300     0.75240200     3.53137000     1.05267000     0.14572600     0.00000000      0.00000000     0.00000000     0.00000000    16.34482800     3.20933100     0.20521300   200.60336300     1.10034500     1.00000000     0.00000000  4790.04651600   306.28810200  1388.44824200     0.79904300     0.81864000    14.43654700  1800.00000000     6.24693200     0.83955800     0.00000000     0.00000000    24.23791200   107.39452500     0.37269000     0.39819400     0.39731100     0.36680000     0.36104300     0.38970800     0.37751300     1.20982800     7.43907300   200.60336300
     23/04/1999              64     7.50156800  6642.42969000   833.51613800   664.24297000   180.65808900   180.52691500   419.31404400    53.01709000     0.00000000     5.05536500     0.75779500     3.53137000     1.06916900     0.14799900     0.00000000      0.00000000     0.00000000     0.00000000    16.34482800     3.20933100     0.20521300   196.50453200     1.10034500     1.00000000     0.00000000  4790.04651600   306.28810200  1478.88818400     0.79904300     0.81864000    14.08136100  1800.00000000     6.03674200     0.83955800     0.00000000     0.00000000    22.97203000    85.40084000     0.36455100     0.39407800     0.39353200     0.36458400     0.35933900     0.38843600     0.37718300     1.48397000     6.06481400   196.50453200
     24/04/1999              65     7.56418900  6884.93292100   859.51492300   688.49329000   182.40655100   180.52691500   443.56436700    53.01709000     0.00000000     5.07644800     0.76374300     3.53137000     1.08783300     0.15041800     0.00000000      0.00000000     0.00000000     0.00000000    16.34482800     3.20933100     0.20521300   191.78809700     1.10034500     1.00000000     0.00000000  4790.04651600   306.28810200  1564.60473600     0.79904300     0.81864000    13.67436200  1800.00000000     5.79750700     0.83955800     0.00000000     0.00000000    24.25032300    66.56604300     0.35513700     0.38878900     0.38859000     0.36161000     0.35703300     0.38676700     0.37672500     1.84882900     4.86794500   191.78809700
     25/04/1999              66     7.63249700  7115.89428600   884.25561000   711.58943000   184.05110200   180.52691500   466.66050400    53.01709000     0.00000000     5.09820300     0.76969000     3.53137000     1.10720500     0.15280100     0.00000000      0.00000000     0.00000000     0.00000000    16.34482800     3.20933100     0.20521300   185.89853300     1.10034500     1.00000000     0.00000000  4790.04651600   306.28810200  1655.09094200     0.79904300     0.81864000    13.17205500  1800.00000000     5.55226700     0.83955800     0.00000000     0.00000000    23.09613600    60.16982900     0.34602300     0.38344800     0.38358400     0.35855500     0.35465000     0.38504300     0.37624100     1.97023200     4.56799100   185.89853300
     26/04/1999              67     7.69542300  7265.31796900   900.12986200   726.53180000   184.98298600   180.52691500   481.60287200    53.01709000     0.00000000     5.11699600     0.77451700     3.53137000     1.12398800     0.15481100     0.00000000      0.00000000     0.00000000     0.00000000    16.34482800     3.20933100     0.20521300   180.26933700     1.10034500     1.00000000     0.00000000  4790.04651600   306.28810200  1741.27063000     0.79904300     0.81864000    12.69882500  1800.00000000     5.34489700     0.83955800     0.00000000     0.00000000    14.94236800    81.42200700     0.34103900     0.38080300     0.38125300     0.35716700     0.35357700     0.38418800     0.37602300     1.40366700     6.41177500   180.26933700
     27/04/1999              68     7.76169800  7498.26502800   925.08124200   749.82650000   186.63965900   180.52691500   504.89757800    53.01709000     0.00000000     5.13593900     0.77922000     3.53137000     1.14098800     0.15675400     0.00000000      0.00000000     0.00000000     0.00000000    16.34482800     3.20933100     0.20521300   177.03133000     1.10034500     1.00000000     0.00000000  4790.04651600   306.28810200  1797.02563500     0.79904300     0.81864000    12.41686400  1800.00000000     5.13899500     0.83955800     0.00000000     0.00000000    23.29470600    79.38856600     0.33314300     0.37687500     0.37763500     0.35494000     0.35183100     0.38288500     0.37566000     1.40765600     6.39360800   177.03133000
     28/04/1999              69     7.81351200  7730.59154300   949.96185500   773.05915000   188.28762000   180.52691500   528.13022900    53.01709000     0.00000000     5.14999500     0.78217900     3.53137000     1.15366100     0.15813600     0.00000000      0.00000000     0.00000000     0.00000000    16.34482800     3.20933100     0.20521300   172.54325500     1.10034500     1.00000000     0.00000000  4790.04651600   306.28810200  1883.94628900     0.79904300     0.81864000    12.03461600  1800.00000000     4.99720900     0.83955800     0.00000000     0.00000000    23.23265200    99.78028000     0.32629200     0.37377700     0.37484000     0.35322100     0.35048500     0.38184700     0.37537700     1.08550100     8.29110600   172.54325500
     29/04/1999              70     7.88120400  7955.59580000   974.04324200   795.55958000   189.86858200   180.52691500   550.63065500    53.01709000     0.00000000     5.16765700     0.78618200     3.53137000     1.16989800     0.15956200     0.00000000      0.00000000     0.00000000     0.00000000    16.34482800     3.20933100     0.20521300   168.85794800     1.10034500     1.00000000     0.00000000  4790.04651600   306.28810200  1970.63525400     0.79904300     0.81864000    11.71807600  1800.00000000     4.80785800     0.83955800     0.00000000     0.00000000    22.50042600    75.46844700     0.31895300     0.37001200     0.37136500     0.35104300     0.34876100     0.38055600     0.37500800     1.39744100     6.44034400   168.85794800
     30/04/1999              71     7.94246900  8172.28495000   997.21761500   817.22850000   191.37404100   180.52691500   572.29957000    53.01709000     0.00000000     5.18279800     0.78929900     3.51458000     1.20182900     0.15956200     0.00000000      0.00000000     0.00000000     0.00000000    16.34482800     3.20933100     0.20521300   164.53681200     1.09511300     1.00000000     0.00000000  4790.04651600   306.28810200  2000.00000000     0.79904300     0.81864000    11.35186900  1800.00000000     4.65085600     0.83696100     0.00000000     0.00000000    21.66891500    61.14960300     0.31188200     0.36575600     0.36737100     0.34850300     0.34673300     0.37905600     0.37456600     1.67076800     5.38674300   164.53681200
     01/05/1999              72     8.00000000  8366.52858800  1016.25923100   836.65286000   190.99129300   180.52691500   591.72393400    53.01709000     0.00000000     5.19711100     0.79245500     3.51464400     1.21607700     0.15956200     0.00000000      0.00000000    24.92899800     0.00000000    16.34482800     3.20933100     0.20521300   159.76683400     1.09513300     1.00000000     0.00000000  4790.04651600   306.28810200  2000.00000000     0.79904300     0.81864000    10.95210100  1800.00000000     4.50258000     0.83697100     0.00000000     0.00000000    19.42436400    66.00210000     0.30584700     0.36230000     0.36416700     0.34645600     0.34509500     0.37781800     0.37420300     1.49342100     6.02643300   159.76683400
     02/05/1999              73     8.02053400  8545.18537700  1033.74292700   854.51854000   190.60931000   180.52691500   609.46696300    53.01709000     0.12265000     5.21152800     0.79549400     3.51464400     1.23049500     0.15780800     0.00175400      1.43000000   317.92583700     4.91995500    16.34482800     3.20933100     0.20521300   220.00746200     1.09513300     1.00000000     0.00014400  4790.04651600   306.28810200  2000.00000000     0.79904300     0.81864000    17.03659000  1800.00000000     4.34828600     0.83697100     1.22649500     1.22650000    17.86567900   142.20756400     0.44521700     0.46197100     0.45082800     0.34604100     0.34444800     0.37725500     0.37405700     1.07820800     8.34718500   220.00746200
     03/05/1999              74     8.04018400  8733.36888400  1052.15822100   873.33689000   190.22809100   180.50507600   626.66097000    53.01709000     1.74699400     5.22612100     0.79842900     3.49598700     1.24508800     0.15281500     0.02498200      1.43000000   621.03732600     5.49497300    16.34482800     3.20894300     0.20560100   217.15941600     1.08945100     1.00000000     0.00200000  4789.46705900   306.86755900  2000.00000000     0.79900400     0.81864000    16.77548300  1800.00000000     4.19950600     0.83410700    17.46993900    17.46994000    18.81835100   106.58205500     0.42693400     0.45605100     0.45333100     0.34530600     0.34351700     0.37649900     0.37384600     1.41655500     6.35344200   217.15941600
     04/05/1999              75     8.06163900  8906.47381900  1068.60190100   890.64738000   189.84763500   180.01871900   640.50716600    53.01709000     5.21129100     5.24151700     0.80147900     3.44236700     1.26045000     0.14762800     0.07452100      1.43000000   952.25149300     8.39126800    16.34482800     3.20029700     0.21424800   213.52792700     1.07564000     1.00000000     0.00585100  4776.56220500   319.77241300  2000.00000000     0.79813300     0.81864000    16.44656800  1800.00000000     4.04155900     0.82695200    52.11290700    52.11291100    17.31049300   111.92919700     0.41495600     0.44882500     0.45443800     0.34473800     0.34271900     0.37583400     0.37366200     1.32243500     6.80562600   213.52792700
     05/05/1999              76     8.08204200  9064.10929600  1083.52325100   906.41093000   189.46794000   179.55621600   651.21935700    53.01709000    10.26264700     5.25557900     0.80401600     3.36625300     1.27439200     0.14295800     0.14675600      1.43000000  1264.37253800    10.77724500    16.34482800     3.19207400     0.22247000   210.37675500     1.05456600     1.00000000     0.01132200  4764.29029800   332.04432100  2000.00000000     0.79730200     0.81864000    16.16084600  1800.00000000     3.90011100     0.81549700   102.62647300   102.62647200    15.76354800   104.83833600     0.40774500     0.44087600     0.45401800     0.34420200     0.34195200     0.37519000     0.37348400     1.38735100     6.48718100   210.37675500
