ApsimVersion = 7.10 rfe34a9f26db4a824bcfbc8bf7b5866b27e75688a
precision = 8
Title = Maize_Exp1 3N Yr1_1
           Date DaysAfterSowing          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize         LeafNo            LAI           SLAI            ESW            SLN        WaterSD             HI           TPLA           SPLA         Height    cover_green      cover_tot      sw_supply      RootDepth            NO3    nfact_photo          Yield     GrainYield            RUE             TE          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)            vpd     transp_eff       sw_avail
   (dd/mm/yyyy)          (days)             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)       (leaves)        (m2/m2)        (m2/m2)             ()      (g(N)/m2)             ()             ()           (m2)           (m2)           (mm)             ()             ()           (mm)           (mm)        (kg/ha)             ()        (kg/ha)             ()             ()             ()        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)             ()         (g/m2)           (mm)
     06/05/1999              77     8.10161600  9154.08361400  1091.11817300   915.40836000   189.08900400   178.53264300   653.78193300    53.01709000    16.69750300     5.26849600     0.80618200     3.25452400     1.28712500     0.13870300     0.23877400      1.43000000  1559.18171700    13.20615800    16.34482800     3.17387800     0.24066600   207.59879700     1.02540900     1.00000000     0.01824000  4737.13111000   359.20350800  2000.00000000     0.79544900     0.81864000    15.91142800  1800.00000000     3.77109200     0.79852700   166.97503100   166.97503700     8.99743200   116.77339700     0.40498700     0.43556200     0.45365600     0.34415300     0.34159700     0.37483100     0.37339800     1.22633100     7.33896400   207.59879700
     07/05/1999              78     8.12314300  9227.58593100  1094.66070300   922.75859000   188.71082600   175.10311900   652.40565700    53.01709000    25.42401100     5.28220300     0.80855700     3.05599200     1.30052400     0.13425100     0.36356300      1.43000000  1864.30927400    16.30599600    16.34482800     3.11290900     0.30163500   214.27409400     0.98171600     1.00000000     0.02755200  4646.13316400   450.20145400  2000.00000000     0.78911800     0.81864000    16.59198300  1800.00000000     3.63015000     0.77050300   254.24010800   254.24011200     7.35023200   205.69817300     0.44211300     0.44366200     0.45552500     0.34439300     0.34147100     0.37463000     0.37336400     0.72595600    12.39744400   214.27409400
     08/05/1999              79     8.14411300  9342.54385400  1100.12840100   934.25439000   188.33340400   169.45244600   653.73674100    53.01709000    35.58872000     5.29508700     0.81066100     2.79682100     1.31298300     0.13014500     0.50286000      1.41297500  2148.02184300    19.08949300    16.34482800     3.01245400     0.40209000   214.99568200     0.92841900     1.00000000     0.03809300  4496.19991500   600.13470400  2000.00000000     0.77825500     0.81864000    16.66849400  1800.00000000     3.50034400     0.73178500   355.88719500   355.88720700    11.49579200   142.74583700     0.43621100     0.44730600     0.45743400     0.34435100     0.34109900     0.37426100     0.37327300     1.05093400     8.56381100   214.99568200
     09/05/1999              80     8.16478700  9442.63622000  1104.45573400   944.26362000   187.95673700   164.14720900   652.19994200    53.01709000    47.13475500     5.30731000     0.81256100     2.56800000     1.32472900     0.12630700     0.62378800      1.32341400  2456.16815000    21.94333100    16.34482800     2.91814000     0.49640400   213.20291100     0.88001300     1.00000000     0.04991700  4355.43236900   740.90224900  2000.00000000     0.76754800     0.81864000    16.50050700  1800.00000000     3.37905400     0.69196800   471.34755000   471.34756500    10.00923700   139.80570600     0.42416200     0.44627600     0.45888000     0.34474100     0.34077900     0.37392700     0.37319400     1.06222100     8.47281300   213.20291100
     10/05/1999              81     8.18643900  9477.65496400  1102.29463800   947.76550000   187.58082400   158.86015300   641.87476200    53.01709000    60.96180900     5.31959100     0.81451400     2.35327400     1.33658200     0.12249300     0.73530100      1.20616700  2778.89443700    24.81988400    16.34482800     2.82414900     0.59039600   212.85032300     0.83326800     1.00000000     0.06432200  4215.14721500   881.18740300  2000.00000000     0.75636300     0.81864000    16.47273800  1800.00000000     3.25526800     0.64905200   609.61809200   609.61810300     3.50187400   307.47093000     0.42325200     0.44555500     0.46081200     0.34585900     0.34079000     0.37382100     0.37319000     0.48217400    18.66544200   212.85032300
     11/05/1999              82     8.21152600  9536.45177400  1101.99757400   953.64518000   187.20566200   153.05857000   629.62886600    53.01709000    79.08738700     5.33321100     0.81696600     2.13226700     1.34974300     0.11831100     0.84801300      1.07224800  3011.13982000    28.46001800    16.34482800     2.72101000     0.69353400   213.53772000     0.78363100     1.00000000     0.08293200  4061.20975700  1035.12486100  2000.00000000     0.74346900     0.81864000    16.53323100  1800.00000000     3.11473100     0.59847200   790.87387000   790.87384000     5.87968100   199.74830100     0.42223100     0.44480600     0.46172500     0.34741000     0.34070600     0.37364800     0.37316300     0.74493300    12.08162500   213.53772000
     12/05/1999              83     8.23556300  9615.47407000  1104.30752600   961.54741000   186.83125100   147.84070300   618.71233300    53.01709000    97.90614900     5.34561200     0.81915600     1.94653900     1.32222100     0.11455300     0.97991100      1.00086700  3011.13982000    32.51464700    16.34482800     2.62824900     0.78629500   212.57244500     0.74062200     1.00000000     0.10182100  3922.76046000  1173.57415800  2000.00000000     0.73129100     0.81864000    16.43142500  1800.00000000     2.99178500     0.55038900   979.06149400   979.06146200     7.90223000   107.54084600     0.41422900     0.44158800     0.46110600     0.34875900     0.34038500     0.37331000     0.37308000     1.37513200     6.54482800   212.57244500
     13/05/1999              84     8.25986900  9705.05110900  1107.93935300   970.50511000   186.45758900   142.88848900   608.64120300    53.01709000   116.93498300     5.35756400     0.82129100     1.78112400     1.29929600     0.11097800     1.09472100      0.93617900  3011.13982000    38.83412600    16.34482800     2.54021100     0.87433300   212.36344100     0.70117100     1.00000000     0.12048900  3791.35990900  1304.97470900  2000.00000000     0.71919800     0.81864000    16.41612500  1800.00000000     2.87510600     0.50280700  1169.34983100  1169.34985400     8.95770400   163.01476900     0.41555700     0.44024400     0.46080400     0.34993300     0.34016900     0.37304400     0.37302000     0.90633000     9.93016100   212.36344100
     14/05/1999              85     8.28170700  9778.77418600  1110.77038500   977.87742000   186.08467300   138.72012800   598.91608800    53.01709000   134.03240600     5.36781800     0.82295000     1.65000900     1.27814700     0.11097800     1.18475900      0.88393500  3011.13982000    44.51218300    16.34482800     2.46610800     0.94843600   211.12550700     0.66907400     1.00000000     0.13706500  3680.75789000  1415.57672800  2000.00000000     0.70859900     0.81864000    16.29569000  1800.00000000     2.78113700     0.46168700  1340.32405800  1340.32409700     7.37230800   129.85231200     0.41039200     0.43760400     0.46017200     0.35082200     0.33994600     0.37277200     0.37295800     1.12944600     7.96850700   211.12550700
     15/05/1999              86     8.30477300  9845.95467300  1112.98136900   984.59547000   185.71250400   134.58523300   587.57622300    53.01709000   152.09031900     5.37822500     0.82473500     1.52681000     1.25772400     0.11097800     1.26915000      0.83447100  3011.13982000    50.50921900    16.34482800     2.39259900     1.02194500   209.64972700     0.63813800     1.00000000     0.15447000  3571.04382400  1525.29079500  2000.00000000     0.69768900     0.81864000    16.15426900  1800.00000000     2.68804600     0.42008200  1520.90319300  1520.90319800     6.71804900    71.30895100     0.40582000     0.43315500     0.45851100     0.35102900     0.33952200     0.37236200     0.37284800     2.03885200     4.41424800   209.64972700
     16/05/1999              87     8.32770700  9919.85788300  1116.16132100   991.98579000   185.34107900   130.74628900   577.01136100    53.01709000   170.04550300     5.38811500     0.82642000     1.41848700     1.23391000     0.11097800     1.34845200      0.79299500  3011.13982000    56.47213800    16.34482800     2.32435200     1.09019200   207.45206100     0.61027200     1.00000000     0.17141900  3469.18244600  1627.15217200  2000.00000000     0.68719500     0.81864000    15.95085200  1800.00000000     2.60235900     0.38102100  1700.45502900  1700.45507800     7.39032100    84.39144900     0.40068100     0.43009700     0.45673100     0.35086900     0.33913700     0.37197900     0.37274600     1.70109300     5.29071700   207.45206100
     17/05/1999              88     8.34817700  9988.64220900  1119.47438800   998.86422000   184.97039700   127.55160500   567.86383400    53.01709000   186.07146300     5.39655100     0.82767300     1.33275900     1.21172400     0.11097800     1.41395600      0.75989900  3011.13982000    61.79436100    16.34482800     2.26755800     1.14698600   205.37298600     0.58775000     1.00000000     0.18628300  3384.41567500  1711.91894300  2000.00000000     0.67818500     0.81864000    15.75798800  1800.00000000     2.53371800     0.34841900  1860.71462500  1860.71460000     6.87843300   113.43532400     0.39594000     0.42890600     0.45480900     0.35088600     0.33889700     0.37169800     0.37267800     1.25024500     7.19859200   205.37298600
     18/05/1999              89     8.36775300 10030.78265400  1120.45917800  1003.07827000   184.60045600   124.69229200   556.75209700    53.01709000   201.39724400     5.40431300     0.82874600     1.25928000     1.19251400     0.11097800     1.46993100      0.72986600  3011.13982000    66.88405600    16.34482800     2.21672700     1.19781700   203.95941200     0.56808100     1.00000000     0.20077900  3308.54752400  1787.78709400  2000.00000000     0.66990100     0.81864000    15.62620300  1800.00000000     2.47114400     0.31923500  2013.97243600  2013.97241200     4.21404400   119.94264900     0.39307400     0.42813400     0.45341000     0.35107300     0.33879500     0.37151100     0.37264200     1.17252600     7.67573800   203.95941200
     19/05/1999              90     8.39035600 10054.39800400  1119.37110800  1005.43980000   184.23125500   121.61188700   541.41812500    53.01709000   219.09275100     5.41296200     0.83020700     1.18333400     1.16917900     0.11097800     1.53104100      0.69881000  3011.13982000    72.76073700    16.34482800     2.16196500     1.25257900   203.11501700     0.54734200     1.00000000     0.21790700  3226.81299900  1869.52161900  2000.00000000     0.66073800     0.81864000    15.54617400  1800.00000000     2.39507000     0.28779600  2190.92751000  2190.92749000     2.36153500   219.53521500     0.39162600     0.42774700     0.45250800     0.35142600     0.33882300     0.37141400     0.37263600     0.63732600    14.12149500   203.11501700
     20/05/1999              91     8.41430300 10085.28530500  1119.08868100  1008.52853000   183.86279300   118.60919300   525.75852100    53.01709000   237.84108500     5.42173900     0.83181600     1.11254200     1.13697800     0.11097800     1.59822800      0.67197300  3011.13982000    78.98706100    16.34482800     2.10858400     1.30596000   202.50515000     0.52762500     1.00000000     0.23583000  3147.14043300  1949.19418500  2000.00000000     0.65156100     0.81864000    15.48466300  1800.00000000     2.31462700     0.25731800  2378.41085000  2378.41088900     3.08873000   181.49320800     0.38914200     0.42721500     0.45150200     0.35172400     0.33881800     0.37129500     0.37262200     0.76786300    11.72083700   202.50515000
     21/05/1999              92     8.43874000 10114.37903300  1118.83993700  1011.43790000   183.49506700   115.81880200   509.53648800    53.01709000   256.97249000     5.43029000     0.83344500     1.04957400     1.10409300     0.11097800     1.66210500      0.64680300  3011.13982000    85.34060400    16.34482800     2.05897800     1.35556600   201.76469800     0.50975500     1.00000000     0.25406700  3073.10103300  2023.23358500  2000.00000000     0.64281100     0.81864000    15.41141600  1800.00000000     2.23553800     0.22924300  2569.72490300  2569.72485400     2.90937300   139.96886500     0.38640900     0.42658400     0.45044100     0.35198600     0.33879300     0.37116200     0.37260300     0.99095400     9.08215500   201.76469800
     22/05/1999              93     8.46072400 10135.17965000  1118.28047000  1013.51797000   183.12807700   113.54626300   494.40534200    53.01709000   274.18369800     5.43763400     0.83470700     1.00032700     1.07285200     0.11097800     1.71755300      0.62642400  3011.13982000    91.05644900    16.34482800     2.01857700     1.39596700   203.86751900     0.49556000     1.00000000     0.27052700  3012.80217900  2083.53243900  2000.00000000     0.63552200     0.81864000    15.62331200  1800.00000000     2.17186500     0.20666600  2741.83698100  2741.83691400     2.08006200   168.89791600     0.40283100     0.42634300     0.44956000     0.35230100     0.33881400     0.37106100     0.37259400     0.83251400    10.81063500   203.86751900
     23/05/1999              94     8.48350600 10162.44199500  1118.50585400  1016.24420000   182.76182100   111.41166900   479.29533000    53.01709000   292.01994500     5.44494800     0.83606000     0.95561700     1.04135000     0.11097800     1.77116700      0.60652300  3011.13982000    96.97986900    16.34482800     1.98062900     1.43391500   203.91383700     0.48248100     1.00000000     0.28735200  2956.16350600  2140.17111200  2000.00000000     0.62854000     0.81864000    15.62786700  1800.00000000     2.10972300     0.18566500  2920.19945100  2920.19946300     2.72623400   112.39423900     0.40447500     0.42592500     0.44847100     0.35251900     0.33877200     0.37091700     0.37257000     1.25140600     7.19191200   203.91383700
     24/05/1999              95     8.50605100 10184.41974700  1118.44165900  1018.44197000   182.39629700   109.51522200   463.84238300    53.01709000   309.67066600     5.45189600     0.83736000     0.91716300     1.01105800     0.11097800     1.82069100      0.58794400  3011.13982000   102.84167600    16.34482800     1.94691500     1.46762900   203.02621800     0.47108500     1.00000000     0.30406300  2905.84374700  2190.49087200  2000.00000000     0.62222500     0.81864000    15.54151300  1800.00000000     2.05335300     0.16722600  3096.70666400  3096.70654300     2.19777500   101.90017100     0.40123200     0.42548700     0.44745300     0.35274800     0.33874400     0.37078300     0.37255000     1.37265300     6.55664400   203.02621800
     25/05/1999              96     8.52878200 10205.97943100  1118.52763100  1020.59794000   182.03150500   107.81001800   448.20235100    53.01709000   327.46666700     5.45862500     0.83867400     0.88357900     0.98131500     0.11097800     1.86753200      0.57029700  3011.13982000   108.75173100    16.34482800     1.91660100     1.49794300   202.12942500     0.46101400     1.00000000     0.32085800  2860.59839600  2235.73622300  2000.00000000     0.61645600     0.81864000    15.45373600  1800.00000000     1.99953000     0.15083300  3274.66667400  3274.66674800     2.15596800   102.05924300     0.39769800     0.42499300     0.44646000     0.35297100     0.33871900     0.37065200     0.37253000     1.36277300     6.60417900   202.12942500
     26/05/1999              97     8.55042300 10221.03087500  1118.23136200  1022.10309000   181.66744200   106.37266800   432.76543700    53.01709000   344.40872600     5.46477000     0.83983400     0.85600800     0.95372200     0.11097800     1.90950400      0.55443000  3011.13982000   114.37819100    16.34482800     1.89104800     1.52349600   201.37025800     0.45266300     1.00000000     0.33696100  2822.46018400  2273.87443400  2000.00000000     0.61152400     0.81864000    15.37967200  1800.00000000     1.95140700     0.13717800  3444.08725600  3444.08715800     1.50514400   140.39016700     0.39520000     0.42462800     0.44567600     0.35326400     0.33875000     0.37055800     0.37252300     0.98594500     9.12829400   201.37025800
     27/05/1999              98     8.57423300 10241.46963300  1118.51926700  1024.14696000   181.30410700   104.98003200   416.16823900    53.01709000   363.04979900     5.47128100     0.84129100     0.82989100     0.92404200     0.11097800     1.95327800      0.53801900  3011.13982000   120.56889500    16.34482800     1.86629100     1.54825400   200.53382900     0.44467400     1.00000000     0.35449000  2785.50839700  2310.82622100  2000.00000000     0.60668500     0.81864000    15.29579200  1800.00000000     1.89940100     0.12406300  3630.49799500  3630.49804700     2.04387600    87.55632100     0.39100000     0.42399400     0.44467200     0.35345500     0.33871300     0.37042000     0.37249900     1.57226900     5.72421000   200.53382900
     28/05/1999              99     8.59802200 10256.98145600  1118.50573100  1025.69815000   180.94149800   103.77792200   399.09550100    53.01709000   381.67372000     5.47750700     0.84274600     0.80784000     0.89512000     0.11097800     1.99463400      0.52260200  3011.13982000   126.75390100    16.34482800     1.84492000     1.56962400   199.60862400     0.43787300     1.00000000     0.37211100  2753.61196900  2342.72264900  2000.00000000     0.60246000     0.81864000    15.20565300  1800.00000000     1.85057200     0.11286500  3816.73719900  3816.73730500     1.55118200   108.98216300     0.38764800     0.42346600     0.44385000     0.35370700     0.33872600     0.37031400     0.37248700     1.25571800     7.16721400   199.60862400
     29/05/1999             100     8.62002600 10273.64911100  1118.85593000  1027.36491000   180.57961500   102.82323900   383.53505800    53.01709000   398.90092900     5.48301600     0.84397700     0.79066100     0.86897600     0.11097800     2.03098600      0.50914600  3011.13982000   132.47506000    16.34482800     1.82794800     1.58659600   198.73115200     0.43254000     1.00000000     0.38827600  2728.28069700  2368.05392100  2000.00000000     0.59907200     0.81864000    15.11846000  1800.00000000     1.81075000     0.10406400  3989.00928600  3989.00927700     1.66676600   109.28940000     0.38370800     0.42287500     0.44302100     0.35394300     0.33873300     0.37020600     0.37247400     1.24500800     7.22887100   198.73115200
     30/05/1999             101     8.63996800 10289.16134300  1119.29936100  1028.91613000   180.21845600   102.07660600   369.47413100    53.01709000   414.51307800     5.48780900     0.84495000     0.77742900     0.84577400     0.11097800     2.06251600      0.49757600  3011.13982000   137.65985700    16.34482800     1.81467500     1.59986900   197.84701500     0.42841200     1.00000000     0.40286400  2708.46975500  2387.86486300  2000.00000000     0.59640300     0.81864000    15.03084300  1800.00000000     1.77926100     0.09724000  4145.13078400  4145.13085900     1.55122300   103.21475000     0.37985900     0.42224800     0.44220700     0.35417500     0.33874200     0.37009900     0.37246100     1.31064200     6.86686400   197.84701500
     31/05/1999             102     8.66323900 10303.53815800  1119.62427200  1030.35382000   179.85801900   101.32427200   352.69274000    53.01709000   432.73215100     5.49321800     0.84640500     0.76425000     0.81919200     0.11097800     2.09797000      0.48481900  3011.13982000   143.71041400    16.34482800     1.80130000     1.61324400   197.17773800     0.42427700     1.00000000     0.41998400  2688.50757000  2407.82704800  2000.00000000     0.59369500     0.81864000    14.96469800  1800.00000000     1.73981800     0.09039500  4327.32151100  4327.32128900     1.43768200    72.33931100     0.37737200     0.42152400     0.44131600     0.35436300     0.33872500     0.36997500     0.37244100     1.86181300     4.83399700   197.17773800
     01/06/1999             103     8.68517400 10316.96128600  1120.00963100  1031.69613000   179.49830300   100.72703500   336.86225300    53.01709000   449.90495100     5.49808700     0.84770500     0.75391800     0.79463200     0.11097800     2.13005500      0.47344600  3011.13982000   149.41350400    16.34482800     1.79068300     1.62386200   196.20452100     0.42102300     1.00000000     0.43608300  2672.66064900  2423.67396900  2000.00000000     0.59153200     0.81864000    14.86918500  1800.00000000     1.70548400     0.08500200  4499.04950800  4499.04931600     1.34231300   109.09929100     0.37345500     0.42089000     0.44057300     0.35460100     0.33874900     0.36987900     0.37243100     1.22661400     7.33727400   196.20452100
     02/06/1999             104     8.70383100 10327.68661600  1120.29208300  1032.76866000   179.13930700   100.29595000   323.32783700    53.01709000   464.51189900     5.50204900     0.84858500     0.74653500     0.77411600     0.11097800     2.15639900      0.46422900  3011.13982000   154.26447400    16.34482800     1.78301900     1.63152500   195.47034100     0.41869200     1.00000000     0.44977300  2661.22238800  2435.11223000  2000.00000000     0.58996400     0.81864000    14.79605900  1800.00000000     1.68168000     0.08113600  4645.11899500  4645.11914100     1.07253300   106.69043100     0.37041500     0.42027100     0.43988000     0.35485000     0.33878500     0.36979100     0.37242400     1.24813900     7.21073300   195.47034100
     03/06/1999             105     8.72240500 10336.18788300  1120.41358700  1033.61879000   178.78102800    99.92560600   309.63641000    53.01709000   479.05345400     5.50204900     0.84688800     0.74022500     0.75398700     0.11097800     2.17811200      0.45467000  3011.13982000   159.09372600    16.34482800     1.77643500     1.63810900   194.86324300     0.41669100     1.00000000     0.46347200  2651.39578700  2444.93883100  2000.00000000     0.58861200     0.81864000    14.73520900  1800.00000000     1.72061100     0.07781700  4790.53454000  4790.53466800     0.85012700   144.05005300     0.36805000     0.41970600     0.43926800     0.35512500     0.33884300     0.36971800     0.37242100     0.92063100     9.77590900   194.86324300
     04/06/1999             106     8.74222000 10345.11069800  1120.60912300  1034.51107000   178.42346600    99.58642200   295.01599100    53.01709000   494.56615400     5.50204900     0.84519400     0.73448000     0.73280300     0.11097800     2.20072500      0.44498100  3011.13982000   164.24549600    16.34482800     1.77040500     1.64413900   194.26353800     0.41486500     1.00000000     0.47806800  2642.39598000  2453.93863800  2000.00000000     0.58736900     0.81864000    14.67427400  1800.00000000     1.75891200     0.07478500  4945.66153700  4945.66162100     0.89228100   109.88097400     0.36531400     0.41909000     0.43862400     0.35537800     0.33889000     0.36963800     0.37241600     1.20192300     7.48800100   194.26353800
     05/06/1999             107     8.76213100 10349.53145200  1120.40531100  1034.95315000   178.06661900    99.29738200   282.03526800    53.01709000   507.98895200     5.50204900     0.84350400     0.72961100     0.71181100     0.11097800     2.22291600      0.43759100  3011.13982000   168.70321000    16.34482800     1.76526700     1.64927700   193.87941700     0.41331500     1.00000000     0.49083300  2634.72667700  2461.60794100  2000.00000000     0.58630800     0.81864000    14.63537600  1800.00000000     1.79303200     0.07220900  5079.88952000  5079.88964800     0.44207500   272.77591500     0.36429400     0.41857800     0.43810200     0.35567500     0.33897100     0.36958200     0.37241900     0.48288100    18.63812100   193.87941700
     06/06/1999             108     8.78378300 10357.80240500  1120.61158600  1035.78024000   177.71048600    99.03269500   271.00165400    53.01709000   519.84966200     5.50204900     0.84181700     0.72517200     0.68938400     0.11097800     2.24642900      0.43213100  3011.13982000   172.64215300    16.34482800     1.76056100     1.65398300   194.72847400     0.41189800     1.00000000     0.50189200  2627.70354100  2468.63107700  2000.00000000     0.58533300     0.81864000    14.71848600  1800.00000000     1.82653800     0.06985600  5198.49661800  5198.49658200     0.82709500   187.14431000     0.37075700     0.41808900     0.43753600     0.35594700     0.33903800     0.36951600     0.37241800     0.70783000    12.71491500   194.72847400
     07/06/1999             109     8.80352500 10364.86757800  1120.76201100  1036.48676000   177.35506500    98.83202400   261.62308200    53.01709000   529.93475100     5.50204900     0.84013300     0.72182200     0.66947100     0.11097800     2.26715400      0.42781800  3011.13982000   175.99141300    16.34482800     1.75699400     1.65755000   194.20826300     0.41082800     1.00000000     0.51128000  2622.37900200  2473.95561600  2000.00000000     0.58459300     0.81864000    14.66526400  1800.00000000     1.86067900     0.06807700  5299.34751300  5299.34765600     0.70651700   114.88829400     0.36836200     0.41755600     0.43694600     0.35620000     0.33909600     0.36944400     0.37241500     1.14883200     7.83404200   194.20826300
     08/06/1999             110     8.82338800 10369.41907400  1120.69264400  1036.94191000   177.00035500    98.66221700   253.65129500    53.01709000   538.36168700     5.50204900     0.83845300     0.71899700     0.64993600     0.11097800     2.28736900      0.42487600  3011.13982000   178.79000000    16.34482800     1.75397500     1.66056900   194.01657500     0.40992400     1.00000000     0.51918200  2617.87341000  2478.46120800  2000.00000000     0.58396600     0.81864000    14.64527000  1800.00000000     1.89501200     0.06657500  5383.61687400  5383.61669900     0.45515000   236.88191500     0.36836000     0.41709700     0.43643700     0.35648100     0.33917700     0.36938800     0.37241700     0.55642700    16.17463600   194.01657500
     09/06/1999             111     8.84345900 10372.55204000  1120.50811400  1037.25520000   176.64635400    98.51839100   246.87527700    53.01709000   545.45100200     5.50204900     0.83677600     0.71661000     0.63075400     0.11097800     2.30712300      0.42297500  3011.13982000   181.14436200    16.34482800     1.75141800     1.66312600   193.77529100     0.40916000     1.00000000     0.52586000  2614.05716900  2482.27744900  2000.00000000     0.58343400     0.81864000    14.61946900  1800.00000000     1.92817600     0.06530400  5454.51002500  5454.51025400     0.31329700   279.93005700     0.36762000     0.41665000     0.43594700     0.35676400     0.33926200     0.36933400     0.37242000     0.47002900    19.14775800   193.77529100
     10/06/1999             112     8.86450200 10376.76852300  1120.45073700  1037.67685000   176.29306100    98.39265900   241.11566100    53.01709000   551.63226600     5.50204900     0.83510200     0.71452900     0.61127500     0.11097800     2.32709900      0.42185700  3011.13982000   183.19716100    16.34482800     1.74918300     1.66536100   194.06207700     0.40849300     1.00000000     0.53160300  2610.72101900  2485.61359900  2000.00000000     0.58296800     0.81864000    14.64632900  1800.00000000     1.96216900     0.06419500  5516.32266500  5516.32275400     0.42164800   224.13331700     0.37027900     0.41622300     0.43544900     0.35703700     0.33934400     0.36927900     0.37242200     0.58811900    15.30303700   194.06207700
     11/06/1999             113     8.87979900 10385.24959900  1120.86994900  1038.52496000   175.94047500    98.31634900   236.21998800    53.01709000   557.37604700     5.50204900     0.83343200     0.71326900     0.59762600     0.11097800     2.34104700      0.42001200  3011.13982000   185.10467200    16.34482800     1.74782600     1.66671800   193.67737600     0.40808900     1.00000000     0.53670000  2608.69624400  2487.63837400  2000.00000000     0.58268500     0.81864000    14.60621400  1800.00000000     1.99373900     0.06352400  5573.76047400  5573.76025400     0.84810800   169.04549600     0.36851000     0.41573600     0.43490100     0.35728200     0.33940900     0.36921200     0.37242000     0.77763600    11.57353300   193.67737600
     12/06/1999             114     8.89514400 10393.95294700  1121.32167200  1039.39529000   175.58859400    98.24961800   232.05866500    53.01709000   562.40770500     5.50204900     0.83176500     0.71217000     0.58425900     0.11097800     2.35467400      0.41867700  3011.13982000   186.77568600    16.34482800     1.74664000     1.66790400   193.02341500     0.40773700     1.00000000     0.54109100  2606.92562300  2489.40899500  2000.00000000     0.58243700     0.81864000    14.53983700  1800.00000000     2.02411200     0.06293700  5624.07704500  5624.07714800     0.87033500   117.08943600     0.36524700     0.41518900     0.43431700     0.35750300     0.33946100     0.36913800     0.37241500     1.11759500     8.05300900   193.02341500
     13/06/1999             115     8.90765200 10401.28380300  1121.65596800  1040.12838000   175.23741700    98.20200600   228.52154100    53.01709000   566.67791400     5.50204900     0.83010200     0.71138600     0.57364300     0.11097800     2.36547300      0.41742800  3011.13982000   188.19382300    16.34482800     1.74579400     1.66875000   192.44370300     0.40748600     1.00000000     0.54481500  2605.66229300  2490.67232500  2000.00000000     0.58226000     0.81864000    14.48140300  1800.00000000     2.05334300     0.06252000  5666.77914200  5666.77929700     0.73308600   101.19684900     0.36272600     0.41463200     0.43374200     0.35772000     0.33951400     0.36906400     0.37241000     1.28791200     6.98805600   192.44370300
     14/06/1999             116     8.92241600 10409.76255200  1122.10333400  1040.97626000   174.88694200    98.15197100   225.51498600    53.01709000   570.53234400     5.50204900     0.82844200     0.71056300     0.56136600     0.11097800     2.37794400      0.41679400  3011.13982000   189.47388000    16.34482800     1.74490400     1.66964000   191.77130500     0.40722200     1.00000000     0.54807400  2604.33469700  2491.99992100  2000.00000000     0.58207500     0.81864000    14.41368300  1800.00000000     2.08153500     0.06208100  5705.32344400  5705.32324200     0.84787500   172.80481400     0.35960600     0.41409300     0.43321300     0.35795200     0.33958000     0.36899900     0.37240700     0.75069200    11.98894200   191.77130500
     15/06/1999             117     8.93609100 10418.27934800  1122.56461600  1041.82793000   174.53716800    98.11134800   222.95941400    53.01709000   573.93959600     5.50204900     0.82678500     0.70989600     0.55030400     0.11097800     2.38916300      0.41627400  3011.13982000   190.60542900    16.34482800     1.74418200     1.67036200   191.14048000     0.40700800     1.00000000     0.55089700  2603.25679900  2493.07781900  2000.00000000     0.58192400     0.81864000    14.34965900  1800.00000000     2.10743300     0.06172500  5739.39596100  5739.39599600     0.85168000   205.30794800     0.35655700     0.41355300     0.43270200     0.35818600     0.33965100     0.36893700     0.37240600     0.62904000    14.30751400   191.14048000
     16/06/1999             118     8.94946400 10427.19695100  1123.07218600  1042.71970000   174.18809400    98.07623200   220.78717800    53.01709000   577.00359300     5.50204900     0.82513100     0.70931900     0.53976500     0.11097800     2.39983800      0.41591400  3011.13982000   191.62298200    16.34482800     1.74355800     1.67098600   190.49321000     0.40682300     1.00000000     0.55336400  2602.32504800  2494.00957000  2000.00000000     0.58179300     0.81864000    14.28385300  1800.00000000     2.13272200     0.06141700  5770.03592700  5770.03613300     0.89176000   187.72697700     0.35333200     0.41298800     0.43218600     0.35841000     0.33971800     0.36887300     0.37240400     0.68479600    13.14260000   190.49321000
     17/06/1999             119     8.96377400 10436.48456700  1123.61934400  1043.64846000   173.83971800    98.04300500   218.94077700    53.01709000   579.77875500     5.50204900     0.82348100     0.70877400     0.52878000     0.11097800     2.41095000      0.41584000  3011.13982000   192.54461400    16.34482800     1.74296700     1.67157700   189.79434200     0.40664800     1.00000000     0.55553100  2601.44341200  2494.89120600  2000.00000000     0.58167000     0.81864000    14.21303000  1800.00000000     2.15773900     0.06112600  5797.78755000  5797.78759800     0.92876200   138.30927700     0.34981600     0.41238100     0.43163900     0.35861500     0.33977500     0.36880300     0.37239900     0.92486400     9.73116100   189.79434200
