ApsimVersion = 7.10 r22b4d7414e7b8cfaa097e0463215cb4954556333
Title = Maize_Exp1 3N Yr2_3
           Date DaysAfterSowing          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize         LeafNo            LAI           SLAI            ESW            SLN        WaterSD             HI           TPLA           SPLA         Height    cover_green      cover_tot      sw_supply      RootDepth            NO3    nfact_photo          Yield     GrainYield
   (dd/mm/yyyy)          (days)             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)       (leaves)        (m2/m2)        (m2/m2)             ()      (g(N)/m2)             ()             ()           (m2)           (m2)           (mm)             ()             ()           (mm)           (mm)        (kg/ha)             ()        (kg/ha)             ()
     16/09/1999               1          1.999            0.0           0.07           0.00           0.07           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        262.843          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.021         50.000           22.3          1.000            0.0          0.000
     16/09/1999               1          1.999            0.0           0.07           0.00           0.07           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        262.843          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.021         50.000           22.3          1.000            0.0          0.000
     17/09/1999               2          2.000            0.0           0.07           0.00           0.07           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        259.912          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.018         83.000           27.3          1.000            0.0          0.000
     17/09/1999               2          2.000            0.0           0.07           0.00           0.07           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        259.912          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.018         83.000           27.3          1.000            0.0          0.000
     18/09/1999               3          2.474            0.0           0.07           0.00           0.07           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        257.335          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.071        116.000           33.0          1.000            0.0          0.000
     18/09/1999               3          2.474            0.0           0.07           0.00           0.07           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        257.335          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.071        116.000           33.0          1.000            0.0          0.000
     19/09/1999               4          2.660            0.0           0.07           0.00           0.07           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        255.932          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.175        149.000           38.5          1.000            0.0          0.000
     19/09/1999               4          2.660            0.0           0.07           0.00           0.07           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        255.932          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.175        149.000           38.5          1.000            0.0          0.000
     20/09/1999               5          2.863            0.0           0.07           0.00           0.07           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        254.841          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.342        181.485           43.7          1.000            0.0          0.000
     20/09/1999               5          2.863            0.0           0.07           0.00           0.07           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        254.841          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.342        181.485           43.7          1.000            0.0          0.000
