SimulationName  Clock.Today  SCRUM.Product.Live.Wt  SCRUM.Product.LiveFWt  SCRUM.Product.Live.N  ExtraVariables.Script.AccumLeach  ExtraVariables.Script.SWC  ExtraVariables.Script.SoilNitrogenContent  Mean_MineralN  Treat  RotTreat  IrrigTreat  NitTreat
ABlockRotPW_W1_N1  2004-12-30  *  *  *  *  423.4  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-01-04  *  *  *  *  408.6  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-01-11  *  *  *  *  473  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-01-18  *  *  *  *  420  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-01-25  *  *  *  *  417.7  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-02-01  *  *  *  *  430.2  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-02-08  *  *  *  *  427.8  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-02-15  *  *  *  *  447.3  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-02-22  *  *  *  *  417.5  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-03-01  *  *  *  *  437.7  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-07-12  *  *  *  *  398.9  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-07-26  *  *  *  *  402.3  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-08-09  *  *  *  *  403  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-08-24  *  *  *  *  381.8  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-09-07  *  *  *  *  368.4  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-09-28  *  *  *  *  360.5  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-10-12  *  *  *  *  353.9  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-10-27  *  *  *  *  312  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-11-07  *  *  *  *  327.6  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-11-22  *  *  *  *  283.8  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-12-06  *  *  *  *  292.1  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-12-20  *  *  *  *  336.4  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2006-01-04  *  *  *  *  321.3  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2006-01-17  *  *  *  *  378.9  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2006-04-05  *  *  *  *  335  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2006-05-16  *  *  *  *  410.8  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2006-05-31  *  *  *  *  450  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2006-07-28  *  *  *  *  485.4  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2006-09-06  *  *  *  *  461.3  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W2_N1  2004-12-07  *  *  *  *  355.9  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2004-12-14  *  *  *  *  406.8  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2004-12-21  *  *  *  *  443.3  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2004-12-30  *  *  *  *  422.2  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-01-04  *  *  *  *  403.1  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-01-11  *  *  *  *  473.6  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-01-18  *  *  *  *  412.1  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-01-25  *  *  *  *  419.3  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-02-01  *  *  *  *  435.6  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-02-08  *  *  *  *  433.9  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-02-15  *  *  *  *  453.8  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-02-22  *  *  *  *  413.1  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-03-01  *  *  *  *  440.5  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-07-12  *  *  *  *  419.3  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-07-26  *  *  *  *  422.9  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-08-09  *  *  *  *  422.3  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-08-24  *  *  *  *  402.1  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-09-07  *  *  *  *  387.9  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-09-28  *  *  *  *  381.6  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-10-12  *  *  *  *  374  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-10-27  *  *  *  *  333.9  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-11-07  *  *  *  *  290.5  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-11-22  *  *  *  *  359.1  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-12-06  *  *  *  *  311.3  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-12-20  *  *  *  *  349.1  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2006-01-04  *  *  *  *  304.5  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2006-01-17  *  *  *  *  358.6  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2006-04-05  *  *  *  *  338.4  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2006-05-16  *  *  *  *  426.6  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2006-05-31  *  *  *  *  459.9  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2006-07-28  *  *  *  *  497.6  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2006-09-06  *  *  *  *  477.3  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPP_W1_N0  2005-07-01  *  *  *  *  *  225.2  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2005-07-01  *  *  *  *  *  120.7  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2005-07-01  *  *  *  *  *  168  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2005-07-01  *  *  *  *  *  257.9  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2005-07-01  *  *  *  *  *  163.8  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2005-07-01  *  *  *  *  *  235.6  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2005-07-01  *  *  *  *  *  215.7  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2005-07-01  *  *  *  *  *  171  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N1  2005-07-01  *  *  *  *  *  244.8  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-07-01  *  *  *  *  *  279.4  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-07-01  *  *  *  *  *  218.1  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-07-01  *  *  *  *  *  277.3  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-07-01  *  *  *  *  *  219.6  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-07-01  *  *  *  *  *  226.4  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-07-01  *  *  *  *  *  315.2  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-07-01  *  *  *  *  *  200.8  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N2  2005-07-01  *  *  *  *  *  433.7  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2005-07-01  *  *  *  *  *  458.4  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2005-07-01  *  *  *  *  *  263.3  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2005-07-01  *  *  *  *  *  309.8  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2005-07-01  *  *  *  *  *  338.1  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2005-07-01  *  *  *  *  *  293.1  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2005-07-01  *  *  *  *  *  330.9  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2005-07-01  *  *  *  *  *  238.5  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W2_N0  2005-07-01  *  *  *  *  *  146.7  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2005-07-01  *  *  *  *  *  147.8  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2005-07-01  *  *  *  *  *  118.5  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2005-07-01  *  *  *  *  *  174.1  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2005-07-01  *  *  *  *  *  207.1  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2005-07-01  *  *  *  *  *  228.4  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2005-07-01  *  *  *  *  *  206.2  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2005-07-01  *  *  *  *  *  193.1  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N1  2005-07-01  *  *  *  *  *  157.3  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-07-01  *  *  *  *  *  147.7  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-07-01  *  *  *  *  *  168.6  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-07-01  *  *  *  *  *  173.9  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-07-01  *  *  *  *  *  234.3  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-07-01  *  *  *  *  *  271.1  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-07-01  *  *  *  *  *  212.3  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-07-01  *  *  *  *  *  173.3  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N2  2005-07-01  *  *  *  *  *  279.4  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2005-07-01  *  *  *  *  *  234.3  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2005-07-01  *  *  *  *  *  229.7  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2005-07-01  *  *  *  *  *  244.7  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2005-07-01  *  *  *  *  *  373.7  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2005-07-01  *  *  *  *  *  298.5  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2005-07-01  *  *  *  *  *  339.5  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2005-07-01  *  *  *  *  *  254.5  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W1_N0  2005-10-11  *  *  *  *  *  207.8  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2005-10-11  *  *  *  *  *  164  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2005-10-11  *  *  *  *  *  194.2  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2005-10-11  *  *  *  *  *  281.2  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2005-10-11  *  *  *  *  *  214.8  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2005-10-11  *  *  *  *  *  221.7  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2005-10-11  *  *  *  *  *  357.3  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2005-10-11  *  *  *  *  *  339.4  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N1  2005-10-11  *  *  *  *  *  174.2  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-10-11  *  *  *  *  *  231.8  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-10-11  *  *  *  *  *  259.6  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-10-11  *  *  *  *  *  234  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-10-11  *  *  *  *  *  254.9  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-10-11  *  *  *  *  *  257.3  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-10-11  *  *  *  *  *  270.7  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-10-11  *  *  *  *  *  292.1  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N2  2005-10-11  *  *  *  *  *  198.6  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2005-10-11  *  *  *  *  *  333.6  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2005-10-11  *  *  *  *  *  271  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2005-10-11  *  *  *  *  *  422.5  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2005-10-11  *  *  *  *  *  395.1  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2005-10-11  *  *  *  *  *  340.2  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2005-10-11  *  *  *  *  *  318.7  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2005-10-11  *  *  *  *  *  363.9  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W2_N0  2005-10-11  *  *  *  *  *  150.6  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2005-10-11  *  *  *  *  *  168.4  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2005-10-11  *  *  *  *  *  173.8  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2005-10-11  *  *  *  *  *  261.1  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2005-10-11  *  *  *  *  *  200.1  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2005-10-11  *  *  *  *  *  216.6  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2005-10-11  *  *  *  *  *  284.4  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2005-10-11  *  *  *  *  *  227.2  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N1  2005-10-11  *  *  *  *  *  134.8  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-10-11  *  *  *  *  *  183.9  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-10-11  *  *  *  *  *  186.5  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-10-11  *  *  *  *  *  269.8  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-10-11  *  *  *  *  *  222.9  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-10-11  *  *  *  *  *  269.5  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-10-11  *  *  *  *  *  264.4  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-10-11  *  *  *  *  *  230.5  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N2  2005-10-11  *  *  *  *  *  250.3  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2005-10-11  *  *  *  *  *  324.2  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2005-10-11  *  *  *  *  *  408.3  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2005-10-11  *  *  *  *  *  337.7  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2005-10-11  *  *  *  *  *  263.4  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2005-10-11  *  *  *  *  *  332  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2005-10-11  *  *  *  *  *  355.8  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2005-10-11  *  *  *  *  *  366.2  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W1_N0  2006-02-12  *  *  *  *  *  113.4  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2006-02-12  *  *  *  *  *  *  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2006-02-12  *  *  *  *  *  194.1  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2006-02-12  *  *  *  *  *  105.4  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2006-02-12  *  *  *  *  *  108.6  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2006-02-12  *  *  *  *  *  135  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2006-02-12  *  *  *  *  *  153.2  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2006-02-12  *  *  *  *  *  211.3  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N1  2006-02-12  *  *  *  *  *  179.1  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-02-12  *  *  *  *  *  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-02-12  *  *  *  *  *  149.3  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-02-12  *  *  *  *  *  186.7  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-02-12  *  *  *  *  *  241.6  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-02-12  *  *  *  *  *  360.5  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-02-12  *  *  *  *  *  303.2  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-02-12  *  *  *  *  *  191.5  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N2  2006-02-12  *  *  *  *  *  228.4  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2006-02-12  *  *  *  *  *  *  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2006-02-12  *  *  *  *  *  377  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2006-02-12  *  *  *  *  *  188.3  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2006-02-12  *  *  *  *  *  215.4  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2006-02-12  *  *  *  *  *  406.1  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2006-02-12  *  *  *  *  *  243  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2006-02-12  *  *  *  *  *  397  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W2_N0  2006-02-12  *  *  *  *  *  122.5  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2006-02-12  *  *  *  *  *  *  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2006-02-12  *  *  *  *  *  62.2  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2006-02-12  *  *  *  *  *  80.2  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2006-02-12  *  *  *  *  *  264.8  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2006-02-12  *  *  *  *  *  191  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2006-02-12  *  *  *  *  *  247.3  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2006-02-12  *  *  *  *  *  134.3  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N1  2006-02-12  *  *  *  *  *  202.6  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-02-12  *  *  *  *  *  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-02-12  *  *  *  *  *  510.9  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-02-12  *  *  *  *  *  123.7  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-02-12  *  *  *  *  *  228  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-02-12  *  *  *  *  *  289  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-02-12  *  *  *  *  *  236.3  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-02-12  *  *  *  *  *  232.5  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N2  2006-02-12  *  *  *  *  *  263.4  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2006-02-12  *  *  *  *  *  *  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2006-02-12  *  *  *  *  *  357.6  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2006-02-12  *  *  *  *  *  243.3  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2006-02-12  *  *  *  *  *  477.3  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2006-02-12  *  *  *  *  *  325  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2006-02-12  *  *  *  *  *  218.8  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2006-02-12  *  *  *  *  *  485.1  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W1_N0  2006-06-20  *  *  *  *  *  *  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2006-06-20  *  *  *  *  *  95.3  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2006-06-20  *  *  *  *  *  129.2  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2006-06-20  *  *  *  *  *  144.5  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2006-06-20  *  *  *  *  *  238.3  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2006-06-20  *  *  *  *  *  233.3  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2006-06-20  *  *  *  *  *  191  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2006-06-20  *  *  *  *  *  *  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N1  2006-06-20  *  *  *  *  *  160.7  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-06-20  *  *  *  *  *  143.2  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-06-20  *  *  *  *  *  161.8  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-06-20  *  *  *  *  *  193.2  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-06-20  *  *  *  *  *  234.9  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-06-20  *  *  *  *  *  235.4  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-06-20  *  *  *  *  *  189.1  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-06-20  *  *  *  *  *  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N2  2006-06-20  *  *  *  *  *  *  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2006-06-20  *  *  *  *  *  223.3  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2006-06-20  *  *  *  *  *  207.2  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2006-06-20  *  *  *  *  *  233.1  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2006-06-20  *  *  *  *  *  276.5  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2006-06-20  *  *  *  *  *  294.3  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2006-06-20  *  *  *  *  *  278.1  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2006-06-20  *  *  *  *  *  *  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W2_N0  2006-06-20  *  *  *  *  *  *  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2006-06-20  *  *  *  *  *  114.4  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2006-06-20  *  *  *  *  *  119.2  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2006-06-20  *  *  *  *  *  148  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2006-06-20  *  *  *  *  *  187.2  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2006-06-20  *  *  *  *  *  215.1  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2006-06-20  *  *  *  *  *  171.8  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2006-06-20  *  *  *  *  *  *  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N1  2006-06-20  *  *  *  *  *  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-06-20  *  *  *  *  *  107.3  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-06-20  *  *  *  *  *  170.3  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-06-20  *  *  *  *  *  214.2  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-06-20  *  *  *  *  *  196.3  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-06-20  *  *  *  *  *  180.1  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-06-20  *  *  *  *  *  100.2  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-06-20  *  *  *  *  *  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N2  2006-06-20  *  *  *  *  *  *  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2006-06-20  *  *  *  *  *  161.5  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2006-06-20  *  *  *  *  *  152.7  *  PP_W2_N2  PP  W2  N2
