Index_Date_Plot_Organ	Index_Date_Plot	Clock.Today	HarvestNo	Growth_Stage	Plot	TreatNo	Block	Nit	Irr	Organ	DM_kgHa	N_Perc	Apsim_Var_name_Bio	Apsim_Var_name_N
42327_109_Dead	42327_109	19/11/2015	2	32	109	5	2	250	Dryland	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_110_Dead	42327_110	19/11/2015	2	32	110	6	2	250	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_111_Dead	42327_111	19/11/2015	2	32	111	2	2	0	Irrigated	Dead	11.40	0.76	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_112_Dead	42327_112	19/11/2015	2	32	112	3	2	50	Dryland	Dead	1.84	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_113_Dead	42327_113	19/11/2015	2	32	113	5	3	250	Dryland	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_114_Dead	42327_114	19/11/2015	2	32	114	4	3	50	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_115_Dead	42327_115	19/11/2015	2	32	115	2	3	0	Irrigated	Dead	9.62	2.72	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_116_Dead	42327_116	19/11/2015	2	32	116	1	3	0	Dryland	Dead	12.82	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_117_Dead	42327_117	19/11/2015	2	32	117	6	3	250	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_118_Dead	42327_118	19/11/2015	2	32	118	3	3	50	Dryland	Dead	7.55	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_119_Dead	42327_119	19/11/2015	2	32	119	4	4	50	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_120_Dead	42327_120	19/11/2015	2	32	120	3	4	50	Dryland	Dead	17.68	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_121_Dead	42327_121	19/11/2015	2	32	121	1	4	0	Dryland	Dead	11.25	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_122_Dead	42327_122	19/11/2015	2	32	122	2	4	0	Irrigated	Dead	54.97	0.84	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_123_Dead	42327_123	19/11/2015	2	32	123	6	4	250	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_124_Dead	42327_124	19/11/2015	2	32	124	5	4	250	Dryland	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_101_Dead	42341_101	3/12/2015	3	68	101	5	1	250	Dryland	Dead	22.16	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_102_Dead	42341_102	3/12/2015	3	58	102	6	1	250	Irrigated	Dead	11.87	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_103_Dead	42341_103	3/12/2015	3	58	103	2	1	0	Irrigated	Dead	42.76	0.92	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_104_Dead	42341_104	3/12/2015	3	58	104	4	1	50	Irrigated	Dead	5.74	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_105_Dead	42341_105	3/12/2015	3	69	105	1	1	0	Dryland	Dead	81.46	1.75	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_106_Dead	42341_106	3/12/2015	3	69	106	3	1	50	Dryland	Dead	22.93	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_107_Dead	42341_107	3/12/2015	3	58	107	4	2	50	Irrigated	Dead	18.75	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_108_Dead	42341_108	3/12/2015	3	69	108	1	2	0	Dryland	Dead	68.84	0.86	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_109_Dead	42341_109	3/12/2015	3	65	109	5	2	250	Dryland	Dead	7.56	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_110_Dead	42341_110	3/12/2015	3	58	110	6	2	250	Irrigated	Dead	89.60	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_111_Dead	42341_111	3/12/2015	3	63	111	2	2	0	Irrigated	Dead	17.22	0.89	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_112_Dead	42341_112	3/12/2015	3	68	112	3	2	50	Dryland	Dead	9.20	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_113_Dead	42341_113	3/12/2015	3	68	113	5	3	250	Dryland	Dead	39.83	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_114_Dead	42341_114	3/12/2015	3	58	114	4	3	50	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_115_Dead	42341_115	3/12/2015	3	58	115	2	3	0	Irrigated	Dead	62.98	0.73	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_116_Dead	42341_116	3/12/2015	3	68	116	1	3	0	Dryland	Dead	51.33	1.23	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_117_Dead	42341_117	3/12/2015	3	58	117	6	3	250	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_118_Dead	42341_118	3/12/2015	3	66	118	3	3	50	Dryland	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_119_Dead	42341_119	3/12/2015	3	58	119	4	4	50	Irrigated	Dead	8.59	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_120_Dead	42341_120	3/12/2015	3	67	120	3	4	50	Dryland	Dead	19.15	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_121_Dead	42341_121	3/12/2015	3	68	121	1	4	0	Dryland	Dead	24.40	0.69	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_122_Dead	42341_122	3/12/2015	3	58	122	2	4	0	Irrigated	Dead	90.82	0.82	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_123_Dead	42341_123	3/12/2015	3	56	123	6	4	250	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42341_124_Dead	42341_124	3/12/2015	3	63	124	5	4	250	Dryland	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_101_Dead	42353_101	15/12/2015	4	70.7	101	5	1	250	Dryland	Dead	84.75	1.15	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_102_Dead	42353_102	15/12/2015	4	70.4	102	6	1	250	Irrigated	Dead	11.38	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_103_Dead	42353_103	15/12/2015	4	70.5	103	2	1	0	Irrigated	Dead	124.25	0.61	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_104_Dead	42353_104	15/12/2015	4	70.4	104	4	1	50	Irrigated	Dead	45.35	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_105_Dead	42353_105	15/12/2015	4	70.8	105	1	1	0	Dryland	Dead	34.87	1.32	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_106_Dead	42353_106	15/12/2015	4	70.8	106	3	1	50	Dryland	Dead	17.02	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_107_Dead	42353_107	15/12/2015	4	70.4	107	4	2	50	Irrigated	Dead	45.72	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_108_Dead	42353_108	15/12/2015	4	70.8	108	1	2	0	Dryland	Dead	46.76	0.60	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_109_Dead	42353_109	15/12/2015	4	70.7	109	5	2	250	Dryland	Dead	173.78	1.55	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_110_Dead	42353_110	15/12/2015	4	70.4	110	6	2	250	Irrigated	Dead	151.48	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_111_Dead	42353_111	15/12/2015	4	70.5	111	2	2	0	Irrigated	Dead	73.98	0.68	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_112_Dead	42353_112	15/12/2015	4	70.8	112	3	2	50	Dryland	Dead	66.52	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_113_Dead	42353_113	15/12/2015	4	70.7	113	5	3	250	Dryland	Dead	122.35	0.90	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_114_Dead	42353_114	15/12/2015	4	70.4	114	4	3	50	Irrigated	Dead	27.99	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_115_Dead	42353_115	15/12/2015	4	70.5	115	2	3	0	Irrigated	Dead	76.77	0.48	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_116_Dead	42353_116	15/12/2015	4	70.8	116	1	3	0	Dryland	Dead	174.92	0.65	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_117_Dead	42353_117	15/12/2015	4	70.4	117	6	3	250	Irrigated	Dead	61.49	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_118_Dead	42353_118	15/12/2015	4	70.8	118	3	3	50	Dryland	Dead	24.06	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_119_Dead	42353_119	15/12/2015	4	70.4	119	4	4	50	Irrigated	Dead	15.03	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_120_Dead	42353_120	15/12/2015	4	70.8	120	3	4	50	Dryland	Dead	70.95	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_121_Dead	42353_121	15/12/2015	4	70.8	121	1	4	0	Dryland	Dead	37.34	0.61	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_122_Dead	42353_122	15/12/2015	4	70.5	122	2	4	0	Irrigated	Dead	149.53	0.55	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_123_Dead	42353_123	15/12/2015	4	70.4	123	6	4	250	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42353_124_Dead	42353_124	15/12/2015	4	70.7	124	5	4	250	Dryland	Dead	122.76	1.49	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_101_Dead	42375_101	6/01/2016	5	NA	101	5	1	250	Dryland	Dead	706.96	1.15	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_102_Dead	42375_102	6/01/2016	5	NA	102	6	1	250	Irrigated	Dead	162.93	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_103_Dead	42375_103	6/01/2016	5	NA	103	2	1	0	Irrigated	Dead	237.35	0.55	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_104_Dead	42375_104	6/01/2016	5	NA	104	4	1	50	Irrigated	Dead	230.31	0.74	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_105_Dead	42375_105	6/01/2016	5	NA	105	1	1	0	Dryland	Dead	148.51	0.57	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_106_Dead	42375_106	6/01/2016	5	NA	106	3	1	50	Dryland	Dead	308.06	0.88	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_107_Dead	42375_107	6/01/2016	5	NA	107	4	2	50	Irrigated	Dead	79.30	0.70	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_108_Dead	42375_108	6/01/2016	5	NA	108	1	2	0	Dryland	Dead	97.95	0.67	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_109_Dead	42375_109	6/01/2016	5	NA	109	5	2	250	Dryland	Dead	503.20	1.24	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_110_Dead	42375_110	6/01/2016	5	NA	110	6	2	250	Irrigated	Dead	24.33	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_111_Dead	42375_111	6/01/2016	5	NA	111	2	2	0	Irrigated	Dead	83.17	0.76	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_112_Dead	42375_112	6/01/2016	5	NA	112	3	2	50	Dryland	Dead	224.29	0.86	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_113_Dead	42375_113	6/01/2016	5	NA	113	5	3	250	Dryland	Dead	310.31	0.96	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_114_Dead	42375_114	6/01/2016	5	NA	114	4	3	50	Irrigated	Dead	225.42	0.64	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_115_Dead	42375_115	6/01/2016	5	NA	115	2	3	0	Irrigated	Dead	173.29	0.64	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_116_Dead	42375_116	6/01/2016	5	NA	116	1	3	0	Dryland	Dead	337.87	0.58	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_117_Dead	42375_117	6/01/2016	5	NA	117	6	3	250	Irrigated	Dead	42.83	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_118_Dead	42375_118	6/01/2016	5	NA	118	3	3	50	Dryland	Dead	154.23	0.71	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_119_Dead	42375_119	6/01/2016	5	NA	119	4	4	50	Irrigated	Dead	16.95	0.70	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_120_Dead	42375_120	6/01/2016	5	NA	120	3	4	50	Dryland	Dead	227.81	0.96	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_121_Dead	42375_121	6/01/2016	5	NA	121	1	4	0	Dryland	Dead	219.50	0.68	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_122_Dead	42375_122	6/01/2016	5	NA	122	2	4	0	Irrigated	Dead	40.71	0.64	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_123_Dead	42375_123	6/01/2016	5	NA	123	6	4	250	Irrigated	Dead	6.08	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42375_124_Dead	42375_124	6/01/2016	5	NA	124	5	4	250	Dryland	Dead	341.83	1.06	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42401_101_Dead	42401_101	1/02/2016	6	Harvest	101	5	1	250	Dryland	Dead	2774.23	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42413_102_Dead	42413_102	13/02/2016	6	Harvest	102	6	1	250	Irrigated	Dead	4381.21	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42413_103_Dead	42413_103	13/02/2016	6	Harvest	103	2	1	0	Irrigated	Dead	1357.41	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42413_104_Dead	42413_104	13/02/2016	6	Harvest	104	4	1	50	Irrigated	Dead	2755.62	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42394_105_Dead	42394_105	25/01/2016	6	Harvest	105	1	1	0	Dryland	Dead	1000.89	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42401_106_Dead	42401_106	1/02/2016	6	Harvest	106	3	1	50	Dryland	Dead	1346.30	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42413_107_Dead	42413_107	13/02/2016	6	Harvest	107	4	2	50	Irrigated	Dead	2398.65	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42394_108_Dead	42394_108	25/01/2016	6	Harvest	108	1	2	0	Dryland	Dead	729.42	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42401_109_Dead	42401_109	1/02/2016	6	Harvest	109	5	2	250	Dryland	Dead	2409.78	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42413_110_Dead	42413_110	13/02/2016	6	Harvest	110	6	2	250	Irrigated	Dead	4510.24	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42413_111_Dead	42413_111	13/02/2016	6	Harvest	111	2	2	0	Irrigated	Dead	1107.90	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42401_112_Dead	42401_112	1/02/2016	6	Harvest	112	3	2	50	Dryland	Dead	1763.71	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42401_113_Dead	42401_113	1/02/2016	6	Harvest	113	5	3	250	Dryland	Dead	2608.74	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42413_114_Dead	42413_114	13/02/2016	6	Harvest	114	4	3	50	Irrigated	Dead	2601.64	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42413_115_Dead	42413_115	13/02/2016	6	Harvest	115	2	3	0	Irrigated	Dead	1849.35	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42394_116_Dead	42394_116	25/01/2016	6	Harvest	116	1	3	0	Dryland	Dead	1315.79	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42413_117_Dead	42413_117	13/02/2016	6	Harvest	117	6	3	250	Irrigated	Dead	4501.01	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42401_118_Dead	42401_118	1/02/2016	6	Harvest	118	3	3	50	Dryland	Dead	1592.41	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42413_119_Dead	42413_119	13/02/2016	6	Harvest	119	4	4	50	Irrigated	Dead	2209.64	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42401_120_Dead	42401_120	1/02/2016	6	Harvest	120	3	4	50	Dryland	Dead	1586.86	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42394_121_Dead	42394_121	25/01/2016	6	Harvest	121	1	4	0	Dryland	Dead	971.41	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42413_122_Dead	42413_122	13/02/2016	6	Harvest	122	2	4	0	Irrigated	Dead	1373.62	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42413_123_Dead	42413_123	13/02/2016	6	Harvest	123	6	4	250	Irrigated	Dead	4393.96	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42401_124_Dead	42401_124	1/02/2016	6	Harvest	124	5	4	250	Dryland	Dead	3224.85	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_101_Grain	42306_101	29/10/2015	1	22	101	5	1	250	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_102_Grain	42306_102	29/10/2015	1	23	102	6	1	250	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_103_Grain	42306_103	29/10/2015	1	22	103	2	1	0	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_104_Grain	42306_104	29/10/2015	1	22	104	4	1	50	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_105_Grain	42306_105	29/10/2015	1	21	105	1	1	0	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_106_Grain	42306_106	29/10/2015	1	21	106	3	1	50	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_107_Grain	42306_107	29/10/2015	1	23	107	4	2	50	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_108_Grain	42306_108	29/10/2015	1	20	108	1	2	0	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_109_Grain	42306_109	29/10/2015	1	22	109	5	2	250	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_110_Grain	42306_110	29/10/2015	1	23	110	6	2	250	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_111_Grain	42306_111	29/10/2015	1	22	111	2	2	0	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_112_Grain	42306_112	29/10/2015	1	21	112	3	2	50	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_113_Grain	42306_113	29/10/2015	1	23	113	5	3	250	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_114_Grain	42306_114	29/10/2015	1	20	114	4	3	50	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_115_Grain	42306_115	29/10/2015	1	22	115	2	3	0	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_116_Grain	42306_116	29/10/2015	1	22	116	1	3	0	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_117_Grain	42306_117	29/10/2015	1	22	117	6	3	250	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_118_Grain	42306_118	29/10/2015	1	21	118	3	3	50	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_119_Grain	42306_119	29/10/2015	1	21	119	4	4	50	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_120_Grain	42306_120	29/10/2015	1	22	120	3	4	50	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_121_Grain	42306_121	29/10/2015	1	22	121	1	4	0	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_122_Grain	42306_122	29/10/2015	1	22	122	2	4	0	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_123_Grain	42306_123	29/10/2015	1	22	123	6	4	250	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_124_Grain	42306_124	29/10/2015	1	22	124	5	4	250	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_101_Grain	42327_101	19/11/2015	2	32	101	5	1	250	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_102_Grain	42327_102	19/11/2015	2	32	102	6	1	250	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_103_Grain	42327_103	19/11/2015	2	32	103	2	1	0	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_104_Grain	42327_104	19/11/2015	2	32	104	4	1	50	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_105_Grain	42327_105	19/11/2015	2	32	105	1	1	0	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_106_Grain	42327_106	19/11/2015	2	32	106	3	1	50	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_107_Grain	42327_107	19/11/2015	2	32	107	4	2	50	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_108_Grain	42327_108	19/11/2015	2	32	108	1	2	0	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_109_Grain	42327_109	19/11/2015	2	32	109	5	2	250	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_110_Grain	42327_110	19/11/2015	2	32	110	6	2	250	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_111_Grain	42327_111	19/11/2015	2	32	111	2	2	0	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_112_Grain	42327_112	19/11/2015	2	32	112	3	2	50	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_113_Grain	42327_113	19/11/2015	2	32	113	5	3	250	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_114_Grain	42327_114	19/11/2015	2	32	114	4	3	50	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_115_Grain	42327_115	19/11/2015	2	32	115	2	3	0	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_116_Grain	42327_116	19/11/2015	2	32	116	1	3	0	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_117_Grain	42327_117	19/11/2015	2	32	117	6	3	250	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_118_Grain	42327_118	19/11/2015	2	32	118	3	3	50	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_119_Grain	42327_119	19/11/2015	2	32	119	4	4	50	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_120_Grain	42327_120	19/11/2015	2	32	120	3	4	50	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_121_Grain	42327_121	19/11/2015	2	32	121	1	4	0	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_122_Grain	42327_122	19/11/2015	2	32	122	2	4	0	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_123_Grain	42327_123	19/11/2015	2	32	123	6	4	250	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42327_124_Grain	42327_124	19/11/2015	2	32	124	5	4	250	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_101_Grain	42341_101	3/12/2015	3	68	101	5	1	250	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_102_Grain	42341_102	3/12/2015	3	58	102	6	1	250	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_103_Grain	42341_103	3/12/2015	3	58	103	2	1	0	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_104_Grain	42341_104	3/12/2015	3	58	104	4	1	50	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_105_Grain	42341_105	3/12/2015	3	69	105	1	1	0	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
