SimulationName	Clock.Today	Oats.Ear.NConc.	Oats.Ear.Wt	Oats.Grain.Live.NConc	Oats.Grain.Live.Wt	Oats.Leaf.Dead.Nconc	Oats.Leaf.Dead.Wt	Oats.Leaf.LAI	Oats.Leaf.Live.NConc	Oats.Leaf.Live.Wt	Oats.Panicle.Live.NConc	Oats.Panicle.Wt	Oats.Stem.Live.NConc	Oats.Stem.Live.Wt	Oats.AboveGround.Nconc	Oats.AboveGround.Live.Wt	Oats.Leaf.N	Oats.Stem.N	Oats.Phenology.Stage	Oats.Structure.LeafTipsAppeared	Oats.Leaf.ExpandedCohortNo	Oats.Leaf.GreenCohortNo	Oats.Leaf.SenescingCohortNo	Oats.Leaf.DeadCohortNo	Oats.Leaf.CoverTotal	Soil.Temperature(1)	Soil.Temperature(2)	Soil.Temperature(3)	Soil.Temperature(4)	Soil.Temperature(5)	Soil.Temperature(6)	Soil.Temperature(7)	Soil.SoilNitrogen.mineral_n(1)	Soil.SoilNitrogen.mineral_n(2)	Soil.SoilNitrogen.mineral_n(3)	Soil.SoilNitrogen.mineral_n(4)	Soil.SoilNitrogen.mineral_n(5)	Soil.SoilNitrogen.mineral_n(6)	Soil.SoilNitrogen.NH4(1)	Soil.SoilNitrogen.NH4(2)	Soil.SoilNitrogen.NH4(3)	Soil.SoilNitrogen.NH4(4)	Soil.SoilNitrogen.NH4(5)	Soil.SoilNitrogen.NH4(6)	Soil.SoilNitrogen.NO3(1)	Soil.SoilNitrogen.NO3(2)	Soil.SoilNitrogen.NO3(3)	Soil.SoilNitrogen.NO3(4)	Soil.SoilNitrogen.NO3(5)	Soil.SoilNitrogen.NO3(6)	Soil.SoilNitrogen.ProfileMineralN	Soil.SoilNitrogen.ProfileNO3	Soil.SoilNitrogen.ProfileNH4	Soil.SoilWater.SW(1)	Soil.SoilWater.SW(2)	Soil.SoilWater.SW(3)	Soil.SoilWater.SW(4)	Soil.SoilWater.SW(5)	Soil.SoilWater.SW(6)	Soil.SoilWater.SW(7)	Soil.SoilWater.ProfileWater	Nit	Irr
RS_Oats_1718Nit300IrrFull	2017-11-12	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.36364063	12.52594089	12.60543646	12.84705443	12.80344479	12.64580807	12.47752318	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.17896875	0.21484375	0.21140625	0.34690625	0.37495625	0.31856875	0.19561875	493.30875	300	Full
RS_Oats_1718Nit300IrrNil	2017-11-12	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.24291133	12.42352786	12.50533828	12.91881094	12.88508984	12.6535401	12.52663516	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1652125	0.21346875	0.23631875	0.30490625	0.35894375	0.35141875	0.2621375	510.9196875	300	Nil
RS_Oats_1718Nit50IrrFull	2017-11-12	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.27808867	13.31563932	13.2486375	13.20517083	13.10534609	12.87595391	12.63468594	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.205725	0.21398125	0.26721875	0.34733125	0.36543125	0.30106875	0.1903375	504.3721875	50	Full
RS_Oats_1718Nit50IrrNil	2017-11-12	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.38533841	13.59566615	13.47440755	13.42672057	13.31311927	13.02188828	12.78596823	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.176959375	0.198125	0.2268	0.30739375	0.33565	0.3137375	0.15428125	457.6214063	50	Nil
RS_Oats_1718Nit0IrrFull	2017-11-13	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.78455625	13.41200885	13.54053047	13.58385078	13.39928984	13.03046771	12.79467786	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.188671875	0.23451875	0.22413125	0.30528125	0.33471875	0.36265	0.2288375	500.1642188	0	Full
RS_Oats_1718Nit0IrrNil	2017-11-13	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.6874388	13.26549375	13.44045885	13.53031328	13.370475	13.04825547	12.78100573	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.210371875	0.2250125	0.20913125	0.31178125	0.35615625	0.34165	0.2349625	501.4120313	0	Nil
RS_Oats_1718Nit300IrrFull	2017-11-13	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.82604753	12.25709219	12.46893828	12.82593229	12.77793073	12.64162552	12.49312396	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1693375	0.2081625	0.2083625	0.34483125	0.37300625	0.31790625	0.19554375	488.52	300	Full
RS_Oats_1718Nit300IrrNil	2017-11-13	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.60840703	12.1001763	12.36621302	12.89566849	12.85205234	12.64424271	12.53650208	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.15794375	0.2058875	0.23240625	0.3033125	0.35756875	0.35099375	0.26214375	506.5021875	300	Nil
RS_Oats_1718Nit50IrrFull	2017-11-13	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.57012435	12.96533932	13.09836484	13.19646484	13.0808901	12.87066641	12.64663203	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.19595	0.2074375	0.26454375	0.3460375	0.3638625	0.300725	0.19014375	500.101875	50	Full
RS_Oats_1718Nit50IrrNil	2017-11-13	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.58891706	13.12418359	13.27095599	13.41829609	13.28376484	13.01377839	12.79689089	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.170228125	0.1936	0.22433125	0.30541875	0.33455	0.3133625	0.15431875	454.1685938	50	Nil
RS_Oats_1718Nit0IrrFull	2017-11-14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.827119864	13.37003164	13.59054063	13.50902083	13.52066484	13.37906536	13.02807734	12.80342708	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.180971875	0.230375	0.2218625	0.30284375	0.3330375	0.36216875	0.2288875	496.3420313	0	Full
RS_Oats_1718Nit0IrrNil	2017-11-14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	8.875	8.875	3.525	1.125	4.225	0.869146814	13.18466315	13.45328281	13.39040573	13.46590521	13.34944531	13.04162552	12.78908333	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.20348125	0.22041875	0.207475	0.3094375	0.3549125	0.34153125	0.23515625	498.13875	0	Nil
RS_Oats_1718Nit300IrrFull	2017-11-14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	9.45	9.45	3.75	1.7	4	0.973865074	12.05687669	12.33978359	12.43022188	12.77704193	12.75584661	12.64066068	12.50249271	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1607625	0.2020375	0.20534375	0.3422	0.3709625	0.31723125	0.19561875	483.826875	300	Full
RS_Oats_1718Nit300IrrNil	2017-11-14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.971092531	11.93361641	12.22459557	12.335475	12.83312031	12.82271536	12.63488958	12.54478307	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.151140625	0.198875	0.228325	0.3015875	0.356025	0.3504	0.2621625	502.0523438	300	Nil
RS_Oats_1718Nit50IrrFull	2017-11-14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.903743759	12.85162865	13.03378906	13.03611172	13.14388828	13.06210443	12.86689714	12.65682734	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.18706875	0.2011	0.26163125	0.34465625	0.36231875	0.3004375	0.19015625	495.9853125	50	Full
RS_Oats_1718Nit50IrrNil	2017-11-14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.910768859	13.01953021	13.26229714	13.20878958	13.34907943	13.26103438	13.00432422	12.80343099	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.164003125	0.18930625	0.22161875	0.3035	0.33353125	0.3130125	0.1544375	450.8264063	50	Nil
RS_Oats_1718Nit0IrrFull	2017-11-15	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.99956927	13.2816651	13.3279276	13.46788229	13.35220286	13.02291198	12.81553542	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.28238125	0.2698625	0.23515625	0.30038125	0.33140625	0.3616375	0.22896875	520.1015625	0	Full
RS_Oats_1718Nit0IrrNil	2017-11-15	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.80885365	13.09592214	13.17747682	13.40797891	13.31830807	13.03488203	12.79619844	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2945875	0.27391875	0.21495625	0.30680625	0.353625	0.341475	0.23523125	520.9040625	0	Nil
RS_Oats_1718Nit300IrrFull	2017-11-15	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.5673349	11.9648901	12.2385276	12.73421589	12.73375651	12.63613958	12.51091224	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2652625	0.23846875	0.20984375	0.340325	0.36875625	0.31653125	0.19554375	504.8596875	300	Full
RS_Oats_1718Nit300IrrNil	2017-11-15	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.44668424	11.88116901	12.14895156	12.7761737	12.79289557	12.62766719	12.54719167	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.229615625	0.26614375	0.2351875	0.29969375	0.354525	0.34988125	0.26221875	524.8157813	300	Nil
RS_Oats_1718Nit50IrrFull	2017-11-15	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.44009896	12.71140078	12.85583724	13.09443438	13.03897656	12.86351068	12.66492552	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.311646875	0.2792	0.283025	0.34301875	0.36064375	0.299975	0.189975	531.6182813	50	Full
RS_Oats_1718Nit50IrrNil	2017-11-15	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.55646406	12.85139531	12.97800651	13.28625729	13.22813359	12.9962625	12.809225	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.243778125	0.245525	0.2313625	0.30136875	0.33251875	0.3126875	0.15453125	473.1360938	50	Nil
RS_Oats_1718Nit0IrrFull	2017-11-16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.27069596	14.50752865	14.03154792	13.47275026	13.327325	13.01770052	12.82013516	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.262853125	0.26751875	0.23876875	0.29839375	0.329825	0.36105	0.22899375	516.6651563	0	Full
RS_Oats_1718Nit0IrrNil	2017-11-16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.4119151	14.4561388	13.88600938	13.41591328	13.28611172	13.02546849	12.79928151	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.279921875	0.26864375	0.2200375	0.304825	0.35231875	0.3412625	0.23535625	518.4248438	0	Nil
RS_Oats_1718Nit300IrrFull	2017-11-16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.87816732	13.19667031	12.90582604	12.7489026	12.71053464	12.63119401	12.51843568	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.24658125	0.23736875	0.2128625	0.33885	0.36678125	0.31575625	0.19545	501.5025	300	Full
RS_Oats_1718Nit300IrrNil	2017-11-16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.81534518	13.11171693	12.79452292	12.78924453	12.76099245	12.61731328	12.55035365	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.218415625	0.251375	0.23694375	0.29874375	0.353075	0.34935625	0.26226875	520.5848438	300	Nil
RS_Oats_1718Nit50IrrFull	2017-11-16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.78806563	13.94126719	13.47380026	13.10429557	13.01468073	12.85664323	12.67149115	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.285440625	0.2660125	0.27946875	0.34185625	0.35905625	0.2996375	0.189775	523.6560938	50	Full
RS_Oats_1718Nit50IrrNil	2017-11-16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.01904284	14.18318229	13.64798411	13.28704245	13.19637891	12.98427943	12.81049531	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.22753125	0.2316125	0.2353	0.29995	0.33146875	0.31235625	0.1545375	468.9553125	50	Nil
RS_Oats_1718Nit0IrrFull	2017-11-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.73380781	14.84161641	14.51839844	13.64511667	13.35008307	13.01497839	12.82622526	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2498875	0.26451875	0.238925	0.29676875	0.328325	0.360525	0.22889375	513.1921875	0	Full
RS_Oats_1718Nit0IrrNil	2017-11-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.72604674	14.80717995	14.42442161	13.59214948	13.3076875	13.01898255	12.80275729	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.268834375	0.2641375	0.222	0.3031625	0.35113125	0.34108125	0.23559375	515.8364063	0	Nil
RS_Oats_1718Nit300IrrFull	2017-11-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.46211341	13.4869737	13.29640417	12.90570286	12.73482109	12.62944349	12.52431146	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.231515625	0.2341	0.21403125	0.33790625	0.36493125	0.31505	0.19540625	498.0398438	300	Full
RS_Oats_1718Nit300IrrNil	2017-11-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.37307148	13.42391354	13.22062448	12.95443776	12.78350573	12.61112474	12.55296172	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.207371875	0.24183125	0.23680625	0.29825625	0.35179375	0.34879375	0.26233125	516.7748438	300	Nil
RS_Oats_1718Nit50IrrFull	2017-11-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.36658594	14.2901375	13.95866198	13.27521641	13.038175	12.85602995	12.6777224	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.269275	0.25654375	0.2777125	0.34085625	0.35755	0.29921875	0.18955625	518.3409375	50	Full
RS_Oats_1718Nit50IrrNil	2017-11-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.49406042	14.5231776	14.15538385	13.46857682	13.21153984	12.97741979	12.81147682	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.21731875	0.22505625	0.236425	0.29896875	0.330525	0.312	0.1546625	466.130625	50	Nil
RS_Oats_1718Nit0IrrFull	2017-11-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.69088164	14.59844714	14.36948906	13.79476667	13.4230974	13.03145703	12.8345737	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.238171875	0.26056875	0.237975	0.2950625	0.32668125	0.35990625	0.22896875	509.3892188	0	Full
RS_Oats_1718Nit0IrrNil	2017-11-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.61572852	14.550425	14.28429401	13.73869609	13.38368854	13.03202865	12.81106328	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.258940625	0.25909375	0.22233125	0.30163125	0.34973125	0.34090625	0.23564375	512.7782813	0	Nil
RS_Oats_1718Nit300IrrFull	2017-11-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.30881497	13.27106432	13.19845599	13.03466302	12.80024063	12.64393594	12.53404193	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.216959375	0.2291625	0.213725	0.3367	0.36293125	0.31440625	0.19535625	493.8539063	300	Full
RS_Oats_1718Nit300IrrNil	2017-11-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.1724638	13.17903047	13.10677813	13.08370651	12.84793099	12.6243362	12.56014609	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.196196875	0.23300625	0.23565	0.29748125	0.3503625	0.34831875	0.26220625	512.5860938	300	Nil
RS_Oats_1718Nit50IrrFull	2017-11-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.19184036	14.03946901	13.85126797	13.41534922	13.10838099	12.87096875	12.68699792	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.25433125	0.2475	0.27565	0.33995	0.3558875	0.29893125	0.18944375	513.2334375	50	Full
RS_Oats_1718Nit50IrrNil	2017-11-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.3711944	14.26872656	14.01889479	13.60799922	13.27722656	12.98923646	12.81793568	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.207928125	0.219625	0.235625	0.29794375	0.3295125	0.3116625	0.15474375	462.9792188	50	Nil
RS_Oats_1718Nit0IrrFull	2017-11-19	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.79102318	14.57954948	14.31748906	13.84777813	13.49037318	13.06596354	12.85536589	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.225253125	0.25511875	0.2353375	0.29306875	0.32515625	0.359075	0.22890625	504.5189063	0	Full
RS_Oats_1718Nit0IrrNil	2017-11-19	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.68264336	14.49108073	14.21398828	13.78372474	13.44879245	13.06334714	12.82874245	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.247771875	0.2526625	0.2209625	0.29973125	0.3485	0.34065	0.23570625	508.7301563	0	Nil
RS_Oats_1718Nit300IrrFull	2017-11-19	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.11425911	13.09994063	13.0991388	13.0783224	12.85981901	12.67608385	12.55317526	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.198925	0.22115	0.21148125	0.335125	0.36100625	0.31365	0.19515	487.935	300	Full
RS_Oats_1718Nit300IrrNil	2017-11-19	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.01490898	13.00005885	12.99738724	13.11873203	12.90360729	12.65255182	12.57836094	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1819125	0.22209375	0.23258125	0.29631875	0.34891875	0.34773125	0.26208125	506.8903125	300	Nil
RS_Oats_1718Nit50IrrFull	2017-11-19	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.18367305	13.9325862	13.76295677	13.45886458	13.1711888	12.90522865	12.70740234	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.236646875	0.2367625	0.2722125	0.33884375	0.3540125	0.298375	0.18924375	506.8176563	50	Full
RS_Oats_1718Nit50IrrNil	2017-11-19	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.32548711	14.15040078	13.93203646	13.64441901	13.33665677	13.01651875	12.83417578	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.19683125	0.2131375	0.23295625	0.2966875	0.3285875	0.311175	0.15474375	458.7403125	50	Nil
RS_Oats_1718Nit0IrrFull	2017-11-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.92105872	14.7395151	14.51258281	13.90457891	13.53728073	13.10249479	12.88511615	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.216578125	0.25185	0.2341375	0.29153125	0.32355	0.35844375	0.2289375	501.2442188	0	Full
RS_Oats_1718Nit0IrrNil	2017-11-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.87511406	14.64211927	14.39733411	13.83451432	13.49359245	13.09981068	12.85249714	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.24023125	0.2484625	0.22038125	0.298175	0.34725625	0.34044375	0.23571875	505.8965625	0	Nil
RS_Oats_1718Nit300IrrFull	2017-11-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.45611432	13.27123281	13.20609505	13.10763464	12.90030964	12.71081302	12.57977318	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.18856875	0.216825	0.21055625	0.33361875	0.35904375	0.31279375	0.19503125	484.1221875	300	Full
RS_Oats_1718Nit300IrrNil	2017-11-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.35140091	13.17635729	13.11500365	13.14034974	12.937325	12.68320208	12.59979688	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1738625	0.215375	0.23096875	0.29551875	0.34750625	0.34701875	0.26205	503.304375	300	Nil
RS_Oats_1718Nit50IrrFull	2017-11-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.38870599	14.11558125	13.92672318	13.50012813	13.21322708	12.94154688	12.73436589	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.226125	0.230475	0.27075	0.338025	0.3523625	0.2980125	0.18908125	502.959375	50	Full
RS_Oats_1718Nit50IrrNil	2017-11-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.56441732	14.32388281	14.09822578	13.68517188	13.37571094	13.04757422	12.85907578	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1899875	0.20915625	0.23175625	0.2955875	0.327725	0.31088125	0.15473125	456.0759375	50	Nil
RS_Oats_1718Nit0IrrFull	2017-11-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.03855521	15.04878099	14.73823516	13.98793594	13.59140182	13.14034297	12.91589557	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.209653125	0.24920625	0.2331625	0.29010625	0.32200625	0.35779375	0.228825	498.3970313	0	Full
RS_Oats_1718Nit0IrrNil	2017-11-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.98040742	15.00670729	14.64428385	13.91478984	13.54482344	13.13403828	12.88222917	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.234115625	0.24514375	0.21995625	0.29675	0.34605	0.34025	0.23576875	503.5214063	0	Nil
RS_Oats_1718Nit300IrrFull	2017-11-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.81043008	13.71414792	13.48128516	13.1738987	12.94089766	12.74316302	12.60672214	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1807375	0.21335	0.20966875	0.3321625	0.35716875	0.31214375	0.1949	480.92625	300	Full
RS_Oats_1718Nit300IrrNil	2017-11-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.73425339	13.65319193	13.4040237	13.20208672	12.9742651	12.71222135	12.62525703	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.167815625	0.2103125	0.22955	0.2946875	0.34605	0.346525	0.261925	500.3404688	300	Nil
RS_Oats_1718Nit50IrrFull	2017-11-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.62293229	14.49628125	14.17325807	13.5769651	13.25990833	12.97698542	12.76450599	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.218040625	0.22571875	0.26975	0.33729375	0.35068125	0.297575	0.1887875	499.7901563	50	Full
RS_Oats_1718Nit50IrrNil	2017-11-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.72274596	14.70026823	14.34670443	13.75921094	13.41767943	13.07915052	12.88611589	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.18451875	0.20615625	0.23093125	0.29456875	0.326825	0.31053125	0.15485625	453.915	50	Nil
RS_Oats_1718Nit0IrrFull	2017-11-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.51133229	15.44346901	14.87943802	14.06819844	13.65389479	13.1818224	12.94966328	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.298175	0.30096875	0.2584375	0.2882625	0.3205	0.3570875	0.228725	525.7753125	0	Full
RS_Oats_1718Nit0IrrNil	2017-11-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.50522083	15.4187875	14.7715724	13.99950677	13.60503464	13.17374375	12.91504193	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.312425	0.30146875	0.2363875	0.2951	0.3446375	0.3400625	0.235825	527.6878125	0	Nil
RS_Oats_1718Nit300IrrFull	2017-11-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.70196849	13.94594635	13.5978987	13.26265833	12.99689661	12.77923307	12.63910573	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.285828125	0.2608875	0.2186375	0.33005625	0.35513125	0.3112375	0.19475	504.9510938	300	Full
