SowDate,trial_code,exp_no,site,year,date,Stage,Rep,Landscape_pos,Type,cultivar,TOS,density_trt,Irrigation_trt,Fertiliser_Trt,density,AboveGround.NConc,AboveGround.wt,grain.total.wt,grain.wt,grain.protein,grain.oil,grain.number,stem.live,leaf.live,SoilWater.SW(1),SoilWater.SW(2),SoilWater.SW(3),SoilWater.SW(4),SoilWater.SW(5),SoilWater.SW(6),Nutrient.MineralN(1),Nutrient.MineralN(2),Nutrient.MineralN(3),Nutrient.MineralN(4),Nutrient.MineralN(5),Nutrient.MineralN,
(d/mm/yyyy),(),(),(),(),(d/mm/yyyy),(),(),(),(),(),(),(plants/m2),(),(kg/ha),(plants/m2),(%),(g/m2),(g/m2),(mg),(%),(%),(seeds/m2),(g/m2),(g/m2),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),
16/05/2016,CTA16HAR1,1b,Hart,2016,28/09/2016,7.3,4,,OP_TT,Stingray,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,CTA16HAR1,1b,Hart,2016,28/09/2016,7.3,1,,H_TT,Hyola559,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,CTA16HAR1,1b,Hart,2016,28/09/2016,7.3,2,,H_TT,Hyola559,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,CTA16HAR1,1b,Hart,2016,28/09/2016,7.3,3,,H_TT,Hyola559,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,CTA16HAR1,1b,Hart,2016,28/09/2016,7.3,4,,H_TT,Hyola559,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
2/05/2016,CTA16HAR1,1b,Hart,2016,28/09/2016,7.3,1,,H_TT,Hyola750,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
2/05/2016,CTA16HAR1,1b,Hart,2016,28/09/2016,7.3,2,,H_TT,Hyola750,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
2/05/2016,CTA16HAR1,1b,Hart,2016,28/09/2016,7.3,4,,H_TT,Hyola750,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
2/05/2016,CTA16HAR1,1b,Hart,2016,28/09/2016,7.3,3,,H_TT,Hyola750,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,CTA16HAR1,1b,Hart,2016,5/10/2016,7.3,2,,H,45Y88,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,CTA16HAR1,1b,Hart,2016,5/10/2016,7.3,4,,H,45Y88,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,CTA16HAR1,1b,Hart,2016,5/10/2016,7.3,3,,H,45Y88,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,CTA16HAR1,1b,Hart,2016,5/10/2016,7.3,1,,H,45Y88,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
2/05/2016,CTA16HAR1,1b,Hart,2016,5/10/2016,7.3,2,,H,Archer,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
2/05/2016,CTA16HAR1,1b,Hart,2016,5/10/2016,7.3,3,,H,Archer,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
2/05/2016,CTA16HAR1,1b,Hart,2016,5/10/2016,7.3,1,,H,Archer,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
2/05/2016,CTA16HAR1,1b,Hart,2016,5/10/2016,7.3,4,,H,Archer,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,CTA16HAR1,1b,Hart,2016,5/10/2016,7.3,2,,H,Archer,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,CTA16HAR1,1b,Hart,2016,5/10/2016,7.3,1,,H,Archer,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,CTA16HAR1,1b,Hart,2016,5/10/2016,7.3,4,,H,Archer,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,CTA16HAR1,1b,Hart,2016,5/10/2016,7.3,3,,H,Archer,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,CTA16HAR1,1b,Hart,2016,5/10/2016,7.3,1,,OP_TT,Gem,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,CTA16HAR1,1b,Hart,2016,5/10/2016,7.3,3,,OP_TT,Gem,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,CTA16HAR1,1b,Hart,2016,5/10/2016,7.3,4,,OP_TT,Gem,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,CTA16HAR1,1b,Hart,2016,5/10/2016,7.3,2,,OP_TT,Gem,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,CTA16HAR1,1b,Hart,2016,5/10/2016,7.3,3,,H_TT,Hyola750,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,CTA16HAR1,1b,Hart,2016,5/10/2016,7.3,1,,H_TT,Hyola750,,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,CTA16HAR1,1b,Hart,2016,5/10/2016,7.3,2,,H_TT,Hyola750,3,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016,CTA16HAR1,1b,Hart,2016,5/10/2016,7.3,4,,H_TT,Hyola750,3,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,14/07/2016,6,,,OP_TT,Stingray,1,60,nil,nil,33.33333333,,201.3888889,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,26/07/2016,6,,,H_TT,Hyola559,1,60,nil,nil,48.33333333,,370.3333333,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,5/07/2016,6,,,H,Diamond,1,60,nil,nil,53.33333333,,223.1,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,22/08/2016,6,,,H,45Y88,3,60,nil,nil,45,,446.6888889,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,12/08/2016,6,,,H,Diamond,3,60,nil,nil,46.66666667,,410,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,22/08/2016,6,,,H_TT,Hyola559,3,60,nil,nil,36.66666667,,342.8444444,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,5/08/2016,6,,,H,Hyola575,2,60,nil,nil,53.33333333,,275.4444444,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,8/08/2016,6,,,OP_TT,Gem,2,60,nil,nil,51.66666667,,409.8888889,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,26/07/2016,6,,,OP_TT,Stingray,2,60,nil,nil,53.33333333,,164.2222222,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,8/08/2016,6,,,H_TT,Hyola559,2,60,nil,nil,45,,356.6666667,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,15/08/2016,6,,,H_TT,Hyola750,2,60,nil,nil,45,,347,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,15/08/2016,6,,,H,45Y88,2,60,nil,nil,43.33333333,,438.3333333,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,26/07/2016,6,,,H,44Y89,1,60,nil,nil,40,,324.7777778,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,5/08/2016,6,,,H,45Y88,1,60,nil,nil,41.66666667,,365,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,26/07/2016,6,,,OP_TT,Gem,1,60,nil,nil,43.33333333,,276.6666667,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,22/08/2016,6,,,OP_TT,Gem,3,60,nil,nil,45,,274.4555556,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,19/08/2016,6,,,H,44Y89,3,60,nil,nil,56.66666667,,260.2111111,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,26/08/2016,6,,,H_TT,Hyola750,3,60,nil,nil,30,,244.9888889,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,5/08/2016,6,,,H_TT,Hyola750,1,60,nil,nil,48.33333333,,414,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,19/07/2016,6,,,H,Hyola575,1,60,nil,nil,28.33333333,,325.4444444,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,15/08/2016,6,,,H,Archer,1,60,nil,nil,28.33333333,,462.6666667,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,30/08/2016,6,,,H,Archer,3,60,nil,nil,40,,386.3111111,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,19/08/2016,6,,,OP_TT,Stingray,3,60,nil,nil,40,,222.9111111,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,22/08/2016,6,,,H,Hyola575,3,60,nil,nil,28.33333333,,255.8666667,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,22/07/2016,6,,,H,Diamond,2,60,nil,nil,51.66666667,,249.1111111,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,19/08/2016,6,,,H,Archer,2,60,nil,nil,45,,277.2111111,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,8/08/2016,6,,,H,44Y89,2,60,nil,nil,30,,409.5555556,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,15/08/2016,6,,,OP_TT,Stingray,3,60,nil,nil,43.33333333,,240.5555556,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,19/08/2016,6,,,H,Hyola575,3,60,nil,nil,38.33333333,,277.7333333,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,22/08/2016,6,,,H,45Y88,3,60,nil,nil,53.33333333,,330.3,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,22/07/2016,6,,,H,Diamond,2,60,nil,nil,63.33333333,,193.1111111,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,8/08/2016,6,,,OP_TT,Gem,2,60,nil,nil,48.33333333,,307,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,15/08/2016,6,,,H_TT,Hyola750,2,60,nil,nil,45,,443.3333333,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,26/07/2016,6,,,H_TT,Hyola559,1,60,nil,nil,28.33333333,,274.7777778,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,12/08/2016,6,,,H,Archer,1,60,nil,nil,33.33333333,,456.4444444,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,22/07/2016,6,,,H,44Y89,1,60,nil,nil,51.66666667,,287.1111111,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,26/07/2016,6,,,OP_TT,Gem,1,60,nil,nil,50,,242,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,22/07/2016,6,,,H,Hyola575,1,60,nil,nil,36.66666667,,328.1111111,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,8/08/2016,6,,,H_TT,Hyola750,1,60,nil,nil,36.66666667,,415.5555556,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,30/08/2016,6,,,H,Archer,3,60,nil,nil,50,,535.6222222,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,19/08/2016,6,,,OP_TT,Stingray,3,60,nil,nil,55,,248.1,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,19/08/2016,6,,,H,44Y89,3,60,nil,nil,53.33333333,,409.3,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,15/08/2016,6,,,H_TT,Hyola750,2,60,nil,nil,58.33333333,,359.1111111,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,8/08/2016,6,,,H,44Y89,2,60,nil,nil,46.66666667,,373.6666667,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,19/08/2016,6,,,H,Archer,2,60,nil,nil,36.66666667,,432.4777778,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,26/07/2016,6,,,OP_TT,Stingray,2,60,nil,nil,43.33333333,,183.6666667,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,8/08/2016,6,,,OP_TT,Gem,2,60,nil,nil,53.33333333,,395.6666667,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,22/07/2016,6,,,H,Diamond,2,60,nil,nil,41.66666667,,326.8888889,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,22/07/2016,6,,,H_TT,Hyola559,1,60,nil,nil,28.33333333,,234.3333333,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,15/08/2016,6,,,H,Archer,1,60,nil,nil,31.66666667,,290.3333333,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,14/07/2016,6,,,OP_TT,Stingray,1,60,nil,nil,36.66666667,,164.2444444,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,22/08/2016,6,,,H,Hyola575,3,60,nil,nil,35,,226.6333333,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,22/08/2016,6,,,H,45Y88,3,60,nil,nil,50,,261.4222222,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,19/08/2016,6,,,H_TT,Hyola559,3,60,nil,nil,25,,198.9222222,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,19/07/2016,6,,,H,44Y89,1,60,nil,nil,40,,197.5555556,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,5/07/2016,6,,,H,Diamond,1,60,nil,nil,41.66666667,,200.6777778,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,26/07/2016,6,,,H,45Y88,1,60,nil,nil,38.33333333,,282.2222222,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,12/08/2016,6,,,H,Diamond,3,60,nil,nil,66.66666667,,328.3333333,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,26/08/2016,6,,,H_TT,Hyola750,3,60,nil,nil,41.66666667,,259.0111111,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,22/08/2016,6,,,OP_TT,Gem,3,60,nil,nil,30,,262.3444444,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,15/08/2016,6,,,H,45Y88,2,60,nil,nil,50,,393.7777778,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,8/08/2016,6,,,H_TT,Hyola559,2,60,nil,nil,46.66666667,,352,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,8/08/2016,6,,,H,Hyola575,2,60,nil,nil,48.33333333,,222.6666667,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,19/08/2016,6,,,H,44Y89,3,60,nil,nil,53.33333333,,363.6444444,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,26/08/2016,6,,,H,Archer,3,60,nil,nil,35,,305.6222222,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,26/08/2016,6,,,H_TT,Hyola750,3,60,nil,nil,51.66666667,,334.5777778,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,8/08/2016,6,,,H_TT,Hyola559,2,60,nil,nil,36.66666667,,306,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,12/08/2016,6,,,H,45Y88,2,60,nil,nil,35,,357.6666667,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,29/07/2016,6,,,OP_TT,Stingray,2,60,nil,nil,38.33333333,,160.6666667,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,26/07/2016,6,,,OP_TT,Gem,1,60,nil,nil,45,,301.1111111,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,19/07/2016,6,,,H,Hyola575,1,60,nil,nil,35,,310.7777778,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,5/07/2016,6,,,H,Diamond,1,60,nil,nil,46.66666667,,200.5888889,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,15/08/2016,6,,,H,Archer,1,60,nil,nil,36.66666667,,409.8888889,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,19/07/2016,6,,,H,44Y89,1,60,nil,nil,51.66666667,,314.9666667,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,26/07/2016,6,,,H,45Y88,1,60,nil,nil,25,,308.7777778,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,26/08/2016,6,,,H_TT,Hyola750,3,60,nil,nil,56.66666667,,452.7444444,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,19/08/2016,6,,,OP_TT,Gem,3,60,nil,nil,58.33333333,,241.8111111,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,19/08/2016,6,,,H,Hyola575,3,60,nil,nil,51.66666667,,353.4,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,8/08/2016,6,,,H_TT,Hyola559,2,60,nil,nil,40,,363.4444444,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,19/07/2016,6,,,H,45Y88,2,60,nil,nil,46.66666667,,412.2222222,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,19/07/2016,6,,,H,Diamond,2,60,nil,nil,43.33333333,,328.2222222,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,8/08/2016,6,,,H,44Y89,2,60,nil,nil,71.66666667,,337.7777778,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,5/08/2016,6,,,H,Hyola575,2,60,nil,nil,36.66666667,,342,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,22/08/2016,6,,,H,Archer,2,60,nil,nil,41.66666667,,270.8222222,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,19/07/2016,6,,,H,Hyola575,1,60,nil,nil,28.33333333,,287.2222222,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,5/07/2016,6,,,H,Diamond,1,60,nil,nil,45,,248.4333333,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,8/08/2016,6,,,H_TT,Hyola750,1,60,nil,nil,33.33333333,,320.3333333,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,12/08/2016,6,,,H,Diamond,3,60,nil,nil,30,,170,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,30/08/2016,6,,,H,Archer,3,60,nil,nil,38.33333333,,404.6777778,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,19/08/2016,6,,,OP_TT,Stingray,3,60,nil,nil,36.66666667,,236.2222222,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,22/07/2016,6,,,OP_TT,Gem,1,60,nil,nil,36.66666667,,214,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,14/07/2016,6,,,OP_TT,Stingray,1,60,nil,nil,35,,172.2222222,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,26/07/2016,6,,,H_TT,Hyola559,1,60,nil,nil,41.66666667,,318.8888889,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,22/08/2016,6,,,H,45Y88,3,60,nil,nil,48.33333333,,244.2222222,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,19/08/2016,6,,,H_TT,Hyola559,3,60,nil,nil,38.33333333,,253.4666667,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,19/08/2016,6,,,H,44Y89,3,60,nil,nil,58.33333333,,192.9444444,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,26/07/2016,6,,,OP_TT,Stingray,2,60,nil,nil,45,,188.4444444,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,15/08/2016,6,,,H_TT,Hyola750,2,60,nil,nil,58.33333333,,317.7777778,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,8/08/2016,6,,,OP_TT,Gem,2,60,nil,nil,28.33333333,,290.1111111,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,12/08/2016,6,,,H,Diamond,3,60,nil,nil,43.33333333,,313.1111111,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,19/08/2016,6,,,H_TT,Hyola559,3,60,nil,nil,40,,206.0333333,,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,19/08/2016,6,,,OP_TT,Gem,3,60,nil,nil,61.66666667,,206.2111111,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,8/08/2016,6,,,H,44Y89,2,60,nil,nil,50,,247.4444444,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,5/08/2016,6,,,H,Hyola575,2,60,nil,nil,50,,325.8888889,,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,19/08/2016,6,,,H,Archer,2,60,nil,nil,43.33333333,,419.1777778,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,5/08/2016,6,,,H_TT,Hyola750,1,60,nil,nil,33.33333333,,292.5555556,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,14/07/2016,6,,,OP_TT,Stingray,1,60,nil,nil,36.66666667,,172.4222222,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,29/07/2016,6,,,H,45Y88,1,60,nil,nil,31.66666667,,296.8888889,,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,18/10/2016,9,,,OP_TT,Stingray,1,60,nil,nil,33.33333333,,734.9444444,182.52,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,31/10/2016,9,,,H_TT,Hyola559,1,60,nil,nil,48.33333333,,1119.905556,301.194,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,18/10/2016,9,,,H,Diamond,1,60,nil,nil,53.33333333,,610,151.02,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,4/11/2016,9,,,H,45Y88,3,60,nil,nil,45,,994.6722222,228.6855,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,31/10/2016,9,,,H,Diamond,3,60,nil,nil,46.66666667,,974.1388889,258.2685,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,3/11/2016,9,,,H_TT,Hyola559,3,60,nil,nil,36.66666667,,990.6111111,269.145,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,4/11/2016,9,,,H,Hyola575,2,60,nil,nil,53.33333333,,1201.333333,283.59,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,31/10/2016,9,,,OP_TT,Gem,2,60,nil,nil,51.66666667,,862.9944444,214.5555,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,31/10/2016,9,,,OP_TT,Stingray,2,60,nil,nil,53.33333333,,799.0611111,216.9945,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,1/11/2016,9,,,H_TT,Hyola559,2,60,nil,nil,45,,992.2222222,261.7335,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,4/11/2016,9,,,H_TT,Hyola750,2,60,nil,nil,45,,911.6944444,196.713,,,,,,,,,,,,,,,,,,,
28/04/2016,CTA16LAM1,1b,Lameroo,2016,1/11/2016,9,,,H,45Y88,2,60,nil,nil,43.33333333,,864.8722222,207.6165,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,25/10/2016,9,,,H,44Y89,1,60,nil,nil,40,,828.6666667,212.31,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,1/11/2016,9,,,H,45Y88,1,60,nil,nil,41.66666667,,878.7444444,216.5535,,,,,,,,,,,,,,,,,,,
13/04/2016,CTA16LAM1,1b,Lameroo,2016,1/11/2016,9,,,OP_TT,Gem,1,60,nil,nil,43.33333333,,865.2111111,204.8445,,,,,,,,,,,,,,,,,,,
12/05/2016,CTA16LAM1,1b,Lameroo,2016,8/11/2016,9,,,OP_TT,Gem,3,60,nil,nil,45,,611.7222222,127.665,,,,,,,,,,,,,,,,,,,
