SowDate,trial_code,exp_no,site,year,date,Stage,Rep,Landscape_pos,Type,cultivar,TOS,density_trt,Irrigation_trt,Fertiliser_Trt,density,AboveGround.NConc,AboveGround.wt,grain.total.wt,grain.wt,grain.protein,grain.oil,grain.number,stem.live,leaf.live,SoilWater.SW(1),SoilWater.SW(2),SoilWater.SW(3),SoilWater.SW(4),SoilWater.SW(5),SoilWater.SW(6),Nutrient.MineralN(1),Nutrient.MineralN(2),Nutrient.MineralN(3),Nutrient.MineralN(4),Nutrient.MineralN(5),Nutrient.MineralN,
(d/mm/yyyy),(),(),(),(),(d/mm/yyyy),(),(),(),(),(),(),(plants/m2),(),(kg/ha),(plants/m2),(%),(g/m2),(g/m2),(mg),(%),(%),(seeds/m2),(g/m2),(g/m2),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),
1/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,3,,OP,43C80,3,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,4,,H,Hyola575,3,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,4,,H,44Y87,3,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,1,,OP,43C80,3,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,1,,H,Hyola575,3,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,2,,OP,43C80,3,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,2,,H,44Y87,3,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,3,,H,Hyola575,3,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,3,,H,44Y87,3,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,4,,H,Hyola575,3,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,4,,OP,43C80,3,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,1,,OP,43C80,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,1,,H,44Y87,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,2,,OP,43C80,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,2,,OP,43C80,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,3,,OP,43C80,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,3,,H,44Y87,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,4,,OP,43C80,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,4,,OP,43C80,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,1,,H,Hyola575,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,1,,H,44Y87,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,2,,H,Hyola575,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,2,,H,Hyola575,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,3,,H,Hyola575,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,3,,H,Hyola575,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,4,,H,Hyola575,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,4,,H,44Y87,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,1,,OP,43C80,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,1,,H,Hyola575,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,2,,H,44Y87,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,2,,H,44Y87,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,3,,OP,43C80,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,3,,H,44Y87,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,4,,H,Hyola575,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/08/2014,,4,,H,44Y87,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,1,,OP,43C80,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,1,,H,44Y87,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,2,,OP,43C80,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,2,,OP,43C80,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,3,,OP,43C80,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,3,,H,44Y87,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,4,,OP,43C80,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,4,,OP,43C80,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,1,,H,Hyola575,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,1,,H,44Y87,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,2,,H,Hyola575,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,2,,H,Hyola575,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,3,,H,Hyola575,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,3,,H,Hyola575,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,4,,H,Hyola575,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,4,,H,44Y87,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,1,,OP,43C80,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,1,,H,Hyola575,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,2,,H,44Y87,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,2,,H,44Y87,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,3,,OP,43C80,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,3,,H,44Y87,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,4,,H,Hyola575,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,12/08/2014,,4,,H,44Y87,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,1,,OP,43C80,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,1,,H,44Y87,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,2,,OP,43C80,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,2,,OP,43C80,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,3,,OP,43C80,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,3,,H,44Y87,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,4,,OP,43C80,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,4,,OP,43C80,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,1,,H,Hyola575,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,1,,H,44Y87,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,2,,H,Hyola575,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,2,,H,Hyola575,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,3,,H,Hyola575,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,3,,H,Hyola575,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,4,,H,Hyola575,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,4,,H,44Y87,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,1,,OP,43C80,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,1,,H,Hyola575,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,2,,H,44Y87,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,2,,H,44Y87,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,3,,OP,43C80,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,3,,H,44Y87,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,4,,H,Hyola575,4,15,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,20/08/2014,,4,,H,44Y87,4,45,nil,nil,,,,,,,,,,,,,,,,,,,,,,,
1/04/2014,CSTA14TRAN2,1,Trangie,2014,26/09/2014,9,1,,H,Hyola575,1,15,nil,nil,17,,658.8,175.3,,,41.7,,,,,,,,,,,,,,,,
1/04/2014,CSTA14TRAN2,1,Trangie,2014,26/09/2014,9,1,,H,44Y87,1,45,nil,nil,49,,436.9,88.9,,,40.4,,,,,,,,,,,,,,,,
16/04/2014,CSTA14TRAN2,1,Trangie,2014,9/10/2014,9,1,,OP,43C80,2,15,nil,nil,23,,918.1,237,,,42.2,,,,,,,,,,,,,,,,
16/04/2014,CSTA14TRAN2,1,Trangie,2014,9/10/2014,9,1,,H,44Y87,2,15,nil,nil,30,,663.3,156.1,,,41.6,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,21/10/2014,9,1,,H,Hyola575,3,15,nil,nil,7,,714.8,152.3,,,39.3,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,21/10/2014,9,1,,OP,43C80,3,15,nil,nil,6,,513.9,103.6,,,40.9,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/11/2014,9,1,,OP,43C80,4,45,nil,nil,4,,242.3,60,,,41.5,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/11/2014,9,1,,H,44Y87,4,45,nil,nil,22,,319.6,47.3,,,39.9,,,,,,,,,,,,,,,,
16/04/2014,CSTA14TRAN2,1,Trangie,2014,9/10/2014,9,2,,OP,43C80,2,45,nil,nil,49,,867.7,217.3,,,41.8,,,,,,,,,,,,,,,,
16/04/2014,CSTA14TRAN2,1,Trangie,2014,9/10/2014,9,2,,OP,43C80,2,15,nil,nil,23,,1011.4,284.7,,,39,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/11/2014,9,2,,OP,43C80,4,45,nil,nil,11,,173.7,22.8,,,40.6,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/11/2014,9,2,,OP,43C80,4,15,nil,nil,8,,214.2,36.7,,,40.7,,,,,,,,,,,,,,,,
1/04/2014,CSTA14TRAN2,1,Trangie,2014,26/09/2014,9,2,,H,Hyola575,1,15,nil,nil,33,,834.4,228.2,,,41,,,,,,,,,,,,,,,,
1/04/2014,CSTA14TRAN2,1,Trangie,2014,26/09/2014,9,2,,H,Hyola575,1,45,nil,nil,64,,543.8,128.5,,,39,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,21/10/2014,9,2,,H,44Y87,3,45,nil,nil,35,,373.8,55.5,,,41.3,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,21/10/2014,9,2,,H,Hyola575,3,45,nil,nil,38,,656,124,,,38.5,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/11/2014,9,3,,OP,43C80,4,45,nil,nil,5,,208.2,35,,,42.1,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/11/2014,9,3,,H,44Y87,4,45,nil,nil,16,,322,37.9,,,41.7,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,21/10/2014,9,3,,H,Hyola575,3,45,nil,nil,45,,751.8,157.5,,,39.8,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,21/10/2014,9,3,,OP,43C80,3,15,nil,nil,7,,329.3,55.2,,,40,,,,,,,,,,,,,,,,
16/04/2014,CSTA14TRAN2,1,Trangie,2014,9/10/2014,9,3,,H,44Y87,2,15,nil,nil,18,,942.8,197.8,,,41.2,,,,,,,,,,,,,,,,
16/04/2014,CSTA14TRAN2,1,Trangie,2014,9/10/2014,9,3,,H,Hyola575,2,45,nil,nil,44,,969.1,250.5,,,41.3,,,,,,,,,,,,,,,,
1/04/2014,CSTA14TRAN2,1,Trangie,2014,26/09/2014,9,3,,H,44Y87,1,15,nil,nil,21,,861.8,192.1,,,41.5,,,,,,,,,,,,,,,,
1/04/2014,CSTA14TRAN2,1,Trangie,2014,26/09/2014,9,3,,H,Hyola575,1,45,nil,nil,65,,713.2,170.7,,,41.1,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,21/10/2014,9,4,,H,44Y87,3,15,nil,nil,8,,382.2,33.9,,,39.8,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,21/10/2014,9,4,,OP,43C80,3,45,nil,nil,26,,626.5,113.7,,,37.7,,,,,,,,,,,,,,,,
1/04/2014,CSTA14TRAN2,1,Trangie,2014,26/09/2014,9,4,,H,Hyola575,1,15,nil,nil,23,,708.9,187.8,,,39.8,,,,,,,,,,,,,,,,
1/04/2014,CSTA14TRAN2,1,Trangie,2014,26/09/2014,9,4,,H,44Y87,1,15,nil,nil,15,,781.3,204.2,,,39.9,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/11/2014,9,4,,OP,43C80,4,15,nil,nil,4,,71.4,14.2,,,37.2,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/11/2014,9,4,,OP,43C80,4,45,nil,nil,9,,199.9,11.9,,,40.7,,,,,,,,,,,,,,,,
16/04/2014,CSTA14TRAN2,1,Trangie,2014,9/10/2014,9,4,,H,44Y87,2,45,nil,nil,50,,613,110.4,,,37.4,,,,,,,,,,,,,,,,
16/04/2014,CSTA14TRAN2,1,Trangie,2014,9/10/2014,9,4,,H,Hyola575,2,15,nil,nil,18,,1059.5,238.7,,,39.7,,,,,,,,,,,,,,,,
1/04/2014,CSTA14TRAN2,1,Trangie,2014,26/09/2014,9,1,,OP,43C80,1,45,nil,nil,13,,856.2,253.2,,,39.5,,,,,,,,,,,,,,,,
1/04/2014,CSTA14TRAN2,1,Trangie,2014,26/09/2014,9,1,,H,44Y87,1,15,nil,nil,25,,1032.3,222.8,,,38.7,,,,,,,,,,,,,,,,
16/04/2014,CSTA14TRAN2,1,Trangie,2014,9/10/2014,9,1,,H,Hyola575,2,15,nil,nil,22,,778.4,165.7,,,40.2,,,,,,,,,,,,,,,,
16/04/2014,CSTA14TRAN2,1,Trangie,2014,9/10/2014,9,1,,OP,43C80,2,45,nil,nil,38,,776.1,180.1,,,38.5,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,21/10/2014,9,1,,H,44Y87,3,15,nil,nil,15,,636.2,142.9,,,38.9,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,21/10/2014,9,1,,H,44Y87,3,45,nil,nil,37,,580.8,87,,,37.9,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/11/2014,9,1,,H,Hyola575,4,45,nil,nil,9,,341.5,52.9,,,38.5,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/11/2014,9,1,,H,44Y87,4,15,nil,nil,8,,222.9,33.7,,,40.1,,,,,,,,,,,,,,,,
16/04/2014,CSTA14TRAN2,1,Trangie,2014,9/10/2014,9,2,,H,Hyola575,2,15,nil,nil,10,,873.3,194.8,,,40.1,,,,,,,,,,,,,,,,
16/04/2014,CSTA14TRAN2,1,Trangie,2014,9/10/2014,9,2,,H,44Y87,2,15,nil,nil,27,,541.7,126.2,,,36.8,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/11/2014,9,2,,H,Hyola575,4,45,nil,nil,4,,256.8,37,,,38,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/11/2014,9,2,,H,Hyola575,4,15,nil,nil,5,,259.7,33.8,,,40.9,,,,,,,,,,,,,,,,
1/04/2014,CSTA14TRAN2,1,Trangie,2014,26/09/2014,9,2,,OP,43C80,1,15,nil,nil,12,,472,97.7,,,40.5,,,,,,,,,,,,,,,,
1/04/2014,CSTA14TRAN2,1,Trangie,2014,26/09/2014,9,2,,OP,43C80,1,45,nil,nil,27,,554.7,144.5,,,39.9,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,21/10/2014,9,2,,H,Hyola575,3,15,nil,nil,15,,504.2,82.4,,,37.5,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,21/10/2014,9,2,,OP,43C80,3,15,nil,nil,13,,524.3,84.9,,,39,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/11/2014,9,3,,H,Hyola575,4,45,nil,nil,16,,183.2,20.5,,,38.1,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/11/2014,9,3,,H,Hyola575,4,15,nil,nil,6,,221.2,34,,,37.8,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,21/10/2014,9,3,,H,44Y87,3,45,nil,nil,17,,429.6,73.1,,,36.2,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,21/10/2014,9,3,,OP,43C80,3,45,nil,nil,22,,688,138.7,,,37.9,,,,,,,,,,,,,,,,
16/04/2014,CSTA14TRAN2,1,Trangie,2014,9/10/2014,9,3,,OP,43C80,2,15,nil,nil,10,,727,145.6,,,38.8,,,,,,,,,,,,,,,,
16/04/2014,CSTA14TRAN2,1,Trangie,2014,9/10/2014,9,3,,H,44Y87,2,45,nil,nil,52,,450.5,82.9,,,37.9,,,,,,,,,,,,,,,,
1/04/2014,CSTA14TRAN2,1,Trangie,2014,26/09/2014,9,3,,OP,43C80,1,15,nil,nil,36,,576.4,139.1,,,35.7,,,,,,,,,,,,,,,,
1/04/2014,CSTA14TRAN2,1,Trangie,2014,26/09/2014,9,3,,H,44Y87,1,45,nil,nil,52,,629,123.5,,,37,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,21/10/2014,9,4,,H,Hyola575,3,15,nil,nil,12,,569.7,71.2,,,36.5,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,21/10/2014,9,4,,H,44Y87,3,45,nil,nil,49,,457.9,42.3,,,36.2,,,,,,,,,,,,,,,,
1/04/2014,CSTA14TRAN2,1,Trangie,2014,26/09/2014,9,4,,OP,43C80,1,15,nil,nil,32,,759.9,197.3,,,37.6,,,,,,,,,,,,,,,,
1/04/2014,CSTA14TRAN2,1,Trangie,2014,26/09/2014,9,4,,H,44Y87,1,45,nil,nil,27,,577.8,100.4,,,37,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/11/2014,9,4,,H,Hyola575,4,45,nil,nil,20,,199.1,15.8,,,36.1,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/11/2014,9,4,,H,44Y87,4,15,nil,nil,8,,248.8,28,,,37.4,,,,,,,,,,,,,,,,
16/04/2014,CSTA14TRAN2,1,Trangie,2014,9/10/2014,9,4,,OP,43C80,2,45,nil,nil,21,,557.2,116.5,,,36.8,,,,,,,,,,,,,,,,
16/04/2014,CSTA14TRAN2,1,Trangie,2014,9/10/2014,9,4,,H,Hyola575,2,45,nil,nil,51,,685.6,143.1,,,35.5,,,,,,,,,,,,,,,,
1/04/2014,CSTA14TRAN2,1,Trangie,2014,26/09/2014,9,1,,H,Hyola575,1,45,nil,nil,40,,750.1,214.7,,,37.6,,,,,,,,,,,,,,,,
1/04/2014,CSTA14TRAN2,1,Trangie,2014,26/09/2014,9,1,,OP,43C80,1,15,nil,nil,12,,758.8,239.8,,,37.9,,,,,,,,,,,,,,,,
16/04/2014,CSTA14TRAN2,1,Trangie,2014,9/10/2014,9,1,,H,Hyola575,2,45,nil,nil,38,,708.7,168.7,,,36.2,,,,,,,,,,,,,,,,
16/04/2014,CSTA14TRAN2,1,Trangie,2014,9/10/2014,9,1,,H,44Y87,2,45,nil,nil,35,,536.5,94.9,,,36.3,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,21/10/2014,9,1,,OP,43C80,3,45,nil,nil,47,,652,147.6,,,37.9,,,,,,,,,,,,,,,,
1/05/2014,CSTA14TRAN2,1,Trangie,2014,21/10/2014,9,1,,H,Hyola575,3,45,nil,nil,37,,580.9,122,,,37.2,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/11/2014,9,1,,OP,43C80,4,15,nil,nil,11,,496.4,106.2,,,37.4,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/11/2014,9,1,,H,Hyola575,4,15,nil,nil,10,,321.9,46.5,,,36.1,,,,,,,,,,,,,,,,
16/04/2014,CSTA14TRAN2,1,Trangie,2014,9/10/2014,9,2,,H,44Y87,2,45,nil,nil,38,,735.6,167.5,,,38.5,,,,,,,,,,,,,,,,
16/04/2014,CSTA14TRAN2,1,Trangie,2014,9/10/2014,9,2,,H,Hyola575,2,45,nil,nil,47,,753.3,169,,,37.7,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/11/2014,9,2,,H,44Y87,4,15,nil,nil,2,,151.3,21.7,,,37.1,,,,,,,,,,,,,,,,
16/05/2014,CSTA14TRAN2,1,Trangie,2014,5/11/2014,9,2,,H,44Y87,4,45,nil,nil,18,,218.8,12.8,,,37.2,,,,,,,,,,,,,,,,
1/04/2014,CSTA14TRAN2,1,Trangie,2014,26/09/2014,9,2,,H,44Y87,1,15,nil,nil,21,,853.2,196.2,,,37.2,,,,,,,,,,,,,,,,
