ApsimVersion = 7.7
Title = 19c) Simunye 1994-95 NCo376 1R Irrigation Treatment 3
                                         SimulationName       ZoneName    Clock.Today           site         season          treat           year            day            das    crop_status      ratoon_no           samp     fertiliser     irrigation           rain         canefw        cane_wt     sucrose_wt         scmstf            ccs          scmst        biomass  green_biomass        leaf_wt     cabbage_wt       trash_wt            lai    swdef_photo    nfact_photo      biomass_n green_biomass_n         cane_N         leaf_N          cab_N        trash_N    n_conc_cane    n_conc_leaf     n_conc_cab       cane_dmc         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)    flow_no3(6)      no3ppm(1)      no3ppm(2)      no3ppm(3)      no3ppm(4)      no3ppm(5)      no3ppm(6)      no3ppm(7)      no3ppm(8)      no3ppm(9)     no3ppm(10)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)         nh4(7)         nh4(8)         nh4(9)        nh4(10)      nh4ppm(1)      nh4ppm(2)      nh4ppm(3)      nh4ppm(4)      nh4ppm(5)      nh4ppm(6)      nh4ppm(7)      nh4ppm(8)      nh4ppm(9)     nh4ppm(10)         leaves   green_leaves    dead_leaves     root_depth    rootgreenwt     stage_code         dlt_dm   dlt_dm_green   partition_xs dlt_dm_detached_root dlt_dm_detached_leaf dlt_dm_detached_cab
                                                     ()             ()   (dd/mm/yyyy)             ()             ()             ()         (year)          (day)         (days)             ()             ()             ()        (kg/ha)           (mm)           (mm)         (t/ha)        (g/m^2)        (g/m^2)          (g/g)            (%)          (g/g)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)      (m^2/m^2)             ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)             ()             ()             ()           (mm)        (g/m^2)             ()        (g/m^2)        (g/m^2)        (g/m^2)              (g/m^2)              (g/m^2)             (g/m^2)
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     16/10/1994        simunye        1994-95          3.000           1994            289             68          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          20.77          20.77          12.72           7.89           0.66          0.126          1.000          1.000           0.22            0.22           0.00           0.18           0.05           0.00           0.01           0.01           0.01          1.000           24.7           41.6           38.3           18.8            8.4            6.0            5.8            5.7            7.5            7.6            0.5         39.820         33.564         19.650          9.965          4.326          2.388          1.536          1.006          1.000          1.015           15.1            0.1            0.0            0.0            0.0            0.0            0.9            2.8            3.7            3.6         24.426          0.046          0.001          0.000          0.000          0.000          0.247          0.494          0.500          0.485          4.629          4.629          0.000        710.000         331.92          3.000           1.51           1.81           0.00                 0.67                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     17/10/1994        simunye        1994-95          3.000           1994            290             69          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          22.98          22.98          14.11           8.71           0.66          0.141          1.000          1.000           0.24            0.24           0.00           0.19           0.05           0.00           0.01           0.01           0.01          1.000           25.5           39.8           37.6           19.4            9.0            6.3            6.4            5.7            7.5            7.6            0.5         41.209         32.093         19.264         10.245          4.633          2.538          1.705          1.011          1.000          1.016           14.6            0.1            0.0            0.0            0.0            0.0            0.8            2.8            3.7            3.6         23.580          0.047          0.001          0.000          0.000          0.000          0.205          0.490          0.500          0.485          4.735          4.735          0.000        720.000         331.70          3.000           2.21           2.65          -0.00                 0.66                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     18/10/1994        simunye        1994-95          3.000           1994            291             70          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          25.18          25.18          15.50           9.52           0.66          0.157          1.000          1.000           0.27            0.27           0.00           0.21           0.05           0.00           0.01           0.01           0.01          1.000           25.9           39.0           36.9           19.3            9.2            6.5            6.7            6.3            7.5            7.6            0.4         41.828         31.491         18.904         10.227          4.742          2.616          1.795          1.116          1.000          1.016           14.6            0.1            0.0            0.0            0.0            0.0            0.6            2.3            3.7            3.6         23.580          0.047          0.001          0.000          0.000          0.000          0.169          0.417          0.500          0.484          4.877          4.877          0.000        730.000         331.48          3.000           2.20           2.64          -0.00                 0.66                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     19/10/1994        simunye        1994-95          3.000           1994            292             71          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          27.62          27.62          17.03          10.43           0.66          0.175          1.000          1.000           0.29            0.29           0.00           0.23           0.06           0.00           0.01           0.01           0.01          1.000           26.3           38.6           36.5           19.2            9.3            6.6            6.9            6.8            7.5            7.6            0.3         42.466         31.098         18.712         10.140          4.751          2.642          1.841          1.212          1.000          1.017           14.6            0.1            0.0            0.0            0.0            0.0            0.5            2.0            3.7            3.6         23.580          0.047          0.002          0.000          0.000          0.000          0.138          0.355          0.500          0.483          5.057          5.057          0.000        740.000         331.30          3.000           2.44           2.92           0.00                 0.66                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     20/10/1994        simunye        1994-95          3.000           1994            293             72          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          30.46          30.46          18.82          11.48           0.66          0.196          1.000          1.000           0.32            0.32           0.00           0.26           0.06           0.00           0.01           0.01           0.01          1.000           26.7           38.1           36.4           19.0            9.2            6.6            7.0            7.3            7.5            7.6            0.2         43.105         30.704         18.647         10.055          4.721          2.640          1.863          1.291          1.000          1.018           14.6            0.1            0.0            0.0            0.0            0.0            0.4            1.7            3.7            3.6         23.580          0.046          0.002          0.000          0.000          0.000          0.112          0.301          0.500          0.482          5.250          5.250          0.000        750.000         331.21          3.000           2.84           3.41           0.00                 0.66                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     21/10/1994        simunye        1994-95          3.000           1994            294             73          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          33.65          33.65          20.83          12.66           0.66          0.219          1.000          1.000           0.35            0.35           0.00           0.28           0.07           0.00           0.01           0.01           0.01          1.000           27.1           37.6           36.2           18.9            9.1            6.6            7.0            7.6            7.5            7.6            0.1         43.730         30.313         18.582         10.025          4.690          2.624          1.874          1.353          1.000          1.019           14.6            0.1            0.0            0.0            0.0            0.0            0.3            1.4            3.7            3.6         23.580          0.045          0.002          0.000          0.000          0.000          0.089          0.255          0.500          0.481          5.461          5.461          0.000        760.000         331.18          3.000           3.19           3.83           0.00                 0.66                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     22/10/1994        simunye        1994-95          3.000           1994            295             74          alive              1          0.000            0.0          0.000          1.000          0.002           0.16           0.00          0.000          0.000          0.000          35.26          35.26          21.84          13.25           0.66          0.230          1.000          1.000           0.38            0.38           0.00           0.30           0.07           0.00           0.01           0.01           0.01          1.000           27.5           37.2           36.1           18.9            9.1            6.5            7.1            7.9            7.5            7.6            0.0         44.347         29.972         18.525         10.000          4.674          2.609          1.881          1.400          1.001          1.020           14.6            0.1            0.0            0.0            0.0            0.0            0.3            1.2            3.7            3.6         23.580          0.045          0.003          0.000          0.000          0.000          0.071          0.216          0.500          0.480          5.607          5.607          0.000        770.000         330.84          3.000           1.60           1.93           0.00                 0.66                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     23/10/1994        simunye        1994-95          3.000           1994            296             75          alive              1          0.000            0.0          0.000          1.800          0.002           0.16           0.00          0.000          0.000          0.000          36.71          36.71          22.76          13.79           0.66          0.241          1.000          1.000           0.40            0.40           0.00           0.32           0.08           0.00           0.01           0.01           0.01          1.000           27.8           36.8           36.0           18.9            9.1            6.5            7.1            8.1            7.5            7.7            0.0         44.913         29.681         18.478          9.978          4.666          2.599          1.886          1.436          1.001          1.021           14.6            0.1            0.0            0.0            0.0            0.0            0.2            1.0            3.7            3.6         23.580          0.047          0.003          0.000          0.000          0.000          0.055          0.182          0.499          0.480          5.707          5.707          0.000        780.000         330.47          3.000           1.45           1.74           0.00                 0.66                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     24/10/1994        simunye        1994-95          3.000           1994            297             76          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          40.40          40.40          25.08          15.16           0.66          0.268          1.000          1.000           0.43            0.43           0.00           0.34           0.08           0.00           0.01           0.01           0.01          1.000           28.2           36.4           35.9           18.8            9.1            6.5            7.1            8.2            7.5            7.7            0.0         45.487         29.332         18.411          9.953          4.662          2.593          1.891          1.465          1.001          1.021           14.6            0.1            0.0            0.0            0.0            0.0            0.2            0.9            3.7            3.6         23.580          0.048          0.004          0.001          0.000          0.000          0.043          0.154          0.499          0.479          5.865          5.865          0.000        790.000         330.55          3.000           3.70           4.44          -0.00                 0.66                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     25/10/1994        simunye        1994-95          3.000           1994            298             77          alive              1          0.000            0.0          0.000          1.000          0.002           0.16           0.00          0.000          0.000          0.000          42.98          42.98          26.70          16.11           0.66          0.286          1.000          1.000           0.46            0.46           0.00           0.37           0.09           0.00           0.01           0.01           0.01          1.000           28.6           35.9           35.8           18.7            9.1            6.5            7.1            8.4            7.5            7.7            0.0         46.049         28.987         18.336          9.919          4.657          2.587          1.896          1.489          1.001          1.022           14.6            0.1            0.0            0.0            0.0            0.0            0.1            0.7            3.7            3.6         23.580          0.051          0.005          0.001          0.000          0.000          0.033          0.130          0.499          0.478          6.019          6.019          0.000        800.000         330.40          3.000           2.58           3.09           0.00                 0.66                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     26/10/1994        simunye        1994-95          3.000           1994            299             78          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          47.03          47.03          29.26          17.62           0.66          0.316          1.000          1.000           0.50            0.50           0.00           0.40           0.10           0.00           0.01           0.01           0.01          1.000           28.9           35.5           35.6           18.7            9.1            6.5            7.1            8.5            7.5            7.7            0.0         46.602         28.610         18.247          9.885          4.652          2.582          1.899          1.508          1.002          1.023           14.6            0.1            0.0            0.0            0.0            0.0            0.1            0.6            3.7            3.6         23.580          0.052          0.005          0.001          0.001          0.000          0.024          0.109          0.498          0.477          6.191          6.191          0.000        810.000         330.55          3.000           4.06           4.87           0.00                 0.66                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     27/10/1994        simunye        1994-95          3.000           1994            300             79          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          50.87          50.87          31.67          19.04           0.66          0.343          1.000          1.000           0.55            0.55           0.00           0.44           0.11           0.00           0.01           0.01           0.01          1.000           29.2           35.0           35.4           18.6            9.1            6.4            7.1            8.6            7.5            7.7            0.0         47.141         28.218         18.145          9.847          4.646          2.576          1.902          1.524          1.002          1.024           14.6            0.1            0.0            0.0            0.0            0.0            0.1            0.5            3.7            3.6         23.580          0.054          0.006          0.002          0.001          0.000          0.017          0.092          0.498          0.476          6.368          6.368          0.000        820.000         330.66          3.000           3.83           4.60          -0.00                 0.66                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     28/10/1994        simunye        1994-95          3.000           1994            301             80          alive              1          0.000            0.0         32.100          0.500          0.002           0.16           0.00          0.000          0.000          0.000          52.96          52.96          32.99          19.81           0.66          0.359          1.000          1.000           0.58            0.58           0.00           0.46           0.11           0.00           0.01           0.01           0.01          1.000           18.7           40.0           40.9           21.0            9.6            6.6            7.2            8.7            7.5            7.7            0.0         30.201         32.230         20.949         11.114          4.924          2.626          1.907          1.540          1.003          1.025           11.1            0.1            0.0            0.0            0.0            0.0            0.0            0.4            3.7            3.6         17.909          0.051          0.006          0.002          0.001          0.000          0.011          0.077          0.497          0.475          6.517          6.517          0.000        830.000         330.42          3.000           2.09           2.51           0.00                 0.66                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     29/10/1994        simunye        1994-95          3.000           1994            302             81          alive              1          0.000            0.0          0.000          0.600          0.002           0.16           0.00          0.000          0.000          0.000          55.61          55.61          34.66          20.79           0.66          0.378          1.000          1.000           0.60            0.60           0.00           0.49           0.12           0.00           0.01           0.01           0.01          1.000           20.2           36.6           41.8           22.9           10.5            6.9            7.2            8.8            7.5            7.7            0.2         32.566         29.521         21.418         12.092          5.362          2.743          1.927          1.565          1.003          1.026            8.5            0.1            0.0            0.0            0.0            0.0            0.0            0.4            3.7            3.6         13.771          0.052          0.007          0.002          0.002          0.000          0.007          0.064          0.497          0.474          6.617          6.617          0.000        840.000         330.29          3.000           2.66           3.19           0.00                 0.66                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     30/10/1994        simunye        1994-95          3.000           1994            303             82          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          60.71          60.71          37.87          22.68           0.66          0.415          1.000          1.000           0.65            0.65           0.00           0.53           0.13           0.00           0.01           0.01           0.01          1.000           22.5           34.6           41.1           23.6           11.1            7.2            7.3            9.0            7.5            7.7            0.2         36.324         27.888         21.075         12.466          5.680          2.866          1.953          1.597          1.004          1.027            6.4            0.1            0.0            0.0            0.0            0.0            0.0            0.3            3.7            3.5         10.326          0.053          0.007          0.003          0.002          0.000          0.003          0.053          0.496          0.473          6.769          6.769          0.000        850.000         330.64          3.000           5.10           6.12          -0.00                 0.66                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     31/10/1994        simunye        1994-95          3.000           1994            304             83          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          66.67          66.67          41.62          24.89           0.66          0.458          1.000          1.000           0.71            0.71           0.00           0.57           0.14           0.00           0.01           0.01           0.01          1.000           22.8           33.9           40.3           23.5           11.3            7.3            7.4            9.2            7.5            7.7            0.2         36.773         27.302         20.689         12.432          5.785          2.934          1.968          1.628          1.005          1.028            6.4            0.1            0.0            0.0            0.0            0.0            0.0            0.2            3.7            3.5         10.326          0.054          0.007          0.003          0.002          0.000          0.000          0.044          0.495          0.472          6.910          6.910          0.000        860.000         331.18          3.000           5.96           7.15          -0.00                 0.66                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     01/11/1994        simunye        1994-95          3.000           1994            305             84          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          74.14          74.14          46.33          27.66           0.66          0.512          1.000          1.000           0.79            0.79           0.00           0.64           0.15           0.00           0.01           0.01           0.01          1.000           23.1           33.1           39.8           23.3           11.3            7.4            7.4            9.3            7.5            7.7            0.1         37.298         26.724         20.436         12.303          5.777          2.955          1.970          1.653          1.006          1.029            6.4            0.1            0.0            0.0            0.0            0.0            0.0            0.2            3.7            3.5         10.326          0.056          0.008          0.003          0.003          0.000          0.000          0.035          0.495          0.471          7.053          7.053          0.000        870.000         332.01          3.000           7.47           8.97           0.00                 0.66                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     02/11/1994        simunye        1994-95          3.000           1994            306             85          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          80.08          80.08          50.07          29.86           0.66          0.555          1.000          1.000           0.87            0.87           0.00           0.71           0.17           0.00           0.01           0.01           0.01          1.000           23.5           32.5           39.5           23.1           11.2            7.4            7.4            9.4            7.6            7.7            0.1         37.823         26.206         20.274         12.233          5.734          2.946          1.964          1.670          1.007          1.030            6.4            0.1            0.0            0.0            0.0            0.0            0.0            0.2            3.7            3.5         10.326          0.056          0.008          0.004          0.003          0.000          0.000          0.029          0.494          0.470          7.194          7.194          0.000        880.000         332.53          3.000           5.94           7.13          -0.00                 0.66                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     03/11/1994        simunye        1994-95          3.000           1994            307             86          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          83.50          83.50          52.22          31.12           0.67          0.580          1.000          1.000           0.92            0.92           0.00           0.74           0.18           0.00           0.01           0.01           0.01          1.000           23.8           32.1           39.4           23.0           11.2            7.3            7.3            9.4            7.6            7.7            0.0         38.337         25.869         20.183         12.182          5.725          2.933          1.953          1.679          1.008          1.031            6.4            0.1            0.0            0.0            0.0            0.0            0.0            0.1            3.7            3.5         10.326          0.057          0.008          0.004          0.003          0.000          0.000          0.023          0.493          0.469          7.332          7.332          0.000        890.000         332.55          3.000           3.41           4.10           0.00                 0.66                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     04/11/1994        simunye        1994-95          3.000           1994            308             87          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000          91.49          91.49          57.25          34.08           0.67          0.638          1.000          1.000           0.99            0.99           0.00           0.80           0.19           0.00           0.01           0.01           0.01          1.000           24.1           31.4           39.0           22.9           11.1            7.3            7.3            9.5            7.6            7.7            0.0         38.851         25.343         19.997         12.105          5.707          2.924          1.946          1.684          1.009          1.032            6.4            0.1            0.0            0.0            0.0            0.0            0.0            0.1            3.7            3.5         10.326          0.057          0.009          0.004          0.004          0.000          0.000          0.018          0.491          0.468          7.499          7.499          0.000        900.000         333.48          3.000           7.99           9.59          -0.00                 0.67                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     05/11/1994        simunye        1994-95          3.000           1994            309             88          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000         101.29         101.29          63.42          37.71           0.67          0.709          1.000          1.000           1.09            1.09           0.00           0.88           0.21           0.00           0.01           0.01           0.01          1.000           24.4           30.7           38.5           22.7           11.1            7.3            7.3            9.5            7.6            7.8            0.0         39.339         24.738         19.751         12.005          5.680          2.912          1.942          1.686          1.010          1.033            6.4            0.1            0.0            0.0            0.0            0.0            0.0            0.1            3.7            3.5         10.326          0.057          0.009          0.005          0.004          0.000          0.000          0.014          0.490          0.467          7.670          7.670          0.000        910.000         334.78          3.000           9.80          11.77           0.00                 0.67                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     06/11/1994        simunye        1994-95          3.000           1994            310             89          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000         111.69         111.69          69.97          41.56           0.67          0.784          1.000          1.000           1.21            1.21           0.00           0.97           0.23           0.00           0.01           0.01           0.01          1.000           24.7           29.9           38.0           22.5           11.0            7.2            7.3            9.5            7.6            7.8            0.0         39.795         24.121         19.478         11.896          5.649          2.899          1.937          1.688          1.012          1.035            6.4            0.1            0.0            0.0            0.0            0.0            0.0            0.1            3.7            3.5         10.326          0.057          0.009          0.005          0.004          0.000          0.000          0.010          0.489          0.466          7.852          7.852          0.000        920.000         336.19          3.000          10.40          12.48           0.00                 0.67                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     07/11/1994        simunye        1994-95          3.000           1994            311             90          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000         122.71         122.71          76.91          45.64           0.67          0.864          1.000          1.000           1.33            1.33           0.00           1.08           0.26           0.00           0.01           0.01           0.01          1.000           24.9           29.2           37.4           22.3           10.9            7.2            7.2            9.5            7.6            7.8            0.0         40.213         23.510         19.188         11.779          5.613          2.885          1.932          1.689          1.013          1.036            6.4            0.1            0.0            0.0            0.0            0.0            0.0            0.0            3.7            3.5         10.326          0.056          0.010          0.005          0.004          0.000          0.000          0.008          0.487          0.465          8.050          8.050          0.000        930.000         337.72          3.000          11.02          13.22           0.00                 0.67                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     08/11/1994        simunye        1994-95          3.000           1994            312             91          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000         133.80         133.80          83.89          49.75           0.68          0.944          1.000          1.000           1.46            1.46           0.00           1.18           0.28           0.00           0.01           0.01           0.01          1.000           25.2           28.4           36.8           22.0           10.9            7.2            7.2            9.5            7.6            7.8            0.0         40.604         22.921         18.891         11.659          5.575          2.869          1.926          1.690          1.015          1.037            6.4            0.1            0.0            0.0            0.0            0.0            0.0            0.0            3.6            3.5         10.326          0.054          0.010          0.006          0.005          0.000          0.000          0.005          0.486          0.463          8.225          8.225          0.000        940.000         339.26          3.000          11.09          13.31          -0.00                 0.67                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     09/11/1994        simunye        1994-95          3.000           1994            313             92          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000         141.49         141.49          88.73          52.60           0.68          1.000          1.000          1.000           1.58            1.58           0.00           1.28           0.30           0.00           0.01           0.01           0.01          1.000           25.4           27.8           36.4           21.8           10.8            7.1            7.2            9.5            7.6            7.8            0.0         40.956         22.454         18.647         11.559          5.544          2.856          1.921          1.691          1.016          1.038            6.4            0.1            0.0            0.0            0.0            0.0            0.0            0.0            3.6            3.5         10.326          0.053          0.010          0.006          0.005          0.000          0.000          0.003          0.484          0.462          8.410          8.410          0.000        950.000         340.12          3.000           7.68           9.22           0.00                 0.68                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     10/11/1994        simunye        1994-95          3.000           1994            314             93          alive              1          0.000            0.0         45.300         10.800          0.002           0.16           0.00          0.000          0.000          0.000         153.30         153.30          96.16          56.97           0.68          1.085          1.000          1.000           1.69            1.69           0.00           1.36           0.32           0.00           0.01           0.01           0.01          1.000           10.5           26.3           44.4           28.6           12.9            7.4            7.2            9.5            7.6            7.8            0.0         16.927         21.180         22.760         15.132          6.618          2.974          1.916          1.691          1.018          1.039            3.9            0.1            0.0            0.0            0.0            0.0            0.0            0.0            3.6            3.5          6.361          0.063          0.012          0.006          0.005          0.000          0.000          0.001          0.483          0.461          8.598          8.598          0.000        960.000         341.80          3.000          11.81          14.17          -0.00                 0.68                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     11/11/1994        simunye        1994-95          3.000           1994            315             94          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000         162.58         162.58         102.01          60.41           0.68          1.152          1.000          1.000           1.80            1.80           0.00           1.46           0.35           0.00           0.01           0.01           0.01          1.000           12.1           23.4           41.3           30.3           14.8            8.3            7.3            9.5            7.7            7.8            0.2         19.584         18.856         21.161         16.056          7.608          3.313          1.952          1.695          1.020          1.040            2.3            0.1            0.0            0.0            0.0            0.0            0.0            0.0            3.6            3.5          3.696          0.062          0.012          0.006          0.005          0.000          0.000          0.000          0.481          0.460          8.778          8.778          0.000        970.000         342.97          3.000           9.29          11.15          -0.00                 0.68                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     12/11/1994        simunye        1994-95          3.000           1994            316             95          alive              1          0.000            0.0          0.000          6.000          0.002           0.16           0.00          0.000          0.000          0.000         175.40         175.40         110.08          65.16           0.69          1.245          1.000          1.000           1.93            1.93           0.00           1.56           0.37           0.00           0.01           0.01           0.01          1.000           11.5           22.7           39.5           30.5           16.0            9.1            7.5            9.7            7.7            7.8            0.4         18.556         18.271         20.236         16.162          8.180          3.630          2.009          1.720          1.022          1.041            1.3            0.1            0.0            0.0            0.0            0.0            0.0            0.0            3.6            3.4          2.105          0.061          0.012          0.007          0.005          0.000          0.000          0.000          0.479          0.459          8.977          8.977          0.000        980.000         344.85          3.000          12.82          15.38          -0.00                 0.68                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     13/11/1994        simunye        1994-95          3.000           1994            317             96          alive              1          0.000            0.0          0.000          0.000          0.002           0.16           0.00          0.000          0.000          0.000         188.75         188.75         118.49          70.10           0.69          1.341          1.000          1.000           2.10            2.10           0.00           1.69           0.40           0.00           0.01           0.01           0.01          1.000           12.0           21.6           38.0           30.0           16.3            9.6            7.7            9.9            7.7            7.8            0.4         19.289         17.428         19.495         15.871          8.342          3.821          2.057          1.752          1.024          1.043            0.8            0.1            0.0            0.0            0.0            0.0            0.0            0.0            3.6            3.4          1.229          0.060          0.012          0.007          0.006          0.000          0.000          0.000          0.477          0.458          9.172          9.172          0.000        990.000         346.83          3.000          13.35          16.02           0.00                 0.69                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     14/11/1994        simunye        1994-95          3.000           1994            318             97          alive              1          0.000            0.0          0.000          0.000          0.006           0.28           0.00          0.000          0.000          0.000         206.35         206.35         129.49          76.58           0.69          1.439          1.000          1.000           2.27            2.27           0.00           1.84           0.43           0.00           0.01           0.01           0.01          0.499           12.2           20.8           37.1           29.3           16.1            9.7            7.8           10.0            7.7            7.8            0.2         19.651         16.809         19.041         15.495          8.238          3.864          2.074          1.777          1.026          1.044            0.6            0.1            0.0            0.0            0.0            0.0            0.0            0.0            3.6            3.4          0.955          0.060          0.013          0.008          0.006          0.000          0.000          0.000          0.474          0.456          9.370          9.370          0.000       1000.000         349.66          3.000          17.60          21.12           0.12                 0.69                 0.00                0.00
 "19c Simunye 1994_95 NCo376 1R Irrigation Treatment 3"        paddock     15/11/1994        simunye        1994-95          3.000           1994            319             98          alive              1          0.000            0.0          0.000          1.200          0.006           0.28           0.00          0.000          0.000          0.000         213.92         213.92         134.26          79.38           0.70          1.494          1.000          1.000           2.37            2.37           0.00           1.92           0.45           0.00           0.01           0.01           0.01          0.499           12.4           20.6           36.8           29.1           15.9            9.6            7.7           10.1            7.7            7.8            0.1         20.063         16.607         18.878         15.371          8.157          3.832          2.059          1.787          1.029          1.045            0.4            0.1            0.0            0.0            0.0            0.0            0.0            0.0            3.5            3.4          0.689          0.061          0.014          0.008          0.006          0.000          0.000          0.000          0.472          0.455          9.520          9.520          0.000       1010.000         350.47          3.000           7.57           9.08          -0.00                 0.69                 0.00                0.00
