ApsimVersion = 7.7
Title = 19a) Simunye 1994-95 NCo376 1R Irrigation Treatment 1
                                         SimulationName       ZoneName    Clock.Today           site         season          treat           year            day            das    crop_status      ratoon_no           samp     fertiliser     irrigation           rain         canefw        cane_wt     sucrose_wt         scmstf            ccs          scmst        biomass  green_biomass        leaf_wt     cabbage_wt       trash_wt            lai    swdef_photo    nfact_photo      biomass_n green_biomass_n         cane_N         leaf_N          cab_N        trash_N    n_conc_cane    n_conc_leaf     n_conc_cab       cane_dmc         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)    flow_no3(6)      no3ppm(1)      no3ppm(2)      no3ppm(3)      no3ppm(4)      no3ppm(5)      no3ppm(6)      no3ppm(7)      no3ppm(8)      no3ppm(9)     no3ppm(10)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)         nh4(7)         nh4(8)         nh4(9)        nh4(10)      nh4ppm(1)      nh4ppm(2)      nh4ppm(3)      nh4ppm(4)      nh4ppm(5)      nh4ppm(6)      nh4ppm(7)      nh4ppm(8)      nh4ppm(9)     nh4ppm(10)         leaves   green_leaves    dead_leaves     root_depth    rootgreenwt     stage_code         dlt_dm   dlt_dm_green   partition_xs dlt_dm_detached_root dlt_dm_detached_leaf dlt_dm_detached_cab
                                                     ()             ()   (dd/mm/yyyy)             ()             ()             ()         (year)          (day)         (days)             ()             ()             ()        (kg/ha)           (mm)           (mm)         (t/ha)        (g/m^2)        (g/m^2)          (g/g)            (%)          (g/g)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)      (m^2/m^2)             ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)             ()             ()             ()           (mm)        (g/m^2)             ()        (g/m^2)        (g/m^2)        (g/m^2)              (g/m^2)              (g/m^2)             (g/m^2)
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     21/11/1994        simunye        1994-95          1.000           1994            325            104          alive              1          0.000            0.0          0.000          0.000          0.213           7.34           0.00          0.000          0.000          0.000         307.38         304.59         186.90         110.35           3.51          2.012          0.865          1.000           3.43            3.42           0.04           2.73           0.64           0.01           0.01           0.01           0.01          0.344            4.2            9.3           23.2           26.7           20.9           16.8           11.9           12.0           14.0           12.1            0.0          6.811          7.465         11.884         14.127         10.738          6.738          3.185          2.142          1.866          1.613            0.0            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.4          0.078          0.064          0.016          0.010          0.008          0.002          0.000          0.000          0.000          0.059         10.613         10.000          0.613       1070.000         364.91          3.000          18.71          22.45           1.66                 0.72                 0.02                0.00
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     22/11/1994        simunye        1994-95          1.000           1994            326            105          alive              1          0.000            0.0          0.000         23.200          0.241           8.43           0.00          0.000          0.000          0.000         325.21         321.59         196.92         116.24           4.35          2.103          1.000          1.000           3.58            3.57           0.06           2.84           0.67           0.02           0.01           0.01           0.01          0.350            2.6            9.7           23.6           26.4           20.7           16.7           11.9           12.0           14.0           12.2            0.0          4.261          7.812         12.079         13.955         10.630          6.680          3.161          2.141          1.866          1.623            0.0            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.4          0.078          0.064          0.016          0.010          0.008          0.002          0.000          0.000          0.000          0.050         10.799         10.000          0.799       1080.000         367.75          3.000          17.86          21.43           0.73                 0.72                 0.02                0.00
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     23/11/1994        simunye        1994-95          1.000           1994            327            106          alive              1          0.000            0.0          0.000          8.100          0.424          14.15           0.00          0.000          0.000          0.000         347.01         342.62         206.56         121.91           5.13          2.190          1.000          1.000           3.82            3.80           0.07           3.02           0.71           0.02           0.00           0.01           0.01          0.334            1.9            8.7           23.6           25.9           20.4           16.5           11.7           12.0           14.0           12.2            0.0          3.079          7.008         12.089         13.730         10.454          6.600          3.132          2.141          1.865          1.630            0.0            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.3          0.079          0.068          0.016          0.010          0.008          0.002          0.000          0.000          0.000          0.042         10.978         10.000          0.978       1090.000         371.38          3.000          21.84          26.21           5.37                 0.73                 0.03                0.00
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     24/11/1994        simunye        1994-95          1.000           1994            328            107          alive              1          0.000            0.0          0.000          0.000          0.525          17.29           0.00          0.000          0.000          0.000         359.13         354.49         212.06         125.15           5.39          2.239          1.000          1.000           3.93            3.91           0.09           3.09           0.73           0.02           0.01           0.01           0.01          0.329            1.9            8.5           23.4           25.7           20.2           16.4           11.6           12.0           14.0           12.3            0.0          3.134          6.850         11.992         13.615         10.367          6.542          3.103          2.140          1.865          1.637            0.0            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.3          0.080          0.066          0.016          0.010          0.008          0.002          0.000          0.000          0.000          0.036         11.076         10.000          1.076       1100.000         373.07          3.000          12.17          14.60           3.01                 0.74                 0.04                0.00
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     25/11/1994        simunye        1994-95          1.000           1994            329            108          alive              1          0.000            0.0          0.000          0.000          1.072          33.68           0.00          0.000          0.000          0.000         386.08         381.48         218.73         129.07           5.34          2.298          1.000          1.000           4.17            4.15           0.13           3.26           0.77           0.02           0.00           0.01           0.01          0.314            1.9            8.0           22.4           25.1           19.8           16.1           11.5           12.0           14.0           12.3            0.0          3.104          6.419         11.502         13.300         10.157          6.435          3.059          2.140          1.864          1.642            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.2          0.085          0.067          0.017          0.011          0.008          0.002          0.000          0.000          0.000          0.030         11.191         10.000          1.191       1110.000         377.72          3.000          26.99          32.39          16.39                 0.74                 0.04                0.00
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     26/11/1994        simunye        1994-95          1.000           1994            330            109          alive              1          0.000            0.0          0.000          0.000          1.463          45.54           0.00          0.000          0.000          0.000         410.64         405.63         226.47         133.62           5.77          2.366          0.795          1.000           4.43            4.41           0.24           3.38           0.80           0.02           0.01           0.01           0.01          0.311            1.9            7.4           21.4           24.5           19.4           15.8           11.3           11.9           14.0           12.3            0.0          3.131          5.998         10.992         12.962          9.930          6.321          3.011          2.118          1.864          1.647            0.0            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.2          0.070          0.069          0.018          0.011          0.009          0.002          0.000          0.000          0.000          0.025         11.330         10.000          1.330       1120.000         381.89          3.000          24.61          29.53          11.67                 0.75                 0.04                0.00
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     27/11/1994        simunye        1994-95          1.000           1994            331            110          alive              1          0.000            0.0          0.000          0.000          1.502          47.02           0.00          0.000          0.000          0.000         425.15         419.14         234.05         138.08           6.77          2.430          0.545          1.000           4.66            4.64           0.34           3.48           0.82           0.03           0.01           0.01           0.01          0.313            2.0            7.0           20.6           24.0           19.0           15.6           11.1           11.8           14.0           12.4            0.0          3.193          5.669         10.564         12.676          9.740          6.229          2.973          2.102          1.864          1.650            0.0            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.2          0.069          0.069          0.018          0.012          0.009          0.002          0.000          0.000          0.000          0.021         11.493         10.000          1.493       1130.000         384.04          3.000          14.56          17.47           1.04                 0.76                 0.04                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     28/11/1994        simunye        1994-95          1.000           1994            332            111          alive              1          0.000            0.0          0.000          0.000          1.539          48.15           0.00          0.000          0.000          0.000         436.17         430.22         240.31         141.77           6.71          2.486          1.000          1.000           4.73            4.71           0.35           3.53           0.83           0.03           0.01           0.01           0.01          0.313            2.0            7.0           20.4           23.8           18.9           15.5           11.1           11.8           14.0           12.4            0.0          3.246          5.627         10.482         12.605          9.690          6.195          2.956          2.089          1.864          1.654            0.0            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.1          0.068          0.071          0.019          0.012          0.009          0.002          0.000          0.000          0.000          0.018         11.599         10.000          1.599       1140.000         385.49          3.000          11.08          13.30           1.13                 0.76                 0.05                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     29/11/1994        simunye        1994-95          1.000           1994            333            112          alive              1          0.000            0.0         31.300          0.000          1.862          57.84           0.00          0.000          0.000          0.000         457.84         451.95         247.89         146.22           6.66          2.553          1.000          1.000           4.88            4.86           0.36           3.64           0.86           0.03           0.01           0.01           0.01          0.311            1.0            6.3           20.9           24.1           18.7           15.3           11.0           11.6           14.0           12.4            0.0          1.578          5.110         10.714         12.734          9.591          6.133          2.925          2.066          1.864          1.656            0.0            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.1          0.080          0.071          0.019          0.012          0.009          0.002          0.000          0.000          0.000          0.015         11.728         10.000          1.728       1150.000         389.06          3.000          21.73          26.08           9.69                 0.77                 0.05                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     30/11/1994        simunye        1994-95          1.000           1994            334            113          alive              1          0.000            0.0          0.000          0.000          2.333          71.96           0.00          0.000          0.000          0.000         482.25         476.42         254.40         150.05           6.60          2.610          1.000          1.000           5.09            5.07           0.42           3.77           0.89           0.03           0.01           0.01           0.01          0.308            0.9            5.5           19.8           24.4           18.4           15.1           10.8           11.5           14.0           12.4            0.0          1.527          4.430         10.151         12.905          9.440          6.044          2.884          2.037          1.864          1.659            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.1          0.094          0.071          0.019          0.012          0.009          0.002          0.000          0.000          0.000          0.013         11.838         10.000          1.838       1160.000         393.18          3.000          24.47          29.36          14.12                 0.77                 0.05                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     01/12/1994        simunye        1994-95          1.000           1994            335            114          alive              1          0.000            0.0          0.000          0.000          2.678          82.43           0.00          0.000          0.000          0.000         507.85         501.62         263.68         155.51           7.01          2.691          0.819          1.000           5.36            5.34           0.52           3.90           0.92           0.03           0.01           0.01           0.01          0.308            1.0            5.0           18.7           23.8           18.0           14.8           10.6           11.3           14.0           12.5            0.0          1.545          4.042          9.571         12.571          9.237          5.933          2.833          2.006          1.863          1.660            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.1          0.103          0.072          0.019          0.013          0.009          0.002          0.000          0.000          0.000          0.011         12.003         10.000          2.003       1170.000         397.52          3.000          25.66          30.79          10.27                 0.78                 0.05                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     02/12/1994        simunye        1994-95          1.000           1994            336            115          alive              1          0.000            0.0          0.000         42.500          3.012          92.58           0.00          0.000          0.000          0.000         532.61         526.04         272.66         160.80           7.37          2.770          0.843          1.000           5.63            5.61           0.61           4.05           0.95           0.03           0.01           0.01           0.01          0.307            0.4            3.2           15.9           24.5           19.7           14.6           10.5           11.2           14.0           12.5            0.0          0.585          2.575          8.159         12.965         10.097          5.853          2.797          1.986          1.863          1.662            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.1          0.127          0.073          0.019          0.012          0.009          0.002          0.000          0.000          0.000          0.009         12.161         10.000          2.161       1180.000         401.69          3.000          24.83          29.80           9.98                 0.79                 0.06                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     03/12/1994        simunye        1994-95          1.000           1994            337            116          alive              1          0.000            0.0          0.000          0.000          3.378         103.55           0.00          0.000          0.000          0.000         557.91         551.39         281.72         166.12           7.31          2.850          1.000          1.000           5.82            5.80           0.67           4.15           0.98           0.03           0.01           0.01           0.01          0.307            0.4            2.9           14.2           23.5           20.7           14.7           10.4           11.0           14.0           12.5            0.0          0.671          2.332          7.298         12.453         10.590          5.894          2.765          1.961          1.863          1.663            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.1          0.143          0.071          0.018          0.012          0.009          0.002          0.000          0.000          0.000          0.007         12.314         10.000          2.314       1190.000         405.96          3.000          25.36          30.43          10.98                 0.80                 0.06                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     04/12/1994        simunye        1994-95          1.000           1994            338            117          alive              1          0.000            0.0          0.000          0.000          3.993         122.02           0.00          0.000          0.000          0.000         592.46         586.01         291.88         172.10           7.26          2.939          1.000          1.000           6.09            6.07           0.75           4.30           1.01           0.03           0.01           0.01           0.01          0.306            0.5            2.7           13.2           22.2           20.3           14.9           10.2           10.8           14.0           12.5            0.0          0.762          2.194          6.759         11.732         10.396          5.948          2.716          1.922          1.863          1.665            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.141          0.069          0.018          0.012          0.009          0.002          0.000          0.000          0.000          0.006         12.486         10.000          2.486       1200.000         412.07          3.000          34.62          41.54          18.47                 0.80                 0.06                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     05/12/1994        simunye        1994-95          1.000           1994            339            118          alive              1          0.000            0.0          0.000          0.000          4.244         129.69           0.00          0.000          0.000          0.000         616.04         609.19         301.65         177.85           7.67          3.025          0.837          1.000           6.38            6.35           0.87           4.44           1.05           0.03           0.01           0.01           0.01          0.306            0.5            2.6           12.5           21.2           19.6           14.6           10.0           10.6           14.0           12.5            0.0          0.822          2.074          6.393         11.215         10.030          5.829          2.668          1.885          1.863          1.666            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.123          0.067          0.018          0.012          0.009          0.002          0.000          0.000          0.000          0.005         12.659         10.000          2.659       1210.000         415.98          3.000          23.65          28.37           7.47                 0.81                 0.06                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     06/12/1994        simunye        1994-95          1.000           1994            340            119          alive              1          0.000            0.0          0.000          0.000          4.351         133.20           0.00          0.000          0.000          0.000         635.33         627.52         310.98         183.34           8.64          3.104          0.649          1.000           6.64            6.61           0.94           4.58           1.08           0.03           0.01           0.01           0.01          0.306            0.5            2.5           11.8           20.3           18.9           14.3            9.8           10.4           14.0           12.5            0.0          0.844          1.982          6.071         10.758          9.679          5.717          2.622          1.848          1.863          1.666            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.118          0.065          0.017          0.012          0.009          0.002          0.000          0.000          0.000          0.004         12.835         10.000          2.835       1220.000         419.02          3.000          19.36          23.24           3.08                 0.82                 0.06                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     07/12/1994        simunye        1994-95          1.000           1994            341            120          alive              1          0.000            0.0          0.000          2.800          4.351         133.20           0.00          0.000          0.000          0.000         648.68         640.95         319.44         188.31           8.57          3.185          1.000          1.000           6.75            6.72           0.96           4.66           1.10           0.03           0.01           0.01           0.01          0.306            0.6            2.5           11.7           20.0           18.6           14.2            9.7           10.2           14.0           12.5            0.0          0.916          1.998          5.997         10.598          9.547          5.666          2.597          1.821          1.863          1.667            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.096          0.066          0.018          0.012          0.009          0.002          0.000          0.000          0.000          0.004         12.994         10.000          2.994       1230.000         420.87          3.000          13.43          16.11          -0.00                 0.83                 0.07                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     08/12/1994        simunye        1994-95          1.000           1994            342            121          alive              1          0.000            0.0          0.000          0.000          4.614         141.37           0.00          0.000          0.000          0.000         673.05         664.42         329.08         193.98           9.47          3.268          0.685          1.000           7.01            6.97           0.99           4.85           1.14           0.04           0.01           0.01           0.01          0.306            0.6            2.4           11.1           19.1           17.9           13.8            9.5           10.0           14.0           12.5            0.0          0.932          1.916          5.688         10.129          9.169          5.536          2.542          1.772          1.863          1.668            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.092          0.067          0.018          0.012          0.009          0.002          0.000          0.000          0.000          0.003         13.180         10.000          3.180       1240.000         424.91          3.000          24.45          29.34           7.75                 0.84                 0.07                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     09/12/1994        simunye        1994-95          1.000           1994            343            122          alive              1          0.000            0.0          0.000         24.500          4.993         152.75           0.00          0.000          0.000          0.000         699.99         691.44         338.92         199.77           9.39          3.354          1.000          1.000           7.23            7.20           1.03           4.99           1.18           0.04           0.01           0.01           0.01          0.306            0.3            2.2           10.8           18.5           17.4           13.6            9.4            9.8           14.0           12.5            0.0          0.550          1.755          5.548          9.797          8.899          5.445          2.503          1.739          1.863          1.668            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.127          0.069          0.018          0.012          0.009          0.002          0.000          0.000          0.000          0.002         13.355         10.000          3.355       1250.000         429.47          3.000          27.02          32.43          11.38                 0.84                 0.08                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     10/12/1994        simunye        1994-95          1.000           1994            344            123          alive              1          0.000            0.0          0.000          6.300          5.090         155.66           0.00          0.000          0.000          0.000         713.31         704.85         345.53         203.66           9.32          3.413          1.000          1.000           7.37            7.34           1.07           5.07           1.20           0.04           0.01           0.01           0.01          0.306            0.3            2.1           10.8           18.2           17.1           13.5            9.3            9.6           14.0           12.5            0.0          0.510          1.666          5.515          9.638          8.747          5.381          2.471          1.702          1.862          1.668            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.145          0.068          0.019          0.012          0.009          0.002          0.000          0.000          0.000          0.002         13.475         10.000          3.475       1260.000         431.29          3.000          13.41          16.09           2.92                 0.85                 0.08                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     11/12/1994        simunye        1994-95          1.000           1994            345            124          alive              1          0.000            0.0          0.000          0.000          5.485         167.51           0.00          0.000          0.000          0.000         734.51         726.13         351.47         207.15           9.24          3.465          1.000          1.000           7.54            7.51           1.10           5.18           1.22           0.03           0.01           0.01           0.01          0.305            0.3            1.9           10.4           17.9           16.6           13.2            9.1            9.3           14.0           12.5            0.0          0.532          1.565          5.325          9.456          8.534          5.292          2.429          1.654          1.862          1.669            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.156          0.071          0.020          0.013          0.009          0.003          0.000          0.000          0.000          0.002         13.583         10.000          3.583       1270.000         434.68          3.000          21.28          25.54          11.84                 0.86                 0.08                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     12/12/1994        simunye        1994-95          1.000           1994            346            125          alive              1          0.000            0.0          0.000          0.000          6.507         198.16           0.00          0.000          0.000          0.000         773.48         765.19         356.77         210.27           9.16          3.512          1.000          1.000           7.82            7.79           1.18           5.34           1.26           0.03           0.01           0.01           0.01          0.305            0.4            1.8            9.6           17.1           15.9           12.9            8.9            8.9           14.0           12.5            0.0          0.568          1.419          4.915          9.033          8.159          5.146          2.363          1.587          1.862          1.669            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.163          0.073          0.020          0.013          0.010          0.003          0.000          0.000          0.000          0.001         13.680         10.000          3.680       1280.000         441.63          3.000          39.06          46.87          30.65                 0.86                 0.07                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     13/12/1994        simunye        1994-95          1.000           1994            347            126          alive              1          0.000            0.0          0.000          0.000          6.899         210.30           0.00          0.000          0.000          0.000         795.83         786.37         362.46         213.61          10.34          3.558          0.632          1.000           8.10            8.07           1.35           5.44           1.28           0.04           0.01           0.02           0.01          0.305            0.4            1.6            8.9           16.2           15.2           12.5            8.6            8.5           14.0           12.5            0.0          0.610          1.309          4.541          8.580          7.784          4.998          2.296          1.518          1.862          1.669            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.162          0.075          0.021          0.013          0.010          0.003          0.000          0.000          0.000          0.001         13.807         10.000          3.807       1290.000         445.23          3.000          22.44          26.92          11.62                 0.87                 0.07                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     14/12/1994        simunye        1994-95          1.000           1994            348            127          alive              1          0.000            0.0          0.000          0.000          7.182         218.79           0.00          0.000          0.000          0.000         817.07         807.71         370.54         218.37          10.26          3.630          1.000          1.000           8.28            8.24           1.46           5.49           1.29           0.04           0.01           0.01           0.01          0.305            0.4            1.6            8.5           15.7           14.8           12.3            8.5            8.3           14.0           12.5            0.0          0.658          1.265          4.346          8.332          7.578          4.914          2.259          1.479          1.862          1.669            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.140          0.077          0.021          0.014          0.010          0.003          0.000          0.000          0.000          0.001         13.958         10.000          3.958       1300.000         448.61          3.000          21.33          25.60           8.49                 0.88                 0.08                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     15/12/1994        simunye        1994-95          1.000           1994            349            128          alive              1          0.000            0.0          0.000          0.000          7.379         224.70           0.00          0.000          0.000          0.000         831.76         822.48         376.12         221.66          10.17          3.679          1.000          1.000           8.43            8.40           1.52           5.57           1.31           0.04           0.01           0.01           0.01          0.304            0.4            1.5            8.2           15.4           14.4           12.1            8.3            8.1           14.0           12.5            0.0          0.702          1.244          4.197          8.123          7.397          4.836          2.221          1.438          1.862          1.670            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.114          0.078          0.021          0.014          0.010          0.003          0.000          0.000          0.000          0.001         14.063         10.000          4.063       1310.000         450.66          3.000          14.78          17.73           5.91                 0.89                 0.08                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     16/12/1994        simunye        1994-95          1.000           1994            350            129          alive              1          0.000            0.0          0.000          0.000          7.666         233.68           0.00          0.000          0.000          0.000         852.31         841.85         382.67         225.50          11.36          3.733          1.000          1.000           8.60            8.56           1.58           5.66           1.33           0.04           0.01           0.01           0.01          0.305            0.4            1.5            7.9           14.9           14.0           11.9            8.2            7.8           14.0           12.5            0.0          0.718          1.221          4.032          7.880          7.184          4.741          2.176          1.387          1.862          1.670            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.104          0.078          0.021          0.014          0.010          0.002          0.000          0.000          0.000          0.000         14.210         10.000          4.210       1320.000         453.89          3.000          20.65          24.78           8.44                 0.90                 0.08                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     17/12/1994        simunye        1994-95          1.000           1994            351            130          alive              1          0.000            0.0          0.000          0.000          7.940         242.45           0.00          0.000          0.000          0.000         870.58         858.35         387.53         228.37          13.14          3.771          0.484          1.000           8.85            8.81           1.65           5.80           1.36           0.05           0.01           0.01           0.01          0.305            0.5            1.4            7.3           14.1           13.3           11.5            7.9            7.4           14.0           12.5            0.0          0.729          1.157          3.748          7.476          6.831          4.588          2.104          1.310          1.862          1.670            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.097          0.077          0.021          0.013          0.010          0.002          0.000          0.000          0.000          0.000         14.374         10.000          4.374       1330.000         456.66          3.000          18.38          22.05           7.98                 0.90                 0.09                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     18/12/1994        simunye        1994-95          1.000           1994            352            131          alive              1          0.000            0.0          0.000          3.300          8.163         249.36           0.00          0.000          0.000          0.000         891.03         878.18         395.67         233.15          13.77          3.841          0.814          1.000           9.01            8.96           1.71           5.88           1.38           0.05           0.01           0.01           0.01          0.305            0.5            1.4            7.0           13.7           12.9           11.3            7.7            7.2           14.0           12.5            0.0          0.746          1.129          3.577          7.239          6.633          4.505          2.066          1.272          1.862          1.670            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.084          0.076          0.021          0.013          0.010          0.002          0.000          0.000          0.000          0.000         14.547         10.000          4.547       1340.000         459.86          3.000          20.57          24.69           6.59                 0.91                 0.11                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     19/12/1994        simunye        1994-95          1.000           1994            353            132          alive              1          0.000            0.0         13.800          0.000          8.674         265.10           0.00          0.000          0.000          0.000         920.53         906.41         403.54         237.78          15.03          3.906          0.938          1.000           9.21            9.16           1.76           5.99           1.41           0.06           0.01           0.01           0.01          0.306            0.4            1.4            6.6           13.1           12.4           11.0            7.5            6.8           14.0           12.5            0.0          0.567          1.133          3.394          6.957          6.384          4.393          2.013          1.215          1.862          1.670            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.104          0.075          0.020          0.013          0.010          0.002          0.000          0.000          0.000          0.000         14.725         10.000          4.725       1350.000         464.87          3.000          29.62          35.55          15.16                 0.91                 0.12                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     20/12/1994        simunye        1994-95          1.000           1994            354            133          alive              1          0.000            0.0          0.000          0.000          8.864         271.38           0.00          0.000          0.000          0.000         936.63         920.74         408.60         240.76          16.82          3.946          0.494          1.000           9.43            9.38           1.84           6.10           1.43           0.06           0.01           0.01           0.01          0.306            0.4            1.3            6.3           12.5           11.9           10.6            7.3            6.4           14.0           12.5            0.0          0.573          1.071          3.206          6.639          6.094          4.256          1.946          1.141          1.862          1.670            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.121          0.073          0.020          0.013          0.009          0.002          0.000          0.000          0.000          0.000         14.893         10.000          4.893       1360.000         467.18          3.000          16.24          19.49           5.47                 0.92                 0.13                0.01
 "19a Simunye 1994_95 NCo376 1R Irrigation Treatment 1"        paddock     21/12/1994        simunye        1994-95          1.000           1994            355            134          alive              1          0.000            0.0         33.800          0.000          9.225         282.70           0.00          0.000          0.000          0.000         959.39         941.98         414.85         244.43          18.34          3.997          0.563          1.000           9.65            9.58           1.90           6.22           1.46           0.07           0.01           0.01           0.01          0.306            0.2            1.0            5.7           12.3           11.4           10.4            7.1            6.1           14.0           12.5            0.0          0.281          0.796          2.944          6.494          5.871          4.149          1.894          1.083          1.862          1.670            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.147          0.082          0.019          0.012          0.009          0.002          0.000          0.000          0.000          0.000         15.057         10.000          5.057       1370.000         470.83          3.000          22.92          27.50          10.61                 0.93                 0.14                0.02
