ApsimVersion = 7.7
Title = 7) Pongola 1986-87 N14 P
            SimulationName       ZoneName    Clock.Today           site         season          treat           year            day            das    crop_status      ratoon_no           samp     fertiliser     irrigation           rain         canefw        cane_wt     sucrose_wt         scmstf            ccs          scmst        biomass  green_biomass        leaf_wt     cabbage_wt       trash_wt            lai    swdef_photo    nfact_photo      biomass_n green_biomass_n         cane_N         leaf_N          cab_N        trash_N    n_conc_cane    n_conc_leaf     n_conc_cab       cane_dmc         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)    flow_no3(6)      no3ppm(1)      no3ppm(2)      no3ppm(3)      no3ppm(4)      no3ppm(5)      no3ppm(6)      no3ppm(7)      no3ppm(8)      no3ppm(9)     no3ppm(10)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)         nh4(7)         nh4(8)         nh4(9)        nh4(10)      nh4ppm(1)      nh4ppm(2)      nh4ppm(3)      nh4ppm(4)      nh4ppm(5)      nh4ppm(6)      nh4ppm(7)      nh4ppm(8)      nh4ppm(9)     nh4ppm(10)         leaves   green_leaves    dead_leaves     root_depth    rootgreenwt     stage_code         dlt_dm   dlt_dm_green   partition_xs dlt_dm_detached_root dlt_dm_detached_leaf dlt_dm_detached_cab
                        ()             ()   (dd/mm/yyyy)             ()             ()             ()         (year)          (day)         (days)             ()             ()             ()        (kg/ha)           (mm)           (mm)         (t/ha)        (g/m^2)        (g/m^2)          (g/g)            (%)          (g/g)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)      (m^2/m^2)             ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)             ()             ()             ()           (mm)        (g/m^2)             ()        (g/m^2)        (g/m^2)        (g/m^2)              (g/m^2)              (g/m^2)             (g/m^2)
 "7 Pongola 1986_87 N14 P"        paddock     11/01/1987        pongola        1986-87          1.000           1987             11             61          alive              0          0.000            0.0          0.000          0.000          0.001           0.10           0.00          0.000          0.000          0.000          56.29          56.29          35.22          20.97           0.71          0.392          1.000          1.000           0.59            0.59           0.00           0.47           0.11           0.00           0.01           0.01           0.01          1.000           34.8           33.8           19.4           10.0            5.5            7.0            6.2            6.1            6.0            6.0            0.0         50.088         20.292          9.328          4.642          2.549          1.753          1.542          1.506          1.502          1.501            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.154          0.090          0.018          0.012          0.009          0.004          0.001          0.000          0.000          0.000          7.472          7.472          0.000        830.000         353.43          3.000           4.84           5.81          -0.00                 0.71                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     12/01/1987        pongola        1986-87          1.000           1987             12             62          alive              0          0.000            0.0          0.000          0.000          0.001           0.10           0.00          0.000          0.000          0.000          63.39          63.39          39.69          23.60           0.71          0.443          1.000          1.000           0.65            0.65           0.00           0.52           0.12           0.00           0.01           0.01           0.01          1.000           35.1           33.3           19.2            9.9            5.4            7.0            6.2            6.1            6.0            6.0            0.0         50.491         19.970          9.214          4.600          2.529          1.740          1.543          1.506          1.502          1.501            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.154          0.089          0.018          0.012          0.009          0.004          0.001          0.000          0.000          0.000          7.650          7.650          0.000        840.000         354.15          3.000           7.10           8.52           0.00                 0.71                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     13/01/1987        pongola        1986-87          1.000           1987             13             63          alive              0          0.000            0.0          0.000          0.000          0.001           0.10           0.00          0.000          0.000          0.000          69.42          69.42          43.49          25.83           0.71          0.487          1.000          1.000           0.72            0.72           0.00           0.58           0.14           0.00           0.01           0.01           0.01          1.000           35.4           32.8           19.0            9.8            5.4            6.9            6.2            6.1            6.0            6.0           -0.0         50.876         19.673          9.106          4.559          2.509          1.727          1.543          1.506          1.502          1.501            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.154          0.088          0.018          0.012          0.009          0.004          0.001          0.000          0.000          0.000          7.844          7.844          0.000        850.000         354.64          3.000           6.03           7.24           0.00                 0.71                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     14/01/1987        pongola        1986-87          1.000           1987             14             64          alive              0          0.000            0.0          0.000         15.000          0.001           0.10           0.00          0.000          0.000          0.000          78.18          78.18          49.00          29.08           0.71          0.551          1.000          1.000           0.82            0.82           0.00           0.66           0.16           0.00           0.01           0.01           0.01          1.000           28.0           39.4           18.8            9.7            5.3            6.9            6.2            6.1            6.0            6.0           -0.0         40.309         23.650          9.001          4.517          2.489          1.715          1.543          1.506          1.502          1.501            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.144          0.084          0.017          0.012          0.008          0.003          0.001          0.000          0.000          0.000          8.049          8.049          0.000        860.000         355.69          3.000           8.76          10.51           0.00                 0.71                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     15/01/1987        pongola        1986-87          1.000           1987             15             65          alive              0          0.000            0.0          0.000          0.000          0.001           0.10           0.00          0.000          0.000          0.000          84.70          84.70          53.11          31.49           0.71          0.598          1.000          1.000           0.89            0.89           0.00           0.72           0.17           0.00           0.01           0.01           0.01          1.000           28.3           38.8           18.6            9.6            5.3            6.8            6.2            6.1            6.0            6.0           -0.0         40.731         23.283          8.932          4.484          2.473          1.703          1.543          1.506          1.502          1.501            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.143          0.082          0.016          0.011          0.008          0.003          0.001          0.000          0.000          0.000          8.228          8.228          0.000        870.000         356.28          3.000           6.52           7.83           0.00                 0.71                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     16/01/1987        pongola        1986-87          1.000           1987             16             66          alive              0          0.000            0.0          0.000          0.000          0.001           0.10           0.00          0.000          0.000          0.000          92.97          92.97          58.31          34.56           0.71          0.658          1.000          1.000           0.97            0.97           0.00           0.79           0.19           0.00           0.01           0.01           0.01          1.000           28.7           38.1           18.4            9.5            5.3            6.8            6.2            6.1            6.0            6.0           -0.0         41.268         22.824          8.836          4.443          2.453          1.689          1.543          1.506          1.502          1.501            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.143          0.081          0.016          0.011          0.008          0.003          0.001          0.000          0.000          0.000          8.429          8.429          0.000        880.000         357.22          3.000           8.27           9.92           0.00                 0.71                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     17/01/1987        pongola        1986-87          1.000           1987             17             67          alive              0          0.000            0.0          0.000          0.000          0.001           0.10           0.00          0.000          0.000          0.000         106.42         106.42          66.78          39.54           0.71          0.744          1.000          1.000           1.09            1.09           0.00           0.88           0.21           0.00           0.01           0.01           0.01          1.000           29.0           36.9           18.0            9.4            5.2            6.7            6.2            6.1            6.0            6.0           -0.0         41.775         22.148          8.642          4.371          2.415          1.664          1.543          1.506          1.502          1.501            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.143          0.079          0.016          0.011          0.008          0.003          0.001          0.000          0.000          0.000          8.626          8.626          0.000        890.000         359.20          3.000          13.45          16.14           0.00                 0.71                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     18/01/1987        pongola        1986-87          1.000           1987             18             68          alive              0          0.000            0.0          0.000          0.000          0.001           0.10           0.00          0.000          0.000          0.000         119.63         119.63          75.10          44.43           0.72          0.830          1.000          1.000           1.24            1.24           0.00           1.00           0.24           0.00           0.01           0.01           0.01          1.000           29.4           35.8           17.6            9.2            5.1            6.6            6.2            6.1            6.0            6.0           -0.0         42.238         21.472          8.436          4.294          2.373          1.636          1.543          1.506          1.502          1.502            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.143          0.077          0.016          0.011          0.008          0.003          0.001          0.000          0.000          0.000          8.821          8.821          0.000        900.000         361.12          3.000          13.21          15.85           0.00                 0.71                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     19/01/1987        pongola        1986-87          1.000           1987             19             69          alive              0          0.000            0.0          0.000          0.000          0.001           0.10           0.00          0.000          0.000          0.000         130.10         130.10          81.69          48.31           0.72          0.906          1.000          1.000           1.38            1.38           0.00           1.12           0.26           0.00           0.01           0.01           0.01          1.000           29.6           34.9           17.2            9.1            5.0            6.5            6.2            6.1            6.0            6.0           -0.0         42.661         20.923          8.270          4.231          2.339          1.612          1.542          1.507          1.502          1.502            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.143          0.077          0.016          0.011          0.008          0.003          0.001          0.000          0.000          0.000          9.022          9.022          0.000        910.000         362.49          3.000          10.47          12.56           0.00                 0.72                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     20/01/1987        pongola        1986-87          1.000           1987             20             70          alive              0          1.000            0.0          0.000          1.600          0.001           0.10           0.00          0.000          0.000          0.000         140.58         140.58          88.29          52.19           0.72          0.982          1.000          1.000           1.51            1.51           0.00           1.22           0.29           0.00           0.01           0.01           0.01          1.000           29.9           34.0           16.9            8.9            4.9            6.4            6.2            6.1            6.0            6.0           -0.0         43.054         20.399          8.105          4.168          2.305          1.587          1.542          1.507          1.502          1.502            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.143          0.075          0.016          0.011          0.008          0.003          0.001          0.000          0.000          0.000          9.228          9.228          0.000        920.000         363.86          3.000          10.48          12.58           0.00                 0.72                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     21/01/1987        pongola        1986-87          1.000           1987             21             71          alive              0          0.000            0.0          0.000          0.000          0.001           0.10           0.00          0.000          0.000          0.000         147.31         147.31          92.53          54.68           0.73          1.030          1.000          1.000           1.59            1.59           0.00           1.29           0.30           0.00           0.01           0.01           0.01          1.000           30.2           33.5           16.7            8.8            4.9            6.3            6.2            6.1            6.0            6.0           -0.0         43.421         20.072          8.014          4.125          2.283          1.569          1.542          1.507          1.502          1.502            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.143          0.076          0.016          0.011          0.008          0.003          0.001          0.000          0.000          0.000          9.377          9.377          0.000        930.000         364.48          3.000           6.72           8.07           0.00                 0.72                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     22/01/1987        pongola        1986-87          1.000           1987             22             72          alive              0          0.000            0.0          0.000          0.000          0.001           0.10           0.00          0.000          0.000          0.000         161.48         161.48         101.45          59.93           0.73          1.111          1.000          1.000           1.72            1.72           0.00           1.39           0.33           0.00           0.01           0.01           0.01          1.000           30.4           32.5           16.3            8.7            4.8            6.2            6.1            6.1            6.0            6.0           -0.0         43.774         19.509          7.821          4.051          2.242          1.538          1.525          1.507          1.502          1.502            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.143          0.077          0.016          0.011          0.008          0.003          0.001          0.001          0.000          0.000          9.550          9.550          0.000        940.000         366.58          3.000          14.17          17.00          -0.00                 0.73                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     23/01/1987        pongola        1986-87          1.000           1987             23             73          alive              0          0.000            0.0          0.000          0.000          0.001           0.10           0.00          0.000          0.000          0.000         175.61         175.61         110.35          65.16           0.73          1.207          1.000          1.000           1.87            1.87           0.00           1.51           0.36           0.00           0.01           0.01           0.01          1.000           30.7           31.6           15.9            8.5            4.7            6.1            6.0            6.1            6.0            6.0           -0.0         44.102         18.947          7.620          3.972          2.198          1.506          1.502          1.507          1.502          1.502            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.143          0.079          0.016          0.011          0.008          0.003          0.001          0.001          0.000          0.000          9.754          9.754          0.000        950.000         368.68          3.000          14.13          16.96          -0.00                 0.73                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     24/01/1987        pongola        1986-87          1.000           1987             24             74          alive              0          0.000            0.0          0.000          4.300          0.001           0.10           0.00          0.000          0.000          0.000         184.15         184.15         115.73          68.33           0.74          1.269          1.000          1.000           1.99            1.99           0.00           1.61           0.38           0.00           0.01           0.01           0.01          1.000           30.8           31.0           15.6            8.4            4.6            6.0            5.9            6.1            6.0            6.0           -0.0         44.260         18.605          7.490          3.915          2.166          1.481          1.477          1.507          1.503          1.502            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.140          0.080          0.017          0.011          0.008          0.003          0.001          0.000          0.000          0.000          9.948          9.948          0.000        960.000         369.65          3.000           8.54          10.25           0.00                 0.73                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     25/01/1987        pongola        1986-87          1.000           1987             25             75          alive              0          0.000            0.0          0.000          1.000          0.001           0.10           0.00          0.000          0.000          0.000         192.49         192.49         120.97          71.41           0.74          1.330          1.000          1.000           2.10            2.10           0.00           1.69           0.40           0.00           0.01           0.01           0.01          1.000           30.9           30.5           15.4            8.3            4.6            5.9            5.8            6.1            6.0            6.0           -0.0         44.460         18.311          7.381          3.864          2.138          1.459          1.451          1.507          1.503          1.502            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.140          0.082          0.017          0.012          0.008          0.003          0.000          0.000          0.000          0.000         10.082         10.082          0.000        970.000         370.58          3.000           8.33          10.00          -0.00                 0.74                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     26/01/1987        pongola        1986-87          1.000           1987             26             76          alive              0          0.000            0.0          0.000          0.000          0.096           2.96           0.00          0.000          0.000          0.000         208.55         208.55         129.29          76.30           0.74          1.404          1.000          1.000           2.23            2.23           0.00           1.80           0.43           0.00           0.00           0.01           0.01          0.307           31.1           29.7           15.0            8.1            4.5            5.7            5.7            6.1            6.0            6.0           -0.0         44.746         17.777          7.178          3.780          2.090          1.424          1.418          1.507          1.503          1.502            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.140          0.084          0.018          0.012          0.008          0.003          0.000          0.000          0.000          0.000         10.234         10.234          0.000        980.000         373.05          3.000          16.06          19.28           2.86                 0.74                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     27/01/1987        pongola        1986-87          1.000           1987             27             77          alive              0          0.000            0.0          0.000          0.000          0.355          10.73           0.00          0.000          0.000          0.000         232.88         232.88         139.71          82.44           0.75          1.496          1.000          1.000           2.44            2.44           0.02           1.96           0.46           0.00           0.00           0.01           0.01          0.302           31.3           28.2           14.3            7.8            4.3            5.5            5.5            6.1            6.0            6.0           -0.0         45.013         16.935          6.835          3.648          2.013          1.369          1.378          1.507          1.503          1.502            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.140          0.084          0.018          0.012          0.008          0.003          0.000          0.000          0.000          0.000         10.424         10.424          0.000        990.000         377.17          3.000          24.33          29.20           7.77                 0.74                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     28/01/1987        pongola        1986-87          1.000           1987             28             78          alive              0          0.000            0.0          0.000          0.000          0.355          10.73           0.00          0.000          0.000          0.000         243.03         243.03         146.10          86.19           0.75          1.570          1.000          1.000           2.60            2.60           0.06           2.06           0.49           0.00           0.01           0.01           0.01          0.302           31.4           27.5           13.9            7.7            4.2            5.4            5.4            6.1            6.0            6.0           -0.0         45.250         16.495          6.661          3.570          1.969          1.335          1.338          1.507          1.503          1.502            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.140          0.085          0.018          0.012          0.008          0.003          0.000          0.000          0.000          0.000         10.588         10.588          0.000       1000.000         378.44          3.000          10.15          12.18          -0.00                 0.75                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     29/01/1987        pongola        1986-87          1.000           1987             29             79          alive              0          0.000            0.0          0.000          6.400          0.541          16.29           0.00          0.000          0.000          0.000         265.83         265.83         156.96          92.58           0.76          1.666          1.000          1.000           2.83            2.83           0.08           2.22           0.52           0.00           0.00           0.01           0.01          0.301           31.3           26.4           13.3            7.4            4.1            5.2            5.2            6.1            6.0            6.0           -0.0         44.982         15.821          6.366          3.458          1.904          1.287          1.302          1.507          1.503          1.502            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.128          0.085          0.018          0.012          0.008          0.003          0.000          0.000          0.000          0.000         10.782         10.782          0.000       1010.000         382.25          3.000          22.80          27.36           5.56                 0.75                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     30/01/1987        pongola        1986-87          1.000           1987             30             80          alive              0          0.000            0.0          0.000          0.000          0.809          24.33           0.00          0.000          0.000          0.000         290.48         290.48         167.42          98.74           0.76          1.759          1.000          1.000           3.06            3.06           0.12           2.38           0.56           0.00           0.00           0.01           0.01          0.301           31.4           25.1           12.6            7.1            3.9            5.0            5.0            6.1            6.0            6.0           -0.0         45.185         15.057          6.038          3.330          1.829          1.232          1.252          1.508          1.503          1.502            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.128          0.082          0.017          0.012          0.008          0.003          0.000          0.000          0.000          0.000         10.967         10.967          0.000       1020.000         386.41          3.000          24.65          29.58           8.03                 0.76                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     31/01/1987        pongola        1986-87          1.000           1987             31             81          alive              0          0.000            0.0          0.000          0.600          1.015          30.51           0.00          0.000          0.000          0.000         314.88         314.88         178.88         105.48           0.77          1.860          1.000          1.000           3.29            3.29           0.17           2.52           0.60           0.00           0.01           0.01           0.01          0.301           31.5           24.0           12.0            6.9            3.8            4.7            4.8            6.1            6.0            6.0           -0.0         45.366         14.393          5.746          3.207          1.757          1.177          1.189          1.508          1.503          1.503            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.128          0.077          0.017          0.011          0.008          0.003          0.000          0.000          0.000          0.000         11.168         11.168          0.000       1030.000         390.52          3.000          24.39          29.27           6.19                 0.76                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     01/02/1987        pongola        1986-87          1.000           1987             32             82          alive              0          0.000            0.0          0.000          0.000          1.314          39.55           0.00          0.000          0.000          0.000         341.13         340.94         189.60         111.79           0.97          1.956          0.940          1.000           3.57            3.57           0.22           2.71           0.64           0.00           0.01           0.01           0.01          0.301           31.6           22.5           11.2            6.5            3.6            4.4            4.5            6.1            6.0            6.0           -0.0         45.530         13.511          5.352          3.050          1.664          1.106          1.116          1.507          1.503          1.503            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.128          0.071          0.016          0.011          0.008          0.003          0.000          0.000          0.000          0.000         11.358         11.358          0.000       1040.000         394.99          3.000          26.26          31.51           8.96                 0.77                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     02/02/1987        pongola        1986-87          1.000           1987             33             83          alive              0          0.000            0.0          0.000          0.000          1.490          45.07           0.00          0.000          0.000          0.000         363.29         362.29         199.57         117.65           1.79          2.046          0.760          1.000           3.84            3.84           0.28           2.88           0.68           0.01           0.01           0.01           0.01          0.302           31.7           21.2           10.4            6.2            3.4            4.2            4.2            6.1            6.0            6.0           -0.0         45.673         12.707          4.989          2.901          1.576          1.039          1.038          1.507          1.503          1.503            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.128          0.064          0.015          0.010          0.007          0.003          0.000          0.001          0.000          0.000         11.543         11.543          0.000       1050.000         398.63          3.000          22.16          26.59           5.18                 0.78                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     03/02/1987        pongola        1986-87          1.000           1987             34             84          alive              0          0.000            0.0          0.000          0.000          1.714          51.80           0.00          0.000          0.000          0.000         388.37         387.38         211.14         124.45           1.78          2.148          1.000          1.000           4.08            4.08           0.33           3.03           0.71           0.01           0.01           0.01           0.01          0.302           31.8           20.1            9.8            6.0            3.2            4.0            3.9            6.1            6.0            6.0           -0.0         45.797         12.058          4.698          2.783          1.507          0.984          0.973          1.507          1.503          1.503            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.128          0.057          0.014          0.009          0.007          0.003          0.000          0.001          0.000          0.000         11.742         11.742          0.000       1060.000         402.85          3.000          25.10          30.11           6.73                 0.79                 0.01                0.00
 "7 Pongola 1986_87 N14 P"        paddock     04/02/1987        pongola        1986-87          1.000           1987             35             85          alive              0          0.000            0.0          0.000          0.000          1.928          58.20           0.00          0.000          0.000          0.000         412.46         411.49         222.28         131.00           1.78          2.247          1.000          1.000           4.31            4.31           0.38           3.18           0.75           0.01           0.01           0.01           0.01          0.302           31.9           19.1            9.2            5.7            3.1            3.7            3.6            6.1            6.0            6.0           -0.0         45.908         11.441          4.417          2.660          1.435          0.926          0.892          1.507          1.503          1.503            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.128          0.050          0.013          0.008          0.006          0.003          0.000          0.001          0.000          0.000         11.932         11.932          0.000       1070.000         406.87          3.000          24.10          28.92           6.41                 0.80                 0.01                0.00
 "7 Pongola 1986_87 N14 P"        paddock     05/02/1987        pongola        1986-87          1.000           1987             36             86          alive              0          0.000            0.0          0.000          0.000          2.164          65.30           0.00          0.000          0.000          0.000         437.77         436.81         233.75         137.76           1.78          2.348          1.000          1.000           4.55            4.55           0.42           3.34           0.79           0.01           0.01           0.01           0.01          0.302           32.0           18.0            8.6            5.4            2.9            3.5            3.2            6.1            6.0            6.0           -0.0         46.007         10.805          4.122          2.525          1.355          0.861          0.796          1.506          1.503          1.503            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.128          0.045          0.012          0.007          0.006          0.002          0.000          0.001          0.001          0.000         12.127         12.127          0.000       1080.000         411.12          3.000          25.32          30.38           7.09                 0.81                 0.01                0.00
 "7 Pongola 1986_87 N14 P"        paddock     06/02/1987        pongola        1986-87          1.000           1987             37             87          alive              0          0.000            0.0          0.000          0.000          2.352          71.06           0.00          0.000          0.000          0.000         461.99         460.63         245.13         144.45           2.18          2.449          0.901          1.000           4.81            4.81           0.47           3.51           0.83           0.01           0.01           0.01           0.01          0.302           32.0           16.9            7.9            5.1            2.7            3.2            2.8            6.1            6.0            6.0           -0.0         46.096         10.133          3.807          2.377          1.266          0.789          0.688          1.506          1.504          1.503            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.128          0.040          0.011          0.006          0.005          0.002          0.000          0.001          0.001          0.000         12.326         12.326          0.000       1090.000         415.14          3.000          24.22          29.07           5.59                 0.81                 0.01                0.00
 "7 Pongola 1986_87 N14 P"        paddock     07/02/1987        pongola        1986-87          1.000           1987             38             88          alive              0          0.000            0.0          0.000          1.400          2.424          73.20           0.00          0.000          0.000          0.000         479.86         478.51         255.04         150.27           2.17          2.537          1.000          1.000           5.01            5.00           0.51           3.64           0.86           0.01           0.01           0.01           0.01          0.302           32.1           16.2            7.5            4.9            2.6            3.0            2.4            6.1            6.0            6.0           -0.0         46.173          9.696          3.602          2.268          1.202          0.736          0.600          1.506          1.504          1.503            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.128          0.038          0.010          0.006          0.005          0.002          0.000          0.001          0.001          0.000         12.493         12.493          0.000       1100.000         417.89          3.000          17.88          21.46           2.15                 0.82                 0.01                0.00
 "7 Pongola 1986_87 N14 P"        paddock     08/02/1987        pongola        1986-87          1.000           1987             39             89          alive              0          0.000            0.0          0.000          0.000          2.538          77.14           0.00          0.000          0.000          0.000         498.41         495.29         263.12         155.03           3.95          2.611          0.541          1.000           5.28            5.27           0.54           3.82           0.90           0.02           0.01           0.01           0.01          0.304           32.1           15.0            6.8            4.5            2.4            2.6            1.9            6.1            6.0            6.0           -0.0         46.248          8.973          3.259          2.094          1.098          0.652          0.475          1.505          1.504          1.503            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.128          0.037          0.009          0.006          0.004          0.002          0.000          0.001          0.001          0.000         12.678         12.678          0.000       1110.000         420.76          3.000          18.57          22.28           3.19                 0.83                 0.01                0.00
 "7 Pongola 1986_87 N14 P"        paddock     09/02/1987        pongola        1986-87          1.000           1987             40             90          alive              0          0.000            0.0          0.000          0.000          2.685          81.95           0.00          0.000          0.000          0.000         515.20         510.76         269.83         158.98           5.28          2.667          0.466          1.000           5.50            5.49           0.57           3.98           0.93           0.02           0.01           0.01           0.01          0.305           32.2           14.0            6.2            4.2            2.2            2.3            1.5            6.0            6.0            6.0           -0.0         46.313          8.365          2.973          1.948          1.011          0.582          0.379          1.504          1.504          1.503            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.128          0.037          0.009          0.005          0.004          0.002          0.000          0.001          0.001          0.000         12.864         12.864          0.000       1120.000         423.29          3.000          16.82          20.18           4.23                 0.84                 0.03                0.00
 "7 Pongola 1986_87 N14 P"        paddock     10/02/1987        pongola        1986-87          1.000           1987             41             91          alive              0          0.000            0.0          0.000         46.200          3.011          91.78           0.00          0.000          0.000          0.000         541.29         536.76         280.01         164.97           5.38          2.756          0.946          1.000           5.79            5.77           0.62           4.17           0.98           0.02           0.01           0.01           0.01          0.305            9.1           23.2           17.2            4.2            2.1            2.3            1.5            6.0            6.0            6.0           -0.0         13.034         13.912          8.241          1.942          0.999          0.573          0.372          1.504          1.504          1.503            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.096          0.053          0.011          0.005          0.004          0.002          0.000          0.001          0.001          0.000         13.043         13.000          0.043       1130.000         427.67          3.000          26.14          31.37           9.77                 0.84                 0.04                0.00
 "7 Pongola 1986_87 N14 P"        paddock     11/02/1987        pongola        1986-87          1.000           1987             42             92          alive              0          0.000            0.0          0.000          0.000          3.137          95.55           0.00          0.000          0.000          0.000         558.19         553.70         288.31         169.85           5.35          2.829          1.000          1.000           5.92            5.90           0.66           4.24           1.00           0.02           0.01           0.01           0.01          0.305            9.1           22.4           16.8            4.2            2.1            2.3            1.5            6.0            6.0            6.0           -0.0         13.035         13.428          8.074          1.945          0.995          0.569          0.367          1.503          1.504          1.503            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.091          0.060          0.012          0.005          0.003          0.001          0.000          0.001          0.001          0.000         13.189         13.000          0.189       1140.000         430.20          3.000          16.94          20.33           3.77                 0.85                 0.04                0.00
