ApsimVersion = 7.7
Title = 3) Ingham 1992-93 Q117 1R
             SimulationName       ZoneName    Clock.Today           site         season          treat           year            day            das    crop_status      ratoon_no           samp     fertiliser     irrigation           rain         canefw        cane_wt     sucrose_wt         scmstf            ccs          scmst        biomass  green_biomass        leaf_wt     cabbage_wt       trash_wt            lai    swdef_photo    nfact_photo      biomass_n green_biomass_n         cane_N         leaf_N          cab_N        trash_N    n_conc_cane    n_conc_leaf     n_conc_cab       cane_dmc         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)    flow_no3(6)      no3ppm(1)      no3ppm(2)      no3ppm(3)      no3ppm(4)      no3ppm(5)      no3ppm(6)      no3ppm(7)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)         nh4(7)      nh4ppm(1)      nh4ppm(2)      nh4ppm(3)      nh4ppm(4)      nh4ppm(5)      nh4ppm(6)      nh4ppm(7)         leaves   green_leaves    dead_leaves     root_depth    rootgreenwt     stage_code         dlt_dm   dlt_dm_green   partition_xs dlt_dm_detached_root dlt_dm_detached_leaf dlt_dm_detached_cab
                         ()             ()   (dd/mm/yyyy)             ()             ()             ()         (year)          (day)         (days)             ()             ()             ()        (kg/ha)           (mm)           (mm)         (t/ha)        (g/m^2)        (g/m^2)          (g/g)            (%)          (g/g)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)      (m^2/m^2)             ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)             ()             ()             ()           (mm)        (g/m^2)             ()        (g/m^2)        (g/m^2)        (g/m^2)              (g/m^2)              (g/m^2)             (g/m^2)
 "3 Ingham 1992_93 Q117 1R"        paddock     13/07/1993         ingham        1992-93          2.000           1993            194            322          alive              1          0.000            0.0          0.000          0.000        137.812        4561.14        1772.41          0.122         12.117          0.378        5789.73        5310.55         471.70         277.71         469.17          5.205          1.000          1.000          29.33           27.14          19.86           6.35           0.93           1.72           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.032          0.036          0.003          0.001          0.001          0.000          0.000            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.154          0.119          0.009          0.004          0.002          0.001          0.001         23.289         11.050         12.239       1800.000        1223.68          4.000          19.49          22.42           0.16                 2.45                 4.19                0.49
 "3 Ingham 1992_93 Q117 1R"        paddock     14/07/1993         ingham        1992-93          2.000           1993            195            323          alive              1          0.000            0.0          0.000          0.000        138.162        4573.47        1778.07          0.122         12.116          0.378        5800.34        5322.67         471.57         277.63         467.69          5.201          1.000          1.000          29.30           27.11          19.86           6.33           0.92           1.72           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.034          0.038          0.003          0.001          0.001          0.000          0.000            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.157          0.119          0.009          0.004          0.002          0.001          0.001         23.359         11.050         12.309       1800.000        1222.87          4.000          19.10          21.96           0.00                 2.45                 4.18                0.49
 "3 Ingham 1992_93 Q117 1R"        paddock     15/07/1993         ingham        1992-93          2.000           1993            196            324          alive              1          0.000            0.0          0.000          0.000        138.633        4589.39        1785.66          0.122         12.120          0.378        5815.28        5339.26         471.99         277.88         466.06          5.196          1.000          1.000          29.27           27.09          19.86           6.31           0.92           1.71           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.036          0.038          0.003          0.001          0.001          0.000          0.000            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.158          0.119          0.009          0.004          0.002          0.001          0.001         23.425         11.050         12.375       1800.000        1222.72          4.000          23.41          26.92           0.65                 2.44                 4.16                0.49
 "3 Ingham 1992_93 Q117 1R"        paddock     16/07/1993         ingham        1992-93          2.000           1993            197            325          alive              1          0.000            0.0          0.000          0.000        139.007        4602.49        1791.63          0.122         12.119          0.378        5826.94        5352.28         471.95         277.85         464.73          5.192          1.000          1.000          29.24           27.06          19.86           6.29           0.91           1.71           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.036          0.039          0.003          0.001          0.001          0.000          0.000            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.157          0.119          0.009          0.004          0.002          0.001          0.001         23.497         11.050         12.448       1800.000        1222.07          4.000          20.13          23.15           0.00                 2.44                 4.15                0.49
 "3 Ingham 1992_93 Q117 1R"        paddock     17/07/1993         ingham        1992-93          2.000           1993            198            326          alive              1          0.000            0.0          0.000          0.000        139.241        4611.40        1795.81          0.122         12.118          0.378        5832.60        5359.18         470.68         277.11         463.51          5.180          1.000          1.000          29.21           27.04          19.86           6.27           0.91           1.70           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.035          0.040          0.003          0.001          0.001          0.000          0.000            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.156          0.120          0.009          0.004          0.002          0.001          0.001         23.571         11.050         12.521       1800.000        1220.52          4.000          14.11          16.23           0.00                 2.44                 4.14                0.49
 "3 Ingham 1992_93 Q117 1R"        paddock     18/07/1993         ingham        1992-93          2.000           1993            199            327          alive              1          0.000            0.0          0.000          5.000        139.642        4625.35        1802.12          0.122         12.118          0.378        5845.44        5373.18         470.71         277.12         462.37          5.176          1.000          1.000          29.18           27.01          19.86           6.25           0.90           1.70           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.032          0.040          0.003          0.001          0.001          0.000          0.000            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.153          0.120          0.009          0.004          0.002          0.001          0.001         23.647         11.050         12.597       1800.000        1220.05          4.000          21.29          24.48           0.00                 2.44                 4.13                0.49
 "3 Ingham 1992_93 Q117 1R"        paddock     19/07/1993         ingham        1992-93          2.000           1993            200            328          alive              1          0.000            0.0          0.000          0.300        139.870        4634.21        1806.23          0.122         12.116          0.378        5850.83        5379.42         469.06         276.15         461.55          5.160          1.000          1.000          29.15           26.98          19.86           6.23           0.90           1.69           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.032          0.039          0.003          0.001          0.001          0.000          0.000            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.154          0.120          0.009          0.004          0.002          0.001          0.001         23.728         11.050         12.678       1800.000        1218.47          4.000          13.84          15.92           0.00                 2.44                 4.12                0.48
 "3 Ingham 1992_93 Q117 1R"        paddock     20/07/1993         ingham        1992-93          2.000           1993            201            329          alive              1          0.000            0.0          0.000          3.800        140.196        4646.04        1811.56          0.122         12.116          0.378        5860.39        5389.68         468.07         275.57         460.88          5.153          1.000          1.000          29.12           26.96          19.86           6.20           0.89           1.69           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.031          0.038          0.003          0.001          0.001          0.000          0.000            0.3            0.3            0.0            0.0            0.0            0.0            0.0          0.151          0.119          0.009          0.004          0.002          0.001          0.001         22.812         11.050         11.762       1800.000        1217.51          4.000          18.00          20.70           0.00                 2.44                 4.11                0.48
 "3 Ingham 1992_93 Q117 1R"        paddock     21/07/1993         ingham        1992-93          2.000           1993            202            330          alive              1          0.000            0.0          0.000          0.000        140.303        4651.20        1814.15          0.122         12.114          0.378        5860.69        5391.07         465.70         274.17         459.81          5.128          1.000          1.000          29.09           26.93          19.86           6.18           0.88           1.69           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.030          0.037          0.003          0.001          0.001          0.000          0.000            0.3            0.3            0.0            0.0            0.0            0.0            0.0          0.150          0.119          0.008          0.003          0.002          0.001          0.001         22.888         11.050         11.838       1800.000        1215.17          4.000           8.74          10.05           0.00                 2.43                 4.10                0.48
 "3 Ingham 1992_93 Q117 1R"        paddock     22/07/1993         ingham        1992-93          2.000           1993            203            331          alive              1          0.000            0.0          0.000          1.300        140.298        4652.83        1815.35          0.122         12.112          0.378        5856.29        5388.29         462.92         272.54         458.20          5.099          1.000          1.000          29.06           26.90          19.86           6.17           0.88           1.68           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.028          0.035          0.003          0.001          0.001          0.000          0.000            0.3            0.3            0.0            0.0            0.0            0.0            0.0          0.147          0.120          0.008          0.003          0.002          0.001          0.001         22.954         11.050         11.904       1800.000        1212.13          4.000           4.04           4.64           0.00                 2.43                 4.09                0.48
 "3 Ingham 1992_93 Q117 1R"        paddock     23/07/1993         ingham        1992-93          2.000           1993            204            332          alive              1          0.000            0.0          0.000         12.000        140.422        4658.46        1818.16          0.122         12.111          0.378        5857.35        5390.52         460.78         271.28         457.06          5.078          1.000          1.000          29.02           26.88          19.86           6.15           0.87           1.68           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.024          0.034          0.003          0.001          0.001          0.000          0.000            0.3            0.3            0.0            0.0            0.0            0.0            0.0          0.136          0.119          0.007          0.003          0.002          0.001          0.001         23.029         11.050         11.979       1800.000        1209.92          4.000           9.49          10.91          -0.00                 2.43                 4.08                0.48
 "3 Ingham 1992_93 Q117 1R"        paddock     24/07/1993         ingham        1992-93          2.000           1993            205            333          alive              1          0.000            0.0          0.000          5.500        140.605        4665.95        1821.70          0.122         12.109          0.378        5860.87        5394.84         458.79         270.11         456.29          5.058          1.000          1.000          28.99           26.85          19.86           6.12           0.87           1.67           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.023          0.032          0.003          0.001          0.001          0.000          0.000            0.3            0.3            0.0            0.0            0.0            0.0            0.0          0.131          0.118          0.006          0.003          0.002          0.001          0.001         23.111         11.050         12.061       1800.000        1208.08          4.000          11.94          13.73           0.00                 2.42                 4.07                0.48
 "3 Ingham 1992_93 Q117 1R"        paddock     25/07/1993         ingham        1992-93          2.000           1993            206            334          alive              1          0.000            0.0          0.000          1.500        140.926        4677.64        1827.00          0.122         12.108          0.378        5870.35        5404.99         457.81         269.53         455.65          5.050          1.000          1.000          28.96           26.82          19.85           6.10           0.86           1.67           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.023          0.031          0.003          0.001          0.001          0.000          0.000            0.3            0.3            0.0            0.0            0.0            0.0            0.0          0.133          0.117          0.006          0.003          0.002          0.001          0.001         23.195         11.050         12.146       1800.000        1207.13          4.000          17.88          20.57           0.00                 2.42                 4.06                0.48
 "3 Ingham 1992_93 Q117 1R"        paddock     26/07/1993         ingham        1992-93          2.000           1993            207            335          alive              1          0.000            0.0          0.000          0.000        141.228        4688.76        1832.07          0.122         12.108          0.378        5879.03        5414.38         456.73         268.90         454.97          5.041          1.000          1.000          28.92           26.79          19.85           6.08           0.85           1.67           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.025          0.031          0.003          0.001          0.001          0.000          0.000            0.3            0.3            0.0            0.0            0.0            0.0            0.0          0.139          0.116          0.007          0.003          0.002          0.001          0.001         23.279         11.050         12.229       1800.000        1206.08          4.000          17.10          19.66           0.00                 2.41                 4.06                0.48
 "3 Ingham 1992_93 Q117 1R"        paddock     27/07/1993         ingham        1992-93          2.000           1993            208            336          alive              1          0.000            0.0          0.000          0.000        141.574        4701.24        1837.67          0.122         12.107          0.378        5889.53        5425.32         455.76         268.33         454.55          5.033          1.000          1.000          28.89           26.76          19.85           6.06           0.85           1.67           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.030          0.034          0.003          0.001          0.001          0.000          0.000            0.3            0.3            0.0            0.0            0.0            0.0            0.0          0.149          0.115          0.008          0.004          0.002          0.002          0.001         23.368         11.050         12.318       1800.000        1205.29          4.000          18.90          21.73           0.00                 2.41                 4.05                0.48
 "3 Ingham 1992_93 Q117 1R"        paddock     28/07/1993         ingham        1992-93          2.000           1993            209            337          alive              1          0.000            0.0          0.000          0.800        141.897        4713.03        1843.00          0.122         12.106          0.378        5899.11        5435.44         454.70         267.70         454.05          5.024          1.000          1.000          28.86           26.73          19.85           6.04           0.84           1.67           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.035          0.036          0.003          0.001          0.001          0.001          0.000            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.156          0.114          0.009          0.004          0.002          0.002          0.001         23.455         11.050         12.405       1800.000        1204.38          4.000          17.98          20.68           0.00                 2.41                 4.05                0.48
 "3 Ingham 1992_93 Q117 1R"        paddock     29/07/1993         ingham        1992-93          2.000           1993            210            338          alive              1          0.000            0.0          0.000          0.000        142.355        4728.80        1850.06          0.122         12.106          0.378        5914.49        5451.56         454.92         267.84         453.34          5.020          1.000          1.000          28.84           26.70          19.85           6.02           0.84           1.66           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.040          0.039          0.004          0.001          0.001          0.001          0.001            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.163          0.113          0.010          0.004          0.002          0.002          0.001         22.538         11.050         11.488       1800.000        1204.33          4.000          23.79          27.36          -0.00                 2.41                 4.04                0.48
 "3 Ingham 1992_93 Q117 1R"        paddock     30/07/1993         ingham        1992-93          2.000           1993            211            339          alive              1          0.000            0.0          0.000          0.000        142.792        4743.84        1856.88          0.122         12.106          0.378        5929.10        5467.29         455.36         268.09         452.24          5.015          1.000          1.000          28.81           26.68          19.86           6.00           0.83           1.66           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.044          0.041          0.004          0.001          0.001          0.001          0.001            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.166          0.113          0.010          0.004          0.002          0.002          0.001         22.613         11.050         11.563       1800.000        1204.17          4.000          23.01          26.46           0.00                 2.41                 4.03                0.47
 "3 Ingham 1992_93 Q117 1R"        paddock     31/07/1993         ingham        1992-93          2.000           1993            212            340          alive              1          0.000            0.0          0.000          0.000        143.170        4757.00        1862.97          0.122         12.106          0.378        5941.26        5480.92         455.65         268.26         450.80          5.011          1.000          1.000          28.78           26.66          19.86           5.98           0.83           1.65           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.045          0.043          0.004          0.001          0.001          0.001          0.001            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.167          0.113          0.010          0.004          0.002          0.001          0.001         22.681         11.050         11.631       1800.000        1203.64          4.000          20.55          23.63           0.00                 2.41                 4.02                0.47
 "3 Ingham 1992_93 Q117 1R"        paddock     01/08/1993         ingham        1992-93          2.000           1993            213            341          alive              1          0.000            0.0          0.000          0.000        143.681        4774.04        1871.64          0.122         12.114          0.378        5957.03        5498.52         456.01         268.47         448.99          5.007          1.000          1.000          28.76           26.64          19.86           5.96           0.82           1.65           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.044          0.043          0.004          0.001          0.001          0.001          0.001            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.166          0.113          0.010          0.004          0.002          0.001          0.001         22.742         11.050         11.692       1800.000        1203.65          4.000          24.16          27.78           1.51                 2.41                 4.01                0.47
 "3 Ingham 1992_93 Q117 1R"        paddock     02/08/1993         ingham        1992-93          2.000           1993            214            342          alive              1          0.000            0.0          0.000          0.000        144.175        4790.65        1879.79          0.122         12.119          0.378        5972.81        5515.83         456.45         268.73         447.48          5.002          1.000          1.000          28.73           26.62          19.86           5.94           0.82           1.64           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.045          0.045          0.004          0.001          0.001          0.001          0.001            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.165          0.113          0.009          0.004          0.002          0.001          0.001         22.809         11.050         11.759       1800.000        1203.66          4.000          24.15          27.77           0.98                 2.40                 4.00                0.47
 "3 Ingham 1992_93 Q117 1R"        paddock     03/08/1993         ingham        1992-93          2.000           1993            215            343          alive              1          0.000            0.0          0.000          0.000        144.602        4805.35        1886.54          0.122         12.119          0.378        5987.05        5531.32         456.95         269.02         446.25          4.998          1.000          1.000          28.70           26.59          19.86           5.92           0.81           1.64           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.044          0.046          0.004          0.001          0.001          0.001          0.001            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.163          0.114          0.009          0.004          0.002          0.001          0.001         22.881         11.050         11.831       1800.000        1203.44          4.000          22.60          25.98           0.05                 2.40                 3.98                0.47
 "3 Ingham 1992_93 Q117 1R"        paddock     04/08/1993         ingham        1992-93          2.000           1993            216            344          alive              1          0.000            0.0          0.000          0.000        145.013        4819.57        1893.04          0.122         12.119          0.378        6000.64        5546.04         457.26         269.21         445.14          4.994          1.000          1.000          28.67           26.57          19.86           5.90           0.81           1.63           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.045          0.047          0.004          0.001          0.001          0.001          0.001            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.162          0.114          0.009          0.004          0.002          0.001          0.001         22.955         11.050         11.905       1800.000        1203.12          4.000          21.94          25.24           0.00                 2.40                 3.97                0.47
 "3 Ingham 1992_93 Q117 1R"        paddock     05/08/1993         ingham        1992-93          2.000           1993            217            345          alive              1          0.000            0.0          0.000         10.300        145.568        4837.86        1902.76          0.122         12.131          0.378        6017.33        5564.77         457.54         269.37         443.11          4.990          1.000          1.000          28.64           26.55          19.86           5.89           0.80           1.63           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.036          0.045          0.004          0.001          0.001          0.001          0.001            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.156          0.115          0.009          0.003          0.002          0.001          0.001         22.010         11.050         10.960       1800.000        1203.27          4.000          25.03          28.79           2.30                 2.40                 3.96                0.47
 "3 Ingham 1992_93 Q117 1R"        paddock     06/08/1993         ingham        1992-93          2.000           1993            218            346          alive              1          0.000            0.0          0.000          0.000        146.169        4857.35        1913.78          0.122         12.150          0.379        6034.42        5584.46         457.66         269.44         440.53          4.985          1.000          1.000          28.61           26.53          19.85           5.87           0.80           1.62           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.032          0.042          0.004          0.001          0.001          0.001          0.001            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.154          0.115          0.009          0.003          0.002          0.001          0.001         22.055         11.050         11.005       1800.000        1203.47          4.000          25.41          29.23           3.49                 2.40                 3.94                0.46
 "3 Ingham 1992_93 Q117 1R"        paddock     07/08/1993         ingham        1992-93          2.000           1993            219            347          alive              1          0.000            0.0          0.000          0.000        146.668        4873.85        1922.93          0.122         12.163          0.379        6048.67        5601.20         457.81         269.53         438.06          4.982          1.000          1.000          28.58           26.51          19.85           5.86           0.80           1.61           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.030          0.040          0.004          0.001          0.001          0.001          0.001            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.153          0.116          0.008          0.003          0.002          0.001          0.001         22.101         11.050         11.051       1800.000        1203.25          4.000          22.57          25.95           2.46                 2.40                 3.92                0.46
 "3 Ingham 1992_93 Q117 1R"        paddock     08/08/1993         ingham        1992-93          2.000           1993            220            348          alive              1          0.000            0.0          0.000          0.000        147.013        4885.93        1928.69          0.122         12.163          0.379        6059.59        5613.81         458.15         269.73         436.39          4.978          1.000          1.000          28.55           26.48          19.85           5.84           0.79           1.60           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.028          0.039          0.004          0.001          0.001          0.001          0.001            0.3            0.3            0.0            0.0            0.0            0.0            0.0          0.151          0.117          0.008          0.003          0.002          0.001          0.001         22.162         11.050         11.112       1800.000        1202.52          4.000          19.21          22.09           0.07                 2.40                 3.90                0.46
 "3 Ingham 1992_93 Q117 1R"        paddock     09/08/1993         ingham        1992-93          2.000           1993            221            349          alive              1          0.000            0.0          0.000          0.000        147.529        4903.21        1937.25          0.123         12.169          0.380        6076.19        5631.77         458.57         269.98         435.05          4.975          1.000          1.000          28.52           26.46          19.84           5.82           0.79           1.60           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.029          0.039          0.004          0.001          0.001          0.001          0.000            0.3            0.3            0.0            0.0            0.0            0.0            0.0          0.151          0.118          0.008          0.003          0.002          0.001          0.001         22.229         11.050         11.179       1800.000        1202.64          4.000          24.88          28.61           1.18                 2.40                 3.88                0.46
 "3 Ingham 1992_93 Q117 1R"        paddock     10/08/1993         ingham        1992-93          2.000           1993            222            350          alive              1          0.000            0.0          0.000          0.000        148.007        4919.42        1945.06          0.123         12.172          0.380        6091.90        5648.69         459.02         270.24         433.84          4.973          1.000          1.000          28.49           26.43          19.84           5.81           0.78           1.59           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.031          0.041          0.004          0.001          0.001          0.001          0.001            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.152          0.118          0.008          0.003          0.002          0.001          0.001         22.299         11.050         11.249       1800.000        1202.63          4.000          23.97          27.57           0.70                 2.40                 3.87                0.46
 "3 Ingham 1992_93 Q117 1R"        paddock     11/08/1993         ingham        1992-93          2.000           1993            223            351          alive              1          0.000            0.0          0.000          0.000        148.457        4934.81        1952.35          0.123         12.174          0.380        6106.82        5664.80         459.48         270.51         432.68          4.970          1.000          1.000          28.46           26.40          19.84           5.79           0.78           1.59           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.035          0.045          0.004          0.001          0.001          0.001          0.001            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.156          0.118          0.009          0.003          0.002          0.001          0.001         22.369         11.050         11.319       1800.000        1202.50          4.000          23.19          26.67           0.41                 2.40                 3.86                0.45
 "3 Ingham 1992_93 Q117 1R"        paddock     12/08/1993         ingham        1992-93          2.000           1993            224            352          alive              1          0.000            0.0          0.000          0.000        148.776        4946.27        1957.73          0.123         12.173          0.380        6116.73        5675.82         459.20         270.35         431.58          4.967          1.000          1.000          28.43           26.38          19.83           5.77           0.77           1.58           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.039          0.049          0.004          0.002          0.001          0.001          0.001            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.158          0.117          0.009          0.003          0.002          0.001          0.001         22.441         11.050         11.391       1800.000        1201.62          4.000          18.17          20.89           0.00                 2.40                 3.85                0.45
 "3 Ingham 1992_93 Q117 1R"        paddock     13/08/1993         ingham        1992-93          2.000           1993            225            353          alive              1          0.000            0.0          0.000          0.000        149.320        4964.46        1966.80          0.123         12.180          0.380        6134.37        5694.71         459.64         270.61         430.35          4.964          1.000          1.000          28.40           26.35          19.83           5.75           0.77           1.58           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.042          0.053          0.005          0.002          0.001          0.001          0.001            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.160          0.117          0.008          0.003          0.002          0.001          0.001         22.509         11.050         11.459       1800.000        1201.90          4.000          25.89          29.77           1.39                 2.40                 3.84                0.45
 "3 Ingham 1992_93 Q117 1R"        paddock     14/08/1993         ingham        1992-93          2.000           1993            226            354          alive              1          0.000            0.0          0.000          0.800        149.853        4982.36        1975.49          0.123         12.185          0.380        6152.01        5713.37         460.12         270.89         429.33          4.961          1.000          1.000          28.37           26.33          19.83           5.73           0.77           1.58           0.00           0.01           0.00          0.323            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.042          0.055          0.005          0.002          0.001          0.001          0.001            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.160          0.116          0.008          0.003          0.002          0.001          0.001         22.582         11.050         11.532       1800.000        1202.18          4.000          25.89          29.77           1.02                 2.40                 3.83                0.45
 "3 Ingham 1992_93 Q117 1R"        paddock     15/08/1993         ingham        1992-93          2.000           1993            227            355          alive              1          0.000            0.0          0.000          0.000        150.169        4993.86        1980.84          0.123         12.184          0.380        6161.79        5723.88         459.50         270.52         428.62          4.958          1.000          1.000          28.34           26.30          19.83           5.71           0.76           1.57           0.00           0.01           0.00          0.323            0.1            0.2            0.0            0.0            0.0            0.0            0.0            0.0          0.043          0.058          0.005          0.002          0.001          0.001          0.001            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.160          0.116          0.008          0.003          0.002          0.001          0.001         22.661         11.050         11.611       1800.000        1201.27          4.000          18.03          20.73           0.00                 2.40                 3.82                0.45
 "3 Ingham 1992_93 Q117 1R"        paddock     16/08/1993         ingham        1992-93          2.000           1993            228            356          alive              1          1.000            0.0          0.000          1.300        150.608        5009.01        1987.74          0.123         12.184          0.380        6176.85        5739.70         459.92         270.77         427.87          4.956          1.000          1.000          28.31           26.27          19.83           5.69           0.76           1.57           0.00           0.01           0.00          0.322            0.1            0.2            0.0            0.0            0.0            0.0            0.0            0.0          0.041          0.060          0.005          0.002          0.001          0.001          0.001            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.160          0.115          0.008          0.003          0.002          0.001          0.001         21.738         11.050         10.688       1800.000        1201.16          4.000          23.30          26.80           0.00                 2.40                 3.81                0.45
 "3 Ingham 1992_93 Q117 1R"        paddock     17/08/1993         ingham        1992-93          2.000           1993            229            357          alive              1          0.000            0.0          0.000          0.000        151.085        5025.36        1995.19          0.123         12.184          0.380        6193.45        5756.96         460.49         271.10         427.22          4.953          1.000          1.000          28.28           26.24          19.82           5.67           0.75           1.57           0.00           0.01           0.00          0.322            0.1            0.2            0.0            0.0            0.0            0.0            0.0            0.0          0.043          0.063          0.005          0.002          0.001          0.001          0.001            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.161          0.115          0.008          0.003          0.002          0.001          0.001         21.818         11.050         10.768       1800.000        1201.29          4.000          24.84          28.57           0.08                 2.40                 3.81                0.45
 "3 Ingham 1992_93 Q117 1R"        paddock     18/08/1993         ingham        1992-93          2.000           1993            230            358          alive              1          0.000            0.0          0.000          0.000        151.501        5039.83        2001.83          0.123         12.184          0.380        6207.60        5771.95         460.82         271.30         426.39          4.950          1.000          1.000          28.25           26.22          19.82           5.65           0.75           1.57           0.00           0.01           0.00          0.322            0.1            0.2            0.0            0.0            0.0            0.0            0.0            0.0          0.046          0.067          0.006          0.002          0.001          0.001          0.001            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.162          0.114          0.008          0.003          0.002          0.001          0.001         21.894         11.050         10.844       1800.000        1201.04          4.000          22.39          25.75           0.00                 2.40                 3.80                0.45
