ApsimVersion = 7.7
Title = 15) Ingham 1991-92 Q117 P
             SimulationName       ZoneName    Clock.Today           site         season          treat           year            day            das    crop_status      ratoon_no           samp     fertiliser     irrigation           rain         canefw        cane_wt     sucrose_wt         scmstf            ccs          scmst        biomass  green_biomass        leaf_wt     cabbage_wt       trash_wt            lai    swdef_photo    nfact_photo      biomass_n green_biomass_n         cane_N         leaf_N          cab_N        trash_N    n_conc_cane    n_conc_leaf     n_conc_cab       cane_dmc         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)    flow_no3(6)      no3ppm(1)      no3ppm(2)      no3ppm(3)      no3ppm(4)      no3ppm(5)      no3ppm(6)      no3ppm(7)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)         nh4(7)      nh4ppm(1)      nh4ppm(2)      nh4ppm(3)      nh4ppm(4)      nh4ppm(5)      nh4ppm(6)      nh4ppm(7)         leaves   green_leaves    dead_leaves     root_depth    rootgreenwt     stage_code         dlt_dm   dlt_dm_green   partition_xs dlt_dm_detached_root dlt_dm_detached_leaf dlt_dm_detached_cab
                         ()             ()   (dd/mm/yyyy)             ()             ()             ()         (year)          (day)         (days)             ()             ()             ()        (kg/ha)           (mm)           (mm)         (t/ha)        (g/m^2)        (g/m^2)          (g/g)            (%)          (g/g)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)      (m^2/m^2)             ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)             ()             ()             ()           (mm)        (g/m^2)             ()        (g/m^2)        (g/m^2)        (g/m^2)              (g/m^2)              (g/m^2)             (g/m^2)
 "15 Ingham 1991_92 Q117 P"        paddock     10/05/1992         ingham        1991-92          1.000           1992            131            300          alive              0          0.000            0.0          0.000          9.800        127.058        4191.54        1579.76          0.121         11.948          0.372        5533.20        4920.77         458.99         270.24         601.61          5.145          1.000          1.000          32.44           29.78          20.99           7.63           1.15           2.21           0.01           0.02           0.00          0.324            0.1            1.5            1.7            8.4           21.1           17.0            7.4            0.0          0.063          0.539          0.624          1.934          4.850          3.783          1.635            0.3            0.3            0.0            0.0            0.0            0.0            0.0          0.148          0.117          0.000          0.000          0.000          0.000          0.000         23.958         11.050         12.908       1800.000        1322.93          4.000          14.08          16.20           0.00                 2.65                 5.38                0.63
 "15 Ingham 1991_92 Q117 P"        paddock     11/05/1992         ingham        1991-92          1.000           1992            132            301          alive              0          0.000            0.0          0.000          4.800        127.353        4202.11        1584.48          0.121         11.947          0.372        5539.62        4930.02         458.16         269.75         598.80          5.138          1.000          1.000          32.42           29.77          21.01           7.61           1.15           2.20           0.01           0.02           0.00          0.324            0.2            1.3            1.6            8.3           21.1           16.9            7.3            0.0          0.079          0.494          0.585          1.910          4.847          3.760          1.622            0.3            0.3            0.0            0.0            0.0            0.0            0.0          0.143          0.117          0.000          0.000          0.000          0.000          0.000         24.058         11.050         13.008       1800.000        1321.35          4.000          15.92          18.31           0.00                 2.65                 5.36                0.63
 "15 Ingham 1991_92 Q117 P"        paddock     12/05/1992         ingham        1991-92          1.000           1992            133            302          alive              0          0.000            0.0          0.000          1.000        127.664        4213.63        1589.33          0.121         11.945          0.372        5546.47        4938.06         455.97         268.46         597.62          5.115          1.000          1.000          32.41           29.75          21.03           7.59           1.14           2.19           0.01           0.02           0.00          0.324            0.2            1.3            1.5            7.9           21.3           16.8            7.2            0.0          0.093          0.473          0.543          1.820          4.888          3.738          1.610            0.3            0.3            0.0            0.0            0.0            0.0            0.0          0.151          0.112          0.000          0.000          0.000          0.000          0.000         24.168         11.050         13.118       1800.000        1319.84          4.000          16.34          18.79           0.00                 2.64                 5.33                0.63
 "15 Ingham 1991_92 Q117 P"        paddock     13/05/1992         ingham        1991-92          1.000           1992            134            303          alive              0          0.000            0.0          0.000          4.300        127.943        4223.93        1593.83          0.121         11.943          0.372        5552.15        4945.86         454.40         267.53         595.53          5.099          1.000          1.000          32.39           29.74          21.05           7.56           1.13           2.19           0.01           0.02           0.00          0.324            0.2            1.3            1.4            7.5           21.5           16.7            7.2            0.0          0.105          0.470          0.510          1.717          4.933          3.719          1.598            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.156          0.106          0.000          0.000          0.000          0.000          0.000         24.260         11.050         13.210       1800.000        1318.16          4.000          15.18          17.46           0.00                 2.64                 5.32                0.63
 "15 Ingham 1991_92 Q117 P"        paddock     14/05/1992         ingham        1991-92          1.000           1992            135            304          alive              0          0.000            0.0          0.000          0.000        128.257        4235.28        1598.79          0.121         11.942          0.372        5559.39        4955.22         453.14         266.80         593.43          5.086          1.000          1.000          32.38           29.73          21.07           7.54           1.12           2.18           0.01           0.02           0.00          0.324            0.3            1.3            1.3            7.0           21.6           16.7            7.1            0.0          0.114          0.473          0.479          1.607          4.956          3.701          1.587            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.162          0.103          0.000          0.000          0.000          0.000          0.000         23.352         11.050         12.302       1800.000        1316.71          4.000          16.73          19.23           0.00                 2.64                 5.30                0.62
 "15 Ingham 1991_92 Q117 P"        paddock     15/05/1992         ingham        1991-92          1.000           1992            136            305          alive              0          0.000            0.0          0.000          0.000        128.456        4243.31        1602.27          0.121         11.940          0.372        5561.66        4959.17         450.58         265.29         591.77          5.059          1.000          1.000          32.36           29.72          21.09           7.51           1.12           2.17           0.01           0.02           0.00          0.324            0.3            1.3            1.3            6.6           21.6           16.6            7.1            0.0          0.122          0.487          0.456          1.517          4.977          3.687          1.578            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.167          0.102          0.000          0.000          0.000          0.000          0.000         23.453         11.050         12.403       1800.000        1314.53          4.000          11.76          13.52           0.00                 2.63                 5.29                0.62
 "15 Ingham 1991_92 Q117 P"        paddock     16/05/1992         ingham        1991-92          1.000           1992            137            306          alive              0          0.000            0.0          0.000         18.000        128.800        4255.71        1607.59          0.121         11.939          0.372        5570.13        4969.17         449.06         264.40         590.26          5.043          1.000          1.000          32.34           29.71          21.11           7.49           1.11           2.17           0.01           0.02           0.00          0.324            0.3            1.3            1.2            6.2           21.6           16.5            7.1            0.0          0.115          0.494          0.444          1.427          4.967          3.671          1.568            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.153          0.100          0.000          0.000          0.000          0.000          0.000         23.556         11.050         12.506       1800.000        1313.28          4.000          17.95          20.65           0.00                 2.63                 5.27                0.62
 "15 Ingham 1991_92 Q117 P"        paddock     17/05/1992         ingham        1991-92          1.000           1992            138            307          alive              0          0.000            0.0          0.000          3.300        129.084        4266.39        1612.16          0.121         11.937          0.372        5576.04        4976.40         446.89         263.12         588.97          5.020          1.000          1.000          32.33           29.69          21.13           7.46           1.10           2.16           0.01           0.02           0.00          0.325            0.3            1.3            1.2            5.9           21.5           16.5            7.0            0.0          0.113          0.498          0.435          1.349          4.951          3.657          1.558            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.153          0.098          0.000          0.000          0.000          0.000          0.000         23.664         11.050         12.614       1800.000        1311.64          4.000          15.39          17.70           0.00                 2.63                 5.26                0.62
 "15 Ingham 1991_92 Q117 P"        paddock     18/05/1992         ingham        1991-92          1.000           1992            139            308          alive              0          0.000            0.0          0.000          4.800        129.300        4274.96        1615.88          0.121         11.935          0.372        5579.11        4981.04         444.42         261.66         587.43          4.994          1.000          1.000          32.30           29.67          21.14           7.44           1.09           2.16           0.01           0.02           0.00          0.325            0.3            1.4            1.2            5.6           21.5           16.4            7.0            0.0          0.115          0.504          0.430          1.285          4.948          3.646          1.550            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.155          0.096          0.000          0.000          0.000          0.000          0.000         23.767         11.050         12.717       1800.000        1309.59          4.000          12.55          14.43           0.00                 2.62                 5.25                0.62
 "15 Ingham 1991_92 Q117 P"        paddock     19/05/1992         ingham        1991-92          1.000           1992            140            309          alive              0          0.000            0.0          0.000          2.800        129.527        4283.73        1619.76          0.121         11.933          0.372        5582.72        4986.57         442.38         260.46         585.54          4.972          1.000          1.000          32.28           29.65          21.15           7.41           1.08           2.15           0.01           0.02           0.00          0.325            0.3            1.4            1.2            5.3           21.3           16.5            6.9            0.0          0.118          0.512          0.424          1.224          4.901          3.673          1.543            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.158          0.096          0.000          0.000          0.000          0.000          0.000         23.862         11.050         12.812       1800.000        1307.63          4.000          13.09          15.06           0.00                 2.62                 5.23                0.62
 "15 Ingham 1991_92 Q117 P"        paddock     20/05/1992         ingham        1991-92          1.000           1992            141            310          alive              0          0.000            0.0          0.000         13.500        129.957        4298.74        1626.22          0.121         11.933          0.372        5595.03        5000.40         441.63         260.03         584.06          4.966          1.000          1.000          32.27           29.65          21.18           7.39           1.07           2.14           0.01           0.02           0.00          0.325            0.3            1.4            1.2            5.0           20.7           16.8            6.9            0.0          0.113          0.510          0.420          1.157          4.752          3.743          1.532            0.3            0.3            0.0            0.0            0.0            0.0            0.0          0.151          0.094          0.000          0.000          0.000          0.000          0.000         23.965         11.050         12.915       1800.000        1306.97          4.000          21.79          25.06           0.00                 2.62                 5.22                0.61
 "15 Ingham 1991_92 Q117 P"        paddock     21/05/1992         ingham        1991-92          1.000           1992            142            311          alive              0          0.000            0.0          0.000          0.800        130.403        4314.22        1632.88          0.121         11.932          0.372        5608.04        5014.90         441.02         259.67         582.60          4.961          1.000          1.000          32.27           29.65          21.22           7.36           1.07           2.14           0.01           0.02           0.00          0.325            0.3            1.4            1.2            4.7           19.9           17.2            6.8            0.0          0.116          0.506          0.411          1.090          4.565          3.824          1.521            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.156          0.093          0.000          0.000          0.000          0.000          0.000         24.067         11.050         13.017       1800.000        1306.42          4.000          22.48          25.85          -0.00                 2.61                 5.20                0.61
 "15 Ingham 1991_92 Q117 P"        paddock     22/05/1992         ingham        1991-92          1.000           1992            143            312          alive              0          0.000            0.0          0.000          0.300        130.864        4330.07        1639.75          0.121         11.932          0.372        5621.75        5030.32         440.75         259.51         580.92          4.961          1.000          1.000          32.28           29.67          21.26           7.34           1.06           2.13           0.01           0.02           0.00          0.324            0.3            1.4            1.1            4.5           19.0           17.5            6.8            0.0          0.121          0.507          0.399          1.025          4.362          3.898          1.509            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.163          0.093          0.000          0.000          0.000          0.000          0.000         24.169         11.050         13.119       1800.000        1305.98          4.000          23.18          26.65           0.00                 2.61                 5.19                0.61
 "15 Ingham 1991_92 Q117 P"        paddock     23/05/1992         ingham        1991-92          1.000           1992            144            313          alive              0          0.000            0.0          0.000          0.300        131.254        4343.78        1645.75          0.121         11.932          0.372        5632.52        5042.93         440.05         259.10         579.12          4.956          1.000          1.000          32.29           29.68          21.30           7.32           1.06           2.12           0.01           0.02           0.00          0.324            0.3            1.4            1.1            4.2           18.2           17.8            6.7            0.0          0.129          0.516          0.386          0.969          4.178          3.957          1.498            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.169          0.094          0.000          0.000          0.000          0.000          0.000         24.266         11.050         13.216       1800.000        1305.10          4.000          20.23          23.26           0.00                 2.61                 5.17                0.61
 "15 Ingham 1991_92 Q117 P"        paddock     24/05/1992         ingham        1991-92          1.000           1992            145            314          alive              0          0.000            0.0          0.000          5.500        131.373        4349.15        1648.33          0.121         11.930          0.372        5631.77        5044.63         437.74         257.74         576.70          4.933          1.000          1.000          32.26           29.66          21.31           7.29           1.05           2.12           0.01           0.02           0.00          0.324            0.3            1.5            1.1            4.1           17.7           18.1            6.7            0.0          0.130          0.537          0.382          0.933          4.064          4.020          1.491            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.166          0.095          0.000          0.000          0.000          0.000          0.000         24.350         11.050         13.300       1800.000        1302.49          4.000           8.71          10.01           0.00                 2.61                 5.16                0.61
 "15 Ingham 1991_92 Q117 P"        paddock     25/05/1992         ingham        1991-92          1.000           1992            146            315          alive              0          0.000            0.0          0.000          0.000        131.813        4364.16        1655.02          0.121         11.930          0.372        5644.90        5060.30         438.16         257.98         574.19          4.933          1.000          1.000          32.26           29.66          21.34           7.27           1.05           2.11           0.01           0.02           0.00          0.324            0.3            1.5            1.0            3.9           17.0           18.2            6.7            0.0          0.127          0.549          0.374          0.887          3.905          4.053          1.481            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.167          0.096          0.000          0.000          0.000          0.000          0.000         23.431         11.050         12.381       1800.000        1301.97          4.000          22.57          25.96           0.00                 2.61                 5.14                0.60
 "15 Ingham 1991_92 Q117 P"        paddock     26/05/1992         ingham        1991-92          1.000           1992            147            316          alive              0          0.000            0.0          0.000          0.300        132.287        4380.16        1662.13          0.121         11.931          0.372        5659.45        5077.30         438.79         258.35         571.77          4.934          1.000          1.000          32.27           29.68          21.39           7.25           1.05           2.10           0.01           0.02           0.00          0.324            0.3            1.5            1.0            3.7           16.3           18.2            6.6            0.0          0.126          0.561          0.362          0.843          3.745          4.052          1.471            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.169          0.097          0.000          0.000          0.000          0.000          0.000         23.514         11.050         12.464       1800.000        1301.66          4.000          23.97          27.57           0.00                 2.60                 5.11                0.60
 "15 Ingham 1991_92 Q117 P"        paddock     27/05/1992         ingham        1991-92          1.000           1992            148            317          alive              0          0.000            0.0          0.000          0.000        132.712        4394.82        1668.61          0.121         11.931          0.372        5671.92        5091.86         438.73         258.31         569.71          4.936          1.000          1.000          32.28           29.70          21.43           7.23           1.04           2.09           0.01           0.02           0.00          0.324            0.3            1.6            1.0            3.5           15.7           18.1            6.6            0.0          0.126          0.579          0.349          0.805          3.613          4.025          1.460            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.171          0.098          0.000          0.000          0.000          0.000          0.000         23.604         11.050         12.554       1800.000        1301.03          4.000          21.87          25.15          -0.00                 2.60                 5.09                0.60
 "15 Ingham 1991_92 Q117 P"        paddock     28/05/1992         ingham        1991-92          1.000           1992            149            318          alive              0          0.000            0.0          0.000          0.000        132.869        4401.32        1671.73          0.121         11.929          0.372        5673.04        5095.53         436.94         257.27         567.19          4.918          1.000          1.000          32.26           29.69          21.44           7.21           1.04           2.08           0.01           0.02           0.00          0.324            0.3            1.6            1.0            3.4           15.4           18.0            6.5            0.0          0.123          0.608          0.342          0.783          3.549          4.005          1.453            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.170          0.099          0.000          0.000          0.000          0.000          0.000         23.684         11.050         12.634       1800.000        1298.71          4.000          10.52          12.09           0.00                 2.60                 5.07                0.60
 "15 Ingham 1991_92 Q117 P"        paddock     29/05/1992         ingham        1991-92          1.000           1992            150            319          alive              0          0.000            0.0          0.000         25.800        133.301        4416.04        1678.33          0.121         11.930          0.372        5685.92        5110.91         437.36         257.51         564.72          4.919          1.000          1.000          32.26           29.70          21.47           7.19           1.04           2.07           0.01           0.02           0.00          0.324            0.2            1.6            1.0            3.3           15.0           17.8            6.5            0.0          0.102          0.608          0.356          0.756          3.459          3.960          1.443            0.3            0.3            0.0            0.0            0.0            0.0            0.0          0.151          0.097          0.000          0.000          0.000          0.000          0.000         23.764         11.050         12.714       1800.000        1298.15          4.000          22.27          25.61           0.00                 2.60                 5.05                0.59
 "15 Ingham 1991_92 Q117 P"        paddock     30/05/1992         ingham        1991-92          1.000           1992            151            320          alive              0          0.000            0.0          0.000          0.000        133.741        4430.83        1685.22          0.121         11.932          0.372        5698.97        5127.06         438.22         258.01         561.64          4.919          1.000          1.000          32.27           29.72          21.51           7.17           1.03           2.06           0.01           0.02           0.00          0.324            0.2            1.6            1.0            3.2           14.6           17.6            6.4            0.0          0.098          0.595          0.367          0.728          3.363          3.909          1.433            0.3            0.3            0.0            0.0            0.0            0.0            0.0          0.149          0.096          0.000          0.000          0.000          0.000          0.000         23.831         11.050         12.781       1800.000        1297.62          4.000          22.41          25.77           0.25                 2.59                 5.03                0.59
 "15 Ingham 1991_92 Q117 P"        paddock     31/05/1992         ingham        1991-92          1.000           1992            152            321          alive              0          0.000            0.0          0.000          0.000        134.113        4443.81        1691.08          0.121         11.932          0.372        5709.37        5139.79         438.06         257.92         559.35          4.920          1.000          1.000          32.28           29.73          21.55           7.15           1.03           2.05           0.01           0.02           0.00          0.324            0.2            1.6            1.0            3.0           14.2           17.4            6.4            0.0          0.096          0.586          0.370          0.701          3.271          3.864          1.423            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.153          0.095          0.000          0.000          0.000          0.000          0.000         23.914         11.050         12.864       1800.000        1296.69          4.000          19.75          22.71           0.00                 2.59                 5.00                0.59
 "15 Ingham 1991_92 Q117 P"        paddock     01/06/1992         ingham        1991-92          1.000           1992            153            322          alive              0          0.000            0.0          0.000          0.000        134.497        4457.12        1697.10          0.121         11.932          0.372        5720.35        5153.18         438.11         257.95         556.97          4.921          1.000          1.000          32.28           29.74          21.58           7.13           1.03           2.04           0.01           0.02           0.00          0.324            0.2            1.6            1.0            2.9           13.8           17.2            6.4            0.0          0.094          0.580          0.367          0.673          3.171          3.824          1.413            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.155          0.096          0.000          0.000          0.000          0.000          0.000         23.995         11.050         12.945       1800.000        1295.84          4.000          20.31          23.36           0.00                 2.59                 4.98                0.59
 "15 Ingham 1991_92 Q117 P"        paddock     02/06/1992         ingham        1991-92          1.000           1992            154            323          alive              0          0.000            0.0          0.000          0.000        134.864        4469.93        1702.91          0.121         11.932          0.372        5730.65        5165.88         438.04         257.91         554.59          4.922          1.000          1.000          32.29           29.76          21.62           7.11           1.03           2.04           0.00           0.02           0.00          0.324            0.2            1.6            1.0            2.8           13.4           17.0            6.3            0.0          0.095          0.583          0.360          0.645          3.073          3.786          1.403            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.158          0.097          0.000          0.000          0.000          0.000          0.000         24.075         11.050         13.025       1800.000        1294.90          4.000          19.61          22.55           0.00                 2.59                 4.96                0.58
 "15 Ingham 1991_92 Q117 P"        paddock     03/06/1992         ingham        1991-92          1.000           1992            155            324          alive              0          0.000            0.0          0.000          0.000        135.187        4481.12        1708.23          0.121         11.932          0.372        5739.28        5177.90         438.56         258.22         551.23          4.929          1.000          1.000          32.29           29.77          21.65           7.09           1.03           2.02           0.00           0.02           0.00          0.324            0.2            1.6            1.0            2.7           13.0           16.9            6.3            0.0          0.097          0.592          0.351          0.618          2.981          3.750          1.394            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.161          0.098          0.000          0.000          0.000          0.000          0.000         24.153         11.050         13.103       1800.000        1293.70          4.000          17.93          20.62           0.00                 2.59                 4.94                0.58
 "15 Ingham 1991_92 Q117 P"        paddock     04/06/1992         ingham        1991-92          1.000           1992            156            325          alive              0          0.000            0.0          0.000          2.000        135.614        4495.57        1714.84          0.121         11.932          0.372        5752.29        5193.75         439.44         258.73         548.42          4.937          1.000          1.000          32.30           29.78          21.69           7.07           1.02           2.01           0.00           0.02           0.00          0.324            0.2            1.6            1.0            2.6           12.6           16.6            6.2            0.0          0.100          0.604          0.341          0.591          2.886          3.694          1.383            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.162          0.099          0.000          0.000          0.000          0.000          0.000         24.239         11.050         13.189       1800.000        1293.16          4.000          22.28          25.63           0.00                 2.59                 4.91                0.58
 "15 Ingham 1991_92 Q117 P"        paddock     05/06/1992         ingham        1991-92          1.000           1992            157            326          alive              0          0.000            0.0          0.000          0.000        135.994        4508.61        1720.86          0.121         11.933          0.372        5763.38        5207.71         440.03         259.08         545.57          4.944          1.000          1.000          32.30           29.80          21.72           7.05           1.02           2.00           0.00           0.02           0.00          0.324            0.2            1.7            0.9            2.5           12.2           16.3            6.2            0.0          0.104          0.620          0.331          0.567          2.803          3.632          1.373            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.165          0.099          0.000          0.000          0.000          0.000          0.000         24.323         11.050         13.273       1800.000        1292.33          4.000          20.33          23.38          -0.00                 2.58                 4.88                0.57
 "15 Ingham 1991_92 Q117 P"        paddock     06/06/1992         ingham        1991-92          1.000           1992            158            327          alive              0          0.000            0.0          0.000          0.000        136.384        4521.90        1727.02          0.121         11.933          0.372        5774.91        5222.17         440.76         259.51         542.67          4.952          1.000          1.000          32.31           29.81          21.75           7.04           1.02           1.99           0.00           0.02           0.00          0.324            0.2            1.7            0.9            2.4           11.9           16.0            6.1            0.0          0.107          0.639          0.321          0.543          2.727          3.561          1.363            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.166          0.099          0.000          0.000          0.000          0.000          0.000         23.405         11.050         12.355       1800.000        1291.57          4.000          20.76          23.88          -0.00                 2.58                 4.86                0.57
 "15 Ingham 1991_92 Q117 P"        paddock     07/06/1992         ingham        1991-92          1.000           1992            159            328          alive              0          0.000            0.0          0.000          0.000        136.818        4536.52        1733.76          0.121         11.934          0.372        5788.44        5238.71         441.97         260.22         539.68          4.958          1.000          1.000          32.32           29.83          21.79           7.02           1.02           1.98           0.00           0.02           0.00          0.324            0.3            1.8            0.9            2.3           11.5           15.6            6.1            0.0          0.109          0.654          0.311          0.520          2.648          3.477          1.352            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.167          0.099          0.000          0.000          0.000          0.000          0.000         23.484         11.050         12.434       1800.000        1291.11          4.000          22.74          26.15           0.00                 2.58                 4.83                0.57
 "15 Ingham 1991_92 Q117 P"        paddock     08/06/1992         ingham        1991-92          1.000           1992            160            329          alive              0          0.000            0.0          0.000          0.000        137.204        4549.66        1739.88          0.121         11.935          0.372        5799.90        5253.17         442.80         260.71         536.70          4.965          1.000          1.000          32.32           29.85          21.83           7.00           1.02           1.97           0.00           0.02           0.00          0.324            0.3            1.8            0.8            2.2           11.2           15.3            6.0            0.0          0.111          0.671          0.301          0.498          2.575          3.398          1.341            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.168          0.099          0.000          0.000          0.000          0.000          0.000         23.562         11.050         12.512       1800.000        1290.33          4.000          20.64          23.74           0.00                 2.58                 4.81                0.57
 "15 Ingham 1991_92 Q117 P"        paddock     09/06/1992         ingham        1991-92          1.000           1992            161            330          alive              0          0.000            0.0          0.000          0.000        137.498        4560.12        1744.84          0.121         11.935          0.372        5807.46        5263.47         442.70         260.65         533.98          4.966          1.000          1.000          32.32           29.86          21.86           6.98           1.02           1.96           0.00           0.02           0.00          0.324            0.3            1.9            0.8            2.1           10.9           15.0            6.0            0.0          0.112          0.690          0.294          0.479          2.515          3.331          1.331            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.167          0.099          0.000          0.000          0.000          0.000          0.000         23.647         11.050         12.597       1800.000        1288.97          4.000          16.72          19.23           0.00                 2.58                 4.78                0.56
 "15 Ingham 1991_92 Q117 P"        paddock     10/06/1992         ingham        1991-92          1.000           1992            162            331          alive              0          0.000            0.0          0.000          0.000        137.931        4574.67        1751.58          0.121         11.936          0.372        5821.07        5280.13         444.03         261.43         530.95          4.972          1.000          1.000          32.33           29.88          21.89           6.97           1.02           1.95           0.00           0.02           0.00          0.324            0.3            1.9            0.8            2.0           10.6           14.6            5.9            0.0          0.111          0.703          0.285          0.459          2.442          3.251          1.319            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.167          0.098          0.000          0.000          0.000          0.000          0.000         23.722         11.050         12.672       1800.000        1288.52          4.000          22.76          26.18           0.00                 2.58                 4.75                0.56
 "15 Ingham 1991_92 Q117 P"        paddock     11/06/1992         ingham        1991-92          1.000           1992            163            332          alive              0          0.000            0.0          0.000          0.000        138.458        4591.78        1760.80          0.121         11.949          0.373        5835.85        5298.78         445.00         262.00         527.11          4.975          1.000          1.000          32.34           29.90          21.93           6.95           1.02           1.93           0.00           0.02           0.00          0.324            0.2            1.9            0.8            1.9           10.3           14.2            5.9            0.0          0.106          0.712          0.275          0.437          2.363          3.163          1.307            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.165          0.098          0.000          0.000          0.000          0.000          0.000         23.775         11.050         12.725       1800.000        1288.23          4.000          23.90          27.48           2.13                 2.58                 4.73                0.56
 "15 Ingham 1991_92 Q117 P"        paddock     12/06/1992         ingham        1991-92          1.000           1992            164            333          alive              0          0.000            0.0          0.000          0.000        138.972        4608.47        1769.96          0.121         11.962          0.373        5849.95        5316.85         445.87         262.51         523.16          4.977          1.000          1.000          32.37           29.94          21.98           6.94           1.02           1.92           0.00           0.02           0.00          0.324            0.2            1.9            0.7            1.8            9.9           13.8            5.8            0.0          0.099          0.716          0.266          0.415          2.278          3.066          1.294            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.162          0.098          0.000          0.000          0.000          0.000          0.000         23.824         11.050         12.774       1800.000        1287.85          4.000          23.20          26.68           2.28                 2.57                 4.69                0.55
 "15 Ingham 1991_92 Q117 P"        paddock     13/06/1992         ingham        1991-92          1.000           1992            165            334          alive              0          0.000            0.0          0.000          0.000        139.369        4621.80        1776.44          0.121         11.965          0.373        5861.85        5332.15         447.11         263.24         519.78          4.981          1.000          1.000          32.39           29.98          22.03           6.92           1.02           1.91           0.00           0.02           0.00          0.324            0.2            1.9            0.7            1.7            9.6           13.4            5.8            0.0          0.093          0.720          0.256          0.394          2.197          2.971          1.281            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.159          0.099          0.000          0.000          0.000          0.000          0.000         23.887         11.050         12.837       1800.000        1287.13          4.000          20.95          24.09           0.27                 2.57                 4.66                0.55
 "15 Ingham 1991_92 Q117 P"        paddock     14/06/1992         ingham        1991-92          1.000           1992            166            335          alive              0          0.000            0.0          0.000          0.000        139.631        4631.27        1781.03          0.121         11.964          0.373        5868.29        5341.33         446.93         263.14         517.05          4.981          1.000          1.000          32.40           29.99          22.07           6.91           1.02           1.90           0.00           0.02           0.00          0.324            0.2            2.0            0.7            1.6            9.3           13.0            5.7            0.0          0.089          0.729          0.250          0.378          2.135          2.898          1.269            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.157          0.099          0.000          0.000          0.000          0.000          0.000         23.967         11.050         12.917       1800.000        1285.59          4.000          15.47          17.79           0.00                 2.57                 4.63                0.54
 "15 Ingham 1991_92 Q117 P"        paddock     15/06/1992         ingham        1991-92          1.000           1992            167            336          alive              0          0.000            0.0          0.000          0.000        140.033        4644.95        1787.41          0.121         11.965          0.373        5880.79        5356.59         447.93         263.72         514.32          4.988          1.000          1.000          32.41           30.01          22.10           6.89           1.02           1.89           0.00           0.02           0.00          0.324            0.2            2.0            0.7            1.6            9.0           12.7            5.7            0.0          0.088          0.734          0.242          0.360          2.065          2.817          1.257            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.157          0.099          0.000          0.000          0.000          0.000          0.000         24.046         11.050         12.996       1800.000        1284.96          4.000          21.52          24.75           0.00                 2.57                 4.60                0.54
