ApsimVersion = 7.7
Title = 15) Ingham 1991-92 Q117 P
             SimulationName       ZoneName    Clock.Today           site         season          treat           year            day            das    crop_status      ratoon_no           samp     fertiliser     irrigation           rain         canefw        cane_wt     sucrose_wt         scmstf            ccs          scmst        biomass  green_biomass        leaf_wt     cabbage_wt       trash_wt            lai    swdef_photo    nfact_photo      biomass_n green_biomass_n         cane_N         leaf_N          cab_N        trash_N    n_conc_cane    n_conc_leaf     n_conc_cab       cane_dmc         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)    flow_no3(6)      no3ppm(1)      no3ppm(2)      no3ppm(3)      no3ppm(4)      no3ppm(5)      no3ppm(6)      no3ppm(7)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)         nh4(7)      nh4ppm(1)      nh4ppm(2)      nh4ppm(3)      nh4ppm(4)      nh4ppm(5)      nh4ppm(6)      nh4ppm(7)         leaves   green_leaves    dead_leaves     root_depth    rootgreenwt     stage_code         dlt_dm   dlt_dm_green   partition_xs dlt_dm_detached_root dlt_dm_detached_leaf dlt_dm_detached_cab
                         ()             ()   (dd/mm/yyyy)             ()             ()             ()         (year)          (day)         (days)             ()             ()             ()        (kg/ha)           (mm)           (mm)         (t/ha)        (g/m^2)        (g/m^2)          (g/g)            (%)          (g/g)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)      (m^2/m^2)             ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)             ()             ()             ()           (mm)        (g/m^2)             ()        (g/m^2)        (g/m^2)        (g/m^2)              (g/m^2)              (g/m^2)             (g/m^2)
 "15 Ingham 1991_92 Q117 P"        paddock     28/10/1991         ingham        1991-92          1.000           1991            301            105          alive              0          0.000            0.0         60.000          0.000          0.151           4.61           0.00          0.000          0.000          0.000         286.82         286.82         177.53         104.68           1.65          1.823          1.000          1.000           3.17            3.17           0.02           2.55           0.60           0.01           0.00           0.01           0.01          0.305          141.9          137.8           83.8           38.6            9.9            6.6            6.6           -0.0         61.697         51.046         29.925          8.885          2.270          1.474          1.463            0.9            0.5            0.0            0.0            0.0            0.0            0.0          0.405          0.186          0.013          0.000          0.003          0.000          0.001          9.273          9.273          0.000       1450.000         825.22          3.000          19.06          22.87           1.97                 1.64                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     29/10/1991         ingham        1991-92          1.000           1991            302            106          alive              0          0.000            0.0          0.000          0.000          0.207           6.28           0.00          0.000          0.000          0.000         306.43         306.43         188.82         111.33           1.65          1.924          1.000          1.000           3.39            3.39           0.04           2.71           0.64           0.01           0.01           0.01           0.01          0.303          127.8          132.4           88.9           46.2           12.9            6.8            6.6           -0.0         55.571         49.041         31.753         10.612          2.968          1.521          1.463            0.9            0.5            0.0            0.0            0.0            0.0            0.0          0.387          0.192          0.014          0.000          0.003          0.000          0.001          9.459          9.459          0.000       1460.000         827.49          3.000          19.61          23.53           1.67                 1.65                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     30/10/1991         ingham        1991-92          1.000           1991            303            107          alive              0          0.000            0.0          0.000          0.300          0.207           6.28           0.00          0.000          0.000          0.000         315.58         315.58         194.58         114.71           1.65          1.990          1.000          1.000           3.53            3.53           0.05           2.82           0.66           0.01           0.01           0.01           0.01          0.303          121.2          125.8           90.5           52.1           16.0            7.3            6.6            0.0         52.714         46.606         32.336         11.979          3.672          1.632          1.469            0.9            0.5            0.0            0.0            0.0            0.0            0.0          0.376          0.184          0.014          0.000          0.003          0.000          0.001          9.621          9.621          0.000       1470.000         827.67          3.000           9.15          10.98           0.00                 1.65                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     31/10/1991         ingham        1991-92          1.000           1991            304            108          alive              0          0.000            0.0          0.000          0.000          0.487          14.69           0.00          0.000          0.000          0.000         338.97         338.97         204.02         120.26           1.66          2.074          1.000          1.000           3.73            3.73           0.05           2.98           0.70           0.01           0.00           0.01           0.01          0.301          117.9          119.6           89.6           56.2           18.8            8.0            6.7            0.2         51.256         44.300         32.014         12.912          4.312          1.773          1.490            0.9            0.5            0.0            0.0            0.0            0.0            0.0          0.376          0.172          0.013          0.000          0.002          0.000          0.001          9.782          9.782          0.000       1480.000         830.69          3.000          23.40          28.08           8.41                 1.65                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     01/11/1991         ingham        1991-92          1.000           1991            305            109          alive              0          0.000            0.0          0.000          0.000          0.721          21.70           0.00          0.000          0.000          0.000         360.96         360.96         213.45         125.81           1.66          2.158          1.000          1.000           3.97            3.97           0.12           3.12           0.74           0.01           0.01           0.01           0.01          0.301          117.7          114.4           87.4           58.3           20.9            8.5            6.8            0.3         51.154         42.357         31.227         13.412          4.798          1.897          1.518            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.376          0.166          0.012          0.000          0.002          0.000          0.001          9.947          9.947          0.000       1490.000         833.43          3.000          21.99          26.38           7.01                 1.66                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     02/11/1991         ingham        1991-92          1.000           1991            306            110          alive              0          0.000            0.0          0.000          0.000          0.978          29.42           0.00          0.000          0.000          0.000         383.22         383.22         222.60         131.19           1.67          2.239          1.000          1.000           4.20            4.20           0.17           3.26           0.77           0.01           0.01           0.01           0.01          0.301          117.4          111.5           85.1           59.2           22.3            9.1            6.9            0.3         51.032         41.305         30.400         13.603          5.124          2.012          1.527            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.378          0.165          0.011          0.000          0.002          0.000          0.001         10.109         10.109          0.000       1500.000         836.21          3.000          22.26          26.71           7.72                 1.66                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     03/11/1991         ingham        1991-92          1.000           1991            307            111          alive              0          0.000            0.0          0.000          0.000          1.382          41.53           0.00          0.000          0.000          0.000         410.03         410.03         231.86         136.64           1.67          2.321          1.000          1.000           4.45            4.45           0.23           3.41           0.80           0.01           0.01           0.01           0.01          0.301          117.0          110.0           83.1           59.1           23.1            9.5            6.9            0.2         50.848         40.729         29.662         13.587          5.302          2.104          1.535            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.378          0.165          0.011          0.000          0.002          0.000          0.001         10.278         10.278          0.000       1510.000         839.90          3.000          26.81          32.18          12.10                 1.67                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     04/11/1991         ingham        1991-92          1.000           1991            308            112          alive              0          0.000            0.0          0.000          3.500          1.896          56.95           0.00          0.000          0.000          0.000         439.36         439.36         240.62         141.79           1.68          2.399          1.000          1.000           4.73            4.73           0.33           3.56           0.84           0.01           0.01           0.01           0.01          0.300          116.4          109.2           81.5           58.5           23.3            9.7            6.9            0.2         50.628         40.427         29.104         13.458          5.361          2.159          1.537            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.375          0.164          0.010          0.000          0.002          0.000          0.001         10.441         10.441          0.000       1520.000         844.09          3.000          29.33          35.19          15.42                 1.67                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     05/11/1991         ingham        1991-92          1.000           1991            309            113          alive              0          0.000            0.0         37.500          0.000          2.419          72.63           0.00          0.000          0.000          0.000         468.43         468.43         249.05         146.75           1.69          2.474          1.000          1.000           5.01            5.01           0.45           3.69           0.87           0.01           0.01           0.01           0.01          0.300           97.8          116.9           86.7           59.9           23.6            9.8            6.9            0.1         42.505         43.285         30.952         13.765          5.424          2.182          1.534            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.410          0.157          0.010          0.000          0.002          0.000          0.001         10.600         10.600          0.000       1530.000         848.21          3.000          29.07          34.88          15.68                 1.68                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     06/11/1991         ingham        1991-92          1.000           1991            310            114          alive              0          0.000            0.0          0.000          0.000          2.956          88.74           0.00          0.000          0.000          0.000         498.60         498.60         257.90         151.96           1.70          2.553          1.000          1.000           5.29            5.29           0.57           3.82           0.90           0.01           0.01           0.01           0.01          0.300           88.5          115.7           90.7           62.2           24.1            9.9            6.9            0.1         38.490         42.869         32.384         14.298          5.531          2.194          1.528            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.387          0.154          0.010          0.000          0.002          0.000          0.001         10.765         10.765          0.000       1540.000         852.55          3.000          30.17          36.20          16.11                 1.69                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     07/11/1991         ingham        1991-92          1.000           1991            311            115          alive              0          0.000            0.0          0.000          0.000          3.456         103.74           0.00          0.000          0.000          0.000         528.44         528.44         267.24         157.46           1.71          2.635          1.000          1.000           5.58            5.58           0.69           3.95           0.93           0.01           0.01           0.01           0.01          0.300           84.9          112.4           92.2           64.2           24.5            9.9            6.8            0.0         36.914         41.614         32.925         14.762          5.638          2.194          1.519            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.370          0.149          0.010          0.000          0.002          0.000          0.001         10.937         10.937          0.000       1550.000         856.81          3.000          29.84          35.81          15.00                 1.70                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     08/11/1991         ingham        1991-92          1.000           1991            312            116          alive              0          0.000            0.0          0.000          0.000          3.930         117.97           0.00          0.000          0.000          0.000         557.36         557.36         276.50         162.90           1.71          2.718          1.000          1.000           5.87            5.87           0.81           4.09           0.96           0.01           0.01           0.01           0.01          0.300           84.7          109.0           91.8           65.3           24.8            9.8            6.8            0.0         36.831         40.370         32.780         15.008          5.695          2.187          1.510            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.360          0.149          0.009          0.000          0.002          0.000          0.000         11.105         11.105          0.000       1560.000         860.89          3.000          28.93          34.71          14.23                 1.71                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     09/11/1991         ingham        1991-92          1.000           1991            313            117          alive              0          0.000            0.0          0.000          0.000          4.485         134.62           0.00          0.000          0.000          0.000         588.89         588.89         285.86         168.41           1.72          2.801          1.000          1.000           6.16            6.16           0.92           4.24           1.00           0.01           0.01           0.01           0.01          0.300           84.5          107.4           90.8           65.5           24.6            9.8            6.8            0.0         36.722         39.793         32.422         15.049          5.662          2.180          1.504            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.353          0.149          0.010          0.000          0.002          0.000          0.000         11.272         11.272          0.000       1570.000         865.47          3.000          31.53          37.83          16.65                 1.71                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     10/11/1991         ingham        1991-92          1.000           1991            314            118          alive              0          0.000            0.0          0.000          0.000          5.010         150.37           0.00          0.000          0.000          0.000         619.31         619.31         295.10         173.84           1.73          2.882          1.000          1.000           6.45            6.45           1.04           4.38           1.03           0.01           0.01           0.01           0.01          0.300           84.2          106.6           89.9           65.0           24.5            9.8            6.8            0.0         36.629         39.469         32.112         14.938          5.627          2.173          1.501            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.349          0.150          0.010          0.000          0.002          0.000          0.000         11.434         11.434          0.000       1580.000         869.82          3.000          30.42          36.50          15.75                 1.72                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     11/11/1991         ingham        1991-92          1.000           1991            315            119          alive              0          0.000            0.0          0.000         10.800          5.529         165.95           0.00          0.000          0.000          0.000         650.22         650.22         304.75         179.52           1.74          2.968          1.000          1.000           6.74            6.74           1.16           4.52           1.06           0.01           0.01           0.01           0.01          0.300           81.3          108.3           89.1           64.5           24.3            9.7            6.8           -0.0         35.336         40.096         31.824         14.832          5.593          2.166          1.500            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.346          0.151          0.010          0.000          0.002          0.000          0.000         11.602         11.602          0.000       1590.000         874.26          3.000          30.91          37.09          15.58                 1.73                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     12/11/1991         ingham        1991-92          1.000           1991            316            120          alive              0          0.000            0.0         22.500          0.000          5.972         179.22           0.00          0.000          0.000          0.000         681.74         681.74         316.25         186.28           1.75          3.069          1.000          1.000           7.04            7.04           1.28           4.67           1.10           0.01           0.01           0.01           0.01          0.300           71.2          111.0           93.4           64.3           24.2            9.7            6.7           -0.0         30.945         41.115         33.347         14.780          5.562          2.159          1.499            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.369          0.147          0.010          0.000          0.002          0.000          0.000         11.798         11.798          0.000       1600.000         878.82          3.000          31.53          37.83          13.26                 1.74                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     13/11/1991         ingham        1991-92          1.000           1991            317            121          alive              0          0.000            0.0          0.000          0.800          5.972         179.22           0.00          0.000          0.000          0.000         699.71         699.71         327.56         192.94           1.76          3.176          1.000          1.000           7.29            7.29           1.36           4.80           1.13           0.01           0.01           0.01           0.01          0.300           66.5          109.5           96.5           65.3           24.1            9.7            6.7           -0.0         28.905         40.567         34.477         15.007          5.541          2.154          1.498            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.358          0.144          0.010          0.000          0.002          0.000          0.000         12.000         12.000          0.000       1610.000         880.66          3.000          17.97          21.56          -0.00                 1.75                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     14/11/1991         ingham        1991-92          1.000           1991            318            122          alive              0          0.000            0.0          0.000          0.000          6.544         196.38           0.00          0.000          0.000          0.000         733.27         733.27         337.88         199.01           1.76          3.267          1.000          1.000           7.57            7.57           1.37           5.02           1.18           0.01           0.01           0.01           0.01          0.300           64.4          106.6           97.5           66.5           24.0            9.7            6.7           -0.0         28.001         39.475         34.822         15.282          5.508          2.147          1.496            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.340          0.143          0.010          0.000          0.002          0.000          0.000         12.171         12.171          0.000       1620.000         885.61          3.000          33.56          40.27          17.17                 1.76                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     15/11/1991         ingham        1991-92          1.000           1991            319            123          alive              0          0.000            0.0         22.500          1.800          6.937         208.18           0.00          0.000          0.000          0.000         763.73         763.73         349.63         205.92           1.77          3.371          1.000          1.000           7.87            7.87           1.49           5.16           1.22           0.01           0.01           0.01           0.01          0.300           56.3          106.4          100.9           68.1           23.8            9.6            6.7           -0.0         24.486         39.393         36.027         15.649          5.481          2.141          1.495            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.386          0.151          0.009          0.000          0.002          0.000          0.000         12.363         12.363          0.000       1630.000         889.93          3.000          30.46          36.55          11.80                 1.76                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     16/11/1991         ingham        1991-92          1.000           1991            320            124          alive              0          0.000            0.0          0.000         33.500          6.937         208.18           0.00          0.000          0.000          0.000         773.48         773.48         355.77         209.53           1.78          3.441          1.000          1.000           8.03            8.03           1.54           5.25           1.24           0.01           0.01           0.01           0.01          0.300           43.2          103.3          107.8           74.8           23.8            9.6            6.7           -0.0         18.788         38.254         38.489         17.195          5.470          2.136          1.492            1.0            0.5            0.0            0.0            0.0            0.0            0.0          0.456          0.179          0.010          0.000          0.002          0.000          0.000         12.546         12.546          0.000       1640.000         890.10          3.000           9.75          11.70           0.00                 1.77                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     17/11/1991         ingham        1991-92          1.000           1991            321            125          alive              0          0.000            0.0          0.000         24.300          6.937         208.18           0.00          0.000          0.000          0.000         789.24         789.24         365.69         215.37           1.78          3.539          1.000          1.000           8.21            8.21           1.55           5.39           1.27           0.01           0.01           0.01           0.01          0.300           32.8           88.2          113.4           88.1           27.2            9.6            6.7           -0.0         14.271         32.664         40.487         20.246          6.260          2.132          1.491            1.2            0.5            0.0            0.0            0.0            0.0            0.0          0.504          0.202          0.012          0.000          0.002          0.000          0.000         12.723         12.723          0.000       1650.000         891.47          3.000          15.76          18.91          -0.00                 1.78                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     18/11/1991         ingham        1991-92          1.000           1991            322            126          alive              0          0.000            0.0          0.000          1.500          7.582         227.53           0.00          0.000          0.000          0.000         825.70         825.70         376.47         221.70           1.78          3.634          1.000          1.000           8.49            8.49           1.57           5.60           1.32           0.01           0.01           0.01           0.01          0.300           29.3           79.3          108.2           95.5           32.7            9.6            6.7           -0.0         12.719         29.362         38.654         21.951          7.516          2.127          1.489            1.1            0.6            0.0            0.0            0.0            0.0            0.0          0.480          0.213          0.013          0.000          0.002          0.000          0.000         12.896         12.896          0.000       1660.000         896.98          3.000          36.47          43.76          19.35                 1.78                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     19/11/1991         ingham        1991-92          1.000           1991            323            127          alive              0          0.000            0.0          0.000          0.000          8.270         248.21           0.00          0.000          0.000          0.000         862.36         862.17         386.41         227.55           1.98          3.722          1.000          1.000           8.83            8.83           1.71           5.77           1.36           0.01           0.01           0.01           0.01          0.300           27.7           72.4          102.3           99.6           37.8           10.4            6.7           -0.0         12.053         26.807         36.544         22.895          8.699          2.303          1.486            1.0            0.5            0.0            0.0            0.0            0.0            0.0          0.424          0.201          0.013          0.000          0.001          0.000          0.000         13.058         13.000          0.058       1670.000         902.52          3.000          36.65          43.98          20.60                 1.78                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     20/11/1991         ingham        1991-92          1.000           1991            324            128          alive              0          0.000            0.0          0.000          0.000          9.024         271.00           0.00          0.000          0.000          0.000         900.23         899.55         395.60         232.96           2.48          3.803          1.000          1.000           9.17            9.17           1.86           5.92           1.39           0.01           0.01           0.01           0.01          0.300           27.3           67.6           96.6          101.1           41.9           11.6            6.7            0.0         11.864         25.034         34.515         23.234          9.641          2.584          1.484            0.9            0.5            0.0            0.0            0.0            0.0            0.0          0.401          0.181          0.012          0.000          0.001          0.000          0.000         13.212         13.000          0.212       1680.000         908.29          3.000          37.87          45.45          22.58                 1.79                 0.00                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     21/11/1991         ingham        1991-92          1.000           1991            325            129          alive              0          0.000            0.0          0.000          0.000          9.778         293.76           0.00          0.000          0.000          0.000         937.64         936.49         404.53         238.21           2.96          3.883          1.000          1.000           9.50            9.50           2.02           6.06           1.43           0.01           0.01           0.01           0.01          0.300           27.5           64.6           91.9          100.8           44.7           12.9            6.8            0.1         11.942         23.928         32.823         23.173         10.273          2.860          1.500            0.9            0.5            0.0            0.0            0.0            0.0            0.0          0.386          0.170          0.011          0.000          0.001          0.000          0.000         13.362         13.000          0.362       1690.000         913.95          3.000          37.42          44.90          22.56                 1.81                 0.01                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     22/11/1991         ingham        1991-92          1.000           1991            326            130          alive              0          0.000            0.0         22.500          0.000         10.504         315.67           0.00          0.000          0.000          0.000         974.84         973.20         413.84         243.69           3.47          3.966          1.000          1.000           9.83            9.83           2.18           6.19           1.46           0.02           0.01           0.01           0.01          0.301           24.5           62.9           89.7          100.7           46.6           13.9            6.9            0.2         10.666         23.283         32.041         23.158         10.706          3.085          1.533            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.376          0.160          0.010          0.000          0.001          0.000          0.000         13.518         13.000          0.518       1700.000         919.57          3.000          37.21          44.65          21.70                 1.82                 0.01                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     23/11/1991         ingham        1991-92          1.000           1991            327            131          alive              0          0.000            0.0          0.000          3.800         10.794         324.53           0.00          0.000          0.000          0.000        1000.32         998.16         423.97         249.65           4.01          4.056          1.000          1.000          10.10           10.09           2.32           6.29           1.48           0.02           0.01           0.01           0.01          0.301           22.9           60.5           88.2          101.1           48.1           14.7            7.0            0.2          9.950         22.426         31.504         23.252         11.049          3.261          1.565            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.357          0.153          0.010          0.000          0.001          0.000          0.000         13.688         13.000          0.688       1710.000         922.83          3.000          25.50          30.60           8.63                 1.83                 0.01                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     24/11/1991         ingham        1991-92          1.000           1991            328            132          alive              0          0.000            0.0          0.000          5.500         11.194         336.68           0.00          0.000          0.000          0.000        1027.74        1025.10         433.29         255.13           4.49          4.138          1.000          1.000          10.35           10.34           2.38           6.44           1.52           0.02           0.01           0.01           0.01          0.301           21.5           58.1           86.6          101.6           49.4           15.4            7.2            0.2          9.343         21.521         30.919         23.353         11.351          3.418          1.595            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.347          0.149          0.009          0.000          0.001          0.000          0.000         13.844         13.000          0.844       1720.000         926.47          3.000          27.44          32.93          11.94                 1.84                 0.02                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     25/11/1991         ingham        1991-92          1.000           1991            329            133          alive              0          0.000            0.0          0.000          0.000         11.631         349.93           0.00          0.000          0.000          0.000        1056.39        1053.28         442.69         260.66           4.96          4.222          1.000          1.000          10.62           10.61           2.46           6.59           1.55           0.02           0.01           0.01           0.01          0.301           20.9           55.8           84.5          101.6           50.4           16.0            7.3            0.2          9.108         20.658         30.175         23.363         11.596          3.554          1.622            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.347          0.148          0.009          0.000          0.001          0.000          0.000         14.001         13.000          1.001       1730.000         930.35          3.000          28.67          34.41          13.04                 1.85                 0.02                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     26/11/1991         ingham        1991-92          1.000           1991            330            134          alive              0          0.000            0.0         22.500          0.000         12.171         366.13           0.00          0.000          0.000          0.000        1087.85        1084.77         452.32         266.32           4.94          4.306          1.000          1.000          10.90           10.89           2.55           6.75           1.59           0.02           0.01           0.01           0.01          0.301           18.4           53.5           83.3          102.3           51.6           16.5            7.4            0.2          8.007         19.815         29.761         23.514         11.858          3.676          1.646            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.356          0.144          0.009          0.000          0.001          0.000          0.000         14.155         13.000          1.155       1740.000         934.79          3.000          31.50          37.79          16.20                 1.85                 0.03                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     27/11/1991         ingham        1991-92          1.000           1991            331            135          alive              0          0.000            0.0          0.000          0.800         12.956         389.68           0.00          0.000          0.000          0.000        1127.11        1124.06         462.23         272.15           4.92          4.393          1.000          1.000          11.23           11.22           2.67           6.92           1.63           0.02           0.01           0.01           0.01          0.301           17.1           50.5           81.3          102.7           52.7           17.0            7.5            0.2          7.453         18.698         29.041         23.616         12.114          3.788          1.665            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.345          0.142          0.009          0.000          0.001          0.000          0.000         14.313         13.000          1.313       1750.000         940.78          3.000          39.28          47.14          23.55                 1.86                 0.03                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     28/11/1991         ingham        1991-92          1.000           1991            332            136          alive              0          0.000            0.0          0.000          0.000         13.691         411.75           0.00          0.000          0.000          0.000        1165.21        1162.19         472.34         278.10           4.90          4.482          1.000          1.000          11.56           11.55           2.83           7.06           1.66           0.02           0.01           0.01           0.01          0.301           16.8           48.1           79.0          102.7           53.6           17.4            7.6            0.2          7.286         17.807         28.210         23.611         12.318          3.873          1.679            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.345          0.142          0.009          0.000          0.001          0.000          0.000         14.475         13.000          1.475       1760.000         946.52          3.000          38.13          45.76          22.07                 1.87                 0.03                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     29/11/1991         ingham        1991-92          1.000           1991            333            137          alive              0          0.000            0.0         22.500          0.000         14.132         424.97           0.00          0.000          0.000          0.000        1194.18        1191.19         482.28         283.95           4.88          4.569          1.000          1.000          11.85           11.84           2.97           7.18           1.69           0.02           0.01           0.01           0.01          0.301           14.8           46.0           77.7          103.4           54.7           17.8            7.6            0.1          6.454         17.049         27.750         23.761         12.567          3.953          1.691            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.354          0.139          0.008          0.000          0.001          0.000          0.000         14.633         13.000          1.633       1770.000         950.43          3.000          29.00          34.80          13.22                 1.88                 0.03                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     30/11/1991         ingham        1991-92          1.000           1991            334            138          alive              0          0.000            0.0          0.000          0.000         14.684         441.52           0.00          0.000          0.000          0.000        1227.22        1224.26         492.68         290.06           4.86          4.660          1.000          1.000          12.14           12.13           3.06           7.35           1.73           0.02           0.01           0.01           0.01          0.301           14.0           43.5           75.7          103.7           55.8           18.2            7.7            0.1          6.089         16.115         27.036         23.844         12.825          4.043          1.703            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.341          0.138          0.008          0.000          0.001          0.000          0.000         14.799         13.000          1.799       1780.000         955.14          3.000          33.07          39.68          16.55                 1.89                 0.03                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     01/12/1991         ingham        1991-92          1.000           1991            335            139          alive              0          0.000            0.0          0.000         20.300         14.779         444.37           0.00          0.000          0.000          0.000        1247.65        1244.72         503.76         296.59           4.84          4.758          1.000          1.000          12.36           12.35           3.14           7.46           1.76           0.02           0.01           0.01           0.01          0.301           12.4           41.1           74.2          104.7           57.4           18.7            7.7            0.1          5.381         15.233         26.504         24.079         13.187          4.156          1.719            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.360          0.141          0.008          0.000          0.000          0.000          0.000         14.976         13.000          1.976       1790.000         957.33          3.000          20.46          24.56           2.86                 1.90                 0.03                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     02/12/1991         ingham        1991-92          1.000           1991            336            140          alive              0          0.000            0.0          5.250         13.000         15.518         466.64           0.00          0.000          0.000          0.000        1287.50        1284.33         514.68         303.01           5.08          4.853          1.000          1.000          12.69           12.68           3.18           7.69           1.81           0.02           0.01           0.01           0.01          0.301           10.5           37.6           71.5          105.3           59.2           19.5            7.8            0.2          4.576         13.924         25.537         24.209         13.610          4.324          1.740            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.392          0.152          0.008          0.000          0.000          0.000          0.000         15.153         13.000          2.153       1800.000         963.39          3.000          39.88          47.85          22.15                 1.91                 0.03                0.00
 "15 Ingham 1991_92 Q117 P"        paddock     03/12/1991         ingham        1991-92          1.000           1991            337            141          alive              0          0.000            0.0          0.000          0.000         16.133         485.22           0.00          0.000          0.000          0.000        1322.62        1318.99         524.81         308.96           5.56          4.940          1.000          1.000          12.99           12.98           3.31           7.83           1.84           0.02           0.01           0.01           0.01          0.301            9.9           34.5           68.4          105.6           61.3           20.3            8.0            0.2          4.285         12.793         24.431         24.272         14.081          4.515          1.769            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.370          0.154          0.008          0.000          0.000          0.000          0.000         15.322         13.000          2.322       1800.000         968.49          3.000          35.15          42.19          18.37                 1.91                 0.03                0.00
