SimulationName   Clock.Today  PotatoHarvestRule.Script.FinalTag  Potato.Leaf.Live.Nconc  Potato.Stem.Live.Nconc  Potato.Tuber.Live.Nconc  Potato.Leaf.Live.Wt  Potato.Stem.Live.Wt  Potato.Tuber.Live.Wt  Potato.Summariser.Total.Live.Wt  Potato.Leaf.LAI  Potato.Leaf.LiveN  Potato.Stem.Live.N  Potato.Tuber.Live.N  Potato.Total.Live.N  Potato.Tuber.DMconc  Potato.Tuber.LiveFWt  Potato.Summariser.AboveGround.Live.Wt  Potato.Summariser.Aboveground.Live.N  ExtraVariables.Script.AccumTtemerg  Potato.Summariser.AboveGround.Dead.N  Potato.Summariser.AboveGroundDeadWt  Potato.Leaf.SpecificArea
()  (yyyy-mm-dd)  ()  (%)  (%)  (%)  (g/m2)  (g/m2)  (g/m2)  (g/m2)  ()  (g/m2)  (g/m2)  (g/m2)  (g/m2)  (%)  (g/m2)  (g/m2)  (g/m2)  (oCd)  (g/m2)  (g/m2)  (mm^2/g)
MtBenson_0506Fertiliser276  2006-02-28  *  *  *  *  87.32  129.94  2492.79  2.49  *  *  *  *  *  0.215  11592.59  217.25  *  1420.97  *  *  *
MtBenson_0506Fertiliser276  2006-03-07  yield  *  *  0.0177  *  *  1776.80  1.78  *  *  *  31.45  *  0.215  8261.06  *  *  1509.09  *  *  *
MtBenson_0506Fertiliser500  2005-11-22  *  0.0695  0.0551  0.0315  37.54  5.38  0.50  0.00  *  1.30  0.15  0.01  1.46  0.120  4.23  42.92  0.15  125.65  *  *  *
MtBenson_0506Fertiliser500  2005-11-30  *  0.0587  0.0484  0.0215  118.66  23.16  25.75  0.03  *  3.48  0.56  0.28  4.32  0.137  187.39  141.82  0.40  222.00  *  *  *
MtBenson_0506Fertiliser500  2005-12-07  *  0.0634  0.0439  0.0203  160.14  47.06  100.98  0.10  *  10.15  2.07  2.05  14.27  0.146  691.20  207.20  1.22  320.69  *  *  *
MtBenson_0506Fertiliser500  2005-12-20  *  0.0593  0.0354  0.0204  295.23  117.01  393.56  0.39  *  17.51  4.14  8.03  29.68  0.160  2466.05  412.24  2.16  493.13  *  *  *
MtBenson_0506Fertiliser500  2006-01-05  *  0.0516  0.0314  0.0189  229.34  127.09  825.29  0.83  *  11.83  3.99  15.60  31.42  0.187  4404.32  356.43  1.58  706.84  *  *  *
MtBenson_0506Fertiliser500  2006-01-17  *  0.0440  0.0288  0.0165  263.65  127.37  1133.16  1.13  *  11.60  3.67  18.70  33.97  0.194  5879.63  391.02  1.53  868.00  *  *  *
MtBenson_0506Fertiliser500  2006-02-06  *  0.0433  0.0282  0.0190  193.43  162.19  1678.19  1.68  *  8.38  4.57  31.89  44.84  0.202  8314.81  355.62  1.29  1121.22  *  *  *
MtBenson_0506Fertiliser500  2006-02-15  *  *  *  0.0166  120.47  118.86  1778.92  1.78  *  *  *  29.53  *  0.225  7929.01  239.33  *  1243.23  *  *  *
MtBenson_0506Fertiliser500  2006-02-28  *  *  *  0.0167  57.36  93.90  2222.51  2.22  *  *  *  37.12  *  0.217  10216.05  151.26  *  1420.97  *  *  *
MtBenson_0506Fertiliser500  2006-03-07  yield  *  *  0.0180  *  *  1857.51  1.86  *  *  *  33.44  *  0.214  8679.01  *  *  1509.09  *  *  *
Glenroy_0506Fertiliser0  2005-11-21  *  0.0658  0.0511  *  15.52  2.38  *  *  *  0.51  0.06  *  *  *  *  17.90  0.06  124.76  *  *  *
Glenroy_0506Fertiliser0  2005-11-29  *  0.0604  0.0541  0.0220  52.74  10.37  4.88  0.00  *  1.59  0.28  0.05  1.93  0.125  38.77  63.10  0.19  213.21  *  *  *
Glenroy_0506Fertiliser0  2005-12-08  *  0.0566  0.0429  0.0195  119.46  40.08  39.14  0.04  *  3.38  0.86  0.38  4.62  0.135  288.65  159.55  0.42  327.09  *  *  *
Glenroy_0506Fertiliser0  2005-12-19  *  0.0426  0.0329  0.0197  230.72  100.70  198.66  0.20  *  4.91  1.65  1.95  8.51  0.139  1429.53  331.42  0.66  457.69  *  *  *
Glenroy_0506Fertiliser0  2006-01-04  *  0.0433  0.0270  0.0182  138.73  83.93  350.55  0.35  *  6.01  2.26  6.38  14.65  0.160  2188.55  222.66  0.83  647.27  *  *  *
Glenroy_0506Fertiliser0  2006-01-16  *  0.0395  0.0247  0.0170  240.00  141.09  692.88  0.69  *  9.47  3.48  11.78  24.73  0.176  3939.39  381.09  1.30  789.44  *  *  *
Glenroy_0506Fertiliser0  2006-01-31  *  0.0382  0.0234  0.0182  116.22  112.63  863.90  0.86  *  4.43  2.64  15.68  22.75  0.179  4835.02  228.85  0.71  953.64  *  *  *
Glenroy_0506Fertiliser0  2006-02-14  *  0.0388  0.0210  0.0151  95.95  123.56  1120.44  1.12  *  3.72  2.59  16.92  23.24  0.188  5957.35  219.51  0.63  1126.94  *  *  *
Glenroy_0506Fertiliser0  2006-02-27  *  0.0388  0.0188  0.0152  71.05  132.08  1845.76  1.85  *  2.76  2.48  28.10  33.34  0.202  9106.62  203.13  0.52  1291.35  *  *  *
Glenroy_0506Fertiliser0  2006-03-21  yield  *  *  0.0170  *  *  1146.22  1.15  *  *  *  19.46  *  0.188  6081.37  *  *  1541.02  *  *  *
Glenroy_0506Fertiliser250  2005-11-21  *  0.0659  0.0536  *  17.36  2.63  *  *  *  0.57  0.07  *  *  *  *  19.99  0.06  124.76  *  *  *
Glenroy_0506Fertiliser250  2005-11-29  *  0.0619  0.0537  0.0241  57.62  10.35  2.04  0.00  *  1.78  0.28  0.02  2.09  0.103  19.28  67.97  0.21  213.21  *  *  *
Glenroy_0506Fertiliser250  2005-12-08  *  0.0554  0.0436  0.0201  146.04  42.74  53.85  0.05  *  4.05  0.93  0.54  5.52  0.135  399.76  188.78  0.50  327.09  *  *  *
Glenroy_0506Fertiliser250  2005-12-19  *  0.0542  0.0379  0.0218  201.68  82.42  153.05  0.15  *  5.47  1.56  1.67  8.70  0.139  1104.51  284.10  0.70  457.69  *  *  *
Glenroy_0506Fertiliser250  2006-01-04  *  0.0453  0.0304  0.0185  179.86  102.39  431.62  0.43  *  8.15  3.11  7.99  19.25  0.159  2702.58  282.25  1.13  647.27  *  *  *
Glenroy_0506Fertiliser250  2006-01-16  *  0.0447  0.0273  0.0180  191.70  130.57  725.94  0.73  *  8.57  3.56  13.07  25.20  0.180  4024.69  322.27  1.21  789.44  *  *  *
Glenroy_0506Fertiliser250  2006-01-31  *  0.0425  0.0282  0.0167  144.97  134.45  907.58  0.91  *  6.16  3.79  15.16  25.11  0.181  5016.84  279.43  1.00  953.64  *  *  *
Glenroy_0506Fertiliser250  2006-02-14  *  0.0396  0.0235  0.0164  141.71  148.58  1321.33  1.32  *  5.61  3.49  21.67  30.77  0.190  6938.27  290.29  0.91  1126.94  *  *  *
Glenroy_0506Fertiliser250  2006-02-27  *  0.0407  0.0224  0.0168  92.95  151.36  1777.39  1.78  *  3.78  3.39  29.86  37.03  0.205  8677.89  244.30  0.72  1291.35  *  *  *
Glenroy_0506Fertiliser250  2006-03-21  yield  *  *  0.0182  *  *  1096.79  1.10  *  *  *  19.99  *  0.189  5795.74  *  *  1541.02  *  *  *
Glenroy_0506Fertiliser276  2005-11-21  *  0.0687  0.0491  *  16.69  2.67  *  *  *  0.57  0.07  *  *  *  *  19.36  0.06  124.76  *  *  *
Glenroy_0506Fertiliser276  2005-11-29  *  0.0600  0.0543  0.0229  57.54  10.52  3.55  0.00  *  1.73  0.29  0.04  2.05  0.124  28.76  68.05  0.20  213.21  *  *  *
Glenroy_0506Fertiliser276  2005-12-08  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  327.09  *  *  *
Glenroy_0506Fertiliser276  2005-12-19  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  457.69  *  *  *
Glenroy_0506Fertiliser276  2006-01-04  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  647.27  *  *  *
Glenroy_0506Fertiliser276  2006-01-16  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  789.44  *  *  *
Glenroy_0506Fertiliser276  2006-01-31  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  953.64  *  *  *
Glenroy_0506Fertiliser276  2006-02-14  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  1126.94  *  *  *
Glenroy_0506Fertiliser276  2006-02-27  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  1291.35  *  *  *
Glenroy_0506Fertiliser276  2006-03-21  yield  *  *  0.0183  *  *  1162.16  1.16  *  *  *  21.31  *  0.189  6140.85  *  *  1541.02  *  *  *
Glenroy_0506Fertiliser500  2005-11-21  *  0.0667  0.0506  *  13.13  2.11  *  *  *  0.44  0.05  *  *  *  *  15.24  0.05  124.76  *  *  *
Glenroy_0506Fertiliser500  2005-11-29  *  0.0597  0.0515  0.0235  51.71  9.56  2.52  0.00  *  1.54  0.25  0.03  1.82  0.121  20.85  61.26  0.18  213.21  *  *  *
Glenroy_0506Fertiliser500  2005-12-08  *  0.0583  0.0456  0.0199  106.11  31.66  36.19  0.04  *  3.09  0.72  0.36  4.18  0.135  267.91  137.77  0.38  327.09  *  *  *
Glenroy_0506Fertiliser500  2005-12-19  *  0.0536  0.0398  0.0207  129.08  51.11  130.33  0.13  *  3.46  1.02  0.67  5.15  0.140  929.09  180.19  0.45  457.69  *  *  *
Glenroy_0506Fertiliser500  2006-01-04  *  0.0491  0.0323  0.0210  146.29  83.46  343.14  0.34  *  7.18  2.70  7.21  17.08  0.162  2127.95  229.75  0.99  647.27  *  *  *
Glenroy_0506Fertiliser500  2006-01-16  *  0.0482  0.0312  0.0186  230.19  152.75  731.29  0.73  *  11.10  4.77  13.60  29.46  0.183  4004.49  382.94  1.59  789.44  *  *  *
Glenroy_0506Fertiliser500  2006-01-31  *  0.0421  0.0289  0.0192  147.66  157.31  989.27  0.99  *  6.22  4.55  18.99  29.76  0.180  5490.46  304.98  1.08  953.64  *  *  *
Glenroy_0506Fertiliser500  2006-02-14  *  0.0393  0.0248  0.0150  146.66  125.57  1110.36  1.11  *  5.76  3.11  16.66  25.53  0.192  5789.00  272.24  0.89  1126.94  *  *  *
Glenroy_0506Fertiliser500  2006-02-27  *  0.0418  0.0260  0.0175  85.79  122.00  1561.86  1.56  *  3.59  3.17  27.33  34.09  0.196  7955.11  207.79  0.68  1291.35  *  *  *
Glenroy_0506Fertiliser500  2006-03-21  yield  *  *  0.0186  *  *  1185.09  1.19  *  *  *  16.55  *  0.183  6345.68  *  *  1541.02  *  *  *
Kalangadoo_0506Fertiliser0  2005-12-07  *  0.0637  0.0628  *  27.46  5.36  *  *  *  1.75  0.34  *  *  *  *  32.82  0.21  113.98  *  *  *
Kalangadoo_0506Fertiliser0  2005-12-19  *  0.0604  0.0483  0.0251  110.51  42.05  14.79  0.01  *  6.67  2.03  0.37  9.07  0.129  115.49  152.56  0.87  262.45  *  *  *
Kalangadoo_0506Fertiliser0  2006-01-04  *  0.0536  0.0366  0.0210  165.60  102.35  158.35  0.16  *  8.87  3.74  3.33  15.94  0.143  1108.80  267.96  1.26  457.90  *  *  *
Kalangadoo_0506Fertiliser0  2006-01-16  *  0.0518  0.0283  0.0174  188.11  141.36  403.76  0.40  *  9.74  4.00  7.02  20.76  0.160  2530.09  329.47  1.37  608.78  *  *  *
Kalangadoo_0506Fertiliser0  2006-01-31  *  0.0406  0.0241  0.0186  136.21  142.80  724.80  0.72  *  5.53  3.44  13.48  22.45  0.177  4115.74  279.00  0.90  781.37  *  *  *
Kalangadoo_0506Fertiliser0  2006-02-14  *  0.0326  0.0167  0.0143  111.82  140.31  1171.64  1.17  *  3.64  2.34  16.73  22.71  0.207  5659.72  252.13  0.60  961.03  *  *  *
Kalangadoo_0506Fertiliser0  2006-02-27  *  0.0321  0.0144  0.0144  87.57  190.85  1413.53  1.41  *  2.11  2.06  20.39  24.56  0.200  7076.39  278.43  0.42  1132.90  *  *  *
Kalangadoo_0506Fertiliser0  2006-03-15  yield  *  *  0.0155  *  *  1137.22  1.14  *  *  *  17.60  *  0.199  5719.91  *  *  1320.93  *  *  *
Kalangadoo_0506Fertiliser150  2005-12-07  *  0.0676  0.0592  *  27.79  4.73  *  *  *  1.88  0.28  *  *  *  *  32.52  0.22  113.98  *  *  *
Kalangadoo_0506Fertiliser150  2005-12-19  *  0.0602  0.0497  0.0243  110.78  34.97  13.66  0.01  *  6.67  1.74  0.33  8.74  0.129  105.64  145.75  0.84  262.45  *  *  *
Kalangadoo_0506Fertiliser150  2006-01-04  *  0.0546  0.0390  0.0201  165.31  91.95  146.94  0.15  *  9.03  3.59  2.95  15.57  0.142  1027.78  257.26  1.26  457.90  *  *  *
Kalangadoo_0506Fertiliser150  2006-01-16  *  0.0496  0.0349  0.0190  176.13  118.09  313.74  0.31  *  8.74  4.12  5.96  18.82  0.159  1974.54  294.21  1.29  608.78  *  *  *
Kalangadoo_0506Fertiliser150  2006-01-31  *  0.0491  0.0294  0.0184  139.25  145.54  683.19  0.68  *  6.84  4.28  12.57  23.69  0.173  3962.96  284.79  1.11  781.37  *  *  *
Kalangadoo_0506Fertiliser150  2006-02-14  *  0.0370  0.0248  0.0161  123.18  137.12  974.80  0.97  *  4.56  3.40  15.69  23.65  0.200  4886.57  260.30  0.80  961.03  *  *  *
Kalangadoo_0506Fertiliser150  2006-02-27  *  0.0400  0.0229  0.0157  83.15  159.52  1132.29  1.13  *  3.33  3.65  13.33  20.31  0.188  6015.43  242.67  0.70  1132.90  *  *  *
Kalangadoo_0506Fertiliser150  2006-03-15  yield  *  *  0.0182  *  *  1102.74  1.10  *  *  *  20.07  *  0.198  5564.81  *  *  1320.93  *  *  *
Kalangadoo_0506Fertiliser230  2005-12-07  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  113.98  *  *  *
Kalangadoo_0506Fertiliser230  2005-12-19  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  262.45  *  *  *
Kalangadoo_0506Fertiliser230  2006-01-04  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  457.90  *  *  *
Kalangadoo_0506Fertiliser230  2006-01-16  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  608.78  *  *  *
Kalangadoo_0506Fertiliser230  2006-01-31  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  781.37  *  *  *
Kalangadoo_0506Fertiliser230  2006-02-14  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  961.03  *  *  *
Kalangadoo_0506Fertiliser230  2006-02-27  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  1132.90  *  *  *
Kalangadoo_0506Fertiliser230  2006-03-15  yield  *  *  0.0177  *  *  1111.34  1.11  *  *  *  19.67  *  0.199  5581.60  *  *  1320.93  *  *  *
Kalangadoo_0506Fertiliser300  2005-12-07  *  0.0690  0.0623  *  29.74  5.56  *  *  *  2.05  0.35  *  *  *  *  35.31  0.24  113.98  *  *  *
Kalangadoo_0506Fertiliser300  2005-12-19  *  0.0623  0.0504  0.0258  99.62  34.51  11.66  0.01  *  6.21  1.74  0.30  8.25  0.130  90.71  134.13  0.79  262.45  *  *  *
Kalangadoo_0506Fertiliser300  2006-01-04  *  0.0589  0.0378  0.0210  131.47  79.97  152.33  0.15  *  7.74  3.02  3.20  13.97  0.144  1062.50  211.45  1.08  457.90  *  *  *
Kalangadoo_0506Fertiliser300  2006-01-16  *  0.0509  0.0370  0.0183  186.32  140.80  382.93  0.38  *  9.48  5.21  7.01  21.70  0.162  2361.11  327.12  1.47  608.78  *  *  *
Kalangadoo_0506Fertiliser300  2006-01-31  *  0.0485  0.0309  0.0190  121.99  132.07  658.23  0.66  *  5.92  4.08  12.51  22.50  0.174  3777.78  254.06  1.00  781.37  *  *  *
Kalangadoo_0506Fertiliser300  2006-02-14  *  0.0462  0.0294  0.0175  110.08  166.54  1073.49  1.07  *  3.81  3.67  18.79  26.27  0.193  5562.50  276.62  0.75  961.03  *  *  *
Kalangadoo_0506Fertiliser300  2006-02-27  *  0.0471  0.0253  0.0189  111.78  182.87  1167.95  1.17  *  3.95  3.47  22.07  29.49  0.187  6252.31  294.65  0.74  1132.90  *  *  *
Kalangadoo_0506Fertiliser300  2006-03-15  yield  *  *  0.0158  *  *  1114.33  1.11  *  *  *  13.20  *  0.198  5629.63  *  *  1320.93  *  *  *
SCRI_1986IrrigationDry  1986-06-24  *  *  *  *  13.95  17.70  0.00  31.65  0.34  *  *  *  *  *  0.00  31.65  *  105.10  *  0.00  24301.08
SCRI_1986IrrigationDry  1986-07-08  *  *  *  *  62.34  74.53  57.13  194.00  1.54  *  *  *  *  0.148  385.96  136.87  *  287.11  *  0.00  24639.08
SCRI_1986IrrigationDry  1986-07-22  *  *  *  *  75.27  87.69  240.97  403.93  2.18  *  *  *  *  0.201  1198.41  162.96  *  463.83  *  0.02  28922.55
SCRI_1986IrrigationDry  1986-08-05  *  *  *  *  79.86  96.49  382.79  559.14  2.28  *  *  *  *  0.247  1551.70  176.35  *  626.08  *  1.12  28537.44
SCRI_1986IrrigationDry  1986-08-19  *  *  *  *  77.54  96.88  503.13  677.55  1.96  *  *  *  *  0.266  1893.87  174.42  *  782.93  *  7.39  25303.07
SCRI_1986IrrigationDry  1986-09-09  *  *  *  *  36.77  69.92  594.27  700.96  0.74  *  *  *  *  0.305  1946.46  106.69  *  981.68  *  37.69  20152.30
SCRI_1986IrrigationDry  1986-09-23  yield  *  *  *  1.34  2.71  626.07  630.12  0.19  *  *  *  *  0.296  2113.96  4.05  *  1092.43  *  137.86  141044.78
SCRI_1986IrrigationIrr  1986-06-24  *  *  *  *  7.78  14.85  0.00  22.63  0.21  *  *  *  *  *  0.00  22.63  *  105.10  *  0.00  26735.22
SCRI_1986IrrigationIrr  1986-07-08  *  *  *  *  48.51  55.35  36.86  140.72  1.03  *  *  *  *  0.147  249.97  103.86  *  287.11  *  0.00  21191.51
SCRI_1986IrrigationIrr  1986-07-22  *  *  *  *  95.68  99.69  244.14  439.51  2.60  *  *  *  *  0.164  1493.09  195.37  *  463.83  *  0.02  27121.66
SCRI_1986IrrigationIrr  1986-08-05  *  *  *  *  120.07  132.84  431.12  684.03  3.76  *  *  *  *  0.177  2438.52  252.91  *  626.08  *  0.67  31315.07
SCRI_1986IrrigationIrr  1986-08-19  *  *  *  *  118.38  152.23  557.77  828.38  4.04  *  *  *  *  0.179  3108.50  270.61  *  782.93  *  15.54  34085.15
SCRI_1986IrrigationIrr  1986-09-09  *  *  *  *  108.93  168.72  846.67  1124.32  2.89  *  *  *  *  0.201  4202.43  277.65  *  981.68  *  22.63  26503.26
SCRI_1986IrrigationIrr  1986-09-23  yield  *  *  *  46.38  120.56  1014.26  1181.20  1.83  *  *  *  *  0.211  4806.39  166.94  *  1092.43  *  99.82  39521.35
PotatoCultivarBurbank  2003-11-24  *  *  *  *  14.95  9.81  0.00  24.76  0.33  *  *  *  *  *  0.14  20.56  *  *  *  0.00  22174.82
PotatoCultivarBurbank  2003-12-08  *  *  *  *  68.87  43.98  19.06  131.92  1.68  *  *  *  *  0.129  147.54  104.30  *  *  *  0.00  24386.08
PotatoCultivarBurbank  2003-12-21  *  0.0535  0.0345  0.0155  127.63  88.26  174.68  390.56  3.45  6.81  3.03  2.69  12.53  0.163  1070.01  220.77  0.98  *  *  4.08  27057.42
PotatoCultivarBurbank  2004-01-06  *  *  *  *  190.63  167.73  522.67  881.02  5.30  *  *  *  *  0.193  2730.32  399.51  *  *  *  38.69  27758.27
PotatoCultivarBurbank  2004-01-19  *  0.0430  0.0255  0.0140  144.67  185.11  580.49  910.27  4.01  6.22  4.76  8.12  19.10  0.177  3312.16  373.79  1.10  *  *  43.32  27613.23
PotatoCultivarBurbank  2004-02-02  *  0.0422  0.0192  0.0136  97.04  175.19  1011.38  1283.62  3.11  4.03  3.41  13.69  21.13  0.193  5234.55  307.20  0.74  *  *  34.97  32343.08
PotatoCultivarBurbank  2004-02-18  *  0.0406  0.0140  0.0149  56.77  202.45  1282.81  1542.03  1.97  2.32  2.91  19.18  24.40  0.200  6427.02  284.89  0.52  *  *  25.67  35246.43
PotatoCultivarBurbank  2004-03-01  *  *  *  *  42.06  249.17  1227.06  1518.29  1.48  *  *  *  *  0.178  6977.31  312.16  *  *  *  20.94  35189.41
PotatoCultivarBurbank  2004-03-15  *  *  *  *  9.88  139.36  1387.03  1536.26  0.41  *  *  *  *  0.191  7368.15  215.73  *  *  *  66.49  25337.32
PotatoCultivarBurbank  2004-03-30  *  *  0.0064  0.0142  0.00  50.27  1382.29  1432.56  *  *  0.60  18.83  18.83  0.184  7614.27  176.26  *  *  *  125.98  *
PotatoCultivarBurbank  2004-04-13  *  *  *  *  0.00  0.00  1370.03  1370.03  *  *  *  *  *  0.189  7387.70  162.48  *  *  *  162.48  *
PotatoCultivarBurbank  2004-06-01  yield  *  *  0.0134  *  *  1597.30  1602.27  *  *  *  21.40  21.40  0.212  7530.18  *  *  *  *  *  *
PotatoCultivarHorizon  2003-11-24  *  *  *  *  10.47  9.36  0.00  19.82  0.23  *  *  *  *  *  0.00  15.46  *  *  *  0.00  21601.85
PotatoCultivarHorizon  2003-12-08  *  *  *  *  59.02  48.85  16.50  124.37  1.65  *  *  *  *  0.117  143.45  98.97  *  *  *  0.00  27802.69
PotatoCultivarHorizon  2003-12-21  *  0.0552  0.0349  0.0147  131.66  103.39  208.50  443.56  3.53  7.26  3.60  3.04  13.91  0.131  1591.75  237.83  1.09  *  *  1.95  26551.10
PotatoCultivarHorizon  2004-01-06  *  *  *  *  164.33  136.56  525.05  825.94  5.47  *  *  *  *  0.171  3164.20  309.66  *  *  *  6.64  32073.35
PotatoCultivarHorizon  2004-01-19  *  0.0428  0.0231  0.0134  179.06  169.90  868.01  1216.97  4.99  7.66  3.89  11.59  23.14  0.166  5227.79  446.21  1.15  *  *  15.66  27711.15
PotatoCultivarHorizon  2004-02-02  *  0.0399  0.0185  0.0136  98.35  135.16  1243.58  1477.09  3.26  3.96  2.58  17.01  23.55  0.164  7662.19  274.15  0.65  *  *  31.01  33217.23
PotatoCultivarHorizon  2004-02-18  *  0.0343  0.0115  0.0137  59.84  124.27  1377.00  1561.11  1.66  2.06  1.44  18.88  22.38  0.165  8413.45  230.22  0.35  *  *  43.22  27823.36
PotatoCultivarHorizon  2004-03-01  *  *  *  *  15.89  146.72  1519.72  1682.34  0.64  *  *  *  *  0.163  9376.30  212.39  *  *  *  49.77  32436.94
PotatoCultivarHorizon  2004-03-15  *  *  *  *  0.00  4.52  1540.74  1545.26  *  *  *  *  *  0.167  9265.96  169.63  *  *  *  165.11  *
PotatoCultivarHorizon  2004-03-30  *  *  *  0.0148  0.00  0.00  1485.49  1485.49  *  *  *  22.08  22.08  0.159  9336.66  151.43  *  *  *  151.43  *
PotatoCultivarHorizon  2004-04-13  *  *  *  *  0.00  0.00  1714.52  1714.52  *  *  *  *  *  0.162  10548.84  258.76  *  *  *  258.76  *
PotatoCultivarHorizon  2004-06-01  yield  *  *  0.0143  *  *  1609.12  1609.12  *  *  *  22.93  22.93  0.161  9996.89  *  *  *  *  *  *
PotatoCultivarIlamHardy  2003-11-24  *  *  *  *  24.65  21.04  0.00  45.69  0.56  *  *  *  *  *  0.00  35.89  *  *  *  0.00  22572.81
PotatoCultivarIlamHardy  2003-12-08  *  *  *  *  89.09  82.47  5.28  176.83  2.45  *  *  *  *  0.133  40.12  154.78  *  *  *  0.00  27421.71
PotatoCultivarIlamHardy  2003-12-21  *  0.0514  0.0355  0.0176  160.59  154.66  120.62  435.86  4.93  8.24  5.47  2.12  15.84  0.153  791.91  335.41  1.37  *  *  9.01  30398.37
PotatoCultivarIlamHardy  2004-01-06  *  *  *  *  177.33  241.15  385.64  804.12  5.69  *  *  *  *  0.177  2187.64  484.56  *  *  *  57.51  31906.77
PotatoCultivarIlamHardy  2004-01-19  *  0.0421  0.0200  0.0157  179.94  312.64  663.39  1155.96  5.29  7.56  6.17  10.39  24.12  0.177  3768.62  544.72  1.37  *  *  52.12  29316.54
PotatoCultivarIlamHardy  2004-02-02  *  0.0413  0.0142  0.0147  118.00  287.21  896.27  1301.47  4.04  4.82  4.16  12.17  19.12  0.159  5643.00  439.13  0.90  *  *  33.93  34195.82
PotatoCultivarIlamHardy  2004-02-18  *  0.0361  0.0099  0.0159  67.86  234.41  1193.12  1495.38  2.46  2.45  2.33  18.92  23.70  0.181  6597.62  329.74  0.48  *  *  27.47  34668.85
PotatoCultivarIlamHardy  2004-03-01  *  *  *  *  10.78  189.67  1462.53  1662.99  0.42  *  *  *  *  0.197  7456.96  241.98  *  *  *  41.53  32605.29
PotatoCultivarIlamHardy  2004-03-15  *  *  *  *  2.69  71.94  1462.41  1537.03  0.11  *  *  *  *  0.190  7744.52  167.36  *  *  *  92.74  25531.64
PotatoCultivarIlamHardy  2004-03-30  *  0.0289  0.0079  0.0141  0.09  18.42  1627.21  1645.71  0.02  0.02  0.17  22.86  22.89  0.189  8642.33  135.06  0.02  *  *  116.55  29620.00
PotatoCultivarIlamHardy  2004-04-13  *  *  *  *  0.00  7.79  1583.01  1590.80  *  *  *  *  *  0.183  8688.79  194.38  *  *  *  186.59  *
PotatoCultivarIlamHardy  2004-06-01  yield  *  *  0.0140  *  *  1516.67  1516.67  *  *  *  21.22  21.22  0.179  8466.15  *  *  *  *  *  *
PotatoCultivarJerseyBenny  2003-11-24  *  *  *  *  13.93  14.92  0.00  28.86  0.19  *  *  *  *  *  0.00  18.95  *  *  *  0.00  13746.61
PotatoCultivarJerseyBenny  2003-12-08  *  *  *  *  69.60  55.42  12.20  137.21  1.50  *  *  *  *  0.136  90.31  108.87  *  *  *  0.00  21117.94
PotatoCultivarJerseyBenny  2003-12-21  *  0.0553  0.0366  0.0197  131.88  80.78  162.43  375.09  2.85  7.33  2.99  3.26  13.58  0.169  962.38  213.27  1.03  *  *  0.33  21514.03
PotatoCultivarJerseyBenny  2004-01-06  *  *  *  *  145.31  89.56  495.32  730.19  3.39  *  *  *  *  0.198  2505.57  241.67  *  *  *  6.81  23043.55
PotatoCultivarJerseyBenny  2004-01-19  *  0.0418  0.0236  0.0154  142.60  95.57  789.65  1027.82  3.25  5.97  2.19  12.07  20.23  0.197  3993.47  260.63  0.82  *  *  22.45  22325.83
PotatoCultivarJerseyBenny  2004-02-02  *  0.0350  0.0215  0.0152  83.06  76.47  937.97  1097.50  2.12  2.98  1.66  14.32  18.96  0.202  4665.60  185.66  0.46  *  *  26.12  25748.20
PotatoCultivarJerseyBenny  2004-02-18  *  0.0302  0.0202  0.0162  24.00  37.55  1019.52  1081.07  0.63  0.77  0.78  16.37  17.91  0.204  4981.15  104.92  0.15  *  *  43.36  21680.03
PotatoCultivarJerseyBenny  2004-03-01  *  *  *  *  0.17  32.46  1169.24  1201.87  0.02  *  *  *  *  0.203  5727.14  81.95  *  *  *  49.32  19751.61
PotatoCultivarJerseyBenny  2004-03-15  *  *  *  *  0.00  0.00  1082.05  1082.05  *  *  *  *  *  0.205  5286.40  80.26  *  *  *  80.26  *
PotatoCultivarJerseyBenny  2004-03-30  *  *  *  0.0175  0.00  0.00  927.52  927.52  *  *  *  16.26  16.26  0.198  4684.62  63.63  *  *  *  63.63  *
PotatoCultivarJerseyBenny  2004-04-13  *  *  *  *  0.00  0.00  1141.80  1141.80  *  *  *  *  *  0.201  5641.15  32.75  *  *  *  32.75  *
PotatoCultivarJerseyBenny  2004-06-01  yield  *  *  0.0159  *  *  1180.70  1180.70  *  *  *  18.68  18.68  0.203  5780.46  *  *  *  *  *  *
