SimulationName  Clock.Today  Structure.MainStemNodeNo
()  (yyyy-mm-dd)  ()
Lincoln1993Sowing22Feb1994CultivarRovar  1994-03-30  5.93
Lincoln1993Sowing22Feb1994CultivarRovar  1994-04-06  7.20
Lincoln1993Sowing22Feb1994CultivarRovar  1994-04-12  9.20
Lincoln1993Sowing22Feb1994CultivarRovar  1994-04-20  11.27
Lincoln1993Sowing22Feb1994CultivarRovar  1994-04-29  13.17
Lincoln1993Sowing22Feb1994CultivarRovar  1994-05-04  14.67
Lincoln1993Sowing22Feb1994CultivarRovar  1994-05-11  15.85
Lincoln1993Sowing22Feb1994CultivarRovar  1994-05-17  15.93
Lincoln1993Sowing22Feb1994CultivarRovar  1994-05-31  18.28
Lincoln1993Sowing22Feb1994CultivarRovar  1994-06-20  19.34
Lincoln1993Sowing22Feb1994CultivarRovar  1994-08-03  20.60
Lincoln1993Sowing22Feb1994CultivarWhero  1994-03-09  2.00
Lincoln1993Sowing22Feb1994CultivarWhero  1994-03-14  3.10
Lincoln1993Sowing22Feb1994CultivarWhero  1994-03-18  4.17
Lincoln1993Sowing22Feb1994CultivarWhero  1994-03-23  5.03
Lincoln1993Sowing22Feb1994CultivarWhero  1994-03-30  6.73
Lincoln1993Sowing22Feb1994CultivarWhero  1994-04-06  8.57
Lincoln1993Sowing22Feb1994CultivarWhero  1994-04-12  10.87
Lincoln1993Sowing22Feb1994CultivarWhero  1994-04-20  13.52
Lincoln1993Sowing22Feb1994CultivarWhero  1994-04-29  15.17
Lincoln1993Sowing22Feb1994CultivarWhero  1994-05-04  16.93
Lincoln1993Sowing22Feb1994CultivarWhero  1994-05-11  18.37
Lincoln1993Sowing22Feb1994CultivarWhero  1994-05-17  19.08
Lincoln1993Sowing22Feb1994CultivarWhero  1994-05-31  21.69
Lincoln1993Sowing22Feb1994CultivarWhero  1994-06-20  23.14
Lincoln1993Sowing22Feb1994CultivarWhero  1994-07-06  24.23
Lincoln1993Sowing22Feb1994CultivarPatea  1994-02-22  0.00
Lincoln1993Sowing22Feb1994CultivarPatea  1994-03-14  2.50
Lincoln1993Sowing22Feb1994CultivarPatea  1994-03-18  3.33
Lincoln1993Sowing22Feb1994CultivarPatea  1994-03-23  3.90
Lincoln1993Sowing22Feb1994CultivarPatea  1994-03-30  5.17
Lincoln1993Sowing22Feb1994CultivarPatea  1994-04-06  6.97
Lincoln1993Sowing22Feb1994CultivarPatea  1994-04-12  8.87
Lincoln1993Sowing22Feb1994CultivarPatea  1994-04-20  11.13
Lincoln1993Sowing22Feb1994CultivarPatea  1994-04-29  12.33
Lincoln1993Sowing22Feb1994CultivarPatea  1994-05-04  13.53
Lincoln1993Sowing22Feb1994CultivarPatea  1994-05-11  14.25
Lincoln1993Sowing22Feb1994CultivarPatea  1994-05-17  14.90
Lincoln1993Sowing22Feb1994CultivarPatea  1994-05-31  17.13
Lincoln1993Sowing22Feb1994CultivarPatea  1994-06-20  18.41
Lincoln1993Sowing22Feb1994CultivarSolara  1994-03-14  3.00
Lincoln1993Sowing22Feb1994CultivarSolara  1994-03-18  3.97
Lincoln1993Sowing22Feb1994CultivarSolara  1994-03-23  4.67
Lincoln1993Sowing22Feb1994CultivarSolara  1994-03-30  5.17
Lincoln1993Sowing22Feb1994CultivarSolara  1994-04-06  6.33
Lincoln1993Sowing22Feb1994CultivarSolara  1994-04-12  8.03
Lincoln1993Sowing22Feb1994CultivarSolara  1994-04-20  10.62
Lincoln1993Sowing22Feb1994CultivarSolara  1994-04-29  12.34
Lincoln1993Sowing22Feb1994CultivarSolara  1994-05-04  13.57
Lincoln1993Sowing22Feb1994CultivarSolara  1994-05-11  14.79
Lincoln1993Sowing22Feb1994CultivarSolara  1994-05-17  15.12
Lincoln1993Sowing22Feb1994CultivarSolara  1994-05-31  17.59
Lincoln1993Sowing22Feb1994CultivarSolara  1994-06-20  18.80
Lincoln1993Sowing23Mar1994CultivarMassey  1994-04-12  1.97
Lincoln1993Sowing23Mar1994CultivarMassey  1994-04-20  3.03
Lincoln1993Sowing23Mar1994CultivarMassey  1994-04-29  4.00
Lincoln1993Sowing23Mar1994CultivarMassey  1994-05-05  5.20
Lincoln1993Sowing23Mar1994CultivarMassey  1994-05-17  6.60
Lincoln1993Sowing23Mar1994CultivarMassey  1994-06-01  8.90
Lincoln1993Sowing23Mar1994CultivarMassey  1994-06-22  9.80
Lincoln1993Sowing23Mar1994CultivarMassey  1994-07-06  10.20
Lincoln1993Sowing23Mar1994CultivarMassey  1994-08-02  10.70
Lincoln1993Sowing23Mar1994CultivarMassey  1994-08-19  11.42
Lincoln1993Sowing23Mar1994CultivarTrounce  1994-04-12  2.03
Lincoln1993Sowing23Mar1994CultivarTrounce  1994-04-20  3.37
Lincoln1993Sowing23Mar1994CultivarTrounce  1994-04-29  4.53
Lincoln1993Sowing23Mar1994CultivarTrounce  1994-05-05  5.10
Lincoln1993Sowing23Mar1994CultivarTrounce  1994-05-17  6.57
Lincoln1993Sowing23Mar1994CultivarTrounce  1994-06-01  9.07
Lincoln1993Sowing23Mar1994CultivarTrounce  1994-05-22  10.50
Lincoln1993Sowing23Mar1994CultivarTrounce  1994-07-06  10.80
Lincoln1993Sowing23Mar1994CultivarTrounce  1994-08-02  11.44
Lincoln1993Sowing23Mar1994CultivarTrounce  1994-08-19  12.93
Lincoln1993Sowing23Mar1994CultivarRovar  1994-04-12  2.30
Lincoln1993Sowing23Mar1994CultivarRovar  1994-04-20  3.97
Lincoln1993Sowing23Mar1994CultivarRovar  1994-04-29  4.80
Lincoln1993Sowing23Mar1994CultivarRovar  1994-05-05  5.37
Lincoln1993Sowing23Mar1994CultivarRovar  1994-05-17  6.77
Lincoln1993Sowing23Mar1994CultivarRovar  1994-06-01  9.43
Lincoln1993Sowing23Mar1994CultivarRovar  1994-06-22  10.73
Lincoln1993Sowing23Mar1994CultivarRovar  1994-07-06  10.50
Lincoln1993Sowing23Mar1994CultivarRovar  1994-08-02  11.20
Lincoln1993Sowing23Mar1994CultivarRovar  1994-08-18  13.27
Lincoln1993Sowing23Mar1994CultivarWhero  1994-04-12  2.67
Lincoln1993Sowing23Mar1994CultivarWhero  1994-04-20  3.87
Lincoln1993Sowing23Mar1994CultivarWhero  1994-04-29  4.90
Lincoln1993Sowing23Mar1994CultivarWhero  1994-05-05  6.23
Lincoln1993Sowing23Mar1994CultivarWhero  1994-05-17  7.50
Lincoln1993Sowing23Mar1994CultivarWhero  1994-06-01  10.23
Lincoln1993Sowing23Mar1994CultivarWhero  1994-05-22  11.53
Lincoln1993Sowing23Mar1994CultivarWhero  1994-07-06  11.80
Lincoln1993Sowing23Mar1994CultivarWhero  1994-08-02  13.10
Lincoln1993Sowing23Mar1994CultivarWhero  1994-08-19  14.74
Lincoln1993Sowing23Mar1994CultivarPatea  1994-04-12  2.00
Lincoln1993Sowing23Mar1994CultivarPatea  1994-04-20  3.23
Lincoln1993Sowing23Mar1994CultivarPatea  1994-04-29  4.23
Lincoln1993Sowing23Mar1994CultivarPatea  1994-05-05  5.23
Lincoln1993Sowing23Mar1994CultivarPatea  1994-05-17  6.60
Lincoln1993Sowing23Mar1994CultivarPatea  1994-06-01  9.27
Lincoln1993Sowing23Mar1994CultivarPatea  1994-06-22  10.50
Lincoln1993Sowing23Mar1994CultivarPatea  1994-07-06  9.88
Lincoln1993Sowing23Mar1994CultivarPatea  1994-08-02  10.88
Lincoln1993Sowing23Mar1994CultivarPatea  1994-08-18  12.46
Lincoln1993Sowing23Mar1994CultivarSolara  1994-04-12  2.23
Lincoln1993Sowing23Mar1994CultivarSolara  1994-04-20  3.87
Lincoln1993Sowing23Mar1994CultivarSolara  1994-04-29  4.77
Lincoln1993Sowing23Mar1994CultivarSolara  1994-05-05  4.80
Lincoln1993Sowing23Mar1994CultivarSolara  1994-05-17  5.93
Lincoln1993Sowing23Mar1994CultivarSolara  1994-06-01  7.93
Lincoln1993Sowing23Mar1994CultivarSolara  1994-05-22  9.33
Lincoln1993Sowing23Mar1994CultivarSolara  1994-07-06  9.44
Lincoln1993Sowing23Mar1994CultivarSolara  1994-08-02  10.11
Lincoln1993Sowing23Mar1994CultivarSolara  1994-08-19  11.96
Lincoln1993Sowing20Apr1994CultivarMassey  1994-05-17  1.00
Lincoln1993Sowing20Apr1994CultivarMassey  1994-06-01  2.90
Lincoln1993Sowing20Apr1994CultivarMassey  1994-06-22  3.53
Lincoln1993Sowing20Apr1994CultivarMassey  1994-07-06  4.00
Lincoln1993Sowing20Apr1994CultivarMassey  1994-08-02  5.47
Lincoln1993Sowing20Apr1994CultivarMassey  1994-08-19  6.42
Lincoln1993Sowing20Apr1994CultivarTrounce  1994-05-17  1.03
Lincoln1993Sowing20Apr1994CultivarTrounce  1994-06-01  3.10
Lincoln1993Sowing20Apr1994CultivarTrounce  1994-06-22  4.00
Lincoln1993Sowing20Apr1994CultivarTrounce  1994-07-06  4.25
Lincoln1993Sowing20Apr1994CultivarTrounce  1994-08-02  6.79
Lincoln1993Sowing20Apr1994CultivarTrounce  1994-08-19  8.47
Lincoln1993Sowing20Apr1994CultivarRovar  1994-05-17  1.17
Lincoln1993Sowing20Apr1994CultivarRovar  1994-06-01  3.17
Lincoln1993Sowing20Apr1994CultivarRovar  1994-06-22  4.00
Lincoln1993Sowing20Apr1994CultivarRovar  1994-07-06  4.60
Lincoln1993Sowing20Apr1994CultivarRovar  1994-08-02  6.50
Lincoln1993Sowing20Apr1994CultivarRovar  1994-08-19  8.18
Lincoln1993Sowing20Apr1994CultivarWhero  1994-05-17  1.47
Lincoln1993Sowing20Apr1994CultivarWhero  1994-06-01  3.37
Lincoln1993Sowing20Apr1994CultivarWhero  1994-06-22  4.43
Lincoln1993Sowing20Apr1994CultivarWhero  1994-07-06  4.87
Lincoln1993Sowing20Apr1994CultivarWhero  1994-08-02  7.10
Lincoln1993Sowing20Apr1994CultivarWhero  1994-08-19  9.45
Lincoln1993Sowing20Apr1994CultivarPatea  1994-05-17  1.03
Lincoln1993Sowing20Apr1994CultivarPatea  1994-06-01  2.80
Lincoln1993Sowing20Apr1994CultivarPatea  1994-06-22  3.53
Lincoln1993Sowing20Apr1994CultivarPatea  1994-07-06  4.03
Lincoln1993Sowing20Apr1994CultivarPatea  1994-08-02  5.43
Lincoln1993Sowing20Apr1994CultivarPatea  1994-08-19  6.52
Lincoln1993Sowing20Apr1994CultivarSolara  1994-05-17  1.13
Lincoln1993Sowing20Apr1994CultivarSolara  1994-06-01  3.03
Lincoln1993Sowing20Apr1994CultivarSolara  1994-06-22  4.03
Lincoln1993Sowing20Apr1994CultivarSolara  1994-07-06  4.07
Lincoln1993Sowing20Apr1994CultivarSolara  1994-08-02  6.10
Lincoln1993Sowing20Apr1994CultivarSolara  1994-08-19  7.07
Lincoln1993Sowing24May1994CultivarMassey  1994-08-03  2.63
Lincoln1993Sowing24May1994CultivarMassey  1994-08-19  3.60
Lincoln1993Sowing24May1994CultivarMassey  1994-08-26  4.50
Lincoln1993Sowing24May1994CultivarMassey  1994-09-01  5.40
Lincoln1993Sowing24May1994CultivarMassey  1994-09-06  6.10
Lincoln1993Sowing24May1994CultivarMassey  1994-09-14  7.07
Lincoln1993Sowing24May1994CultivarMassey  1994-09-20  8.17
Lincoln1993Sowing24May1994CultivarMassey  1994-09-27  8.80
Lincoln1993Sowing24May1994CultivarMassey  1994-10-03  9.10
Lincoln1993Sowing24May1994CultivarMassey  1994-10-10  9.85
Lincoln1993Sowing24May1994CultivarMassey  1994-10-25  12.27
Lincoln1993Sowing24May1994CultivarMassey  1994-11-02  13.84
Lincoln1993Sowing24May1994CultivarMassey  1994-11-07  15.61
Lincoln1993Sowing24May1994CultivarMassey  1994-11-10  17.14
Lincoln1993Sowing24May1994CultivarTrounce  1994-08-03  2.97
Lincoln1993Sowing24May1994CultivarTrounce  1994-08-19  3.87
Lincoln1993Sowing24May1994CultivarTrounce  1994-08-26  4.70
Lincoln1993Sowing24May1994CultivarTrounce  1994-09-01  5.60
Lincoln1993Sowing24May1994CultivarTrounce  1994-09-06  6.37
Lincoln1993Sowing24May1994CultivarTrounce  1994-09-14  7.43
Lincoln1993Sowing24May1994CultivarTrounce  1994-09-20  8.73
Lincoln1993Sowing24May1994CultivarTrounce  1994-09-27  9.63
Lincoln1993Sowing24May1994CultivarTrounce  1994-10-03  10.47
Lincoln1993Sowing24May1994CultivarTrounce  1994-10-10  11.90
Lincoln1993Sowing24May1994CultivarTrounce  1994-10-25  14.85
Lincoln1993Sowing24May1994CultivarTrounce  1994-11-02  16.83
Lincoln1993Sowing24May1994CultivarTrounce  1994-11-07  18.77
Lincoln1993Sowing24May1994CultivarTrounce  1994-11-10  19.58
Lincoln1993Sowing24May1994CultivarRovar  1994-08-03  2.87
Lincoln1993Sowing24May1994CultivarRovar  1994-08-19  4.17
Lincoln1993Sowing24May1994CultivarRovar  1994-08-26  4.90
Lincoln1993Sowing24May1994CultivarRovar  1994-09-01  5.53
Lincoln1993Sowing24May1994CultivarRovar  1994-09-06  6.43
Lincoln1993Sowing24May1994CultivarRovar  1994-09-14  7.27
Lincoln1993Sowing24May1994CultivarRovar  1994-09-20  8.53
Lincoln1993Sowing24May1994CultivarRovar  1994-09-27  9.41
Lincoln1993Sowing24May1994CultivarRovar  1994-10-03  10.17
Lincoln1993Sowing24May1994CultivarRovar  1994-10-10  11.50
Lincoln1993Sowing24May1994CultivarRovar  1994-10-25  14.67
Lincoln1993Sowing24May1994CultivarRovar  1994-11-02  16.50
Lincoln1993Sowing24May1994CultivarRovar  1994-11-07  18.15
Lincoln1993Sowing24May1994CultivarRovar  1994-11-10  19.53
Lincoln1993Sowing24May1994CultivarWhero  1994-08-03  3.37
Lincoln1993Sowing24May1994CultivarWhero  1994-08-19  4.63
Lincoln1993Sowing24May1994CultivarWhero  1994-08-26  5.67
Lincoln1993Sowing24May1994CultivarWhero  1994-09-01  6.70
Lincoln1993Sowing24May1994CultivarWhero  1994-09-06  7.60
Lincoln1993Sowing24May1994CultivarWhero  1994-09-14  8.83
Lincoln1993Sowing24May1994CultivarWhero  1994-09-20  10.47
Lincoln1993Sowing24May1994CultivarWhero  1994-09-27  11.40
Lincoln1993Sowing24May1994CultivarWhero  1994-10-03  11.93
Lincoln1993Sowing24May1994CultivarWhero  1994-10-10  13.80
Lincoln1993Sowing24May1994CultivarWhero  1994-10-25  17.41
Lincoln1993Sowing24May1994CultivarWhero  1994-11-02  19.66
Lincoln1993Sowing24May1994CultivarWhero  1994-11-07  21.90
Lincoln1993Sowing24May1994CultivarWhero  1994-11-10  22.79
Lincoln1993Sowing24May1994CultivarWhero  1994-11-14  23.35
Lincoln1993Sowing24May1994CultivarWhero  1994-11-17  24.25
Lincoln1993Sowing24May1994CultivarPatea  1994-08-03  2.37
Lincoln1993Sowing24May1994CultivarPatea  1994-08-19  3.60
Lincoln1993Sowing24May1994CultivarPatea  1994-08-26  4.57
Lincoln1993Sowing24May1994CultivarPatea  1994-09-01  5.53
Lincoln1993Sowing24May1994CultivarPatea  1994-09-06  6.10
Lincoln1993Sowing24May1994CultivarPatea  1994-09-14  7.33
Lincoln1993Sowing24May1994CultivarPatea  1994-09-20  8.50
Lincoln1993Sowing24May1994CultivarPatea  1994-09-27  9.23
Lincoln1993Sowing24May1994CultivarPatea  1994-10-03  9.93
Lincoln1993Sowing24May1994CultivarPatea  1994-10-10  10.93
Lincoln1993Sowing24May1994CultivarPatea  1994-10-25  14.04
Lincoln1993Sowing24May1994CultivarPatea  1994-11-02  15.27
Lincoln1993Sowing24May1994CultivarPatea  1994-11-07  17.32
Lincoln1993Sowing24May1994CultivarPatea  1994-11-10  19.30
Lincoln1993Sowing17Jul1994CultivarMassey  1994-09-01  1.83
Lincoln1993Sowing17Jul1994CultivarMassey  1994-09-06  2.63
Lincoln1993Sowing17Jul1994CultivarMassey  1994-09-14  3.20
Lincoln1993Sowing17Jul1994CultivarMassey  1994-09-20  4.03
Lincoln1993Sowing17Jul1994CultivarMassey  1994-09-27  4.60
Lincoln1993Sowing17Jul1994CultivarMassey  1994-10-03  5.00
Lincoln1993Sowing17Jul1994CultivarMassey  1994-10-11  6.10
Lincoln1993Sowing17Jul1994CultivarMassey  1994-10-17  7.00
Lincoln1993Sowing17Jul1994CultivarMassey  1994-10-25  8.27
Lincoln1993Sowing17Jul1994CultivarMassey  1994-11-02  9.73
Lincoln1993Sowing17Jul1994CultivarMassey  1994-11-07  11.04
Lincoln1993Sowing17Jul1994CultivarMassey  1994-11-10  11.15
Lincoln1993Sowing17Jul1994CultivarMassey  1994-11-14  11.75
Lincoln1993Sowing17Jul1994CultivarTrounce  1994-09-01  2.03
Lincoln1993Sowing17Jul1994CultivarTrounce  1994-09-06  2.83
Lincoln1993Sowing17Jul1994CultivarTrounce  1994-09-14  3.40
Lincoln1993Sowing17Jul1994CultivarTrounce  1994-09-20  4.30
Lincoln1993Sowing17Jul1994CultivarTrounce  1994-09-27  4.87
Lincoln1993Sowing17Jul1994CultivarTrounce  1994-10-03  5.37
Lincoln1993Sowing17Jul1994CultivarTrounce  1994-10-11  6.77
Lincoln1993Sowing17Jul1994CultivarTrounce  1994-10-17  7.80
Lincoln1993Sowing17Jul1994CultivarTrounce  1994-10-25  9.43
Lincoln1993Sowing17Jul1994CultivarTrounce  1994-11-02  11.80
Lincoln1993Sowing17Jul1994CultivarTrounce  1994-11-07  13.70
Lincoln1993Sowing17Jul1994CultivarTrounce  1994-11-10  14.70
Lincoln1993Sowing17Jul1994CultivarTrounce  1994-11-14  15.77
Lincoln1993Sowing17Jul1994CultivarTrounce  1994-11-17  16.25
Lincoln1993Sowing17Jul1994CultivarTrounce  1994-11-21  17.09
Lincoln1993Sowing17Jul1994CultivarRovar  1994-09-01  2.03
Lincoln1993Sowing17Jul1994CultivarRovar  1994-09-06  3.00
Lincoln1993Sowing17Jul1994CultivarRovar  1994-09-14  3.67
Lincoln1993Sowing17Jul1994CultivarRovar  1994-09-20  4.43
Lincoln1993Sowing17Jul1994CultivarRovar  1994-09-27  5.20
Lincoln1993Sowing17Jul1994CultivarRovar  1994-10-03  5.73
Lincoln1993Sowing17Jul1994CultivarRovar  1994-10-11  6.87
Lincoln1993Sowing17Jul1994CultivarRovar  1994-10-17  8.07
Lincoln1993Sowing17Jul1994CultivarRovar  1994-10-25  9.53
Lincoln1993Sowing17Jul1994CultivarRovar  1994-11-02  12.00
Lincoln1993Sowing17Jul1994CultivarRovar  1994-11-07  13.90
Lincoln1993Sowing17Jul1994CultivarRovar  1994-11-10  15.07
Lincoln1993Sowing17Jul1994CultivarRovar  1994-11-14  16.04
Lincoln1993Sowing17Jul1994CultivarRovar  1994-11-17  16.41
Lincoln1993Sowing17Jul1994CultivarRovar  1994-11-21  17.38
Lincoln1993Sowing17Jul1994CultivarWhero  1994-09-01  2.80
Lincoln1993Sowing17Jul1994CultivarWhero  1994-09-06  3.37
Lincoln1993Sowing17Jul1994CultivarWhero  1994-09-14  4.43
Lincoln1993Sowing17Jul1994CultivarWhero  1994-09-20  5.47
Lincoln1993Sowing17Jul1994CultivarWhero  1994-09-27  6.27
Lincoln1993Sowing17Jul1994CultivarWhero  1994-10-03  6.83
Lincoln1993Sowing17Jul1994CultivarWhero  1994-10-11  8.13
Lincoln1993Sowing17Jul1994CultivarWhero  1994-10-17  9.47
Lincoln1993Sowing17Jul1994CultivarWhero  1994-10-25  11.07
Lincoln1993Sowing17Jul1994CultivarWhero  1994-11-02  13.63
Lincoln1993Sowing17Jul1994CultivarWhero  1994-11-07  15.68
Lincoln1993Sowing17Jul1994CultivarWhero  1994-11-10  16.22
Lincoln1993Sowing17Jul1994CultivarWhero  1994-11-14  17.71
Lincoln1993Sowing17Jul1994CultivarWhero  1994-11-17  18.48
Lincoln1993Sowing17Jul1994CultivarWhero  1994-11-21  19.48
Lincoln1993Sowing17Jul1994CultivarWhero  1994-11-24  20.54
Lincoln1993Sowing17Jul1994CultivarPatea  1994-09-01  2.10
Lincoln1993Sowing17Jul1994CultivarPatea  1994-09-06  2.63
Lincoln1993Sowing17Jul1994CultivarPatea  1994-09-14  3.50
Lincoln1993Sowing17Jul1994CultivarPatea  1994-09-20  4.23
Lincoln1993Sowing17Jul1994CultivarPatea  1994-09-27  4.90
Lincoln1993Sowing17Jul1994CultivarPatea  1994-10-03  5.47
Lincoln1993Sowing17Jul1994CultivarPatea  1994-10-11  6.77
Lincoln1993Sowing17Jul1994CultivarPatea  1994-10-17  7.90
Lincoln1993Sowing17Jul1994CultivarPatea  1994-10-25  9.57
Lincoln1993Sowing17Jul1994CultivarPatea  1994-11-02  11.57
Lincoln1993Sowing17Jul1994CultivarPatea  1994-11-07  13.33
Lincoln1993Sowing17Jul1994CultivarPatea  1994-11-10  13.93
Lincoln1993Sowing17Jul1994CultivarPatea  1994-11-14  14.92
Lincoln1993Sowing17Jul1994CultivarPatea  1994-11-17  15.47
Lincoln1993Sowing17Jul1994CultivarPatea  1994-11-21  16.18
Lincoln1993Sowing15Aug1994CultivarMassey  1994-09-14  1.07
Lincoln1993Sowing15Aug1994CultivarMassey  1994-09-23  2.37
Lincoln1993Sowing15Aug1994CultivarMassey  1994-09-27  2.93
Lincoln1993Sowing15Aug1994CultivarMassey  1994-10-03  3.00
Lincoln1993Sowing15Aug1994CultivarMassey  1994-10-11  4.20
Lincoln1993Sowing15Aug1994CultivarMassey  1994-10-17  5.10
Lincoln1993Sowing15Aug1994CultivarMassey  1994-10-25  6.27
Lincoln1993Sowing15Aug1994CultivarMassey  1994-11-01  7.97
Lincoln1993Sowing15Aug1994CultivarMassey  1994-11-07  9.83
Lincoln1993Sowing15Aug1994CultivarMassey  1994-11-10  10.73
Lincoln1993Sowing15Aug1994CultivarMassey  1994-11-14  11.29
Lincoln1993Sowing15Aug1994CultivarMassey  1994-11-17  11.80
Lincoln1993Sowing15Aug1994CultivarTrounce  1994-09-14  1.33
Lincoln1993Sowing15Aug1994CultivarTrounce  1994-09-23  2.80
Lincoln1993Sowing15Aug1994CultivarTrounce  1994-09-27  3.03
Lincoln1993Sowing15Aug1994CultivarTrounce  1994-10-03  3.37
Lincoln1993Sowing15Aug1994CultivarTrounce  1994-10-11  4.80
Lincoln1993Sowing15Aug1994CultivarTrounce  1994-10-17  5.20
Lincoln1993Sowing15Aug1994CultivarTrounce  1994-10-25  7.03
Lincoln1993Sowing15Aug1994CultivarTrounce  1994-11-01  8.83
Lincoln1993Sowing15Aug1994CultivarTrounce  1994-11-07  11.10
Lincoln1993Sowing15Aug1994CultivarTrounce  1994-11-10  12.30
Lincoln1993Sowing15Aug1994CultivarTrounce  1994-11-14  13.07
Lincoln1993Sowing15Aug1994CultivarTrounce  1994-11-17  13.67
Lincoln1993Sowing15Aug1994CultivarTrounce  1994-11-21  15.27
Lincoln1993Sowing15Aug1994CultivarTrounce  1994-11-24  15.96
Lincoln1993Sowing15Aug1994CultivarTrounce  1994-11-28  17.08
Lincoln1993Sowing15Aug1994CultivarRovar  1994-09-14  1.27
Lincoln1993Sowing15Aug1994CultivarRovar  1994-09-23  2.97
Lincoln1993Sowing15Aug1994CultivarRovar  1994-09-27  3.10
Lincoln1993Sowing15Aug1994CultivarRovar  1994-10-03  3.73
Lincoln1993Sowing15Aug1994CultivarRovar  1994-10-11  5.00
Lincoln1993Sowing15Aug1994CultivarRovar  1994-10-17  5.10
Lincoln1993Sowing15Aug1994CultivarRovar  1994-10-25  6.83
Lincoln1993Sowing15Aug1994CultivarRovar  1994-11-01  8.37
Lincoln1993Sowing15Aug1994CultivarRovar  1994-11-07  10.24
Lincoln1993Sowing15Aug1994CultivarRovar  1994-11-10  11.96
Lincoln1993Sowing15Aug1994CultivarRovar  1994-11-14  13.20
Lincoln1993Sowing15Aug1994CultivarRovar  1994-11-17  13.53
Lincoln1993Sowing15Aug1994CultivarRovar  1994-11-21  14.63
Lincoln1993Sowing15Aug1994CultivarRovar  1994-11-24  15.40
Lincoln1993Sowing15Aug1994CultivarRovar  1994-11-28  16.00
Lincoln1993Sowing15Aug1994CultivarWhero  1994-09-14  1.77
Lincoln1993Sowing15Aug1994CultivarWhero  1994-09-23  3.13
Lincoln1993Sowing15Aug1994CultivarWhero  1994-09-27  3.63
Lincoln1993Sowing15Aug1994CultivarWhero  1994-10-03  3.93
Lincoln1993Sowing15Aug1994CultivarWhero  1994-10-11  5.47
Lincoln1993Sowing15Aug1994CultivarWhero  1994-10-17  6.23
Lincoln1993Sowing15Aug1994CultivarWhero  1994-10-25  8.03
Lincoln1993Sowing15Aug1994CultivarWhero  1994-11-01  10.23
Lincoln1993Sowing15Aug1994CultivarWhero  1994-11-07  12.50
Lincoln1993Sowing15Aug1994CultivarWhero  1994-11-10  14.07
Lincoln1993Sowing15Aug1994CultivarWhero  1994-11-14  15.10
Lincoln1993Sowing15Aug1994CultivarWhero  1994-11-17  16.39
Lincoln1993Sowing15Aug1994CultivarWhero  1994-11-21  18.04
Lincoln1993Sowing15Aug1994CultivarWhero  1994-11-24  18.92
Lincoln1993Sowing15Aug1994CultivarWhero  1994-11-28  20.55
Lincoln1993Sowing15Aug1994CultivarPatea  1994-09-14  1.20
Lincoln1993Sowing15Aug1994CultivarPatea  1994-09-20  2.57
Lincoln1993Sowing15Aug1994CultivarPatea  1994-09-27  2.87
Lincoln1993Sowing15Aug1994CultivarPatea  1994-10-03  3.13
Lincoln1993Sowing15Aug1994CultivarPatea  1994-10-11  4.60
Lincoln1993Sowing15Aug1994CultivarPatea  1994-10-17  5.10
Lincoln1993Sowing15Aug1994CultivarPatea  1994-10-25  6.87
Lincoln1993Sowing15Aug1994CultivarPatea  1994-11-02  8.73
Lincoln1993Sowing15Aug1994CultivarPatea  1994-11-07  10.83
Lincoln1993Sowing15Aug1994CultivarPatea  1994-11-10  11.70
Lincoln1993Sowing15Aug1994CultivarPatea  1994-11-14  12.45
Lincoln1993Sowing15Aug1994CultivarPatea  1994-11-17  13.37
Lincoln1993Sowing15Aug1994CultivarPatea  1994-11-21  14.04
Lincoln1993Sowing15Aug1994CultivarPatea  1994-11-24  14.77
Lincoln1993Sowing15Sep1994CultivarMassey  1994-10-11  1.00
Lincoln1993Sowing15Sep1994CultivarMassey  1994-10-17  2.03
Lincoln1993Sowing15Sep1994CultivarMassey  1994-10-25  3.00
Lincoln1993Sowing15Sep1994CultivarMassey  1994-11-02  4.93
Lincoln1993Sowing15Sep1994CultivarMassey  1994-11-07  6.30
Lincoln1993Sowing15Sep1994CultivarMassey  1994-11-10  7.27
Lincoln1993Sowing15Sep1994CultivarMassey  1994-11-14  8.23
Lincoln1993Sowing15Sep1994CultivarMassey  1994-11-17  9.20
Lincoln1993Sowing15Sep1994CultivarMassey  1994-11-21  9.70
Lincoln1993Sowing15Sep1994CultivarMassey  1994-11-24  10.07
Lincoln1993Sowing15Sep1994CultivarMassey  1994-11-28  11.17
Lincoln1993Sowing15Sep1994CultivarTrounce  1994-10-11  1.13
Lincoln1993Sowing15Sep1994CultivarTrounce  1994-10-17  1.97
Lincoln1993Sowing15Sep1994CultivarTrounce  1994-10-25  3.03
Lincoln1993Sowing15Sep1994CultivarTrounce  1994-11-02  5.07
Lincoln1993Sowing15Sep1994CultivarTrounce  1994-11-07  6.57
Lincoln1993Sowing15Sep1994CultivarTrounce  1994-11-10  7.63
Lincoln1993Sowing15Sep1994CultivarTrounce  1994-11-14  8.43
Lincoln1993Sowing15Sep1994CultivarTrounce  1994-11-17  9.87
Lincoln1993Sowing15Sep1994CultivarTrounce  1994-11-21  10.80
Lincoln1993Sowing15Sep1994CultivarTrounce  1994-11-24  11.97
Lincoln1993Sowing15Sep1994CultivarTrounce  1994-11-28  13.20
Lincoln1993Sowing15Sep1994CultivarTrounce  1994-12-01  14.33
