SimulationName OldName Clock.Today FodderBeet.Phenology.Stage FodderBeet.Phenology.StageX FodderBeet.Phenology.AccumulatedThermalTime.Value FodderBeet.Summariser.LiveDM FodderBeet.Bulb.Live.Wt FodderBeet.Petiole.Live.Wt FodderBeet.Leaf.Live.Wt FodderBeet.Total.Wt FodderBeet.TotalDead.Wt FodderBeet.Leaf.LAI FodderBeet.Leaf.PlantAppearedGreenLeafNo FodderBeet.Leaf.PlantAppearedLeafNo FodderBeet.Leaf.PlantSenescedLeafNo FodderBeet.Leaf.CoverGreen
() () () () () (g/m2) (g/m2) (g/m2) (g/m2) (g/m2) (g/m2) (g/m2) (m2/m2) () () () (0-1)
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-02-25 * * * * * * * * * * 23.2 34.2 11.3 *
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-03-04 * * * * * * * * * * 22.8 36.3 13.8 *
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-03-12 * * * * * * * * * * 23.0 39.1 16.2 *
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-03-18 * * * * * * * * * * 21.4 40.7 22.7 *
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-03-25 * * * * * * * * * * 23.2 42.9 19.7 *
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-04-01 * * * * * * * * * * 24.2 45.3 20.7 *
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-04-09 * * * * * * * * * * 24.7 47.6 22.3 *
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-04-15 * * * * * * * * * * 25.8 48.3 22.0 *
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-04-23 * * * * * * * * * * 26.2 50.0 23.3 *
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-04-30 * * * * * * * * * * 27.2 51.9 24.5 *
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-05-07 * * * * * * * * * * 28.3 54.1 25.7 *
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-05-14 * * * * * * * * * * 27.8 54.6 26.7 *
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-05-22 * * * * * * * * * * 27.8 55.7 27.5 *
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-05-27 * * * * * * * * * * 25.0 56.1 30.8 *
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-06-08 * * * * * * * * * * 23.2 57.4 34.0 *
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-07-15 * * * * * * * * * * 23.3 69.0 45.8 *
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-09-16 * * * * * * * * * * 22.2 74.2 46.8 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2014-12-26 * * * * * * * * * * 7.5 7.5 0.0 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-01-02 * * * * * * * * * * 11.7 11.7 0.0 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-01-08 * * * * * * * * * * 13.6 14.8 1.2 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-01-16 * * * * * * * * * * 15.6 18.0 2.4 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-01-23 * * * * * * * * * * 16.1 20.2 4.1 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-01-29 * * * * * * * * * * 18.2 22.7 4.5 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-02-03 * * * * * * * * * * 19.3 24.3 6.0 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-02-10 * * * * * * * * * * 21.2 26.0 6.0 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-02-19 * * * * * * * * * * 22.8 28.6 7.2 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-02-25 * * * * * * * * * * 23.5 30.8 8.7 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-03-04 * * * * * * * * * * 23.0 33.4 11.7 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-03-12 * * * * * * * * * * 24.2 36.1 13.2 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-03-18 * * * * * * * * * * 22.8 37.4 16.2 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-03-25 * * * * * * * * * * 24.2 39.4 17.0 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-04-01 * * * * * * * * * * 24.0 42.0 20.2 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-04-09 * * * * * * * * * * 24.5 43.7 20.7 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-04-15 * * * * * * * * * * 25.3 44.6 21.3 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-04-23 * * * * * * * * * * 26.3 47.1 23.0 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-04-30 * * * * * * * * * * 28.0 48.9 23.2 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-05-07 * * * * * * * * * * 28.7 50.6 24.5 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-05-14 * * * * * * * * * * 28.2 51.7 26.0 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-05-22 * * * * * * * * * * 27.8 53.0 27.7 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-05-27 * * * * * * * * * * 28.3 53.9 28.2 *
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-06-08 * * * * * * * * * * 26.5 57.2 33.5 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2014-12-26 * * * * * * * * * * 8.0 8.0 0.0 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-01-02 * * * * * * * * * * 11.9 12.9 1.0 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-01-08 * * * * * * * * * * 13.9 15.3 1.4 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-01-16 * * * * * * * * * * 15.4 18.4 3.0 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-01-23 * * * * * * * * * * 17.0 21.2 4.2 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-01-29 * * * * * * * * * * 19.3 23.9 4.6 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-02-03 * * * * * * * * * * 19.3 25.5 7.0 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-02-10 * * * * * * * * * * 20.2 27.2 8.0 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-02-19 * * * * * * * * * * 22.2 29.7 8.8 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-02-25 * * * * * * * * * * 23.2 32.1 10.0 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-03-04 * * * * * * * * * * 22.2 34.4 13.5 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-03-12 * * * * * * * * * * 21.2 37.1 16.5 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-03-18 * * * * * * * * * * 23.8 39.1 15.7 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-03-25 * * * * * * * * * * 22.8 41.2 18.8 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-04-01 * * * * * * * * * * 23.7 43.5 20.0 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-04-09 * * * * * * * * * * 23.7 45.6 22.7 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-04-15 * * * * * * * * * * 24.7 49.0 23.0 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-04-23 * * * * * * * * * * 27.0 51.2 23.0 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-04-30 * * * * * * * * * * 29.0 53.6 23.2 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-05-07 * * * * * * * * * * 29.8 55.6 24.2 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-05-14 * * * * * * * * * * 28.3 55.8 26.2 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-05-22 * * * * * * * * * * 28.7 57.0 27.5 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-05-27 * * * * * * * * * * 27.7 57.6 28.7 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-06-08 * * * * * * * * * * 23.8 61.2 36.2 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-07-15 * * * * * * * * * * 23.0 64.6 40.2 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-08-21 * * * * * * * * * * 24.2 73.3 48.0 *
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-09-16 * * * * * * * * * * 26.3 79.1 42.3 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-01-16 * * * * * * * * * * 6.8 6.8 0.0 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-01-22 * * * * * * * * * * 9.9 9.9 0.0 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-01-29 * * * * * * * * * * 14.1 14.6 0.5 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-02-03 * * * * * * * * * * 14.7 17.2 2.2 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-02-10 * * * * * * * * * * 16.3 20.0 3.0 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-02-19 * * * * * * * * * * 17.8 22.8 4.2 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-02-26 * * * * * * * * * * 19.3 25.4 5.2 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-03-04 * * * * * * * * * * 20.5 27.6 6.3 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-03-12 * * * * * * * * * * 20.9 30.3 8.3 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-03-18 * * * * * * * * * * 20.9 32.6 10.0 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-03-25 * * * * * * * * * * 21.7 34.2 11.0 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-04-01 * * * * * * * * * * 21.3 36.3 13.3 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-04-09 * * * * * * * * * * 20.8 39.6 16.8 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-04-15 * * * * * * * * * * 20.7 40.8 17.8 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-04-23 * * * * * * * * * * 22.3 43.9 18.6 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-04-30 * * * * * * * * * * 24.6 45.6 19.2 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-05-07 * * * * * * * * * * 26.6 47.4 19.0 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-05-14 * * * * * * * * * * 26.6 48.8 20.4 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-05-22 * * * * * * * * * * 27.4 50.5 21.4 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-05-27 * * * * * * * * * * 27.2 51.3 22.6 *
Lincoln2014CvRiv_Dec FRNLRivageSD4 2015-06-08 * * * * * * * * * * 23.4 52.5 27.2 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-01-16 * * * * * * * * * * 5.5 5.5 0.0 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-01-22 * * * * * * * * * * 7.9 8.2 0.3 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-01-29 * * * * * * * * * * 11.8 12.4 0.6 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-02-03 * * * * * * * * * * 14.3 15.1 2.0 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-02-10 * * * * * * * * * * 16.2 17.8 3.0 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-02-19 * * * * * * * * * * 19.0 21.7 4.3 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-02-26 * * * * * * * * * * 21.2 24.3 5.2 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-03-04 * * * * * * * * * * 21.2 25.6 10.0 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-03-12 * * * * * * * * * * 21.0 27.6 9.2 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-03-18 * * * * * * * * * * 21.6 29.3 10.4 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-03-25 * * * * * * * * * * 21.8 34.7 16.4 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-04-01 * * * * * * * * * * 23.2 37.2 18.0 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-04-09 * * * * * * * * * * 23.8 40.2 21.2 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-04-15 * * * * * * * * * * 26.3 41.1 18.3 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-04-23 * * * * * * * * * * 26.3 40.8 17.0 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-04-30 * * * * * * * * * * 27.0 42.2 19.0 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-05-07 * * * * * * * * * * 29.0 44.0 19.5 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-05-14 * * * * * * * * * * 27.5 45.0 22.0 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-05-22 * * * * * * * * * * 26.0 45.6 24.0 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-05-27 * * * * * * * * * * 26.0 46.2 25.0 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-06-08 * * * * * * * * * * 24.5 48.0 28.0 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-07-15 * * * * * * * * * * 21.0 51.8 35.0 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-08-21 * * * * * * * * * * 22.0 63.3 24.0 *
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-09-16 * * * * * * * * * * 23.7 68.0 14.3 *
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2014-11-20 * * * * * * * * * * * * * 0.1
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2014-11-24 * * * * * * * * * * * * * 0.15
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2014-11-27 * * * * * * * * * * * * * 0.2
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2014-12-02 * * * * * * * * * * * * * 0.28
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2014-12-08 * * * * * * * * * * * * * 0.46
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2014-12-16 * * * * * * * * * * * * * 0.64
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2014-12-22 * * * * * * * * * * * * * 0.78
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2014-12-30 * * * * * * * * * * * * * 0.82
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2015-01-08 * * * * * * * * * * * * * 0.84
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2015-01-16 * * * * * * * * * * * * * 0.85
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2015-01-22 * * * * * * * * * * * * * 0.9
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2015-02-04 * * * * * * * * * * * * * 0.93
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2015-02-10 * * * * * * * * * * * * * 0.96
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2015-02-20 * * * * * * * * * * * * * 0.88
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2015-03-09 * * * * * * * * * * * * * 0.87
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2015-03-25 * * * * * * * * * * * * * 0.8
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2015-04-10 * * * * * * * * * * * * * 0.71
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2015-04-29 * * * * * * * * * * * * * 0.82
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2015-05-13 * * * * * * * * * * * * * 0.86
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2015-06-02 * * * * * * * * * * * * * 0.87
Lincoln2014CvBri_Sep FRNLBrigadierSD1 2015-06-10 * * * * * * * * * * * * * 0.87
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2014-12-08 * * * * * * * * * * * * * 0.17
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2014-12-16 * * * * * * * * * * * * * 0.21
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2014-12-22 * * * * * * * * * * * * * 0.41
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2014-12-30 * * * * * * * * * * * * * 0.65
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-01-08 * * * * * * * * * * * * * 0.78
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-01-16 * * * * * * * * * * * * * 0.87
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-01-22 * * * * * * * * * * * * * 0.92
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-02-04 * * * * * * * * * * * * * 0.92
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-02-10 * * * * * * * * * * * * * 0.97
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-02-20 * * * * * * * * * * * * * 0.94
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-03-09 * * * * * * * * * * * * * 0.95
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-03-25 * * * * * * * * * * * * * 0.89
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-04-10 * * * * * * * * * * * * * 0.82
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-04-29 * * * * * * * * * * * * * 0.82
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-05-13 * * * * * * * * * * * * * 0.86
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-06-02 * * * * * * * * * * * * * 0.86
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-06-10 * * * * * * * * * * * * * 0.86
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-06-23 * * * * * * * * * * * * * 0.87
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-07-06 * * * * * * * * * * * * * 0.86
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-07-24 * * * * * * * * * * * * * 0.87
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-08-20 * * * * * * * * * * * * * 0.72
Lincoln2014CvBri_Oct FRNLBrigadierSD2 2015-09-02 * * * * * * * * * * * * * 0.72
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2014-12-30 * * * * * * * * * * * * * 0.17
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-01-08 * * * * * * * * * * * * * 0.45
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-01-16 * * * * * * * * * * * * * 0.73
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-01-22 * * * * * * * * * * * * * 0.81
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-02-04 * * * * * * * * * * * * * 0.85
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-02-10 * * * * * * * * * * * * * 0.91
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-02-20 * * * * * * * * * * * * * 0.95
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-03-09 * * * * * * * * * * * * * 0.96
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-03-25 * * * * * * * * * * * * * 0.9
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-04-10 * * * * * * * * * * * * * 0.81
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-04-29 * * * * * * * * * * * * * 0.82
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-05-13 * * * * * * * * * * * * * 0.85
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-06-02 * * * * * * * * * * * * * 0.86
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-06-10 * * * * * * * * * * * * * 0.86
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-06-23 * * * * * * * * * * * * * 0.85
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-07-06 * * * * * * * * * * * * * 0.84
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-07-24 * * * * * * * * * * * * * 0.81
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-08-20 * * * * * * * * * * * * * 0.66
Lincoln2014CvBri_Nov FRNLBrigadierSD3 2015-09-02 * * * * * * * * * * * * * 0.66
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-01-16 * * * * * * * * * * * * * 0.05
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-01-22 * * * * * * * * * * * * * 0.13
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-02-04 * * * * * * * * * * * * * 0.46
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-02-10 * * * * * * * * * * * * * 0.76
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-02-20 * * * * * * * * * * * * * 0.83
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-03-09 * * * * * * * * * * * * * 0.9
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-03-25 * * * * * * * * * * * * * 0.91
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-04-10 * * * * * * * * * * * * * 0.85
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-04-29 * * * * * * * * * * * * * 0.87
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-05-13 * * * * * * * * * * * * * 0.81
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-06-02 * * * * * * * * * * * * * 0.89
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-06-10 * * * * * * * * * * * * * 0.86
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-06-23 * * * * * * * * * * * * * 0.83
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-07-06 * * * * * * * * * * * * * 0.86
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-07-24 * * * * * * * * * * * * * 0.83
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-08-20 * * * * * * * * * * * * * 0.59
Lincoln2014CvBri_Dec FRNLBrigadierSD4 2015-09-02 * * * * * * * * * * * * * 0.63
Lincoln2014CvRiv_Sep FRNLRivageSD1 2014-11-20 * * * * * * * * * * * * * 0.1
Lincoln2014CvRiv_Sep FRNLRivageSD1 2014-11-24 * * * * * * * * * * * * * 0.21
Lincoln2014CvRiv_Sep FRNLRivageSD1 2014-11-27 * * * * * * * * * * * * * 0.23
Lincoln2014CvRiv_Sep FRNLRivageSD1 2014-12-02 * * * * * * * * * * * * * 0.35
Lincoln2014CvRiv_Sep FRNLRivageSD1 2014-12-08 * * * * * * * * * * * * * 0.57
Lincoln2014CvRiv_Sep FRNLRivageSD1 2014-12-16 * * * * * * * * * * * * * 0.72
Lincoln2014CvRiv_Sep FRNLRivageSD1 2014-12-22 * * * * * * * * * * * * * 0.78
Lincoln2014CvRiv_Sep FRNLRivageSD1 2014-12-30 * * * * * * * * * * * * * 0.8
Lincoln2014CvRiv_Sep FRNLRivageSD1 2015-01-08 * * * * * * * * * * * * * 0.89
Lincoln2014CvRiv_Sep FRNLRivageSD1 2015-01-16 * * * * * * * * * * * * * 0.89
Lincoln2014CvRiv_Sep FRNLRivageSD1 2015-01-22 * * * * * * * * * * * * * 0.95
Lincoln2014CvRiv_Sep FRNLRivageSD1 2015-02-04 * * * * * * * * * * * * * 0.9
Lincoln2014CvRiv_Sep FRNLRivageSD1 2015-02-10 * * * * * * * * * * * * * 0.95
Lincoln2014CvRiv_Sep FRNLRivageSD1 2015-02-20 * * * * * * * * * * * * * 0.96
Lincoln2014CvRiv_Sep FRNLRivageSD1 2015-03-09 * * * * * * * * * * * * * 0.94
Lincoln2014CvRiv_Sep FRNLRivageSD1 2015-03-25 * * * * * * * * * * * * * 0.88
Lincoln2014CvRiv_Sep FRNLRivageSD1 2015-04-10 * * * * * * * * * * * * * 0.8
Lincoln2014CvRiv_Sep FRNLRivageSD1 2015-04-29 * * * * * * * * * * * * * 0.83
Lincoln2014CvRiv_Sep FRNLRivageSD1 2015-05-13 * * * * * * * * * * * * * 0.81
Lincoln2014CvRiv_Sep FRNLRivageSD1 2015-06-02 * * * * * * * * * * * * * 0.79
Lincoln2014CvRiv_Sep FRNLRivageSD1 2015-06-10 * * * * * * * * * * * * * 0.74
Lincoln2014CvRiv_Oct FRNLRivageSD2 2014-12-08 * * * * * * * * * * * * * 0.05
Lincoln2014CvRiv_Oct FRNLRivageSD2 2014-12-16 * * * * * * * * * * * * * 0.19
Lincoln2014CvRiv_Oct FRNLRivageSD2 2014-12-22 * * * * * * * * * * * * * 0.36
Lincoln2014CvRiv_Oct FRNLRivageSD2 2014-12-30 * * * * * * * * * * * * * 0.62
Lincoln2014CvRiv_Oct FRNLRivageSD2 2015-01-08 * * * * * * * * * * * * * 0.75
Lincoln2014CvRiv_Oct FRNLRivageSD2 2015-01-16 * * * * * * * * * * * * * 0.86
Lincoln2014CvRiv_Oct FRNLRivageSD2 2015-01-22 * * * * * * * * * * * * * 0.87
Lincoln2014CvRiv_Oct FRNLRivageSD2 2015-02-04 * * * * * * * * * * * * * 0.88
Lincoln2014CvRiv_Oct FRNLRivageSD2 2015-02-10 * * * * * * * * * * * * * 0.89
Lincoln2014CvRiv_Oct FRNLRivageSD2 2015-02-20 * * * * * * * * * * * * * 0.92
Lincoln2014CvRiv_Oct FRNLRivageSD2 2015-03-09 * * * * * * * * * * * * * 0.9
Lincoln2014CvRiv_Oct FRNLRivageSD2 2015-03-25 * * * * * * * * * * * * * 0.87
Lincoln2014CvRiv_Oct FRNLRivageSD2 2015-04-10 * * * * * * * * * * * * * 0.78
Lincoln2014CvRiv_Oct FRNLRivageSD2 2015-04-29 * * * * * * * * * * * * * 0.77
Lincoln2014CvRiv_Oct FRNLRivageSD2 2015-05-13 * * * * * * * * * * * * * 0.73
Lincoln2014CvRiv_Oct FRNLRivageSD2 2015-06-02 * * * * * * * * * * * * * 0.78
Lincoln2014CvRiv_Oct FRNLRivageSD2 2015-06-10 * * * * * * * * * * * * * 0.73
Lincoln2014CvRiv_Nov FRNLRivageSD3 2014-12-30 * * * * * * * * * * * * * 0.16
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-01-08 * * * * * * * * * * * * * 0.5
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-01-16 * * * * * * * * * * * * * 0.76
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-01-22 * * * * * * * * * * * * * 0.81
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-02-04 * * * * * * * * * * * * * 0.85
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-02-10 * * * * * * * * * * * * * 0.93
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-02-20 * * * * * * * * * * * * * 0.93
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-03-09 * * * * * * * * * * * * * 0.9
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-03-25 * * * * * * * * * * * * * 0.91
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-04-10 * * * * * * * * * * * * * 0.81
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-04-29 * * * * * * * * * * * * * 0.83
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-05-13 * * * * * * * * * * * * * 0.79
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-06-02 * * * * * * * * * * * * * 0.78
Lincoln2014CvRiv_Nov FRNLRivageSD3 2015-06-10 * * * * * * * * * * * * * 0.79
