SimulationName	Clock.Today	FodderBeet.Leaf.LAI	FodderBeet.Leaf.Live.Nconc	FodderBeet.Leaf.Live.Wt	FodderBeet.Petiole.Live.Wt	FodderBeet.Petiole.Live.Nconc	FodderBeet.TotalDead.Wt	FodderBeet.TotalDead.Nconc	FodderBeet.StorageRoot.Live.Wt	FodderBeet.StorageRoot.Live.Nconc	FodderBeet.AboveGround.Wt	FodderBeet.AboveGround.N	FodderBeet.Leaf.Live.N	FodderBeet.Petiole.Live.N	FodderBeet.StorageRoot.Live.N	FodderBeet.Phenology.Stage	FodderBeet.Structure.LeafTipsAppeared	FodderBeet.Leaf.CoverTotal	Soil.Temperature(1)	Soil.Temperature(2)	Soil.Temperature(3)	Soil.Temperature(4)	Soil.Temperature(5)	Soil.Temperature(6)	Soil.Temperature(7)	Soil.SoilNitrogen.mineral_n(1)	Soil.SoilNitrogen.mineral_n(2)	Soil.SoilNitrogen.mineral_n(3)	Soil.SoilNitrogen.mineral_n(4)	Soil.SoilNitrogen.mineral_n(5)	Soil.SoilNitrogen.mineral_n(6)	Soil.SoilNitrogen.NH4(1)	Soil.SoilNitrogen.NH4(2)	Soil.SoilNitrogen.NH4(3)	Soil.SoilNitrogen.NH4(4)	Soil.SoilNitrogen.NH4(5)	Soil.SoilNitrogen.NH4(6)	Soil.SoilNitrogen.NO3(1)	Soil.SoilNitrogen.NO3(2)	Soil.SoilNitrogen.NO3(3)	Soil.SoilNitrogen.NO3(4)	Soil.SoilNitrogen.NO3(5)	Soil.SoilNitrogen.NO3(6)	Soil.SoilNitrogen.ProfileMineralN	Soil.SoilNitrogen.ProfileNO3	Soil.SoilNitrogen.ProfileNH4	Soil.SoilWater.SW(1)	Soil.SoilWater.SW(2)	Soil.SoilWater.SW(3)	Soil.SoilWater.SW(4)	Soil.SoilWater.SW(5)	Soil.SoilWater.SW(6)	Soil.SoilWater.SW(7)	Soil.SoilWater.ProfileWater	Nit	Irr
LincolnRS2016IrrNilNit0	2016-12-11	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.92220755	19.77054948	19.21200052	17.56895156	16.74524271	15.83475495	15.20421484	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.169834375	0.22044375	0.22841875	0.2369875	0.265575	0.28545625	0.1879375	419.8542188	0	Nil
LincolnRS2016IrrFullNit300	2016-12-11	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.56493021	17.49318151	17.38360469	16.72484766	16.15018333	15.47773281	14.95570833	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.258175	0.25974375	0.291375	0.31506875	0.2813375	0.21118125	0.14828125	451.8609375	300	Full
LincolnRS2016IrrNilNit300	2016-12-11	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.1638582	19.51548776	19.14422734	17.61195547	16.68189219	15.75647344	15.24275052	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1693	0.24580625	0.23351875	0.28521875	0.2815125	0.2844625	0.20463125	449.0690625	300	Nil
LincolnRS2016IrrFullNit50	2016-12-11	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.47476211	17.55933073	17.41225052	16.67018125	16.13194219	15.49389036	14.95785495	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.251284375	0.26883125	0.2699	0.305825	0.26685625	0.2417875	0.1356375	444.0192188	50	Full
LincolnRS2016IrrNilNit50	2016-12-11	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.02345977	19.42774844	19.08034557	17.62096172	16.71360599	15.82226953	15.23756432	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.161365625	0.2098625	0.2355	0.27315625	0.26065	0.2521125	0.12305	399.0248438	50	Nil
LincolnRS2016IrrFullNit0	2016-12-12	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.8869487	17.05896901	17.11279922	16.71331042	16.19516094	15.46951693	14.98437396	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.227109375	0.26565625	0.2585	0.23889375	0.2197625	0.26515625	0.17693125	421.6879688	0	Full
LincolnRS2016IrrNilNit0	2016-12-12	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.60402292	18.80155599	18.62732865	17.65510911	16.83635469	15.87497396	15.23913802	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1661125	0.21805625	0.226425	0.23676875	0.26549375	0.2854625	0.1878375	418.2215625	0	Nil
LincolnRS2016IrrFullNit300	2016-12-12	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.54688073	16.90961432	16.92869505	16.72715052	16.1670388	15.49217188	14.98013646	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2495	0.255025	0.28915	0.31528125	0.2814375	0.2111125	0.14826875	449.25375	300	Full
LincolnRS2016IrrNilNit300	2016-12-12	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.67049701	18.63877578	18.57925755	17.69837734	16.77822396	15.80230026	15.27973255	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.16573125	0.2434625	0.232175	0.2850625	0.2815	0.28445625	0.204625	447.7246875	300	Nil
LincolnRS2016IrrFullNit50	2016-12-12	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.52347161	16.96462578	17.02065938	16.66253047	16.14865729	15.50625573	14.98159297	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.24223125	0.26370625	0.2682625	0.30585625	0.26684375	0.2418	0.135625	441.406875	50	Full
LincolnRS2016IrrNilNit50	2016-12-12	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.68627174	18.52208203	18.44069427	17.69881406	16.80633568	15.86513073	15.27341563	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.15763125	0.207175	0.23400625	0.27283125	0.26063125	0.25210625	0.12305	397.5084375	50	Nil
LincolnRS2016IrrFullNit0	2016-12-13	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.08913151	17.24552422	16.98251042	16.61483047	16.18045208	15.4838125	15.00681302	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.219959375	0.2613625	0.2566875	0.23884375	0.21976875	0.26516875	0.176925	419.4164063	0	Full
LincolnRS2016IrrNilNit0	2016-12-13	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.56871484	19.04507708	18.40700625	17.56180729	16.87741042	15.92774818	15.27964115	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.163778125	0.2161625	0.2245125	0.23639375	0.265475	0.28544375	0.18783125	416.8879688	0	Nil
LincolnRS2016IrrFullNit300	2016-12-13	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.06205716	17.22936354	16.88425781	16.62101432	16.15918724	15.51140026	15.00555885	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.242165625	0.25074375	0.28691875	0.31568125	0.2816125	0.2111	0.1482625	447.0089063	300	Full
LincolnRS2016IrrNilNit300	2016-12-13	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.75961328	18.75607682	18.34893646	17.59959583	16.81943151	15.85552786	15.32394635	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.163234375	0.24144375	0.23116875	0.284675	0.2814125	0.28445	0.20461875	446.5992188	300	Nil
LincolnRS2016IrrFullNit50	2016-12-13	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.28123294	17.3413224	16.96045339	16.54755026	16.13509792	15.52174349	15.00505026	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.234909375	0.2588875	0.2662625	0.30570625	0.26678125	0.24179375	0.135625	438.9201563	50	Full
LincolnRS2016IrrNilNit50	2016-12-13	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.68885221	18.68937266	18.25703229	17.59118776	16.84617917	15.91653854	15.31630833	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.15515625	0.2045	0.2323125	0.2726	0.26043125	0.252075	0.12305	396.0890625	50	Nil
LincolnRS2016IrrFullNit0	2016-12-14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.511178854	20.79564844	18.76551589	17.92932318	16.63038594	16.1513013	15.48848958	15.02374974	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.20935	0.25611875	0.2539375	0.2387625	0.219775	0.26514375	0.176925	416.1834375	0	Full
LincolnRS2016IrrNilNit0	2016-12-14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.331721057	22.43455521	20.70796484	19.37579167	17.5804375	16.87212708	15.9637888	15.3227737	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.15928125	0.21389375	0.222175	0.236075	0.26534375	0.28536875	0.1878125	415.00875	0	Nil
LincolnRS2016IrrFullNit300	2016-12-14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.486107138	21.02020286	18.7915901	17.87901432	16.63353385	16.1267487	15.51770495	15.0263776	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.231128125	0.24431875	0.28395	0.3161625	0.281825	0.21106875	0.1482375	443.6901563	300	Full
LincolnRS2016IrrNilNit300	2016-12-14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.375597948	22.61459336	20.27032057	19.30718411	17.63319271	16.81823333	15.89373125	15.36650443	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.157803125	0.2386	0.2297	0.28444375	0.28119375	0.2843	0.20461875	444.7373438	300	Nil
LincolnRS2016IrrFullNit50	2016-12-14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.52812762	20.89642148	18.92469479	17.90648438	16.57521927	16.10532656	15.52737083	15.0241526	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.22385625	0.25205	0.2637125	0.305625	0.26670625	0.24179375	0.135625	435.4246875	50	Full
LincolnRS2016IrrNilNit50	2016-12-14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.382534446	22.48526224	20.20515885	19.26088333	17.61297031	16.84250078	15.95460781	15.35836406	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.150040625	0.2005875	0.23046875	0.27244375	0.26034375	0.25200625	0.12305	394.0879688	50	Nil
LincolnRS2016IrrFullNit0	2016-12-15	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.224225	20.02450755	19.00155313	16.90645833	16.19660078	15.49465703	15.03877448	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.197075	0.2496875	0.25036875	0.238775	0.21969375	0.26515625	0.176925	412.29	0	Full
LincolnRS2016IrrNilNit0	2016-12-15	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	22.27230924	21.87893464	20.34565078	17.85622917	16.93778203	15.99580078	15.35865807	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.153809375	0.21093125	0.2192125	0.23603125	0.26525	0.28540625	0.18783125	412.8304688	0	Nil
LincolnRS2016IrrFullNit300	2016-12-15	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.00987474	20.07620781	18.94351745	16.91176458	16.1659276	15.52378802	15.04182057	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.21804375	0.236625	0.2801875	0.3167375	0.2820125	0.21095625	0.14824375	439.6415625	300	Full
LincolnRS2016IrrNilNit300	2016-12-15	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	22.24455404	21.33532396	20.25654661	17.93285521	16.89091823	15.92693203	15.40374271	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.151178125	0.23491875	0.22810625	0.2843625	0.2811875	0.28435625	0.204625	442.7057813	300	Nil
LincolnRS2016IrrFullNit50	2016-12-15	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.94115885	20.19487813	18.90288151	16.86367943	16.1556862	15.53473646	15.03915807	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.211003125	0.24415	0.2606	0.305575	0.2666125	0.24179375	0.13563125	431.3367188	50	Full
LincolnRS2016IrrNilNit50	2016-12-15	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	22.30431419	21.31084167	20.18882865	17.91065469	16.90266406	15.98463958	15.39427161	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.14375	0.19630625	0.22855625	0.2724375	0.2603375	0.25193125	0.1230375	391.8984375	50	Nil
LincolnRS2016IrrFullNit0	2016-12-16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.03295495	19.33207083	18.76418854	17.24169583	16.34629063	15.53161563	15.05989193	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.18590625	0.24280625	0.24644375	0.238675	0.21965	0.26514375	0.176925	408.358125	0	Full
LincolnRS2016IrrNilNit0	2016-12-16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.27857331	21.09982995	20.05390625	18.16288464	17.09493385	16.05019505	15.39750911	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.14871875	0.207575	0.21543125	0.235775	0.26515	0.28540625	0.18786875	410.3334375	0	Nil
LincolnRS2016IrrFullNit300	2016-12-16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.13461784	19.37054323	18.69087917	17.24356484	16.31549219	15.56067682	15.06475885	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.205996875	0.22876875	0.27561875	0.3169375	0.28215	0.2109375	0.14830625	435.3998438	300	Full
LincolnRS2016IrrNilNit300	2016-12-16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.04827669	20.59338776	19.96818047	18.23872656	17.0530526	15.98525365	15.44264115	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.14523125	0.230725	0.2258125	0.28425	0.28115625	0.2843375	0.20460625	440.4421875	300	Nil
LincolnRS2016IrrFullNit50	2016-12-16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.604	19.33925599	18.69311016	17.18404661	16.30405286	15.57453203	15.06285729	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.198775	0.23589375	0.2569375	0.3054625	0.26669375	0.24178125	0.13560625	427.1446875	50	Full
LincolnRS2016IrrNilNit50	2016-12-16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.1373888	20.5193125	19.84680469	18.21597448	17.0567638	16.03898568	15.43202474	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.137934375	0.1911625	0.2259875	0.2724625	0.2602375	0.2518875	0.123025	389.4445313	50	Nil
LincolnRS2016IrrFullNit0	2016-12-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.22869049	19.65197786	19.13148047	17.42680391	16.49781068	15.60588021	15.09789688	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.17663125	0.236475	0.24290625	0.23864375	0.2196375	0.26510625	0.1769125	404.9278125	0	Full
LincolnRS2016IrrNilNit0	2016-12-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.81788164	21.22807161	20.34427474	18.33293125	17.24546979	16.13277474	15.44748281	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1444375	0.2041	0.21240625	0.235525	0.2651	0.28539375	0.1879	408.178125	0	Nil
LincolnRS2016IrrFullNit300	2016-12-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.06765521	19.66080495	19.06144531	17.43513073	16.468625	15.63337865	15.1042388	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.195778125	0.2218875	0.2715	0.3170625	0.2824625	0.2109875	0.1483625	431.7623438	300	Full
LincolnRS2016IrrNilNit300	2016-12-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.78949831	20.86362448	20.29321693	18.4007526	17.20216615	16.07013047	15.49789219	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.14079375	0.22703125	0.22364375	0.28413125	0.28116875	0.2843125	0.2045375	438.511875	300	Nil
LincolnRS2016IrrFullNit50	2016-12-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.84189063	19.67290625	19.01454063	17.3601625	16.45193151	15.64917188	15.10376042	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1889625	0.2289	0.25374375	0.30534375	0.266675	0.24175625	0.13555	423.6	50	Full
LincolnRS2016IrrNilNit50	2016-12-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.77393464	20.65937891	20.13878802	18.37919323	17.20710365	16.12077292	15.48492448	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1334125	0.1872875	0.22375	0.27224375	0.260225	0.25189375	0.12300625	387.440625	50	Nil
LincolnRS2016IrrFullNit0	2016-12-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.80246589	18.78082344	18.73857474	17.59085729	16.64044557	15.69127057	15.15398724	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.170346875	0.23094375	0.239725	0.2384375	0.219725	0.26516875	0.1769625	402.1992188	0	Full
LincolnRS2016IrrNilNit0	2016-12-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.47821628	19.85610911	19.74468359	18.45884818	17.38320833	16.22395729	15.51141276	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.141265625	0.20099375	0.20978125	0.23529375	0.26498125	0.28551875	0.187875	406.3739063	0	Nil
LincolnRS2016IrrFullNit300	2016-12-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.83507422	18.73188724	18.6721	17.60067344	16.61727682	15.72255313	15.16118646	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.188896875	0.216125	0.26770625	0.31703125	0.28248125	0.2109625	0.14835	428.7126563	300	Full
LincolnRS2016IrrNilNit300	2016-12-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.44708229	19.785175	19.74720365	18.51854792	17.33842474	16.16414141	15.5658526	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.13754375	0.22403125	0.2215625	0.2838125	0.2810625	0.2842875	0.2045125	436.8075	300	Nil
LincolnRS2016IrrFullNit50	2016-12-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.77458594	18.73204609	18.66471823	17.52204844	16.59368698	15.73635078	15.15940078	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.182409375	0.223625	0.25063125	0.30509375	0.26663125	0.241825	0.13565	420.8545313	50	Full
LincolnRS2016IrrNilNit50	2016-12-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.37446302	19.6257487	19.60242578	18.49999375	17.34463724	16.21277995	15.54879115	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.130425	0.18394375	0.2212125	0.27200625	0.2601875	0.25178125	0.12300625	385.6134375	50	Nil
LincolnRS2016IrrFullNit0	2016-12-19	1.132459495	0.042935	65.15956097	20.22329687	0.02592	1.995931426	0.0188875	26.90590885	0.019035	114.2846981	3.780452495	2.769973453	0.491743905	0.481971934	*	*	0.523250405	20.74448216	19.68353854	18.85071302	17.56741719	16.74217161	15.78344219	15.22096927	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.159546875	0.22410625	0.23485	0.23815	0.2197	0.2651875	0.17701875	398.0198438	0	Full
LincolnRS2016IrrNilNit0	2016-12-19	0.706087415	0.042845	44.24465238	14.90962638	0.024125	1.979847668	0.0183275	27.96352624	0.017965	89.09765266	2.752091448	1.885263704	0.352817431	0.477628216	*	*	0.383229111	21.85872383	21.11612839	19.77718984	18.37090495	17.46468516	16.31589401	15.58185026	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.13615	0.1972625	0.2057375	0.23483125	0.26489375	0.28560625	0.18788125	403.696875	0	Nil
LincolnRS2016IrrFullNit300	2016-12-19	0.837882754	0.0451525	49.39527612	15.71742685	0.0292025	1.920570739	0.023985	18.77116485	0.0202475	85.80443856	3.15380927	2.252415681	0.464281975	0.38501474	*	*	0.573079284	20.30632591	19.63777396	18.80369141	17.56456927	16.72234844	15.81736979	15.22642917	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.176996875	0.20649375	0.26284375	0.31664375	0.28250625	0.2110875	0.14834375	423.9510938	300	Full
LincolnRS2016IrrNilNit300	2016-12-19	0.682603439	0.042815	42.83807241	13.32339458	0.02438	1.742893005	0.01777	22.60752944	0.01783	80.51188943	2.587039815	1.837222707	0.325240473	0.392073286	*	*	0.43213408	21.66737617	20.5513487	19.72825443	18.41063698	17.41678385	16.25609297	15.63993802	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.13184375	0.2193375	0.21769375	0.28355625	0.28096875	0.284275	0.20449375	433.9734375	300	Nil
LincolnRS2016IrrFullNit50	2016-12-19	0.815587425	0.047385	46.62475325	13.65056648	0.03327	2.430272867	0.0237775	18.43689225	0.021875	81.14248484	2.963769791	2.127610659	0.418009622	0.361055173	*	*	0.538745251	20.48685599	19.76458438	18.71441563	17.49139505	16.69224505	15.82973359	15.22646042	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.170596875	0.21546875	0.24675625	0.30489375	0.2665125	0.2418	0.13565	416.5935938	50	Full
LincolnRS2016IrrNilNit50	2016-12-19	0.670772168	0.0429175	41.04346731	11.13400074	0.0291175	1.86526722	0.018115	20.6193551	0.02014	74.66209036	2.336963644	1.698677428	0.267872303	0.340892696	*	*	0.426229915	21.85471602	20.53764818	19.65395443	18.3954901	17.42614427	16.30616458	15.62153021	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.125575	0.17928125	0.21810625	0.27146875	0.26018125	0.25185	0.123025	383.1178125	50	Nil
LincolnRS2016IrrFullNit0	2016-12-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.88053919	19.5115263	19.15587292	17.68329219	16.80706901	15.86260625	15.2906651	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1518375	0.2181375	0.23071875	0.23775	0.21961875	0.26531875	0.1770125	394.621875	0	Full
LincolnRS2016IrrNilNit0	2016-12-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.38366875	20.85504792	20.11606406	18.46064271	17.50082604	16.38952448	15.65116432	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.13218125	0.193425	0.2025375	0.23449375	0.26480625	0.2856125	0.18781875	401.4215625	0	Nil
LincolnRS2016IrrFullNit300	2016-12-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.29111927	19.37913021	18.97669141	17.67137995	16.78312969	15.8974125	15.29673516	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.168046875	0.19941875	0.25838125	0.3164625	0.2825125	0.21106875	0.14833125	420.1467188	300	Full
LincolnRS2016IrrNilNit300	2016-12-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.22627878	20.50128958	20.05366693	18.51075625	17.45019531	16.32710521	15.71249792	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.12825	0.21508125	0.214575	0.283275	0.28074375	0.2843375	0.20455625	431.7459375	300	Nil
LincolnRS2016IrrFullNit50	2016-12-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.25574349	19.4205612	18.931725	17.59252865	16.75162344	15.90532656	15.29494271	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1623	0.2089	0.24324375	0.30473125	0.26635	0.241775	0.1356375	413.20125	50	Full
LincolnRS2016IrrNilNit50	2016-12-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.09703659	20.33465625	19.93408047	18.49843516	17.46233958	16.3809224	15.69443594	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1217625	0.17541875	0.215225	0.271225	0.26004375	0.251825	0.12304375	380.9859375	50	Nil
LincolnRS2016IrrFullNit0	2016-12-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	22.20927904	20.12864115	19.40097708	17.78334609	16.89855677	15.9339625	15.35307318	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.21591875	0.219675	0.2291375	0.2370125	0.21951875	0.2653125	0.1771125	403.7671875	0	Full
LincolnRS2016IrrNilNit0	2016-12-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	24.64995768	22.0264888	20.37001458	18.52894063	17.5748276	16.45285208	15.71374792	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1276875	0.189525	0.19805625	0.23415	0.26459375	0.28566875	0.18785	398.6775	0	Nil
LincolnRS2016IrrFullNit300	2016-12-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.75329779	20.17272656	19.28172578	17.75065755	16.86799896	15.96951641	15.36034167	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.24575625	0.21038125	0.26029375	0.3161	0.2823625	0.21106875	0.14833125	433.8675	300	Full
LincolnRS2016IrrNilNit300	2016-12-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	24.55738047	21.39450078	20.30736068	18.57527891	17.52172318	16.3900013	15.7751375	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.123684375	0.21016875	0.2105	0.28295625	0.28065625	0.28433125	0.20455625	428.9779688	300	Nil
LincolnRS2016IrrFullNit50	2016-12-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	22.35379154	20.19497005	19.19728646	17.67735104	16.83689089	15.97760365	15.36031745	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.22580625	0.22635	0.2412375	0.30454375	0.26626875	0.24183125	0.135625	424.6753125	50	Full
LincolnRS2016IrrNilNit50	2016-12-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	24.83520521	21.27427292	20.20064063	18.56699297	17.5408599	16.44625286	15.75847474	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1177875	0.17108125	0.211875	0.27075	0.2599625	0.2518	0.12305	378.5615625	50	Nil
