SimulationName	Clock.Today	FodderBeet.Leaf.LAI	FodderBeet.Leaf.Live.Nconc	FodderBeet.Leaf.Live.Wt	FodderBeet.Petiole.Live.Wt	FodderBeet.Petiole.Live.Nconc	FodderBeet.TotalDead.Wt	FodderBeet.TotalDead.Nconc	FodderBeet.StorageRoot.Live.Wt	FodderBeet.StorageRoot.Live.Nconc	FodderBeet.AboveGround.Wt	FodderBeet.AboveGround.N	FodderBeet.Leaf.Live.N	FodderBeet.Petiole.Live.N	FodderBeet.StorageRoot.Live.N	FodderBeet.Phenology.Stage	FodderBeet.Structure.LeafTipsAppeared	FodderBeet.Leaf.CoverTotal	Soil.Temperature(1)	Soil.Temperature(2)	Soil.Temperature(3)	Soil.Temperature(4)	Soil.Temperature(5)	Soil.Temperature(6)	Soil.Temperature(7)	Soil.SoilNitrogen.mineral_n(1)	Soil.SoilNitrogen.mineral_n(2)	Soil.SoilNitrogen.mineral_n(3)	Soil.SoilNitrogen.mineral_n(4)	Soil.SoilNitrogen.mineral_n(5)	Soil.SoilNitrogen.mineral_n(6)	Soil.SoilNitrogen.NH4(1)	Soil.SoilNitrogen.NH4(2)	Soil.SoilNitrogen.NH4(3)	Soil.SoilNitrogen.NH4(4)	Soil.SoilNitrogen.NH4(5)	Soil.SoilNitrogen.NH4(6)	Soil.SoilNitrogen.NO3(1)	Soil.SoilNitrogen.NO3(2)	Soil.SoilNitrogen.NO3(3)	Soil.SoilNitrogen.NO3(4)	Soil.SoilNitrogen.NO3(5)	Soil.SoilNitrogen.NO3(6)	Soil.SoilNitrogen.ProfileMineralN	Soil.SoilNitrogen.ProfileNO3	Soil.SoilNitrogen.ProfileNH4	Soil.SoilWater.SW(1)	Soil.SoilWater.SW(2)	Soil.SoilWater.SW(3)	Soil.SoilWater.SW(4)	Soil.SoilWater.SW(5)	Soil.SoilWater.SW(6)	Soil.SoilWater.SW(7)	Soil.SoilWater.ProfileWater	Nit	Irr
LincolnRS2016IrrFullNit300	2017-04-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.97683975	10.67614857	11.9945125	12.70381406	13.89099323	14.23964401	14.49552396	14.62182188	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.291359375	0.27371875	0.30961875	0.313675	0.26261875	0.19326875	0.1394125	450.3398438	300	Full
LincolnRS2016IrrNilNit300	2017-04-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.783856438	11.04315208	12.92259089	13.63468177	14.85938307	15.15234922	15.23295078	15.27614323	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.066771875	0.1178375	0.1090875	0.153775	0.15905625	0.23598125	0.1760125	277.8651563	300	Nil
LincolnRS2016IrrFullNit50	2017-04-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.912705038	10.90704805	12.26570911	13.07265755	14.17250625	14.54737474	14.76744922	14.85017969	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.289125	0.299975	0.29896875	0.29053125	0.24205625	0.22963125	0.12506875	444.241875	50	Full
LincolnRS2016IrrNilNit50	2017-04-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.468762828	11.10361563	12.99424896	13.70550807	14.91785339	15.25322318	15.32942865	15.34124688	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.074703125	0.1061	0.12848125	0.12183125	0.17134375	0.20681875	0.10954375	248.5260938	50	Nil
LincolnRS2016IrrFullNit0	2017-04-19	2.071667742	0.0274875	127.9897109	94.79995828	0.0148025	101.9349527	0.00757675	1788.909709	0.00588725	2113.634331	16.20738285	3.541378258	1.407443946	10.48297278	*	*	*	11.72978971	12.49720078	12.85286432	13.90530911	14.43551745	14.67164453	14.7813276	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.270871875	0.300375	0.290525	0.2252	0.197975	0.2505125	0.16755	425.2157813	0	Full
LincolnRS2016IrrNilNit0	2017-04-19	0.980808629	0.02509	77.0413401	26.94615575	0.0146425	88.07292504	0.0077795	1044.323504	0.0063385	1236.383925	9.5828635	1.924256698	0.390233694	6.58193592	*	*	*	12.58172539	13.37608464	13.68503802	14.66348307	15.13507109	15.3081987	15.31860625	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.0804625	0.12133125	0.12398125	0.12426875	0.1824375	0.25105625	0.17054375	285.9553125	0	Nil
LincolnRS2016IrrFullNit300	2017-04-19	5.695372133	0.033895	293.2913895	269.7294699	0.01953	162.939776	0.0107335	2223.884702	0.00920725	2949.845337	37.3731368	9.863946817	5.198322108	20.56387322	*	*	*	11.34321667	12.08367135	12.53944766	13.66856667	14.13680885	14.45385156	14.59147969	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.286925	0.27055	0.30741875	0.31321875	0.26294375	0.1931125	0.13919375	448.3875	300	Full
LincolnRS2016IrrNilNit300	2017-04-19	1.855464731	0.0272375	140.6343916	54.98570341	0.0180875	94.07911837	0.0095275	1152.852141	0.009615	1442.551354	16.8657847	3.800133738	1.013923435	11.14453437	*	*	*	12.31787786	13.24481536	13.57510182	14.6054513	15.02665859	15.1785625	15.23621875	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.06678125	0.1177125	0.10889375	0.153075	0.15793125	0.23530625	0.17556875	276.9065625	300	Nil
LincolnRS2016IrrFullNit50	2017-04-19	2.839073126	0.0289325	155.3319664	121.7250179	0.01389	169.2775924	0.0083065	2114.604041	0.0062425	2560.938618	20.71604293	4.497046083	1.685330239	13.12139373	*	*	*	11.62870872	12.43446563	12.89245469	13.93680703	14.43491172	14.71983203	14.81791042	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.284815625	0.29654375	0.2963875	0.290375	0.24216875	0.22955625	0.12495	442.2351563	50	Full
LincolnRS2016IrrNilNit50	2017-04-19	0.851121523	0.02282	72.07079581	25.86770266	0.016315	93.55103921	0.00859425	1014.242072	0.00638325	1205.731609	9.335793948	1.638473459	0.417642755	6.485770074	*	*	*	12.69525339	13.37407943	13.68667396	14.64843516	15.1312487	15.27435755	15.2985599	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.074796875	0.10615	0.12836875	0.1215625	0.17079375	0.20636875	0.10924375	248.0432813	50	Nil
LincolnRS2016IrrFullNit0	2017-04-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.35010768	12.38653516	12.80257995	13.7445237	14.30072682	14.60296641	14.737475	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.26520625	0.2973875	0.28840625	0.22499375	0.1979125	0.25035	0.16744375	423.1209375	0	Full
LincolnRS2016IrrNilNit0	2017-04-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.08013008	13.45234323	13.78278229	14.52659661	14.99918203	15.23556042	15.2691474	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.08020625	0.12130625	0.1239125	0.1240625	0.1822875	0.2506	0.1703125	285.579375	0	Nil
LincolnRS2016IrrFullNit300	2017-04-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.16281745	12.00716745	12.48032813	13.50989063	14.01005547	14.38943385	14.55102786	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2820625	0.26740625	0.30509375	0.3124625	0.26329375	0.1930375	0.13909375	446.3146875	300	Full
LincolnRS2016IrrNilNit300	2017-04-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.92750677	13.33467214	13.66325208	14.47492422	14.89476953	15.10598203	15.18648151	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.06649375	0.117675	0.10884375	0.15278125	0.15759375	0.2347875	0.17524375	276.4003125	300	Nil
LincolnRS2016IrrFullNit50	2017-04-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.32228451	12.32259063	12.83096432	13.78182734	14.30497526	14.65098646	14.77451172	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.27958125	0.2930375	0.2938125	0.29028125	0.24225	0.22929375	0.12476875	440.0146875	50	Full
LincolnRS2016IrrNilNit50	2017-04-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.08659349	13.46036953	13.77854609	14.51268958	14.99590703	15.2004862	15.24768802	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.074503125	0.10610625	0.12829375	0.121225	0.17045625	0.20591875	0.10906875	247.5801563	50	Nil
LincolnRS2016IrrFullNit0	2017-04-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	34	*	11.3285599	12.15762396	12.54807995	13.60779609	14.18493073	14.52365208	14.68226719	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.26009375	0.29455625	0.28603125	0.2248375	0.197875	0.25024375	0.16725625	421.070625	0	Full
LincolnRS2016IrrNilNit0	2017-04-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	28	*	11.79000911	13.06840964	13.52216823	14.42637214	14.89239792	15.15510182	15.21280078	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.0801125	0.12105625	0.12375625	0.1238875	0.1820625	0.25030625	0.1701625	285.2278125	0	Nil
LincolnRS2016IrrFullNit300	2017-04-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	36.33333333	*	11.12352422	11.77178177	12.24289036	13.3763401	13.8970125	14.31374193	14.49996094	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.277459375	0.2644	0.30283125	0.312	0.2633875	0.19299375	0.13895	444.3276563	300	Full
LincolnRS2016IrrNilNit300	2017-04-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	30	*	11.67625573	12.99734141	13.41867344	14.37554714	14.79031589	15.03003151	15.1284125	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.066465625	0.117475	0.1087	0.15250625	0.1570875	0.23431875	0.174875	275.8373438	300	Nil
LincolnRS2016IrrFullNit50	2017-04-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.29456536	12.10346016	12.5958776	13.65219349	14.19110833	14.57139141	14.71828906	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.27491875	0.28956875	0.29120625	0.29010625	0.242425	0.2292625	0.12475625	438	50	Full
LincolnRS2016IrrNilNit50	2017-04-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.8633263	13.10254844	13.52653255	14.41336536	14.88963177	15.12014818	15.18892005	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.074421875	0.1059125	0.1281	0.12095625	0.17016875	0.20539375	0.1088875	247.1020313	50	Nil
LincolnRS2016IrrFullNit0	2017-04-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.68435195	12.22506354	12.50630052	13.46426693	14.06879193	14.44144115	14.62170573	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.255284375	0.29164375	0.283725	0.22468125	0.1977	0.2501375	0.16719375	419.0704688	0	Full
LincolnRS2016IrrNilNit0	2017-04-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.42899505	13.03925938	13.42200156	14.29958672	14.79184792	15.07679219	15.15181224	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.08018125	0.12105625	0.123725	0.1237375	0.1817625	0.2499375	0.169875	284.896875	0	Nil
LincolnRS2016IrrFullNit300	2017-04-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.37403945	11.8205224	12.18764167	13.24716979	13.78488307	14.23360651	14.44375599	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.27308125	0.26169375	0.30069375	0.31124375	0.2633375	0.19285	0.13879375	442.291875	300	Full
LincolnRS2016IrrNilNit300	2017-04-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.19352982	12.97074245	13.31612682	14.25321042	14.69008281	14.95419089	15.06749479	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.06655625	0.11725625	0.1085625	0.15209375	0.15655	0.2338125	0.1744	275.1975	300	Nil
LincolnRS2016IrrFullNit50	2017-04-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.62364844	12.1819875	12.55762422	13.51641693	14.07758802	14.488725	14.65707109	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2702625	0.28615	0.28866875	0.2898875	0.2425	0.2292	0.124575	435.91125	50	Full
LincolnRS2016IrrNilNit50	2017-04-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.4970474	13.06562057	13.42746198	14.2837401	14.78903724	15.04143464	15.12560885	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.074509375	0.1058	0.127875	0.120725	0.16978125	0.20520625	0.10865	246.7176563	50	Nil
LincolnRS2016IrrFullNit0	2017-04-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.24227148	12.59100938	12.70090964	13.3688375	13.96123073	14.35700964	14.55609193	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.250328125	0.28869375	0.28146875	0.22435	0.1977125	0.25003125	0.16703125	417.0314063	0	Full
LincolnRS2016IrrNilNit0	2017-04-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.06566107	13.55834036	13.66346849	14.21069063	14.69197318	14.99907474	15.08896016	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.08015625	0.12115625	0.12376875	0.1235	0.18144375	0.2494125	0.16955625	284.50125	0	Nil
LincolnRS2016IrrFullNit300	2017-04-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.8731043	12.17617109	12.36247161	13.16123594	13.68376276	14.15346745	14.38073281	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.26853125	0.25906875	0.29848125	0.31039375	0.26339375	0.19295	0.1387875	440.341875	300	Full
LincolnRS2016IrrNilNit300	2017-04-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.67401055	13.40050156	13.53870026	14.17187474	14.5956901	14.87786979	15.00654922	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.06641875	0.117375	0.10863125	0.1518	0.156075	0.23314375	0.17406875	274.6846875	300	Nil
LincolnRS2016IrrFullNit50	2017-04-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.13487578	12.56656302	12.73526745	13.43009531	13.97244766	14.40180026	14.59089349	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.265775	0.2827	0.28619375	0.289575	0.24260625	0.229	0.12451875	433.839375	50	Full
LincolnRS2016IrrNilNit50	2017-04-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.0557099	13.53527578	13.67354531	14.19605339	14.68874948	14.96171875	15.06162266	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.074409375	0.105925	0.12805	0.1204375	0.16935	0.20460625	0.108475	246.3257813	50	Nil
LincolnRS2016IrrFullNit0	2017-04-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.62406159	12.7024776	12.80643411	13.34789375	13.8816526	14.2768599	14.48875339	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2473875	0.286175	0.27953125	0.2242375	0.19770625	0.25	0.16705625	415.59375	0	Full
LincolnRS2016IrrNilNit0	2017-04-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.82555521	13.71995443	13.76462943	14.19927786	14.61792474	14.92134063	15.02682396	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.080546875	0.1213125	0.12375625	0.1235875	0.18140625	0.2492375	0.16940625	284.4970313	0	Nil
LincolnRS2016IrrFullNit300	2017-04-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.07399922	12.22642031	12.43795495	13.13537057	13.60603411	14.07581901	14.31666563	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.26576875	0.25726875	0.29671875	0.3101375	0.26346875	0.19288125	0.1385875	438.99375	300	Full
LincolnRS2016IrrNilNit300	2017-04-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.42766094	13.46103542	13.63022917	14.16522422	14.52580573	14.8067349	14.94275885	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.06690625	0.1174125	0.10855	0.15183125	0.15625625	0.23295625	0.17373125	274.6453125	300	Nil
LincolnRS2016IrrFullNit50	2017-04-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.4654375	12.65807005	12.82886693	13.40816094	13.8946151	14.32147552	14.52272813	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.263153125	0.28015	0.28425	0.2893875	0.24274375	0.2289625	0.12446875	432.4392188	50	Full
LincolnRS2016IrrNilNit50	2017-04-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.80330599	13.63790781	13.76726849	14.18837552	14.61311146	14.88473359	14.99790078	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.07476875	0.105975	0.12795	0.12056875	0.1694	0.2045125	0.108375	246.3534375	50	Nil
LincolnRS2016IrrFullNit0	2017-04-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.67516016	13.03288099	13.0633638	13.3601901	13.83122995	14.20586693	14.42499792	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.24374375	0.28353125	0.277475	0.224125	0.19766875	0.2498125	0.1669375	413.896875	0	Full
LincolnRS2016IrrNilNit0	2017-04-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.97115742	13.93634219	13.98430599	14.2145651	14.56752292	14.85446016	14.96470365	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.08023125	0.12131875	0.1239125	0.12363125	0.1814	0.24898125	0.16923125	284.379375	0	Nil
LincolnRS2016IrrFullNit300	2017-04-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.35673594	12.57998359	12.67633906	13.13238854	13.55231302	14.00822682	14.25593411	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.262590625	0.2551	0.29503125	0.30954375	0.2634125	0.19295	0.13848125	437.4792188	300	Full
LincolnRS2016IrrNilNit300	2017-04-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.87132995	13.72248333	13.8166974	14.17054818	14.48068047	14.74163594	14.88404036	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.066578125	0.1174625	0.10864375	0.15174375	0.1561125	0.23260625	0.173425	274.3654688	300	Nil
LincolnRS2016IrrFullNit50	2017-04-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.62501549	13.00440833	13.06383568	13.41770104	13.84216563	14.25110234	14.45738568	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.259596875	0.27750625	0.282	0.2891375	0.24286875	0.2288625	0.12440625	430.7479688	50	Full
LincolnRS2016IrrNilNit50	2017-04-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.89990651	13.87829401	13.97252318	14.20809167	14.56542135	14.81747214	14.93474349	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.0744375	0.1060375	0.1281	0.1204125	0.16928125	0.20419375	0.108175	246.12	50	Nil
LincolnRS2016IrrFullNit0	2017-04-26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.70307604	12.91428698	13.03244661	13.40104974	13.80753594	14.14809167	14.36622083	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.24045	0.28115	0.2754	0.22391875	0.19766875	0.24969375	0.166825	412.291875	0	Full
LincolnRS2016IrrNilNit0	2017-04-26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.19998555	13.54881536	13.79761979	14.23031172	14.54395625	14.79787135	14.90853229	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.080296875	0.12125	0.12381875	0.12373125	0.181325	0.24875	0.1690375	284.2307813	0	Nil
LincolnRS2016IrrFullNit300	2017-04-26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.48255547	12.54706224	12.70667917	13.16362995	13.52418958	13.9529651	14.19877057	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.259653125	0.25304375	0.2931625	0.309	0.2633375	0.19291875	0.13836875	435.9407813	300	Full
LincolnRS2016IrrNilNit300	2017-04-26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.11134688	13.46255755	13.67415677	14.17603568	14.45162474	14.68826875	14.83041953	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.06668125	0.1174	0.10855	0.1517625	0.15609375	0.23231875	0.1731625	274.1784375	300	Nil
LincolnRS2016IrrFullNit50	2017-04-26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.7048194	12.90831953	13.07342604	13.45137135	13.81612474	14.1944763	14.39914219	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.256478125	0.27485625	0.28001875	0.28900625	0.242975	0.2287125	0.1243375	429.2151563	50	Full
LincolnRS2016IrrNilNit50	2017-04-26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.20997995	13.55512656	13.79672005	14.22668984	14.53597995	14.76140443	14.87858906	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.07451875	0.106	0.1279875	0.12045625	0.1692125	0.203925	0.108075	245.9746875	50	Nil
LincolnRS2016IrrFullNit0	2017-04-27	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	34	0.869121799	12.59275898	12.92864714	13.02998464	13.40937526	13.79354948	14.10513021	14.31609167	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.30278125	0.30839375	0.28096875	0.223575	0.19766875	0.24964375	0.1667625	427.261875	0	Full
LincolnRS2016IrrNilNit0	2017-04-27	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	28	0.399543605	13.02116602	13.43875365	13.7027862	14.19444036	14.51427786	14.75200052	14.85836771	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.08025625	0.12113125	0.1238125	0.12369375	0.1811	0.24845625	0.16880625	283.96875	0	Nil
LincolnRS2016IrrFullNit300	2017-04-27	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	36.33333333	0.981538414	12.48310742	12.63849479	12.75214714	13.18243984	13.51115495	13.9104224	14.15006484	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.316815625	0.2952875	0.3132125	0.30880625	0.2630625	0.1929125	0.1382375	456.6848438	300	Full
LincolnRS2016IrrNilNit300	2017-04-27	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	30	0.740806577	12.96968958	13.43104922	13.61192891	14.14731823	14.42507839	14.64477656	14.78259557	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.0666125	0.11735	0.1085625	0.15138125	0.1554625	0.23179375	0.1728125	273.598125	300	Nil
LincolnRS2016IrrFullNit50	2017-04-27	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.921656291	12.67467891	12.93955104	13.091025	13.46024792	13.80141849	14.1498237	14.34912005	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.3270125	0.311325	0.2955875	0.28875	0.2427	0.2286625	0.1242875	449.746875	50	Full
LincolnRS2016IrrNilNit50	2017-04-27	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.478830743	13.1666707	13.5005651	13.72376354	14.19074427	14.50736094	14.71514635	14.82830807	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.07443125	0.10591875	0.1279125	0.1202375	0.16896875	0.20355625	0.1078875	245.62125	50	Nil
LincolnRS2016IrrFullNit0	2017-04-28	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.07905716	13.41483281	13.27147656	13.41600313	13.77732214	14.07065807	14.272025	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.292384375	0.3069625	0.28519375	0.22349375	0.19748125	0.24958125	0.16665625	426.6239063	0	Full
LincolnRS2016IrrNilNit0	2017-04-28	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.36503424	14.51536276	14.1201362	14.16313516	14.47676615	14.71280443	14.81394193	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.08059375	0.12156875	0.124025	0.12336875	0.1807875	0.24776875	0.168475	283.651875	0	Nil
LincolnRS2016IrrFullNit300	2017-04-28	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.02135208	13.14557448	13.02973932	13.20478776	13.50047969	13.87545547	14.11039688	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.30455625	0.28409375	0.311175	0.309025	0.26273125	0.1927625	0.1380375	452.416875	300	Full
LincolnRS2016IrrNilNit300	2017-04-28	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.10953333	14.27695339	14.00341068	14.13105938	14.39160313	14.60585104	14.74124115	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.06691875	0.11765	0.10865	0.15105625	0.1546125	0.23115	0.17235	273.0309375	300	Nil
LincolnRS2016IrrFullNit50	2017-04-28	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.24114818	13.45928542	13.32449922	13.47024349	13.78544948	14.11539167	14.30564167	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.31554375	0.308675	0.2963	0.2896375	0.2427	0.22860625	0.124075	448.0284375	50	Full
LincolnRS2016IrrNilNit50	2017-04-28	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.53796549	14.41908307	14.15358281	14.16454505	14.47031536	14.67455078	14.78429948	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.074834375	0.10623125	0.12803125	0.11964375	0.16838125	0.20309375	0.107725	245.2223438	50	Nil
LincolnRS2016IrrFullNit0	2017-04-29	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.14060378	13.09842109	13.29063021	13.49168047	13.77642578	14.0415888	14.23739531	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2848625	0.3043125	0.28615625	0.223725	0.1974125	0.249325	0.16660625	425.34375	0	Full
