Date	species	surfaceom_cover	surfaceom_wt	cover_green	cover_tot	residue_cover	phenology	gai	dai	lai	rtdep	stress_index	npp	growth	incorp_rate[1][1]	incorp_rate[1][2]	incorp_rate[1][3]	incorp_rate[1][4]	incorp_rate[1][5]	incorp_rate[1][6]	incorp_rate[1][7]	incorp_rate[1][8]	incorp_rate[1][9]	incorp_rate[1][10]	incorp_rate[1][11]	incorp_rate[1][12]	incorp_rate[2][1]	incorp_rate[2][2]	incorp_rate[2][3]	incorp_rate[2][4]	incorp_rate[2][5]	incorp_rate[2][6]	incorp_rate[2][7]	incorp_rate[2][8]	incorp_rate[2][9]	incorp_rate[2][10]	incorp_rate[2][11]	incorp_rate[2][12]	sw_dep[1]	sw_dep[2]	sw_dep[3]	sw_dep[4]	sw_dep[5]	sw_dep[6]	total_soil_water	sw_uptake[1]	sw_uptake[2]	sw_uptake[3]	sw_uptake[4]	sw_uptake[5]	sw_uptake[6]	glf_gai	glf_vpd	glf_sm	glf_tmp	glf_wl	glf_nitr	total_nh4	total_no3	total_n	nh4[1]	nh4[2]	nh4[3]	nh4[4]	nh4[5]	nh4[6]	no3[1]	no3[2]	no3[3]	no3[4]	no3[5]	no3[6]	uptake_nh4[1]	uptake_nh4[2]	uptake_nh4[3]	uptake_nh4[4]	uptake_nh4[5]	uptake_nh4[6]	uptake_no3[1]	uptake_no3[2]	uptake_no3[3]	uptake_no3[4]	uptake_no3[5]	uptake_no3[6]	height
1990-12-09	Perennial Ryegrass	0.23	514.69	0.96	0.99	0.83	2.05	5	3	4.37	650.00	0.00	16.00	15.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.9	16.9	16.4	23.2	38.8	49.6	156.81	0.205	0.304	0.182	0.045	0.032	0.000	0.9663	0.6902	0.2491	1.0000	1.0000	1.0000	0.13	8.76	8.89	0.07	0.02	0.02	0.00	0.00	0.03	0.04	0.04	0.25	1.16	3.12	4.15	0.0184	0.0020	0.0005	0.0000	0.0000	0.0000	0.0098	0.0054	0.0077	0.0146	0.0117	0.0000	136.09
1990-12-10	Perennial Ryegrass	0.26	591.66	0.96	0.99	0.84	2.05	5	3	4.34	650.00	0.00	16.84	15.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.1	19.7	17.1	23.3	38.8	49.5	170.43	0.132	0.271	0.170	0.045	0.032	0.000	0.9648	0.7545	0.2406	1.0000	1.0000	1.0000	0.17	8.76	8.93	0.11	0.01	0.02	0.00	0.00	0.03	0.06	0.05	0.25	1.14	3.11	4.15	0.0218	0.0013	0.0006	0.0000	0.0000	0.0000	0.0108	0.0052	0.0074	0.0143	0.0116	0.0000	136.41
1990-12-11	Perennial Ryegrass	0.25	569.04	0.96	0.99	0.82	2.05	5	2	4.34	650.00	0.00	44.31	42.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.3	20.0	18.1	23.3	38.8	49.5	167.92	0.845	0.466	0.219	0.045	0.031	0.000	0.9638	0.5251	0.4315	1.0000	1.0000	1.0000	0.06	8.69	8.75	0.01	0.01	0.02	0.00	0.00	0.03	0.01	0.04	0.25	1.13	3.10	4.15	0.1060	0.0015	0.0008	0.0000	0.0000	0.0000	0.0578	0.0093	0.0089	0.0141	0.0114	0.0000	134.98
1990-12-12	Perennial Ryegrass	0.25	568.84	0.96	0.99	0.82	2.06	5	2	4.32	650.00	0.00	32.14	30.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.4	19.1	18.4	23.3	38.8	49.5	165.45	0.581	0.487	0.288	0.047	0.031	0.000	0.9635	0.6131	0.2740	1.0000	1.0000	1.0000	0.11	8.66	8.77	0.05	0.01	0.02	0.00	0.00	0.03	0.02	0.04	0.24	1.12	3.09	4.16	0.0651	0.0012	0.0010	0.0000	0.0000	0.0000	0.0201	0.0081	0.0111	0.0140	0.0113	0.0000	135.65
1990-12-13	Perennial Ryegrass	0.24	559.00	0.96	0.99	0.83	2.06	5	3	4.30	650.00	0.00	27.67	26.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.2	18.4	18.1	23.3	38.7	49.4	163.15	0.449	0.425	0.310	0.049	0.030	0.000	0.9628	0.4583	0.3498	1.0000	1.0000	1.0000	0.12	8.63	8.75	0.07	0.01	0.02	0.00	0.00	0.03	0.02	0.03	0.24	1.10	3.08	4.16	0.0447	0.0011	0.0012	0.0000	0.0000	0.0000	0.0120	0.0057	0.0116	0.0139	0.0112	0.0000	136.33
1990-12-14	Perennial Ryegrass	0.24	547.03	0.96	0.99	0.83	2.06	5	3	4.27	650.00	0.00	20.87	19.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.9	17.8	17.8	23.4	38.7	49.4	160.97	0.361	0.375	0.289	0.051	0.030	0.000	0.9620	0.6650	0.2073	1.0000	1.0000	1.0000	0.13	8.60	8.73	0.07	0.01	0.02	0.00	0.00	0.03	0.02	0.03	0.23	1.09	3.07	4.16	0.0349	0.0012	0.0011	0.0000	0.0000	0.0000	0.0090	0.0044	0.0105	0.0138	0.0111	0.0000	136.81
1990-12-15	Perennial Ryegrass	0.23	533.72	0.96	0.99	0.84	2.06	4	3	4.24	650.00	0.00	17.02	16.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.8	17.3	17.5	23.4	38.7	49.3	158.96	0.274	0.335	0.266	0.051	0.029	0.000	0.9609	0.6386	0.2066	1.0000	1.0000	1.0000	0.14	8.58	8.71	0.07	0.01	0.03	0.00	0.00	0.03	0.02	0.03	0.23	1.08	3.06	4.16	0.0248	0.0015	0.0011	0.0000	0.0000	0.0000	0.0068	0.0037	0.0096	0.0137	0.0110	0.0000	137.17
1990-12-16	Perennial Ryegrass	0.23	520.28	0.96	0.99	0.85	2.06	4	3	4.19	650.00	0.00	14.68	13.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.0	16.9	17.2	23.4	38.7	49.3	157.47	0.193	0.300	0.245	0.052	0.029	0.000	0.9597	0.8563	0.1927	1.0000	1.0000	1.0000	0.13	8.55	8.68	0.06	0.01	0.03	0.00	0.00	0.03	0.02	0.03	0.22	1.06	3.05	4.16	0.0153	0.0018	0.0011	0.0000	0.0000	0.0000	0.0049	0.0034	0.0088	0.0135	0.0109	0.0000	137.47
1990-12-17	Perennial Ryegrass	0.22	508.88	0.96	0.99	0.85	2.06	4	3	4.14	650.00	0.00	9.40	8.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.1	16.5	17.0	23.4	38.7	49.3	155.84	0.141	0.270	0.225	0.052	0.028	0.000	0.9578	0.9849	0.1629	1.0000	1.0000	1.0000	0.11	8.53	8.64	0.04	0.02	0.03	0.00	0.00	0.03	0.02	0.03	0.22	1.05	3.05	4.16	0.0076	0.0019	0.0011	0.0000	0.0000	0.0000	0.0028	0.0034	0.0082	0.0133	0.0108	0.0000	137.61
1990-12-18	Perennial Ryegrass	0.22	502.80	0.95	0.99	0.86	2.06	4	3	4.03	650.00	0.00	-20.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.0	16.1	16.7	23.3	38.7	49.2	154.10	0.076	0.243	0.207	0.052	0.028	0.000	0.9558	1.0000	0.0881	1.0000	1.0000	1.0000	0.08	8.50	8.58	0.00	0.02	0.03	0.00	0.00	0.03	0.00	0.04	0.23	1.04	3.04	4.16	0.0004	0.0019	0.0010	0.0000	0.0000	0.0000	0.0000	0.0035	0.0077	0.0131	0.0107	0.0000	137.07
1990-12-19	Perennial Ryegrass	0.23	516.56	0.95	0.99	0.87	2.07	4	3	4.00	650.00	0.00	9.80	9.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.5	15.8	16.5	23.3	38.7	49.2	154.08	0.000	0.220	0.190	0.051	0.027	0.000	0.9520	1.0000	0.3392	1.0000	1.0000	1.0000	0.10	8.49	8.59	0.02	0.02	0.03	0.00	0.00	0.03	0.00	0.04	0.23	1.02	3.03	4.16	0.0025	0.0016	0.0010	0.0000	0.0000	0.0000	0.0004	0.0035	0.0072	0.0128	0.0105	0.0000	137.18
1990-12-20	Perennial Ryegrass	0.23	515.05	0.95	0.99	0.87	2.07	4	3	3.93	650.00	0.00	-3.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.4	15.6	16.3	23.3	38.7	49.2	152.42	0.038	0.199	0.175	0.050	0.027	0.000	0.9506	1.0000	0.0899	1.0000	1.0000	1.0000	0.08	8.47	8.54	0.00	0.02	0.03	0.00	0.00	0.03	0.00	0.04	0.23	1.01	3.02	4.16	0.0000	0.0014	0.0009	0.0000	0.0000	0.0000	0.0000	0.0035	0.0068	0.0125	0.0104	0.0000	136.68
1990-12-21	Perennial Ryegrass	0.23	518.65	0.95	0.99	0.88	2.07	4	3	3.88	650.00	0.00	8.22	7.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.6	15.3	16.1	23.3	38.6	49.1	151.08	0.000	0.179	0.161	0.049	0.026	0.000	0.9478	0.9777	0.1399	1.0000	1.0000	1.0000	0.07	8.45	8.53	0.00	0.02	0.03	0.00	0.00	0.03	0.00	0.05	0.23	1.00	3.01	4.16	0.0000	0.0013	0.0008	0.0000	0.0000	0.0000	0.0000	0.0035	0.0065	0.0123	0.0103	0.0000	136.75
1990-12-22	Perennial Ryegrass	0.23	522.32	0.94	0.99	0.88	2.07	4	3	3.78	650.00	0.00	-21.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.9	15.1	15.9	23.3	38.6	49.1	149.88	0.000	0.161	0.148	0.048	0.026	0.000	0.9455	1.0000	0.0778	1.0000	1.0000	1.0000	0.07	8.44	8.51	0.00	0.02	0.03	0.00	0.00	0.03	0.00	0.05	0.24	0.99	3.00	4.16	0.0000	0.0012	0.0008	0.0000	0.0000	0.0000	0.0000	0.0034	0.0062	0.0120	0.0102	0.0000	136.17
1990-12-23	Perennial Ryegrass	0.23	526.08	0.94	0.99	0.89	2.07	4	3	3.70	650.00	0.00	-13.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.8	14.8	15.8	23.3	38.6	49.1	148.40	0.000	0.144	0.136	0.047	0.025	0.000	0.9412	1.0000	0.0525	1.0000	1.0000	1.0000	0.07	8.42	8.49	0.00	0.02	0.03	0.00	0.00	0.03	0.00	0.05	0.24	0.98	2.99	4.17	0.0000	0.0011	0.0007	0.0000	0.0000	0.0000	0.0000	0.0033	0.0058	0.0117	0.0101	0.0000	135.73
1990-12-24	Perennial Ryegrass	0.23	529.92	0.94	0.99	0.89	2.07	4	3	3.66	650.00	0.00	-0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.8	14.6	15.6	23.2	38.6	49.0	146.97	0.000	0.128	0.125	0.046	0.025	0.000	0.9377	1.0000	0.0592	1.0000	1.0000	1.0000	0.07	8.41	8.48	0.00	0.02	0.03	0.00	0.00	0.03	0.00	0.05	0.24	0.97	2.98	4.17	0.0000	0.0010	0.0006	0.0000	0.0000	0.0000	0.0000	0.0031	0.0055	0.0114	0.0099	0.0000	135.56
1990-12-25	Perennial Ryegrass	0.23	533.81	0.90	0.99	0.89	3.00	4	3	3.59	650.00	0.00	-10.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.9	14.4	15.5	23.2	38.6	49.0	145.59	0.000	0.112	0.115	0.045	0.025	0.000	0.9356	1.0000	0.0566	1.0000	1.0000	1.0000	0.07	8.39	8.46	0.00	0.02	0.03	0.00	0.00	0.03	0.00	0.06	0.24	0.96	2.97	4.17	0.0000	0.0009	0.0006	0.0000	0.0000	0.0000	0.0000	0.0030	0.0052	0.0112	0.0098	0.0000	135.73
1990-12-26	Perennial Ryegrass	0.24	537.76	0.85	0.99	0.93	3.00	3	4	3.04	650.00	0.00	4.57	3.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.1	14.2	15.4	23.2	38.6	49.0	144.46	0.000	0.097	0.106	0.043	0.024	0.000	0.8951	0.3200	0.0474	1.0000	1.0000	1.0000	0.07	8.37	8.44	0.00	0.01	0.02	0.00	0.00	0.03	0.00	0.06	0.24	0.94	2.97	4.17	0.0000	0.0008	0.0005	0.0000	0.0000	0.0000	0.0000	0.0029	0.0050	0.0109	0.0097	0.0000	135.04
1990-12-27	Perennial Ryegrass	0.24	542.34	0.80	0.99	0.95	3.00	3	4	2.54	650.00	0.00	5.77	4.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.6	14.0	15.3	23.2	38.6	48.9	143.61	0.000	0.084	0.097	0.042	0.024	0.000	0.8519	0.4907	0.0753	1.0000	1.0000	1.0000	0.07	8.36	8.42	0.00	0.01	0.02	0.00	0.00	0.03	0.00	0.06	0.24	0.93	2.96	4.17	0.0000	0.0007	0.0005	0.0000	0.0000	0.0000	0.0000	0.0027	0.0048	0.0107	0.0096	0.0000	135.02
1990-12-28	Perennial Ryegrass	0.24	547.50	0.72	0.99	0.97	3.00	2	5	2.05	650.00	0.00	3.10	2.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.1	13.8	15.2	23.2	38.6	48.9	142.74	0.000	0.071	0.089	0.041	0.023	0.000	0.7961	0.3166	0.0384	1.0000	1.0000	1.0000	0.06	8.34	8.40	0.00	0.01	0.02	0.00	0.00	0.03	0.00	0.06	0.24	0.92	2.95	4.17	0.0000	0.0006	0.0004	0.0000	0.0000	0.0000	0.0000	0.0026	0.0046	0.0105	0.0096	0.0000	134.92
1990-12-29	Perennial Ryegrass	0.24	553.21	0.65	0.99	0.97	3.00	2	5	1.69	650.00	0.00	3.53	3.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.7	13.7	15.1	23.1	38.6	48.8	141.97	0.000	0.059	0.082	0.040	0.023	0.000	0.7241	0.3048	0.0482	1.0000	1.0000	1.0000	0.06	8.32	8.38	0.00	0.01	0.02	0.00	0.00	0.03	0.00	0.06	0.24	0.92	2.94	4.17	0.0000	0.0005	0.0004	0.0000	0.0000	0.0000	0.0000	0.0025	0.0044	0.0103	0.0095	0.0000	134.82
1990-12-30	Perennial Ryegrass	0.24	559.32	0.58	0.99	0.98	3.01	1	6	1.38	650.00	0.00	3.49	3.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.3	13.5	15.0	23.1	38.6	48.8	141.33	0.000	0.048	0.075	0.038	0.023	0.000	0.6530	0.2945	0.0654	1.0000	1.0000	1.0000	0.06	8.31	8.37	0.00	0.01	0.02	0.00	0.00	0.03	0.00	0.06	0.24	0.91	2.93	4.17	0.0000	0.0004	0.0004	0.0000	0.0000	0.0000	0.0000	0.0023	0.0042	0.0101	0.0094	0.0000	134.69
1990-12-31	Perennial Ryegrass	0.25	581.05	0.50	0.99	0.98	3.01	1	6	1.12	650.00	0.00	2.90	2.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.3	13.4	14.9	23.1	38.6	48.8	141.05	0.000	0.038	0.069	0.037	0.022	0.000	0.5785	0.2548	0.0675	1.0000	1.0000	1.0000	0.06	8.29	8.35	0.00	0.01	0.02	0.00	0.00	0.03	0.00	0.06	0.24	0.90	2.92	4.17	0.0000	0.0004	0.0003	0.0000	0.0000	0.0000	0.0000	0.0022	0.0041	0.0099	0.0093	0.0000	134.51
1991-01-01	Perennial Ryegrass	0.25	587.86	0.44	0.99	0.98	3.01	1	6	0.92	650.00	0.00	3.46	3.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.3	13.3	14.8	23.1	38.5	48.7	140.80	0.000	0.029	0.063	0.036	0.022	0.000	0.5031	0.4712	0.0560	1.0000	1.0000	1.0000	0.06	8.27	8.33	0.00	0.01	0.02	0.00	0.00	0.03	0.00	0.06	0.24	0.89	2.92	4.17	0.0000	0.0004	0.0003	0.0000	0.0000	0.0000	0.0000	0.0020	0.0039	0.0097	0.0092	0.0000	133.94
1991-01-02	Perennial Ryegrass	0.26	594.89	0.37	0.99	0.99	3.01	1	6	0.75	650.00	0.00	2.75	2.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.3	13.2	14.8	23.1	38.5	48.7	140.56	0.000	0.020	0.058	0.035	0.022	0.000	0.4372	0.3043	0.0680	1.0000	1.0000	1.0000	0.05	8.26	8.31	0.00	0.01	0.02	0.00	0.00	0.03	0.00	0.06	0.24	0.88	2.91	4.17	0.0000	0.0004	0.0003	0.0000	0.0000	0.0000	0.0000	0.0019	0.0038	0.0096	0.0091	0.0000	133.72
1991-01-03	Perennial Ryegrass	0.26	602.10	0.32	0.99	0.99	3.01	1	6	0.61	650.00	0.00	2.09	1.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.3	13.1	14.7	23.0	38.5	48.7	140.33	0.000	0.013	0.053	0.034	0.021	0.000	0.3733	0.3237	0.0562	1.0000	1.0000	1.0000	0.05	8.24	8.29	0.00	0.01	0.01	0.00	0.00	0.03	0.00	0.06	0.24	0.87	2.90	4.17	0.0000	0.0003	0.0002	0.0000	0.0000	0.0000	0.0000	0.0017	0.0037	0.0094	0.0091	0.0000	133.50
1991-01-04	Perennial Ryegrass	0.26	609.47	0.26	0.99	0.99	3.01	1	6	0.49	650.00	0.00	1.69	1.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.3	13.0	14.6	23.0	38.5	48.7	140.13	0.000	0.006	0.048	0.033	0.021	0.000	0.3156	0.3146	0.0584	1.0000	1.0000	1.0000	0.05	8.22	8.27	0.00	0.01	0.01	0.00	0.00	0.03	0.00	0.05	0.24	0.86	2.89	4.17	0.0000	0.0003	0.0002	0.0000	0.0000	0.0000	0.0000	0.0016	0.0036	0.0092	0.0090	0.0000	133.27
1991-01-05	Perennial Ryegrass	0.37	910.87	0.22	0.99	0.99	3.01	0	6	0.39	650.00	0.00	1.63	1.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	31.5	21.3	16.7	23.0	38.5	48.6	179.62	0.000	0.001	0.044	0.032	0.021	0.000	0.2639	0.4553	0.0551	1.0000	1.0000	1.0000	0.24	8.29	8.53	0.17	0.02	0.02	0.00	0.00	0.03	0.06	0.06	0.26	0.85	2.88	4.18	0.0002	0.0007	0.0003	0.0000	0.0000	0.0000	0.0001	0.0018	0.0037	0.0090	0.0089	0.0000	132.84
1991-01-06	Perennial Ryegrass	0.36	882.13	0.20	0.99	0.98	3.01	0	6	0.36	650.00	0.00	1.94	1.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.8	23.7	19.8	23.2	38.5	48.6	178.64	0.575	0.222	0.071	0.012	0.008	0.000	0.2179	0.8863	1.0000	1.0000	1.0000	0.4334	0.07	8.24	8.31	0.00	0.02	0.03	0.00	0.00	0.03	0.00	0.06	0.27	0.84	2.88	4.18	0.1511	0.0051	0.0007	0.0000	0.0000	0.0000	0.0756	0.0155	0.0065	0.0084	0.0082	0.0000	124.66
1991-01-07	Perennial Ryegrass	0.36	888.91	0.18	0.99	0.98	3.01	0	6	0.32	650.00	0.00	1.69	1.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.0	23.3	21.3	24.5	38.5	48.6	176.19	0.626	0.453	0.246	0.024	0.012	0.000	0.2002	0.4384	1.0000	1.0000	1.0000	0.6659	0.23	8.35	8.57	0.15	0.02	0.03	0.00	0.00	0.03	0.08	0.07	0.28	0.86	2.88	4.19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	123.38
1991-01-08	Perennial Ryegrass	0.34	844.50	0.16	0.99	0.98	3.01	0	6	0.28	650.00	0.00	1.40	1.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.7	22.0	21.7	26.1	38.5	48.5	174.53	0.281	0.289	0.206	0.049	0.008	0.000	0.1795	0.5301	1.0000	1.0000	1.0000	0.6150	0.20	8.33	8.53	0.12	0.02	0.03	0.00	0.00	0.03	0.05	0.07	0.27	0.87	2.88	4.19	0.0276	0.0026	0.0007	0.0000	0.0000	0.0000	0.0123	0.0069	0.0057	0.0037	0.0026	0.0000	123.10
1991-01-09	Perennial Ryegrass	0.33	811.60	0.14	0.99	0.98	3.02	0	6	0.24	650.00	0.00	1.11	1.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.7	20.2	21.3	27.4	38.5	48.5	172.68	0.259	0.303	0.259	0.105	0.010	0.000	0.1579	0.4557	1.0000	1.0000	1.0000	0.7182	0.23	8.35	8.58	0.14	0.03	0.04	0.00	0.00	0.03	0.06	0.08	0.27	0.88	2.88	4.19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	122.85
1991-01-10	Perennial Ryegrass	0.32	772.57	0.12	0.99	0.98	3.02	0	6	0.20	650.00	0.00	0.84	0.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.7	19.1	20.7	28.1	38.6	48.5	170.66	0.236	0.252	0.258	0.148	0.011	0.000	0.1364	0.3831	1.0000	1.0000	1.0000	0.7188	0.23	8.36	8.58	0.13	0.03	0.04	0.00	0.00	0.03	0.05	0.08	0.27	0.87	2.88	4.20	0.0094	0.0011	0.0005	0.0000	0.0000	0.0000	0.0036	0.0026	0.0034	0.0034	0.0016	0.0000	122.60
1991-01-11	Perennial Ryegrass	0.32	776.41	0.10	0.99	0.99	3.02	0	6	0.17	650.00	0.00	0.61	0.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.8	18.6	20.1	28.3	38.6	48.4	169.81	0.269	0.291	0.318	0.228	0.015	0.000	0.1159	0.4252	1.0000	1.0000	1.0000	0.6668	0.26	8.41	8.67	0.16	0.04	0.04	0.00	0.00	0.03	0.08	0.10	0.28	0.87	2.88	4.20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	122.30
1991-01-12	Perennial Ryegrass	0.31	729.60	0.08	0.99	0.98	3.02	0	6	0.14	650.00	0.00	0.43	0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.2	18.4	19.7	28.2	38.6	48.4	168.46	0.170	0.163	0.177	0.144	0.010	0.000	0.0982	0.6017	1.0000	1.0000	1.0000	0.7753	0.27	8.46	8.73	0.16	0.04	0.04	0.00	0.00	0.03	0.09	0.12	0.30	0.86	2.89	4.20	0.0006	0.0001	0.0000	0.0000	0.0000	0.0000	0.0003	0.0002	0.0002	0.0003	0.0001	0.0000	121.01
1991-01-13	Perennial Ryegrass	0.29	685.03	0.07	0.99	0.98	3.02	0	6	0.12	650.00	0.00	0.27	0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.4	18.1	19.5	28.1	38.6	48.4	167.09	0.125	0.129	0.138	0.119	0.008	0.000	0.0833	0.3100	1.0000	1.0000	1.0000	1.0000	0.26	8.54	8.80	0.15	0.04	0.04	0.00	0.00	0.02	0.13	0.14	0.32	0.85	2.89	4.21	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	120.54
