RunDescr,StepDate,Manager_pasture_nh4_uptake_1_,Manager_pasture_nh4_uptake_2_,Manager_pasture_nh4_uptake_3_,Manager_pasture_nh4_uptake_4_,Manager_pasture_nh4_uptake_5_,Manager_pasture_nh4_uptake_6_,Manager_pasture_nh4_uptake_7_,Manager_pasture_nh4_uptake_8_,Manager_pasture_nh4_uptake_9_,Manager_pasture_no3_uptake_1_,Manager_pasture_no3_uptake_2_,Manager_pasture_no3_uptake_3_,Manager_pasture_no3_uptake_4_,Manager_pasture_no3_uptake_5_,Manager_pasture_no3_uptake_6_,Manager_pasture_no3_uptake_7_,Manager_pasture_no3_uptake_8_,Manager_pasture_no3_uptake_9_,Manager_pasture_sw_uptake_1_,Manager_pasture_sw_uptake_2_,Manager_pasture_sw_uptake_3_,Manager_pasture_sw_uptake_4_,Manager_pasture_sw_uptake_5_,Manager_pasture_sw_uptake_6_,Manager_pasture_sw_uptake_7_,Manager_pasture_sw_uptake_8_,Manager_pasture_sw_uptake_9_,Manager_soil_water,Manager_total_n,Manager_total_nh4,Manager_total_nh4_uptake,Manager_total_no3,Manager_total_no3_uptake,Manager_total_sw_uptake,farm_pasture01_surfaceom_model_surfaceom_cover,farm_pasture01_surfaceom_model_surfaceom_n,farm_pasture01_surfaceom_model_surfaceom_wt,farm_pasture01_Sub_Clover_cover_green,farm_pasture01_Sub_Clover_cover_tot,farm_pasture01_Sub_Clover_residue_cover,farm_pasture01_Sub_Clover_dead_dm,farm_pasture01_Sub_Clover_litter_dm,farm_pasture01_Sub_Clover_green_dm,farm_pasture01_Sub_Clover_avail_dm,farm_pasture01_Sub_Clover_avail_green,farm_pasture01_Sub_Clover_root_dm,farm_pasture01_Sub_Clover_root_n,farm_pasture01_Sub_Clover_seed_dm,farm_pasture01_Sub_Clover_glf_gai,farm_pasture01_Sub_Clover_glf_vpd,farm_pasture01_Sub_Clover_glf_sm,farm_pasture01_Sub_Clover_glf_tmp,farm_pasture01_Sub_Clover_glf_wl,farm_pasture01_Sub_Clover_glf_nitr,farm_pasture01_Sub_Clover_n_fixed,farm_pasture01_Sub_Clover_uptake_nh4_1_,farm_pasture01_Sub_Clover_uptake_nh4_2_,farm_pasture01_Sub_Clover_uptake_nh4_3_,farm_pasture01_Sub_Clover_uptake_nh4_4_,farm_pasture01_Sub_Clover_uptake_nh4_5_,farm_pasture01_Sub_Clover_uptake_nh4_6_,farm_pasture01_Sub_Clover_uptake_nh4_7_,farm_pasture01_Sub_Clover_uptake_nh4_8_,farm_pasture01_Sub_Clover_uptake_nh4_9_,farm_pasture01_Sub_Clover_lai
Pasture_component_test:Pasture_component_test,1990-01-24,0.000626347,2.57405e-05,4.24421926936702e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0508505,0.00119468,5.93592e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0401818,0.0368623,0.0324725,0.0,0.0,0.0,0.0,0.0,0.0,618.343,78.3111,0.735383,0.000652512,77.5757,0.0521045,0.109517,0.0996312,7.34987,209.902,0.0205051,0.978211,0.977755,1835.24,4.11081,19.7662,1839.35,0.0,8.78775,0.0261976,329.72,0.0177787,0.237843,0.91135,0.910968,0.91135,0.91135,0.0,0.000626347,2.57405e-05,4.24421926936702e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.026831
Pasture_component_test:Pasture_component_test,1990-01-25,0.0016621,8.02211e-05,3.26007e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.126675,0.00319865,0.000365538,0.0,0.0,0.0,0.0,0.0,0.0,0.0396174,0.0362035,0.0554119,0.0,0.0,0.0,0.0,0.0,0.0,617.746,78.4058,0.823862,0.00174558,77.582,0.13024,0.131233,0.101474,7.50051,213.999,0.0244049,0.978074,0.977526,1829.82,4.09765,23.8158,1833.92,0.0,10.5877,0.0259213,325.485,0.0205051,0.409364,1.0,0.999577,1.0,1.0,0.0,0.0016621,8.02211e-05,3.26007e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0320307
Pasture_component_test:Pasture_component_test,1990-01-26,0.00118099,4.76804e-05,5.82859e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.083405,0.00162557,0.000529685,0.0,0.0,0.0,0.0,0.0,0.0,0.0247025,0.0224816,0.0445784,0.0,0.0,0.0,0.0,0.0,0.0,617.204,78.5781,0.930511,0.0012345,77.6476,0.0855603,0.0917624,0.103307,7.65061,218.084,0.0266152,0.977899,0.977294,1824.43,4.08453,26.0871,1828.51,0.0,11.5759,0.025371,322.649,0.0244049,0.236573,0.962643,0.96233,0.962643,0.962643,0.0,0.00118099,4.76804e-05,5.82859e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0349711
Pasture_component_test:Pasture_component_test,1990-01-27,0.00282365,0.000162735,2.73573e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.191648,0.00495173,0.0020978,0.0,0.0,0.0,0.0,0.0,0.0,0.0298439,0.0270446,0.0687493,0.0,0.0,0.0,0.0,0.0,0.0,617.447,78.6283,1.0157,0.00301375,77.6126,0.198697,0.125638,0.112038,8.36959,237.653,0.0333015,0.978039,0.977283,1803.55,19.5695,30.6745,1823.12,0.0,13.6164,0.0254418,319.389,0.0266152,0.934177,1.0,0.999643,1.0,1.0,0.0,0.00282365,0.000162735,2.73573e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0439711
Pasture_component_test:Pasture_component_test,1990-01-28,0.00487447,0.00035069,8.25225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.335215,0.00993968,0.00599803,0.0,0.0,0.0,0.0,0.0,0.0,0.0422079,0.0359312,0.108349,0.0,0.0,0.0,0.0,0.0,0.0,616.456,78.486,1.05614,0.00530769,77.4299,0.351153,0.186489,0.113821,8.51712,241.673,0.0396022,0.976865,0.975911,1798.24,4.01996,36.9543,1802.26,0.0,16.4253,0.0248072,317.417,0.0333015,0.750135,1.0,0.999543,1.0,1.0,0.0,0.00487447,0.00035069,8.25225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0522546
Pasture_component_test:Pasture_component_test,1990-01-29,0.00403992,0.000409244,9.60952e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.287986,0.0110696,0.00629529,0.0,0.0,0.0,0.0,0.0,0.0,0.0615441,0.0535845,0.172382,0.0116794,0.0,0.0,0.0,0.0,0.0,615.734,78.3681,1.07606,0.00454526,77.2921,0.305351,0.29919,0.115595,8.66413,245.68,0.0448584,0.976759,0.975668,1792.95,4.00712,42.1049,1796.96,0.0,18.7079,0.0250079,316.086,0.0396022,0.57348,0.998965,0.998466,0.998965,0.998965,0.0,0.00403992,0.000409244,9.60952e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0592483
Pasture_component_test:Pasture_component_test,1990-01-30,0.000362663,4.74718e-05,4.43237e-06,2.57896061839347e-07,0.0,0.0,0.0,0.0,0.0,0.0259718,0.00120712,0.000254428,1.06999e-05,0.0,0.0,0.0,0.0,0.0,0.0235344,0.0204028,0.0529828,0.0107402,0.0,0.0,0.0,0.0,0.0,615.34,78.5554,1.12168,0.000414825,77.4337,0.027444,0.10766,0.124674,9.42107,266.318,0.0462633,0.976803,0.975678,1771.04,20.6372,43.4883,1791.68,0.0,19.2638,0.0252046,313.971,0.0448584,0.135945,1.0,0.999696,1.0,1.0,0.0,0.000362663,4.74718e-05,4.43237e-06,2.57896061839347e-07,0.0,0.0,0.0,0.0,0.0,0.0611591
Pasture_component_test:Pasture_component_test,1990-01-31,0.00355412,0.000322704,3.35178e-05,2.33436e-06,0.0,0.0,0.0,0.0,0.0,0.185164,0.00915001,0.00180026,9.12412e-05,0.0,0.0,0.0,0.0,0.0,0.0215106,0.0184026,0.0560732,0.0187466,0.0,0.0,0.0,0.0,0.0,621.718,78.7332,1.30399,0.00391268,77.4292,0.196205,0.114733,0.153851,11.9226,334.12,0.056154,0.976733,0.975349,1688.08,81.704,48.7969,1769.78,0.0,21.6022,0.0254761,309.815,0.0462633,1.0,1.0,0.999504,1.0,1.0,0.0,0.00355412,0.000322704,3.35178e-05,2.33436e-06,0.0,0.0,0.0,0.0,0.0,0.0748752
Pasture_component_test:Pasture_component_test,1990-02-01,0.00942085,0.000626383,6.47066e-05,7.72642e-06,0.0,0.0,0.0,0.0,0.0,0.354022,0.0281285,0.00342169,0.000289519,0.0,0.0,0.0,0.0,0.0,0.0316807,0.0211877,0.0621195,0.0197818,0.0,0.0,0.0,0.0,0.0,642.061,78.4345,1.38964,0.0101197,77.0449,0.385862,0.13477,0.204333,16.418,457.149,0.0647044,0.972629,0.970735,1552.22,134.66,55.1168,1686.88,0.0,24.4103,0.0247637,308.64,0.056154,1.0,1.0,0.999091,1.0,1.0,0.0,0.00942085,0.000626383,6.47066e-05,7.72642e-06,0.0,0.0,0.0,0.0,0.0,0.0864014
Pasture_component_test:Pasture_component_test,1990-02-02,0.00722243,0.000308754,1.86299e-05,1.97262e-06,0.0,0.0,0.0,0.0,0.0,0.180366,0.0167145,0.00110523,7.5525e-05,0.0,0.0,0.0,0.0,0.0,0.0379135,0.0256127,0.0472131,0.0186695,0.0,0.0,0.0,0.0,0.0,646.874,78.3786,1.56286,0.00755179,76.8157,0.198262,0.129409,0.220505,17.9073,498.217,0.0738561,0.960323,0.957159,1491.76,59.356,61.188,1551.11,0.0,27.0967,0.0249837,307.49,0.0647044,1.0,1.0,0.998541,1.0,1.0,0.0783952,0.00586999,0.000172867,8.36545e-06,1.53365817823214e-07,0.0,0.0,0.0,0.0,0.0,0.0989771
Pasture_component_test:Pasture_component_test,1990-02-03,0.00595192,0.000275525,1.59624e-05,3.49214e-06,0.0,0.0,0.0,0.0,0.0,0.10343,0.0161272,0.00112217,0.000125551,0.0,0.0,0.0,0.0,0.0,0.0598336,0.0510361,0.0846367,0.0526501,0.0,0.0,0.0,0.0,0.0,649.065,78.4759,1.76424,0.0062469,76.7116,0.120805,0.248157,0.2258,18.3997,511.85,0.0816809,0.953795,0.949686,1456.66,34.0398,65.7631,1490.7,0.0,29.0926,0.024982,306.366,0.0738561,1.0,1.0,0.997754,0.947668,1.0,0.143506,0.00595192,0.000275525,1.59624e-05,3.49214e-06,0.0,0.0,0.0,0.0,0.0,0.109836
Pasture_component_test:Pasture_component_test,1990-02-04,0.0169525,0.000666252,4.64875e-05,8.99666e-06,0.0,0.0,0.0,0.0,0.0,0.203648,0.0419295,0.0035904,0.000351353,0.0,0.0,0.0,0.0,0.0,0.0623183,0.059745,0.110402,0.0681206,0.0,0.0,0.0,0.0,0.0,648.443,78.5519,2.07008,0.0176742,76.4818,0.249519,0.300586,0.21742,17.6255,490.318,0.0950725,0.949681,0.944394,1449.95,5.67643,75.5547,1455.63,0.0,33.4744,0.0249941,305.265,0.081681,1.0,1.0,0.997202,0.936828,1.0,0.321836,0.0169525,0.000666252,4.64875e-05,8.99666e-06,0.0,0.0,0.0,0.0,0.0,0.128743
