RunDescr,StepDate,Manager_pasture_nh4_uptake_1_,Manager_pasture_nh4_uptake_2_,Manager_pasture_nh4_uptake_3_,Manager_pasture_nh4_uptake_4_,Manager_pasture_nh4_uptake_5_,Manager_pasture_nh4_uptake_6_,Manager_pasture_nh4_uptake_7_,Manager_pasture_nh4_uptake_8_,Manager_pasture_nh4_uptake_9_,Manager_pasture_no3_uptake_1_,Manager_pasture_no3_uptake_2_,Manager_pasture_no3_uptake_3_,Manager_pasture_no3_uptake_4_,Manager_pasture_no3_uptake_5_,Manager_pasture_no3_uptake_6_,Manager_pasture_no3_uptake_7_,Manager_pasture_no3_uptake_8_,Manager_pasture_no3_uptake_9_,Manager_pasture_sw_uptake_1_,Manager_pasture_sw_uptake_2_,Manager_pasture_sw_uptake_3_,Manager_pasture_sw_uptake_4_,Manager_pasture_sw_uptake_5_,Manager_pasture_sw_uptake_6_,Manager_pasture_sw_uptake_7_,Manager_pasture_sw_uptake_8_,Manager_pasture_sw_uptake_9_,Manager_soil_water,Manager_total_n,Manager_total_nh4,Manager_total_nh4_uptake,Manager_total_no3,Manager_total_no3_uptake,Manager_total_sw_uptake,farm_pasture01_surfaceom_model_surfaceom_cover,farm_pasture01_surfaceom_model_surfaceom_n,farm_pasture01_surfaceom_model_surfaceom_wt,farm_pasture01_Sub_Clover_cover_green,farm_pasture01_Sub_Clover_cover_tot,farm_pasture01_Sub_Clover_residue_cover,farm_pasture01_Sub_Clover_dead_dm,farm_pasture01_Sub_Clover_litter_dm,farm_pasture01_Sub_Clover_green_dm,farm_pasture01_Sub_Clover_avail_dm,farm_pasture01_Sub_Clover_avail_green,farm_pasture01_Sub_Clover_root_dm,farm_pasture01_Sub_Clover_root_n,farm_pasture01_Sub_Clover_seed_dm,farm_pasture01_Sub_Clover_glf_gai,farm_pasture01_Sub_Clover_glf_vpd,farm_pasture01_Sub_Clover_glf_sm,farm_pasture01_Sub_Clover_glf_tmp,farm_pasture01_Sub_Clover_glf_wl,farm_pasture01_Sub_Clover_glf_nitr,farm_pasture01_Sub_Clover_n_fixed,farm_pasture01_Sub_Clover_uptake_nh4_1_,farm_pasture01_Sub_Clover_uptake_nh4_2_,farm_pasture01_Sub_Clover_uptake_nh4_3_,farm_pasture01_Sub_Clover_uptake_nh4_4_,farm_pasture01_Sub_Clover_uptake_nh4_5_,farm_pasture01_Sub_Clover_uptake_nh4_6_,farm_pasture01_Sub_Clover_uptake_nh4_7_,farm_pasture01_Sub_Clover_uptake_nh4_8_,farm_pasture01_Sub_Clover_uptake_nh4_9_,farm_pasture01_Sub_Clover_lai
Pasture_component_test:Pasture_component_test,1990-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.482,76.2101,0.0,0.0,76.2101,0.0,0.0,0.0961304,6.65151,202.14,0.0,0.990351,0.990351,1994.04,202.14,0.0,2184.1,0.0,0.0,0.0,397.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasture_component_test:Pasture_component_test,1990-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.416,76.418,0.227986,0.0,76.1901,0.0,0.0,0.0900908,6.23184,188.821,0.0,0.983619,0.983619,1988.11,4.48547,0.0,1992.59,0.0,0.0,0.0,394.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasture_component_test:Pasture_component_test,1990-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.337,76.5661,0.388865,0.0,76.1772,0.0,0.0,0.0850077,5.88218,177.679,0.0,0.983435,0.983435,1982.19,4.471,0.0,1986.66,0.0,0.0,0.0,391.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasture_component_test:Pasture_component_test,1990-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.272,76.5749,0.398514,0.0,76.1763,0.0,0.0,0.0838758,5.81784,175.207,0.0,0.98325,0.98325,1976.29,4.45657,0.0,1980.75,0.0,0.0,0.0,388.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasture_component_test:Pasture_component_test,1990-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.012,76.6172,0.43451,0.0,76.1827,0.0,0.0,0.0810266,5.62857,168.996,0.0,0.983063,0.983063,1970.42,4.4422,0.0,1974.86,0.0,0.0,0.0,386.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasture_component_test:Pasture_component_test,1990-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.367,76.6261,0.423851,0.0,76.2023,0.0,0.0,0.0802184,5.58644,167.238,0.0,0.982875,0.982875,1964.56,4.42788,0.0,1968.99,0.0,0.0,0.0,383.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasture_component_test:Pasture_component_test,1990-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.619,76.6811,0.430418,0.0,76.2507,0.0,0.0,0.0789875,5.51297,164.563,0.0,0.982685,0.982685,1958.72,4.4136,0.0,1963.13,0.0,0.0,0.0,380.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasture_component_test:Pasture_component_test,1990-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.733,76.7788,0.457024,0.0,76.3218,0.0,0.0,0.0770292,5.38601,160.315,0.0,0.982494,0.982494,1952.9,4.39938,0.0,1957.3,0.0,0.0,0.0,378.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasture_component_test:Pasture_component_test,1990-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.836,76.8915,0.48513,0.0,76.4064,0.0,0.0,0.0750751,5.25874,156.085,0.0,0.982301,0.982301,1947.1,4.3852,0.0,1951.48,0.0,0.0,0.0,375.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasture_component_test:Pasture_component_test,1990-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.348,77.0126,0.507962,0.0,76.5046,0.0,0.0,0.0741978,5.2149,154.189,0.0,0.982126,0.982126,1939.57,6.1108,0.0,1945.68,0.0,0.0,0.0,373.582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasture_component_test:Pasture_component_test,1990-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.095,77.1398,0.531505,0.0,76.6083,0.0,0.0,0.0729976,5.14091,151.598,0.0,0.981832,0.981832,1933.81,4.35266,0.0,1938.17,0.0,0.0,0.0,371.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasture_component_test:Pasture_component_test,1990-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.009,77.2706,0.550634,0.0,76.72,0.0,0.0,0.0740497,5.24152,153.869,0.0,0.981673,0.981673,1924.64,7.77508,0.0,1932.41,0.0,0.0,0.0,368.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasture_component_test:Pasture_component_test,1990-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.081,77.3938,0.555078,0.0,76.8388,0.0,0.0,0.0743526,5.27617,154.524,0.0,0.981274,0.981274,1918.93,4.31611,0.0,1923.24,0.0,0.0,0.0,366.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasture_component_test:Pasture_component_test,1990-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.182,77.5277,0.564241,0.0,76.9634,0.0,0.0,0.0747237,5.31549,155.326,0.000188347,0.981075,0.981072,1913.24,4.30222,0.159734,1917.54,0.0,0.0718804,0.04,364.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000249622
Pasture_component_test:Pasture_component_test,1990-01-15,2.93413e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00190512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000873928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.415,77.639,0.55477,2.93413e-05,77.0842,0.00190512,0.000873928,0.0758356,5.40931,157.731,0.00113033,0.980889,0.980867,1907.56,4.28838,1.04796,1911.85,0.0,0.471299,0.0365595,360.604,0.000188347,0.670172,1.0,0.998851,1.0,1.0,0.0,2.93413e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014899
Pasture_component_test:Pasture_component_test,1990-01-16,0.000197364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00723413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.707,77.7168,0.535809,0.000197364,77.181,0.013934,0.00723413,0.0772815,5.52782,160.862,0.00258771,0.980712,0.980662,1901.91,4.27459,2.52816,1906.18,0.0,1.13565,0.0300361,356.712,0.00113033,0.891655,1.0,0.998363,1.0,1.0,0.0,0.000197364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00336915
Pasture_component_test:Pasture_component_test,1990-01-17,0.000253344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0184002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.725,77.8138,0.543022,0.000253344,77.2708,0.0184002,0.0134561,0.0870005,6.31494,182.04,0.00421152,0.980769,0.980688,1877.0,23.5334,4.10496,1900.53,0.0,1.84097,0.029042,352.711,0.00258771,0.297746,1.0,0.99855,1.0,1.0,0.0,0.000253344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00549896
Pasture_component_test:Pasture_component_test,1990-01-18,0.000615663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0457964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0235845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.019,77.8921,0.554991,0.000615663,77.3371,0.0457964,0.0235845,0.0878464,6.38828,183.894,0.00643438,0.979404,0.979271,1871.44,4.19914,6.29359,1875.64,0.0,2.81976,0.0261674,348.568,0.00421152,0.463612,0.754938,0.75389,0.754938,0.754938,0.0,0.000615663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00838889
Pasture_component_test:Pasture_component_test,1990-01-19,0.000452657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0353081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202783,0.00340017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.385,77.9764,0.55938,0.000452657,77.417,0.0353081,0.0236785,0.0891886,6.49935,186.839,0.00827331,0.979226,0.979052,1865.91,4.18565,8.13082,1870.09,0.0,3.63669,0.0270353,344.841,0.00643438,0.32457,1.0,0.998661,1.0,1.0,0.0,0.000452657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107937
Pasture_component_test:Pasture_component_test,1990-01-20,0.00107064,1.58246e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0873637,0.00124612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030709,0.0126187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.837,78.0101,0.568712,0.00108647,77.4413,0.0886098,0.0433277,0.0922074,6.74553,193.479,0.0115881,0.979121,0.978876,1857.08,7.47683,10.6049,1864.56,0.0,4.73988,0.0252504,341.461,0.00827331,1.0,1.0,0.998526,1.0,1.0,0.0,0.00107064,1.58246e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151163
Pasture_component_test:Pasture_component_test,1990-01-21,0.00131382,4.13535e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111768,0.00302424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0457605,0.0293306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.211,78.0212,0.583951,0.00135518,77.4373,0.114793,0.0750911,0.0940441,6.8948,197.529,0.0138976,0.978733,0.978434,1851.59,4.1506,13.0072,1855.74,0.0,5.80836,0.0254167,338.884,0.0115881,0.563835,0.949235,0.947698,0.949235,0.949235,0.0,0.00131382,4.13535e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0180722
Pasture_component_test:Pasture_component_test,1990-01-22,0.00107285,6.6861e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0938142,0.00431849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0645416,0.0544215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.567,78.0579,0.607901,0.00113972,77.45,0.0981327,0.118963,0.0959163,7.04703,201.667,0.0159675,0.978557,0.978209,1846.12,4.13729,15.1958,1850.26,0.0,6.7774,0.025285,336.671,0.0138976,0.47241,1.0,0.998684,1.0,1.0,0.0,0.00107285,6.6861e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207748
Pasture_component_test:Pasture_component_test,1990-01-23,0.000697801,3.50113e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0596741,0.00191781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0582396,0.0536344,0.0158658,0.0,0.0,0.0,0.0,0.0,0.0,618.936,78.1644,0.660767,0.000732813,77.5036,0.0615919,0.12774,0.0977786,7.19872,205.791,0.0177787,0.978374,0.977983,1840.67,4.12402,17.1019,1844.79,0.0,7.61341,0.0256551,333.82,0.0159675,0.268434,1.0,0.999278,1.0,1.0,0.0,0.000697801,3.50113e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231781
