Date	species	dorm_t	seed_dorm_time	germ_index	shoot_dm	seedl_dm	estab_dm	senc_dm	dead_dm	litter_dm	green_dm	dry_dm	leaf_dm	stem_dm	avail_dm	root_dm	seed_dm	rlv[1]	rlv[2]	rlv[3]	rlv[4]	rlv[5]	rlv[6]
1990-12-02	Perennial Ryegrass	-999.9	-1	0	4592.8	0.0	3135.5	0.0	1433.36	23.96	3135.51	1457	2211.65	2381.19	4205.40	1184.43	0.0	0.090	0.043	0.018	0.007	0.002	0.000
1990-12-03	Perennial Ryegrass	-999.9	-1	0	4537.6	0.0	3033.7	0.0	1416.14	87.78	3033.73	1504	2175.92	2361.72	4150.63	1170.20	0.0	0.089	0.043	0.018	0.007	0.002	0.000
1990-12-04	Perennial Ryegrass	-999.9	-1	0	4482.1	0.0	2996.5	0.0	1483.42	2.25	2996.48	1486	2149.46	2332.68	4087.05	1168.45	0.0	0.089	0.043	0.018	0.007	0.002	0.000
1990-12-05	Perennial Ryegrass	-999.9	-1	0	4500.0	0.0	2945.0	0.0	1552.67	2.35	2944.98	1555	2158.18	2341.83	4106.88	1165.82	0.0	0.089	0.042	0.018	0.007	0.002	0.000
1990-12-06	Perennial Ryegrass	-999.9	-1	0	4512.3	0.0	2880.9	0.0	1628.90	2.46	2880.95	1631	2164.24	2348.08	4121.01	1162.74	0.0	0.089	0.042	0.018	0.007	0.002	0.000
1990-12-07	Perennial Ryegrass	-999.9	-1	0	4520.8	0.0	2809.0	0.0	1709.19	2.59	2809.03	1712	2168.48	2352.33	4130.80	1159.33	0.0	0.088	0.042	0.018	0.007	0.002	0.000
1990-12-08	Perennial Ryegrass	-999.9	-1	0	4524.9	0.0	2731.6	0.0	1790.59	2.72	2731.64	1793	2170.62	2354.32	4135.96	1155.61	0.0	0.088	0.042	0.018	0.007	0.002	0.000
1990-12-09	Perennial Ryegrass	-999.9	-1	0	4536.5	0.0	2680.7	0.0	1852.95	2.85	2680.68	1856	2176.43	2360.04	4143.94	1152.32	0.0	0.088	0.042	0.018	0.007	0.002	0.000
1990-12-10	Perennial Ryegrass	-999.9	-1	0	4548.7	0.0	2649.7	0.0	1804.41	94.53	2649.72	1899	2182.59	2366.06	4153.27	1149.15	0.0	0.087	0.042	0.018	0.007	0.002	0.000
1990-12-11	Perennial Ryegrass	-999.9	-1	0	4495.3	0.0	2653.4	0.0	1839.07	2.85	2653.36	1842	2158.43	2336.86	4094.74	1147.48	0.0	0.087	0.042	0.018	0.007	0.002	0.000
1990-12-12	Perennial Ryegrass	-999.9	-1	0	4522.0	0.0	2643.1	0.0	1876.05	2.91	2643.06	1879	2171.84	2350.18	4123.57	1145.26	0.0	0.087	0.042	0.018	0.007	0.002	0.000
1990-12-13	Perennial Ryegrass	-999.9	-1	0	4544.4	0.0	2624.9	0.0	1916.59	2.97	2624.88	1920	2183.12	2361.31	4147.18	1142.87	0.0	0.087	0.042	0.018	0.007	0.002	0.000
1990-12-14	Perennial Ryegrass	-999.9	-1	0	4560.3	0.0	2597.7	0.0	1959.56	3.03	2597.73	1963	2191.18	2369.13	4164.45	1140.17	0.0	0.087	0.042	0.018	0.007	0.002	0.000
1990-12-15	Perennial Ryegrass	-999.9	-1	0	4572.5	0.0	2564.9	0.0	2004.43	3.10	2564.93	2008	2197.41	2375.05	4177.51	1137.28	0.0	0.087	0.042	0.018	0.006	0.002	0.000
1990-12-16	Perennial Ryegrass	-999.9	-1	0	4582.3	0.0	2513.1	0.0	2066.04	3.17	2513.08	2069	2202.52	2379.78	4190.38	1134.24	0.0	0.086	0.041	0.018	0.006	0.002	0.000
1990-12-17	Perennial Ryegrass	-999.9	-1	0	4587.0	0.0	2457.8	0.0	2125.91	3.27	2457.83	2129	2205.09	2381.92	4195.80	1130.87	0.0	0.086	0.041	0.017	0.006	0.002	0.000
1990-12-18	Perennial Ryegrass	-999.9	-1	0	4568.1	0.0	2366.5	0.0	2198.29	3.37	2366.49	2202	2190.73	2377.42	4183.01	1121.15	0.0	0.085	0.041	0.017	0.006	0.002	0.000
1990-12-19	Perennial Ryegrass	-999.9	-1	0	4573.0	0.0	2328.3	0.0	2230.51	14.23	2328.25	2245	2193.42	2379.57	4179.46	1117.75	0.0	0.085	0.041	0.017	0.006	0.002	0.000
1990-12-20	Perennial Ryegrass	-999.9	-1	0	4555.2	0.0	2261.9	0.0	2289.75	3.54	2261.91	2293	2184.19	2371.01	4166.60	1112.87	0.0	0.085	0.041	0.017	0.006	0.002	0.000
1990-12-21	Perennial Ryegrass	-999.9	-1	0	4558.3	0.0	2214.1	0.0	2340.59	3.64	2214.11	2344	2186.06	2372.27	4166.79	1109.35	0.0	0.084	0.041	0.017	0.006	0.002	0.000
1990-12-22	Perennial Ryegrass	-999.9	-1	0	4538.2	0.0	2135.6	0.0	2398.81	3.73	2135.63	2403	2170.67	2367.49	4152.34	1098.91	0.0	0.084	0.040	0.017	0.006	0.002	0.000
1990-12-23	Perennial Ryegrass	-999.9	-1	0	4523.6	0.0	2074.1	0.0	2445.67	3.83	2074.08	2449	2160.13	2363.45	4135.10	1090.86	0.0	0.083	0.040	0.017	0.006	0.002	0.000
1990-12-24	Perennial Ryegrass	-999.9	-1	0	4518.5	0.0	2035.9	0.0	2478.67	3.90	2035.88	2483	2157.76	2360.70	4125.83	1087.04	0.0	0.083	0.040	0.017	0.006	0.002	0.000
1990-12-25	Perennial Ryegrass	-999.9	-1	0	4505.9	0.0	0.0	1980.7	2521.26	3.96	1980.71	2525	2149.05	2356.88	4116.77	1079.96	0.0	0.082	0.039	0.017	0.006	0.002	0.000
1990-12-26	Perennial Ryegrass	20.0	-1	0	4504.2	0.0	0.0	1678.7	2821.50	4.03	1678.65	2826	2148.95	2355.24	4165.19	1077.19	0.0	0.082	0.039	0.017	0.006	0.002	0.000
1990-12-27	Perennial Ryegrass	20.4	-1	0	4503.3	0.0	0.0	1397.3	3101.33	4.66	1397.28	3106	2149.41	2353.86	4170.32	1074.53	0.0	0.082	0.039	0.017	0.006	0.002	0.000
1990-12-28	Perennial Ryegrass	21.1	-1	0	4499.5	0.0	0.0	1131.9	3362.36	5.25	1131.88	3368	2147.88	2351.61	4175.46	1071.19	0.0	0.081	0.039	0.017	0.006	0.002	0.000
1990-12-29	Perennial Ryegrass	21.5	-1	0	4495.4	0.0	0.0	931.0	3558.62	5.79	930.99	3564	2146.07	2349.33	4166.40	1067.79	0.0	0.081	0.039	0.017	0.006	0.002	0.000
1990-12-30	Perennial Ryegrass	22.0	-1	0	4490.7	0.0	0.0	760.5	3723.97	6.20	760.51	3730	2143.78	2346.90	4163.93	1064.28	0.0	0.081	0.039	0.017	0.006	0.002	0.000
1990-12-31	Perennial Ryegrass	22.5	-1	0	4485.0	0.0	0.0	616.2	3847.03	21.81	616.15	3869	2140.78	2344.22	4160.92	1060.58	0.0	0.080	0.039	0.017	0.006	0.002	0.000
1991-01-01	Perennial Ryegrass	22.8	-1	0	4464.2	0.0	0.0	507.0	3950.31	6.81	507.05	3957	2128.52	2335.64	4134.99	1056.86	0.0	0.080	0.039	0.017	0.006	0.002	0.000
1991-01-02	Perennial Ryegrass	23.2	-1	0	4457.7	0.0	0.0	412.9	4037.76	7.03	412.87	4045	2124.90	2332.75	4131.95	1053.02	0.0	0.080	0.039	0.016	0.006	0.002	0.000
1991-01-03	Perennial Ryegrass	23.6	-1	0	4450.3	0.0	0.0	335.7	4107.37	7.21	335.71	4115	2120.65	2329.64	4125.04	1049.06	0.0	0.079	0.038	0.016	0.006	0.002	0.000
1991-01-04	Perennial Ryegrass	24.1	-1	0	4442.3	0.0	0.0	271.7	4163.25	7.36	271.71	4171	2115.95	2326.38	4170.62	1045.00	0.0	0.079	0.038	0.016	0.006	0.002	0.000
1991-01-05	Perennial Ryegrass	24.7	-1	0	4434.1	0.0	0.0	218.4	3914.07	301.64	218.44	4216	2111.07	2323.07	4215.71	1040.90	0.0	0.079	0.038	0.016	0.006	0.002	0.000
1991-01-06	Perennial Ryegrass	22.8	-1	0	4132.1	0.0	0.0	198.6	3912.92	20.60	198.63	3934	1918.48	2213.67	3933.52	1036.96	0.0	0.079	0.038	0.016	0.006	0.002	0.000
1991-01-07	Perennial Ryegrass	21.9	-1	0	4111.0	0.0	0.0	176.5	3927.46	6.98	176.51	3934	1905.48	2205.47	3934.44	1033.09	0.0	0.078	0.038	0.016	0.006	0.002	0.000
1991-01-08	Perennial Ryegrass	21.5	-1	0	4103.1	0.0	0.0	153.7	3942.40	7.01	153.68	3949	1900.84	2202.25	3949.42	1029.26	0.0	0.078	0.038	0.016	0.006	0.002	0.000
1991-01-09	Perennial Ryegrass	21.7	-1	0	4094.9	0.0	0.0	131.4	3956.50	7.05	131.37	3964	1895.96	2198.96	3963.55	1025.44	0.0	0.078	0.038	0.016	0.006	0.002	0.000
1991-01-10	Perennial Ryegrass	22.2	-1	0	4086.4	0.0	0.0	110.6	3968.73	7.08	110.61	3976	1890.83	2195.59	3975.81	1021.57	0.0	0.077	0.037	0.016	0.006	0.002	0.000
1991-01-11	Perennial Ryegrass	22.6	-1	0	4077.7	0.0	0.0	93.1	3937.93	46.69	93.05	3985	1885.51	2192.17	3984.63	1017.67	0.0	0.077	0.037	0.016	0.006	0.002	0.000
1991-01-12	Perennial Ryegrass	23.0	-1	0	4029.2	0.0	0.0	78.4	3940.88	9.85	78.43	3951	1854.94	2174.21	3950.73	1013.75	0.0	0.077	0.037	0.016	0.006	0.002	0.000
1991-01-13	Perennial Ryegrass	23.3	-1	0	4017.3	0.0	0.0	66.0	3944.24	7.05	66.02	3951	1847.62	2169.70	3951.30	1009.80	0.0	0.076	0.037	0.016	0.006	0.002	0.000
1991-01-14	Perennial Ryegrass	23.9	-1	0	4008.1	0.0	0.0	55.1	3945.96	7.06	55.10	3953	1841.95	2166.17	3953.02	1005.80	0.0	0.076	0.037	0.016	0.006	0.002	0.000
1991-01-15	Perennial Ryegrass	23.9	-1	0	3998.9	0.0	0.0	46.8	3944.96	7.07	46.84	3952	1836.23	2162.63	3952.02	1001.79	0.0	0.076	0.037	0.016	0.006	0.002	0.000
1991-01-16	Perennial Ryegrass	23.0	-1	0	3989.6	0.0	0.0	41.7	3940.84	7.07	41.72	3948	1830.53	2159.10	3947.91	997.89	0.0	0.076	0.037	0.016	0.006	0.002	0.000
1991-01-17	Perennial Ryegrass	22.5	-1	0	3980.3	0.0	0.0	36.7	3936.56	7.06	36.70	3944	1824.76	2155.55	3943.62	994.04	0.0	0.075	0.036	0.016	0.006	0.002	0.000
1991-01-18	Perennial Ryegrass	22.7	-1	0	3971.0	0.0	0.0	31.5	3932.42	7.05	31.53	3939	1818.99	2152.01	3939.47	990.07	0.0	0.075	0.036	0.016	0.006	0.002	0.000
1991-01-19	Perennial Ryegrass	22.8	-1	0	3961.7	0.0	0.0	27.2	3927.44	7.04	27.20	3934	1813.22	2148.46	3934.48	986.05	0.0	0.075	0.036	0.015	0.006	0.002	0.000
1991-01-20	Perennial Ryegrass	23.0	-1	0	3952.4	0.0	0.0	23.5	3921.88	7.04	23.46	3929	1807.45	2144.93	3928.92	981.96	0.0	0.074	0.036	0.015	0.006	0.002	0.000
1991-01-21	Perennial Ryegrass	22.4	-1	0	3943.1	0.0	0.0	20.8	3704.93	217.33	20.83	3922	1801.70	2141.39	3922.26	978.00	0.0	0.074	0.036	0.015	0.006	0.002	0.000
1991-01-22	Perennial Ryegrass	22.2	-1	0	3723.6	0.0	0.0	18.4	3517.81	187.45	18.39	3705	1662.57	2061.08	3705.26	974.01	0.0	0.074	0.036	0.015	0.006	0.002	0.000
1991-01-23	Perennial Ryegrass	21.4	-1	0	3534.2	0.0	0.0	16.6	3302.41	215.17	16.62	3518	1544.32	1989.88	3517.58	970.19	0.0	0.073	0.036	0.015	0.006	0.002	0.000
1991-01-24	Perennial Ryegrass	21.7	-1	0	3317.2	0.0	0.0	14.5	3296.90	5.78	14.47	3303	1410.78	1906.37	3302.68	966.21	0.0	0.073	0.035	0.015	0.006	0.002	0.000
1991-01-25	Perennial Ryegrass	22.3	-1	0	3309.5	0.0	0.0	12.5	3291.25	5.77	12.48	3297	1406.27	1903.23	3297.02	962.14	0.0	0.073	0.035	0.015	0.006	0.002	0.000
1991-01-26	Perennial Ryegrass	22.2	-1	0	3301.9	0.0	0.0	11.0	3285.10	5.76	11.01	3291	1401.78	1900.09	3290.86	958.15	0.0	0.073	0.035	0.015	0.005	0.002	0.000
1991-01-27	Perennial Ryegrass	21.7	-1	0	3294.3	0.0	0.0	9.9	3278.63	5.75	9.88	3284	1397.30	1896.96	3284.37	954.25	0.0	0.072	0.035	0.015	0.005	0.002	0.000
1991-01-28	Perennial Ryegrass	21.2	-1	0	3286.7	0.0	0.0	8.9	3272.00	5.74	8.93	3278	1392.83	1893.83	3277.73	950.41	0.0	0.072	0.035	0.015	0.005	0.002	0.000
1991-01-29	Perennial Ryegrass	20.6	-1	0	3279.1	0.0	0.0	8.1	3265.26	5.72	8.10	3271	1388.37	1890.71	3270.98	946.65	0.0	0.072	0.035	0.015	0.005	0.002	0.000
1991-01-30	Perennial Ryegrass	20.1	-1	0	3271.5	0.0	0.0	7.4	3258.44	5.71	7.36	3264	1383.92	1887.59	3264.15	942.92	0.0	0.071	0.035	0.015	0.005	0.002	0.000
1991-01-31	Perennial Ryegrass	20.5	-1	0	3264.0	0.0	0.0	6.5	3251.74	5.70	6.53	3257	1379.48	1884.48	3257.43	939.09	0.0	0.071	0.034	0.015	0.005	0.002	0.000
1991-02-01	Perennial Ryegrass	20.6	-1	0	3256.4	0.0	0.0	5.8	3244.93	5.68	5.82	3251	1375.06	1881.37	3250.61	935.26	0.0	0.071	0.034	0.015	0.005	0.002	0.000
1991-02-02	Perennial Ryegrass	20.5	-1	0	3248.9	0.0	0.0	5.2	3238.03	5.67	5.23	3244	1370.65	1878.27	3243.70	931.46	0.0	0.071	0.034	0.015	0.005	0.002	0.000
1991-02-03	Perennial Ryegrass	20.9	-1	0	3241.4	0.0	0.0	4.6	3231.15	5.66	4.62	3237	1366.25	1875.18	3236.81	927.56	0.0	0.070	0.034	0.015	0.005	0.002	0.000
1991-02-04	Perennial Ryegrass	21.7	-1	0	3234.0	0.0	0.0	4.0	3224.29	5.64	4.02	3230	1361.87	1872.09	3229.93	923.52	0.0	0.070	0.034	0.014	0.005	0.002	0.000
1991-02-05	Perennial Ryegrass	22.9	-1	0	3226.5	0.0	0.0	3.4	3147.77	75.28	3.44	3223	1357.50	1869.00	3223.06	919.30	0.0	0.070	0.034	0.014	0.005	0.002	0.000
1991-02-06	Perennial Ryegrass	22.9	-1	0	3149.4	0.0	0.0	3.0	3001.59	144.82	3.04	3146	1311.27	1838.18	3146.41	915.26	0.0	0.069	0.034	0.014	0.005	0.002	0.000
1991-02-07	Perennial Ryegrass	23.0	-1	0	3003.0	0.0	0.0	2.7	2995.08	5.19	2.68	3000	1223.89	1779.06	3000.27	911.18	0.0	0.069	0.033	0.014	0.005	0.002	0.000
1991-02-08	Perennial Ryegrass	23.3	-1	0	2996.1	0.0	0.0	2.3	2988.57	5.18	2.35	2994	1219.96	1776.13	2993.74	907.05	0.0	0.069	0.033	0.014	0.005	0.002	0.000
1991-02-09	Perennial Ryegrass	23.6	-1	0	2989.2	0.0	0.0	2.0	2982.03	5.17	2.05	2987	1216.04	1773.21	2987.20	902.89	0.0	0.068	0.033	0.014	0.005	0.002	0.000
1991-02-10	Perennial Ryegrass	23.2	-1	0	2982.4	0.0	0.0	1.8	2975.43	5.15	1.83	2981	1212.13	1770.28	2980.58	898.90	0.0	0.068	0.033	0.014	0.005	0.002	0.000
1991-02-11	Perennial Ryegrass	23.2	-1	0	2975.6	0.0	0.0	1.6	2968.85	5.14	1.62	2974	1208.24	1767.37	2973.99	894.87	0.0	0.068	0.033	0.014	0.005	0.002	0.000
1991-02-12	Perennial Ryegrass	23.4	-1	0	2968.8	0.0	0.0	1.4	2962.27	5.13	1.42	2967	1204.36	1764.46	2967.40	890.79	0.0	0.067	0.033	0.014	0.005	0.001	0.000
1991-02-13	Perennial Ryegrass	23.5	-1	0	2962.0	0.0	0.0	1.3	2955.67	5.11	1.25	2961	1200.49	1761.55	2960.79	886.73	0.0	0.067	0.033	0.014	0.005	0.001	0.000
1991-02-14	Perennial Ryegrass	23.7	-1	0	2955.3	0.0	0.0	1.1	2949.08	5.10	1.10	2954	1196.63	1758.65	2954.18	882.62	0.0	0.067	0.032	0.014	0.005	0.001	0.000
1991-02-15	Perennial Ryegrass	23.4	-1	0	2948.5	0.0	0.0	1.0	2876.73	70.83	0.98	2948	1192.79	1755.75	2947.56	878.61	0.0	0.067	0.032	0.014	0.005	0.001	0.000
1991-02-16	Perennial Ryegrass	22.8	-1	0	2876.1	0.0	0.0	0.9	2870.28	4.95	0.89	2875	1150.47	1725.64	2875.23	874.73	0.0	0.066	0.032	0.014	0.005	0.001	0.000
1991-02-17	Perennial Ryegrass	21.6	-1	0	2869.6	0.0	0.0	0.8	2863.83	4.94	0.82	2869	1146.78	1722.80	2868.76	871.04	0.0	0.066	0.032	0.014	0.005	0.001	0.000
1991-02-18	Perennial Ryegrass	21.2	-1	0	2863.1	0.0	0.0	0.7	2857.39	4.92	0.74	2862	1143.09	1719.97	2862.32	867.33	0.0	0.066	0.032	0.014	0.005	0.001	0.000
1991-02-19	Perennial Ryegrass	21.3	-1	0	2856.6	0.0	0.0	0.7	2850.98	4.91	0.67	2856	1139.42	1717.14	2855.89	863.57	0.0	0.065	0.032	0.014	0.005	0.001	0.000
1991-02-20	Perennial Ryegrass	20.8	-1	0	2850.1	0.0	0.0	0.6	2844.56	4.90	0.61	2849	1135.76	1714.31	2849.46	859.95	0.0	0.065	0.032	0.013	0.005	0.001	0.000
1991-02-21	Perennial Ryegrass	21.0	-1	0	2843.6	0.0	0.0	0.5	2838.17	4.89	0.54	2843	1132.11	1711.49	2843.05	856.28	0.0	0.065	0.031	0.013	0.005	0.001	0.000
1991-02-22	Perennial Ryegrass	21.3	-1	0	2837.1	0.0	0.0	0.5	2799.68	36.98	0.48	2837	1128.47	1708.67	2836.66	852.58	0.0	0.065	0.031	0.013	0.005	0.001	0.000
1991-02-23	Perennial Ryegrass	21.4	-1	0	2798.6	0.0	0.0	0.4	2793.38	4.80	0.43	2798	1106.27	1692.35	2798.18	848.94	0.0	0.064	0.031	0.013	0.005	0.001	0.000
1991-02-24	Perennial Ryegrass	21.6	-1	0	2792.3	0.0	0.0	0.4	2787.11	4.79	0.39	2792	1102.71	1689.56	2791.89	845.28	0.0	0.064	0.031	0.013	0.005	0.001	0.000
1991-02-25	Perennial Ryegrass	22.0	-1	0	2786.0	0.0	0.0	0.3	2780.84	4.77	0.34	2786	1099.17	1686.78	2785.61	841.59	0.0	0.064	0.031	0.013	0.005	0.001	0.000
1991-02-26	Perennial Ryegrass	22.6	-1	0	2779.6	0.0	0.0	0.3	2774.59	4.76	0.30	2779	1095.64	1684.01	2779.35	837.80	0.0	0.063	0.031	0.013	0.005	0.001	0.000
1991-02-27	Perennial Ryegrass	21.9	-1	0	2773.4	0.0	0.0	0.3	2768.34	4.75	0.27	2773	1092.12	1681.24	2773.09	834.26	0.0	0.063	0.031	0.013	0.005	0.001	0.000
1991-02-28	Perennial Ryegrass	21.4	-1	0	2767.1	0.0	0.0	0.2	2762.10	4.74	0.25	2767	1088.61	1678.47	2766.84	830.77	0.0	0.063	0.030	0.013	0.005	0.001	0.000
1991-03-01	Perennial Ryegrass	20.2	-1	0	2760.8	0.0	0.0	0.2	2755.87	4.73	0.23	2761	1085.12	1675.71	2760.60	827.45	0.0	0.063	0.030	0.013	0.005	0.001	0.000
1991-03-02	Perennial Ryegrass	18.9	-1	0	2754.6	0.0	0.0	0.2	2749.66	4.71	0.22	2754	1081.63	1672.95	2754.37	824.26	0.0	0.062	0.030	0.013	0.005	0.001	0.000
1991-03-03	Perennial Ryegrass	18.5	-1	0	2748.4	0.0	0.0	0.2	2743.46	4.70	0.20	2748	1078.16	1670.20	2748.16	821.04	0.0	0.062	0.030	0.013	0.005	0.001	0.000
1991-03-04	Perennial Ryegrass	18.6	-1	0	2742.2	0.0	0.0	0.2	2737.28	4.69	0.18	2742	1074.70	1667.46	2741.97	817.79	0.0	0.062	0.030	0.013	0.005	0.001	0.000
1991-03-05	Perennial Ryegrass	19.1	-1	0	2736.0	0.0	0.0	0.2	2731.12	4.68	0.17	2736	1071.25	1664.72	2735.80	814.48	0.0	0.062	0.030	0.013	0.005	0.001	0.000
1991-03-06	Perennial Ryegrass	20.2	-1	0	2729.8	0.0	0.0	0.1	2724.97	4.67	0.15	2730	1067.81	1661.98	2729.64	811.03	0.0	0.061	0.030	0.013	0.005	0.001	0.000
1991-03-07	Perennial Ryegrass	21.2	-1	0	2723.6	0.0	0.0	0.1	2718.84	4.65	0.13	2723	1064.38	1659.25	2723.50	807.52	0.0	0.061	0.030	0.013	0.005	0.001	0.000
1991-03-08	Perennial Ryegrass	21.9	-1	0	2717.5	0.0	0.0	0.1	2712.72	4.64	0.11	2717	1060.96	1656.52	2717.37	803.98	0.0	0.061	0.030	0.013	0.005	0.001	0.000
1991-03-09	Perennial Ryegrass	21.9	-1	0	2711.3	0.0	0.0	0.1	2702.95	8.30	0.10	2711	1057.55	1653.80	2711.25	800.51	0.0	0.061	0.029	0.013	0.005	0.001	0.000
1991-03-10	Perennial Ryegrass	21.1	-1	0	2701.6	0.0	0.0	0.1	2696.87	4.61	0.09	2701	1052.06	1649.51	2701.48	797.22	0.0	0.060	0.029	0.012	0.005	0.001	0.000
1991-03-11	Perennial Ryegrass	20.6	-1	0	2695.5	0.0	0.0	0.1	2690.80	4.60	0.08	2695	1048.69	1646.80	2695.40	793.96	0.0	0.060	0.029	0.012	0.005	0.001	0.000
1991-03-12	Perennial Ryegrass	19.7	-1	0	2689.4	0.0	0.0	0.1	2684.74	4.59	0.08	2689	1045.32	1644.09	2689.33	790.82	0.0	0.060	0.029	0.012	0.005	0.001	0.000
1991-03-13	Perennial Ryegrass	18.9	-1	0	2683.4	0.0	0.0	0.1	2678.70	4.58	0.07	2683	1041.96	1641.39	2683.28	787.76	0.0	0.060	0.029	0.012	0.005	0.001	0.000
1991-03-14	Perennial Ryegrass	18.8	-1	0	2677.3	0.0	0.0	0.1	2656.96	20.28	0.07	2677	1038.62	1638.69	2677.25	784.66	0.0	0.059	0.029	0.012	0.004	0.001	0.000
1991-03-15	Perennial Ryegrass	18.8	-1	0	2655.6	0.0	0.0	0.1	2643.90	11.62	0.06	2656	1026.35	1629.23	2655.52	781.58	0.0	0.059	0.029	0.012	0.004	0.001	0.000
1991-03-16	Perennial Ryegrass	18.7	-1	0	2642.5	0.0	0.0	0.1	2637.96	4.50	0.06	2642	1019.03	1623.49	2642.46	778.52	0.0	0.059	0.029	0.012	0.004	0.001	0.000
1991-03-17	Perennial Ryegrass	18.8	-1	0	2636.6	0.0	0.0	0.1	2632.04	4.49	0.05	2637	1015.76	1620.82	2636.53	775.46	0.0	0.059	0.028	0.012	0.004	0.001	0.000
1991-03-18	Perennial Ryegrass	19.1	-1	0	2630.7	0.0	0.0	0.0	2626.14	4.48	0.05	2631	1012.50	1618.16	2630.61	772.37	0.0	0.058	0.028	0.012	0.004	0.001	0.000
1991-03-19	Perennial Ryegrass	19.6	-1	0	2624.8	0.0	0.0	0.0	2620.25	4.46	0.04	2625	1009.25	1615.50	2624.71	769.25	0.0	0.058	0.028	0.012	0.004	0.001	0.000
1991-03-20	Perennial Ryegrass	19.5	-1	0	2618.9	0.0	0.0	0.0	2614.37	4.45	0.04	2619	1006.01	1612.85	2618.82	766.21	0.0	0.058	0.028	0.012	0.004	0.001	0.000
1991-03-21	Perennial Ryegrass	19.2	-1	0	2613.0	0.0	0.0	0.0	2608.51	4.44	0.03	2613	1002.78	1610.20	2612.95	763.24	0.0	0.058	0.028	0.012	0.004	0.001	0.000
1991-03-22	Perennial Ryegrass	17.4	-1	0	2607.1	0.0	0.0	0.0	2602.66	4.43	0.03	2607	999.57	1607.56	2607.09	760.51	0.0	0.058	0.028	0.012	0.004	0.001	0.000
1991-03-23	Perennial Ryegrass	16.9	-1	0	2601.3	0.0	0.0	0.0	2596.83	4.42	0.03	2601	996.36	1604.92	2601.25	757.76	0.0	0.057	0.028	0.012	0.004	0.001	0.000
1991-03-24	Perennial Ryegrass	16.2	-1	0	2595.4	0.0	0.0	0.0	2591.01	4.41	0.03	2595	993.16	1602.29	2595.42	755.08	0.0	0.057	0.028	0.012	0.004	0.001	0.000
1991-03-25	Perennial Ryegrass	16.2	-1	0	2589.6	0.0	0.0	0.0	2585.21	4.40	0.03	2590	989.98	1599.66	2589.60	752.39	0.0	0.057	0.028	0.012	0.004	0.001	0.000
1991-03-26	Perennial Ryegrass	16.2	-1	0	2583.8	0.0	0.0	0.0	2579.42	4.39	0.03	2584	986.80	1597.03	2583.81	749.69	0.0	0.057	0.028	0.012	0.004	0.001	0.000
1991-03-27	Perennial Ryegrass	16.3	-1	0	2578.0	0.0	0.0	0.0	2573.65	4.37	0.02	2578	983.63	1594.41	2578.02	747.01	0.0	0.057	0.027	0.012	0.004	0.001	0.000
1991-03-28	Perennial Ryegrass	16.2	-1	0	2572.3	0.0	0.0	0.0	2567.89	4.36	0.02	2572	980.48	1591.80	2572.25	744.38	0.0	0.056	0.027	0.012	0.004	0.001	0.000
1991-03-29	Perennial Ryegrass	16.5	-1	0	2566.5	0.0	0.0	0.0	2452.73	113.77	0.02	2566	977.33	1589.18	2566.50	741.71	0.0	0.056	0.027	0.012	0.004	0.001	0.000
1991-03-30	Perennial Ryegrass	16.3	-1	0	2451.4	0.0	0.0	0.0	2384.29	67.12	0.02	2451	912.78	1538.64	2451.40	739.13	0.0	0.056	0.027	0.012	0.004	0.001	0.000
1991-03-31	Perennial Ryegrass	16.2	-1	0	2383.0	0.0	0.0	0.0	2379.00	4.00	0.02	2383	875.06	1507.96	2383.00	736.88	0.0	0.056	0.027	0.012	0.004	0.001	0.000
1991-04-01	Perennial Ryegrass	16.2	-1	0	2387.5	0.0	9.8	0.0	2346.12	31.60	9.79	2378	879.58	1507.93	2377.73	715.42	0.0	0.054	0.026	0.011	0.004	0.001	0.000
1991-04-02	Perennial Ryegrass	16.2	-1	0	2364.2	0.0	19.3	0.0	2340.94	3.93	19.30	2345	867.40	1496.76	2344.86	701.19	0.0	0.053	0.026	0.011	0.004	0.001	0.000
1991-04-03	Perennial Ryegrass	16.2	-1	0	2369.7	0.0	30.0	0.0	2335.76	3.92	30.03	2340	872.15	1497.56	2339.68	687.31	0.0	0.052	0.025	0.011	0.004	0.001	0.000
1991-04-04	Perennial Ryegrass	16.2	-1	0	2376.9	0.0	42.4	0.0	2330.60	3.91	42.42	2335	878.11	1498.81	2334.51	673.70	0.0	0.051	0.025	0.011	0.004	0.001	0.000
1991-04-05	Perennial Ryegrass	16.2	-1	0	2384.0	0.0	54.6	0.0	2325.46	3.90	54.61	2329	884.00	1499.96	2329.35	660.32	0.0	0.050	0.024	0.010	0.004	0.001	0.000
1991-04-06	Perennial Ryegrass	16.2	-1	0	2394.2	0.0	69.9	0.0	2320.32	3.89	69.95	2324	892.26	1501.90	2324.21	647.28	0.0	0.049	0.024	0.010	0.004	0.001	0.000
1991-04-07	Perennial Ryegrass	16.2	-1	0	2405.9	0.0	86.8	0.0	2315.20	3.88	86.79	2319	901.57	1504.30	2319.08	634.68	0.0	0.048	0.023	0.010	0.004	0.001	0.000
1991-04-08	Perennial Ryegrass	16.2	-1	0	2419.4	0.0	105.5	0.0	2310.09	3.87	105.48	2314	912.23	1507.21	2313.96	622.48	0.0	0.047	0.023	0.010	0.004	0.001	0.000
