SoilNum                            CropName                           YEAR                               Month                              AmtKg
4                                  Maize_cowpea_intercrop_cowpea      2010                               3                                  635
5                                  Maize_cowpea_intercrop_cowpea      2001                               3                                  667
5                                  Maize_cowpea_intercrop_cowpea      2002                               3                                  697
5                                  Maize_cowpea_intercrop_cowpea      2003                               3                                  649
5                                  Maize_cowpea_intercrop_cowpea      2004                               3                                  774
5                                  Maize_cowpea_intercrop_cowpea      2005                               3                                  548
5                                  Maize_cowpea_intercrop_cowpea      2006                               3                                  711
5                                  Maize_cowpea_intercrop_cowpea      2007                               3                                  626
5                                  Maize_cowpea_intercrop_cowpea      2008                               3                                  578
5                                  Maize_cowpea_intercrop_cowpea      2009                               3                                  814
5                                  Maize_cowpea_intercrop_cowpea      2010                               3                                  765
3                                  Maize_cowpea_intercrop_cowpea      2001                               3                                  620
3                                  Maize_cowpea_intercrop_cowpea      2002                               3                                  660
3                                  Maize_cowpea_intercrop_cowpea      2003                               3                                  649
3                                  Maize_cowpea_intercrop_cowpea      2004                               3                                  752
3                                  Maize_cowpea_intercrop_cowpea      2005                               3                                  479
3                                  Maize_cowpea_intercrop_cowpea      2006                               3                                  597
3                                  Maize_cowpea_intercrop_cowpea      2007                               3                                  608
3                                  Maize_cowpea_intercrop_cowpea      2008                               3                                  510
3                                  Maize_cowpea_intercrop_cowpea      2009                               3                                  804
3                                  Maize_cowpea_intercrop_cowpea      2010                               3                                  636
2                                  Maize_cowpea_intercrop_cowpea      2001                               3                                  715
2                                  Maize_cowpea_intercrop_cowpea      2002                               3                                  699
2                                  Maize_cowpea_intercrop_cowpea      2003                               3                                  665
2                                  Maize_cowpea_intercrop_cowpea      2004                               3                                  769
2                                  Maize_cowpea_intercrop_cowpea      2005                               3                                  731
2                                  Maize_cowpea_intercrop_cowpea      2006                               3                                  695
2                                  Maize_cowpea_intercrop_cowpea      2007                               3                                  624
2                                  Maize_cowpea_intercrop_cowpea      2008                               3                                  581
2                                  Maize_cowpea_intercrop_cowpea      2009                               3                                  823
2                                  Maize_cowpea_intercrop_cowpea      2010                               3                                  750
5                                  Rice_rainfed                       2001                               4                                  1325
5                                  Rice_rainfed                       2002                               4                                  2239
5                                  Rice_rainfed                       2003                               3                                  1550
5                                  Rice_rainfed                       2004                               3                                  1249
5                                  Rice_rainfed                       2005                               3                                  681
5                                  Rice_rainfed                       2006                               3                                  1149
5                                  Rice_rainfed                       2007                               3                                  923
5                                  Rice_rainfed                       2008                               3                                  1005
5                                  Rice_rainfed                       2009                               3                                  2430
5                                  Rice_rainfed                       2010                               3                                  1550
5                                  Rice_irrigated_early               2001                               5                                  1879
5                                  Rice_irrigated_early               2002                               5                                  476
5                                  Rice_irrigated_early               2003                               5                                  2026
5                                  Rice_irrigated_early               2004                               5                                  3217
5                                  Rice_irrigated_early               2005                               5                                  1804
5                                  Rice_irrigated_early               2006                               5                                  3339
5                                  Rice_irrigated_early               2007                               5                                  1449
5                                  Rice_irrigated_early               2008                               5                                  1449
5                                  Rice_irrigated_early               2009                               5                                  67
5                                  Rice_irrigated_early               2010                               5                                  816
5                                  Maize_sole_unfert                  2001                               5                                  1315
5                                  Maize_sole_unfert                  2002                               3                                  1235
5                                  Maize_sole_unfert                  2003                               4                                  1727
5                                  Maize_sole_unfert                  2004                               4                                  1596
5                                  Maize_sole_unfert                  2005                               4                                  1147
5                                  Maize_sole_unfert                  2006                               3                                  1761
5                                  Maize_sole_unfert                  2007                               3                                  1697
5                                  Maize_sole_unfert                  2008                               4                                  1666
5                                  Maize_sole_unfert                  2009                               3                                  1662
5                                  Maize_sole_unfert                  2010                               3                                  1669
5                                  Maize_sole_fertilised              2001                               5                                  1422
5                                  Maize_sole_fertilised              2002                               3                                  1248
5                                  Maize_sole_fertilised              2003                               4                                  1790
5                                  Maize_sole_fertilised              2004                               4                                  1602
5                                  Maize_sole_fertilised              2005                               4                                  1143
5                                  Maize_sole_fertilised              2006                               3                                  1776
5                                  Maize_sole_fertilised              2007                               3                                  1721
5                                  Maize_sole_fertilised              2008                               4                                  1813
5                                  Maize_sole_fertilised              2009                               3                                  1867
5                                  Maize_sole_fertilised              2010                               3                                  1684
5                                  Mungbean_sole                      2001                               3                                  498
5                                  Mungbean_sole                      2002                               2                                  523
5                                  Mungbean_sole                      2003                               2                                  560
5                                  Mungbean_sole                      2004                               2                                  247
5                                  Mungbean_sole                      2005                               3                                  654
5                                  Mungbean_sole                      2006                               2                                  401
5                                  Mungbean_sole                      2007                               2                                  538
5                                  Mungbean_sole                      2008                               2                                  413
5                                  Mungbean_sole                      2009                               2                                  465
5                                  Mungbean_sole                      2010                               2                                  626
5                                  Peanut_sole                        2001                               6                                  1645
5                                  Peanut_sole                        2002                               4                                  2805
5                                  Peanut_sole                        2003                               4                                  2893
5                                  Peanut_sole                        2004                               4                                  2399
5                                  Peanut_sole                        2005                               4                                  2705
5                                  Peanut_sole                        2006                               4                                  2304
5                                  Peanut_sole                        2007                               4                                  2244
5                                  Peanut_sole                        2008                               4                                  2136
5                                  Peanut_sole                        2009                               4                                  2505
5                                  Peanut_sole                        2010                               4                                  3132
4                                  Maize_cowpea_intercrop_maize       2001                               4                                  2374
4                                  Maize_cowpea_intercrop_maize       2002                               4                                  2341
4                                  Maize_cowpea_intercrop_maize       2003                               4                                  2132
4                                  Maize_cowpea_intercrop_maize       2004                               4                                  2827
4                                  Maize_cowpea_intercrop_maize       2005                               4                                  2476
4                                  Maize_cowpea_intercrop_maize       2006                               4                                  2011
4                                  Maize_cowpea_intercrop_maize       2007                               4                                  1691
4                                  Maize_cowpea_intercrop_maize       2008                               4                                  3066
4                                  Maize_cowpea_intercrop_maize       2009                               4                                  2608
4                                  Maize_cowpea_intercrop_maize       2010                               4                                  3235
4                                  Maize_butterflypea_relay_maize     2001                               4                                  2374
4                                  Maize_butterflypea_relay_maize     2002                               4                                  2341
4                                  Maize_butterflypea_relay_maize     2003                               4                                  2132
4                                  Maize_butterflypea_relay_maize     2004                               4                                  2827
4                                  Maize_butterflypea_relay_maize     2005                               4                                  2476
4                                  Maize_butterflypea_relay_maize     2006                               4                                  2011
4                                  Maize_butterflypea_relay_maize     2007                               4                                  1691
4                                  Maize_butterflypea_relay_maize     2008                               4                                  3066
4                                  Maize_butterflypea_relay_maize     2009                               4                                  2608
4                                  Maize_butterflypea_relay_maize     2010                               4                                  3235
4                                  Maize_butterflypea_rotation_maize  2001                               4                                  2374
4                                  Maize_butterflypea_rotation_maize  2002                               4                                  2341
4                                  Maize_butterflypea_rotation_maize  2003                               4                                  2132
4                                  Maize_butterflypea_rotation_maize  2004                               4                                  2827
4                                  Maize_butterflypea_rotation_maize  2005                               4                                  2476
4                                  Maize_butterflypea_rotation_maize  2006                               4                                  2011
4                                  Maize_butterflypea_rotation_maize  2007                               4                                  1691
4                                  Maize_butterflypea_rotation_maize  2008                               4                                  3066
4                                  Maize_butterflypea_rotation_maize  2009                               4                                  2608
4                                  Maize_butterflypea_rotation_maize  2010                               4                                  3235
5                                  Maize_cowpea_intercrop_maize       2001                               4                                  1529
5                                  Maize_cowpea_intercrop_maize       2002                               4                                  1820
5                                  Maize_cowpea_intercrop_maize       2003                               4                                  2120
5                                  Maize_cowpea_intercrop_maize       2004                               4                                  2123
5                                  Maize_cowpea_intercrop_maize       2005                               4                                  1814
5                                  Maize_cowpea_intercrop_maize       2006                               4                                  1099
5                                  Maize_cowpea_intercrop_maize       2007                               4                                  1322
5                                  Maize_cowpea_intercrop_maize       2008                               4                                  1782
5                                  Maize_cowpea_intercrop_maize       2009                               4                                  2503
5                                  Maize_cowpea_intercrop_maize       2010                               4                                  2036
5                                  Maize_butterflypea_relay_maize     2001                               4                                  1529
5                                  Maize_butterflypea_relay_maize     2002                               4                                  1820
5                                  Maize_butterflypea_relay_maize     2003                               4                                  2120
5                                  Maize_butterflypea_relay_maize     2004                               4                                  2123
5                                  Maize_butterflypea_relay_maize     2005                               4                                  1814
5                                  Maize_butterflypea_relay_maize     2006                               4                                  1099
5                                  Maize_butterflypea_relay_maize     2007                               4                                  1322
5                                  Maize_butterflypea_relay_maize     2008                               4                                  1782
5                                  Maize_butterflypea_relay_maize     2009                               4                                  2503
5                                  Maize_butterflypea_relay_maize     2010                               4                                  2036
5                                  Maize_butterflypea_rotation_maize  2001                               4                                  1529
5                                  Maize_butterflypea_rotation_maize  2002                               4                                  1820
5                                  Maize_butterflypea_rotation_maize  2003                               4                                  2120
5                                  Maize_butterflypea_rotation_maize  2004                               4                                  2123
5                                  Maize_butterflypea_rotation_maize  2005                               4                                  1814
5                                  Maize_butterflypea_rotation_maize  2006                               4                                  1099
5                                  Maize_butterflypea_rotation_maize  2007                               4                                  1322
5                                  Maize_butterflypea_rotation_maize  2008                               4                                  1782
5                                  Maize_butterflypea_rotation_maize  2009                               4                                  2503
5                                  Maize_butterflypea_rotation_maize  2010                               4                                  2036
3                                  Maize_cowpea_intercrop_maize       2001                               4                                  2343
3                                  Maize_cowpea_intercrop_maize       2002                               4                                  2531
3                                  Maize_cowpea_intercrop_maize       2003                               4                                  2124
3                                  Maize_cowpea_intercrop_maize       2004                               4                                  2819
3                                  Maize_cowpea_intercrop_maize       2005                               4                                  2412
3                                  Maize_cowpea_intercrop_maize       2006                               4                                  2203
3                                  Maize_cowpea_intercrop_maize       2007                               4                                  1713
3                                  Maize_cowpea_intercrop_maize       2008                               4                                  3077
3                                  Maize_cowpea_intercrop_maize       2009                               4                                  2846
3                                  Maize_cowpea_intercrop_maize       2010                               4                                  3438
3                                  Maize_butterflypea_relay_maize     2001                               4                                  2343
3                                  Maize_butterflypea_relay_maize     2002                               4                                  2531
3                                  Maize_butterflypea_relay_maize     2003                               4                                  2124
3                                  Maize_butterflypea_relay_maize     2004                               4                                  2819
3                                  Maize_butterflypea_relay_maize     2005                               4                                  2412
3                                  Maize_butterflypea_relay_maize     2006                               4                                  2203
3                                  Maize_butterflypea_relay_maize     2007                               4                                  1713
3                                  Maize_butterflypea_relay_maize     2008                               4                                  3077
3                                  Maize_butterflypea_relay_maize     2009                               4                                  2846
3                                  Maize_butterflypea_relay_maize     2010                               4                                  3438
3                                  Maize_butterflypea_rotation_maize  2001                               4                                  2343
3                                  Maize_butterflypea_rotation_maize  2002                               4                                  2531
3                                  Maize_butterflypea_rotation_maize  2003                               4                                  2124
3                                  Maize_butterflypea_rotation_maize  2004                               4                                  2819
3                                  Maize_butterflypea_rotation_maize  2005                               4                                  2412
3                                  Maize_butterflypea_rotation_maize  2006                               4                                  2203
3                                  Maize_butterflypea_rotation_maize  2007                               4                                  1713
3                                  Maize_butterflypea_rotation_maize  2008                               4                                  3077
3                                  Maize_butterflypea_rotation_maize  2009                               4                                  2846
3                                  Maize_butterflypea_rotation_maize  2010                               4                                  3438
2                                  Maize_cowpea_intercrop_maize       2001                               4                                  1193
2                                  Maize_cowpea_intercrop_maize       2002                               4                                  2762
2                                  Maize_cowpea_intercrop_maize       2003                               4                                  1753
2                                  Maize_cowpea_intercrop_maize       2004                               4                                  2471
2                                  Maize_cowpea_intercrop_maize       2005                               4                                  3059
2                                  Maize_cowpea_intercrop_maize       2006                               4                                  1443
2                                  Maize_cowpea_intercrop_maize       2007                               4                                  1385
2                                  Maize_cowpea_intercrop_maize       2008                               4                                  1680
2                                  Maize_cowpea_intercrop_maize       2009                               4                                  2306
2                                  Maize_cowpea_intercrop_maize       2010                               4                                  2072
2                                  Maize_butterflypea_relay_maize     2001                               4                                  1193
2                                  Maize_butterflypea_relay_maize     2002                               4                                  2762
2                                  Maize_butterflypea_relay_maize     2003                               4                                  1753
2                                  Maize_butterflypea_relay_maize     2004                               4                                  2471
2                                  Maize_butterflypea_relay_maize     2005                               4                                  3059
2                                  Maize_butterflypea_relay_maize     2006                               4                                  1443
2                                  Maize_butterflypea_relay_maize     2007                               4                                  1385
2                                  Maize_butterflypea_relay_maize     2008                               4                                  1680
2                                  Maize_butterflypea_relay_maize     2009                               4                                  2306
2                                  Maize_butterflypea_relay_maize     2010                               4                                  2072
2                                  Maize_butterflypea_rotation_maize  2001                               4                                  1193
2                                  Maize_butterflypea_rotation_maize  2002                               4                                  2762
2                                  Maize_butterflypea_rotation_maize  2003                               4                                  1753
2                                  Maize_butterflypea_rotation_maize  2004                               4                                  2471
2                                  Maize_butterflypea_rotation_maize  2005                               4                                  3059
2                                  Maize_butterflypea_rotation_maize  2006                               4                                  1443
2                                  Maize_butterflypea_rotation_maize  2007                               4                                  1385
2                                  Maize_butterflypea_rotation_maize  2008                               4                                  1680
2                                  Maize_butterflypea_rotation_maize  2009                               4                                  2306
2                                  Maize_butterflypea_rotation_maize  2010                               4                                  2072
3                                  Rice_rainfed                       2001                               4                                  2156
3                                  Rice_rainfed                       2002                               4                                  2599
3                                  Rice_rainfed                       2003                               3                                  2305
3                                  Rice_rainfed                       2004                               3                                  1899
3                                  Rice_rainfed                       2005                               3                                  1038
3                                  Rice_rainfed                       2006                               3                                  2120
3                                  Rice_rainfed                       2007                               3                                  1490
3                                  Rice_rainfed                       2008                               3                                  1622
3                                  Rice_rainfed                       2009                               3                                  2867
3                                  Rice_rainfed                       2010                               3                                  2247
3                                  Rice_irrigated_early               2001                               5                                  2377
3                                  Rice_irrigated_early               2002                               5                                  916
3                                  Rice_irrigated_early               2003                               5                                  3063
3                                  Rice_irrigated_early               2004                               5                                  4212
3                                  Rice_irrigated_early               2005                               5                                  2345
3                                  Rice_irrigated_early               2006                               5                                  3758
3                                  Rice_irrigated_early               2007                               5                                  2427
3                                  Rice_irrigated_early               2008                               5                                  2427
3                                  Rice_irrigated_early               2009                               5                                  734
3                                  Rice_irrigated_early               2010                               5                                  1339
3                                  Maize_sole_unfert                  2001                               5                                  1565
3                                  Maize_sole_unfert                  2002                               3                                  1236
3                                  Maize_sole_unfert                  2003                               4                                  1771
3                                  Maize_sole_unfert                  2004                               4                                  1664
3                                  Maize_sole_unfert                  2005                               4                                  1790
3                                  Maize_sole_unfert                  2006                               3                                  1762
3                                  Maize_sole_unfert                  2007                               3                                  1701
3                                  Maize_sole_unfert                  2008                               4                                  1816
3                                  Maize_sole_unfert                  2009                               3                                  1867
3                                  Maize_sole_unfert                  2010                               3                                  1671
3                                  Maize_sole_fertilised              2001                               5                                  1582
3                                  Maize_sole_fertilised              2002                               3                                  1245
3                                  Maize_sole_fertilised              2003                               4                                  1787
3                                  Maize_sole_fertilised              2004                               4                                  1675
3                                  Maize_sole_fertilised              2005                               4                                  1790
3                                  Maize_sole_fertilised              2006                               3                                  1774
3                                  Maize_sole_fertilised              2007                               3                                  1719
3                                  Maize_sole_fertilised              2008                               4                                  1816
3                                  Maize_sole_fertilised              2009                               3                                  1867
3                                  Maize_sole_fertilised              2010                               3                                  1684
3                                  Mungbean_sole                      2001                               3                                  498
3                                  Mungbean_sole                      2002                               2                                  523
3                                  Mungbean_sole                      2003                               2                                  560
3                                  Mungbean_sole                      2004                               2                                  247
3                                  Mungbean_sole                      2005                               3                                  691
3                                  Mungbean_sole                      2006                               2                                  404
3                                  Mungbean_sole                      2007                               2                                  539
3                                  Mungbean_sole                      2008                               2                                  413
3                                  Mungbean_sole                      2009                               2                                  465
3                                  Mungbean_sole                      2010                               2                                  626
3                                  Peanut_sole                        2001                               5                                  1804
3                                  Peanut_sole                        2002                               4                                  2799
3                                  Peanut_sole                        2003                               4                                  2901
3                                  Peanut_sole                        2004                               4                                  2391
3                                  Peanut_sole                        2005                               4                                  2829
3                                  Peanut_sole                        2006                               4                                  2314
3                                  Peanut_sole                        2007                               4                                  2268
3                                  Peanut_sole                        2008                               4                                  2154
3                                  Peanut_sole                        2009                               4                                  2558
3                                  Peanut_sole                        2010                               4                                  3158
2                                  Rice_rainfed                       2001                               4                                  2159
2                                  Rice_rainfed                       2002                               4                                  2599
2                                  Rice_rainfed                       2003                               3                                  2305
2                                  Rice_rainfed                       2004                               3                                  1899
2                                  Rice_rainfed                       2005                               3                                  1038
2                                  Rice_rainfed                       2006                               3                                  2120
2                                  Rice_rainfed                       2007                               3                                  1490
2                                  Rice_rainfed                       2008                               3                                  1622
2                                  Rice_rainfed                       2009                               3                                  2867
2                                  Rice_rainfed                       2010                               3                                  2247
2                                  Rice_irrigated_early               2001                               5                                  3179
2                                  Rice_irrigated_early               2002                               5                                  991
2                                  Rice_irrigated_early               2003                               5                                  3020
2                                  Rice_irrigated_early               2004                               5                                  3978
2                                  Rice_irrigated_early               2005                               5                                  2345
2                                  Rice_irrigated_early               2006                               5                                  3758
2                                  Rice_irrigated_early               2007                               5                                  2392
2                                  Rice_irrigated_early               2008                               5                                  2392
2                                  Rice_irrigated_early               2009                               5                                  837
2                                  Rice_irrigated_early               2010                               5                                  1409
2                                  Maize_sole_unfert                  2001                               5                                  1258
2                                  Maize_sole_unfert                  2002                               3                                  1232
2                                  Maize_sole_unfert                  2003                               4                                  1578
2                                  Maize_sole_unfert                  2004                               4                                  1658
2                                  Maize_sole_unfert                  2005                               4                                  1790
2                                  Maize_sole_unfert                  2006                               3                                  1757
2                                  Maize_sole_unfert                  2007                               3                                  1694
2                                  Maize_sole_unfert                  2008                               4                                  1628
2                                  Maize_sole_unfert                  2009                               3                                  1556
2                                  Maize_sole_unfert                  2010                               3                                  1666
2                                  Maize_sole_fertilised              2001                               5                                  1576
2                                  Maize_sole_fertilised              2002                               3                                  1241
2                                  Maize_sole_fertilised              2003                               4                                  1781
2                                  Maize_sole_fertilised              2004                               4                                  1669
2                                  Maize_sole_fertilised              2005                               4                                  1790
2                                  Maize_sole_fertilised              2006                               3                                  1769
2                                  Maize_sole_fertilised              2007                               3                                  1712
2                                  Maize_sole_fertilised              2008                               4                                  1816
2                                  Maize_sole_fertilised              2009                               3                                  1867
2                                  Maize_sole_fertilised              2010                               3                                  1678
2                                  Mungbean_sole                      2001                               3                                  498
2                                  Mungbean_sole                      2002                               2                                  523
2                                  Mungbean_sole                      2003                               2                                  560
2                                  Mungbean_sole                      2004                               2                                  247
2                                  Mungbean_sole                      2005                               3                                  695
2                                  Mungbean_sole                      2006                               2                                  403
2                                  Mungbean_sole                      2007                               2                                  538
2                                  Mungbean_sole                      2008                               2                                  413
2                                  Mungbean_sole                      2009                               2                                  465
2                                  Mungbean_sole                      2010                               2                                  625
2                                  Peanut_sole                        2001                               5                                  2145
2                                  Peanut_sole                        2002                               4                                  3217
2                                  Peanut_sole                        2003                               4                                  3053
2                                  Peanut_sole                        2004                               4                                  2445
2                                  Peanut_sole                        2005                               4                                  3198
2                                  Peanut_sole                        2006                               4                                  2324
2                                  Peanut_sole                        2007                               4                                  2332
2                                  Peanut_sole                        2008                               4                                  2285
2                                  Peanut_sole                        2009                               4                                  2919
2                                  Peanut_sole                        2010                               4                                  3667
