date,comp,value1,value2,value3,value4,value5,value6
10 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11 Aug 1990, 2, 0.22425,0.22112,0.24017,0.37433,0.32448,0.00000
11 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12 Aug 1990, 2, 0.29142,0.26393,0.29876,0.48568,0.42882,0.00000
12 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13 Aug 1990, 2, 0.24650,0.20254,0.20787,0.34345,0.30757,0.00000
13 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14 Aug 1990, 2, 0.27556,0.24344,0.24512,0.40837,0.36694,0.00000
14 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
15 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
15 Aug 1990, 2, 0.21846,0.19514,0.19523,0.32791,0.29558,0.00000
15 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16 Aug 1990, 2, 0.26639,0.22148,0.21470,0.36166,0.32263,0.00000
16 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17 Aug 1990, 2, 0.21070,0.18128,0.18195,0.31170,0.27050,0.00000
17 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18 Aug 1990, 2, 0.25856,0.22569,0.23670,0.39909,0.34454,0.00000
18 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19 Aug 1990, 2, 0.20892,0.18735,0.20379,0.34019,0.29340,0.00000
19 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20 Aug 1990, 2, 0.35639,0.27675,0.28014,0.46227,0.39814,0.00000
20 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
21 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
21 Aug 1990, 2, 0.36573,0.28179,0.26528,0.42078,0.36348,0.00000
21 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
22 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
22 Aug 1990, 2, 0.26458,0.22696,0.21330,0.32553,0.28183,0.00000
22 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23 Aug 1990, 2, 0.47456,0.40440,0.38147,0.56619,0.48999,0.00000
23 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24 Aug 1990, 2, 0.39692,0.34190,0.33403,0.49942,0.43628,0.00000
24 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25 Aug 1990, 2, 0.30488,0.27114,0.27279,0.41160,0.36283,0.00000
25 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26 Aug 1990, 2, 0.37008,0.28360,0.29035,0.44205,0.39254,0.00000
26 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27 Aug 1990, 2, 0.22875,0.18320,0.19097,0.29391,0.26361,0.00000
27 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28 Aug 1990, 2, 0.33328,0.27854,0.29563,0.45888,0.41365,0.00000
28 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
29 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
29 Aug 1990, 2, 0.20018,0.18006,0.19482,0.30640,0.27989,0.00000
29 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
30 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
30 Aug 1990, 2, 0.28152,0.24646,0.27123,0.43103,0.39678,0.00000
30 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
31 Aug 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
31 Aug 1990, 2, 0.05461,0.04561,0.05097,0.08216,0.07676,0.00000
31 Aug 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 1 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 1 Sep 1990, 2, 0.44053,0.23325,0.19486,0.31293,0.29188,0.00000
 1 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 2 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 2 Sep 1990, 2, 0.47605,0.31855,0.24396,0.39086,0.36821,0.00000
 2 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 3 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 3 Sep 1990, 2, 0.46866,0.32212,0.22298,0.35539,0.33984,0.00000
 3 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 4 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 4 Sep 1990, 2, 0.51777,0.36462,0.22125,0.34749,0.33705,0.00000
 4 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 5 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 5 Sep 1990, 2, 0.44740,0.34619,0.21508,0.33444,0.32927,0.00000
 5 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 6 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 6 Sep 1990, 2, 0.39164,0.31189,0.20467,0.31735,0.31729,0.00000
 6 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 7 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 7 Sep 1990, 2, 0.34229,0.28161,0.19382,0.30119,0.30589,0.00000
 7 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 8 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 8 Sep 1990, 2, 0.29558,0.25466,0.18290,0.28591,0.29502,0.00000
 8 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 9 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 9 Sep 1990, 2, 0.25253,0.23054,0.17215,0.27145,0.28465,0.00000
 9 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
10 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
10 Sep 1990, 2, 0.20732,0.20879,0.16172,0.25776,0.27475,0.00000
10 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11 Sep 1990, 2, 0.15897,0.18909,0.15169,0.24480,0.26529,0.00000
11 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12 Sep 1990, 2, 0.11182,0.17123,0.14212,0.23253,0.25624,0.00000
12 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13 Sep 1990, 2, 0.73417,0.39015,0.13815,0.21561,0.24153,0.00000
13 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14 Sep 1990, 2, 0.65256,0.42022,0.19554,0.17549,0.19838,0.00000
14 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
15 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
15 Sep 1990, 2, 0.60417,0.50136,0.31543,0.20714,0.23325,0.00000
15 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16 Sep 1990, 2, 0.48202,0.45536,0.34563,0.20162,0.22557,0.00000
16 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17 Sep 1990, 2, 0.45146,0.39803,0.33549,0.19612,0.21820,0.00000
17 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18 Sep 1990, 2, 0.39269,0.35806,0.30854,0.19006,0.21115,0.00000
18 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19 Sep 1990, 2, 0.33829,0.32316,0.28376,0.18363,0.20438,0.00000
19 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20 Sep 1990, 2, 0.29599,0.29245,0.26107,0.17699,0.19788,0.00000
20 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
21 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
21 Sep 1990, 2, 0.48051,0.29523,0.24137,0.17029,0.19165,0.00000
21 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
22 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
22 Sep 1990, 2, 0.41346,0.27205,0.22329,0.16362,0.18566,0.00000
22 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23 Sep 1990, 2, 0.35503,0.24932,0.20658,0.15704,0.17991,0.00000
23 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24 Sep 1990, 2, 0.29392,0.22756,0.19112,0.15059,0.17438,0.00000
24 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25 Sep 1990, 2, 0.24994,0.20741,0.17681,0.14431,0.16906,0.00000
25 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26 Sep 1990, 2, 0.23166,0.18920,0.16358,0.13822,0.16395,0.00000
26 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27 Sep 1990, 2, 0.18613,0.17230,0.15135,0.13233,0.15903,0.00000
27 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28 Sep 1990, 2, 0.13171,0.15660,0.14004,0.12665,0.15429,0.00000
28 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
29 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
29 Sep 1990, 2, 0.08159,0.14211,0.12958,0.12120,0.14974,0.00000
29 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
30 Sep 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
30 Sep 1990, 2, 0.05635,0.12890,0.11991,0.11596,0.14535,0.00000
30 Sep 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 1 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 1 Oct 1990, 2, 0.02969,0.11683,0.11097,0.11094,0.14112,0.00000
 1 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 2 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 2 Oct 1990, 2, 0.00000,0.10566,0.10270,0.10615,0.13705,0.00000
 2 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 3 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 3 Oct 1990, 2, 0.00000,0.09513,0.09504,0.10157,0.13313,0.00000
 3 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 4 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 4 Oct 1990, 2, 0.00000,0.08525,0.08795,0.09719,0.12935,0.00000
 4 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 5 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 5 Oct 1990, 2, 0.00000,0.07599,0.08138,0.09303,0.12571,0.00000
 5 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 6 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 6 Oct 1990, 2, 0.27424,0.07152,0.07534,0.08906,0.12219,0.00000
 6 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 7 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 7 Oct 1990, 2, 0.21762,0.06668,0.06977,0.08528,0.11881,0.00000
 7 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 8 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 8 Oct 1990, 2, 0.15778,0.06130,0.06463,0.08168,0.11554,0.00000
 8 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 9 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 9 Oct 1990, 2, 0.63777,0.21573,0.06243,0.07828,0.11239,0.00000
 9 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
10 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
10 Oct 1990, 2, 0.50811,0.26782,0.06209,0.07508,0.10935,0.00000
10 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11 Oct 1990, 2, 0.72100,0.42449,0.09134,0.07230,0.10641,0.00000
11 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12 Oct 1990, 2, 0.63399,0.47391,0.16462,0.07048,0.10358,0.00000
12 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13 Oct 1990, 2, 0.50542,0.44239,0.20744,0.06943,0.10085,0.00000
13 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14 Oct 1990, 2, 0.43073,0.38448,0.20919,0.06851,0.09821,0.00000
14 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
15 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
15 Oct 1990, 2, 0.37437,0.34165,0.19718,0.06743,0.09567,0.00000
15 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16 Oct 1990, 2, 0.39517,0.30765,0.18485,0.06622,0.09321,0.00000
16 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17 Oct 1990, 2, 0.32479,0.27706,0.17263,0.06487,0.09084,0.00000
17 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18 Oct 1990, 2, 0.25289,0.24940,0.16078,0.06344,0.08854,0.00000
18 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19 Oct 1990, 2, 0.21416,0.22487,0.14945,0.06193,0.08633,0.00000
19 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20 Oct 1990, 2, 1.08199,0.51850,0.24059,0.06185,0.08419,0.00000
20 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
21 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
21 Oct 1990, 2, 0.78410,0.58160,0.38774,0.06578,0.08212,0.00000
21 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
22 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
22 Oct 1990, 2, 0.97653,0.70307,0.48993,0.13748,0.08021,0.00000
22 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23 Oct 1990, 2, 0.66585,0.65740,0.52588,0.23395,0.07859,0.00000
23 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24 Oct 1990, 2, 0.51407,0.55863,0.50662,0.31107,0.07730,0.00000
24 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25 Oct 1990, 2, 0.44678,0.44478,0.46309,0.35054,0.07625,0.00000
25 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26 Oct 1990, 2, 0.37654,0.38669,0.41426,0.35241,0.07525,0.00000
26 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27 Oct 1990, 2, 0.30641,0.35207,0.37577,0.33449,0.07418,0.00000
27 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28 Oct 1990, 2, 0.23531,0.32029,0.34251,0.31673,0.07306,0.00000
28 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
29 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
29 Oct 1990, 2, 0.16422,0.29140,0.31325,0.29946,0.07189,0.00000
29 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
30 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
30 Oct 1990, 2, 0.10389,0.26529,0.28719,0.28284,0.07068,0.00000
30 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
31 Oct 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
31 Oct 1990, 2, 0.07481,0.24168,0.26380,0.26698,0.06945,0.00000
31 Oct 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 1 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 1 Nov 1990, 2, 0.04925,0.22027,0.24267,0.25191,0.06820,0.00000
 1 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 2 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 2 Nov 1990, 2, 0.02665,0.20082,0.22348,0.23762,0.06694,0.00000
 2 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 3 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 3 Nov 1990, 2, 0.00000,0.18259,0.20600,0.22413,0.06567,0.00000
 3 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 4 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 4 Nov 1990, 2, 0.00000,0.16545,0.19002,0.21140,0.06441,0.00000
 4 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 5 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 5 Nov 1990, 2, 0.72833,0.39112,0.18361,0.19952,0.06316,0.00000
 5 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 6 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 6 Nov 1990, 2, 0.52102,0.42322,0.20640,0.18887,0.06192,0.00000
 6 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 7 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 7 Nov 1990, 2, 0.43000,0.37928,0.20417,0.17900,0.06069,0.00000
 7 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 8 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 8 Nov 1990, 2, 0.36489,0.33710,0.19361,0.16969,0.05948,0.00000
 8 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 9 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 9 Nov 1990, 2, 0.31213,0.30125,0.18243,0.16087,0.05829,0.00000
 9 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
10 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
10 Nov 1990, 2, 0.43794,0.27997,0.17149,0.15253,0.05711,0.00000
10 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11 Nov 1990, 2, 0.42147,0.26153,0.16099,0.14464,0.05596,0.00000
11 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12 Nov 1990, 2, 0.33911,0.23821,0.15079,0.13717,0.05483,0.00000
12 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13 Nov 1990, 2, 0.25597,0.21579,0.14095,0.13010,0.05372,0.00000
13 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14 Nov 1990, 2, 0.17627,0.19494,0.13153,0.12342,0.05264,0.00000
14 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
15 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
15 Nov 1990, 2, 0.19080,0.17666,0.12259,0.11710,0.05158,0.00000
15 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
