date,comp,value1,value2,value3,value4,value5,value6
16 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16 Nov 1990, 2, 0.33764,0.16360,0.11422,0.11113,0.05053,0.00000
16 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17 Nov 1990, 2, 0.25164,0.15000,0.10635,0.10550,0.04952,0.00000
17 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18 Nov 1990, 2, 0.17633,0.13653,0.09897,0.10017,0.04852,0.00000
18 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19 Nov 1990, 2, 0.10726,0.12371,0.09204,0.09515,0.04755,0.00000
19 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20 Nov 1990, 2, 0.04008,0.11177,0.08555,0.09041,0.04660,0.00000
20 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
21 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
21 Nov 1990, 2, 0.00000,0.10058,0.07947,0.08594,0.04567,0.00000
21 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
22 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
22 Nov 1990, 2, 0.00000,0.09005,0.07379,0.08172,0.04477,0.00000
22 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23 Nov 1990, 2, 0.00000,0.07978,0.06847,0.07774,0.04388,0.00000
23 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24 Nov 1990, 2, 0.00000,0.06982,0.06349,0.07400,0.04302,0.00000
24 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25 Nov 1990, 2, 0.00000,0.06017,0.05882,0.07046,0.04218,0.00000
25 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26 Nov 1990, 2, 0.00000,0.05080,0.05446,0.06713,0.04135,0.00000
26 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27 Nov 1990, 2, 0.00000,0.04171,0.05037,0.06399,0.04055,0.00000
27 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28 Nov 1990, 2, 0.00000,0.03291,0.04654,0.06103,0.03977,0.00000
28 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
29 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
29 Nov 1990, 2, 0.00000,0.02434,0.04296,0.05825,0.03901,0.00000
29 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
30 Nov 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
30 Nov 1990, 2, 0.00000,0.01630,0.03960,0.05562,0.03826,0.00000
30 Nov 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 1 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 1 Dec 1990, 2, 0.00000,0.00906,0.03646,0.05315,0.03753,0.00000
 1 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 2 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 2 Dec 1990, 2, 0.00000,0.00254,0.03353,0.05082,0.03682,0.00000
 2 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 3 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 3 Dec 1990, 2, 0.00000,0.00068,0.03083,0.04862,0.03613,0.00000
 3 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 4 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 4 Dec 1990, 2, 1.02652,0.41079,0.03827,0.04662,0.03546,0.00000
 4 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 5 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 5 Dec 1990, 2, 0.67636,0.49719,0.13450,0.04556,0.03480,0.00000
 5 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 6 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 6 Dec 1990, 2, 0.47596,0.46260,0.19784,0.04545,0.03416,0.00000
 6 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 7 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 7 Dec 1990, 2, 0.38205,0.38808,0.20621,0.04554,0.03353,0.00000
 7 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 8 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 8 Dec 1990, 2, 0.29136,0.34247,0.19443,0.04545,0.03293,0.00000
 8 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 9 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 9 Dec 1990, 2, 0.20454,0.30416,0.18211,0.04517,0.03233,0.00000
 9 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
10 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
10 Dec 1990, 2, 0.13222,0.27146,0.16984,0.04472,0.03176,0.00000
10 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11 Dec 1990, 2, 0.84542,0.46612,0.21916,0.04502,0.03119,0.00000
11 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12 Dec 1990, 2, 0.58089,0.48733,0.28846,0.04672,0.03065,0.00000
12 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13 Dec 1990, 2, 0.44934,0.42487,0.31043,0.04896,0.03012,0.00000
13 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14 Dec 1990, 2, 0.36148,0.37500,0.28889,0.05055,0.02960,0.00000
14 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
15 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
15 Dec 1990, 2, 0.27439,0.33465,0.26624,0.05148,0.02910,0.00000
15 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16 Dec 1990, 2, 0.19259,0.29994,0.24499,0.05189,0.02861,0.00000
16 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17 Dec 1990, 2, 0.14123,0.26979,0.22529,0.05188,0.02814,0.00000
17 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18 Dec 1990, 2, 0.07559,0.24328,0.20711,0.05154,0.02767,0.00000
18 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19 Dec 1990, 2, 0.00000,0.21976,0.19039,0.05094,0.02721,0.00000
19 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20 Dec 1990, 2, 0.03762,0.19880,0.17503,0.05014,0.02677,0.00000
20 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
21 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
21 Dec 1990, 2, 0.00000,0.17936,0.16092,0.04920,0.02633,0.00000
21 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
22 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
22 Dec 1990, 2, 0.00000,0.16105,0.14794,0.04815,0.02590,0.00000
22 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23 Dec 1990, 2, 0.00000,0.14393,0.13601,0.04701,0.02548,0.00000
23 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24 Dec 1990, 2, 0.00000,0.12763,0.12502,0.04583,0.02507,0.00000
24 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25 Dec 1990, 2, 0.00000,0.11213,0.11489,0.04461,0.02466,0.00000
25 Dec 1990, 3, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26 Dec 1990, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26 Dec 1990, 3, 0.00000,0.09741,0.10556,0.04337,0.02427,0.00000
27 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27 Dec 1990, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27 Dec 1990, 3, 0.00000,0.08362,0.09695,0.04213,0.02388,0.00000
28 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28 Dec 1990, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28 Dec 1990, 3, 0.00000,0.07085,0.08900,0.04089,0.02350,0.00000
29 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
29 Dec 1990, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
29 Dec 1990, 3, 0.00000,0.05898,0.08168,0.03967,0.02312,0.00000
30 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
30 Dec 1990, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
30 Dec 1990, 3, 0.00000,0.04797,0.07492,0.03847,0.02275,0.00000
31 Dec 1990, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
31 Dec 1990, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
31 Dec 1990, 3, 0.00000,0.03784,0.06868,0.03729,0.02239,0.00000
 1 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 1 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 1 Jan 1991, 3, 0.00000,0.02870,0.06293,0.03615,0.02203,0.00000
 2 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 2 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 2 Jan 1991, 3, 0.00000,0.02046,0.05763,0.03504,0.02168,0.00000
 3 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 3 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 3 Jan 1991, 3, 0.00000,0.01302,0.05274,0.03396,0.02134,0.00000
 4 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 4 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 4 Jan 1991, 3, 0.00000,0.00629,0.04824,0.03292,0.02100,0.00000
 5 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 5 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 5 Jan 1991, 3, 0.00000,0.00060,0.04409,0.03191,0.02067,0.00000
 6 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 6 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 6 Jan 1991, 3, 0.57514,0.22233,0.07138,0.01238,0.00778,0.00000
 7 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 7 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 7 Jan 1991, 3, 0.62581,0.45342,0.24582,0.02363,0.01239,0.00000
 8 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 8 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 8 Jan 1991, 3, 0.28063,0.28866,0.20620,0.04906,0.00829,0.00000
 9 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 9 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 9 Jan 1991, 3, 0.25855,0.30274,0.25870,0.10484,0.01016,0.00000
10 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
10 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
10 Jan 1991, 3, 0.23621,0.25211,0.25824,0.14815,0.01093,0.00000
11 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11 Jan 1991, 3, 0.26883,0.29140,0.31786,0.22818,0.01527,0.00000
12 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12 Jan 1991, 3, 0.16978,0.16349,0.17704,0.14435,0.00966,0.00000
13 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13 Jan 1991, 3, 0.12505,0.12944,0.13837,0.11860,0.00831,0.00000
14 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14 Jan 1991, 3, 0.11645,0.13602,0.14513,0.12858,0.00946,0.00000
15 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
15 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
15 Jan 1991, 3, 0.06376,0.09623,0.10289,0.09390,0.00724,0.00000
16 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16 Jan 1991, 3, 0.04393,0.08570,0.09197,0.08610,0.00694,0.00000
17 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17 Jan 1991, 3, 0.01298,0.04322,0.04660,0.04463,0.00375,0.00000
18 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18 Jan 1991, 3, 0.01414,0.06434,0.06971,0.06809,0.00594,0.00000
19 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19 Jan 1991, 3, 0.00000,0.07771,0.08466,0.08428,0.00763,0.00000
20 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20 Jan 1991, 3, 0.00000,0.07851,0.08645,0.08767,0.00824,0.00000
21 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
21 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
21 Jan 1991, 3, 0.00000,0.03563,0.03983,0.04111,0.00401,0.00000
22 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
22 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
22 Jan 1991, 3, 0.04063,0.02570,0.01919,0.01971,0.00198,0.00000
23 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23 Jan 1991, 3, 0.01194,0.00762,0.00513,0.00385,0.00038,0.00000
24 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24 Jan 1991, 3, 0.02891,0.01830,0.01171,0.00879,0.00063,0.00000
25 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25 Jan 1991, 3, 0.03177,0.02974,0.02184,0.02078,0.00113,0.00000
26 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26 Jan 1991, 3, 0.02398,0.02864,0.02539,0.02620,0.00317,0.00000
27 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27 Jan 1991, 3, 0.01420,0.01925,0.01967,0.02236,0.00490,0.00000
28 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28 Jan 1991, 3, 0.01294,0.01659,0.01958,0.02459,0.00807,0.00000
29 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
29 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
29 Jan 1991, 3, 0.00882,0.01012,0.01309,0.01822,0.00797,0.00000
30 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
30 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
30 Jan 1991, 3, 0.00590,0.00666,0.00862,0.01318,0.00707,0.00000
31 Jan 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
31 Jan 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
31 Jan 1991, 3, 0.00896,0.01119,0.01403,0.02293,0.01441,0.00000
 1 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 1 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 1 Feb 1991, 3, 0.00487,0.00755,0.00862,0.01508,0.01068,0.00000
 2 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 2 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 2 Feb 1991, 3, 0.00299,0.00603,0.00660,0.01183,0.00916,0.00000
 3 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 3 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 3 Feb 1991, 3, 0.00244,0.00732,0.00790,0.01424,0.01170,0.00000
 4 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 4 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 4 Feb 1991, 3, 0.00113,0.00740,0.00798,0.01435,0.01223,0.00000
 5 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 5 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 5 Feb 1991, 3, 0.00000,0.00768,0.00854,0.01480,0.01301,0.00000
 6 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 6 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 6 Feb 1991, 3, 0.00113,0.00282,0.00320,0.00547,0.00486,0.00000
 7 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 7 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 7 Feb 1991, 3, 0.00430,0.00319,0.00296,0.00485,0.00425,0.00000
 8 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 8 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 8 Feb 1991, 3, 0.00332,0.00324,0.00305,0.00487,0.00422,0.00000
 9 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 9 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 9 Feb 1991, 3, 0.00381,0.00395,0.00410,0.00660,0.00569,0.00000
10 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
10 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
10 Feb 1991, 3, 0.00156,0.00181,0.00197,0.00325,0.00281,0.00000
11 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11 Feb 1991, 3, 0.00135,0.00177,0.00188,0.00323,0.00281,0.00000
12 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12 Feb 1991, 3, 0.00101,0.00156,0.00165,0.00288,0.00252,0.00000
13 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13 Feb 1991, 3, 0.00107,0.00207,0.00221,0.00389,0.00343,0.00000
14 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14 Feb 1991, 3, 0.00047,0.00145,0.00160,0.00273,0.00244,0.00000
15 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
15 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
15 Feb 1991, 3, 0.00007,0.00087,0.00098,0.00168,0.00147,0.00000
16 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16 Feb 1991, 3, 0.00070,0.00098,0.00112,0.00192,0.00166,0.00000
17 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17 Feb 1991, 3, 0.00044,0.00078,0.00091,0.00157,0.00134,0.00000
18 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18 Feb 1991, 3, 0.00029,0.00075,0.00089,0.00152,0.00129,0.00000
19 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19 Feb 1991, 3, 0.00016,0.00081,0.00097,0.00166,0.00138,0.00000
20 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20 Feb 1991, 3, 0.00002,0.00051,0.00062,0.00106,0.00087,0.00000
21 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
21 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
21 Feb 1991, 3, 0.00000,0.00045,0.00055,0.00094,0.00076,0.00000
22 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
22 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
22 Feb 1991, 3, 0.00000,0.00059,0.00073,0.00126,0.00102,0.00000
23 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23 Feb 1991, 3, 0.00000,0.00029,0.00036,0.00062,0.00049,0.00000
24 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24 Feb 1991, 3, 0.00000,0.00037,0.00047,0.00081,0.00064,0.00000
25 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25 Feb 1991, 3, 0.00000,0.00043,0.00055,0.00093,0.00073,0.00000
26 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26 Feb 1991, 3, 0.00000,0.00044,0.00056,0.00097,0.00074,0.00000
27 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27 Feb 1991, 3, 0.00000,0.00022,0.00029,0.00050,0.00038,0.00000
28 Feb 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28 Feb 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28 Feb 1991, 3, 0.00000,0.00014,0.00018,0.00031,0.00024,0.00000
 1 Mar 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 1 Mar 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 1 Mar 1991, 3, 0.00000,0.00026,0.00035,0.00061,0.00045,0.00000
 2 Mar 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 2 Mar 1991, 2, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
 2 Mar 1991, 3, 0.00000,0.00018,0.00025,0.00042,0.00031,0.00000
 3 Mar 1991, 1, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
