ApsimVersion = 7.10 r7fc53e8d02bde502a9365b74ca5d599e486e2c5e
Title = Gjunct86
           Date DaysAfterSowing          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize         LeafNo            LAI           SLAI            ESW            NO3            SLN        WaterSD          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)             HI           TPLA           SPLA          accTT         Height
   (dd/mm/yyyy)          (days)             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)       (leaves)        (m2/m2)        (m2/m2)             ()        (kg/ha)      (g(N)/m2)             ()        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)             ()           (m2)           (m2)             ()           (mm)
     23/08/1986             115          8.293        22909.7        2698.00        2290.97         517.93         344.71        1364.46         156.38         314.51          26.01           5.30           7.52           8.08           0.63           7.98           2.537       4809.965         65.388         18.069          5.074          1.616        136.347           90.1          1.481          1.000          0.402          0.426          0.505          0.468          0.402          0.365          0.332          0.345          0.411          0.137       4831.943       1538.607              ?       2000.000
     24/08/1986             116          8.309        23130.6        2718.13        2313.06         516.90         343.80        1362.41         156.38         338.65          26.33           5.31           7.50           7.81           0.60           8.59           2.537       4809.965         70.405         18.069          5.060          1.629        128.588           87.2          1.482          1.000          0.405          0.410          0.495          0.466          0.399          0.363          0.333          0.345          0.410          0.146       4819.114       1551.436              ?       2000.000
     25/08/1986             117          8.327        23345.3        2737.11        2334.53         515.86         342.34        1358.69         156.38         363.84          26.67           5.32           7.48           7.54           0.57           9.23           2.537       4809.965         75.642         18.069          5.039          1.650        162.161           83.7          1.484          1.000          0.437          0.486          0.540          0.502          0.418          0.372          0.335          0.344          0.410          0.156       4798.682       1571.868              ?       2000.000
     26/08/1986             118          8.343        23640.2        2769.41        2364.02         520.10         340.91        1364.46         156.38         387.56          26.97           5.33           7.45           7.26           0.55           9.83           2.537       4809.965         80.575         18.069          5.018          1.672        157.772           80.8          1.485          1.000          0.424          0.472          0.533          0.483          0.414          0.374          0.337          0.344          0.410          0.164       4778.618       1591.932              ?       2000.000
     27/08/1986             119          8.360        23887.4        2803.10        2388.74         529.07         340.91        1364.46         156.38         412.28          27.25           5.34           7.45           6.95           0.52          10.46           2.537       4809.965         85.714         18.069          5.018          1.672        149.405           78.1          1.485          1.000          0.408          0.456          0.525          0.472          0.407          0.371          0.338          0.344          0.410          0.173       4778.618       1591.932              ?       2000.000
     28/08/1986             120          8.378        24140.0        2838.13        2414.00         538.84         340.91        1364.46         156.38         437.54          27.52           5.36           7.45           6.60           0.50          11.10           2.537       4809.965         90.966         18.069          5.018          1.672        140.264           75.6          1.485          1.000          0.401          0.431          0.510          0.467          0.401          0.365          0.337          0.344          0.410          0.181       4778.618       1591.932              ?       2000.000
     29/08/1986             121          8.394        24374.0        2858.53        2437.40         537.76         338.98        1364.27         156.38         461.13          27.75           5.37           7.39           6.27           0.48          11.70           2.537       4809.965         95.870         18.069          4.989          1.700        130.780           73.6          1.482          1.000          0.406          0.412          0.499          0.466          0.399          0.364          0.338          0.343          0.410          0.189       4751.565       1618.985              ?       2000.000
     30/08/1986             122          8.407        24500.7        2867.08        2450.07         536.69         335.94        1358.61         156.38         479.46          27.95           5.38           7.32           6.04           0.46          12.16           2.537       4809.965         99.680         18.069          4.944          1.745        169.196           71.5          1.481          1.000          0.442          0.490          0.543          0.494          0.429          0.393          0.350          0.344          0.410          0.196       4709.030       1661.520              ?       2000.000
     31/08/1986             123          8.422        24769.9        2892.34        2476.99         537.89         333.08        1364.46         156.38         500.53          28.16           5.38           7.23           5.78           0.45          12.70           2.537       4809.965        104.062         18.069          4.902          1.787        166.716           69.4          1.474          1.000          0.428          0.479          0.539          0.481          0.417          0.392          0.358          0.344          0.410          0.202       4668.902       1701.648              ?       2000.000
     01/09/1986             124          8.437        24990.3        2916.96        2499.03         543.21         330.35        1364.46         156.38         522.57          28.38           5.39           7.10           5.53           0.43          13.26           2.537       4809.965        108.642         18.069          4.862          1.827        165.302           67.3          1.461          1.000          0.435          0.475          0.535          0.473          0.412          0.385          0.363          0.344          0.410          0.209       4630.656       1739.894              ?       2000.000
     02/09/1986             125          8.451        25187.1        2949.28        2518.71         555.84         330.35        1364.46         156.38         542.25          28.55           5.40           7.01           5.32           0.42          13.76           2.537       4809.965        112.735         18.069          4.862          1.827        161.574           65.6          1.441          1.000          0.433          0.466          0.527          0.469          0.407          0.379          0.365          0.344          0.410          0.215       4630.656       1739.894              ?       2000.000
     03/09/1986             126          8.463        25362.0        2973.48        2536.20         564.71         328.19        1364.46         156.38         559.74          28.70           5.40           6.86           5.14           0.40          14.20           2.537       4809.965        116.371         18.069          4.830          1.859        154.720           64.3          1.421          1.000          0.421          0.457          0.517          0.470          0.404          0.376          0.366          0.344          0.410          0.221       4600.366       1770.183              ?       2000.000
     04/09/1986             127          8.477        25563.2        2999.82        2556.32         577.24         321.88        1364.46         156.38         579.86          28.70           5.39           6.43           4.94           0.39          14.71           2.537       4809.965        120.553         18.069          4.738          1.952        149.610           64.6          1.357          1.000          0.407          0.446          0.504          0.469          0.400          0.372          0.364          0.344          0.410          0.227       4511.915       1858.635              ?       2000.000
     05/09/1986             128          8.492        25782.7        3023.06        2578.27         587.60         312.81        1364.46         156.38         601.81          28.70           5.38           5.91           4.73           0.38          15.27           2.537       4809.965        125.118         18.069          4.604          2.085        142.156           65.0          1.284          1.000          0.402          0.424          0.492          0.464          0.396          0.368          0.362          0.344          0.410          0.233       4384.676       1985.874              ?       2000.000
     06/09/1986             129          8.507        26008.2        3042.13        2600.82         596.36         300.57        1364.46         156.38         624.36          28.70           5.37           5.32           4.54           0.37          15.84           2.537       4809.965        129.806         18.069          4.424          2.265        133.890           65.5          1.202          1.000          0.398          0.410          0.475          0.457          0.392          0.363          0.359          0.344          0.410          0.240       4213.124       2157.426              ?       2000.000
     07/09/1986             130          8.526        26270.1        3058.62        2627.01         600.30         286.92        1364.46         156.38         650.55          28.70           5.36           4.71           4.32           0.35          16.44           2.527       4809.965        135.251         18.069          4.223          2.466        165.814           65.6          1.114          1.000          0.432          0.482          0.537          0.498          0.406          0.365          0.357          0.344          0.410          0.248       4021.888       2348.661              ?       2000.000
     08/09/1986             131          8.544        26527.8        3083.03        2652.78         599.10         286.77        1364.04         156.38         676.74          28.70           5.35           4.55           4.12           0.34          16.81           2.483       4809.965        140.696         18.069          4.221          2.468        158.161           66.0          1.078          1.000          0.417          0.470          0.532          0.483          0.407          0.367          0.357          0.344          0.410          0.255       4019.701       2350.848              ?       2000.000
     09/09/1986             132          8.559        26673.3        3096.38        2667.33         597.90         286.77        1356.92         156.38         698.42          28.70           5.34           4.50           3.97           0.33          17.01           2.436       4809.965        145.202         18.069          4.221          2.468        152.127           66.4          1.067          1.000          0.411          0.463          0.531          0.477          0.406          0.370          0.358          0.344          0.410          0.262       4019.701       2350.848              ?       2000.000
     10/09/1986             133          8.571        26859.3        3110.62        2685.93         596.71         283.60        1358.09         156.38         715.84          28.70           5.33           4.32           3.85           0.33          17.26           2.411       4809.965        148.823         18.069          4.174          2.515        151.654           66.8          1.036          1.000          0.416          0.455          0.528          0.471          0.404          0.370          0.358          0.344          0.410          0.267       3975.341       2395.208              ?       2000.000
     11/09/1986             134          8.579        26938.3        3117.33        2693.83         595.52         283.60        1354.57         156.38         727.26          28.70           5.32           4.28           3.78           0.33          17.38           2.389       4809.965        151.200         18.069          4.174          2.515        147.900           67.2          1.026          1.000          0.411          0.451          0.522          0.473          0.403          0.372          0.360          0.344          0.410          0.270       3975.341       2395.208              ?       2000.000
     12/09/1986             135          8.589        27179.2        3138.12        2717.92         596.14         279.68        1364.46         156.38         741.46          28.70           5.31           4.11           3.69           0.33          17.58           2.371       4809.965        154.151         18.069          4.116          2.573        146.154           67.4          0.998          1.000          0.406          0.439          0.514          0.471          0.401          0.371          0.361          0.344          0.410          0.273       3920.292       2450.258              ?       2000.000
     13/09/1986             136          8.602        27365.2        3148.60        2736.52         594.95         272.75        1363.01         156.38         761.51          28.70           5.30           3.86           3.57           0.33          17.84           2.343       4809.965        158.319         18.069          4.014          2.675        141.952           67.7          0.962          1.000          0.406          0.424          0.503          0.471          0.400          0.370          0.361          0.344          0.410          0.278       3823.201       2547.349              ?       2000.000
     14/09/1986             137          8.616        27506.4        3156.90        2750.64         593.76         268.13        1357.68         156.38         780.96          28.70           5.28           3.70           3.46           0.33          18.05           2.311       4809.965        162.363         18.069          3.946          2.743        138.095           67.9          0.939          1.000          0.407          0.414          0.495          0.468          0.398          0.369          0.361          0.344          0.410          0.284       3758.437       2612.113              ?       2000.000
     15/09/1986             138          8.631        27730.0        3168.71        2773.00         592.57         258.77        1358.75         156.38         802.25          28.70           5.27           3.40           3.34           0.33          18.34           2.286       4809.965        166.789         18.069          3.809          2.881        134.416           68.2          0.892          1.000          0.400          0.414          0.478          0.462          0.395          0.367          0.360          0.344          0.410          0.289       3627.198       2743.352              ?       2000.000
     16/09/1986             139          8.647        27905.0        3177.68        2790.50         591.38         251.42        1352.97         156.38         825.54          28.70           5.26           3.17           3.22           0.33          18.59           2.252       4809.965        171.631         18.069          3.700          2.989        166.459           68.3          0.856          1.000          0.437          0.487          0.541          0.496          0.407          0.370          0.360          0.345          0.410          0.296       3524.164       2846.386              ?       2000.000
     17/09/1986             140          8.659        28107.9        3189.66        2810.79         590.20         244.29        1355.43         156.38         843.36          28.70           5.25           2.96           3.14           0.33          18.79           2.228       4809.965        175.336         18.069          3.595          3.094        162.062           68.6          0.823          1.000          0.423          0.476          0.537          0.483          0.408          0.371          0.360          0.345          0.410          0.300       3424.210       2946.340              ?       2000.000
     18/09/1986             141          8.672        28267.5        3197.34        2826.75         589.02         237.18        1352.87         156.38         861.88          28.70           5.24           2.76           3.05           0.33          18.99           2.203       4809.965        179.187         18.069          3.491          3.198        156.490           68.9          0.792          1.000          0.414          0.467          0.535          0.476          0.407          0.373          0.361          0.345          0.410          0.305       3324.667       3045.882              ?       2000.000
     19/09/1986             142          8.681        28317.0        3200.13        2831.70         587.84         236.21        1344.81         156.38         874.89          28.70           5.23           2.74           3.00           0.33          19.06           2.178       4809.965        181.892         18.069          3.476          3.213        153.389           69.2          0.788          1.000          0.412          0.462          0.535          0.473          0.405          0.375          0.363          0.345          0.410          0.309       3310.950       3059.600              ?       2000.000
     20/09/1986             143          8.694        28445.6        3205.00        2844.56         586.67         229.39        1338.95         156.38         893.62          28.70           5.22           2.56           2.92           0.33          19.24           2.153       4809.965        185.785         18.069          3.376          3.313        152.025           69.5          0.758          1.000          0.408          0.452          0.529          0.472          0.403          0.375          0.364          0.345          0.410          0.314       3215.392       3155.158              ?       2000.000
     21/09/1986             144          8.712        28583.0        3210.83        2858.30         585.49         222.65        1327.14         156.38         919.16          28.70           5.21           2.39           2.82           0.33          19.43           2.114       4809.965        191.095         18.069          3.277          3.412        148.760           69.8          0.730          1.000          0.408          0.439          0.522          0.472          0.403          0.375          0.366          0.345          0.410          0.322       3120.967       3249.583              ?       2000.000
     22/09/1986             145          8.727        28685.4        3212.82        2868.54         584.32         215.57        1316.00         156.38         940.54          28.70           5.20           2.23           2.79           0.33          19.55           2.079       4809.965        195.540         18.069          3.173          3.516        146.458           70.1          0.701          1.000          0.408          0.429          0.514          0.472          0.402          0.375          0.367          0.346          0.410          0.328       3021.720       3348.830              ?       2000.000
     23/09/1986             146          8.739        28720.4        3212.91        2872.04         583.15         213.34        1301.11         156.38         958.94          28.70           5.19           2.18           2.76           0.33          19.60           2.044       4809.965        199.365         18.069          3.140          3.549        148.369           70.3          0.693          1.000          0.429          0.430          0.507          0.473          0.402          0.376          0.369          0.346          0.410          0.334       2990.406       3380.144              ?       2000.000
     24/09/1986             147          8.749        28753.1        3213.69        2875.31         581.99         212.02        1290.30         156.38         973.00          28.70           5.18           2.15           2.73           0.33          19.65           2.020       4809.965        202.289         18.069          3.120          3.569        153.622           70.4          0.688          1.000          0.444          0.448          0.503          0.473          0.402          0.377          0.371          0.346          0.410          0.338       2971.889       3398.660              ?       2000.000
     25/09/1986             148          8.756        28767.4        3213.96        2876.74         580.82         212.02        1281.47         156.38         983.27          28.70           5.17           2.15           2.71           0.33          19.67           2.001       4809.965        204.424         18.069          3.120          3.569        153.227           70.6          0.688          1.000          0.440          0.449          0.500          0.473          0.403          0.379          0.373          0.347          0.410          0.342       2971.889       3398.660              ?       2000.000
     26/09/1986             149          8.763        28794.4        3213.94        2879.44         579.66         210.47        1273.94         156.38         993.49          28.70           5.16           2.11           2.69           0.33          19.71           1.984       4809.965        206.549         18.069          3.098          3.591        155.673           70.7          0.682          1.000          0.444          0.457          0.498          0.472          0.403          0.380          0.375          0.347          0.410          0.345       2950.171       3420.379              ?       2000.000
     27/09/1986             150          8.770        28831.5        3213.53        2883.15         578.50         207.49        1267.71         156.38        1003.45          28.70           5.15           2.05           2.68           0.33          19.76           1.969       4809.965        208.618         18.069          3.054          3.635        155.301           70.7          0.671          1.000          0.439          0.456          0.497          0.470          0.403          0.381          0.376          0.348          0.410          0.348       2908.453       3462.096              ?       2000.000
     28/09/1986             151          8.779        28905.0        3215.97        2890.50         577.35         203.74        1262.21         156.38        1016.30          28.70           5.14           1.97           2.66           0.33          19.81           1.950       4809.965        211.290         18.069          2.999          3.690        157.541           70.8          0.657          1.000          0.442          0.463          0.496          0.469          0.402          0.382          0.377          0.348          0.410          0.352       2855.868       3514.682              ?       2000.000
     29/09/1986             152          8.785        28905.9        3214.90        2890.59         576.19         203.74        1253.76         156.38        1024.83          28.70           5.13           1.97           2.66           0.33          19.81           1.933       4809.965        213.064         18.069          2.999          3.690        158.610           70.8          0.657          1.000          0.445          0.466          0.497          0.469          0.402          0.383          0.379          0.349          0.410          0.355       2855.868       3514.682              ?       2000.000
     30/09/1986             153          8.801        29007.4        3217.28        2900.74         575.04         197.13        1240.62         156.38        1048.12          28.70           5.12           1.84           2.63           0.33          19.91           1.900       4809.965        217.906         18.069          2.901          3.788        157.831           70.9          0.633          1.000          0.434          0.462          0.495          0.467          0.401          0.383          0.379          0.349          0.410          0.361       2763.171       3607.379              ?       2000.000
     01/10/1986             154          8.813        29120.9        3222.75        2912.09         573.89         192.39        1234.15         156.38        1065.94          28.70           5.11           1.75           2.61           0.33          19.99           1.875       4809.965        221.611         18.069          2.832          3.857        154.906           71.1          0.617          1.000          0.423          0.456          0.492          0.464          0.400          0.382          0.379          0.350          0.410          0.366       2696.788       3673.762              ?       2000.000
     02/10/1986             155          8.826        29209.3        3225.75        2920.93         572.74         187.70        1224.47         156.38        1084.46          28.70           5.10           1.66           2.59           0.33          20.04           1.848       4809.965        225.462         18.069          2.763          3.927        151.458           71.3          0.601          1.000          0.415          0.451          0.490          0.463          0.399          0.382          0.379          0.350          0.410          0.371       2630.998       3739.551              ?       2000.000
     03/10/1986             156          8.835        29238.5        3225.13        2923.85         571.60         185.31        1214.38         156.38        1097.47          28.70           5.09           1.62           2.57           0.33          20.09           1.830       4809.965        228.167         18.069          2.727          3.962        149.632           71.5          0.593          1.000          0.412          0.448          0.490          0.462          0.399          0.382          0.380          0.351          0.410          0.375       2597.479       3773.070              ?       2000.000
     04/10/1986             157          8.848        29307.1        3226.46        2930.71         570.45         180.92        1202.51         156.38        1116.20          28.70           5.08           1.54           2.55           0.33          20.15           1.805       4809.965        232.060         18.069          2.663          4.026        148.558           71.8          0.579          1.000          0.409          0.441          0.488          0.460          0.398          0.382          0.380          0.352          0.410          0.381       2535.952       3834.598              ?       2000.000
     05/10/1986             158          8.866        29379.9        3226.89        2937.99         569.31         175.21        1184.24         156.38        1141.74          28.70           5.07           1.44           2.53           0.33          20.22           1.771       4809.965        237.371         18.069          2.579          4.110        146.438           72.1          0.560          1.000          0.409          0.431          0.486          0.459          0.398          0.382          0.381          0.352          0.410          0.389       2455.942       3914.608              ?       2000.000
     06/10/1986             159          8.881        29432.5        3226.59        2943.25         568.17         170.79        1168.13         156.38        1163.12          28.70           5.06           1.37           2.49           0.33          20.29           1.744       4809.965        241.816         18.069          2.514          4.175        144.928           72.4          0.547          1.000          0.409          0.424          0.484          0.457          0.397          0.382          0.381          0.353          0.410          0.395       2393.970       3976.580              ?       2000.000
     07/10/1986             160          8.894        29450.5        3227.25        2945.05         567.04         170.79        1151.53         156.38        1181.52          28.70           5.05           1.37           2.46           0.33          20.32           1.719       4809.965        245.640         18.069          2.514          4.175        147.650           72.6          0.547          1.000          0.430          0.426          0.482          0.456          0.397          0.383          0.381          0.353          0.410          0.401       2393.970       3976.580              ?       2000.000
     08/10/1986             161          8.903        29467.7        3227.83        2946.77         565.90         170.79        1139.18         156.38        1195.58          28.70           5.04           1.37           2.44           0.33          20.34           1.701       4809.965        248.564         18.069          2.514          4.175        153.074           72.7          0.547          1.000          0.445          0.446          0.482          0.455          0.397          0.383          0.382          0.354          0.410          0.406       2393.970       3976.580              ?       2000.000
     09/10/1986             162          8.910        29480.7        3228.00        2948.07         564.77         170.79        1130.21         156.38        1205.86          28.70           5.03           1.37           2.42           0.33          20.36           1.688       4809.965        250.699         18.069          2.514          4.175        152.793           72.8          0.547          1.000          0.440          0.446          0.482          0.455          0.397          0.384          0.383          0.355          0.410          0.409       2393.970       3976.580              ?       2000.000
     10/10/1986             163          8.917        29505.1        3229.12        2950.51         563.64         170.60        1122.43         156.38        1216.07          28.70           5.02           1.37           2.38           0.33          20.39           1.677       4809.965        252.824         18.069          2.511          4.178        155.242           72.9          0.546          1.000          0.444          0.455          0.483          0.454          0.396          0.384          0.383          0.355          0.410          0.412       2391.304       3979.246              ?       2000.000
     11/10/1986             164          8.924        29538.8        3229.46        2953.88         562.51         168.69        1115.85         156.38        1226.03          28.70           5.01           1.34           2.36           0.33          20.43           1.667       4809.965        254.893         18.069          2.483          4.206        154.885           73.0          0.541          1.000          0.439          0.454          0.484          0.454          0.396          0.385          0.384          0.356          0.410          0.415       2364.521       4006.028              ?       2000.000
     12/10/1986             165          8.933        29578.7        3229.92        2957.87         561.39         166.28        1106.99         156.38        1238.88          28.70           5.00           1.31           2.34           0.33          20.47           1.652       4809.965        257.565         18.069          2.447          4.242        157.149           73.0          0.534          1.000          0.443          0.462          0.485          0.454          0.396          0.385          0.384          0.357          0.410          0.419       2330.839       4039.711              ?       2000.000
     13/10/1986             166          8.939        29579.5        3228.88        2957.95         560.27         166.28        1098.53         156.38        1247.41          28.70           4.99           1.31           2.34           0.33          20.47           1.641       4809.965        259.339         18.069          2.447          4.242        158.483           73.1          0.534          1.000          0.445          0.465          0.487          0.454          0.396          0.386          0.385          0.357          0.410          0.422       2330.839       4039.711              ?       2000.000
     14/10/1986             167          8.955        29634.6        3229.04        2963.46         559.15         162.05        1080.76         156.38        1270.70          28.70           4.98           1.24           2.31           0.33          20.53           1.616       4809.965        264.182         18.069          2.385          4.304        157.698           73.1          0.521          1.000          0.435          0.462          0.487          0.454          0.396          0.385          0.385          0.358          0.410          0.429       2271.533       4099.016              ?       2000.000
     15/10/1986             168          8.968        29696.5        3231.11        2969.65         558.03         159.05        1069.13         156.38        1288.52          28.70           4.97           1.20           2.27           0.33          20.59           1.598       4809.965        267.886         18.069          2.341          4.348        155.699           73.3          0.513          1.000          0.425          0.458          0.487          0.453          0.396          0.384          0.384          0.359          0.410          0.434       2229.478       4141.072              ?       2000.000
     16/10/1986             169          8.981        29744.9        3231.88        2974.49         556.91         156.10        1055.45         156.38        1307.05          28.70           4.96           1.16           2.25           0.33          20.63           1.578       4809.965        271.737         18.069          2.297          4.392        153.476           73.5          0.505          1.000          0.417          0.454          0.486          0.453          0.395          0.384          0.384          0.359          0.410          0.439       2188.047       4182.502              ?       2000.000
     17/10/1986             170          8.990        29761.0        3232.37        2976.10         555.80         156.10        1044.04         156.38        1320.06          28.70           4.95           1.16           2.22           0.33          20.65           1.565       4809.965        274.442         18.069          2.297          4.392        152.365           73.7          0.505          1.000          0.415          0.451          0.486          0.453          0.395          0.385          0.384          0.360          0.410          0.444       2188.047       4182.502              ?       2000.000
     18/10/1986             171          9.000        29800.2        3232.36        2980.02         554.69         153.27        1029.24         156.38        1338.78          28.70           4.94           1.12           2.19           0.33          20.70           1.546       4809.965        278.335         18.069          2.256          4.433        151.479           73.9          0.497          1.000          0.409          0.448          0.486          0.453          0.395          0.385          0.384          0.360          0.410          0.449       2148.493       4222.057              ?       2000.000
     19/10/1986             172          9.314        29842.1        3231.78        2984.21         553.58         149.62        1007.88         156.38        1364.33          28.70           4.93           1.07           2.16           0.33          20.75           1.521       4809.965        283.646         18.069          2.202          4.487        149.917           74.2          0.488          1.000          0.409          0.438          0.485          0.453          0.395          0.385          0.384          0.361          0.410          0.457       2097.276       4273.274              ?       2000.000
     20/10/1986             173          9.544        29872.7        3233.74        2987.27         552.47         149.62        1007.88         156.38        1367.39          28.70           4.92           1.07           2.12           0.33          20.80           1.521       4809.965        284.283         18.069          2.202          4.487        148.784           74.5          0.488          1.000          0.409          0.431          0.483          0.452          0.395          0.385          0.385          0.362          0.410          0.458       2097.276       4273.274              ?       2000.000
     21/10/1986             174          9.742        29884.0        3231.37        2988.40         551.36         147.22        1007.88         156.38        1368.53          28.70           4.91           1.04           2.12           0.33          20.81           1.521       4809.965        284.519         18.069          2.167          4.522        151.864           74.7          0.482          1.000          0.431          0.432          0.482          0.452          0.395          0.385          0.385          0.362          0.410          0.458       2063.589       4306.961              ?       2000.000
     22/10/1986             175          9.893        29894.3        3229.56        2989.43         550.26         145.49        1007.88         156.38        1369.55          28.70           4.90           1.02           2.12           0.33          20.82           1.520       4809.965        284.731         18.069          2.141          4.548        157.355           74.8          0.477          1.000          0.445          0.452          0.483          0.452          0.395          0.386          0.385          0.363          0.410          0.458       2039.440       4331.110              ?       2000.000
     23/10/1986             176         10.000        29902.7        3228.11        2990.27         549.16         144.30        1007.88         156.38        1370.40          28.70           4.89           1.01           2.12           0.33          20.83           1.520       4809.965        284.908         18.069          2.124          4.565        157.125           74.9          0.474          1.000          0.440          0.452          0.483          0.452          0.396          0.386          0.386          0.364          0.410          0.458       2022.657       4347.893              ?       2000.000
