ApsimVersion = 7.10 r7fc53e8d02bde502a9365b74ca5d599e486e2c5e
Title = Maize_K841_K841P3W
           Date DaysAfterSowing          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize         LeafNo            LAI           SLAI            ESW            NO3            SLN        WaterSD           sw()             HI           TPLA           SPLA         Height
   (dd/mm/yyyy)          (days)             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)       (leaves)        (m2/m2)        (m2/m2)             ()        (kg/ha)      (g(N)/m2)             ()        (mm/mm)             ()           (m2)           (m2)           (mm)
     17/11/1983               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000          0.000            8.9          0.000          1.000          2.927          0.000          0.000          0.000          0.000
     18/11/1983               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000          0.000            8.7          0.000          1.000          2.926          0.000          0.000          0.000          0.000
     19/11/1983               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000          0.000            8.2          0.000          1.000          2.912          0.000          0.000          0.000          0.000
     20/11/1983               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000          0.000            7.6          0.000          1.000          2.930          0.000          0.000          0.000          0.000
     21/11/1983               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000          0.000            6.9          0.000          1.000          2.927          0.000          0.000          0.000          0.000
     22/11/1983               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000          0.000            6.6          0.000          1.000          2.883          0.000          0.000          0.000          0.000
     23/11/1983               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000          0.000           29.9          0.000          1.000          2.857          0.000          0.000          0.000          0.000
     24/11/1983               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000          0.000           54.1          0.000          1.000          2.838          0.000          0.000          0.000          0.000
     25/11/1983               1          1.999            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        135.773           74.7          0.000          1.000          2.823          0.000          0.000          0.000          0.000
     25/11/1983               1          1.999            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        135.773           74.7          0.000          1.000          2.823          0.000          0.000          0.000          0.000
     26/11/1983               2          2.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        146.698           91.6          0.000          1.000          2.896          0.000          0.000          0.000          0.000
     26/11/1983               2          2.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        146.698           91.6          0.000          1.000          2.896          0.000          0.000          0.000          0.000
     27/11/1983               3          3.000            0.6           0.09           0.06           0.03           0.03           0.03           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.500          0.001          0.000        142.365          104.2          1.700          1.000          2.867          0.000          3.800          0.000          0.000
     27/11/1983               3          3.000            0.6           0.09           0.06           0.03           0.03           0.03           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.500          0.001          0.000        142.365          104.2          1.700          1.000          2.867          0.000          3.800          0.000          0.000
     28/11/1983               4          3.305            0.8           0.13           0.08           0.05           0.05           0.03           0.00           0.00           0.01           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.834          0.004          0.000        139.362          112.9          1.378          1.000          2.847          0.000         12.034          0.000          0.250
     28/11/1983               4          3.305            0.8           0.13           0.08           0.05           0.05           0.03           0.00           0.00           0.01           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.834          0.004          0.000        139.362          112.9          1.378          1.000          2.847          0.000         12.034          0.000          0.250
     29/11/1983               5          3.515            1.6           0.28           0.16           0.13           0.13           0.03           0.00           0.00           0.01           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          1.161          0.006          0.000        136.940          118.6          1.689          1.000          2.831          0.000         20.177          0.000          0.251
     29/11/1983               5          3.515            1.6           0.28           0.16           0.13           0.13           0.03           0.00           0.00           0.01           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          1.161          0.006          0.000        136.940          118.6          1.689          1.000          2.831          0.000         20.177          0.000          0.251
     30/11/1983               6          3.728            2.9           0.54           0.29           0.26           0.25           0.03           0.00           0.00           0.02           0.00           0.02           0.00           0.00           0.00           0.000          0.000          0.000          1.484          0.009          0.000        141.744          122.1          1.872          1.000          2.864          0.000         30.237          0.052          0.259
     30/11/1983               6          3.728            2.9           0.54           0.29           0.26           0.25           0.03           0.00           0.00           0.02           0.00           0.02           0.00           0.00           0.00           0.000          0.000          0.000          1.484          0.009          0.000        141.744          122.1          1.872          1.000          2.864          0.000         30.237          0.052          0.259
     01/12/1983               7          3.944            5.3           1.02           0.53           0.50           0.48           0.04           0.00           0.00           0.03           0.01           0.03           0.00           0.00           0.00           0.000          0.000          0.000          1.811          0.013          0.000        145.852          124.1          2.117          1.000          2.891          0.000         42.084          0.908          0.284
     01/12/1983               7          3.944            5.3           1.02           0.53           0.50           0.48           0.04           0.00           0.00           0.03           0.01           0.03           0.00           0.00           0.00           0.000          0.000          0.000          1.811          0.013          0.000        145.852          124.1          2.117          1.000          2.891          0.000         42.084          0.908          0.284
     02/12/1983               8          4.000            8.4           1.63           0.84           0.81           0.76           0.06           0.00           0.00           0.05           0.01           0.04           0.00           0.00           0.00           0.000          0.000          0.000          2.145          0.017          0.001        141.979          125.3          2.480          1.000          2.864          0.000         57.284          1.707          0.363
     02/12/1983               8          4.000            8.4           1.63           0.84           0.81           0.76           0.06           0.00           0.00           0.05           0.01           0.04           0.00           0.00           0.00           0.000          0.000          0.000          2.145          0.017          0.001        141.979          125.3          2.480          1.000          2.864          0.000         57.284          1.707          0.363
     03/12/1983               9          4.168           12.2           2.38           1.22           1.19           1.10           0.09           0.00           0.00           0.07           0.01           0.05           0.02           0.00           0.00           0.000          0.000          0.000          2.457          0.022          0.001        139.005          126.0          2.151          1.000          2.844          0.000         74.884          2.523          0.508
     03/12/1983               9          4.168           12.2           2.38           1.22           1.19           1.10           0.09           0.00           0.00           0.07           0.01           0.05           0.02           0.00           0.00           0.000          0.000          0.000          2.457          0.022          0.001        139.005          126.0          2.151          1.000          2.844          0.000         74.884          2.523          0.508
     04/12/1983              10          4.268           17.7           3.45           1.77           1.73           1.58           0.14           0.00           0.00           0.08           0.02           0.06           0.02           0.00           0.00           0.000          0.000          0.000          2.776          0.029          0.001        136.996          126.5          2.221          1.000          2.831          0.000         96.719          3.348          0.754
     04/12/1983              10          4.268           17.7           3.45           1.77           1.73           1.58           0.14           0.00           0.00           0.08           0.02           0.06           0.02           0.00           0.00           0.000          0.000          0.000          2.776          0.029          0.001        136.996          126.5          2.221          1.000          2.831          0.000         96.719          3.348          0.754
     05/12/1983              11          4.358           22.2           4.31           2.22           2.18           1.93           0.20           0.00           0.00           0.09           0.02           0.07           0.01           0.00           0.00           0.000          0.000          0.000          3.099          0.035          0.002        154.353          126.6          1.936          1.000          2.934          0.000        118.270          5.715          1.204
     05/12/1983              11          4.358           22.2           4.31           2.22           2.18           1.93           0.20           0.00           0.00           0.09           0.02           0.07           0.01           0.00           0.00           0.000          0.000          0.000          3.099          0.035          0.002        154.353          126.6          1.936          1.000          2.934          0.000        118.270          5.715          1.204
     06/12/1983              12          4.459           27.7           5.39           2.77           2.72           2.38           0.28           0.00           0.00           0.09           0.03           0.08           0.01           0.00           0.00           0.000          0.000          0.000          3.391          0.044          0.002        147.045          126.8          1.755          1.000          2.889          0.000        145.535          6.745          1.666
     06/12/1983              12          4.459           27.7           5.39           2.77           2.72           2.38           0.28           0.00           0.00           0.09           0.03           0.08           0.01           0.00           0.00           0.000          0.000          0.000          3.391          0.044          0.002        147.045          126.8          1.755          1.000          2.889          0.000        145.535          6.745          1.666
     07/12/1983              13          4.555           35.2           6.89           3.52           3.47           3.01           0.41           0.00           0.00           0.11           0.04           0.09           0.01           0.00           0.00           0.000          0.000          0.000          3.717          0.055          0.002        141.632          126.8          1.709          1.000          2.856          0.000        184.210          6.745          2.345
     07/12/1983              13          4.555           35.2           6.89           3.52           3.47           3.01           0.41           0.00           0.00           0.11           0.04           0.09           0.01           0.00           0.00           0.000          0.000          0.000          3.717          0.055          0.002        141.632          126.8          1.709          1.000          2.856          0.000        184.210          6.745          2.345
     08/12/1983              14          4.659           50.6           9.94           5.06           5.00           4.22           0.72           0.00           0.00           0.14           0.05           0.12           0.02           0.00           0.00           0.000          0.000          0.000          4.030          0.068          0.002        138.096          126.8          1.713          1.000          2.834          0.000        227.052          7.591          3.436
     08/12/1983              14          4.659           50.6           9.94           5.06           5.00           4.22           0.72           0.00           0.00           0.14           0.05           0.12           0.02           0.00           0.00           0.000          0.000          0.000          4.030          0.068          0.002        138.096          126.8          1.713          1.000          2.834          0.000        227.052          7.591          3.436
     09/12/1983              15          4.758           65.1          12.80           6.51           6.44           5.30           1.05           0.00           0.00           0.18           0.06           0.14           0.03           0.00           0.00           0.000          0.000          0.000          4.365          0.084          0.003        150.851          126.5          1.712          1.000          2.916          0.000        279.456          9.463          6.005
     09/12/1983              15          4.758           65.1          12.80           6.51           6.44           5.30           1.05           0.00           0.00           0.18           0.06           0.14           0.03           0.00           0.00           0.000          0.000          0.000          4.365          0.084          0.003        150.851          126.5          1.712          1.000          2.916          0.000        279.456          9.463          6.005
     10/12/1983              16          4.839           88.7          17.48           8.87           8.79           7.03           1.66           0.00           0.00           0.24           0.09           0.18           0.05           0.00           0.00           0.000          0.000          0.000          4.685          0.102          0.003        144.635          125.9          1.779          1.000          2.872          0.000        338.422         11.009          8.769
     10/12/1983              16          4.839           88.7          17.48           8.87           8.79           7.03           1.66           0.00           0.00           0.24           0.09           0.18           0.05           0.00           0.00           0.000          0.000          0.000          4.685          0.102          0.003        144.635          125.9          1.779          1.000          2.872          0.000        338.422         11.009          8.769
     11/12/1983              17          4.922          117.6          23.21          11.76          11.67           9.06           2.49           0.00           0.00           0.30           0.12           0.21           0.08           0.00           0.00           0.000          0.000          0.000          4.950          0.118          0.004        139.905          125.4          1.798          1.000          2.841          0.000        394.178         12.582         13.841
     11/12/1983              17          4.922          117.6          23.21          11.76          11.67           9.06           2.49           0.00           0.00           0.30           0.12           0.21           0.08           0.00           0.00           0.000          0.000          0.000          4.950          0.118          0.004        139.905          125.4          1.798          1.000          2.841          0.000        394.178         12.582         13.841
     12/12/1983              18          5.000          149.8          29.58          14.98          14.86          11.24           3.48           0.00           0.00           0.37           0.15           0.25           0.12           0.00           0.00           0.000          0.000          0.000          5.219          0.137          0.004        135.887          124.9          1.789          1.000          2.816          0.000        457.453         14.270         20.715
     12/12/1983              18          5.000          149.8          29.58          14.98          14.86          11.24           3.48           0.00           0.00           0.37           0.15           0.25           0.12           0.00           0.00           0.000          0.000          0.000          5.219          0.137          0.004        135.887          124.9          1.789          1.000          2.816          0.000        457.453         14.270         20.715
     13/12/1983              19          5.033          187.7          34.55          18.77          16.08          13.73           4.52           0.21           0.00           0.45           0.17           0.29           0.15           0.00           0.00           0.000          0.000          0.000          5.508          0.160          0.005        151.801          124.1          1.786          1.000          2.910          0.000        533.089         16.072         28.990
     13/12/1983              19          5.033          187.7          34.55          18.77          16.08          13.73           4.52           0.21           0.00           0.45           0.17           0.29           0.15           0.00           0.00           0.000          0.000          0.000          5.508          0.160          0.005        151.801          124.1          1.786          1.000          2.910          0.000        533.089         16.072         28.990
     14/12/1983              20          5.062          229.0          39.95          22.90          17.41          16.34           5.74           0.46           0.00           0.54           0.18           0.33           0.19           0.00           0.00           0.000          0.000          0.000          5.817          0.187          0.005        144.402          123.4          1.782          1.000          2.865          0.000        623.234         17.860         37.674
     14/12/1983              20          5.062          229.0          39.95          22.90          17.41          16.34           5.74           0.46           0.00           0.54           0.18           0.33           0.19           0.00           0.00           0.000          0.000          0.000          5.817          0.187          0.005        144.402          123.4          1.782          1.000          2.865          0.000        623.234         17.860         37.674
     15/12/1983              21          5.090          266.3          44.82          26.63          18.61          18.59           6.92           0.70           0.00           0.63           0.19           0.38           0.23           0.01           0.00           0.000          0.000          0.000          6.123          0.217          0.006        139.048          122.8          1.772          1.000          2.833          0.000        722.476         20.213         47.826
     15/12/1983              21          5.090          266.3          44.82          26.63          18.61          18.59           6.92           0.70           0.00           0.63           0.19           0.38           0.23           0.01           0.00           0.000          0.000          0.000          6.123          0.217          0.006        139.048          122.8          1.772          1.000          2.833          0.000        722.476         20.213         47.826
     16/12/1983              22          5.118          322.6          52.18          32.26          20.43          21.84           8.82           1.09           0.00           0.76           0.21           0.44           0.30           0.01           0.00           0.000          0.000          0.000          6.421          0.248          0.007        134.854          121.8          1.778          1.000          2.803          0.000        827.840         23.848         57.659
     16/12/1983              22          5.118          322.6          52.18          32.26          20.43          21.84           8.82           1.09           0.00           0.76           0.21           0.44           0.30           0.01           0.00           0.000          0.000          0.000          6.421          0.248          0.007        134.854          121.8          1.778          1.000          2.803          0.000        827.840         23.848         57.659
     17/12/1983              23          5.146          384.2          60.24          38.42          22.42          25.26          11.01           1.54           0.00           0.90           0.23           0.50           0.37           0.01           0.00           0.000          0.000          0.000          6.717          0.283          0.008        130.767          120.6          1.777          1.000          2.776          0.000        943.177         27.385         73.464
     17/12/1983              23          5.146          384.2          60.24          38.42          22.42          25.26          11.01           1.54           0.00           0.90           0.23           0.50           0.37           0.01           0.00           0.000          0.000          0.000          6.717          0.283          0.008        130.767          120.6          1.777          1.000          2.776          0.000        943.177         27.385         73.464
     18/12/1983              24          5.175          452.3          69.14          45.23          24.62          28.90          13.55           2.06           0.00           1.05           0.26           0.57           0.45           0.02           0.00           0.000          0.000          0.000          7.005          0.320          0.009        136.082          119.3          1.772          1.000          2.813          0.000       1065.294         31.106         91.725
     18/12/1983              24          5.175          452.3          69.14          45.23          24.62          28.90          13.55           2.06           0.00           1.05           0.26           0.57           0.45           0.02           0.00           0.000          0.000          0.000          7.005          0.320          0.009        136.082          119.3          1.772          1.000          2.813          0.000       1065.294         31.106         91.725
     19/12/1983              25          5.204          525.5          78.74          52.55          26.99          32.67          16.42           2.65           0.00           1.21           0.28           0.64           0.54           0.02           0.00           0.000          0.000          0.000          7.309          0.361          0.010        130.980          117.8          1.766          1.000          2.778          0.000       1204.338         34.857        112.955
     19/12/1983              25          5.204          525.5          78.74          52.55          26.99          32.67          16.42           2.65           0.00           1.21           0.28           0.64           0.54           0.02           0.00           0.000          0.000          0.000          7.309          0.361          0.010        130.980          117.8          1.766          1.000          2.778          0.000       1204.338         34.857        112.955
     20/12/1983              26          5.232          599.4          88.41          59.94          29.38          36.32          19.45           3.27           0.00           1.39           0.30           0.72           0.63           0.03           0.00           0.000          0.000          0.000          7.614          0.407          0.012        149.125          116.0          1.759          1.000          2.897          0.000       1355.689         38.557        136.861
     20/12/1983              26          5.232          599.4          88.41          59.94          29.38          36.32          19.45           3.27           0.00           1.39           0.30           0.72           0.63           0.03           0.00           0.000          0.000          0.000          7.614          0.407          0.012        149.125          116.0          1.759          1.000          2.897          0.000       1355.689         38.557        136.861
     21/12/1983              27          5.261          699.0         101.50          69.90          32.61          41.06          23.69           4.14           0.00           1.62           0.33           0.80           0.76           0.04           0.00           0.000          0.000          0.000          7.916          0.455          0.013        141.972          113.9          1.761          1.000          2.843          0.000       1515.721         42.231        162.060
     21/12/1983              27          5.261          699.0         101.50          69.90          32.61          41.06          23.69           4.14           0.00           1.62           0.33           0.80           0.76           0.04           0.00           0.000          0.000          0.000          7.916          0.455          0.013        141.972          113.9          1.761          1.000          2.843          0.000       1515.721         42.231        162.060
     22/12/1983              28          5.289          809.9         116.08          80.99          36.20          46.14          28.59           5.14           0.00           1.86           0.37           0.89           0.91           0.04           0.00           0.000          0.000          0.000          8.216          0.505          0.014        135.813          111.6          1.759          1.000          2.801          0.000       1684.798         45.950        197.430
     22/12/1983              28          5.289          809.9         116.08          80.99          36.20          46.14          28.59           5.14           0.00           1.86           0.37           0.89           0.91           0.04           0.00           0.000          0.000          0.000          8.216          0.505          0.014        135.813          111.6          1.759          1.000          2.801          0.000       1684.798         45.950        197.430
     23/12/1983              29          5.322          925.5         131.18          92.55          39.94          51.13          33.88           6.23           0.00           2.10           0.40           0.98           1.05           0.05           0.00           0.000          0.000          0.000          8.519          0.559          0.016        153.247          109.1          1.746          1.000          2.911          0.000       1862.383         53.149        238.285
     23/12/1983              29          5.322          925.5         131.18          92.55          39.94          51.13          33.88           6.23           0.00           2.10           0.40           0.98           1.05           0.05           0.00           0.000          0.000          0.000          8.519          0.559          0.016        153.247          109.1          1.746          1.000          2.911          0.000       1862.383         53.149        238.285
     24/12/1983              30          5.349         1014.9         142.81         101.49          42.81          54.80          38.11           7.09           0.00           2.35           0.44           1.08           1.19           0.06           0.00           0.000          0.000          0.000          8.857          0.622          0.018        143.948          106.6          1.742          1.000          2.851          0.000       2072.119         60.089        282.364
     24/12/1983              30          5.349         1014.9         142.81         101.49          42.81          54.80          38.11           7.09           0.00           2.35           0.44           1.08           1.19           0.06           0.00           0.000          0.000          0.000          8.857          0.622          0.018        143.948          106.6          1.742          1.000          2.851          0.000       2072.119         60.089        282.364
     25/12/1983              31          5.380         1147.2         160.11         114.72          47.09          60.05          44.56           8.41           0.00           2.65           0.48           1.18           1.37           0.07           0.00           0.000          0.000          0.000          9.149          0.678          0.020        136.919          103.8          1.739          1.000          2.806          0.000       2260.765         67.724        317.561
     25/12/1983              31          5.380         1147.2         160.11         114.72          47.09          60.05          44.56           8.41           0.00           2.65           0.48           1.18           1.37           0.07           0.00           0.000          0.000          0.000          9.149          0.678          0.020        136.919          103.8          1.739          1.000          2.806          0.000       2260.765         67.724        317.561
     26/12/1983              32          5.409         1281.7         177.72         128.17          51.44          65.19          51.30           9.80           0.00           2.97           0.52           1.29           1.56           0.09           0.00           0.000          0.000          0.000          9.470          0.743          0.022        153.991          100.4          1.738          1.000          2.905          0.000       2477.351         74.925        371.360
     26/12/1983              32          5.409         1281.7         177.72         128.17          51.44          65.19          51.30           9.80           0.00           2.97           0.52           1.29           1.56           0.09           0.00           0.000          0.000          0.000          9.470          0.743          0.022        153.991          100.4          1.738          1.000          2.905          0.000       2477.351         74.925        371.360
