ApsimVersion = 7.10 r7fc53e8d02bde502a9365b74ca5d599e486e2c5e
Title = bmw120
           Date DaysAfterSowing          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize         LeafNo            LAI           SLAI                                                                ESW            NO3            SLN        WaterSD           sw()             HI           TPLA           SPLA         Height
   (dd/mm/yyyy)          (days)             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)       (leaves)        (m2/m2)        (m2/m2)                                                                 ()        (kg/ha)      (g(N)/m2)             ()        (mm/mm)             ()           (m2)           (m2)           (mm)
     28/10/1985               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 21625465072340885530178397227700075634743873040891401547546624.000           92.3          0.000          1.000          1.369          0.000          0.000          0.000          0.000
     29/10/1985               1          1.999            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000                                                             37.170           95.9          0.000          1.000          1.410          0.000          0.000          0.000          0.000
     29/10/1985               1          1.999            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000                                                             37.170           95.9          0.000          1.000          1.410          0.000          0.000          0.000          0.000
     30/10/1985               2          2.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000                                                             33.729           99.2          0.000          1.000          1.376          0.000          0.000          0.000          0.000
     30/10/1985               2          2.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000                                                             33.729           99.2          0.000          1.000          1.376          0.000          0.000          0.000          0.000
     31/10/1985               3          2.517            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000                                                             31.683          102.0          0.000          1.000          1.356          0.000          0.000          0.000          0.000
     31/10/1985               3          2.517            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000                                                             31.683          102.0          0.000          1.000          1.356          0.000          0.000          0.000          0.000
     01/11/1985               4          2.782            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000                                                             31.450          104.5          0.000          1.000          1.354          0.000          0.000          0.000          0.000
     01/11/1985               4          2.782            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000                                                             31.450          104.5          0.000          1.000          1.354          0.000          0.000          0.000          0.000
     02/11/1985               5          3.000            1.0           0.15           0.10           0.05           0.05           0.05           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.500          0.002          0.000                                                             31.222          106.7          1.700          1.000          1.352          0.000          3.800          0.000          0.000
     02/11/1985               5          3.000            1.0           0.15           0.10           0.05           0.05           0.05           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.500          0.002          0.000                                                             31.222          106.7          1.700          1.000          1.352          0.000          3.800          0.000          0.000
     03/11/1985               6          3.296            1.2           0.20           0.12           0.08           0.07           0.05           0.00           0.00           0.01           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          0.690          0.006          0.000                                                             30.997          108.4          1.261          1.000          1.350          0.000         12.322          0.274          0.250
     03/11/1985               6          3.296            1.2           0.20           0.12           0.08           0.07           0.05           0.00           0.00           0.01           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          0.690          0.006          0.000                                                             30.997          108.4          1.261          1.000          1.350          0.000         12.322          0.274          0.250
     04/11/1985               7          3.542            2.1           0.38           0.21           0.17           0.16           0.05           0.00           0.00           0.01           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          0.879          0.011          0.000                                                             30.773          109.8          1.288          1.000          1.347          0.000         21.831          0.274          0.251
     04/11/1985               7          3.542            2.1           0.38           0.21           0.17           0.16           0.05           0.00           0.00           0.01           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          0.879          0.011          0.000                                                             30.773          109.8          1.288          1.000          1.347          0.000         21.831          0.274          0.251
     05/11/1985               8          3.803            3.9           0.73           0.39           0.34           0.34           0.05           0.00           0.00           0.02           0.00           0.02           0.00           0.00           0.00           0.000          0.000          0.000          1.068          0.016          0.000                                                             30.546          111.0          1.370          1.000          1.345          0.000         32.641          0.274          0.255
     05/11/1985               8          3.803            3.9           0.73           0.39           0.34           0.34           0.05           0.00           0.00           0.02           0.00           0.02           0.00           0.00           0.00           0.000          0.000          0.000          1.068          0.016          0.000                                                             30.546          111.0          1.370          1.000          1.345          0.000         32.641          0.274          0.255
     06/11/1985               9          4.000            5.5           1.05           0.55           0.50           0.49           0.06           0.00           0.00           0.03           0.00           0.03           0.00           0.00           0.00           0.000          0.000          0.000          1.268          0.022          0.000                                                             32.266          111.9          1.382          1.000          1.363          0.000         45.584          0.274          0.267
     06/11/1985               9          4.000            5.5           1.05           0.55           0.50           0.49           0.06           0.00           0.00           0.03           0.00           0.03           0.00           0.00           0.00           0.000          0.000          0.000          1.268          0.022          0.000                                                             32.266          111.9          1.382          1.000          1.363          0.000         45.584          0.274          0.267
     07/11/1985              10          4.129            8.6           1.66           0.86           0.81           0.79           0.06           0.00           0.00           0.04           0.01           0.04           0.00           0.00           0.00           0.000          0.000          0.000          1.451          0.029          0.000                                                             30.295          112.6          1.448          1.000          1.343          0.000         59.002          0.274          0.284
