ApsimVersion = 7.10 r7fc53e8d02bde502a9365b74ca5d599e486e2c5e
Title = Maize_MSN_M2S5N3
           Date DaysAfterSowing          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize         LeafNo            LAI           SLAI                                                                ESW            NO3            SLN        WaterSD           sw()             HI           TPLA           SPLA         Height
   (dd/mm/yyyy)          (days)             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)       (leaves)        (m2/m2)        (m2/m2)                                                                 ()        (kg/ha)      (g(N)/m2)             ()        (mm/mm)             ()           (m2)           (m2)           (mm)
     18/08/1986               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 25673651826636407141424157426070144527657412501497268544733184.000            9.0          0.000          1.000          2.894          0.000          0.000          0.000          0.000
     19/08/1986               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 25673651826636407141424157426070144527657412501497268544733184.000            9.1          0.000          1.000          2.860          0.000          0.000          0.000          0.000
     20/08/1986               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 25673651826636407141424157426070144527657412501497268544733184.000            9.2          0.000          1.000          2.840          0.000          0.000          0.000          0.000
     21/08/1986               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 25673651826636407141424157426070144527657412501497268544733184.000            9.1          0.000          1.000          2.826          0.000          0.000          0.000          0.000
     22/08/1986               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 25673651826636407141424157426070144527657412501497268544733184.000            9.1          0.000          1.000          2.814          0.000          0.000          0.000          0.000
     23/08/1986               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 25673651826636407141424157426070144527657412501497268544733184.000            9.1          0.000          1.000          2.803          0.000          0.000          0.000          0.000
     24/08/1986               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 25673651826636407141424157426070144527657412501497268544733184.000            9.0          0.000          1.000          2.794          0.000          0.000          0.000          0.000
     25/08/1986               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 25673651826636407141424157426070144527657412501497268544733184.000           10.6          0.000          1.000          2.785          0.000          0.000          0.000          0.000
     26/08/1986               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 25673651826636407141424157426070144527657412501497268544733184.000           10.5          0.000          1.000          2.777          0.000          0.000          0.000          0.000
     27/08/1986               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 25673651826636407141424157426070144527657412501497268544733184.000           36.7          0.000          1.000          2.866          0.000          0.000          0.000          0.000
     28/08/1986               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 25673651826636407141424157426070144527657412501497268544733184.000           61.7          0.000          1.000          2.845          0.000          0.000          0.000          0.000
     29/08/1986               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000 25673651826636407141424157426070144527657412501497268544733184.000           82.6          0.000          1.000          2.830          0.000          0.000          0.000          0.000
     30/08/1986               1          1.999            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000                                                            134.687           98.6          0.000          1.000          2.818          0.000          0.000          0.000          0.000
