ApsimVersion = 7.10 r7fc53e8d02bde502a9365b74ca5d599e486e2c5e
Title = Gains83
           Date DaysAfterSowing          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize         LeafNo            LAI           SLAI            ESW            NO3            SLN        WaterSD           sw()             HI           TPLA           SPLA         Height
   (dd/mm/yyyy)          (days)             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)       (leaves)        (m2/m2)        (m2/m2)             ()        (kg/ha)      (g(N)/m2)             ()        (mm/mm)             ()           (m2)           (m2)           (mm)
     24/04/1983               1          1.999            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        253.042           35.2          0.000          1.000          4.272          0.000          0.000          0.000          0.000
     25/04/1983               2          2.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        250.640           48.6          0.000          1.000          4.252          0.000          0.000          0.000          0.000
     26/04/1983               3          2.417            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        247.699           66.8          0.000          1.000          4.230          0.000          0.000          0.000          0.000
     27/04/1983               4          2.645            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        245.625           88.5          0.000          1.000          4.214          0.000          0.000          0.000          0.000
     28/04/1983               5          2.892            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        242.965          112.8          0.000          1.000          4.195          0.000          0.000          0.000          0.000
     29/04/1983               6          3.000            1.4           0.22           0.14           0.07           0.07           0.07           0.00           0.00           0.01           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.500          0.003          0.000        241.117          137.5          1.700          1.000          4.181          0.000          3.800          0.000          0.000
     30/04/1983               7          3.200            2.0           0.32           0.20           0.12           0.12           0.07           0.00           0.00           0.01           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          0.684          0.006          0.000        239.491          162.5          1.467          1.000          4.169          0.000          7.924          0.000          0.250
     01/05/1983               8          3.336            3.1           0.54           0.31           0.24           0.23           0.07           0.00           0.00           0.02           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          0.882          0.009          0.000        237.851          189.1          1.507          1.000          4.157          0.000         13.024          0.000          0.251
     02/05/1983               9          3.493            5.0           0.92           0.50           0.43           0.42           0.08           0.00           0.00           0.02           0.00           0.02           0.00           0.00           0.00           0.000          0.000          0.000          1.092          0.014          0.000        235.957          215.0          1.563          1.000          4.145          0.000         19.239          0.000          0.254
     03/05/1983              10          3.648            7.4           1.40           0.74           0.67           0.66           0.08           0.00           0.00           0.03           0.01           0.03           0.00           0.00           0.00           0.000          0.000          0.000          1.333          0.020          0.000        234.149          238.3          1.593          1.000          4.134          0.000         27.521          0.000          0.263
     04/05/1983              11          3.805           11.2           2.16           1.12           1.04           1.02           0.09           0.00           0.00           0.05           0.01           0.04           0.00           0.00           0.00           0.000          0.000          0.000          1.571          0.027          0.000        232.413          258.4          1.643          1.000          4.123          0.000         37.164          0.000          0.281
     05/05/1983              12          3.945           14.6           2.85           1.46           1.38           1.35           0.11           0.00           0.00           0.06           0.01           0.06           0.00           0.00           0.00           0.000          0.000          0.000          1.813          0.035          0.000        254.027          263.1          1.606          1.000          4.267          0.000         48.596          0.000          0.322
     06/05/1983              13          4.000           22.3           4.38           2.23           2.15           2.08           0.15           0.00           0.00           0.08           0.02           0.07           0.00           0.00           0.00           0.000          0.000          0.000          2.029          0.044          0.000        249.814          271.2          1.653          1.000          4.239          0.000         60.531          0.000          0.374
     07/05/1983              14          4.105           31.6           6.24           3.16           3.08           2.94           0.22           0.00           0.00           0.10           0.03           0.09           0.01           0.00           0.00           0.000          0.000          0.000          2.203          0.052          0.000        246.353          279.1          1.728          1.000          4.215          0.000         71.577          0.000          0.524
     08/05/1983              15          4.181           42.8           8.47           4.28           4.19           3.97           0.31           0.00           0.00           0.12           0.04           0.11           0.01           0.00           0.00           0.000          0.000          0.000          2.404          0.062          0.000        242.794          286.0          1.781          1.000          4.192          0.000         85.506          0.185          0.749
     09/05/1983              16          4.257           53.3          10.53           5.33           5.23           4.90           0.41           0.00           0.00           0.14           0.06           0.13           0.01           0.00           0.00           0.000          0.000          0.000          2.615          0.073          0.000        240.188          291.3          1.745          1.000          4.175          0.000        101.897          0.518          1.066
     10/05/1983              17          4.337           67.1          13.27           6.71           6.60           6.11           0.56           0.00           0.00           0.17           0.07           0.15           0.02           0.00           0.00           0.000          0.000          0.000          2.824          0.087          0.001        237.926          295.7          1.737          1.000          4.160          0.000        120.329          0.869          1.411
     11/05/1983              18          4.417           81.7          16.15           8.17           8.04           7.36           0.74           0.00           0.00           0.20           0.08           0.18           0.02           0.00           0.00           0.000          0.000          0.000          3.046          0.102          0.001        235.789          299.7          1.729          1.000          4.145          0.000        142.319          1.223          1.942
     12/05/1983              19          4.507           98.6          19.51           9.86           9.72           8.79           0.99           0.00           0.00           0.24           0.10           0.21           0.03           0.00           0.00           0.000          0.000          0.000          3.269          0.120          0.001        233.733          303.0          1.712          1.000          4.132          0.000        167.247          1.617          2.583
     13/05/1983              20          4.594          119.3          23.60          11.93          11.77          10.50           1.33           0.00           0.00           0.28           0.12           0.24           0.04           0.00           0.00           0.000          0.000          0.000          3.518          0.143          0.001        231.787          305.4          1.707          1.000          4.119          0.000        198.597          1.997          3.434
     14/05/1983              21          4.681          148.0          29.29          14.80          14.62          12.82           1.85           0.00           0.00           0.34           0.15           0.29           0.05           0.00           0.00           0.000          0.000          0.000          3.758          0.168          0.002        229.833          306.9          1.726          1.000          4.106          0.000        233.000          2.380          4.602
     15/05/1983              22          4.763          184.0          36.45          18.40          18.19          15.67           2.59           0.00           0.00           0.42           0.18           0.34           0.08           0.00           0.00           0.000          0.000          0.000          3.999          0.196          0.002        227.755          307.8          1.740          1.000          4.092          0.000        271.937          2.739          6.434
     16/05/1983              23          4.854          218.5          43.29          21.85          21.60          18.32           3.37           0.00           0.00           0.50           0.22           0.39           0.10           0.00           0.00           0.000          0.000          0.000          4.226          0.225          0.002        225.588          308.2          1.741          1.000          4.078          0.000        312.815          3.140          8.992
     17/05/1983              24          4.943          236.4          46.80          23.64          23.35          19.64           3.81           0.00           0.00           0.56           0.24           0.44           0.11           0.00           0.00           0.000          0.000          0.000          4.479          0.262          0.003        223.487          308.6          1.698          1.000          4.069          0.000        363.536          3.528         11.692
     18/05/1983              25          5.000          285.6          56.58          28.56          28.23          23.23           5.12           0.00           0.00           0.66           0.28           0.51           0.15           0.00           0.00           0.000          0.000          0.000          4.723          0.301          0.003        256.191          304.7          1.698          1.000          4.272          0.000        418.230          3.915         13.213
     19/05/1983              26          5.035          331.1          62.55          33.11          29.67          26.44           6.21           0.22           0.00           0.78           0.30           0.59           0.18           0.00           0.00           0.000          0.000          0.000          4.967          0.345          0.003        251.994          301.4          1.704          1.000          4.244          0.000        478.558          4.316         17.788
     20/05/1983              27          5.063          375.8          68.42          37.58          31.09          29.51           7.36           0.46           0.00           0.90           0.32           0.67           0.22           0.00           0.00           0.000          0.000          0.000          5.220          0.394          0.003        248.504          298.4          1.700          1.000          4.222          0.000        547.495          4.745         21.569
     21/05/1983              28          5.092          444.9          77.52          44.49          33.30          34.10           9.26           0.85           0.00           1.07           0.34           0.78           0.28           0.00           0.00           0.000          0.000          0.000          5.491          0.453          0.004        243.881          295.4          1.714          1.000          4.187          0.000        628.633          5.186         25.568
