ApsimVersion = 7.10 r7fc53e8d02bde502a9365b74ca5d599e486e2c5e
Title = Maize_Exp1 3N Yr1_1
           Date DaysAfterSowing          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize         LeafNo            LAI           SLAI            ESW            NO3            SLN        WaterSD           sw()             HI           TPLA           SPLA         Height
   (dd/mm/yyyy)          (days)             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)       (leaves)        (m2/m2)        (m2/m2)             ()        (kg/ha)      (g(N)/m2)             ()        (mm/mm)             ()           (m2)           (m2)           (mm)
     19/02/1999               1          1.999            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        263.225           70.1          0.000          1.000          2.905          0.000          0.000          0.000          0.000
     20/02/1999               1          1.999            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        263.225           70.1          0.000          1.000          2.905          0.000          0.000          0.000          0.000
     20/02/1999               2          2.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        259.988           70.0          0.000          1.000          2.884          0.000          0.000          0.000          0.000
     21/02/1999               2          2.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        259.988           70.0          0.000          1.000          2.884          0.000          0.000          0.000          0.000
     21/02/1999               3          2.615            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        257.357           70.1          0.000          1.000          2.866          0.000          0.000          0.000          0.000
     22/02/1999               3          2.615            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        257.357           70.1          0.000          1.000          2.866          0.000          0.000          0.000          0.000
     22/02/1999               4          2.940            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        255.948           70.1          0.000          1.000          2.857          0.000          0.000          0.000          0.000
     23/02/1999               4          2.940            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        255.948           70.1          0.000          1.000          2.857          0.000          0.000          0.000          0.000
     23/02/1999               5          3.000            1.3           0.20           0.13           0.07           0.07           0.07           0.00           0.00           0.01           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.500          0.003          0.000        254.854           70.3          1.700          1.000          2.850          0.000          3.800          0.000          0.000
     24/02/1999               5          3.000            1.3           0.20           0.13           0.07           0.07           0.07           0.00           0.00           0.01           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.500          0.003          0.000        254.854           70.3          1.700          1.000          2.850          0.000          3.800          0.000          0.000
     24/02/1999               6          3.269            1.6           0.26           0.16           0.10           0.09           0.07           0.00           0.00           0.01           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          0.737          0.007          0.000        253.927           70.4          1.302          1.000          2.844          0.000         10.038          0.163          0.250
     25/02/1999               6          3.269            1.6           0.26           0.16           0.10           0.09           0.07           0.00           0.00           0.01           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          0.737          0.007          0.000        253.927           70.4          1.302          1.000          2.844          0.000         10.038          0.163          0.250
     25/02/1999               7          3.416            2.9           0.51           0.29           0.22           0.22           0.07           0.00           0.00           0.02           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          0.955          0.012          0.000        263.178           69.8          1.289          1.000          2.906          0.000         17.185          0.163          0.250
     26/02/1999               7          3.416            2.9           0.51           0.29           0.22           0.22           0.07           0.00           0.00           0.02           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          0.955          0.012          0.000        263.178           69.8          1.289          1.000          2.906          0.000         17.185          0.163          0.250
     26/02/1999               8          3.574            4.3           0.78           0.43           0.36           0.35           0.07           0.00           0.00           0.02           0.00           0.02           0.00           0.00           0.00           0.000          0.000          0.000          1.181          0.017          0.000        262.185           69.1          1.314          1.000          2.900          0.000         25.816          0.163          0.255
     27/02/1999               8          3.574            4.3           0.78           0.43           0.36           0.35           0.07           0.00           0.00           0.02           0.00           0.02           0.00           0.00           0.00           0.000          0.000          0.000          1.181          0.017          0.000        262.185           69.1          1.314          1.000          2.900          0.000         25.816          0.163          0.255
     27/02/1999               9          3.735            6.0           1.13           0.60           0.53           0.52           0.07           0.00           0.00           0.03           0.00           0.03           0.00           0.00           0.00           0.000          0.000          0.000          1.425          0.025          0.000        260.528           68.6          1.337          1.000          2.889          0.000         36.734          0.163          0.263
     28/02/1999               9          3.735            6.0           1.13           0.60           0.53           0.52           0.07           0.00           0.00           0.03           0.00           0.03           0.00           0.00           0.00           0.000          0.000          0.000          1.425          0.025          0.000        260.528           68.6          1.337          1.000          2.889          0.000         36.734          0.163          0.263
     28/02/1999              10          3.885            7.8           1.48           0.78           0.71           0.69           0.08           0.00           0.00           0.05           0.01           0.04           0.00           0.00           0.00           0.000          0.000          0.000          1.673          0.033          0.000        258.738           68.1          1.359          1.000          2.877          0.000         49.237          0.700          0.279
     01/03/1999              10          3.885            7.8           1.48           0.78           0.71           0.69           0.08           0.00           0.00           0.05           0.01           0.04           0.00           0.00           0.00           0.000          0.000          0.000          1.673          0.033          0.000        258.738           68.1          1.359          1.000          2.877          0.000         49.237          0.700          0.279
     01/03/1999              11          4.000           10.1           1.93           1.01           0.94           0.90           0.09           0.00           0.00           0.06           0.01           0.06           0.00           0.00           0.00           0.000          0.000          0.000          1.903          0.042          0.001        268.734           67.4          1.393          1.000          2.943          0.000         62.673          1.485          0.303
     02/03/1999              11          4.000           10.1           1.93           1.01           0.94           0.90           0.09           0.00           0.00           0.06           0.01           0.06           0.00           0.00           0.00           0.000          0.000          0.000          1.903          0.042          0.001        268.734           67.4          1.393          1.000          2.943          0.000         62.673          1.485          0.303
     02/03/1999              12          4.160           13.9           2.68           1.39           1.32           1.24           0.12           0.00           0.00           0.08           0.01           0.08           0.00           0.00           0.00           0.000          0.000          0.000          2.161          0.054          0.002        287.952           66.4          1.406          1.000          3.030          0.000         80.344          2.283          0.345
     03/03/1999              12          4.160           13.9           2.68           1.39           1.32           1.24           0.12           0.00           0.00           0.08           0.01           0.08           0.00           0.00           0.00           0.000          0.000          0.000          2.161          0.054          0.002        287.952           66.4          1.406          1.000          3.030          0.000         80.344          2.283          0.345
     03/03/1999              13          4.297           19.4           3.76           1.94           1.87           1.74           0.16           0.00           0.00           0.10           0.02           0.10           0.00           0.00           0.00           0.000          0.000          0.000          2.424          0.068          0.002        300.567           65.3          1.426          1.000          3.071          0.000        101.420          3.182          0.433
     04/03/1999              13          4.297           19.4           3.76           1.94           1.87           1.74           0.16           0.00           0.00           0.10           0.02           0.10           0.00           0.00           0.00           0.000          0.000          0.000          2.424          0.068          0.002        300.567           65.3          1.426          1.000          3.071          0.000        101.420          3.182          0.433
     04/03/1999              14          4.427           34.6           6.78           3.46           3.38           3.09           0.31           0.00           0.00           0.13           0.03           0.13           0.00           0.00           0.00           0.000          0.000          0.000          2.720          0.087          0.003        319.995           64.0          1.452          1.000          3.124          0.000        129.472          4.031          0.594
     05/03/1999              14          4.427           34.6           6.78           3.46           3.38           3.09           0.31           0.00           0.00           0.13           0.03           0.13           0.00           0.00           0.00           0.000          0.000          0.000          2.720          0.087          0.003        319.995           64.0          1.452          1.000          3.124          0.000        129.472          4.031          0.594
     05/03/1999              15          4.561           52.8          10.38           5.28           5.19           4.66           0.52           0.00           0.00           0.17           0.04           0.16           0.01           0.00           0.00           0.000          0.000          0.000          2.999          0.108          0.003        313.390           62.8          1.490          1.000          3.084          0.000        160.838          4.912          1.142
     06/03/1999              15          4.561           52.8          10.38           5.28           5.19           4.66           0.52           0.00           0.00           0.17           0.04           0.16           0.01           0.00           0.00           0.000          0.000          0.000          2.999          0.108          0.003        313.390           62.8          1.490          1.000          3.084          0.000        160.838          4.912          1.142
     06/03/1999              16          4.693           74.5          14.69           7.45           7.36           6.50           0.83           0.00           0.00           0.22           0.06           0.20           0.01           0.00           0.00           0.000          0.000          0.000          3.289          0.133          0.004        308.014           61.7          1.517          1.000          3.056          0.000        198.882          5.773          1.947
     07/03/1999              16          4.693           74.5          14.69           7.45           7.36           6.50           0.83           0.00           0.00           0.22           0.06           0.20           0.01           0.00           0.00           0.000          0.000          0.000          3.289          0.133          0.004        308.014           61.7          1.517          1.000          3.056          0.000        198.882          5.773          1.947
     07/03/1999              17          4.821          100.9          19.92          10.09           9.98           8.68           1.26           0.00           0.00           0.28           0.08           0.25           0.02           0.00           0.00           0.000          0.000          0.000          3.572          0.162          0.004        302.758           60.5          1.546          1.000          3.032          0.000        242.233          6.613          3.087
     08/03/1999              17          4.821          100.9          19.92          10.09           9.98           8.68           1.26           0.00           0.00           0.28           0.08           0.25           0.02           0.00           0.00           0.000          0.000          0.000          3.572          0.162          0.004        302.758           60.5          1.546          1.000          3.032          0.000        242.233          6.613          3.087
     08/03/1999              18          4.941          127.3          25.14          12.73          12.60          10.79           1.76           0.00           0.00           0.34           0.11           0.31           0.03           0.00           0.00           0.000          0.000          0.000          3.849          0.195          0.005        297.436           59.4          1.566          1.000          3.010          0.000        291.053          7.396          4.706
     09/03/1999              18          4.941          127.3          25.14          12.73          12.60          10.79           1.76           0.00           0.00           0.34           0.11           0.31           0.03           0.00           0.00           0.000          0.000          0.000          3.849          0.195          0.005        297.436           59.4          1.566          1.000          3.010          0.000        291.053          7.396          4.706
     09/03/1999              19          5.000          161.1          31.85          16.11          15.95          13.42           2.48           0.00           0.00           0.42           0.14           0.37           0.05           0.00           0.00           0.000          0.000          0.000          4.107          0.230          0.005        292.456           58.2          1.590          1.000          2.990          0.000        342.925          8.155          6.560
     10/03/1999              19          5.000          161.1          31.85          16.11          15.95          13.42           2.48           0.00           0.00           0.42           0.14           0.37           0.05           0.00           0.00           0.000          0.000          0.000          4.107          0.230          0.005        292.456           58.2          1.590          1.000          2.990          0.000        342.925          8.155          6.560
     10/03/1999              20          5.042          196.9          36.53          19.69          17.10          16.11           3.18           0.14           0.00           0.51           0.16           0.43           0.07           0.00           0.00           0.000          0.000          0.000          4.356          0.267          0.006        287.673           57.0          1.608          1.000          2.970          0.000        398.848          9.485          9.238
     11/03/1999              20          5.042          196.9          36.53          19.69          17.10          16.11           3.18           0.14           0.00           0.51           0.16           0.43           0.07           0.00           0.00           0.000          0.000          0.000          4.356          0.267          0.006        287.673           57.0          1.608          1.000          2.970          0.000        398.848          9.485          9.238
     11/03/1999              21          5.071          241.5          42.35          24.15          18.54          19.35           4.12           0.34           0.00           0.60           0.18           0.50           0.10           0.00           0.00           0.000          0.000          0.000          4.598          0.307          0.007        282.886           55.7          1.626          1.000          2.950          0.000        458.628         11.176         11.848
     12/03/1999              21          5.071          241.5          42.35          24.15          18.54          19.35           4.12           0.34           0.00           0.60           0.18           0.50           0.10           0.00           0.00           0.000          0.000          0.000          4.598          0.307          0.007        282.886           55.7          1.626          1.000          2.950          0.000        458.628         11.176         11.848
     12/03/1999              22          5.101          285.1          48.04          28.51          19.94          22.43           5.13           0.54           0.00           0.71           0.20           0.58           0.12           0.00           0.00           0.000          0.000          0.000          4.845          0.353          0.009        278.148           54.4          1.634          1.000          2.932          0.000        526.256         12.929         15.392
     13/03/1999              22          5.101          285.1          48.04          28.51          19.94          22.43           5.13           0.54           0.00           0.71           0.20           0.58           0.12           0.00           0.00           0.000          0.000          0.000          4.845          0.353          0.009        278.148           54.4          1.634          1.000          2.932          0.000        526.256         12.929         15.392
     13/03/1999              23          5.130          346.4          56.07          34.64          21.92          26.64           6.65           0.86           0.00           0.84           0.21           0.66           0.16           0.00           0.00           0.000          0.000          0.000          5.101          0.404          0.010        273.869           52.9          1.644          1.000          2.914          0.000        603.563         14.657         19.144
     14/03/1999              23          5.130          346.4          56.07          34.64          21.92          26.64           6.65           0.86           0.00           0.84           0.21           0.66           0.16           0.00           0.00           0.000          0.000          0.000          5.101          0.404          0.010        273.869           52.9          1.644          1.000          2.914          0.000        603.563         14.657         19.144
     14/03/1999              24          5.160          422.2          66.03          42.22          24.38          31.71           8.67           1.27           0.00           0.99           0.24           0.76           0.21           0.01           0.00           0.000          0.000          0.000          5.353          0.460          0.011        269.530           51.1          1.656          1.000          2.895          0.000        687.272         16.405         24.821
     15/03/1999              24          5.160          422.2          66.03          42.22          24.38          31.71           8.67           1.27           0.00           0.99           0.24           0.76           0.21           0.01           0.00           0.000          0.000          0.000          5.353          0.460          0.011        269.530           51.1          1.656          1.000          2.895          0.000        687.272         16.405         24.821
     15/03/1999              25          5.190          510.1          77.59          51.01          27.23          37.40          11.17           1.78           0.00           1.17           0.26           0.87           0.28           0.01           0.00           0.000          0.000          0.000          5.608          0.522          0.012        265.129           49.1          1.666          1.000          2.875          0.000        779.706         18.158         32.369
     16/03/1999              25          5.190          510.1          77.59          51.01          27.23          37.40          11.17           1.78           0.00           1.17           0.26           0.87           0.28           0.01           0.00           0.000          0.000          0.000          5.608          0.522          0.012        265.129           49.1          1.666          1.000          2.875          0.000        779.706         18.158         32.369
     16/03/1999              26          5.220          600.7          89.49          60.07          30.17          43.07          13.91           2.34           0.00           1.37           0.29           0.99           0.36           0.01           0.00           0.000          0.000          0.000          5.864          0.590          0.013        260.708           46.8          1.674          1.000          2.856          0.000        880.253         19.932         41.695
     17/03/1999              26          5.220          600.7          89.49          60.07          30.17          43.07          13.91           2.34           0.00           1.37           0.29           0.99           0.36           0.01           0.00           0.000          0.000          0.000          5.864          0.590          0.013        260.708           46.8          1.674          1.000          2.856          0.000        880.253         19.932         41.695
     17/03/1999              27          5.251          665.6          97.99          66.56          32.25          46.98          15.99           2.77           0.00           1.57           0.32           1.11           0.42           0.02           0.00           0.000          0.000          0.000          6.123          0.663          0.015        256.365           44.7          1.672          1.000          2.843          0.000        990.146         21.738         51.908
