ApsimVersion = 7.10 r7fc53e8d02bde502a9365b74ca5d599e486e2c5e
Title = Maize_Gatton-89_m1g5n2
           Date DaysAfterSowing          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize         LeafNo            LAI           SLAI            ESW            NO3            SLN        WaterSD           sw()             HI           TPLA           SPLA         Height
   (dd/mm/yyyy)          (days)             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)       (leaves)        (m2/m2)        (m2/m2)             ()        (kg/ha)      (g(N)/m2)             ()        (mm/mm)             ()           (m2)           (m2)           (mm)
     28/11/1989               0          0.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000          0.000           29.3          0.000          1.000          3.956          0.000          0.000          0.000          0.000
     29/11/1989               1          1.999            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        194.305           37.0          0.000          1.000          3.933          0.000          0.000          0.000          0.000
     30/11/1989               1          1.999            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        194.305           37.0          0.000          1.000          3.933          0.000          0.000          0.000          0.000
     30/11/1989               2          2.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        202.975           48.5          0.000          1.000          3.991          0.000          0.000          0.000          0.000
     01/12/1989               2          2.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        202.975           48.5          0.000          1.000          3.991          0.000          0.000          0.000          0.000
     01/12/1989               3          2.580            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        199.563           62.2          0.000          1.000          3.968          0.000          0.000          0.000          0.000
     02/12/1989               3          2.580            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        199.563           62.2          0.000          1.000          3.968          0.000          0.000          0.000          0.000
     02/12/1989               4          2.910            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        197.859           77.2          0.000          1.000          3.956          0.000          0.000          0.000          0.000
     03/12/1989               4          2.910            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        197.859           77.2          0.000          1.000          3.956          0.000          0.000          0.000          0.000
     03/12/1989               5          3.000            1.4           0.21           0.14           0.07           0.07           0.07           0.00           0.00           0.01           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.500          0.003          0.000        201.746           91.9          1.700          1.000          3.982          0.000          3.800          0.000          0.000
     04/12/1989               5          3.000            1.4           0.21           0.14           0.07           0.07           0.07           0.00           0.00           0.01           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.500          0.003          0.000        201.746           91.9          1.700          1.000          3.982          0.000          3.800          0.000          0.000
     04/12/1989               6          3.295            2.0           0.32           0.20           0.13           0.13           0.07           0.00           0.00           0.01           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          0.750          0.007          0.000        207.633          104.5          1.329          1.000          4.021          0.000          9.971          0.000          0.250
     05/12/1989               6          3.295            2.0           0.32           0.20           0.13           0.13           0.07           0.00           0.00           0.01           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          0.750          0.007          0.000        207.633          104.5          1.329          1.000          4.021          0.000          9.971          0.000          0.250
     05/12/1989               7          3.449            2.8           0.49           0.28           0.21           0.21           0.07           0.00           0.00           0.02           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          1.016          0.011          0.000        204.229          115.4          1.372          1.000          3.998          0.000         15.019          0.000          0.251
     06/12/1989               7          3.449            2.8           0.49           0.28           0.21           0.21           0.07           0.00           0.00           0.02           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          1.016          0.011          0.000        204.229          115.4          1.372          1.000          3.998          0.000         15.019          0.000          0.251
     06/12/1989               8          3.613            4.8           0.88           0.48           0.41           0.40           0.07           0.00           0.00           0.02           0.00           0.02           0.00           0.00           0.00           0.000          0.000          0.000          1.252          0.014          0.000        205.701          123.9          1.484          1.000          4.008          0.000         20.427          0.000          0.254
     07/12/1989               8          3.613            4.8           0.88           0.48           0.41           0.40           0.07           0.00           0.00           0.02           0.00           0.02           0.00           0.00           0.00           0.000          0.000          0.000          1.252          0.014          0.000        205.701          123.9          1.484          1.000          4.008          0.000         20.427          0.000          0.254
     07/12/1989               9          3.771            7.8           1.48           0.78           0.71           0.69           0.08           0.00           0.00           0.03           0.01           0.03           0.00           0.00           0.00           0.000          0.000          0.000          1.505          0.019          0.000        203.358          130.5          1.537          1.000          3.992          0.000         27.029          0.195          0.267
     08/12/1989               9          3.771            7.8           1.48           0.78           0.71           0.69           0.08           0.00           0.00           0.03           0.01           0.03           0.00           0.00           0.00           0.000          0.000          0.000          1.505          0.019          0.000        203.358          130.5          1.537          1.000          3.992          0.000         27.029          0.195          0.267
     08/12/1989              10          3.912           11.0           2.11           1.10           1.03           0.98           0.10           0.00           0.00           0.04           0.01           0.04           0.00           0.00           0.00           0.000          0.000          0.000          1.748          0.024          0.000        202.045          135.0          1.536          1.000          3.983          0.000         34.323          0.678          0.297
     09/12/1989              10          3.912           11.0           2.11           1.10           1.03           0.98           0.10           0.00           0.00           0.04           0.01           0.04           0.00           0.00           0.00           0.000          0.000          0.000          1.748          0.024          0.000        202.045          135.0          1.536          1.000          3.983          0.000         34.323          0.678          0.297
     09/12/1989              11          4.000           15.3           2.95           1.53           1.46           1.38           0.12           0.00           0.00           0.05           0.01           0.05           0.00           0.00           0.00           0.000          0.000          0.000          1.965          0.029          0.001        200.972          138.1          1.573          1.000          3.976          0.000         41.945          1.152          0.342
     10/12/1989              11          4.000           15.3           2.95           1.53           1.46           1.38           0.12           0.00           0.00           0.05           0.01           0.05           0.00           0.00           0.00           0.000          0.000          0.000          1.965          0.029          0.001        200.972          138.1          1.573          1.000          3.976          0.000         41.945          1.152          0.342
     10/12/1989              12          4.076           22.1           4.28           2.21           2.13           1.99           0.16           0.00           0.00           0.06           0.02           0.06           0.00           0.00           0.00           0.000          0.000          0.000          2.179          0.035          0.001        200.008          140.4          1.629          1.000          3.969          0.000         50.626          1.632          0.424
     11/12/1989              12          4.076           22.1           4.28           2.21           2.13           1.99           0.16           0.00           0.00           0.06           0.02           0.06           0.00           0.00           0.00           0.000          0.000          0.000          2.179          0.035          0.001        200.008          140.4          1.629          1.000          3.969          0.000         50.626          1.632          0.424
     11/12/1989              13          4.139           30.4           5.93           3.04           2.96           2.74           0.23           0.00           0.00           0.08           0.03           0.07           0.01           0.00           0.00           0.000          0.000          0.000          2.395          0.042          0.002        199.071          141.9          1.675          1.000          3.962          0.000         60.671          2.171          0.582
     12/12/1989              13          4.139           30.4           5.93           3.04           2.96           2.74           0.23           0.00           0.00           0.08           0.03           0.07           0.01           0.00           0.00           0.000          0.000          0.000          2.395          0.042          0.002        199.071          141.9          1.675          1.000          3.962          0.000         60.671          2.171          0.582
     12/12/1989              14          4.209           40.6           7.92           4.06           3.97           3.62           0.33           0.00           0.00           0.10           0.04           0.09           0.01           0.00           0.00           0.000          0.000          0.000          2.639          0.052          0.002        198.130          142.9          1.684          1.000          3.956          0.000         73.668          2.777          0.820
     13/12/1989              14          4.209           40.6           7.92           4.06           3.97           3.62           0.33           0.00           0.00           0.10           0.04           0.09           0.01           0.00           0.00           0.000          0.000          0.000          2.639          0.052          0.002        198.130          142.9          1.684          1.000          3.956          0.000         73.668          2.777          0.820
     13/12/1989              15          4.281           49.8           9.73           4.98           4.89           4.42           0.43           0.00           0.00           0.12           0.05           0.10           0.01           0.00           0.00           0.000          0.000          0.000          2.912          0.063          0.002        197.201          143.6          1.644          1.000          3.950          0.000         90.641          3.400          1.162
