ApsimVersion = 7.10 r0
precision = 8
Title = Sorghum_BW8_GxE_T6
           Date            Das    day_of_year          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n         GreenN     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize             HI         LeafNo            LAI           SLAI            ESW            NO3            SLN        WaterSD           sw()           TPLA           SPLA   dlt_dm_green      sw_supply       radn_int   DeltaGreenWt       DeltaLAI DeltaGreenN(1) DeltaGreenN(2) DeltaGreenN(3) DeltaGreenN(4) DeltaGreenN(5) DeltaLeafGreenN      DeltaSLAI        DeltaTT     SenescedWt      SenescedN  RootSenescedN RootSenescedWt LeafSenescedWt  LeafSenescedN         RLV(1)         RLV(2)         RLV(3)         RLV(4)         RLV(5)         RLV(6)         RLV(7)         RLV(8)         RLV(9)        RLV(10)        RLV(11)      RootDepth RootProportion(1) RootProportion(2) RootProportion(3) RootProportion(4) RootProportion(5) RootProportion(6) RootProportion(7) RootProportion(8) RootProportion(9) RootProportion(10) RootProportion(11) sum(sw_uptake) n_total_uptake  n_supply_soil   n_cum_uptake      sw_demand  sw_deficit(1)  sw_deficit(2)  sw_deficit(3)  sw_deficit(4)  sw_deficit(5)  sw_deficit(6)  sw_deficit(7)  sw_deficit(8)  sw_deficit(9) sw_deficit(10) sw_deficit(11)     root_depth         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)        no3(11)          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)         sw(11)   sw_uptake(1)   sw_uptake(2)   sw_uptake(3)   sw_uptake(4)   sw_uptake(5)   sw_uptake(6)   sw_uptake(7)   sw_uptake(8)   sw_uptake(9)  sw_uptake(10)  sw_uptake(11)     n_sd_ratio     no3_demand            esw    swdef_pheno    swdef_photo    swdef_expan    nfact_pheno    nfact_expan      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)      sw_dep(5)      sw_dep(6)      sw_dep(7)      sw_dep(8)      sw_dep(9)     sw_dep(10)     sw_dep(11) n_diffusion_uptake n_massflow_uptake    cover_green      cover_tot      DeltaTTFM          st(1)          st(2)          st(3)          st(4)          st(5)          st(6)          st(7)          st(8)          st(9)         st(10)         st(11) GrainTempFactor
   (dd/mm/yyyy)         (days)             ()             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)             ()       (leaves)        (m2/m2)        (m2/m2)           (mm)        (kg/ha)      (g(N)/m2)             ()        (mm/mm)           (m2)           (m2)        (g/m^2)           (mm)             ()        (g/m^2)        (m2/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (m2/m2)          (oCd)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)           (mm)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)              (0-1)              (0-1)           (mm)        (g/m^2)        (g/m^2)        (g/m^2)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)             ()        (g/m^2)           (mm)             ()             ()             ()             ()             ()           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)            (g/m^2)           (g/m^2)             ()             ()          (oCd)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)              ()
     29/10/1996             23            303     4.77502600   334.03155300    65.50912600    33.40316000    32.10597100    20.60722700    12.79592900     0.00000000     0.00000000     1.05786200     1.11580700     0.05794500     0.86046600     0.19739600     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     7.53554000     0.74335100     0.00000000   132.29251100   253.22537200     1.15754900     1.00000000     2.52195000   743.35147000     0.00000000    11.88321500     5.61310100     3.79526700     5.94160800     0.11175600     0.01094100     0.12964200     0.03597700     0.00000000     0.00000000      0.12964200     0.00000000    14.00000000     0.29718500     0.00096600     0.00096600     0.29718500     0.00000000     0.00000000     0.02643200     0.02643200     0.02643200     0.02643200     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   594.50000000        1.00000000        1.00000000        1.00000000        0.96333300        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000         0.00000000     0.84713700     0.17656000     0.17656000     1.08377300     0.84713700     4.80107500     0.66134300    -0.10851300    -1.06781800    -1.23930700     7.37992100    17.12835700    14.80529600    16.50000000    33.00000000    33.00000000   594.50000000   108.12967700    23.20456300    16.61427300    13.80770100    10.04667000     7.73666400     7.64560300     7.63020400    14.67000000    19.44000100    24.30000100     0.28664100     0.34394700     0.34902500     0.28616500     0.31826200     0.28080100     0.14581100     0.12129800     0.13000000     0.13000000     0.13000000     0.20282700     0.24656100     0.25469400     0.14305400    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.63540900     0.27786800   132.29251100     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    42.99609800    51.59209400    52.35381700    42.92476300    47.73930700    42.12008300    21.87164300    18.19470400    19.50000000    39.00000000    39.00000000         0.10130800        0.07525200     0.25720900     0.25720900    17.80000000    26.16511900    24.78330000    23.47445700    22.23473700    21.06048600    19.94825200    18.89475400    17.89689300    16.95173300    15.20852000    13.64456800      1.00000000
     30/10/1996             24            304     4.82835800   394.83804300    77.60621200    39.48380000    38.12240800    23.61429500    15.86950900     0.00000000     0.00000000     1.24226500     1.31207000     0.06980500     1.00127200     0.24099300     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     7.87700300     0.86216000     0.00000000   130.63058500   251.41899100     1.16135300     1.00000000     2.51087100   862.16011300     0.00000000    12.16129800     5.99117900     3.88385600     6.08064900     0.11880900     0.01197600     0.14080600     0.04359700     0.00000000     0.00000000      0.14080600     0.00000000    12.45000000     0.36139600     0.00108200     0.00108200     0.36139600     0.00000000     0.00000000     0.02523100     0.02523100     0.02523100     0.02523100     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   621.50000000        1.00000000        1.00000000        1.00000000        1.00000000        0.06598700        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000         0.00000000     1.08189900     0.19637900     0.19637900     1.28015200     1.08189900     5.44197100     1.04006200     0.15597200    -0.79529600    -1.11978100     7.23484000    17.03311700    14.79662300    16.50000000    33.00000000    33.00000000   621.50000000   107.07426500    22.87403700    16.38970900    13.57764400    10.03111600     7.76727700     7.66171200     7.63324400    14.67000000    19.44000100    24.30000100     0.28215600     0.34113100     0.34695100     0.28359700     0.31746500     0.28176800     0.14644600     0.12135600     0.13000000     0.13000000     0.13000000     0.23458700     0.29023000     0.30140600     0.25567500    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.64986100     0.30218600   130.63058500     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    42.32344100    51.16970800    52.04262200    42.53961900    47.61978100    42.26516300    21.96688300    18.20337700    19.50000000    39.00000000    39.00000000         0.10580700        0.09057200     0.29168300     0.29168300    17.75000000    25.90721300    24.53119500    23.22825800    21.99452800    20.82632400    19.72016700    18.67276400    17.68098800    16.74189400    15.01068400    13.45849300      1.00000000
     31/10/1996             25            305     4.87976300   489.41458400    96.44527500    48.94146000    47.50381700    28.08209300    20.85936500     0.00000000     0.00000000     1.46988800     1.55814500     0.08825700     1.14545300     0.32443500     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     8.18066200     0.97503500     0.00000000   128.16934200   249.11723300     1.17478100     1.00000000     2.49446200   975.03527100     0.00000000    18.91530800     5.99798300     6.03784600     9.45765400     0.11287500     0.01859200     0.14418000     0.08344200     0.00000000     0.00000000      0.14418000     0.00000000    12.00000000     0.43764100     0.00122200     0.00122200     0.43764100     0.00000000     0.00000000     0.02413500     0.02413500     0.02413500     0.02413500     0.02413500     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   648.50000000        1.00000000        1.00000000        1.00000000        1.00000000        0.22721500        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000         0.00000000     1.91071200     0.24621400     0.24621400     1.52636600     1.91071200     6.08960700     1.45615800     0.46900900    -0.46407300    -0.97023800     7.11499800    16.93677100    14.78772000    16.50000000    33.00000000    33.00000000   648.50000000   105.70379600    22.48057400    16.11540400    13.30761400     9.99272000     7.79277400     7.67799900     7.63635600    14.67000000    19.44000100    24.30000100     0.27674000     0.33694100     0.34337500     0.27990300     0.31643300     0.28256700     0.14708800     0.12141500     0.13000000     0.13000000     0.13000000     0.39938600     0.50270800     0.52472100     0.47863000     0.00526600    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.73324000     0.33579000   128.16934200     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    41.51100500    50.54113400    51.50627100    41.98544300    47.46497000    42.38500600    22.06322900    18.21228000    19.50000000    39.00000000    39.00000000         0.08957500        0.15663900     0.32295300     0.32295300    17.30000000    25.95393400    24.56619500    23.25265700    22.00935600    20.83253300    19.71863200    18.66429100    17.66632500    16.72172000    14.98133100    13.42208000      1.00000000
     01/11/1996             26            306     4.93223900   564.91439800   111.45023100    56.49144000    54.95879100    31.50671400    24.98472600     0.00000000     0.00000000     1.65652000     1.75963800     0.10311800     1.28248200     0.37403800     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     8.47334500     1.09025400     0.00000000   126.26960800   247.26577800     1.17631400     1.00000000     2.48179800  1090.25434500     0.00000000    15.09996300     5.93869600     4.81199500     7.54998100     0.11521900     0.01503800     0.13702900     0.04960300     0.00000000     0.00000000      0.13702900     0.00000000    12.25000000     0.53264900     0.00139800     0.00139800     0.53264900     0.00000000     0.00000000     0.02313000     0.02313000     0.02313000     0.02313000     0.02313000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   675.50000000        1.00000000        1.00000000        1.00000000        1.00000000        0.44827800        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000         0.00000000     1.37457400     0.20167000     0.20167000     1.72803600     1.37457400     6.88439200     2.07603800     1.02086600     0.00000000    -0.77072900     7.02701600    16.83965100    14.77858400    16.50000000    33.00000000    33.00000000   675.50000000   104.64056400    22.15742900    15.88392800    13.10932800     9.91898600     7.81160600     7.69440000     7.63954400    14.67000000    19.44000100    24.30000100     0.27225500     0.33379200     0.34071200     0.27773200     0.31494200     0.28315300     0.14773600     0.12147600     0.13000000     0.13000000     0.13000000     0.27731100     0.35521700     0.37231300     0.34024700     0.02948500    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.68820500     0.29303700   126.26960800     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    40.83829900    50.06874500    51.10681900    41.65975200    47.24124500    42.47298800    22.16034900    18.22141600    19.50000000    39.00000000    39.00000000         0.09136700        0.11030200     0.35344800     0.35344800    17.55000000    26.37222900    24.94754600    23.59982900    22.32491700    21.11887900    19.97799100    18.89873900    17.87779000    16.91199500    15.13410800    13.54312300      1.00000000
     02/11/1996             27            307     4.97743300   654.21424500   129.20028200    65.42142000    63.77885800    35.40226300    30.01916200     0.00000000     0.00000000     1.87135700     1.99228800     0.12093100     1.43345200     0.43790500     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     8.77212500     1.21417300     0.00000000   123.85794800   245.10530100     1.18060000     1.00000000     2.46572000  1214.17293900     0.00000000    17.85997000     6.07546200     5.69051400     8.92998500     0.12391900     0.01801900     0.15097100     0.06386700     0.00000000     0.00000000      0.15097100     0.00000000    10.55000000     0.64256700     0.00160400     0.00160400     0.64256600     0.00000000     0.00000000     0.02220600     0.02220600     0.02220600     0.02220600     0.02220600     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   702.50000000        1.00000000        1.00000000        1.00000000        1.00000000        0.68333300        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000         0.00000000     1.90867400     0.23285700     0.23285700     1.96089300     1.90867400     7.54008500     2.54258300     1.58292000     0.06572300    -0.48054100     6.97130200    16.74210200    14.76920900    16.50000000    33.00000000    33.00000000   702.50000000   103.39580500    21.79692100    15.57387200    12.94951900     9.80180900     7.82372000     7.71085000     7.64280700    14.67000000    19.44000100    24.30000100     0.26732000     0.32990400     0.33616100     0.27649300     0.31239400     0.28352500     0.14838600     0.12153900     0.13000000     0.13000000     0.13000000     0.36197500     0.47187600     0.49298000     0.46037100     0.12147200    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.73072900     0.31866400   123.85794800     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    40.09794200    49.48554200    50.42409900    41.47390400    46.85907000    42.52870200    22.25789800    18.23079100    19.50000000    39.00000000    39.00000000         0.08580700        0.14705000     0.38471500     0.38471500    15.85000000    26.24371300    24.81430200    23.46274900    22.18480900    20.97647500    19.83395600    18.75366400    17.73221400    16.76639700    14.98971600    13.40130200      1.00000000
     03/11/1996             28            308     5.00000000   781.66311200   146.02342400    78.16631000    67.85711300    40.74580000    35.20010700     2.22040500     0.00000000     2.12638500     2.25967600     0.13329200     1.57818200     0.53010400     0.01809800     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     9.02944200     1.32522600     0.00000000   120.40806600   242.59968600     1.19087800     1.00000000     2.44272100  1325.22591400     0.00000000    16.95069900     6.32580900     8.11748000    12.74488700     0.11105300     0.01260200     0.14473000     0.09219900     0.01809800     0.00000000      0.14473000     0.00000000    10.25000000     0.77012400     0.00184600     0.00184600     0.77012400     0.00000000     0.00000000     0.02135200     0.02135200     0.02135200     0.02135200     0.02135200     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   729.50000000        1.00000000        1.00000000        1.00000000        1.00000000        0.86333300        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000         0.00000000     2.96646700     0.26763000     0.26763000     2.22852300     2.96646700     8.26750900     3.12184900     2.24654000     0.27344900    -0.15287400     6.96473300    16.64466300    14.75959600    16.50000000    33.00000000    33.00000000   729.50000000   101.94326000    21.40109100    15.24449300    12.75093400     9.65091400     7.82559700     7.72724700     7.64614600    14.67000000    19.44000100    24.30000100     0.26144000     0.32461900     0.33026300     0.27364100     0.30855100     0.28356800     0.14903600     0.12160300     0.13000000     0.13000000     0.13000000     0.51643900     0.68535200     0.71408500     0.68037500     0.37021600    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.83802500     0.31935800   120.40806600     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    39.21605300    48.69279900    49.53937500    41.04617700    46.28265800    42.53527100    22.35533700    18.24040400    19.50000000    39.00000000    39.00000000         0.05172800        0.21590200     0.41144800     0.41144800    15.55000000    26.21268500    24.76947400    23.40572200    22.11705400    20.89934000    19.74866900    18.66135000    17.63390000    16.66301500    14.87867100    13.28540000      1.00000000
     04/11/1996             29            309     5.04850200   916.18345500   163.77891600    91.61835000    72.16057000    46.19736400    40.80043600     4.62054600     0.00000000     2.37182100     2.51438000     0.14255900     1.71550500     0.61724200     0.03907400     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     9.27944200     1.43686500     0.00000000   116.91403200   240.22267200     1.19392200     1.00000000     2.41942700  1436.86500700     0.00000000    17.89120500     6.56101900     8.55812300    13.45203400     0.11163900     0.00953400     0.13732300     0.08713800     0.02097500     0.00000000      0.13732300     0.00000000     9.85000000     0.90583800     0.00211300     0.00211300     0.90583800     0.00000000     0.00000000     0.02056200     0.02056200     0.02056200     0.02056200     0.02056200     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   756.50000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.01214200        0.00000000        0.00000000        0.00000000         0.00000000         0.00000000     3.02810000     0.25497000     0.25497000     2.48349300     3.02810100     9.14109800     3.90794800     3.11072500     0.72562000     0.36766100     7.00721000    16.54787400    14.74974400    16.50000000    33.00000000    33.00000000   756.50000000   100.60317200    21.03350300    14.94088800    12.55851700     9.46621200     7.81732800     7.74348600     7.64956000    14.67000000    19.44000100    24.30000100     0.25585900     0.31962000     0.32476300     0.27079600     0.30375500     0.28328500     0.14968100     0.12166800     0.13000000     0.13000000     0.13000000     0.48004700     0.64911500     0.67487000     0.65500500     0.56906400    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.84363000     0.30223000   116.91403200     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    38.37885700    47.94294000    48.71440500    40.61937300    45.56327400    42.49279400    22.45212600    18.25025600    19.50000000    39.00000000    39.00000000         0.04726000        0.20771000     0.43715200     0.43715200    15.15000000    26.21208000    24.74534400    23.36068000    22.05349700    20.81945800    19.65447400    18.55467800    17.51642200    16.53626400    14.73741800    13.13425200      1.00000000
     05/11/1996             30            310     5.08120400  1058.46652100   182.55824200   105.84665000    76.71159000    51.77721300    46.85435600     7.21508300     0.00000000     2.61902000     2.77063000     0.15161000     1.84869500     0.70677700     0.06354700     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     9.51968600     1.54725800     0.00000000   113.29447900   237.83094800     1.19482000     1.00000000     2.39529700  1547.25846300     0.00000000    18.92364700     6.73581000     9.04905100    14.22830700     0.11039300     0.00933600     0.13319000     0.08953500     0.02447300     0.00000000      0.13319000     0.00000000    10.00000000     1.05016000     0.00239800     0.00239800     1.05016000     0.00000000     0.00000000     0.01982800     0.01982800     0.01982800     0.01982800     0.01982800     0.01982800     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   783.50000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.14395300        0.00000000        0.00000000        0.00000000         0.00000000         0.00000000     3.16927600     0.25653500     0.25653500     2.74002800     3.16927600     9.97059600     4.65168000     3.91877700     1.17749400     1.06451000     7.06166100    16.45187000    14.73965300    16.50000000    33.00000000    33.00000000   783.50000000    99.28790300    20.67138500    14.64534400    12.35742700     9.24078700     7.80553200     7.75954200     7.65304900    14.67000000    19.44000100    24.30000100     0.25044900     0.31474000     0.31946600     0.26779800     0.29786700     0.28292000     0.15032100     0.12173600     0.13000000     0.13000000     0.13000000     0.46207000     0.63725300     0.66139100     0.65287000     0.75539900     0.00029400    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.83712300     0.30644800   113.29447900     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    37.56733300    47.21106700    47.91983000    40.16963600    44.68009200    42.43804900    22.54813000    18.26034700    19.50000000    39.00000000    39.00000000         0.04991300        0.20662100     0.46146500     0.46146500    15.30000000    26.04987100    24.56678400    23.16813300    21.84911200    20.60518500    19.43207700    18.32576000    17.28242700    16.29849200    14.49549000    12.89194400      1.00000000
     06/11/1996             31            311     5.11586700  1207.22582400   202.18980600   120.72258000    81.46722400    57.43079500    53.30999900     9.98178800     0.00000000     2.86579200     3.02636400     0.16057200     1.98455800     0.79314600     0.08808800     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     9.76358800     1.66215100     0.00000000   109.90087100   235.44503800     1.19397000     1.00000000     2.37267300  1662.15126800     0.00000000    19.78498600     6.51817400     9.46003900    14.87593000     0.11489300     0.00926500     0.13586300     0.08636900     0.02454100     0.00000000      0.13586300     0.00000000    10.60000000     1.20358300     0.00270100     0.00270100     1.20358300     0.00000000     0.00000000     0.01914500     0.01914500     0.01914500     0.01914500     0.01914500     0.01914500     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   810.50000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.35390600        0.00000000        0.00000000        0.00000000         0.00000000         0.00000000     2.95756200     0.25603700     0.25603700     2.99606500     2.95756200    10.77517300     5.37772000     4.69900100     1.65225200     1.92145500     7.12984500    16.35680400    14.72932200    16.50000000    33.00000000    33.00000000   810.50000000    97.99450700    20.30916000    14.35287200    12.14468500     9.02061200     7.78121100     7.77538300     7.65661200    14.67000000    19.44000100    24.30000100     0.24536500     0.31020500     0.31458600     0.26488800     0.29251500     0.28235300     0.15095500     0.12180500     0.13000000     0.13000000     0.13000000     0.42004500     0.59147800     0.61303600     0.61452100     0.70125600     0.01722700    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.79653200     0.32144000   109.90087100     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    36.80478300    46.53080000    47.18796200    39.73322700    43.87728900    42.35293200    22.64319600    18.27067800    19.50000000    39.00000000    39.00000000         0.06540300        0.19063400     0.48565500     0.48565500    15.90000000    26.00009500    24.49159000    23.07061000    21.73207100    20.47119500    19.28347200    18.16466100    17.11076200    16.11801000    14.30196000    12.69052700      1.00000000
     07/11/1996             32            312     5.15986500  1352.31452400   221.32366900   135.23145000    86.09221700    62.77299600    59.72666800    12.73178800     0.00000000     3.11416900     3.28333900     0.16917000     2.12982400     0.87288400     0.11146100     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    10.02212500     1.78661500     0.00000000   106.77416200   233.04841600     1.19210000     1.00000000     2.35182800  1786.61455900     0.00000000    19.29679700     6.41054800     9.22744000    14.50887000     0.12446300     0.00892000     0.14526600     0.07973800     0.02337300     0.00000000      0.14526600     0.00000000    13.45459800     1.36651700     0.00302200     0.00302200     1.36651700     0.00000000     0.00000000     0.01850700     0.01850700     0.01850700     0.01850700     0.01850700     0.01850700     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   837.50000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.58333300        0.00000000        0.00000000        0.00000000         0.00000000         0.00000000     2.70359000     0.25729600     0.25729600     3.25336200     2.70359000    11.53102900     6.05281100     5.41906400     2.10892500     2.70336900     7.22532300    16.26297400    14.71875600    16.50000000    33.00000000    33.00000000   837.50000000    96.72497600    19.94440700    14.06094700    11.92010600     8.80354600     7.73324300     7.79093900     7.66025000    14.67000000    19.44000100    24.30000100     0.24067200     0.30611600     0.31021600     0.26222200     0.28778600     0.28136000     0.15158000     0.12187500     0.13000000     0.13000000     0.13000000     0.36810700     0.52983400     0.54854400     0.55770000     0.62871600     0.07068900    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.74712100     0.34438400   106.77416200     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    36.10086400    45.91735500    46.53239400    39.33337400    43.16791500    42.20399100    22.73702600    18.28124400    19.50000000    39.00000000    39.00000000         0.08708700        0.17020900     0.51063500     0.51063500    17.80000000    26.29552100    24.74111400    23.27859300    21.90252500    20.60780100    19.38961200    18.24343500    17.16501000    16.15033700    14.29738200    12.65702000      1.00000000
     08/11/1996             33            313     5.20597400  1455.06563200   234.81738200   145.50656000    89.31081900    66.43225700    64.35776300    14.71654300     0.00000000     3.33743600     3.51233500     0.17489900     2.30556000     0.90930600     0.12256900     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    10.35028600     1.94792300     0.00000000   124.45919000   230.67598000     1.18359900     1.00000000     2.46972800  1947.92320100     0.00000000    13.66589700     7.78036500     6.53612300    10.27511100     0.16130900     0.00606800     0.17573600     0.03642200     0.01110800     0.00000000      0.17573600     0.00000000    14.10000000     1.53870200     0.00336100     0.00336100     1.53870200     0.00000000     0.00000000     0.01791000     0.01791000     0.01791000     0.01791000     0.01791000     0.01791000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   864.50000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.76333300        0.00000000        0.00000000        0.00000000         0.00000000         0.00000000     1.27383700     0.22933400     0.22933400     3.48269600     1.27383700    -5.55327600     5.09330400     6.04536800     2.52469300     3.39692700     7.38097400    16.17102400    14.70795400    16.50000000    33.00000000    33.00000000   864.50000000    92.49345400    22.28825400    13.88123600    11.79132300     8.66774800     7.67393900     7.80606500     7.66396000    14.67000000    19.44000100    24.30000100     0.35476400     0.31460000     0.30832600     0.26175700     0.28578000     0.28036100     0.15219300     0.12194700     0.13000000     0.13000000     0.13000000     0.33870200     0.21668400     0.20577300     0.21174000     0.23612600     0.06481100    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.61939300     0.37025600   124.45919000     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    53.21457300    47.19001400    46.24885900    39.26356900    42.86694700    42.05421800    22.82897600    18.29204600    19.50000000    39.00000000    39.00000000         0.14092200        0.08841200     0.54121300     0.54121300    17.80000000    26.34603100    24.91083300    23.55382200    22.27072900    21.05753500    19.91043100    18.82581100    17.80027800    16.83061200    15.04686500    13.45216600      1.00000000
     09/11/1996             34            314     5.24864900  1578.31893600   251.03145000   157.83189000    93.19955600    70.64128000    70.03917800    17.15143500     0.00000000     3.60148000     3.78305500     0.18157500     2.49932700     0.96304900     0.13910500     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    10.69418800     2.11931500     0.00000000   121.77787000   228.01110800     1.17930800     1.00000000     2.45185300  2119.31538900     0.00000000    16.39268900     7.87228500     7.84758900    12.32533000     0.17139200     0.00702500     0.19376600     0.05374200     0.01653600     0.00000000      0.19376600     0.00000000    13.05000000     1.71732300     0.00371000     0.00371000     1.71732300     0.00000000     0.00000000     0.01735100     0.01735100     0.01735100     0.01735100     0.01735100     0.01735100     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   891.50000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.94333300        0.00000000        0.00000000        0.00000000         0.00000000         0.00000000     1.27822900     0.27107000     0.27107000     3.75376500     1.27822900    -2.90490000     4.43334600     6.31193500     2.60276400     3.69149400     7.53145200    16.08088900    14.69692200    16.50000000    33.00000000    33.00000000   891.50000000    89.17797100    23.52634000    13.68110400    11.62925700     8.51319700     7.58473400     7.82075200     7.66774100    14.67000000    19.44000100    24.30000100     0.33732700     0.31896200     0.30658000     0.26125400     0.28385100     0.27906300     0.15279400     0.12202100     0.13000000     0.13000000     0.13000000     0.30580000     0.22239400     0.20104200     0.20910200     0.23082600     0.10906600    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.59250800     0.45749600   121.77787000     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    50.59909800    47.84426100    45.98702200    39.18813300    42.57767900    41.85948600    22.91911100    18.30307800    19.50000000    39.00000000    39.00000000         0.18642600        0.08464400     0.57161200     0.57161200    17.80000000    26.09237100    24.65367500    23.29430600    22.00989200    20.79629700    19.64961800    18.56616600    17.54245600    16.57518800    14.79771600    13.21085500      1.00000000
