ApsimVersion = 7.10 r0
precision = 8
Title = Sorghum_BW5_GxE_T12
           Date            Das    day_of_year          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n         GreenN     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize             HI         LeafNo            LAI           SLAI            ESW            NO3            SLN        WaterSD           sw()           TPLA           SPLA   dlt_dm_green      sw_supply       radn_int   DeltaGreenWt       DeltaLAI DeltaGreenN(1) DeltaGreenN(2) DeltaGreenN(3) DeltaGreenN(4) DeltaGreenN(5) DeltaLeafGreenN      DeltaSLAI        DeltaTT     SenescedWt      SenescedN  RootSenescedN RootSenescedWt LeafSenescedWt  LeafSenescedN         RLV(1)         RLV(2)         RLV(3)         RLV(4)         RLV(5)         RLV(6)         RLV(7)         RLV(8)         RLV(9)        RLV(10)        RLV(11)        RLV(12)        RLV(13)      RootDepth RootProportion(1) RootProportion(2) RootProportion(3) RootProportion(4) RootProportion(5) RootProportion(6) RootProportion(7) RootProportion(8) RootProportion(9) RootProportion(10) RootProportion(11) RootProportion(12) RootProportion(13) sum(sw_uptake) n_total_uptake  n_supply_soil   n_cum_uptake      sw_demand  sw_deficit(1)  sw_deficit(2)  sw_deficit(3)  sw_deficit(4)  sw_deficit(5)  sw_deficit(6)  sw_deficit(7)  sw_deficit(8)  sw_deficit(9) sw_deficit(10) sw_deficit(11) sw_deficit(12) sw_deficit(13)     root_depth         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)        no3(11)        no3(12)        no3(13)          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)         sw(11)         sw(12)         sw(13)   sw_uptake(1)   sw_uptake(2)   sw_uptake(3)   sw_uptake(4)   sw_uptake(5)   sw_uptake(6)   sw_uptake(7)   sw_uptake(8)   sw_uptake(9)  sw_uptake(10)  sw_uptake(11)  sw_uptake(12)  sw_uptake(13)     n_sd_ratio     no3_demand            esw    swdef_pheno    swdef_photo    swdef_expan    nfact_pheno    nfact_expan      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)      sw_dep(5)      sw_dep(6)      sw_dep(7)      sw_dep(8)      sw_dep(9)     sw_dep(10)     sw_dep(11)     sw_dep(12)     sw_dep(13) n_diffusion_uptake n_massflow_uptake    cover_green      cover_tot      DeltaTTFM          st(1)          st(2)          st(3)          st(4)          st(5)          st(6)          st(7)          st(8)          st(9)         st(10)         st(11)         st(12)         st(13) GrainTempFactor
   (dd/mm/yyyy)         (days)             ()             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)             ()       (leaves)        (m2/m2)        (m2/m2)           (mm)        (kg/ha)      (g(N)/m2)             ()        (mm/mm)           (m2)           (m2)        (g/m^2)           (mm)             ()        (g/m^2)        (m2/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (m2/m2)          (oCd)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)           (mm)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)              (0-1)              (0-1)              (0-1)              (0-1)           (mm)        (g/m^2)        (g/m^2)        (g/m^2)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)             ()        (g/m^2)           (mm)             ()             ()             ()             ()             ()           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)            (g/m^2)           (g/m^2)             ()             ()          (oCd)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)              ()
     04/11/1996             26            309     5.00000000   492.28772500    91.64867300    49.22877000    42.41990000    38.66306900     9.93174800     0.63395600     0.00000000     1.56448000     1.64235400     0.07787500     1.42908700     0.13205300     0.00334000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     7.96668000     1.02067700     0.00000000   354.39523300    90.07309700     1.40013700     1.00000000     5.28263500  1020.67658700     0.00000000    10.67695400     5.39258300     6.45714400     8.02778500     0.09142400     0.00863000     0.14027800     0.01917400     0.00334000     0.00000000      0.14027800     0.00000000     9.85000000     0.43025600     0.00121300     0.00121300     0.43025600     0.00000000     0.00000000     0.02212400     0.02212400     0.02212400     0.02212400     0.02212400     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   705.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.70000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000         0.00000000         0.00000000         0.00000000     1.80708300     0.17142100     0.17142100     1.61056700     1.80708300    15.65989700     4.49712000     1.19503800     0.57761800    -0.34069800    -1.09735500    -1.31412500    -0.98027000    -0.54270900    -0.21878800    -0.09191900    -0.03598000    -0.01017000   705.00000000    15.49927100     9.46021200     6.45962800     5.54976400     6.28312000     7.96238400    10.04124100     6.27623400     6.05398400     4.11067100     4.10797800     4.12605600     4.14255500     0.31312400     0.35673500     0.34940500     0.35342500     0.39133800     0.42731600     0.43876100     0.43653500     0.45361800     0.43145900     0.43061300     0.45024000     0.45006800     0.37156700     0.49267200     0.39420000     0.40868300     0.13996000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.55263400     0.31019000   354.39523300     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    46.96853300    53.51020400    52.41076700    53.01370200    58.70073300    64.09735100    65.81412500    65.48027000    68.04270900    64.71878800    64.59191900    67.53598000    67.51017000         0.13876800        0.03265300     0.33520100     0.33520100    15.15000000    27.07624600    26.40444000    25.74906700    25.10902000    24.48334500    23.87121600    23.27193800    22.68491900    22.10966500    21.54576300    20.99288000    20.45074800    19.91915300      1.00000000
     05/11/1996             27            310     5.05493100   578.58792900   103.04176000    57.85879000    45.18296700    44.91304800    11.59777700     1.34796800     0.00000000     1.73076200     1.81547200     0.08471000     1.57076700     0.15275700     0.00723800     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     8.20692400     1.11233300     0.00000000   352.02020300    88.43603500     1.41213700     1.00000000     5.26680100  1112.33308200     0.00000000    11.47792700     5.65894400     6.93866200     8.63002000     0.09165600     0.00699100     0.14167900     0.02070400     0.00389900     0.00000000      0.14167900     0.00000000    10.00000000     0.51509600     0.00136900     0.00136900     0.51509600     0.00000000     0.00000000     0.02127700     0.02127700     0.02127700     0.02127700     0.02127700     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   732.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.88000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000         0.00000000         0.00000000         0.00000000     1.92228900     0.17327300     0.17327300     1.78384000     1.92228900    16.40533800     5.08583100     1.56914500     0.90429300    -0.09522600    -0.99630000    -1.29353300    -1.01159700    -0.58960000    -0.25018300    -0.11090900    -0.04599800    -0.01374800   732.00000000    15.16430200     9.04184300     6.15293400     5.27436100     6.03854100     7.93348500    10.01020900     6.27610700     6.05268800     4.11317500     4.10921900     4.12632900     4.14285300     0.30823800     0.35285800     0.34693400     0.35126100     0.38876300     0.42664200     0.43862400     0.43674400     0.45393100     0.43166800     0.43073900     0.45030700     0.45009200     0.35892600     0.48541500     0.39069800     0.40650700     0.28074300    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.55215300     0.31381400   352.02020300     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    46.23573300    52.92874900    52.04016100    52.68920100    58.31448000    63.99629600    65.79353300    65.51159700    68.08960000    64.75018300    64.61090900    67.54599800    67.51374800         0.14054100        0.03273200     0.35913300     0.35913300    15.30000000    26.93755700    26.27054200    25.62013800    24.98519700    24.36472500    23.75787000    23.16390200    22.58220100    22.01224900    21.45361100    20.90593300    20.36892900    19.84236500      1.00000000
     06/11/1996             28            311     5.08991900   670.18833500   115.13424800    67.01883000    48.11541500    51.43672800    13.44322900     2.13887600     0.00000000     1.90260600     1.99351800     0.09091200     1.71565400     0.17504100     0.01191000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     8.45082600     1.20899500     0.00000000   349.76004000    86.75343300     1.41907400     1.00000000     5.25173400  1208.99543300     0.00000000    12.18285400     5.98770100     7.36222500     9.16004100     0.09666200     0.00637200     0.14488800     0.02228400     0.00467200     0.00000000      0.14488800     0.00000000    10.60000000     0.60546200     0.00153800     0.00153800     0.60546200     0.00000000     0.00000000     0.02049200     0.02049200     0.02049200     0.02049200     0.02049200     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   759.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.01980700        0.00000000        0.00000000        0.00000000         0.00000000         0.00000000         0.00000000         0.00000000     1.82115600     0.17821600     0.17821600     1.96205600     1.82115600    17.12751400     5.66019400     1.94271500     1.23286100     0.10812800    -0.72950000    -1.26281000    -1.03672000    -0.63430800    -0.28218100    -0.13146200    -0.05753300    -0.01812700   759.00000000    14.83781400     8.63390900     5.84907800     5.00069200     5.74276500     7.88880300     9.97878800     6.27487300     6.05083300     4.11562800     4.11042100     4.12666500     4.14316400     0.30377700     0.34944900     0.34476900     0.34940100     0.38665300     0.42486300     0.43841900     0.43691100     0.45422900     0.43188100     0.43087600     0.45038400     0.45012100     0.30599700     0.42239900     0.34186700     0.35698000     0.39391300    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.54452500     0.32728700   349.76004000     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    45.56648600    52.41740400    51.71542400    52.41016400    57.99795500    63.72949600    65.76281000    65.53672000    68.13430800    64.78218100    64.63146200    67.55753300    67.51812700         0.14907100        0.02914500     0.38343900     0.38343900    15.90000000    26.91529700    26.24749800    25.59675000    24.96185500    24.34177200    23.73560100    23.14257600    22.56203700    21.99342900    21.43628900    20.89022800    20.35493700    19.83015600      1.00000000
     07/11/1996             29            312     5.13432900   760.84952100   127.09595500    76.08495000    51.01100300    57.78333400    15.34688800     2.95473000     0.00000000     2.08443600     2.18122900     0.09679300     1.86998900     0.19689900     0.01754800     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     8.70936300     1.31509900     0.00000000   347.64416500    84.97627300     1.42193800     1.00000000     5.23762800  1315.09863800     0.00000000    12.05793800     6.22109900     7.28534300     9.06611900     0.10610300     0.00606300     0.15433500     0.02185800     0.00563800     0.00000000      0.15433500     0.00000000    13.45459800     0.70169300     0.00172000     0.00172000     0.70169300     0.00000000     0.00000000     0.01976300     0.01976300     0.01976300     0.01976300     0.01976300     0.01976300     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   786.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.16055800        0.00000000        0.00000000        0.00000000         0.00000000         0.00000000         0.00000000         0.00000000     1.68938500     0.18789300     0.18789300     2.14994900     1.68938500    17.78669000     6.16581300     2.26981700     1.51536600     0.42392000    -0.49437000    -1.20874800    -1.05392500    -0.67627000    -0.31444500    -0.15341900    -0.07061000    -0.02337600   786.00000000    14.50751200     8.22442700     5.53977300     4.72130800     5.39210000     7.82500700     9.94556800     6.27218500     6.04830800     4.11797800     4.11155800     4.12705100     4.14348800     0.29968400     0.34644400     0.34287400     0.34780900     0.38418600     0.42329100     0.43805800     0.43702600     0.45450800     0.43209600     0.43102300     0.45047100     0.45015600     0.26067600     0.36752400     0.29901500     0.31335700     0.44815800     0.00065500    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.53644300     0.35025700   347.64416500     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    44.95262900    51.96666000    51.43117100    52.17128000    57.62791800    63.49371000    65.70874800    65.55392500    68.17627000    64.81444500    64.65341900    67.57061000    67.52337600         0.16236400        0.02552900     0.40905900     0.40905900    17.80000000    27.24275600    26.55765900    25.89083300    25.24099000    24.60701000    23.98791300    23.38286200    22.79112600    22.21209100    21.64522700    21.09009900    20.54633900    20.01364300      1.00000000
     08/11/1996             30            313     5.18087000   826.01248900   135.66060800    82.60125000    53.05935900    62.26152500    16.77356200     3.56616200     0.00000000     2.28656300     2.38806900     0.10150600     2.05223800     0.21230400     0.02202100     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     9.03752400     1.45475000     0.00000000   365.91964700    83.00272400     1.41071500     1.00000000     5.35946500  1454.75012700     0.00000000     8.66667500     7.52500800     5.23595800     6.51629700     0.13965100     0.00490600     0.18224900     0.01540500     0.00447300     0.00000000      0.18224900     0.00000000    14.10000000     0.80371500     0.00191300     0.00191300     0.80371500     0.00000000     0.00000000     0.01908400     0.01908400     0.01908400     0.01908400     0.01908400     0.01908400     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   813.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.37651000        0.00000000        0.00000000        0.00000000         0.00000000         0.00000000         0.00000000         0.00000000     0.80784500     0.20703300     0.20703300     2.35698200     0.80784500    -0.29165300     5.80581300     2.54616200     1.75889600     0.78986000    -0.28476700    -1.13674900    -1.06221000    -0.71485900    -0.34661100    -0.17660500    -0.08522000    -0.02956400   813.00000000    13.62475000     8.05627100     5.29075100     4.49365200     5.11294400     7.69500500     9.91191700     6.26810700     6.04517500     4.12021500     4.11262200     4.12748200     4.14382800     0.42035200     0.35030800     0.34225100     0.34746000     0.38357100     0.42184300     0.43757800     0.43708100     0.45476600     0.43231100     0.43117700     0.45056800     0.45019700     0.23890900     0.14799800     0.11613300     0.12204900     0.17442000     0.00833500    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.51480800     0.40215600   365.91964700     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    63.05273800    52.54618500    51.33770800    52.11906100    57.53571700    63.27642800    65.63674900    65.56221000    68.21485900    64.84661100    64.67660500    67.58522000    67.52956400         0.19512300        0.01191000     0.44116400     0.44116400    17.80000000    27.16049600    26.47718800    25.81248300    25.16504300    24.53370500    23.91745400    23.31541100    22.72681200    22.15101600    21.58746300    21.03569000    20.49530800    19.96599200      1.00000000
     09/11/1996             31            314     5.22394400   905.59898000   146.13949200    90.55990000    55.57959400    67.60268100    18.60580700     4.35141000     0.00000000     2.51729400     2.62365400     0.10636000     2.25770700     0.23181300     0.02777400     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     9.38142600     1.60530600     0.00000000   363.40573100    80.75965900     1.40640300     1.00000000     5.34270500  1605.30626300     0.00000000    10.58500300     7.60049200     6.39688500     7.95864900     0.15055600     0.00505700     0.20546900     0.01950900     0.00575300     0.00000000      0.20546900     0.00000000    13.05000000     0.90983400     0.00211600     0.00211600     0.90983400     0.00000000     0.00000000     0.01845000     0.01845000     0.01845000     0.01845000     0.01845000     0.01845000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   840.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.60000000        0.00000000        0.00000000        0.00000000         0.00000000         0.00000000         0.00000000         0.00000000     0.82537100     0.23578800     0.23578800     2.59277100     0.82537100     1.86970100     5.73780100     2.63740500     1.81259900     0.88613100    -0.09658400    -1.05043800    -1.06103500    -0.74947400    -0.37829600    -0.20080600    -0.10134100    -0.03674300   840.00000000    12.82969800     7.72309200     5.01110400     4.23797700     4.80102200     7.46594100     9.87865900     6.26268100     6.04145100     4.12231800     4.11360000     4.12792200     4.14418500     0.40603400     0.35074600     0.34163900     0.34709600     0.38292100     0.42041500     0.43700300     0.43707400     0.45499600     0.43252200     0.43133900     0.45067600     0.45024500     0.22523800     0.15022500     0.11678100     0.12305000     0.17570300     0.03437500    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.51261800     0.45996900   363.40573100     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    60.90505600    52.61197300    51.24581900    52.06435400    57.43816400    63.06220600    65.55043800    65.56103500    68.24947400    64.87829600    64.70080600    67.60134100    67.53674300         0.22418100        0.01160800     0.47382600     0.47382600    17.80000000    26.92064300    26.24639700    25.59074400    24.95232000    24.32993300    23.72254000    23.12924200    22.54925700    21.98191800    21.42665700    20.88299000    20.35051900    19.82890700      1.00000000
     10/11/1996             32            315     5.26602900   995.19299800   157.94433800    99.51930000    58.42503800    73.46590700    20.77313000     5.28026200     0.00000000     2.76325600     2.87498700     0.11173000     2.46927400     0.25831100     0.03567100     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     9.69971900     1.74709400     0.00000000   360.19528200    78.36385300     1.41336100     1.00000000     5.32130100  1747.09437100     0.00000000    11.91600400     7.83785200     7.20214900     8.95940200     0.14178800     0.00558300     0.21156700     0.02649800     0.00789700     0.00000000      0.21156700     0.00000000    12.75000000     1.02099300     0.00232900     0.00232900     1.02099300     0.00000000     0.00000000     0.01785700     0.01785700     0.01785700     0.01785700     0.01785700     0.01785700     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   867.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.78000000        0.00000000        0.00000000        0.00000000         0.00000000         0.00000000         0.00000000         0.00000000     1.53692500     0.25154500     0.25154500     2.84431600     1.53692500     3.92058900     5.75359000     2.72821000     1.86880900     0.98737300     0.08920300    -0.95155300    -1.05008700    -0.77953300    -0.40911900    -0.22580700    -0.11891900    -0.04496000   867.00000000    12.06850500     7.34421900     4.71996400     3.97200400     4.47640200     7.13206300     9.84616300     6.25584400     6.03707400     4.12424400     4.11446800     4.12835800     4.14455600     0.39133900     0.34983600     0.34041400     0.34606500     0.38131200     0.41846900     0.43634400     0.43700100     0.45519700     0.43272700     0.43150500     0.45079300     0.45030000     0.37856300     0.27104500     0.20962500     0.22142200     0.31587800     0.14039100    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.52117100     0.48265400   360.19528200     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    58.70084400    52.47536100    51.06216800    51.90977500    57.19674300    62.77040100    65.45155300    65.55008700    68.27953300    64.90911900    64.72580700    67.61891900    67.54496000         0.23110900        0.02043700     0.50283700     0.50283700    17.80000000    26.88184000    26.20711100    25.55142000    24.91335100    24.29166200    23.68527000    23.09323100    22.51472700    21.94905500    21.39561300    20.85388900    20.32346000    19.80396100      1.00000000
     11/11/1996             33            316     5.31124800  1106.55848000   172.63909700   110.65585000    61.98324900    80.58415400    23.58594200     6.48575300     0.00000000     3.01739900     3.13541000     0.11801100     2.68186000     0.29025900     0.04528000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    10.01069500     1.88684300     0.00000000   356.62957800    75.88223300     1.42134800     1.00000000     5.29753100  1886.84305000     0.00000000    14.81160900     8.12764400     8.95050200    11.13654800     0.13974900     0.00650500     0.21258600     0.03194800     0.00960900     0.00000000      0.21258600     0.00000000    13.69976200     1.13784300     0.00255300     0.00255300     1.13784300     0.00000000     0.00000000     0.01730100     0.01730100     0.01730100     0.01730100     0.01730100     0.01730100     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   894.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.96000000        0.00000000        0.00000000        0.00000000         0.00000000         0.00000000         0.00000000         0.00000000     2.01244900     0.26064700     0.26064700     3.10496300     2.01244900     5.94752100     5.94559500     2.91219700     2.02627900     1.23134600     0.27492100    -0.76238300    -1.03071600    -0.80464900    -0.43869800    -0.25135800    -0.13787800    -0.05425300   894.00000000    11.35977900     6.94292700     4.42625400     3.70397000     4.15042200     6.70059700     9.80376600     6.24774200     6.03193700     4.12593700     4.11519500     4.12877200     4.14493600     0.37739700     0.34810300     0.33884200     0.34464600     0.37916000     0.41618300     0.43508300     0.43687100     0.45536400     0.43292500     0.43167600     0.45091900     0.45036200     0.44288500     0.33892400     0.26150800     0.27686300     0.39463500     0.29763400    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.52162000     0.49968700   356.62957800     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    56.60958900    52.21547700    50.82629800    51.69686100    56.87401600    62.42744100    65.26238300    65.53071600    68.30464900    64.93869800    64.75135800    67.63787800    67.55425300         0.23541700        0.02523000     0.52986600     0.52986600    17.80000000    27.13838600    26.44921500    25.78018000    25.12978700    24.49672100    23.87981800    23.27807400    22.69060300    22.11664600    21.55554200    21.00673100    20.46973800    19.94415500      1.00000000
     12/11/1996             34            317     5.36201100  1221.29800800   187.77548700   122.12980000    65.64568700    87.74962400    26.60188000     7.77829800     0.00000000     3.28414600     3.40896000     0.12481400     2.90392700     0.32449000     0.05572900     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    10.34483500     2.03705600     0.00000000   352.98934900    73.27470400     1.42555100     1.00000000     5.27326200  2037.05585200     0.00000000    15.26035700     8.48687800     9.21966600    11.47395300     0.15021300     0.00703800     0.22206700     0.03423100     0.01044900     0.00000000      0.22206700     0.00000000    15.37912800     1.26180900     0.00278900     0.00278900     1.26180900     0.00000000     0.00000000     0.01677900     0.01677900     0.01677900     0.01677900     0.01677900     0.01677900     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   921.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.07765800        0.00000000        0.00000000         0.00000000         0.00000000         0.00000000         0.00000000     1.81299300     0.27378600     0.27378600     3.37874800     1.81299300     8.26236700     6.25335700     3.14936800     2.24271400     1.55613700     0.60821900    -0.58790600    -0.99626200    -0.82380700    -0.46660600    -0.27719100    -0.15811200    -0.06463600   921.00000000    10.70022500     6.51633100     4.12223100     3.42720300     3.81685200     6.14396000     9.76682700     6.23747800     6.02600200     4.12736400     4.11576200     4.12915100     4.14532100     0.36260100     0.34639200     0.33752400     0.34347800     0.37738800     0.41338300     0.43391900     0.43664200     0.45549200     0.43311100     0.43184800     0.45105400     0.45043100     0.34748700     0.28780700     0.22207100     0.23562800     0.33561700     0.38438400    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.52027200     0.52623500   352.98934900     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    54.39014100    51.95883200    50.62856300    51.52166000    56.60824200    62.00739300    65.08790600    65.49626200    68.32380700    64.96660600    64.77719100    67.65811200    67.56463600         0.25245000        0.02133600     0.55728200     0.55728200    17.80000000    27.37165800    26.66901800    25.98757600    25.32575400    24.68216300    24.05557300    23.44490600    22.84922200    22.26770000    21.69962700    21.14439000    20.60146700    20.07041200      1.00000000
     13/11/1996             35            318     5.40723100  1346.14941400   204.24943300   134.61494000    69.63449200    95.35280800    30.01924900     9.24288500     0.00000000     3.51094900     3.64149800     0.13054900     3.10681500     0.34277300     0.06136100     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    10.71993600     2.20387200     0.00000000   348.99682600    71.08292400     1.40970800     1.00000000     5.24664600  2203.87177800     0.00000000    16.60523600     8.42260700    10.03107600    12.48514100     0.16681600     0.00598500     0.20288800     0.01828300     0.00563200     0.00000000      0.20288800     0.00000000    13.69976200     1.39310100     0.00303800     0.00303800     1.39310100     0.00000000     0.00000000     0.01628700     0.01628700     0.01628700     0.01628700     0.01628700     0.01628700     0.01628700     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   948.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.27131200        0.00000000        0.00000000         0.00000000         0.00000000         0.00000000         0.00000000     2.25614900     0.23278800     0.23278800     3.61153600     2.25614900    10.35515600     6.54292300     3.34848800     2.42074200     1.82793400     1.01256600    -0.42388900    -0.94954700    -0.83638000    -0.49239300    -0.30301700    -0.17948900    -0.07611800   948.00000000    10.21861200     6.16321200     3.87633200     3.20260600     3.54609700     5.67540400     9.63603600     6.22554400     6.01926300     4.12848700     4.11614800     4.12947800     4.14570500     0.34832200     0.34401100     0.33584500     0.34191400     0.37504200     0.40981300     0.43278500     0.43633000     0.45557600     0.43328300     0.43202000     0.45119700     0.45050700     0.39648200     0.35546000     0.27472700     0.29212300     0.41574300     0.51541100     0.00620200    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.40665800     0.57244200   348.99682600     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    52.24836000    51.60161200    50.37678900    51.28714000    56.25631700    61.47201900    64.91768600    65.44954700    68.33638000    64.99239300    64.80301700    67.67948900    67.57611800         0.20796000        0.02482700     0.58585900     0.58585900    17.80000000    27.64126000    26.92333400    26.22775300    25.55285800    24.89717900    24.25941100    23.63841200    23.03317100    22.44280800    21.86655400    21.30374100    20.75379800    20.21623000      1.00000000
