ApsimVersion = 7.10 r0
precision = 8
Title = Sorghum_LE13_Buster+I+N
           Date            Das    day_of_year          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n         GreenN     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize             HI         LeafNo            LAI           SLAI            ESW            NO3            SLN        WaterSD           sw()           TPLA           SPLA   dlt_dm_green      sw_supply       radn_int   DeltaGreenWt       DeltaLAI DeltaGreenN(1) DeltaGreenN(2) DeltaGreenN(3) DeltaGreenN(4) DeltaGreenN(5) DeltaLeafGreenN      DeltaSLAI        DeltaTT     SenescedWt      SenescedN  RootSenescedN RootSenescedWt LeafSenescedWt  LeafSenescedN         RLV(1)         RLV(2)         RLV(3)         RLV(4)         RLV(5)         RLV(6)         RLV(7)      RootDepth RootProportion(1) RootProportion(2) RootProportion(3) RootProportion(4) RootProportion(5) RootProportion(6) RootProportion(7) sum(sw_uptake) n_total_uptake  n_supply_soil   n_cum_uptake      sw_demand  sw_deficit(1)  sw_deficit(2)  sw_deficit(3)  sw_deficit(4)  sw_deficit(5)  sw_deficit(6)  sw_deficit(7)     root_depth         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)   sw_uptake(1)   sw_uptake(2)   sw_uptake(3)   sw_uptake(4)   sw_uptake(5)   sw_uptake(6)   sw_uptake(7)     n_sd_ratio     no3_demand            esw    swdef_pheno    swdef_photo    swdef_expan    nfact_pheno    nfact_expan      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)      sw_dep(5)      sw_dep(6)      sw_dep(7) n_diffusion_uptake n_massflow_uptake    cover_green      cover_tot      DeltaTTFM          st(1)          st(2)          st(3)          st(4)          st(5)          st(6)          st(7)
   (dd/mm/yyyy)         (days)             ()             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)             ()       (leaves)        (m2/m2)        (m2/m2)           (mm)        (kg/ha)      (g(N)/m2)             ()        (mm/mm)           (m2)           (m2)        (g/m^2)           (mm)             ()        (g/m^2)        (m2/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (m2/m2)          (oCd)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)           (mm)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)           (mm)        (g/m^2)        (g/m^2)        (g/m^2)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)             ()        (g/m^2)           (mm)             ()             ()             ()             ()             ()           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)            (g/m^2)           (g/m^2)             ()             ()          (oCd)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)
     28/11/1995              0            332     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   193.56051600   194.41696200     0.00000000     1.00000000     2.94230300     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   146.06839000     6.07364100     6.93422600     5.01772100    12.37171100    12.23825300     5.71305000     0.38626200     0.44154100     0.47350000     0.45400000     0.40373300     0.40326700     0.38000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   193.56051600     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    77.25231900    88.30822800    94.69999700   136.19999700   121.11988800   120.98010300   114.00000000         0.00000000        0.00000000     0.00000000     0.00000000     0.00000000    29.37224400    28.39587200    27.49932900    26.29627400    25.25195700    24.35318800    23.58666800
     29/11/1995              1            333     1.99900000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   199.92779500   194.91400100     0.00000000     1.00000000     2.96915000     0.00000000     0.00000000     0.00000000     0.00114400     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000    11.48619800     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    20.00000000        0.00692800        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     1.36750800    -1.91836500    -3.08359500    -3.64180000    -2.38084400    -0.18047300    -0.09023300    20.00000000   139.12956200    12.74784800     7.19115400     5.17227200    12.33612600    12.53444500     5.80260800     0.40316200     0.43959200     0.47541800     0.45213900     0.40793600     0.41060200     0.38030100    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000   199.92779500     1.00000000     1.00000000     1.00000000     0.00000000     1.00000000    80.63249200    87.91836500    95.08359500   135.64180000   122.38084400   123.18047300   114.09023300         0.00000000        0.00000000     0.00000000     0.00000000    17.80000000    30.85080500    29.78368000    28.80111900    27.47733700    26.32156200    25.31993500    24.45859100
     30/11/1995              2            334     2.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   196.90365600   195.34233100     0.00000000     1.00000000     2.95189700     0.00000000     0.00000000     0.00000000     0.00107000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000    12.20007800     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    47.00000000        0.03826100        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     2.70254500    -0.01188700    -2.02139300    -2.83158900    -2.60621600    -1.39334900    -0.74179100    47.00000000   139.55793800    12.48850700     7.16618300     5.24437400    12.22401500    12.69964600     5.96167600     0.39648700     0.43005900     0.47010700     0.44943900     0.40868700     0.41464500     0.38247300    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000   196.90365600     1.00000000     1.00000000     1.00000000     0.00000000     1.00000000    79.29745500    86.01188700    94.02139300   134.83158900   122.60621600   124.39334900   114.74179100         0.00000000        0.00000000     0.00000000     0.00000000    17.80000000    31.97304000    30.82451600    29.76616300    28.33847200    27.08955000    26.00454500    25.06865300
     01/12/1995              3            335     2.94523200     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   199.37170400   195.66426100     0.00000000     1.00000000     2.96326500     0.00000000     0.00000000     0.00000000     0.01478400     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000    13.33339800     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.42553200     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    74.00000000        0.09484700        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     1.44654800    -0.73595400    -1.92585000    -2.37872300    -2.49247000    -1.94290900    -1.34234600    74.00000000   134.40863000    17.59753800     7.36199800     5.30604300    12.08857100    12.77406700     6.12741100     0.40276700     0.43368000     0.46962900     0.44792900     0.40830800     0.41647600     0.38447400    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000   199.37170400     1.00000000     1.00000000     1.00000000     0.00000000     1.00000000    80.55345200    86.73595400    93.92585000   134.37872300   122.49247000   124.94290900   115.34234600         0.00000000        0.00000000     0.00000000     0.00000000    17.80000000    32.89117800    31.68619200    30.57426300    29.07132300    27.75291600    26.60381700    25.60889100
     02/12/1995              4            336     3.00000000    32.00000000     4.79680000     3.20000000     1.59680000     1.60000000     1.60000000     0.00000000     0.00000000     0.05680000     0.08873600     0.03193600     0.00480000     0.05200000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     1.00000000     0.00320000     0.00000000   194.36738600   195.55049100     1.50000000     1.00000000     2.93914600     2.00000000     0.00000000     0.00000000     0.05083500     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.03600000     0.00000000     0.00000000      0.00000000     0.00000000    12.81248200     0.00320000     0.00006400     0.00006400     0.00320000     0.00000000     0.00000000     0.27027000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   101.00000000        0.17668600        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000     0.00000000     0.03600000     0.03600000     0.03600000     0.00000000     3.89296000     0.50111400    -1.14691200    -1.76281700    -2.12764700    -2.03527800    -1.68881200   101.00000000   134.58845500    17.36142500     7.28821100     5.30487100    11.95275100    12.78637600     6.26841200     0.39053500     0.42749400     0.46573500     0.44587600     0.40709200     0.41678400     0.38562900    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.50000000     0.07200000   194.36738600     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    78.10704000    85.49888600    93.14691200   133.76281700   122.12764700   125.03527800   115.68881200         0.03600000        0.00000000     0.00127900     0.00127900    17.80000000    33.19171100    31.95929100    30.82208600    29.28505500    27.93683200    26.76182000    25.74450500
     03/12/1995              5            337     3.23092000    32.44649000     4.88290400     3.24465000     1.63825500     1.64438300     1.60026600     0.00000000     0.00000000     0.07987000     0.11174200     0.03187200     0.01698100     0.06288900     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     1.31250000     0.01344500     0.00000000   198.77761800   195.52856400     1.26301700     1.00000000     2.96160000     8.40294800     0.00000000     0.08929800     0.14940100     0.03581700     0.04464900     0.01024500     0.00000000     0.01218100     0.01088900     0.00000000     0.00000000      0.01218100     0.00000000    11.75825600     0.00639400     0.00012800     0.00012800     0.00639400     0.00000000     0.00000000     0.19802000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   128.00000000        0.28377900        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000     0.01236800     0.02307000     0.02307000     0.05907000     0.01236800     1.06999200    -0.90081800    -1.58655500    -1.67468300    -1.90116900    -1.96822400    -1.82851400   128.00000000   128.32199100    23.23775900     7.64944600     5.33576900    11.82882400    12.77208200     6.38268300     0.40458800     0.43450400     0.46793300     0.44558200     0.40633700     0.41656100     0.38609500     0.01236800    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.52223700     0.04417600   198.77761800     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    80.91764100    86.90081800    93.58655500   133.67468300   121.90116900   124.96822400   115.82851400         0.02110600        0.00196500     0.00536300     0.00536300    17.80000000    32.43882800    31.27373500    30.19753500    28.74128700    27.46240200    26.34675200    25.38016500
     04/12/1995              6            338     3.34484500    34.43483700     5.27729700     3.44348000     1.83381400     1.84118300     1.60230000     0.00000000     0.00000000     0.10147800     0.13328700     0.03180800     0.03115900     0.07032000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     1.59928600     0.02342200     0.00000000   194.07009900   195.55880700     1.33029700     1.00000000     2.93938600    14.63889700     0.00000000     0.39766900     0.27525000     0.16090400     0.19883500     0.00997800     0.00000000     0.01417800     0.00743100     0.00000000     0.00000000      0.01417800     0.00000000    11.39244800     0.00967000     0.00019200     0.00019200     0.00967000     0.00000000     0.00000000     0.15625000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   155.00000000        0.41612500        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000     0.06489600     0.02160800     0.02160800     0.08067800     0.06489600     3.05578600     0.40649400    -1.01847800    -1.34658800    -1.62387800    -1.79605100    -1.81227900   155.00000000   128.74589500    22.90700000     7.64539700     5.33793400    11.70846200    12.74209300     6.47200900     0.39439700     0.42796800     0.46509200     0.44448900     0.40541300     0.41598700     0.38604100     0.06489600    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.66252200     0.03261500   194.07009900     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    78.87931800    85.59350600    93.01847800   133.34658800   121.62387800   124.79605100   115.81227900         0.01100700        0.01060100     0.00932500     0.00932500    17.80000000    31.92826700    30.79515800    29.74873000    28.33345200    27.09166100    26.00974500    25.07393500
     05/12/1995              7            339     3.47849100    37.55812700     5.89828800     3.75581000     2.14247500     2.14879200     1.60702100     0.00000000     0.00000000     0.11996400     0.15170900     0.03174500     0.04804100     0.07192400     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     1.87715100     0.03516300     0.00000000   206.95251500   195.47319000     1.36621700     1.00000000     2.99915000    21.97698100     0.00000000     0.62465800     0.56749600     0.25177900     0.31232900     0.01174100     0.00000000     0.01688200     0.00160400     0.00000000     0.00000000      0.01688200     0.00000000    13.36464800     0.01333800     0.00025500     0.00025500     0.01333800     0.00000000     0.00000000     0.12903200     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   182.00000000        0.57372500        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000     0.08988000     0.01848600     0.01848600     0.09916400     0.08988000     0.00384500    -2.95156900    -4.72680700    -3.03669700    -2.33029200    -2.06317100    -1.93772100   182.00000000   112.15371700    36.20318600    10.50719100     5.69774700    11.59178400    12.74458600     6.57498700     0.40953100     0.44475800     0.48363400     0.45012200     0.40776800     0.41687700     0.38645900     0.08988000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.74969600     0.02465800   206.95251500     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    81.90627300    88.95156900    96.72680700   135.03669700   122.33029200   125.06317100   115.93772100         0.00617200        0.01231400     0.01396700     0.01396700    17.80000000    31.96694800    30.85881400    29.83290900    28.44086300    27.21432900    26.14088800    25.20792200
     06/12/1995              8            340     3.61849100    41.54898200     6.69217400     4.15490000     2.53727600     2.53961400     1.61528400     0.00000000     0.00000000     0.13949800     0.17117900     0.03168100     0.06757400     0.07192400     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     2.20311800     0.05232600     0.00000000   204.73913600   195.42684900     1.29141500     1.00000000     2.98538000    32.70358400     0.00000000     0.79817100     0.85430900     0.32123700     0.39908600     0.01716300     0.00000000     0.01953400     0.00000000     0.00000000     0.00000000      0.01953400     0.00000000    14.00000000     0.01762300     0.00031900     0.00031900     0.01762300     0.00000000     0.00000000     0.10989000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   209.00000000        0.73409500        0.00776500        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000     0.06333600     0.01953400     0.01953400     0.11869800     0.06333600     1.54591400    -1.53240200    -3.82650000    -3.43159500    -2.88094300    -2.47206100    -2.20488700   209.00000000   109.29419700    37.99342700    11.27162000     5.97221900    11.45052100    12.74689900     6.69797300     0.40195400     0.43766200     0.47913300     0.45143900     0.40960300     0.41824000     0.38735000     0.06333600    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.64154100     0.03044800   204.73913600     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    80.39074700    87.53240200    95.82650000   135.43159500   122.88094300   125.47206100   116.20488700         0.01091400        0.00861900     0.02071300     0.02071300    17.80000000    31.23023400    30.17517500    29.19819600    27.87252600    26.70488000    25.68376400    24.79736100
     07/12/1995              9            341     3.73607400    49.49799600     8.27690200     4.94980000     3.32710200     3.31202100     1.63777800     0.00000000     0.00000000     0.17718600     0.20880400     0.03161800     0.10526200     0.07192400     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     2.54458100     0.07475400     0.00000000   199.42303500   195.27122500     1.40810500     1.00000000     2.95903700    46.72145300     0.00000000     1.58980300     1.09676000     0.64209600     0.79490100     0.02242900     0.00000000     0.03768800     0.00000000     0.00000000     0.00000000      0.03768800     0.00000000    11.75825600     0.02269700     0.00038200     0.00038200     0.02269700     0.00000000     0.00000000     0.09569400     0.09569400     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   236.00000000        0.85506500        0.06508700        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000     0.22020000     0.03768800     0.03768800     0.15638600     0.22020000     3.33692900     0.16343700    -2.29634900    -2.86396800    -2.87245900    -2.67225600    -2.43857600   236.00000000   109.76783800    37.28447300    11.28806200     6.09475800    11.29268000    12.72151100     6.82191100     0.39221500     0.42918200     0.47148200     0.44954700     0.40957500     0.41890800     0.38812900     0.22005500     0.00014500    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.84582700     0.04455700   199.42303500     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    78.44301600    85.83641800    94.29634900   134.86396800   122.87245900   125.67225600   116.43857600         0.00687000        0.03081800     0.02945900     0.02945900    17.80000000    31.53330600    30.45298200    29.45252800    28.09486800    26.89888800    25.85282700    24.94458800
