ApsimVersion = 7.10 r0
precision = 8
Title = Sorghum_NoStress
           Date            Das    day_of_year          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n         GreenN     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize             HI         LeafNo            LAI           SLAI            ESW            NO3            SLN        WaterSD           sw()           TPLA           SPLA   dlt_dm_green      sw_supply       radn_int   DeltaGreenWt       DeltaLAI DeltaGreenN(1) DeltaGreenN(2) DeltaGreenN(3) DeltaGreenN(4) DeltaGreenN(5) DeltaLeafGreenN      DeltaSLAI        DeltaTT     SenescedWt      SenescedN  RootSenescedN RootSenescedWt LeafSenescedWt  LeafSenescedN         RLV(1)         RLV(2)         RLV(3)         RLV(4)         RLV(5)         RLV(6)         RLV(7)         RLV(8)         RLV(9)        RLV(10)      RootDepth RootProportion(1) RootProportion(2) RootProportion(3) RootProportion(4) RootProportion(5) RootProportion(6) RootProportion(7) RootProportion(8) RootProportion(9) RootProportion(10) sum(sw_uptake) n_total_uptake  n_supply_soil   n_cum_uptake      sw_demand  sw_deficit(1)  sw_deficit(2)  sw_deficit(3)  sw_deficit(4)  sw_deficit(5)  sw_deficit(6)  sw_deficit(7)  sw_deficit(8)  sw_deficit(9) sw_deficit(10)     root_depth         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)   sw_uptake(1)   sw_uptake(2)   sw_uptake(3)   sw_uptake(4)   sw_uptake(5)   sw_uptake(6)   sw_uptake(7)   sw_uptake(8)   sw_uptake(9)  sw_uptake(10)     n_sd_ratio     no3_demand            esw    swdef_pheno    swdef_photo    swdef_expan    nfact_pheno    nfact_expan      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)      sw_dep(5)      sw_dep(6)      sw_dep(7)      sw_dep(8)      sw_dep(9)     sw_dep(10) n_diffusion_uptake n_massflow_uptake    cover_green      cover_tot
   (dd/mm/yyyy)         (days)             ()             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)             ()       (leaves)        (m2/m2)        (m2/m2)           (mm)        (kg/ha)      (g(N)/m2)             ()        (mm/mm)           (m2)           (m2)        (g/m^2)           (mm)             ()        (g/m^2)        (m2/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (m2/m2)          (oCd)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)           (mm)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)              (0-1)           (mm)        (g/m^2)        (g/m^2)        (g/m^2)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)             ()        (g/m^2)           (mm)             ()             ()             ()             ()             ()           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)            (g/m^2)           (g/m^2)             ()             ()
     24/02/1997             47             55     5.67488500  2692.00384000   376.92858000   269.20038000   121.76151700   160.49135300    69.43496300    25.24074700     0.00000000     5.43645600     5.40228700     0.22809500     4.16942500     0.80632600     0.19844100     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    12.67201100     2.86706300     0.29126000   152.12289400    87.38185900     1.45424900     1.00000000     3.74705500  3158.32344200   291.26005200    23.21806900     9.96813500    14.01572600    17.45719500     0.11491000     0.01069200     0.16248000     0.05949400     0.01957100     0.00000000      0.16248000     0.00000000    13.55381300    17.32413300     0.26810900     0.00584400     3.29081200    14.03332100     0.26226500     0.00803200     0.00803200     0.01606400     0.01606400     0.01606400     0.01606400     0.01606400     0.01606400     0.00000000     0.00000000  1272.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.36000000        0.00000000         0.00000000     4.55567900     0.25223700     0.25223700     5.63739500     4.55567900    11.63921900     2.48326500     4.64493600     3.80747200     2.07782000     0.90399200    -0.08174900    -0.99828300    -2.21476000    -3.14050300  1272.00000000    11.46342100     8.04732000     8.01890000     3.07638600     1.68321200     1.99974000     5.04682400    12.13086300    15.81589200    20.09929700     0.30112500     0.38975500     0.43105600     0.43549300     0.41545300     0.39297200     0.36943800     0.33498600     0.33107400     0.34570300     0.24828000     0.54119500     1.14386500     1.09387700     0.83147800     0.50170300     0.19419200     0.00108800    -0.00000000    -0.00000000     0.40889000     0.61688300   152.12289400     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    30.11250100    38.97554000    86.21119700    87.09864800    83.09069800    78.59430700    73.88755800    66.99719200    66.21476000    69.14050300         0.21065700        0.04158000     0.68235600     0.71728900
     25/02/1997             48             56     5.72391200  2827.98360300   394.77036500   282.79836000   126.00532600   167.41680200    74.10573200    27.24250500     0.00000000     5.67410900     5.64925300     0.23740900     4.33139300     0.86286200     0.21759000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    13.00259200     2.98041200     0.29126000   147.83573900    84.78965800     1.45328700     1.00000000     3.71907800  3271.67155900   291.26005200    18.08530800     9.58678900    10.91770300    13.59797600     0.11334800     0.00977000     0.16196800     0.05653600     0.01914900     0.00000000      0.16196800     0.00000000    14.88823300    17.56765600     0.26856500     0.00630000     3.53433500    14.03332100     0.26226500     0.00786200     0.00786200     0.01572300     0.01572300     0.01572300     0.01572300     0.01572300     0.01572300     0.00000000     0.00000000  1299.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.49500000        0.00000000         0.00000000     1.98516000     0.24742200     0.24742200     5.88481700     1.98516000    12.77916100     3.10879500     5.94275700     4.96373700     2.88615400     1.38501000     0.09754900    -0.69803600    -1.75974300    -2.72627300  1299.00000000    11.36784700     7.46234900     7.43082100     2.84451200     1.55291500     1.84369600     4.63922700    12.07937300    15.67773200    19.89119000     0.29124900     0.38655100     0.42778900     0.43278700     0.41373600     0.39196800     0.36908300     0.33348500     0.32879900     0.34363100     0.09597000     0.23614200     0.49946000     0.47886300     0.36669000     0.22134000     0.08575800     0.00093700    -0.00000000    -0.00000000     0.40035500     0.61800700   147.83573900     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    29.12486800    38.65506400    85.55778500    86.55739600    82.74715400    78.39365400    73.81668900    66.69709800    65.75974300    68.72627300         0.23042000        0.01700200     0.69643700     0.72982000
     26/02/1997             49             57     5.76953100  2975.44024300   414.13008800   297.54402000   130.61938400   174.73691300    79.30361900    29.47017100     0.00000000     5.87605200     5.85877800     0.24499000     4.48003800     0.90246100     0.23128800     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    13.36572000     3.09421700     0.29126000   143.43782000    82.62171900     1.44787500     1.00000000     3.69265800  3385.47656400   291.26005200    19.61173200     9.41575600    11.83942100    14.74566400     0.11380500     0.00805600     0.14864500     0.03959900     0.01369800     0.00000000      0.14864500     0.00000000    13.85342100    17.81966600     0.26904000     0.00677500     3.78634600    14.03332100     0.26226500     0.00769800     0.00769800     0.01539600     0.01539600     0.01539600     0.01539600     0.01539600     0.01539600     0.00000000     0.00000000  1326.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.63000000        0.00000000         0.00000000     2.83443400     0.21000000     0.21000000     6.09481700     2.83443400    13.21314400     3.42615100     6.58639500     5.50190000     3.23236100     1.58688400     0.16893000    -0.48796800    -1.37821200    -2.32185400  1326.00000000    11.29164500     6.96890500     6.93423800     2.64857100     1.44348500     1.71403800     4.30531900    12.04617200    15.56613100    19.70321500     0.28656500     0.38237200     0.42350500     0.42906600     0.41120400     0.39047500     0.36853800     0.33243100     0.32689100     0.34160900     0.13037000     0.33660400     0.71252600     0.68480500     0.52682200     0.31812600     0.12338200     0.00180000    -0.00000000    -0.00000000     0.33107600     0.63429500   143.43782000     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    28.65648500    38.23724400    84.70108000    85.81329300    82.24081400    78.09499400    73.70768700    66.48616800    65.37821200    68.32185400         0.18721500        0.02278500     0.70994600     0.74184400
     27/02/1997             50             58     5.80756500  3081.53347600   427.97924900   308.15335000   133.85922200   179.85760200    83.14566300    31.11676200     0.00000000     6.05505700     6.04409100     0.25129800     4.61000900     0.93870900     0.24407500     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    13.70360800     3.19064900     0.29126000   148.16183500    80.75067900     1.44485000     1.00000000     3.74668200  3481.90948100   291.26005200    14.11040000     9.65039900     8.51934700    10.60932300     0.09643300     0.00679800     0.12997000     0.03624800     0.01278700     0.00000000      0.12997000     0.00000000    11.55000000    18.08090600     0.26953000     0.00726500     4.04758400    14.03332100     0.26226500     0.00754100     0.00754100     0.01508300     0.01508300     0.01508300     0.01508300     0.01508300     0.01508300     0.00000000     0.00000000  1353.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.76500000        0.00000000         0.00000000     0.48454400     0.18580300     0.18580300     6.28062000     0.48454400     7.17842100     3.74908800     7.42942000     6.24169900     3.74161500     1.88722200     0.27866400    -0.34031700    -1.06684100    -1.94535100  1353.00000000    11.02098900     6.61724600     6.56455900     2.50126800     1.35923000     1.61136600     4.03352900    12.02566000    15.47800900    19.53882000     0.34778600     0.38195900     0.42227300     0.42823300     0.41086000     0.39030300     0.36850500     0.33170000     0.32533400     0.33972700     0.04295500     0.05500800     0.11588100     0.11162000     0.08633600     0.05215600     0.02024900     0.00033900    -0.00000000    -0.00000000     0.29237400     0.63549900   148.16183500     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    34.77862500    38.19590400    84.45469700    85.64668300    82.17205000    78.06062300    73.70108800    66.33998100    65.06684100    67.94535100         0.18169000        0.00411300     0.72092100     0.75161200
     28/02/1997             51             59     5.84345800  3296.98527900   456.36662000   329.69853000   140.70141300   189.98824800    91.13583700    34.54112200     0.00000000     6.24856600     6.24477600     0.25847400     4.76900600     0.96425800     0.25303800     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    14.28110800     3.32800800     0.29126000   158.51510600    78.67913100     1.43299100     1.00000000     3.85996400  3619.26795800   291.26005200    28.65509000    10.57765200    17.30210000    21.54518000     0.13735800     0.00767800     0.15899700     0.02554900     0.00896300     0.00000000      0.15899700     0.00000000    10.90000000    18.34862300     0.27003200     0.00776800     4.31530300    14.03332100     0.26226500     0.00739100     0.00739100     0.01478200     0.01478200     0.01478200     0.01478200     0.01478200     0.01478200     0.00000000     0.00000000  1380.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.90000000        0.00000000         0.00000000     2.66970500     0.20118800     0.20118800     6.48180800     2.66970500    -0.61177800    -1.38669200     6.86148100     6.39688900     3.81144000     1.92185200     0.28536200    -0.23798400    -0.81818400    -1.60720100  1380.00000000     9.23909500     7.27822100     6.34949900     2.37025800     1.28575100     1.52450800     3.81058500    12.01327400    15.40966800    19.39827500     0.42258200     0.43019400     0.42273000     0.42522400     0.40877800     0.38908200     0.36806500     0.33118100     0.32409100     0.33803600     0.35355600     0.36724600     0.59253800     0.55834400     0.43293000     0.26165100     0.10168300     0.00175800    -0.00000000    -0.00000000     0.25059600     0.80283600   158.51510600     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    42.25822400    43.01944700    84.54598200    85.04476900    81.75563000    77.81649800    73.61295300    66.23622900    64.81818400    67.60720100         0.17826500        0.02292300     0.73584100     0.76489100
     01/03/1997             52             60     5.87918700  3525.99387800   486.54336100   352.59939000   147.97729400   200.28678500    99.95746300    38.32181900     0.00000000     6.42749200     6.43088300     0.26565600     4.90113600     0.99890800     0.26518300     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    14.82610800     3.43437200     0.29126000   151.92306500    76.84930400     1.42708400     1.00000000     3.81389600  3725.63254200   291.26005200    30.45814300    10.33338900    18.39601900    22.90086000     0.10636500     0.00769900     0.13213100     0.03465000     0.01214500     0.00000000      0.13213100     0.00000000    10.85000000    18.63002600     0.27054900     0.00828500     4.59670600    14.03332100     0.26226500     0.00724600     0.00724600     0.01449300     0.01449300     0.01449300     0.01449300     0.01449300     0.01449300     0.00000000     0.00000000  1407.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.01388500         0.00000000     5.10467700     0.18662500     0.18662500     6.66843300     5.10467700     0.62724700    -0.62487800     7.10779600     6.99038700     4.22979000     2.16728200     0.37408400    -0.16535900    -0.62233700    -1.31174500  1407.00000000     8.82056600     6.76428100     6.08230400     2.24822800     1.21879700     1.44824600     3.62273700    12.00653900    15.35739700    19.28021200     0.40723600     0.41932400     0.41870500     0.41968600     0.40467600     0.38663900     0.36714800     0.33081000     0.32311200     0.33655900     0.64916000     0.69245800     1.15124100     1.07230900     0.83496200     0.50484800     0.19639100     0.00330800    -0.00000000    -0.00000000     0.20237000     0.92219400   151.92306500     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    40.72359500    41.93241900    83.74096700    83.93730200    80.93524900    77.32787300    73.42952700    66.16204800    64.62233700    67.31174500         0.14501300        0.04161200     0.74684400     0.77468400
     02/03/1997             53             61     5.92166600  3721.20845100   512.21094500   372.12085000   154.12342100   208.70526700   107.72954600    41.65271100     0.00000000     6.61950100     6.63103500     0.27379900     5.02198600     1.05144200     0.28380800     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    15.36860800     3.51918600     0.29126000   146.39315800    74.93598900     1.42703100     1.00000000     3.77484800  3810.44606400   291.26005200    25.96353700     9.89870600    15.68372200    19.52145700     0.08481400     0.00867400     0.12085000     0.05253400     0.01862500     0.00000000      0.12085000     0.00000000    12.90000000    18.92598200     0.27108000     0.00881600     4.89266000    14.03332100     0.26226500     0.00710700     0.00710700     0.01421500     0.01421500     0.01421500     0.01421500     0.01421500     0.01421500     0.01421500     0.00000000  1434.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.14970400         0.00000000     3.76798400     0.20068300     0.20068300     6.86911500     3.76798400     2.41733900     0.24334700     8.25766000     8.09302500     5.05282600     2.65824100     0.55862400    -0.11343400    -0.46966600    -1.05912000  1434.00000000     8.41671300     6.26002800     5.73048900     2.11661300     1.14454700     1.36128800     3.40146600    12.00451900    15.31800600    19.18232000     0.39130100     0.41246200     0.41442900     0.41555000     0.40161300     0.38482000     0.36647100     0.33055600     0.32234800     0.33529600     0.45251700     0.51044400     0.85645800     0.79689500     0.62458900     0.37780100     0.14711600     0.00215900     0.00000400    -0.00000000     0.20087100     0.99906200   146.39315800     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    39.13014200    41.24620800    82.88588000    83.11007700    80.32258600    76.96395900    73.29425800    66.11127500    64.46965800    67.05912000         0.17129900        0.02938300     0.75528800     0.78220000
     03/03/1997             54             62     5.96334600  3956.23409900   543.16110900   395.62341000   161.57102000   218.42846300   117.37510400    45.78652200     0.00000000     6.78733600     6.80626300     0.28119200     5.13765200     1.08988200     0.29753700     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    16.01360800     3.61097600     0.29126000   139.13147000    73.31385000     1.42278700     1.00000000     3.72421800  3902.23639900   291.26005200    31.25841100     9.53661700    18.88220700    23.50256500     0.09179000     0.00794100     0.11566600     0.03844000     0.01372900     0.00000000      0.11566600     0.00000000    12.65718200    19.23422800     0.27162800     0.00936300     5.20090700    14.03332100     0.26226500     0.00697400     0.00697400     0.01394700     0.01394700     0.01394700     0.01394700     0.01394700     0.01394700     0.01394700     0.00000000  1461.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.30500000         0.00000000     5.35155200     0.17577600     0.17577600     7.04489100     5.35155200     4.21285200     0.95382300     9.12463400     8.91706100     5.66720600     3.02375000     0.69470200    -0.07789600    -0.35212700    -0.84702300  1461.00000000     8.11192200     5.81451500     5.41165500     1.99836600     1.07883800     1.28609300     3.21565000    12.00574300    15.28884300    19.10222800     0.37190600     0.40321600     0.40823400     0.40970300     0.39716400     0.38215800     0.36546500     0.33037900     0.32175900     0.33423500     0.59656800     0.72458600     1.22853000     1.14240900     0.90008000     0.54464600     0.21229600     0.00218600     0.00025100    -0.00000000     0.15895300     1.10583600   139.13147000     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    37.19057800    40.32159000    81.64683500    81.94052900    79.43271600    76.43160200    73.09300200    66.07571400    64.35187500    66.84702300         0.13637600        0.03940000     0.76411000     0.79005200
     04/03/1997             55             63     6.00000000  4184.46881600   573.19318400   418.44688000   168.77962400   218.42846300   133.35153400    52.63356400     0.00000000     6.94397800     6.97126800     0.28955500     5.22872300     1.14939000     0.30360000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    16.64646700     3.70103900     0.29126000   132.43905600    71.85410300     1.41277200     1.00000000     3.67753600  3992.29895500   291.26005200    30.35521700     9.07374000    18.33864500    22.82347200     0.09006300     0.00892500     0.09107200     0.05950700     0.00606300     0.00000000      0.09107200     0.00000000    13.45545200    19.55737100     0.27219000     0.00992600     5.52404900    14.03332100     0.26226500     0.00684500     0.00684500     0.01368900     0.01368900     0.01368900     0.01368900     0.01368900     0.01368900     0.01368900     0.00000000  1488.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.44000000         0.00000000     4.91529800     0.16556700     0.16556700     7.21045800     4.91529700     6.09056100     1.87181100    10.37292500    10.08294700     6.55894500     3.55818900     0.89707200    -0.05300100    -0.26221500    -0.67157700  1488.00000000     7.88155200     5.40321000     5.10819400     1.88557300     1.01531500     1.21266700     3.03242200    12.00996100    15.26781600    19.03739700     0.35404800     0.39463500     0.40244200     0.40429200     0.39300600     0.37966700     0.36452300     0.33025800     0.32130800     0.33335800     0.50468600     0.66465800     1.13860900     1.05859800     0.83989500     0.50839600     0.19835900     0.00143600     0.00066100    -0.00000000     0.15654400     1.05763900   132.43905600     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    35.40475500    39.46353100    80.48846400    80.85845200    78.60115800    75.93341800    72.90457200    66.05156700    64.26155100    66.67157700         0.13110500        0.03446200     0.77245700     0.79748100
     05/03/1997             56             64     6.08073300  4290.19023600   586.91657400   429.01902000   171.93087100   218.42846300   140.75203400    55.80520600     0.00000000     7.06351600     7.09723500     0.29598400     5.23319700     1.23374600     0.33430900     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    17.10185200     3.70103900     0.29126000   130.11135900    70.81159200     1.41398000     1.00000000     3.66110900  3992.29895500   291.26005200    14.06094900     8.70026900     8.49702600    10.57214200     0.00000000     0.00700800     0.00447400     0.08435600     0.03070800     0.00000000      0.00447400     0.00000000    11.40000000    19.89493000     0.27277000     0.01050500     5.86160800    14.03332100     0.26226500     0.00672000     0.00672000     0.01344100     0.01344100     0.01344100     0.01344100     0.01344100     0.01344100     0.01344100     0.00000000  1515.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.57500000         0.00000000     1.46439500     0.12654600     0.12654600     7.33700500     1.46439500     7.04869100     2.69855500    11.53669000    11.16211700     7.39187600     4.05810500     1.08650200    -0.03609500    -0.19391600    -0.52828200  1515.00000000     7.77143200     5.10746000     4.88467400     1.80102500     0.96558900     1.15228800     2.87425400    12.01596900    15.25317300    18.98572300     0.34805800     0.39104700     0.40061600     0.40260800     0.39177800     0.37894500     0.36426900     0.33017900     0.32096800     0.33264100     0.14552500     0.19677800     0.34007100     0.31620700     0.25255600     0.15291700     0.05972000     0.00030400     0.00031600    -0.00000000     0.12746400     0.99279900   130.11135900     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    34.80578600    39.10466800    80.12323800    80.52167500    78.35556800    75.78897900    72.85377500    66.03578900    64.19360400    66.52828200         0.11671300        0.00983400     0.77245700     0.79748100
     06/03/1997             57             65     6.15426300  4405.52659200   601.91244700   440.55266000   175.39310900   218.42846300   148.82557900    59.26529700     0.00000000     7.18985500     7.23057800     0.30298700     5.23765800     1.32026400     0.36966800     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    17.10185200     3.70103900     0.29126000   129.41564900    69.70114900     1.41518600     1.00000000     3.65978100  3992.29895500   291.26005200    15.33973500     8.65076500     9.26948300    11.53363600     0.00000000     0.00759500     0.00446100     0.08651800     0.03536000     0.00000000      0.00446100     0.00000000    12.50000000    20.23879100     0.27336200     0.01109700     6.20547000    14.03332100     0.26226500     0.00660100     0.00660100     0.01320100     0.01320100     0.01320100     0.01320100     0.01320100     0.01320100     0.01320100     0.00000000  1542.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.71000000         0.00000000     1.21318100     0.13393400     0.13393400     7.47093900     1.21318100     6.35674300     3.01374800    11.90488400    11.49801600     7.63797000     4.20302600     1.13758100    -0.02505500    -0.14303600    -0.41271200  1542.00000000     7.59960700     4.81185600     4.65243400     1.71364300     0.91415000     1.08950700     2.70883100    12.02277700    15.24325700    18.94509100     0.35515200     0.38825400     0.39907700     0.40120900     0.39076800     0.37835400     0.36406500     0.33012400     0.32071400     0.33206400     0.12804300     0.16086000     0.27973000     0.26016400     0.20835700     0.12619000     0.04932900     0.00017600     0.00033200    -0.00000000     0.13687100     0.97854100   129.41564900     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    35.51521300    38.82539000    79.81538400    80.24182100    78.15367100    75.67078400    72.81308700    66.02487900    64.14270800    66.41271200         0.12599500        0.00793900     0.77245700     0.79748100
     07/03/1997             58             66     6.21926300  4520.86680500   616.90191000   452.08668000   178.84855000   218.42846300   156.89939300    62.72550300     0.00000000     7.29484800     7.34141500     0.30883200     5.24093300     1.39199700     0.39965400     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    17.10185200     3.70103900     0.29126000   127.85218000    68.81018800     1.41607100     1.00000000     3.64932100  3992.29895500   291.26005200    15.34024800     8.54933900     9.26948300    11.53402100     0.00000000     0.00645000     0.00327500     0.07173300     0.02998500     0.00000000      0.00327500     0.00000000    11.05000000    20.58957700     0.27396700     0.01170300     6.55625600    14.03332100     0.26226500     0.00648500     0.00648500     0.01297000     0.01297000     0.01297000     0.01297000     0.01297000     0.01297000     0.01297000     0.00000000  1569.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.84500000         0.00000000     1.13956400     0.11144300     0.11144300     7.58238200     1.13956400     6.63470500     3.28382100    12.21511100    11.77718400     7.84028600     4.32160900     1.17850500    -0.01741800    -0.10511800    -0.32043500  1569.00000000     7.47215200     4.57267100     4.46107400     1.64156000     0.87185300     1.03781000     2.57286300    12.02987700    15.23681200    18.91351500     0.35246200     0.38565800     0.39761000     0.39989100     0.38981600     0.37779700     0.36387500     0.33008700     0.32052400     0.33160200     0.11910600     0.15037200     0.26297900     0.24467200     0.19641800     0.11899100     0.04655800     0.00011600     0.00035300    -0.00000000     0.11640800     0.95735300   127.85218000     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    35.24618900    38.56580700    79.52191200    79.97814200    77.96329500    75.55940200    72.77494000    66.01730300    64.10476700    66.32043500         0.10428800        0.00715500     0.77245700     0.79748100
     08/03/1997             59             67     6.27808600  4722.71710400   643.39030200   472.27171000   185.15191300   218.42846300   171.02891400    68.78101200     0.00000000     7.38296200     7.43438200     0.31368400     5.24312000     1.45257700     0.42500100     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    17.10185200     3.70103900     0.29126000   124.18066400    68.08566300     1.41666200     1.00000000     3.62247600  3992.29895500   291.26005200    26.84609000     8.39013700    16.22159500    20.18503000     0.00000000     0.00547000     0.00218700     0.06058000     0.02534700     0.00000000      0.00218700     0.00000000    10.00000000    20.94727500     0.27458500     0.01232100     6.91395300    14.03332100     0.26226500     0.00637300     0.00637300     0.01274700     0.01274700     0.01274700     0.01274700     0.01274700     0.01274700     0.01274700     0.00000000  1596.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        0.98000000         0.00000000     2.38395300     0.09358400     0.09358400     7.67596700     2.38395200     7.78094100     3.55830800    12.51108600    12.04026000     8.03103600     4.43335000     1.21687300    -0.01211500    -0.07697300    -0.24739800  1596.00000000     7.38605200     4.36713400     4.29584500     1.57979200     0.83656500     0.99578700     2.46552900    12.03692800    15.23278500    18.88924400     0.33988000     0.38126600     0.39467100     0.39721700     0.38776800     0.37657500     0.36342300     0.33006000     0.32038100     0.33123700     0.23109900     0.31508500     0.55470000     0.51632900     0.41544800     0.25174600     0.09859200     0.00017200     0.00078100    -0.00000000     0.08796400     1.06389900   124.18066400     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    33.98796100    38.12660600    78.93421200    79.44341300    77.55351300    75.31490300    72.68453200    66.01194000    64.07619500    66.24739800         0.07927800        0.01430600     0.77245700     0.79748100
     09/03/1997             60             68     6.33043900  4923.79729800   669.76366400   492.37973000   191.41725600   218.42846300   185.10452800    74.81341800     0.00000000     7.45523300     7.51055100     0.31758200     5.24458800     1.50245600     0.44592500     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000    17.10185200     3.70103900     0.29126000   120.35355400    67.51283300     1.41705800     1.00000000     3.59484300  3992.29895500   291.26005200    26.74366600     8.14938700    16.22159500    20.10801900     0.00000000     0.00452600     0.00146800     0.04987900     0.02092400     0.00000000      0.00146800     0.00000000     8.90000100    21.31757900     0.27521200     0.01294800     7.28425700    14.03332100     0.26226500     0.00626600     0.00626600     0.01253100     0.01253100     0.01253100     0.01253100     0.01253100     0.01253100     0.01253100     0.00000000  1623.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000        1.00000000         0.08871800     2.58644100     0.07679700     0.07679700     7.75276400     2.58644100     9.01124600     4.00079000    13.10058600    12.57387500     8.44132200     4.67857400     1.30773900    -0.00835400    -0.05584700    -0.18993400  1623.00000000     7.33759400     4.19610300     4.15764600     1.52830300     0.80748700     0.96151200     2.37911500    12.04374800    15.23056500    18.87076000     0.32758000     0.37657100     0.39146500     0.39430600     0.38551200     0.37522500     0.36291900     0.33004100     0.32027500     0.33095000     0.23080200     0.34211700     0.60649700     0.56488000     0.45623800     0.27652700     0.10839600     0.00013300     0.00085100    -0.00000000     0.06475400     1.18598100   120.35355400     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    32.75795400    37.65709300    78.29291500    78.86124400    77.10244000    75.04489900    72.58386200    66.00822400    64.05499300    66.18993400         0.06187500        0.01492200     0.77245700     0.79748100
